"SEQNO","ALCNO","NEWID","UCC","PUBFLAG"
36,0,2040615,"520110","2"
52,0,2180194,"520110","2"
47,0,2191044,"520110","2"
52,0,2201333,"520110","2"
47,0,2032605,"520110","2"
47,0,2022895,"520110","2"
59,0,2022455,"520110","2"
51,0,2036415,"520110","2"
60,0,2018415,"520110","2"
62,0,2023665,"520110","2"
54,0,2037945,"520110","2"
53,0,2032905,"520110","2"
39,0,2180454,"520110","2"
51,0,2190934,"520110","2"
48,0,2189114,"520110","2"
51,0,2190294,"520110","2"
36,0,2186104,"520110","2"
47,0,2181804,"520110","2"
57,0,2170574,"520110","2"
51,1,2188184,"520110","2"
37,0,2172584,"520110","2"
44,0,2173784,"520110","2"
57,0,2193084,"520110","2"
38,0,2205803,"520110","2"
67,0,2213543,"520110","2"
34,0,2226493,"520110","2"
77,0,2201793,"520110","2"
29,0,2222563,"520110","2"
45,0,2210113,"520110","2"
67,0,2206593,"520110","2"
80,0,2220973,"520110","2"
65,0,2199843,"520110","2"
57,0,2244242,"520110","2"
63,0,2268072,"520110","2"
54,0,2268962,"520110","2"
32,0,2291082,"520110","2"
84,0,2305642,"520110","2"
42,0,2243965,"520110","2"
35,1,2228584,"520110","2"
93,0,2018805,"520110","2"
51,0,2026075,"520110","2"
54,0,2034735,"520110","2"
66,0,2025505,"520110","2"
67,0,2025505,"520110","2"
29,0,2174834,"520110","2"
54,0,2175454,"520110","2"
49,0,2182944,"520110","2"
45,0,2219853,"520110","2"
49,0,2272063,"520110","2"
72,0,2214843,"520110","2"
73,2,2214843,"520110","2"
44,0,2222883,"520110","2"
63,0,2214623,"520110","2"
68,0,2209893,"520110","2"
46,0,2220733,"520110","2"
53,0,2215973,"520110","2"
38,0,2206453,"520110","2"
44,0,2222573,"520110","2"
44,0,2212783,"520110","2"
70,0,2205333,"520110","2"
57,0,2235502,"520110","2"
59,0,2266272,"520110","2"
75,0,2265572,"520110","2"
58,0,2265172,"520110","2"
67,0,2260522,"520110","2"
59,0,2290752,"520110","2"
51,1,2296822,"520110","2"
52,1,2296822,"520110","2"
43,0,2285592,"520110","2"
49,0,2030805,"520110","2"
66,2,2033725,"520110","2"
44,1,2036265,"520110","2"
55,0,2030125,"520110","2"
33,0,2166945,"520110","2"
45,0,2192014,"520110","2"
84,0,2175494,"520110","2"
79,0,2217803,"520110","2"
71,0,2203703,"520110","2"
48,0,2211973,"520110","2"
50,0,2220063,"520110","2"
90,2,2202743,"520110","2"
91,0,2202743,"520110","2"
61,0,2209403,"520110","2"
44,0,2199573,"520110","2"
42,0,2203413,"520110","2"
34,0,2237922,"520110","2"
40,0,2228442,"520110","2"
37,0,2272302,"520110","2"
42,0,2281832,"520110","2"
51,0,2247685,"520110","2"
56,0,2273103,"520110","2"
47,0,2292383,"520110","2"
57,0,2027165,"520110","2"
27,0,2269685,"520110","2"
30,0,2225825,"520110","2"
40,0,2021085,"520110","2"
33,0,2170894,"520110","2"
50,0,2185014,"520110","2"
40,0,2201983,"520110","2"
43,0,2220113,"520110","2"
58,0,2221343,"520110","2"
68,0,2270062,"520110","2"
69,0,2028865,"520110","2"
56,0,2018665,"520110","2"
36,0,2025355,"520110","2"
58,0,2175204,"520110","2"
54,0,2177274,"520110","2"
42,0,2198583,"520110","2"
59,0,2221923,"520110","2"
48,0,2256723,"520110","2"
35,0,2199313,"520110","2"
36,0,2259442,"520110","2"
58,0,2024465,"520110","2"
64,0,2028625,"520110","2"
68,0,2024615,"520110","2"
69,0,2024615,"520110","2"
34,0,2033755,"520110","2"
29,0,2040775,"520110","2"
68,0,2031185,"520110","2"
39,0,2024045,"520110","2"
41,0,2028005,"520110","2"
54,0,2027985,"520110","2"
30,0,2023935,"520110","2"
51,0,2037465,"520110","2"
78,0,2031325,"520110","2"
63,0,2196995,"520110","2"
75,0,2039125,"520110","2"
72,0,2037035,"520110","2"
72,0,2019105,"520110","2"
73,0,2019105,"520110","2"
36,0,2039275,"520110","2"
47,0,2181634,"520110","2"
75,0,2170804,"520110","2"
66,0,2172544,"520110","2"
46,0,2179814,"520110","2"
36,0,2175084,"520110","2"
67,0,2193014,"520110","2"
60,0,2186004,"520110","2"
50,0,2171954,"520110","2"
53,0,2187644,"520110","2"
52,0,2187864,"520110","2"
52,0,2176944,"520110","2"
40,0,2185864,"520110","2"
92,0,2188784,"520110","2"
93,0,2188784,"520110","2"
34,0,2169554,"520110","2"
33,0,2187824,"520110","2"
81,0,2187474,"520110","2"
82,0,2187474,"520110","2"
45,0,2170134,"520110","2"
46,0,2170134,"520110","2"
62,0,2219643,"520110","2"
57,0,2199923,"520110","2"
58,0,2199923,"520110","2"
26,0,2207613,"520110","2"
69,0,2220223,"520110","2"
53,0,2207803,"520110","2"
54,0,2207803,"520110","2"
61,0,2200885,"520110","2"
46,0,2208313,"520110","2"
44,0,2208983,"520110","2"
73,0,2223133,"520110","2"
46,0,2217993,"520110","2"
53,0,2209723,"520110","2"
29,0,2216783,"520110","2"
27,0,2220583,"520110","2"
48,0,2223823,"520110","2"
90,0,2201863,"520110","2"
40,0,2204603,"520110","2"
40,0,2217333,"520110","2"
38,0,2196815,"520110","2"
45,0,2210853,"520110","2"
33,0,2230252,"520110","2"
64,0,2234882,"520110","2"
33,0,2244712,"520110","2"
56,0,2241632,"520110","2"
57,2,2241632,"520110","2"
42,0,2235702,"520110","2"
46,0,2227265,"520110","2"
57,0,2250912,"520110","2"
37,0,2231552,"520110","2"
42,0,2268952,"520110","2"
44,0,2275042,"520110","2"
52,2,2280462,"520110","2"
28,0,2273412,"520110","2"
69,0,2263492,"520110","2"
49,0,2259282,"520110","2"
39,0,2286832,"520110","2"
47,0,2294812,"520110","2"
56,0,2299902,"520110","2"
56,0,2291752,"520110","2"
33,0,2292362,"520110","2"
63,0,2298462,"520110","2"
62,0,2289452,"520110","2"
60,0,2037685,"520110","2"
34,1,2033545,"520110","2"
48,0,2023215,"520110","2"
37,0,2033385,"520110","2"
51,0,2018315,"520110","2"
62,0,2023865,"520110","2"
59,0,2024625,"520110","2"
63,0,2022565,"520110","2"
61,0,2018725,"520110","2"
40,0,2036255,"520110","2"
70,0,2027215,"520110","2"
57,0,2189944,"520110","2"
64,0,2188634,"520110","2"
44,0,2182404,"520110","2"
71,0,2171754,"520110","2"
39,0,2184934,"520110","2"
49,0,2177264,"520110","2"
50,0,2177264,"520110","2"
54,0,2172604,"520110","2"
56,0,2182374,"520110","2"
55,0,2188234,"520110","2"
56,1,2204843,"520110","2"
56,2,2204843,"520110","2"
47,0,2199723,"520110","2"
46,0,2226993,"520110","2"
47,0,2217623,"520110","2"
46,0,2208123,"520110","2"
52,0,2200523,"520110","2"
45,0,2249212,"520110","2"
50,0,2277882,"520110","2"
54,0,2257552,"520110","2"
48,0,2254732,"520110","2"
92,0,2260932,"520110","2"
93,0,2260932,"520110","2"
54,0,2280352,"520110","2"
43,0,2285132,"520110","2"
44,1,2291252,"520110","2"
44,2,2291252,"520110","2"
52,0,2285054,"520110","2"
71,0,2165935,"520110","2"
72,0,2165935,"520110","2"
76,0,2037745,"520110","2"
39,0,2037705,"520110","2"
47,0,2025265,"520110","2"
62,0,2035595,"520110","2"
60,0,2038885,"520110","2"
123,0,2021295,"520110","2"
87,0,2035355,"520110","2"
83,0,2022325,"520110","2"
53,0,2164875,"520110","2"
42,0,2038145,"520110","2"
50,0,2026825,"520110","2"
42,0,2021245,"520110","2"
41,0,2019685,"520110","2"
64,0,2019935,"520110","2"
65,0,2019935,"520110","2"
46,0,2018535,"520110","2"
46,0,2174924,"520110","2"
44,0,2175304,"520110","2"
57,0,2173934,"520110","2"
77,0,2184144,"520110","2"
78,0,2184144,"520110","2"
52,0,2191084,"520110","2"
51,0,2179124,"520110","2"
44,0,2192484,"520110","2"
75,0,2171714,"520110","2"
48,0,2191154,"520110","2"
50,0,2180914,"520110","2"
41,0,2185284,"520110","2"
51,0,2181974,"520110","2"
49,0,2181454,"520110","2"
26,0,2185934,"520110","2"
40,0,2172884,"520110","2"
59,0,2169084,"520110","2"
70,0,2218213,"520110","2"
36,0,2219163,"520110","2"
51,0,2222303,"520110","2"
49,0,2209433,"520110","2"
36,0,2217913,"520110","2"
39,0,2210643,"520110","2"
55,0,2205753,"520110","2"
78,0,2217093,"520110","2"
80,0,2217093,"520110","2"
54,0,2212513,"520110","2"
56,0,2204853,"520110","2"
74,0,2223333,"520110","2"
75,0,2223333,"520110","2"
59,0,2204613,"520110","2"
83,0,2215943,"520110","2"
96,0,2231562,"520110","2"
86,0,2241672,"520110","2"
61,0,2240212,"520110","2"
67,0,2244162,"520110","2"
43,0,2229402,"520110","2"
55,0,2226385,"520110","2"
76,0,2239932,"520110","2"
31,0,2256692,"520110","2"
58,0,2284242,"520110","2"
55,0,2288862,"520110","2"
37,0,2299202,"520110","2"
35,0,2225713,"520110","2"
50,0,2292272,"520110","2"
82,0,2034975,"520110","2"
70,0,2023355,"520110","2"
49,0,2038875,"520110","2"
72,0,2020605,"520110","2"
28,0,2173334,"520110","2"
66,0,2173054,"520110","2"
43,0,2184014,"520110","2"
76,0,2170514,"520110","2"
60,0,2178944,"520110","2"
53,0,2175954,"520110","2"
43,0,2175224,"520110","2"
45,0,2229333,"520110","2"
82,0,2217983,"520110","2"
32,0,2278973,"520110","2"
55,0,2201993,"520110","2"
73,0,2205203,"520110","2"
64,0,2222493,"520110","2"
50,0,2199013,"520110","2"
44,0,2221803,"520110","2"
47,0,2221803,"520110","2"
77,0,2216283,"520110","2"
78,0,2216283,"520110","2"
51,0,2230892,"520110","2"
52,0,2230892,"520110","2"
63,0,2235152,"520110","2"
66,0,2255882,"520110","2"
44,0,2263532,"520110","2"
35,0,2225484,"520110","2"
58,0,2290782,"520110","2"
48,0,2299462,"520110","2"
77,0,2306632,"520110","2"
55,0,2297122,"520110","2"
43,0,2039795,"520110","2"
81,0,2029105,"520110","2"
82,0,2029105,"520110","2"
65,0,2023725,"520110","2"
49,0,2019195,"520110","2"
35,0,2032755,"520110","2"
45,0,2179594,"520110","2"
57,0,2190864,"520110","2"
33,0,2213454,"520110","2"
46,0,2226653,"520110","2"
47,0,2226653,"520110","2"
64,0,2224543,"520110","2"
55,0,2243212,"520110","2"
49,0,2262172,"520110","2"
57,0,2277512,"520110","2"
48,0,2291502,"520110","2"
49,0,2291502,"520110","2"
27,0,2292562,"520110","2"
51,0,2298622,"520110","2"
36,0,2289852,"520110","2"
37,1,2307654,"520110","2"
83,1,2022965,"520110","2"
59,0,2038325,"520110","2"
126,0,2023845,"520110","2"
67,0,2031805,"520110","2"
48,1,2169064,"520110","2"
84,0,2193574,"520110","2"
30,0,2221844,"520110","2"
49,0,2176374,"520110","2"
130,1,2169974,"520110","2"
49,0,2179584,"520110","2"
46,0,2190194,"520110","2"
62,0,2175804,"520110","2"
102,2,2191444,"520110","2"
91,0,2200123,"520110","2"
50,2,2220463,"520110","2"
75,0,2224743,"520110","2"
60,0,2202773,"520110","2"
61,2,2202773,"520110","2"
40,0,2232722,"520110","2"
82,0,2236322,"520110","2"
87,0,2288312,"520110","2"
88,0,2288312,"520110","2"
57,0,2022195,"520110","2"
45,0,2023285,"520110","2"
66,0,2038345,"520110","2"
39,0,2024195,"520110","2"
55,0,2038735,"520110","2"
66,0,2171944,"520110","2"
44,0,2188004,"520110","2"
45,0,2185884,"520110","2"
29,0,2195584,"520110","2"
43,0,2202163,"520110","2"
71,0,2222433,"520110","2"
44,0,2214764,"520110","2"
52,0,2237042,"520110","2"
36,0,2235022,"520110","2"
31,0,2232942,"520110","2"
49,0,2269032,"520110","2"
52,0,2260592,"520110","2"
47,0,2020045,"520110","2"
59,1,2033955,"520110","2"
49,1,2036155,"520110","2"
50,0,2036155,"520110","2"
71,0,2022175,"520110","2"
69,1,2189394,"520110","2"
52,0,2195174,"520110","2"
46,0,2191764,"520110","2"
68,1,2221083,"520110","2"
40,1,2202373,"520110","2"
41,1,2202373,"520110","2"
82,0,2210543,"520110","2"
61,0,2233012,"520110","2"
53,1,2293202,"520110","2"
28,0,2236403,"520110","2"
43,0,2033845,"520110","2"
52,0,2019555,"520110","2"
32,0,2162155,"520110","2"
57,0,2195185,"520110","2"
61,0,2174884,"520110","2"
37,0,2172624,"520110","2"
49,0,2190724,"520110","2"
22,0,2213983,"520110","2"
43,0,2208503,"520110","2"
42,0,2203963,"520110","2"
59,0,2222243,"520110","2"
37,0,2197805,"520110","2"
53,0,2270172,"520110","2"
72,0,2266402,"520110","2"
67,0,2018845,"520110","2"
101,0,2023325,"520110","2"
47,0,2018755,"520110","2"
70,0,2019575,"520110","2"
48,1,2172924,"520110","2"
78,0,2219383,"520110","2"
79,0,2219383,"520110","2"
76,0,2200983,"520110","2"
25,0,2215323,"520110","2"
40,0,2244922,"520110","2"
64,0,2283922,"520110","2"
84,0,2027305,"520110","2"
85,0,2027305,"520110","2"
77,0,2026195,"520110","2"
78,0,2026195,"520110","2"
79,0,2026195,"520110","2"
132,0,2031025,"520110","2"
69,0,2162475,"520110","2"
52,0,2165745,"520110","2"
78,0,2021235,"520110","2"
62,0,2038505,"520110","2"
95,0,2036465,"520110","2"
96,0,2036465,"520110","2"
70,0,2227054,"520110","2"
73,0,2178554,"520110","2"
56,0,2183864,"520110","2"
55,0,2181584,"520110","2"
74,0,2189674,"520110","2"
43,0,2172964,"520110","2"
51,1,2201543,"520110","2"
44,0,2210833,"520110","2"
75,0,2221873,"520110","2"
50,0,2213083,"520110","2"
51,0,2213083,"520110","2"
55,0,2249722,"520110","2"
66,0,2255622,"520110","2"
67,0,2255622,"520110","2"
49,0,2274412,"520110","2"
75,0,2275622,"520110","2"
57,0,2305732,"520110","2"
69,0,2288492,"520110","2"
78,0,2026745,"520110","2"
56,0,2040585,"520110","2"
53,0,2180494,"520110","2"
31,0,2201363,"520110","2"
51,0,2202383,"520110","2"
45,0,2207123,"520110","2"
35,0,2221153,"520110","2"
57,0,2200953,"520110","2"
61,0,2217213,"520110","2"
58,0,2288112,"520110","2"
59,0,2029205,"520110","2"
104,0,2035905,"520110","2"
105,0,2035905,"520110","2"
106,0,2035905,"520110","2"
51,0,2029785,"520110","2"
44,0,2192894,"520110","2"
58,0,2177224,"520110","2"
65,0,2192724,"520110","2"
69,0,2171314,"520110","2"
59,0,2220023,"520110","2"
48,0,2211733,"520110","2"
70,0,2198233,"520110","2"
71,0,2198233,"520110","2"
78,0,2241552,"520110","2"
54,0,2247502,"520110","2"
72,0,2264532,"520110","2"
50,0,2267712,"520110","2"
72,0,2304242,"520110","2"
73,0,2304242,"520110","2"
44,0,2286302,"520110","2"
61,0,2302682,"520110","2"
32,0,2283563,"520110","2"
90,0,2033195,"520110","2"
99,0,2036815,"520110","2"
100,0,2036815,"520110","2"
61,0,2020665,"520110","2"
62,0,2020665,"520110","2"
61,0,2036305,"520110","2"
46,0,2034855,"520110","2"
71,0,2172724,"520110","2"
78,0,2169514,"520110","2"
73,0,2169304,"520110","2"
74,0,2169304,"520110","2"
72,0,2218203,"520110","2"
59,0,2210183,"520110","2"
60,0,2210183,"520110","2"
92,0,2220213,"520110","2"
50,0,2200653,"520110","2"
44,0,2219103,"520110","2"
61,0,2209763,"520110","2"
52,0,2218023,"520110","2"
64,0,2231192,"520110","2"
42,0,2243042,"520110","2"
60,0,2294092,"520110","2"
50,0,2163415,"520110","2"
80,0,2020225,"520110","2"
32,0,2021395,"520110","2"
59,0,2040555,"520110","2"
41,0,2037555,"520110","2"
70,0,2022275,"520110","2"
33,2,2189664,"520110","2"
47,0,2172944,"520110","2"
