"SEQNO","ALCNO","NEWID","UCC","PUBFLAG"
66,0,2263385,"520110","2"
68,0,2263385,"520110","2"
38,0,2283185,"520110","2"
46,0,2249134,"520110","2"
63,0,2249684,"520110","2"
56,0,2228094,"520110","2"
43,0,2297044,"520110","2"
62,0,2316733,"520110","2"
83,0,2324563,"520110","2"
53,0,2331613,"520110","2"
52,0,2347362,"520110","2"
97,0,2364032,"520110","2"
85,0,2355752,"520110","2"
53,0,2365162,"520110","2"
53,0,2360552,"520110","2"
55,0,2364522,"520110","2"
50,0,2359292,"520110","2"
51,0,2359292,"520110","2"
48,0,2367652,"520110","2"
49,0,2367652,"520110","2"
32,0,2366312,"520110","2"
51,0,2241955,"520110","2"
48,0,2228915,"520110","2"
87,1,2251115,"520110","2"
87,2,2251115,"520110","2"
88,0,2277485,"520110","2"
61,0,2259355,"520110","2"
94,0,2292715,"520110","2"
45,0,2295235,"520110","2"
70,0,2292895,"520110","2"
86,0,2238304,"520110","2"
51,0,2271064,"520110","2"
33,0,2260354,"520110","2"
58,0,2268054,"520110","2"
59,0,2268054,"520110","2"
51,0,2299644,"520110","2"
85,0,2304764,"520110","2"
86,0,2304764,"520110","2"
56,0,2316683,"520110","2"
49,0,2328833,"520110","2"
100,1,2332183,"520110","2"
100,2,2332183,"520110","2"
101,1,2332183,"520110","2"
101,2,2332183,"520110","2"
83,0,2340103,"520110","2"
47,0,2350122,"520110","2"
38,0,2353842,"520110","2"
42,0,2352162,"520110","2"
88,0,2362232,"520110","2"
89,0,2362232,"520110","2"
90,0,2362232,"520110","2"
45,0,2359112,"520110","2"
51,0,2364772,"520110","2"
52,0,2364772,"520110","2"
29,0,2375372,"520110","2"
57,0,2228325,"520110","2"
62,0,2303435,"520110","2"
65,0,2296685,"520110","2"
69,0,2290805,"520110","2"
84,0,2253714,"520110","2"
54,0,2298594,"520110","2"
60,0,2286234,"520110","2"
52,0,2288364,"520110","2"
87,0,2314013,"520110","2"
41,0,2336593,"520110","2"
41,0,2355022,"520110","2"
60,0,2375952,"520110","2"
107,0,2375562,"520110","2"
78,0,2376182,"520110","2"
36,0,2390533,"520110","2"
46,0,2235725,"520110","2"
55,1,2230994,"520110","2"
66,0,2305094,"520110","2"
69,0,2289534,"520110","2"
39,2,2329093,"520110","2"
54,0,2323503,"520110","2"
55,0,2323503,"520110","2"
67,0,2327583,"520110","2"
43,1,2339853,"520110","2"
42,0,2351942,"520110","2"
48,0,2353112,"520110","2"
48,0,2345302,"520110","2"
33,0,2369332,"520110","2"
66,0,2229585,"520110","2"
36,0,2235195,"520110","2"
47,0,2229355,"520110","2"
61,0,2258265,"520110","2"
57,0,2279244,"520110","2"
76,2,2293444,"520110","2"
44,0,2284064,"520110","2"
39,0,2319213,"520110","2"
64,0,2313993,"520110","2"
66,0,2323883,"520110","2"
120,0,2319483,"520110","2"
54,0,2321073,"520110","2"
47,0,2333283,"520110","2"
67,0,2338543,"520110","2"
45,0,2336913,"520110","2"
50,0,2348775,"520110","2"
52,0,2348775,"520110","2"
48,0,2347222,"520110","2"
60,2,2348312,"520110","2"
58,0,2365382,"520110","2"
60,0,2365382,"520110","2"
48,0,2360742,"520110","2"
78,0,2372162,"520110","2"
57,0,2372312,"520110","2"
61,0,2373802,"520110","2"
45,0,2367602,"520110","2"
49,0,2234785,"520110","2"
68,0,2252685,"520110","2"
45,0,2232285,"520110","2"
51,0,2247815,"520110","2"
33,0,2253145,"520110","2"
48,0,2262335,"520110","2"
55,0,2254695,"520110","2"
49,0,2302315,"520110","2"
50,0,2302315,"520110","2"
35,0,2300635,"520110","2"
38,0,2291795,"520110","2"
32,0,2300215,"520110","2"
67,0,2298185,"520110","2"
42,0,2239604,"520110","2"
43,0,2258534,"520110","2"
45,0,2262304,"520110","2"
71,0,2292964,"520110","2"
57,0,2310083,"520110","2"
46,0,2309473,"520110","2"
51,0,2310273,"520110","2"
43,0,2323623,"520110","2"
65,0,2324173,"520110","2"
44,0,2331133,"520110","2"
43,0,2341983,"520110","2"
73,0,2332333,"520110","2"
56,0,2334013,"520110","2"
45,0,2346354,"520110","2"
33,0,2355102,"520110","2"
68,0,2368432,"520110","2"
42,0,2368992,"520110","2"
44,0,2366382,"520110","2"
57,0,2233435,"520110","2"
85,0,2243295,"520110","2"
79,0,2246245,"520110","2"
38,0,2244395,"520110","2"
63,0,2233405,"520110","2"
39,0,2264005,"520110","2"
63,0,2276225,"520110","2"
44,0,2263105,"520110","2"
80,0,2305375,"520110","2"
50,0,2302335,"520110","2"
83,0,2285435,"520110","2"
46,0,2281115,"520110","2"
50,0,2286915,"520110","2"
42,0,2286075,"520110","2"
93,0,2251054,"520110","2"
94,0,2251054,"520110","2"
114,0,2235454,"520110","2"
96,0,2236264,"520110","2"
97,0,2236264,"520110","2"
75,0,2244304,"520110","2"
51,0,2254504,"520110","2"
51,0,2261454,"520110","2"
60,0,2261384,"520110","2"
42,0,2260974,"520110","2"
125,0,2276264,"520110","2"
59,0,2297364,"520110","2"
49,0,2299144,"520110","2"
61,0,2287934,"520110","2"
65,0,2289844,"520110","2"
115,0,2288404,"520110","2"
63,0,2299574,"520110","2"
42,0,2319253,"520110","2"
38,0,2320133,"520110","2"
60,0,2328653,"520110","2"
95,0,2326613,"520110","2"
96,0,2326613,"520110","2"
85,0,2326753,"520110","2"
54,0,2333073,"520110","2"
46,0,2336924,"520110","2"
47,0,2336924,"520110","2"
73,0,2337783,"520110","2"
63,0,2335743,"520110","2"
64,0,2335743,"520110","2"
60,0,2341723,"520110","2"
58,0,2338203,"520110","2"
88,0,2352302,"520110","2"
49,0,2348462,"520110","2"
57,0,2342912,"520110","2"
42,0,2347442,"520110","2"
58,0,2361612,"520110","2"
68,0,2362052,"520110","2"
45,0,2368332,"520110","2"
36,0,2375084,"520110","2"
88,0,2245885,"520110","2"
89,0,2245885,"520110","2"
90,0,2245885,"520110","2"
58,0,2252585,"520110","2"
68,0,2272185,"520110","2"
52,0,2254965,"520110","2"
76,0,2266485,"520110","2"
84,0,2286975,"520110","2"
48,0,2287365,"520110","2"
75,0,2288415,"520110","2"
62,0,2295395,"520110","2"
41,0,2249204,"520110","2"
42,0,2249204,"520110","2"
65,0,2255204,"520110","2"
37,0,2296404,"520110","2"
45,0,2281644,"520110","2"
67,0,2284044,"520110","2"
52,0,2308993,"520110","2"
79,0,2323453,"520110","2"
40,0,2332893,"520110","2"
50,0,2333163,"520110","2"
40,0,2352692,"520110","2"
43,0,2347772,"520110","2"
43,0,2342952,"520110","2"
53,0,2346452,"520110","2"
54,0,2346452,"520110","2"
47,0,2362162,"520110","2"
54,0,2359202,"520110","2"
81,0,2397763,"520110","2"
59,0,2248685,"520110","2"
59,0,2240925,"520110","2"
79,0,2277785,"520110","2"
51,0,2247274,"520110","2"
36,0,2264544,"520110","2"
86,0,2259524,"520110","2"
87,0,2259524,"520110","2"
90,0,2291434,"520110","2"
72,0,2291024,"520110","2"
51,0,2331093,"520110","2"
82,0,2341173,"520110","2"
83,0,2341173,"520110","2"
57,0,2351012,"520110","2"
66,0,2375202,"520110","2"
82,0,2375462,"520110","2"
31,0,2393955,"520110","2"
44,0,2400523,"520110","2"
90,0,2233755,"520110","2"
58,0,2292595,"520110","2"
41,1,2232094,"520110","2"
42,0,2232094,"520110","2"
30,0,2253574,"520110","2"
44,0,2259304,"520110","2"
88,0,2306684,"520110","2"
67,0,2292194,"520110","2"
36,2,2318893,"520110","2"
23,0,2329533,"520110","2"
45,0,2334273,"520110","2"
53,0,2353412,"520110","2"
43,0,2355812,"520110","2"
74,1,2365652,"520110","2"
56,0,2358142,"520110","2"
57,0,2358142,"520110","2"
58,0,2355782,"520110","2"
64,0,2250925,"520110","2"
49,0,2239585,"520110","2"
96,0,2238195,"520110","2"
60,0,2238315,"520110","2"
108,0,2267775,"520110","2"
109,0,2267775,"520110","2"
72,0,2257075,"520110","2"
62,0,2241904,"520110","2"
74,0,2287044,"520110","2"
55,0,2285884,"520110","2"
67,0,2281774,"520110","2"
68,0,2281774,"520110","2"
37,0,2333893,"520110","2"
69,0,2349752,"520110","2"
67,0,2347522,"520110","2"
62,0,2342874,"520110","2"
54,0,2358702,"520110","2"
35,0,2362472,"520110","2"
43,0,2355062,"520110","2"
118,0,2362582,"520110","2"
75,0,2370262,"520110","2"
66,0,2371442,"520110","2"
62,0,2373962,"520110","2"
80,0,2374972,"520110","2"
48,0,2239545,"520110","2"
78,0,2241715,"520110","2"
75,0,2252865,"520110","2"
51,0,2271425,"520110","2"
45,0,2304375,"520110","2"
71,0,2291295,"520110","2"
77,0,2252924,"520110","2"
78,0,2279034,"520110","2"
79,0,2279034,"520110","2"
54,0,2254864,"520110","2"
55,0,2254864,"520110","2"
51,0,2258674,"520110","2"
55,2,2270834,"520110","2"
170,0,2310193,"520110","2"
171,0,2310193,"520110","2"
54,0,2316043,"520110","2"
75,0,2323943,"520110","2"
56,1,2336413,"520110","2"
54,0,2340423,"520110","2"
75,0,2331853,"520110","2"
76,0,2331853,"520110","2"
30,0,2345892,"520110","2"
71,0,2345012,"520110","2"
46,0,2355172,"520110","2"
48,0,2371952,"520110","2"
69,0,2376542,"520110","2"
34,3,2385534,"520110","2"
35,2,2385534,"520110","2"
36,0,2385534,"520110","2"
59,0,2267295,"520110","2"
60,0,2267295,"520110","2"
65,0,2264495,"520110","2"
47,0,2267994,"520110","2"
48,0,2267994,"520110","2"
32,0,2316713,"520110","2"
42,0,2320913,"520110","2"
41,0,2366502,"520110","2"
44,0,2374402,"520110","2"
47,0,2367202,"520110","2"
69,0,2229275,"520110","2"
46,0,2278045,"520110","2"
47,1,2278045,"520110","2"
44,0,2268755,"520110","2"
57,0,2271325,"520110","2"
74,0,2254945,"520110","2"
78,0,2273995,"520110","2"
76,0,2257005,"520110","2"
48,0,2297995,"520110","2"
48,0,2294295,"520110","2"
84,0,2247534,"520110","2"
90,0,2230324,"520110","2"
121,0,2234994,"520110","2"
45,0,2266324,"520110","2"
60,0,2277094,"520110","2"
58,0,2278814,"520110","2"
59,0,2278814,"520110","2"
43,0,2262024,"520110","2"
68,0,2308064,"520110","2"
80,0,2311943,"520110","2"
37,0,2316923,"520110","2"
62,2,2314473,"520110","2"
56,0,2325183,"520110","2"
47,0,2342383,"520110","2"
52,0,2332393,"520110","2"
32,0,2347912,"520110","2"
54,0,2361372,"520110","2"
69,0,2365342,"520110","2"
70,0,2365342,"520110","2"
49,0,2355705,"520110","2"
41,0,2376322,"520110","2"
62,0,2366832,"520110","2"
86,0,2229915,"520110","2"
87,1,2229915,"520110","2"
78,0,2235745,"520110","2"
32,0,2238645,"520110","2"
65,0,2252315,"520110","2"
35,0,2242965,"520110","2"
71,0,2266275,"520110","2"
72,0,2266275,"520110","2"
43,1,2262285,"520110","2"
95,0,2260525,"520110","2"
35,0,2305915,"520110","2"
