"SEQNO","ALCNO","NEWID","UCC","PUBFLAG"
34,0,2199635,"520110","2"
63,0,2205145,"520110","2"
64,0,2205145,"520110","2"
43,0,2219515,"520110","2"
58,0,2268604,"520110","2"
36,0,2307024,"520110","2"
55,0,2291494,"520110","2"
53,0,2286614,"520110","2"
45,0,2249133,"520110","2"
51,0,2245563,"520110","2"
46,0,2228613,"520110","2"
46,0,2267483,"520110","2"
47,0,2258983,"520110","2"
65,0,2301723,"520110","2"
56,0,2315862,"520110","2"
41,0,2310592,"520110","2"
42,0,2310592,"520110","2"
77,0,2315022,"520110","2"
78,0,2315022,"520110","2"
79,0,2315022,"520110","2"
43,0,2314942,"520110","2"
37,0,2324572,"520110","2"
44,0,2322842,"520110","2"
66,0,2324562,"520110","2"
57,0,2331382,"520110","2"
75,0,2211145,"520110","2"
72,0,2204225,"520110","2"
54,1,2209415,"520110","2"
54,2,2209415,"520110","2"
56,1,2209415,"520110","2"
56,2,2209415,"520110","2"
45,0,2213995,"520110","2"
55,0,2220935,"520110","2"
85,1,2214835,"520110","2"
55,0,2221645,"520110","2"
83,1,2219325,"520110","2"
83,2,2219325,"520110","2"
69,0,2242344,"520110","2"
82,1,2251114,"520110","2"
82,2,2251114,"520110","2"
92,0,2277484,"520110","2"
93,0,2277484,"520110","2"
59,0,2259864,"520110","2"
58,0,2307174,"520110","2"
65,0,2240323,"520110","2"
59,0,2240093,"520110","2"
53,0,2247453,"520110","2"
31,0,2232373,"520110","2"
32,0,2257133,"520110","2"
44,0,2261793,"520110","2"
62,0,2259543,"520110","2"
61,0,2293923,"520110","2"
62,0,2293923,"520110","2"
62,0,2297943,"520110","2"
43,0,2310372,"520110","2"
40,0,2329874,"520110","2"
57,0,2329232,"520110","2"
70,0,2338802,"520110","2"
54,0,2338012,"520110","2"
55,0,2338012,"520110","2"
62,0,2340102,"520110","2"
37,0,2363195,"520110","2"
62,0,2202595,"520110","2"
60,0,2198815,"520110","2"
49,0,2217075,"520110","2"
56,0,2211795,"520110","2"
50,0,2201575,"520110","2"
41,0,2275274,"520110","2"
56,0,2295784,"520110","2"
68,0,2250795,"520110","2"
99,0,2253713,"520110","2"
103,0,2229923,"520110","2"
85,0,2314012,"520110","2"
46,0,2309502,"520110","2"
49,0,2311132,"520110","2"
49,0,2338592,"520110","2"
41,0,2220875,"520110","2"
84,0,2257704,"520110","2"
41,2,2287093,"520110","2"
55,0,2318782,"520110","2"
29,0,2327812,"520110","2"
42,1,2328982,"520110","2"
42,2,2328982,"520110","2"
59,0,2327582,"520110","2"
66,0,2216585,"520110","2"
54,0,2220415,"520110","2"
78,0,2212915,"520110","2"
95,0,2217565,"520110","2"
118,0,2199825,"520110","2"
60,0,2214735,"520110","2"
55,0,2207975,"520110","2"
56,0,2207975,"520110","2"
53,0,2250564,"520110","2"
54,0,2250564,"520110","2"
89,0,2258184,"520110","2"
61,0,2307264,"520110","2"
89,0,2240013,"520110","2"
66,0,2247423,"520110","2"
61,0,2234503,"520110","2"
46,0,2258323,"520110","2"
44,0,2284063,"520110","2"
38,0,2319212,"520110","2"
44,0,2310782,"520110","2"
66,0,2319112,"520110","2"
72,0,2319482,"520110","2"
39,0,2321522,"520110","2"
55,0,2323362,"520110","2"
62,0,2329952,"520110","2"
73,0,2336982,"520110","2"
45,0,2340842,"520110","2"
83,0,2333302,"520110","2"
85,0,2333302,"520110","2"
48,0,2336222,"520110","2"
49,0,2336222,"520110","2"
68,0,2203925,"520110","2"
52,0,2204395,"520110","2"
57,0,2220435,"520110","2"
64,0,2215235,"520110","2"
73,0,2210815,"520110","2"
60,0,2216865,"520110","2"
38,0,2199145,"520110","2"
42,0,2219395,"520110","2"
59,0,2239234,"520110","2"
51,0,2254694,"520110","2"
59,0,2292644,"520110","2"
73,0,2282574,"520110","2"
36,0,2287524,"520110","2"
37,0,2287524,"520110","2"
40,0,2300104,"520110","2"
49,0,2253333,"520110","2"
50,0,2253333,"520110","2"
48,0,2234903,"520110","2"
64,0,2238583,"520110","2"
47,0,2231463,"520110","2"
84,0,2267853,"520110","2"
38,0,2257885,"520110","2"
39,0,2257885,"520110","2"
55,0,2302383,"520110","2"
63,0,2296473,"520110","2"
45,0,2317202,"520110","2"
30,0,2312742,"520110","2"
61,0,2324172,"520110","2"
62,0,2324172,"520110","2"
55,0,2326822,"520110","2"
48,0,2330052,"520110","2"
49,0,2330052,"520110","2"
35,0,2218495,"520110","2"
58,0,2208775,"520110","2"
83,0,2205015,"520110","2"
84,0,2205015,"520110","2"
70,0,2210755,"520110","2"
35,0,2221265,"520110","2"
72,0,2210885,"520110","2"
70,0,2213065,"520110","2"
49,0,2212325,"520110","2"
37,0,2210365,"520110","2"
50,0,2203575,"520110","2"
48,0,2211215,"520110","2"
96,0,2198635,"520110","2"
38,0,2223265,"520110","2"
59,0,2222445,"520110","2"
115,0,2213665,"520110","2"
46,0,2230364,"520110","2"
47,0,2230364,"520110","2"
48,1,2230364,"520110","2"
48,2,2230364,"520110","2"
44,0,2230544,"520110","2"
45,0,2230544,"520110","2"
79,0,2236544,"520110","2"
80,0,2236544,"520110","2"
92,0,2246244,"520110","2"
31,0,2236664,"520110","2"
38,0,2244394,"520110","2"
39,0,2244394,"520110","2"
40,0,2244394,"520110","2"
41,0,2244394,"520110","2"
45,0,2231304,"520110","2"
44,0,2236624,"520110","2"
52,0,2275934,"520110","2"
58,0,2263194,"520110","2"
67,0,2276224,"520110","2"
76,0,2260344,"520110","2"
56,0,2271004,"520110","2"
50,0,2279504,"520110","2"
72,0,2305374,"520110","2"
59,0,2306934,"520110","2"
57,0,2296894,"520110","2"
66,0,2303994,"520110","2"
65,0,2294974,"520110","2"
93,0,2251053,"520110","2"
114,0,2235453,"520110","2"
75,0,2228963,"520110","2"
29,0,2244783,"520110","2"
38,0,2232733,"520110","2"
52,0,2260953,"520110","2"
88,0,2279823,"520110","2"
62,0,2261383,"520110","2"
38,0,2260973,"520110","2"
39,0,2260973,"520110","2"
