"NEWID","MEMBNO","PYMT2009","HWUSED09","QSTIMPYX","PYMT_009","HWUS_D09","QSTI_PYX"
1997713,1,"1","1",250,"D","D","D"
2000903,1,"1","3",250,"D","D","D"
2004803,1,"1","2",250,"D","D","D"
1980034,1,"1","1",250,"D","D","D"
1977914,1,"1","2",250,"D","D","D"
1990594,1,"1","3",250,"D","D","D"
1988894,1,"1","3",250,"D","D","D"
1988894,2,"1","2",250,"D","D","D"
1988894,4,"1","3",250,"D","D","D"
1982894,1,"1","3",250,"D","D","D"
1982894,2,"2",,.,"D","A","A"
1981434,1,"1","3",250,"D","D","D"
2002253,1,"1","3",250,"D","D","D"
2002253,2,"1","3",250,"D","D","D"
2012493,1,"1","2",250,"D","D","D"
2009083,1,"1","1",250,"D","D","D"
2009083,2,"1","1",250,"D","D","D"
2016653,1,"1","2",250,"D","D","D"
2016653,2,"1","2",250,"D","D","D"
2006703,1,"2",,.,"D","A","A"
2006703,2,"2",,.,"D","A","A"
1998763,1,"1","3",250,"D","D","D"
1995543,1,"1","3",250,"D","D","D"
1993304,1,,,.,"C","A","A"
1984394,1,"2",,.,"D","A","A"
1984394,2,"2",,.,"D","A","A"
2008294,1,"2",,.,"D","A","A"
1984644,1,,,.,"C","A","A"
1997933,1,"1","2",250,"D","D","D"
2016853,1,"1","2",250,"D","D","D"
1995873,3,,,.,"C","A","A"
2009333,1,"1","1",250,"D","D","D"
2007013,2,"1","1",250,"D","D","D"
1997783,2,,,.,"C","A","A"
2013414,1,"1","3",250,"D","D","D"
2013414,6,"1","3",250,"D","D","D"
2013414,7,"1","3",250,"D","D","D"
2013313,1,"1","2",250,"D","D","D"
2008053,1,"2",,.,"D","A","A"
2008053,4,"1","2",250,"D","D","D"
1982154,1,"1","1",250,"D","D","D"
1990914,1,"1","1",250,"D","D","D"
1988004,1,"1","1",250,"D","D","D"
1988004,2,"1","1",250,"D","D","D"
1995154,1,,,.,"C","A","A"
1988724,1,"2",,.,"D","A","A"
2008273,2,"1","1",250,"D","D","D"
1999943,1,,,.,"C","A","A"
1999463,1,"1","1",250,"D","D","D"
1997663,1,"1","1",250,"D","D","D"
1978864,1,"1","1",250,"D","D","D"
1978864,2,"1","1",250,"D","D","D"
1974414,1,"1","2",250,"D","D","D"
1977394,1,"2",,.,"D","A","A"
1988604,1,"1","1",250,"D","D","D"
1992384,1,"1","3",250,"D","D","D"
1992384,2,"1","3",250,"D","D","D"
1994984,1,"1","3",250,"D","D","D"
1994124,1,"1","1",250,"D","D","D"
1994124,2,"2",,.,"D","A","A"
1992804,1,"2",,.,"D","A","A"
2014273,1,"1","3",250,"D","D","D"
2015273,1,"1","3",250,"D","D","D"
2010063,1,"1","1",250,"D","D","D"
2009543,1,"1","1",250,"D","D","D"
2009543,2,"1","1",250,"D","D","D"
2003303,1,"2",,.,"D","A","A"
1975964,1,"1","3",250,"D","D","D"
1975964,2,"1","3",250,"D","D","D"
1988114,1,"1","3",250,"D","D","D"
1990174,1,"1","2",250,"D","D","D"
1990174,2,"1","2",250,"D","D","D"
1990174,3,"1","1",250,"D","D","D"
1984464,1,"1","2",250,"D","D","D"
1984464,2,"1","2",250,"D","D","D"
1986054,1,"1","2",250,"D","D","D"
1975814,1,"1","3",250,"D","D","D"
1975814,2,"1","3",250,"D","D","D"
1987174,1,"1","1",250,"D","D","D"
1982914,1,,,.,"C","A","A"
1982914,2,,,.,"C","A","A"
1995264,1,"1","3",250,"D","D","D"
2015373,2,"1","2",250,"D","D","D"
2006513,2,"1","3",250,"D","D","D"
2013063,1,"1","1",250,"D","D","D"
2013063,2,"1","1",250,"D","D","D"
2003933,2,,,.,"C","A","A"
2003933,5,,,.,"C","A","A"
2002733,1,"1","2",250,"D","D","D"
2002733,2,"1","2",250,"D","D","D"
2014213,1,"1","2",250,"D","D","D"
2013473,1,"1","1",250,"D","D","D"
1993424,1,"1","2",250,"D","D","D"
1993424,2,"1","1",250,"D","D","D"
1989904,1,"1","1",250,"D","D","D"
1981954,1,"1","2",250,"D","D","D"
2003754,1,"2",,.,"D","A","A"
2003754,2,"2",,.,"D","A","A"
1988884,1,"2",,.,"D","A","A"
2016073,1,"2",,.,"D","A","A"
2007023,1,"2",,.,"D","A","A"
1995823,1,"2",,.,"D","A","A"
1995823,2,"2",,.,"D","A","A"
1995563,1,"2",,.,"D","A","A"
2011013,2,"2",,.,"D","A","A"
1990284,1,"1","3",250,"D","D","D"
1990284,2,"1","3",250,"D","D","D"
1988014,1,"1","1",250,"D","D","D"
1988014,2,"1","1",250,"D","D","D"
2013274,1,"1","2",250,"D","D","D"
2013274,2,"1","2",250,"D","D","D"
1991504,1,"1","1",250,"D","D","D"
1991504,2,"1","1",250,"D","D","D"
1994334,1,"1","1",250,"D","D","D"
1981214,1,"1","1",250,"D","D","D"
1981214,2,"1","1",250,"D","D","D"
1977504,1,"1","3",250,"D","D","D"
2002183,1,"2",,.,"D","A","A"
2016463,1,"2",,.,"D","A","A"
2016463,2,"2",,.,"D","A","A"
1997423,1,"1","3",250,"D","D","D"
1997423,2,"1","1",250,"D","D","D"
2016253,1,"1","3",250,"D","D","D"
2016253,2,"1","1",250,"D","D","D"
2008533,1,"1","3",250,"D","D","D"
1991674,1,"1","3",250,"D","D","D"
1991674,2,"1","3",250,"D","D","D"
1995414,1,"1","2",250,"D","D","D"
1995414,2,"1","2",250,"D","D","D"
1984854,1,"1","1",250,"D","D","D"
1984854,2,"2",,.,"D","A","A"
1989004,1,"1","3",250,"D","D","D"
1993534,1,"1","2",250,"D","D","D"
1993534,2,"1","1",250,"D","D","D"
1986144,1,"1","1",250,"D","D","D"
1989044,1,"1","3",250,"D","D","D"
1997583,2,"1","3",250,"D","D","D"
2004033,1,"1","3",250,"D","D","D"
2004033,2,"2",,.,"D","A","A"
1999763,1,"1","2",250,"D","D","D"
2006283,1,"1","3",250,"D","D","D"
2008163,1,,,.,"C","A","A"
2002243,2,"1","1",250,"D","D","D"
1995464,1,"1","3",250,"D","D","D"
1992974,1,"1","3",250,"D","D","D"
2014353,1,"1","3",250,"D","D","D"
1997543,1,"1","3",250,"D","D","D"
1998793,1,"1","2",250,"D","D","D"
2017853,1,"1","2",250,"D","D","D"
2017853,2,"1","3",250,"D","D","D"
1999093,1,"1","3",250,"D","D","D"
1995803,1,"1","3",250,"D","D","D"
1995803,2,"2",,.,"D","A","A"
1980434,1,"1","3",250,"D","D","D"
1980434,2,"1","3",250,"D","D","D"
1986744,1,"1","3",250,"D","D","D"
1987244,3,"2",,.,"D","A","A"
1976954,1,"1","2",250,"D","D","D"
2011523,1,"1","3",250,"D","D","D"
2017373,1,"1","3",250,"D","D","D"
2017373,2,"1","3",250,"D","D","D"
2009963,2,"1","3",250,"D","D","D"
2011843,1,"1","1",250,"D","D","D"
2011843,2,"1","1",250,"D","D","D"
2015603,1,"1","1",250,"D","D","D"
1996463,1,"1","3",250,"D","D","D"
2005783,1,"1","3",250,"D","D","D"
1975274,1,"1","2",250,"D","D","D"
1975274,2,"1","2",250,"D","D","D"
1992214,1,,,.,"C","A","A"
1985924,1,"1","1",250,"D","D","D"
1990464,1,"1","3",250,"D","D","D"
1980734,1,"2",,.,"D","A","A"
1974164,1,"1","1",250,"D","D","D"
1987094,1,"1","2",250,"D","D","D"
1977214,1,"1","1",250,"D","D","D"
1977214,2,"2",,.,"D","A","A"
1976974,1,"1","2",250,"D","D","D"
1992324,1,"1","3",250,"D","D","D"
1992324,2,"1","3",250,"D","D","D"
1980884,1,"1","3",250,"D","D","D"
1980884,2,"1","3",250,"D","D","D"
1973584,1,"1","3",250,"D","D","D"
1983354,1,"2",,.,"D","A","A"
1983544,1,"1","1",250,"D","D","D"
2007743,1,"1","2",250,"D","D","D"
1997383,1,"1","1",250,"D","D","D"
1997383,2,"1","1",250,"D","D","D"
2012673,1,"1","2",250,"D","D","D"
2012673,2,"1","2",250,"D","D","D"
2012823,1,"1","1",250,"D","D","D"
1997813,1,"1","1",250,"D","D","D"
1997813,3,"1","1",250,"D","D","D"
2013354,1,"1","1",250,"D","D","D"
2013354,2,"2",,.,"D","A","A"
1979874,1,"2",,.,"D","A","A"
1979874,2,"1","3",250,"D","D","D"
1975864,1,"1","3",250,"D","D","D"
1975064,1,"1","3",250,"D","D","D"
1985774,1,"1","3",250,"D","D","D"
1994774,1,"1","1",250,"D","D","D"
2003263,1,"1","2",250,"D","D","D"
2015854,1,"1","2",250,"D","D","D"
1973874,1,"2",,.,"D","A","A"
1977114,1,"2",,.,"D","A","A"
1993054,1,,,.,"C","A","A"
1993054,2,,,.,"C","A","A"
1989954,1,"1","2",250,"D","D","D"
1986604,3,"1","1",250,"D","D","D"
1986984,1,,,.,"C","A","A"
1986984,2,,,.,"C","A","A"
1973654,1,"1","3",250,"D","D","D"
2000183,1,"1","3",250,"D","D","D"
2000183,2,"1","3",250,"D","D","D"
2010633,1,,,.,"C","A","A"
2003553,1,"1","3",250,"D","D","D"
2003553,2,"1","3",250,"D","D","D"
1998683,1,"1","3",250,"D","D","D"
1998683,2,"1","3",250,"D","D","D"
1998683,3,"1","1",250,"D","D","D"
1999383,3,"1","1",250,"D","D","D"
2000753,1,,,.,"C","A","A"
2007473,1,"1","1",250,"D","D","D"
2012083,1,"1","1",250,"D","D","D"
1978284,1,"1","3",250,"D","D","D"
1974664,1,"1","3",250,"D","D","D"
1992914,2,"1","3",250,"D","D","D"
1980164,1,"1","3",250,"D","D","D"
1978994,1,"2",,.,"D","A","A"
1978994,2,"2",,.,"D","A","A"
1981584,1,"1","3",250,"D","D","D"
1981584,2,"1","3",250,"D","D","D"
2004883,1,"2",,.,"D","A","A"
1993294,1,"2",,.,"D","A","A"
1976714,1,"1","3",250,"D","D","D"
2007874,1,"1","3",250,"D","D","D"
2013514,1,"1","1",250,"D","D","D"
1982614,1,"1",,250,"D","C","D"
1993274,1,"1","1",250,"D","D","D"
1989604,1,"1","1",250,"D","D","D"
1995653,1,"1","2",250,"D","D","D"
1996143,1,"1","1",250,"D","D","D"
2015283,1,"2",,.,"D","A","A"
2015283,2,"2",,.,"D","A","A"
1997503,2,"2",,.,"D","A","A"
2003693,1,"1","1",250,"D","D","D"
2004523,1,"1","3",250,"D","D","D"
2004523,2,"1","3",250,"D","D","D"
2017493,1,"1","3",250,"D","D","D"
2017493,2,"1","3",250,"D","D","D"
2010813,1,"1","1",250,"D","D","D"
1979504,1,"1","1",250,"D","D","D"
1995733,2,"1","3",250,"D","D","D"
2011953,1,"2",,.,"D","A","A"
1976784,4,"2",,.,"D","A","A"
1987694,1,,,.,"C","A","A"
1987694,2,,,.,"C","A","A"
1995064,6,"1","2",250,"D","D","D"
2010194,2,,,.,"C","A","A"
1997373,1,"1","1",250,"D","D","D"
1997373,2,"1","2",250,"D","D","D"
1997373,3,"1","2",250,"D","D","D"
1997373,5,"1","2",250,"D","D","D"
1997373,6,"2",,.,"D","A","A"
1997373,7,"1","3",250,"D","D","D"
1996383,1,"2",,.,"D","A","A"
2012563,5,"2",,.,"D","A","A"
2015773,2,"1","1",250,"D","D","D"
2001253,1,"2",,.,"D","A","A"
2007643,1,"2",,.,"D","A","A"
2007643,2,"2",,.,"D","A","A"
2008703,1,"1","1",250,"D","D","D"
2008703,2,"1","1",250,"D","D","D"
2004893,1,"1","1",250,"D","D","D"
2004893,2,"1","1",250,"D","D","D"
1998243,1,"2",,.,"D","A","A"
1976254,1,"1","1",250,"D","D","D"
1998623,1,"2",,.,"D","A","A"
1998623,2,"2",,.,"D","A","A"
1975564,1,"1","1",250,"D","D","D"
1984574,1,"1","1",250,"D","D","D"
1975674,1,"1","2",250,"D","D","D"
1975674,2,"1","2",250,"D","D","D"
1985794,1,"1","1",250,"D","D","D"
1986954,1,"1","1",250,"D","D","D"
1986954,2,"1","1",250,"D","D","D"
2015793,1,"1","2",250,"D","D","D"
2004443,1,"1","1",250,"D","D","D"
2014233,1,"1","2",250,"D","D","D"
2007313,1,"1","2",250,"D","D","D"
1995723,1,"2",,.,"D","A","A"
2008833,1,"1","1",250,"D","D","D"
2007293,1,"1","1",250,"D","D","D"
1997393,1,"1","3",250,"D","D","D"
1997393,2,"1","3",250,"D","D","D"
1996193,1,"2",,.,"D","A","A"
2009353,1,"1","2",250,"D","D","D"
2003993,2,"1","2",250,"D","D","D"
2013243,1,"1","1",250,"D","D","D"
2005003,1,"1","3",250,"D","D","D"
2001893,1,"1","1",250,"D","D","D"
1983044,1,"1","2",250,"D","D","D"
1986024,1,"1","1",250,"D","D","D"
1992054,1,"1","1",250,"D","D","D"
1991894,1,"1","1",250,"D","D","D"
1999353,1,"1","2",250,"D","D","D"
2014523,1,"1","1",250,"D","D","D"
2014523,2,"1","1",250,"D","D","D"
2014303,2,"1","3",250,"D","D","D"
1998813,1,"1","3",250,"D","D","D"
1998813,2,"1","2",250,"D","D","D"
2008913,1,"1","3",250,"D","D","D"
2008913,3,"1","3",250,"D","D","D"
2009153,1,"1","3",250,"D","D","D"
1982484,1,"1","1",250,"D","D","D"
1982484,2,"1","1",250,"D","D","D"
1985574,1,"2",,.,"D","A","A"
2017483,1,"1","2",250,"D","D","D"
2017483,2,"1","2",250,"D","D","D"
2007783,1,"2",,.,"D","A","A"
2015403,1,"2",,.,"D","A","A"
1992754,1,"1","1",250,"D","D","D"
1992754,2,"1","1",250,"D","D","D"
1992454,1,"1","2",250,"D","D","D"
1992454,2,"1","2",250,"D","D","D"
1989454,1,"1","2",250,"D","D","D"
2018023,1,"1","2",250,"D","D","D"
2018023,2,"1","2",250,"D","D","D"
2004603,1,"1","2",250,"D","D","D"
2004603,2,"1","2",250,"D","D","D"
2014243,1,"1","3",250,"D","D","D"
1997893,2,"1","2",250,"D","D","D"
2016163,1,"1","2",250,"D","D","D"
1999003,1,"1","1",250,"D","D","D"
1995864,2,"2",,.,"D","A","A"
1990554,1,"2",,.,"D","A","A"
1990554,2,"2",,.,"D","A","A"
1997963,2,"2",,.,"D","A","A"
1997963,3,"2",,.,"D","A","A"
2003013,1,"1",,250,"D","C","D"
1999293,2,"2",,.,"D","A","A"
2006233,1,"1",,250,"D","C","D"
2006233,2,"1","2",250,"D","D","D"
2013783,1,"2",,.,"D","A","A"
1979904,1,"1","1",250,"D","D","D"
1973834,1,"1","3",250,"D","D","D"
1986404,1,"2",,.,"D","A","A"
1984934,1,"1","1",250,"D","D","D"
1991404,2,"1","3",250,"D","D","D"
1983744,2,"1","2",250,"D","D","D"
1993794,1,"1","1",250,"D","D","D"
1990254,3,"1","3",250,"D","D","D"
1990254,4,"1","3",250,"D","D","D"
1974934,1,"1","1",250,"D","D","D"
1991194,1,"1","2",250,"D","D","D"
1998133,1,"2",,.,"D","A","A"
1998133,2,"1","1",250,"D","D","D"
2008643,1,"1","3",250,"D","D","D"
2008643,2,"1","2",250,"D","D","D"
2011163,1,"1","3",250,"D","D","D"
2011163,3,"2",,.,"D","A","A"
1997523,1,"1","2",250,"D","D","D"
2003793,1,"1","3",250,"D","D","D"
1997113,1,"1","3",250,"D","D","D"
2001653,1,"1","3",250,"D","D","D"
2001653,2,"1","3",250,"D","D","D"
2003533,3,"1","3",250,"D","D","D"
2004073,1,"1","1",250,"D","D","D"
2004073,2,"1","1",250,"D","D","D"
1988714,1,"2",,.,"D","A","A"
1976614,1,"2",,.,"D","A","A"
1988694,1,"2",,.,"D","A","A"
1994074,1,"1","3",250,"D","D","D"
1973364,1,,,.,"C","A","A"
1990294,1,"1","3",250,"D","D","D"
1976184,1,"2",,.,"D","A","A"
1976184,3,"2",,.,"D","A","A"
1974024,1,"2",,.,"D","A","A"
2017113,2,"2",,.,"D","A","A"
2004813,1,"2",,.,"D","A","A"
2017933,1,"1","3",250,"D","D","D"
1996943,1,"2",,.,"D","A","A"
1996943,2,"2",,.,"D","A","A"
2002523,2,"2",,.,"D","A","A"
1995763,1,"2",,.,"D","A","A"
1995763,2,"2",,.,"D","A","A"
1983414,1,"1","1",250,"D","D","D"
1990344,1,"1","3",250,"D","D","D"
1990344,2,"1","3",250,"D","D","D"
2012524,1,"2",,.,"D","A","A"
1976814,1,"1","3",250,"D","D","D"
1990304,1,"1","3",250,"D","D","D"
1990304,2,"1","3",250,"D","D","D"
1977334,3,"2",,.,"D","A","A"
1993774,1,"2",,.,"D","A","A"
1993774,2,"2",,.,"D","A","A"
1993774,3,"2",,.,"D","A","A"
1993774,4,"2",,.,"D","A","A"
1992294,1,"1","3",250,"D","D","D"
2000623,1,"1","3",250,"D","D","D"
2000623,2,"1","3",250,"D","D","D"
2016143,1,"1","3",250,"D","D","D"
1978154,1,"1","1",250,"D","D","D"
1987874,1,"1","1",250,"D","D","D"
1987874,2,"1","3",250,"D","D","D"
1987304,1,"1","3",250,"D","D","D"
1977674,1,"1","3",250,"D","D","D"
1977674,2,,,.,"C","A","A"
1985154,1,"1","1",250,"D","D","D"
1985154,2,"1","1",250,"D","D","D"
2011783,1,"1","3",250,"D","D","D"
2011783,2,"1","3",250,"D","D","D"
2014593,1,"1","3",250,"D","D","D"
2016153,1,"1","3",250,"D","D","D"
2016153,2,"1","3",250,"D","D","D"
2016153,3,"2",,.,"D","A","A"
1997733,1,"1","3",250,"D","D","D"
2005563,1,"1","2",250,"D","D","D"
2005563,2,"1","2",250,"D","D","D"
1986164,1,"1","1",250,"D","D","D"
1973434,1,"1","3",250,"D","D","D"
1974814,1,"1","3",250,"D","D","D"
1974814,2,"1","1",250,"D","D","D"
1974814,3,"2",,.,"D","A","A"
2013153,1,"1","1",250,"D","D","D"
1998313,1,"1","1",250,"D","D","D"
2017253,1,"1","1",250,"D","D","D"
2005533,1,"1","1",250,"D","D","D"
2005533,2,"1","1",250,"D","D","D"
2009513,1,"1","1",250,"D","D","D"
1999063,1,"1","3",250,"D","D","D"
1980244,1,"1","1",250,"D","D","D"
2001913,1,,,.,"C","A","A"
2001913,3,"1","1",250,"D","D","D"
2007843,1,"2",,.,"D","A","A"
1989114,1,"1","1",250,"D","D","D"
1989114,2,"1","1",250,"D","D","D"
1994274,1,"1","3",250,"D","D","D"
2014094,2,"1","1",250,"D","D","D"
1984274,2,"1","1",250,"D","D","D"
1996713,1,"1","2",250,"D","D","D"
2009063,1,"1","2",250,"D","D","D"
2014153,1,"2",,.,"D","A","A"
2014153,2,"2",,.,"D","A","A"
2013363,1,"1","2",250,"D","D","D"
2015573,1,"1","3",250,"D","D","D"
1978334,1,"1","2",250,"D","D","D"
1978334,2,"2",,.,"D","A","A"
1984074,1,"1","1",250,"D","D","D"
1984074,2,"1","1",250,"D","D","D"
2000483,2,"2",,.,"D","A","A"
2000483,4,"2",,.,"D","A","A"
2002863,1,"1","3",250,"D","D","D"
2002863,2,"1","3",250,"D","D","D"
2005903,4,"1","1",250,"D","D","D"
1984994,1,"2",,.,"D","A","A"
1977814,2,"1","3",250,"D","D","D"
1973424,1,"1","1",250,"D","D","D"
1973424,2,"1","1",250,"D","D","D"
2001553,1,"1","1",250,"D","D","D"
2000703,1,"1","1",250,"D","D","D"
2000703,2,"1","1",250,"D","D","D"
2015313,1,"1","3",250,"D","D","D"
1982074,3,"1","1",250,"D","D","D"
2014063,1,"1","1",250,"D","D","D"
1984264,1,"1","1",250,"D","D","D"
1984264,2,"1","1",250,"D","D","D"
1987644,1,"1","1",250,"D","D","D"
1996063,1,"1","1",250,"D","D","D"
1983494,1,"1","3",250,"D","D","D"
1983494,2,"1","3",250,"D","D","D"
2006113,2,"1","1",250,"D","D","D"
2000913,1,"1","3",250,"D","D","D"
1993004,1,"1","1",250,"D","D","D"
1993004,2,"1","3",250,"D","D","D"
1990944,1,"1","3",250,"D","D","D"
1990944,2,"1","3",250,"D","D","D"
2001363,1,"1","1",250,"D","D","D"
1992704,1,"1","3",250,"D","D","D"
1992704,2,"1","2",250,"D","D","D"
1994794,1,"1","3",250,"D","D","D"
2009433,2,"1","3",250,"D","D","D"
2015633,1,"1","2",250,"D","D","D"
1985394,1,"1","2",250,"D","D","D"
1985394,2,"1","2",250,"D","D","D"
1982004,1,"1","1",250,"D","D","D"
1978564,1,"1","1",250,"D","D","D"
1978564,2,"1","2",250,"D","D","D"
1992174,1,,,.,"C","A","A"
2001493,1,"1","2",250,"D","D","D"
2001493,2,"1","2",250,"D","D","D"
2004043,2,"1","1",250,"D","D","D"
1999123,1,"1","2",250,"D","D","D"
1999123,2,"1","2",250,"D","D","D"
2013733,1,"1","2",250,"D","D","D"
2013733,2,"1","2",250,"D","D","D"
1975344,1,"1","2",250,"D","D","D"
1986484,1,"1","3",250,"D","D","D"
1996313,1,"1","2",250,"D","D","D"
2009983,1,"1","1",250,"D","D","D"
2009983,2,"1","3",250,"D","D","D"
2007763,1,"1","3",250,"D","D","D"
1977794,1,"1","1",250,"D","D","D"
1977794,2,"1","2",250,"D","D","D"
1976004,1,"1","3",250,"D","D","D"
1976004,2,"1","2",250,"D","D","D"
2016923,1,"1","1",250,"D","D","D"
2016923,2,"1","1",250,"D","D","D"
1982864,2,"1","1",250,"D","D","D"
1980664,1,"1","1",250,"D","D","D"
1990514,1,"1","1",250,"D","D","D"
1990514,2,"1","1",250,"D","D","D"
1980894,1,"1","2",250,"D","D","D"
1994484,1,"1","3",250,"D","D","D"
1994484,2,"1","3",250,"D","D","D"
2016963,1,"1","1",250,"D","D","D"
2016963,2,"1","1",250,"D","D","D"
1996363,1,"1","3",250,"D","D","D"
2014323,2,"1","1",250,"D","D","D"
2004173,2,"1","1",250,"D","D","D"
1999713,1,"1","3",250,"D","D","D"
1999713,2,"1","3",250,"D","D","D"
1980134,1,"2",,.,"D","A","A"
1977554,1,"1","1",250,"D","D","D"
1977554,2,"1","3",250,"D","D","D"
1974444,1,"1","1",250,"D","D","D"
1989524,1,"1","1",250,"D","D","D"
2012513,1,"1","1",250,"D","D","D"
2012513,2,"1","1",250,"D","D","D"
2004233,1,"1","1",250,"D","D","D"
2004233,2,"1","1",250,"D","D","D"
2003123,1,"1","1",250,"D","D","D"
2008853,1,"1","1",250,"D","D","D"
2008853,2,"1","1",250,"D","D","D"
2006403,1,"1","1",250,"D","D","D"
1988594,1,"1","1",250,"D","D","D"
1984094,1,"1","2",250,"D","D","D"
1984094,2,"1","2",250,"D","D","D"
1988034,1,"2",,.,"D","A","A"
1978974,1,"1","2",250,"D","D","D"
1978974,2,"1","2",250,"D","D","D"
1979064,1,"2",,.,"D","A","A"
1979064,2,"2",,.,"D","A","A"
1990504,1,"2",,.,"D","A","A"
1990504,2,"2",,.,"D","A","A"
