"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","S17CODEA","S17C_DEA","S17GFTCA","S17G_TCA","QSUB3MCX","QSUB_MCX"
"20081",1820905,35,0,"1","150","D","1","D",24,"D"
"20081",1820925,51,0,"1","150","D","1","D",75,"D"
"20081",1820925,52,0,"1","150","D","1","D",75,"D"
"20081",1820925,53,0,"1","830","D","1","D",174,"D"
"20081",1820975,79,0,"1","800","D","1","D",165,"D"
"20081",1821125,26,0,"1","150","D","1","D",13,"D"
"20081",1821185,52,0,"1","830","D","1","D",150,"D"
"20081",1821185,53,0,"1","840","D","1","D",50,"D"
"20081",1821205,52,0,"1","500","D","1","D",681,"D"
"20081",1821235,30,0,"1","830","D","1","D",76,"D"
"20081",1821265,39,0,"1","150","D","1","D",6,"D"
"20081",1821265,40,0,"1","150","D","1","D",27,"D"
"20081",1821275,39,0,"1","820","D","1","D",0,"D"
"20081",1821315,41,0,"1","800","D","1","D",0,"D"
"20081",1821345,69,0,"1","150","D","1","D",50,"D"
"20081",1821345,70,0,"1","840","D","1","D",45,"D"
"20081",1821345,71,0,"1","910","D","1","D",249,"D"
"20081",1821465,68,0,"1","150","D","1","D",30,"D"
"20081",1821465,69,0,"1","150","D","1","D",48,"D"
"20081",1821465,70,0,"1","500","D","1","D",250,"D"
"20081",1821475,80,0,"1","150","D","1","D",16,"D"
"20081",1821475,81,0,"1","820","D","1","D",60,"D"
"20081",1821485,63,0,"1","150","D","1","D",26,"D"
"20081",1821525,87,0,"1","830","D","1","D",222,"D"
"20081",1821545,46,0,"1","150","D","1","D",26,"D"
"20081",1821555,57,0,"1","150","D","1","D",50,"D"
"20081",1821565,90,0,"1","150","D","1","D",32,"D"
"20081",1821565,91,0,"1","150","D","1","D",10,"D"
"20081",1821605,44,0,"1","830","D","1","D",180,"D"
"20081",1821635,61,0,"1","150","D","1","D",51,"D"
"20081",1821645,42,0,"1","150","D","1","D",39,"D"
"20081",1821675,50,0,"1","830","D","1","D",20,"D"
"20081",1821685,65,0,"1","150","D","1","D",29,"D"
"20081",1821685,66,0,"1","150","D","1","D",125,"D"
"20081",1821685,67,0,"1","810","D","1","D",0,"D"
"20081",1821685,68,0,"1","810","D","1","D",0,"D"
"20081",1821685,69,0,"1","840","D","1","D",50,"D"
"20081",1821695,47,0,"1","830","D","1","D",75,"D"
"20081",1821725,33,0,"1","830","D","1","D",0,"D"
"20081",1821795,46,0,"1","800","D","1","D",525,"D"
"20081",1822005,73,0,"1","150","D","1","D",0,"D"
"20081",1822005,74,0,"1","840","D","1","D",35,"F"
"20081",1822015,56,0,"1","150","D","1","D",32,"D"
"20081",1822085,59,0,"1","150","D","1","D",20,"D"
"20081",1822125,41,0,"1","830","D","1","D",66,"D"
"20081",1822195,39,0,"1","150","D","1","D",45,"D"
"20081",1822205,42,0,"1","830","D","1","D",120,"D"
"20081",1822225,63,0,"1","830","D","1","D",515,"D"
"20081",1822225,64,0,"1","910","D","1","D",17,"D"
"20081",1822255,66,0,"1","830","D","1","D",0,"D"
"20081",1822275,47,0,"1","840","D","1","D",40,"D"
"20081",1822335,68,0,"1","150","D","1","D",38,"F"
"20081",1822335,69,0,"1","150","D","2","D",0,"D"
"20081",1822395,46,0,"1","840","D","1","D",25,"D"
"20081",1822415,68,0,"1","840","D","1","D",100,"D"
"20081",1822445,48,0,"1","150","D","1","D",34,"D"
"20081",1822445,49,0,"1","830","D","1","D",36,"D"
"20081",1822455,73,0,"1","150","D","1","D",40,"D"
"20081",1822455,74,0,"1","150","D","1","D",80,"D"
"20081",1822455,75,0,"1","830","D","1","D",150,"D"
"20081",1822485,46,0,"1","830","D","1","D",279,"D"
"20081",1822505,52,0,"1","150","D","1","D",0,"D"
"20081",1822505,53,0,"1","830","D","1","D",109,"D"
"20081",1822555,82,0,"1","820","D","1","D",85,"D"
"20081",1822595,50,0,"1","830","D","1","D",0,"D"
"20081",1822615,58,0,"1","150","D","1","D",30,"D"
"20081",1822615,59,0,"1","820","D","1","D",45,"F"
"20081",1822645,53,0,"1","150","D","1","D",30,"D"
"20081",1822645,54,0,"1","840","D","1","D",0,"D"
"20081",1822685,56,0,"1","150","D","1","D",18,"D"
"20081",1822685,57,0,"1","150","D","1","D",10,"D"
"20081",1822685,58,0,"1","150","D","1","D",24,"D"
"20081",1822685,59,0,"1","150","D","1","D",45,"D"
"20081",1822685,60,0,"1","150","D","1","D",13,"D"
"20081",1822685,61,0,"1","150","D","1","D",18,"D"
"20081",1822765,42,0,"1","150","D","1","D",40,"D"
"20081",1822785,70,0,"1","150","D","1","D",59,"D"
"20081",1822785,71,0,"1","150","D","1","D",55,"D"
"20081",1822785,72,0,"1","150","D","1","D",63,"D"
"20081",1822805,54,0,"1","830","D","1","D",96,"D"
"20081",1822805,55,0,"1","820","D","1","D",50,"D"
"20081",1822805,56,0,"1","840","D","1","D",45,"D"
"20081",1822885,35,0,"1","150","D","1","D",0,"D"
"20081",1822925,69,0,"1","830","D","1","D",387,"D"
"20081",1822925,70,0,"1","830","D","1","D",25,"D"
"20081",1822955,45,0,"1","810","D","1","D",40,"D"
"20081",1822955,46,0,"1","810","D","1","D",20,"D"
"20081",1822965,36,0,"1","150","D","1","D",60,"D"
"20081",1822985,48,0,"1","150","D","1","D",54,"D"
"20081",1823035,37,0,"1","150","D","1","D",60,"D"
"20081",1823055,43,0,"1","840","D","1","D",50,"D"
"20081",1823095,33,0,"1","830","D","1","D",222,"D"
"20081",1823125,55,0,"1","150","D","1","D",60,"D"
"20081",1823135,65,0,"1","150","D","1","D",12,"D"
"20081",1823155,59,0,"1","150","D","1","D",75,"D"
"20081",1823155,60,0,"1","830","D","1","D",120,"D"
"20081",1823185,40,0,"1","150","D","1","D",45,"D"
"20081",1823235,72,0,"1","830","D","1","D",75,"D"
"20081",1823285,28,0,"1","150","D","1","D",24,"D"
"20081",1823315,36,0,"1","150","D","1","D",60,"D"
"20081",1823315,37,0,"1","830","D","1","D",6,"D"
"20081",1823335,72,0,"1","200","D","1","D",58,"D"
"20081",1823375,36,0,"1","830","D","1","D",70,"D"
"20081",1823495,24,0,"1","150","D","2","D",25,"D"
"20081",1823495,25,0,"1","150","D","1","D",58,"D"
"20081",1823525,67,0,"1","840","D","1","D",35,"D"
"20081",1823585,46,0,"1","830","D","1","D",75,"D"
"20081",1823675,49,0,"1","840","D","1","D",100,"D"
"20081",1823695,26,0,"1","930","D","1","D",104,"D"
"20081",1823725,77,0,"1","150","D","1","D",57,"D"
"20081",1823755,63,0,"1","150","D","1","D",48,"D"
"20081",1823755,64,0,"1","200","D","1","D",15,"D"
"20081",1823815,124,0,"1","830","D","1","D",420,"D"
"20081",1823835,48,0,"1","150","D","1","D",39,"D"
"20081",1823875,83,0,"1","150","D","1","D",50,"D"
"20081",1823875,84,0,"1","800","D","1","D",240,"D"
"20081",1823875,85,0,"1","810","D","1","D",15,"D"
"20081",1823925,50,0,"1","830","D","1","D",120,"D"
"20081",1823985,80,0,"1","150","D","1","D",48,"D"
"20081",1824005,72,0,"1","150","D","1","D",0,"D"
"20081",1824005,73,0,"1","840","D","1","D",35,"D"
"20081",1824025,45,0,"1","150","D","1","D",8,"D"
"20081",1824045,29,0,"1","150","D","1","D",0,"D"
"20081",1824055,47,0,"1","950","D","1","D",400,"D"
"20081",1824085,41,0,"1","150","D","1","D",15,"D"
"20081",1824085,42,0,"1","200","D","1","D",180,"D"
"20081",1824125,47,0,"1","150","D","1","D",36,"D"
"20081",1824125,48,0,"1","200","D","1","D",15,"D"
"20081",1824145,42,0,"1","150","D","1","D",59,"D"
"20081",1824155,64,0,"1","820","D","1","D",60,"D"
"20081",1824155,65,0,"1","830","D","1","D",216,"D"
"20081",1824185,48,0,"1","150","D","1","D",30,"D"
"20081",1824225,57,0,"1","150","D","1","D",13,"D"
"20081",1824245,30,0,"1","150","D","1","D",42,"D"
"20081",1824265,45,0,"1","830","D","1","D",201,"D"
"20081",1824285,61,0,"1","150","D","1","D",75,"D"
"20081",1824285,62,0,"1","910","D","1","D",317,"D"
"20081",1824375,48,0,"1","150","D","1","D",25,"D"
"20081",1824465,84,0,"1","150","D","1","D",30,"D"
"20081",1824465,85,0,"1","150","D","1","D",0,"D"
"20081",1824565,98,0,"1","810","D","1","D",50,"D"
"20081",1824665,37,0,"1","830","D","1","D",90,"D"
"20081",1824715,90,0,"1","150","D","1","D",21,"D"
"20081",1824715,91,0,"1","150","D","1","D",35,"D"
"20081",1824755,40,0,"1","830","D","1","D",198,"D"
"20081",1824785,76,0,"1","150","D","1","D",20,"D"
"20081",1824785,77,0,"1","830","D","1","D",70,"D"
"20081",1824825,50,0,"1","200","D","1","D",29,"D"
"20081",1824845,57,0,"1","830","D","1","D",60,"D"
"20081",1824925,48,0,"1","830","D","1","D",0,"D"
"20081",1824955,93,0,"1","830","D","1","D",42,"D"
"20081",1824955,94,0,"1","810","D","1","D",15,"D"
"20081",1824975,33,0,"1","150","D","1","D",39,"D"
"20081",1825075,65,0,"1","150","D","1","D",50,"D"
"20081",1825085,61,0,"1","150","D","1","D",0,"D"
"20081",1825105,66,0,"1","150","D","1","D",45,"D"
"20081",1825105,67,0,"1","830","D","1","D",90,"D"
"20081",1825245,65,0,"1","150","D","1","D",104,"D"
"20081",1825245,66,0,"1","800","D","1","D",700,"D"
"20081",1825245,67,0,"1","830","D","1","D",120,"D"
"20081",1825365,47,0,"1","150","D","1","D",33,"D"
"20081",1825385,38,0,"1","150","D","1","D",30,"D"
"20081",1825395,43,0,"1","150","D","1","D",45,"D"
"20081",1825405,64,0,"1","150","D","1","D",26,"D"
"20081",1825405,65,0,"1","830","D","1","D",220,"D"
"20081",1825415,36,0,"1","840","D","1","D",40,"D"
"20081",1825425,48,0,"1","150","D","1","D",147,"D"
"20081",1825425,49,0,"1","500","D","1","D",0,"D"
"20081",1825465,36,0,"1","150","D","1","D",112,"D"
"20081",1825605,43,0,"1","840","D","1","D",35,"D"
"20081",1825615,52,0,"1","150","D","1","D",20,"D"
"20081",1825635,47,0,"1","150","D","1","D",72,"D"
"20081",1825655,34,0,"1","150","D","1","D",48,"D"
"20081",1825685,48,0,"1","950","D","1","D",131,"D"
"20081",1825825,54,0,"1","840","D","1","D",35,"D"
"20081",1825835,36,0,"1","830","D","1","D",105,"D"
"20081",1825855,95,0,"1","200","D","1","D",24,"D"
"20081",1825915,38,0,"1","830","D","1","D",114,"D"
"20081",1825985,36,0,"1","150","D","1","D",34,"D"
"20081",1826025,42,0,"1","150","D","1","D",16,"D"
"20081",1826045,35,0,"1","500","D","1","D",104,"D"
"20081",1826045,36,0,"1","150","D","1","D",135,"D"
"20081",1826065,41,0,"1","830","D","1","D",210,"D"
"20081",1826105,61,0,"1","830","D","1","D",42,"D"
"20081",1826155,38,0,"1","830","D","1","D",300,"D"
"20081",1826165,49,0,"1","150","D","1","D",0,"D"
"20081",1826165,50,0,"1","840","D","1","D",55,"D"
"20081",1826185,57,0,"1","150","D","1","D",64,"D"
"20081",1826195,45,0,"1","150","D","2","D",46,"D"
"20081",1826255,60,0,"1","830","D","1","D",300,"D"
"20081",1826315,41,0,"1","150","D","1","D",57,"D"
"20081",1826395,46,0,"1","150","D","1","D",42,"D"
"20081",1826405,49,0,"1","150","D","1","D",65,"D"
"20081",1826455,32,0,"1","830","D","1","D",70,"D"
"20081",1826475,37,0,"1","150","D","1","D",45,"D"
"20081",1826495,61,0,"1","150","D","1","D",8,"D"
"20081",1826495,62,0,"1","830","D","1","D",65,"D"
"20081",1826535,71,0,"1","800","D","1","D",485,"D"
"20081",1826535,72,0,"1","830","D","1","D",60,"D"
"20081",1826555,42,0,"1","830","D","1","D",30,"D"
"20081",1826605,34,0,"1","150","D","1","D",36,"D"
"20081",1826645,52,0,"1","200","D","1","D",10,"D"
"20081",1826655,37,0,"1","150","D","1","D",52,"F"
"20081",1826715,48,0,"1","150","D","1","D",0,"D"
"20081",1826775,43,0,"1","830","D","1","D",246,"D"
"20081",1826775,44,0,"1","950","D","1","D",9000,"D"
"20081",1826845,114,0,"1","150","D","1","D",45,"D"
"20081",1826885,39,0,"1","150","D","1","D",50,"D"
"20081",1826905,30,0,"1","830","D","1","D",0,"D"
"20081",1826935,41,0,"1","830","D","1","D",1350,"D"
"20081",1826955,44,0,"1","800","D","1","D",10,"D"
"20081",1827085,29,0,"1","150","D","1","D",30,"D"
"20081",1827115,112,0,"1","150","D","1","D",30,"D"
"20081",1827115,113,0,"1","150","D","1","D",33,"D"
"20081",1827115,114,0,"1","200","D","1","D",32,"D"
"20081",1827115,115,0,"1","150","D","2","D",60,"D"
"20081",1827115,116,0,"1","150","D","1","D",95,"D"
"20081",1827115,117,0,"1","830","D","1","D",504,"D"
"20081",1827115,118,0,"1","830","D","1","D",40,"D"
"20081",1827115,119,0,"1","820","D","1","D",85,"D"
"20081",1827135,78,0,"1","500","D","1","D",165,"D"
"20081",1827135,79,0,"1","950","D","1","D",270,"D"
"20081",1827135,80,0,"1","840","D","1","D",112,"D"
"20081",1827135,81,0,"1","840","D","1","D",150,"D"
"20081",1827165,36,0,"1","150","D","1","D",52,"D"
"20081",1827225,30,0,"1","830","D","1","D",230,"D"
"20081",1827245,44,0,"1","150","D","1","D",35,"D"
"20081",1827245,45,0,"1","830","D","1","D",20,"D"
"20081",1827275,82,0,"1","840","D","1","D",100,"D"
"20081",1827305,64,0,"1","150","D","1","D",31,"D"
"20081",1827305,65,0,"1","840","D","1","D",50,"D"
"20081",1827315,58,0,"1","150","D","1","D",41,"D"
"20081",1827315,59,0,"1","830","D","1","D",70,"D"
"20081",1827325,45,0,"1","810","D","1","D",20,"D"
"20081",1827365,39,0,"1","150","D","1","D",48,"D"
"20081",1827375,74,0,"1","830","D","1","D",100,"D"
"20081",1827545,66,0,"1","150","D","1","D",50,"D"
"20081",1827545,67,0,"1","150","D","1","D",25,"D"
"20081",1827565,48,0,"1","150","D","1","D",0,"D"
"20081",1827565,49,0,"1","830","D","1","D",0,"D"
"20081",1827565,50,0,"1","840","D","1","D",20,"D"
"20081",1827585,62,0,"1","150","D","1","D",25,"D"
"20081",1827585,63,0,"1","840","D","1","D",40,"D"
"20081",1827615,69,0,"1","600","D","1","D",400,"D"
"20081",1827615,70,0,"1","150","D","1","D",80,"D"
"20081",1827615,71,0,"1","200","D","1","D",30,"D"
"20081",1827615,72,0,"1","200","D","1","D",33,"D"
"20081",1827615,73,0,"1","800","D","1","D",270,"D"
"20081",1827635,49,0,"1","150","D","1","D",52,"D"
"20081",1827645,84,0,"1","150","D","1","D",260,"D"
"20081",1827645,85,0,"1","830","D","1","D",120,"D"
"20081",1827755,63,0,"1","810","D","1","D",34,"D"
"20081",1827785,36,0,"1","840","D","1","D",0,"D"
"20081",1827815,48,0,"1","150","D","1","D",0,"D"
"20081",1827815,49,0,"1","800","D","1","D",149,"D"
"20081",1827865,43,0,"1","150","D","1","D",127,"D"
"20081",1827865,44,0,"1","830","D","1","D",231,"D"
"20081",1827935,81,0,"1","820","D","1","D",150,"D"
"20081",1827995,62,0,"1","830","D","1","D",210,"D"
"20081",1828005,39,0,"1","150","D","1","D",22,"D"
"20081",1828015,41,0,"1","830","D","1","D",105,"D"
"20081",1828035,29,0,"1","150","D","1","D",0,"D"
"20081",1828085,63,0,"1","830","D","1","D",240,"D"
"20081",1828145,56,0,"1","150","D","1","D",15,"D"
"20081",1828155,75,0,"1","830","D","1","D",363,"D"
"20081",1828155,76,0,"1","840","D","1","D",50,"D"
"20081",1828175,46,0,"1","150","D","1","D",40,"D"
"20081",1828195,56,0,"1","800","D","1","D",100,"D"
"20081",1828195,57,0,"1","820","D","1","D",150,"D"
"20081",1828215,45,0,"1","150","D","1","D",40,"D"
"20081",1828225,57,0,"1","150","D","1","D",21,"D"
"20081",1828225,58,0,"1","150","D","1","D",18,"D"
"20081",1828225,59,0,"1","500","D","1","D",250,"D"
"20081",1828225,60,0,"1","830","D","1","D",110,"D"
"20081",1828245,47,0,"1","840","D","1","D",80,"D"
"20081",1828395,66,0,"1","830","D","1","D",195,"D"
"20081",1828415,84,0,"1","150","D","1","D",30,"D"
"20081",1828415,85,0,"1","150","D","1","D",0,"D"
"20081",1828415,86,0,"1","800","D","1","D",875,"D"
"20081",1828415,87,0,"1","830","D","1","D",120,"D"
"20081",1828475,45,0,"1","150","D","1","D",42,"D"
"20081",1828485,34,0,"1","150","D","1","D",44,"D"
"20081",1828485,35,0,"1","840","D","1","D",50,"D"
"20081",1828515,45,0,"1","150","D","1","D",52,"D"
"20081",1828515,46,0,"1","150","D","1","D",32,"D"
"20081",1828555,55,0,"1","150","D","1","D",7,"D"
"20081",1828565,33,0,"1","840","D","1","D",15,"D"
"20081",1828575,78,0,"1","830","D","1","D",96,"D"
"20081",1828605,60,0,"1","150","D","1","D",54,"D"
"20081",1828605,61,0,"1","830","D","1","D",225,"D"
"20081",1828605,62,0,"1","830","D","1","D",45,"D"
"20081",1828695,76,0,"1","150","D","1","D",60,"D"
"20081",1828735,65,0,"1","150","D","1","D",35,"D"
"20081",1828835,73,0,"1","150","D","2","D",30,"D"
"20081",1828835,74,0,"1","150","D","2","D",10,"D"
"20081",1828855,37,0,"1","830","D","1","D",0,"D"
"20081",1828865,54,0,"1","840","D","1","D",40,"D"
"20081",1829025,34,0,"1","150","D","1","D",40,"D"
"20081",1829115,103,0,"1","150","D","1","D",138,"D"
"20081",1829115,104,0,"1","830","D","1","D",14,"D"
"20081",1829115,105,0,"1","830","D","1","D",70,"D"
"20081",1829155,40,0,"1","150","D","1","D",91,"D"
"20081",1829165,42,0,"1","150","D","1","D",60,"D"
"20081",1829165,43,0,"1","150","D","1","D",30,"D"
"20081",1829165,44,0,"1","800","D","1","D",900,"D"
"20081",1829165,45,0,"1","830","D","1","D",78,"D"
"20081",1829165,46,0,"1","810","D","1","D",12,"D"
"20081",1829195,49,0,"1","150","D","1","D",61,"D"
"20081",1829205,139,0,"1","150","D","1","D",0,"D"
"20081",1829235,68,0,"1","150","D","1","D",22,"D"
"20081",1829275,40,0,"1","150","D","1","D",275,"D"
"20081",1829295,63,0,"1","150","D","1","D",48,"D"
"20081",1829305,60,0,"1","150","D","1","D",0,"D"
"20081",1829375,41,0,"1","150","D","1","D",34,"D"
"20081",1829385,45,0,"1","150","D","1","D",24,"D"
"20081",1829385,46,0,"1","800","D","1","D",224,"D"
"20081",1829455,64,0,"1","830","D","1","D",120,"D"
"20081",1829495,54,0,"1","150","D","1","D",99,"D"
"20081",1829495,55,0,"1","500","D","1","D",1404,"D"
"20081",1829495,56,0,"1","800","D","1","D",100,"D"
"20081",1829495,57,0,"1","800","D","1","D",20,"D"
"20081",1829555,64,0,"1","150","D","1","D",50,"D"
"20081",1829585,58,0,"1","200","D","1","D",56,"D"
"20081",1829595,62,0,"1","150","D","1","D",48,"D"
"20081",1829605,58,0,"1","840","D","1","D",30,"D"
"20081",1829755,67,0,"1","150","D","1","D",0,"D"
"20081",1829755,68,0,"1","830","D","1","D",0,"D"
"20081",1829765,45,0,"1","150","D","1","D",36,"D"
"20081",1829765,46,0,"1","830","D","1","D",60,"D"
"20081",1829825,43,0,"1","150","D","1","D",12,"D"
"20081",1829825,44,0,"1","830","D","1","D",75,"D"
"20081",1829845,55,0,"1","150","D","1","D",75,"D"
"20081",1829855,53,0,"1","150","D","1","D",130,"D"
"20081",1829915,38,0,"1","150","D","1","D",10,"D"
"20081",1829955,115,0,"1","150","D","1","D",32,"D"
"20081",1829955,116,0,"1","910","D","1","D",60,"D"
"20081",1829955,117,0,"1","830","D","1","D",245,"D"
"20081",1829985,60,0,"1","150","D","1","D",60,"D"
"20081",1830015,50,0,"1","150","D","1","D",53,"D"
"20081",1830055,46,0,"1","150","D","1","D",52,"D"
"20081",1830085,58,0,"1","150","D","1","D",53,"D"
"20081",1830085,59,0,"1","910","D","1","D",350,"D"
"20081",1830185,48,0,"1","830","D","1","D",165,"D"
"20081",1830195,66,0,"1","150","D","1","D",60,"D"
"20081",1830195,67,0,"1","830","D","1","D",150,"D"
"20081",1830195,68,0,"1","840","D","1","D",40,"D"
"20081",1830225,57,0,"1","150","D","1","D",51,"D"
"20081",1830275,30,0,"1","150","D","1","D",0,"D"
"20081",1830425,79,0,"1","150","D","1","D",21,"D"
"20081",1830435,36,0,"1","150","D","1","D",12,"D"
"20081",1830465,34,0,"1","150","D","1","D",60,"D"
"20081",1830475,70,0,"1","150","D","1","D",20,"D"
"20081",1830485,59,0,"1","150","D","1","D",32,"D"
"20081",1830495,42,0,"1","930","D","1","D",75,"D"
"20081",1830505,52,0,"1","800","D","1","D",175,"D"
"20081",1830545,34,0,"1","150","D","1","D",10,"D"
