"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CLOTHYD","CLOTHYD_","CLSVGFTC","CLSV_FTC","CLOTHMOD","CLOT_MOD","CLSRVCX","CLSRVCX_","CLOTHD1","CLOTHD1_","CLOTHD2","CLOTHD2_","CLOTHD3","CLOTHD3_","CLOTHD4","CLOTHD4_","CLOTHD5","CLOTHD5_","CLOTHD6","CLOTHD6_","CLOTHD7","CLOTHD7_","CLOTHD8","CLOTHD8_","CLOTHD9","CLOTHD9_"
"20081",1818055,22,0,"1","450","D","1","D","01","D",32,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818465,25,0,"1","470","D","1","D","12","D",9,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818695,13,0,"1","450","D","1","D","12","D",16,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819025,23,0,"1","460","D","1","D","11","D",43,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819515,18,0,"1","470","D","1","D","12","D",60,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819575,18,0,"1","470","D","1","D","01","D",54,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819675,16,0,"1","450","D","1","D","11","D",13,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1820535,32,0,"1","470","D","1","D","10","D",40,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1820705,26,0,"1","470","D","1","D","12","D",31,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1820855,15,0,"1","460","D","1","D","12","D",10,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1820975,34,0,"1","470","D","1","D","12","D",107,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1821525,40,0,"1","470","D","1","D","11","D",60,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1821595,14,0,"1","450","D","1","D","01","D",43,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1821655,17,0,"1","450","D","1","D","01","D",11,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1821905,15,0,"2","470","D","1","D","10","D",8,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1822015,16,0,"1","450","D","1","D","01","D",43,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1822255,33,0,"1","450","D","1","D","02","D",24,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1822415,20,0,"1","470","D","1","D","12","D",36,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1822495,24,0,"1","450","D","1","D","12","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1823715,35,0,"1","470","D","2","D","12","D",11,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1823835,20,0,"1","450","D","1","D","12","D",65,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1823835,21,0,"1","450","D","2","D","12","D",35,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1823925,17,0,"1","460","D","1","D","02","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1824155,22,0,"1","470","D","1","D","11","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1824465,31,0,"2","470","D","1","D","12","D",100,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1825075,19,0,"1","450","D","1","D","11","D",35,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1825085,32,0,"1","450","D","1","D","11","D",40,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1825245,22,0,"1","450","D","1","D","12","D",110,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1825365,14,0,"1","450","D","1","D","11","D",32,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1825405,21,0,"2","450","D","1","D","11","D",80,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1825425,21,0,"1","450","D","1","D","12","D",200,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1825635,14,0,"1","490","D","1","D","10","D",48,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1825885,37,0,"2","470","D","1","D","12","D",400,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1825895,15,0,"1","470","D","1","D","01","D",3,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1826045,13,0,"1","450","D","1","D","02","D",72,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1826165,15,0,"1","460","D","1","D","12","D",12,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1826205,22,0,"1","450","D","1","D","12","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1826535,28,0,"1","450","D","1","D","01","D",16,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1826605,13,0,"1","450","D","1","D","01","D",76,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1826785,15,0,"1","450","D","1","D","01","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1826935,16,0,"1","460","D","1","D","01","D",100,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1826955,18,0,"1","470","D","1","D","02","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1826955,19,0,"1","470","D","1","D","02","D",19,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1827015,16,0,"2","470","D","1","D","12","D",7,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1827255,17,0,"2","460","D","1","D","10","D",5,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1827935,37,0,"1","490","D","1","D","01","D",176,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1827935,38,0,"1","490","D","1","D","12","D",528,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1828025,18,0,"2","450","D","1","D","12","D",16,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1828155,15,0,"2","480","D","1","D","11","D",144,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1829065,16,0,"2","470","D","1","D","10","D",2,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1829305,19,0,"1","450","D","1","D","01","D",5,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1829775,13,0,"1","450","D","1","D","02","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1830425,20,0,"1","470","D","1","D","12","D",9,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1830485,20,0,"2","450","D","1","D","12","D",16,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1830495,17,0,"1","450","D","1","D","01","D",24,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1830825,23,0,"1","450","D","1","D","01","D",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1830855,21,0,"1","450","D","1","D","01","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1830975,22,0,"1","450","D","1","D","12","D",5,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1830975,23,0,"1","460","D","1","D","11","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1830975,24,0,"1","470","D","1","D","11","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1831255,22,0,"2","450","D","1","D","10","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1831755,15,0,"1","460","D","1","D","11","D",8,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1832045,15,0,"1","470","D","1","D","01","D",45,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1832615,25,0,"1","450","D","1","D","02","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1832655,20,0,"1","450","D","1","D","11","D",28,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1832655,21,0,"1","460","D","1","D","11","D",10,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834015,26,0,"1","450","D","1","D","12","D",5,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834025,15,0,"1","450","D","1","D","02","D",49,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834495,17,0,"1","470","D","1","D","01","D",9,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834605,16,0,"1","450","D","1","D","12","D",35,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834605,17,0,"1","470","D","1","D","12","D",36,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834765,21,0,"1","470","D","1","D","11","D",10,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1835035,18,0,"1","450","D","1","D","01","D",21,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1835265,31,0,"1","450","D","1","D","12","D",154,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1835265,32,0,"1","460","D","1","D","01","D",11,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1835385,25,0,"1","450","D","1","D","01","D",24,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1835545,18,0,"1","450","D","1","D","12","D",65,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1835725,20,0,"1","450","D","1","D","01","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836055,28,0,"1","450","D","1","D","02","D",75,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836255,26,0,"1","450","D","1","D","11","D",8,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836255,27,0,"1","470","D","1","D","01","D",7,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836385,17,0,"1","460","D","1","D","01","D",35,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836505,17,0,"1","460","D","1","D","01","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836865,20,0,"1","460","D","1","D","10","D",108,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837065,16,0,"1","470","D","1","D","01","D",5,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837165,18,0,"1","450","D","1","D","01","D",24,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837375,15,0,"1","470","D","1","D","11","D",80,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838374,18,0,"1","450","D","1","D","12","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838514,19,0,"1","460","D","1","D","11","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838604,18,0,"2","480","D","1","D","10","D",129,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838654,20,0,"2","480","D","1","D","10","D",116,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838784,16,0,"1","470","D","1","D","12","D",25,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1839114,15,0,"2","470","D","1","D","12","D",11,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1839534,19,0,"1","460","D","1","D","02","D",43,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1839614,20,0,"1","450","D","1","D","01","D",17,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1839694,20,0,"2","460","D","1","D","11","D",307,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1839864,18,0,"1","480","D","1","D","11","D",210,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840344,16,0,"1","470","D","1","D","01","D",10,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840684,18,0,"1","450","D","1","D","11","D",10,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1841284,19,0,"1","450","D","1","D","12","D",36,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
