"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX","QPYP3MCX","QPYP_MCX","PRPYCELL","PRPY_ELL","QPRP3MCX","QPRP_MCX"
"20091",1962973,27,0,"1",25,"D",.,"A","2","D",.,"A"
"20091",1963113,32,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1963124,37,0,"1",40,"D",.,"A","2","D",.,"A"
"20091",1963273,47,0,"1",60,"D",.,"A","2","D",.,"A"
"20091",1963293,29,0,"1",.,"A",0,"D","2","D",.,"A"
"20091",1963673,42,0,"1",.,"A",.,"A","1","D",75,"D"
"20091",1963913,101,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1963953,57,0,"1",23,"D",.,"A","2","D",.,"A"
"20091",1963983,28,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1964223,73,0,"1",.,"A",.,"A","1","D",63,"D"
"20091",1964393,22,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1964595,53,0,"1",200,"D",.,"A","2","D",.,"A"
"20091",1964643,80,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1964664,28,0,"1",60,"D",.,"A","1","D",0,"D"
"20091",1964783,42,0,"1",.,"A",.,"A","1","D",120,"D"
"20091",1964843,50,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1964903,53,0,"1",.,"A",.,"A","1","D",20,"D"
"20091",1964913,68,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1965095,24,0,"1",36,"F",.,"A","2","D",.,"A"
"20091",1965133,39,0,"1",.,"A",.,"A","1","D",10,"D"
"20091",1965303,28,0,"1",60,"D",.,"A","2","D",.,"A"
"20091",1965363,78,0,"1",25,"D",.,"A","2","D",.,"A"
"20091",1965373,65,0,"1",.,"A",2,"D","2","D",.,"A"
"20091",1965385,29,0,"1",.,"A",.,"A","1","D",60,"D"
"20091",1965454,41,0,"1",.,"A",.,"A","1","D",150,"D"
"20091",1965513,26,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1965803,88,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1965973,86,0,"1",25,"D",.,"A","2","D",.,"A"
"20091",1966203,49,0,"1",14,"D",.,"A","2","D",.,"A"
"20091",1966353,57,0,"1",6,"D",.,"A","1","D",50,"D"
"20091",1966713,50,0,"1",150,"D",.,"A","2","D",.,"A"
"20091",1967123,66,0,"1",60,"D",.,"A","2","D",.,"A"
"20091",1967153,42,0,"1",.,"A",.,"A","1","D",60,"D"
"20091",1967373,38,0,"1",120,"D",.,"A","2","D",.,"A"
"20091",1967623,28,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1967723,41,0,"1",50,"F",.,"A","2","D",.,"A"
"20091",1968133,31,0,"1",.,"A",.,"A","","C",.,"A"
"20091",1968333,20,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1968633,46,0,"1",.,"A",.,"A","1","D",20,"D"
"20091",1968733,36,0,"1",30,"D",.,"A","2","D",.,"A"
"20091",1968853,43,0,"1",.,"A",.,"A","1","D",20,"D"
"20091",1968893,29,0,"1",.,"A",.,"A","1","D",60,"D"
"20091",1969293,40,0,"1",150,"D",.,"A","2","D",.,"A"
"20091",1969393,20,0,"1",.,"A",2,"D","2","D",.,"A"
"20091",1969513,22,0,"1",.,"A",.,"A","1","D",25,"D"
"20091",1969713,35,0,"1",10,"D",.,"A","2","D",.,"A"
"20091",1970053,114,0,"1",120,"D",.,"A","2","D",.,"A"
"20091",1970443,31,0,"1",5,"D",.,"A","2","D",.,"A"
"20091",1970483,31,0,"1",50,"D",.,"A","2","D",.,"A"
"20091",1970703,51,0,"1",.,"A",.,"A","1","D",30,"D"
"20091",1970883,56,0,"1",.,"A",.,"A","1","D",0,"D"
"20091",1970903,68,0,"1",18,"D",.,"A","1","D",71,"D"
"20091",1970973,46,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1971013,59,0,"1",.,"A",.,"A","1","D",30,"D"
"20091",1971493,23,0,"1",30,"D",.,"A","2","D",.,"A"
"20091",1971673,24,0,"1",.,"A",.,"A","1","D",80,"D"
"20091",1971715,36,0,"1",.,"A",.,"A","1","D",200,"D"
"20091",1971763,47,0,"1",50,"D",.,"A","2","D",.,"A"
"20091",1971823,57,0,"1",.,"A",.,"A","1","D",60,"D"
"20091",1971884,42,0,"1",30,"D",.,"A","2","D",.,"A"
"20091",1972053,55,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1972423,40,0,"1",300,"D",.,"A","2","D",.,"A"
"20091",1972663,56,0,"1",.,"A",.,"A","1","D",0,"D"
"20091",1972783,55,0,"1",.,"A",.,"A","1","D",100,"D"
"20091",1973063,29,0,"1",20,"D",9,"D","2","D",.,"A"
"20091",1973163,33,0,"1",.,"A",.,"A","1","D",0,"D"
"20091",1973173,49,0,"1",40,"D",.,"A","2","D",.,"A"
"20091",1973412,61,0,"1",.,"A",.,"A","1","D",21,"D"
"20091",1973523,60,0,"1",.,"A",.,"A","1","D",80,"D"
"20091",1973605,57,0,"1",300,"D",.,"A","2","D",.,"A"
"20091",1973633,24,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1973752,32,0,"1",30,"D",.,"A","2","D",.,"A"
"20091",1973792,33,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1973915,21,0,"1",.,"A",.,"A","1","D",120,"D"
"20091",1973932,30,0,"1",40,"D",.,"A","2","D",.,"A"
"20091",1973952,63,0,"1",65,"D",.,"A","2","D",.,"A"
"20091",1973962,43,0,"1",15,"D",.,"A","2","D",.,"A"
"20091",1974012,46,0,"1",.,"A",.,"A","","C",.,"A"
"20091",1974262,26,0,"1",.,"A",.,"A","1","D",200,"D"
"20091",1974365,43,0,"1",120,"D",.,"A","2","D",.,"A"
"20091",1974542,138,0,"1",10,"D",.,"A","2","D",.,"A"
"20091",1974772,53,0,"1",.,"A",.,"A","1","D",5,"D"
"20091",1974855,68,0,"1",120,"D",.,"A","2","D",.,"A"
"20091",1974884,30,0,"1",.,"A",.,"A","","C",.,"A"
"20091",1974922,86,0,"1",180,"D",.,"A","2","D",.,"A"
"20091",1975212,38,0,"1",10,"D",.,"A","2","D",.,"A"
"20091",1975313,32,0,"1",.,"A",.,"A","1","D",20,"D"
"20091",1975332,64,0,"1",.,"A",.,"A","1","D",120,"D"
"20091",1975473,22,0,"1",.,"A",0,"D","2","D",.,"A"
"20091",1975584,27,0,"1",90,"D",.,"A","2","D",.,"A"
"20091",1975634,29,0,"1",10,"D",.,"A","2","D",.,"A"
"20091",1975845,37,0,"1",25,"D",.,"A","2","D",.,"A"
"20091",1976002,56,0,"1",.,"A",.,"A","1","D",100,"D"
"20091",1976022,32,0,"1",8,"D",.,"A","2","D",.,"A"
"20091",1976072,29,0,"1",.,"A",0,"D","2","D",.,"A"
"20091",1976092,31,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1976102,26,0,"1",.,"A",.,"A","1","D",100,"D"
"20091",1976232,41,0,"1",160,"D",.,"A","2","D",.,"A"
"20091",1976252,61,0,"1",.,"A",.,"A","1","D",20,"D"
"20091",1976343,29,0,"1",.,"A",4,"D","2","D",.,"A"
"20091",1976392,48,0,"1",75,"D",.,"A","2","D",.,"A"
"20091",1976482,83,0,"1",.,"A",.,"A","1","D",270,"D"
"20091",1976532,40,0,"1",.,"A",.,"A","1","D",0,"D"
"20091",1976602,24,0,"1",80,"D",.,"A","2","D",.,"A"
"20091",1976722,40,0,"1",25,"D",.,"A","2","D",.,"A"
"20091",1976762,39,0,"1",.,"A",.,"A","1","D",20,"D"
"20091",1976842,55,0,"1",30,"D",.,"A","2","D",.,"A"
"20091",1976942,58,0,"1",40,"D",.,"A","2","D",.,"A"
"20091",1976982,29,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1977032,33,0,"1",60,"D",.,"A","2","D",.,"A"
"20091",1977162,42,0,"1",.,"A",.,"A","1","D",90,"D"
"20091",1977202,73,0,"1",.,"A",.,"A","1","D",50,"D"
"20091",1977222,63,0,"1",15,"D",.,"A","2","D",.,"A"
"20091",1977332,46,0,"1",65,"D",20,"D","2","D",.,"A"
"20091",1977512,29,0,"1",150,"D",.,"A","2","D",.,"A"
"20091",1977562,46,0,"1",58,"D",.,"A","2","D",.,"A"
"20091",1977652,21,0,"1",100,"D",20,"D","2","D",.,"A"
"20091",1977755,19,0,"1",60,"D",.,"A","2","D",.,"A"
"20091",1977975,42,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1977982,49,0,"1",40,"D",.,"A","2","D",.,"A"
"20091",1977992,45,0,"1",.,"A",.,"A","1","D",375,"D"
"20091",1978042,141,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1978172,38,0,"1",30,"D",.,"A","2","D",.,"A"
"20091",1978192,26,0,"1",25,"D",.,"A","2","D",.,"A"
"20091",1978312,36,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1978452,51,0,"1",120,"D",.,"A","2","D",.,"A"
"20091",1978642,45,0,"1",.,"A",.,"A","1","D",0,"D"
"20091",1978972,75,0,"1",100,"D",.,"A","2","D",.,"A"
"20091",1979083,41,0,"1",.,"A",.,"A","1","D",45,"D"
"20091",1979153,20,0,"1",60,"D",.,"A","2","D",.,"A"
"20091",1979233,24,0,"1",.,"A",.,"A","1","D",30,"D"
"20091",1979384,33,0,"1",.,"A",.,"A","1","D",180,"D"
"20091",1979434,18,0,"1",30,"D",8,"D","2","D",.,"A"
"20091",1979612,38,0,"1",40,"D",.,"A","2","D",.,"A"
"20091",1979643,36,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1979662,82,0,"1",12,"D",.,"A","2","D",.,"A"
"20091",1979752,32,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1979763,25,0,"1",.,"A",.,"A","1","D",80,"D"
"20091",1979992,27,0,"1",.,"A",.,"A","1","D",150,"D"
"20091",1980085,33,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1980113,52,0,"1",10,"D",.,"A","2","D",.,"A"
"20091",1980142,54,0,"1",.,"A",.,"A","1","D",50,"D"
"20091",1980214,34,0,"1",30,"D",.,"A","2","D",.,"A"
"20091",1980382,24,0,"1",.,"A",.,"A","","C",.,"A"
"20091",1980452,34,0,"1",.,"A",.,"A","1","D",250,"D"
"20091",1980462,67,0,"1",10,"D",.,"A","2","D",.,"A"
"20091",1980482,71,0,"1",.,"A",.,"A","1","D",90,"D"
"20091",1980652,63,0,"1",5,"D",.,"A","2","D",.,"A"
"20091",1980825,34,0,"1",.,"A",.,"A","1","D",0,"D"
"20091",1980862,26,0,"1",.,"A",.,"A","1","D",20,"D"
"20091",1980882,55,0,"1",.,"A",.,"A","1","D",120,"D"
"20091",1981142,26,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1981172,42,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1981202,44,0,"1",5,"D",.,"A","2","D",.,"A"
"20091",1981223,61,0,"1",.,"A",0,"D","2","D",.,"A"
"20091",1981252,39,0,"1",.,"A",.,"A","1","D",30,"D"
"20091",1981412,24,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1981472,35,0,"1",.,"A",12,"F","2","D",.,"A"
"20091",1981512,40,0,"1",.,"A",50,"D","2","D",.,"A"
"20091",1981663,42,0,"1",.,"A",.,"A","1","D",85,"D"
"20091",1981832,40,0,"1",.,"A",.,"A","1","D",30,"D"
"20091",1981932,22,0,"1",10,"D",.,"A","1","D",140,"D"
"20091",1981975,30,0,"1",.,"A",.,"A","1","D",10,"D"
"20091",1981992,33,0,"1",120,"D",.,"A","2","D",.,"A"
"20091",1982062,42,0,"1",.,"A",1,"D","1","D",5,"D"
"20091",1982072,30,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1982112,47,0,"1",.,"A",.,"A","1","D",220,"D"
"20091",1982162,35,0,"1",100,"D",.,"A","2","D",.,"A"
"20091",1982392,29,0,"1",100,"D",.,"A","2","D",.,"A"
"20091",1982422,52,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1982532,41,0,"1",40,"D",.,"A","2","D",.,"A"
"20091",1982592,64,0,"1",56,"D",.,"A","2","D",.,"A"
"20091",1982665,31,0,"1",100,"D",.,"A","2","D",.,"A"
"20091",1982854,51,0,"1",110,"D",.,"A","2","D",.,"A"
"20091",1983102,60,0,"1",.,"A",.,"A","1","D",40,"D"
"20091",1983132,64,0,"1",.,"A",.,"A","1","D",80,"D"
"20091",1983262,36,0,"1",.,"A",.,"A","1","D",20,"D"
"20091",1983294,36,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1983352,38,0,"1",30,"D",.,"A","1","D",20,"D"
"20091",1983374,44,0,"1",.,"A",.,"A","1","D",100,"D"
"20091",1983422,35,0,"1",25,"D",.,"A","2","D",.,"A"
"20091",1983452,83,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1983644,30,0,"1",.,"A",.,"A","1","D",49,"D"
"20091",1983792,61,0,"1",.,"A",.,"A","1","D",180,"D"
"20091",1983962,56,0,"1",60,"D",.,"A","2","D",.,"A"
"20091",1984022,65,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1984132,58,0,"1",120,"D",.,"A","2","D",.,"A"
"20091",1984302,71,0,"1",.,"A",.,"A","1","D",20,"D"
"20091",1984355,30,0,"1",.,"A",.,"A","1","D",250,"D"
"20091",1984364,17,0,"1",.,"A",5,"D","2","D",.,"A"
"20091",1984522,37,0,"1",0,"D",0,"D","2","D",.,"A"
"20091",1984572,62,0,"1",25,"D",.,"A","2","D",.,"A"
"20091",1984972,63,0,"1",.,"A",.,"A","1","D",20,"D"
"20091",1985125,19,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1985162,28,0,"1",5,"D",.,"A","2","D",.,"A"
"20091",1985252,43,0,"1",6,"D",.,"A","2","D",.,"A"
"20091",1985282,42,0,"1",100,"D",.,"A","2","D",.,"A"
"20091",1985352,41,0,"1",15,"D",.,"A","2","D",.,"A"
"20091",1985422,49,0,"1",.,"A",.,"A","1","D",75,"D"
"20091",1985472,60,0,"1",200,"D",.,"A","2","D",.,"A"
"20091",1985512,44,0,"1",120,"D",.,"A","2","D",.,"A"
"20091",1985712,67,0,"1",.,"A",.,"A","1","D",20,"D"
"20091",1985802,63,0,"1",.,"A",.,"A","1","D",100,"D"
"20091",1985812,29,0,"1",.,"A",1,"D","2","D",.,"A"
"20091",1985843,39,0,"1",10,"D",.,"A","2","D",.,"A"
"20091",1985913,34,0,"1",150,"D",.,"A","2","D",.,"A"
"20091",1986022,41,0,"1",.,"A",.,"A","1","D",180,"D"
"20091",1986032,42,0,"1",40,"D",.,"A","2","D",.,"A"
"20091",1986232,41,0,"1",8,"D",.,"A","2","D",.,"A"
"20091",1986322,37,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1986393,35,0,"1",60,"D",.,"A","2","D",.,"A"
"20091",1986442,91,0,"1",60,"D",.,"A","2","D",.,"A"
"20091",1986812,21,0,"1",.,"A",.,"A","1","D",75,"D"
"20091",1986902,28,0,"1",5,"D",.,"A","2","D",.,"A"
"20091",1986952,39,0,"1",104,"D",.,"A","2","D",.,"A"
"20091",1987102,67,0,"1",.,"A",1,"D","2","D",.,"A"
"20091",1987495,28,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1987552,57,0,"1",30,"D",.,"A","2","D",.,"A"
"20091",1987633,56,0,"1",50,"D",.,"A","2","D",.,"A"
"20091",1987692,40,0,"1",.,"A",.,"A","1","D",230,"D"
"20091",1987725,18,0,"1",.,"A",.,"A","","C",.,"A"
"20091",1987742,25,0,"1",.,"A",.,"A","1","D",90,"D"
"20091",1987842,53,0,"1",25,"D",.,"A","2","D",.,"A"
"20091",1988192,23,0,"1",9,"D",.,"A","2","D",.,"A"
"20091",1988214,41,0,"1",.,"A",.,"A","1","D",25,"D"
"20091",1988242,48,0,"1",150,"D",.,"A","2","D",.,"A"
"20091",1988583,43,0,"1",.,"A",0,"D","2","D",.,"A"
"20091",1988622,21,0,"1",.,"A",.,"A","1","D",40,"D"
"20091",1988772,33,0,"1",.,"A",.,"A","1","D",100,"D"
"20091",1988854,25,0,"1",10,"D",.,"A","2","D",.,"A"
"20091",1988932,80,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1989084,70,0,"1",24,"D",.,"A","2","D",.,"A"
"20091",1989255,24,0,"1",.,"A",2,"D","2","D",.,"A"
"20091",1989262,59,0,"1",.,"A",.,"A","1","D",80,"D"
"20091",1989462,44,0,"1",.,"A",.,"A","1","D",60,"D"
"20091",1989652,58,0,"1",.,"A",.,"A","1","D",20,"D"
"20091",1989684,44,0,"1",50,"F",.,"A","2","D",.,"A"
"20091",1989872,38,0,"1",30,"D",.,"A","2","D",.,"A"
"20091",1989882,49,0,"1",.,"A",3,"D","2","D",.,"A"
"20091",1989912,34,0,"1",135,"D",.,"A","2","D",.,"A"
"20091",1989985,40,0,"1",.,"A",.,"A","1","D",165,"D"
"20091",1990072,39,0,"1",80,"D",.,"A","2","D",.,"A"
"20091",1990112,36,0,"1",25,"D",.,"A","1","D",100,"D"
"20091",1990172,39,0,"1",.,"A",.,"A","1","D",100,"D"
"20091",1990472,48,0,"1",2,"D",.,"A","2","D",.,"A"
"20091",1990492,25,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1990502,51,0,"1",.,"A",.,"A","1","D",30,"D"
"20091",1990634,34,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1990692,51,0,"1",30,"D",.,"A","1","D",70,"D"
"20091",1990732,64,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1990903,61,0,"1",40,"D",.,"A","2","D",.,"A"
"20091",1991122,43,0,"1",30,"D",.,"A","2","D",.,"A"
"20091",1991203,37,0,"1",.,"A",0,"D","2","D",.,"A"
"20091",1991213,25,0,"1",60,"D",.,"A","2","D",.,"A"
"20091",1991282,37,0,"1",15,"D",.,"A","2","D",.,"A"
"20091",1991342,65,0,"1",15,"D",.,"A","2","D",.,"A"
"20091",1991372,66,0,"1",.,"A",.,"A","1","D",80,"D"
"20091",1991415,25,0,"1",5,"D",.,"A","2","D",.,"A"
"20091",1991492,41,0,"1",50,"D",.,"A","2","D",.,"A"
"20091",1991562,43,0,"1",.,"A",.,"A","1","D",100,"D"
"20091",1991682,41,0,"1",.,"A",.,"A","1","D",30,"D"
"20091",1991745,27,0,"1",.,"A",.,"A","1","D",170,"D"
"20091",1991852,49,0,"1",110,"D",.,"A","2","D",.,"A"
"20091",1992032,46,0,"1",30,"D",.,"A","2","D",.,"A"
"20091",1992154,27,0,"1",50,"D",.,"A","2","D",.,"A"
"20091",1992182,32,0,"1",80,"D",.,"A","2","D",.,"A"
"20091",1992242,41,0,"1",120,"D",.,"A","2","D",.,"A"
"20091",1992352,34,0,"1",60,"D",.,"A","2","D",.,"A"
"20091",1992462,60,0,"1",25,"D",.,"A","2","D",.,"A"
"20091",1992482,44,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1992532,38,0,"1",60,"D",.,"A","2","D",.,"A"
"20091",1992542,55,0,"1",60,"D",.,"A","2","D",.,"A"
"20091",1992555,37,0,"1",.,"A",.,"A","1","D",100,"D"
"20091",1992562,36,0,"1",.,"A",.,"A","1","D",100,"D"
"20091",1992672,50,0,"1",.,"A",.,"A","1","D",60,"D"
"20091",1992912,35,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1992922,25,0,"1",.,"A",.,"A","1","D",70,"D"
"20091",1993022,34,0,"1",.,"A",.,"A","1","D",120,"D"
"20091",1993325,20,0,"1",.,"A",.,"A","","C",.,"A"
"20091",1993332,45,0,"1",18,"D",.,"A","2","D",.,"A"
"20091",1993392,49,0,"1",.,"A",.,"A","1","D",0,"D"
"20091",1993452,63,0,"1",.,"A",.,"A","1","D",30,"D"
"20091",1993523,23,0,"1",.,"A",2,"D","2","D",.,"A"
"20091",1993572,78,0,"1",.,"A",.,"A","1","D",90,"D"
"20091",1993642,54,0,"1",.,"A",.,"A","1","D",30,"D"
"20091",1993662,38,0,"1",.,"A",.,"A","1","D",0,"D"
"20091",1993752,70,0,"1",.,"A",2,"D","2","D",.,"A"
"20091",1994022,21,0,"1",80,"D",.,"A","2","D",.,"A"
"20091",1994082,34,0,"1",10,"D",.,"A","2","D",.,"A"
"20091",1994382,61,0,"1",120,"D",.,"A","2","D",.,"A"
"20091",1994412,81,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1994542,66,0,"1",.,"A",.,"A","1","D",80,"D"
"20091",1994573,46,0,"1",30,"D",.,"A","2","D",.,"A"
"20091",1994594,45,0,"1",.,"A",50,"D","2","D",.,"A"
"20091",1994642,41,0,"1",60,"D",.,"A","2","D",.,"A"
"20091",1994785,22,0,"1",.,"A",.,"A","","C",.,"A"
"20091",1994902,29,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1995012,48,0,"1",.,"A",.,"A","1","D",50,"D"
"20091",1995082,42,0,"1",86,"D",.,"A","2","D",.,"A"
"20091",1995162,76,0,"1",.,"A",.,"A","1","D",35,"D"
"20091",1995172,40,0,"1",0,"D",.,"A","2","D",.,"A"
"20091",1995182,62,0,"1",.,"A",.,"A","1","D",30,"D"
"20091",1995272,58,0,"1",250,"D",.,"A","2","D",.,"A"
"20091",1995332,67,0,"1",.,"A",2,"D","2","D",.,"A"
"20091",1995372,67,0,"1",20,"D",.,"A","2","D",.,"A"
"20091",1995412,48,0,"1",20,"D",.,"A","2","D",.,"A"
