"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX","QPYP3MCX","QPYP_MCX","PRPYCELL","PRPY_ELL","QPRP3MCX","QPRP_MCX"
"20081",1817925,53,0,"1",18,"D",.,"A","2","D",.,"A"
"20081",1818315,65,0,"1",25,"D",.,"A","2","D",.,"A"
"20081",1818405,42,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1819035,50,0,"1",.,"A",.,"A","1","D",100,"D"
"20081",1819725,59,0,"1",63,"D",.,"A","2","D",.,"A"
"20081",1819755,37,0,"1",.,"A",.,"A","1","D",300,"D"
"20081",1819785,72,0,"1",.,"A",.,"A","1","D",65,"D"
"20081",1820035,47,0,"1",.,"A",.,"A","1","D",25,"D"
"20081",1820375,43,0,"1",95,"D",.,"A","2","D",.,"A"
"20081",1820515,49,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1820585,27,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1821275,44,0,"1",15,"D",.,"A","1","D",10,"D"
"20081",1821415,91,0,"1",100,"D",.,"A","2","D",.,"A"
"20081",1821525,93,0,"1",120,"D",.,"A","2","D",.,"A"
"20081",1821565,98,0,"1",4,"D",.,"A","2","D",.,"A"
"20081",1821685,74,0,"1",200,"D",.,"A","2","D",.,"A"
"20081",1821755,32,0,"1",25,"D",.,"A","2","D",.,"A"
"20081",1821875,62,0,"1",54,"D",.,"A","2","D",.,"A"
"20081",1822355,65,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1822555,87,0,"1",50,"D",2,"D","2","D",.,"A"
"20081",1822925,77,0,"1",.,"A",.,"A","1","D",50,"D"
"20081",1823035,44,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1823355,41,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1823375,42,0,"1",120,"D",.,"A","2","D",.,"A"
"20081",1823645,45,0,"1",55,"D",.,"A","2","D",.,"A"
"20081",1823825,41,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1823855,61,0,"1",.,"A",.,"A","1","D",15,"D"
"20081",1823965,53,0,"1",54,"D",.,"A","2","D",.,"A"
"20081",1823985,87,0,"1",70,"D",.,"A","2","D",.,"A"
"20081",1824035,67,0,"1",100,"D",.,"A","2","D",.,"A"
"20081",1824125,53,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1824225,67,0,"1",.,"A",.,"A","1","D",32,"D"
"20081",1824705,46,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1825035,55,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1825085,65,0,"1",270,"D",.,"A","2","D",.,"A"
"20081",1825295,47,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1825665,29,0,"1",220,"D",.,"A","2","D",.,"A"
"20081",1825955,41,0,"1",75,"D",.,"A","2","D",.,"A"
"20081",1826345,33,0,"1",.,"A",.,"A","1","D",300,"D"
"20081",1826365,77,0,"1",133,"D",.,"A","2","D",.,"A"
"20081",1826775,53,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1826995,68,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1827115,133,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1827265,36,0,"1",25,"D",.,"A","2","D",.,"A"
"20081",1827275,89,0,"1",.,"A",.,"A","1","D",120,"D"
"20081",1827335,30,0,"1",.,"A",.,"A","1","D",60,"D"
"20081",1827365,44,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1827745,35,0,"1",.,"A",.,"A","1","D",29,"D"
"20081",1827935,89,0,"1",.,"A",.,"A","1","D",120,"D"
"20081",1827985,32,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1828315,53,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1828565,37,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1828865,61,0,"1",90,"D",.,"A","2","D",.,"A"
"20081",1829115,114,0,"1",120,"D",.,"A","2","D",.,"A"
"20081",1829265,60,0,"1",.,"A",.,"A","1","D",250,"D"
"20081",1829295,71,0,"1",.,"A",1,"D","2","D",.,"A"
"20081",1829385,55,0,"1",39,"D",.,"A","2","D",.,"A"
"20081",1829675,32,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1829685,53,0,"1",.,"A",.,"A","1","D",25,"D"
"20081",1830145,94,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1830435,41,0,"1",.,"A",.,"A","1","D",33,"D"
"20081",1830775,64,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1830795,96,0,"1",29,"D",.,"A","2","D",.,"A"
"20081",1831065,98,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1831095,51,0,"1",200,"D",.,"A","2","D",.,"A"
"20081",1831225,72,0,"1",300,"D",.,"A","2","D",.,"A"
"20081",1831335,22,0,"1",.,"A",.,"A","2","D",.,"A"
"20081",1831735,39,0,"1",11,"D",.,"A","2","D",.,"A"
"20081",1832095,34,0,"1",35,"D",.,"A","2","D",.,"A"
"20081",1832405,21,0,"1",8,"D",.,"A","2","D",.,"A"
"20081",1832545,27,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1832625,61,0,"1",100,"D",.,"A","2","D",.,"A"
"20081",1832755,45,0,"1",25,"D",.,"A","2","D",.,"A"
"20081",1832765,40,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1832795,49,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1832815,37,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1833045,30,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1833385,20,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1833415,35,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1833475,91,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1833505,73,0,"1",.,"A",.,"A","1","D",40,"D"
"20081",1833965,49,0,"1",54,"D",.,"A","2","D",.,"A"
"20081",1834045,28,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1834115,59,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1834365,54,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1834415,67,0,"1",.,"A",1,"D","2","D",.,"A"
"20081",1834595,57,0,"1",.,"A",.,"A","1","D",30,"D"
"20081",1834745,50,0,"1",20,"D",0,"D","2","D",.,"A"
"20081",1834955,97,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1835505,87,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1835835,27,0,"1",.,"A",.,"A","1","D",120,"D"
"20081",1836505,55,0,"1",.,"A",.,"A","1","D",80,"D"
"20081",1836565,80,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1836895,62,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1837415,68,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1838245,48,0,"1",.,"A",2,"D","2","D",.,"A"
"20081",1838325,56,0,"1",100,"D",.,"A","2","D",.,"A"
"20081",1838345,87,0,"1",.,"A",.,"A","1","D",120,"D"
"20081",1838604,52,0,"1",30,"D",.,"A","1","D",30,"D"
"20081",1838654,52,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1838764,42,0,"1",10,"D",4,"D","2","D",.,"A"
"20081",1839094,18,0,"1",.,"A",10,"D","2","D",.,"A"
"20081",1839104,72,0,"1",.,"A",.,"A","1","D",30,"D"
"20081",1839304,42,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1839374,48,0,"1",.,"A",.,"A","1","D",240,"D"
"20081",1839585,58,0,"1",30,"D",.,"A","1","D",100,"D"
"20081",1839594,35,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1839654,32,0,"1",.,"A",.,"A","1","D",30,"D"
"20081",1839694,57,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1839814,71,0,"1",.,"A",.,"A","1","D",30,"D"
"20081",1839844,37,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1839935,60,0,"1",100,"D",.,"A","2","D",.,"A"
"20081",1840005,39,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1840124,40,0,"1",2,"D",.,"A","2","D",.,"A"
"20081",1840194,46,0,"1",240,"D",.,"A","2","D",.,"A"
"20081",1840494,85,0,"1",.,"A",.,"A","1","D",200,"D"
"20081",1840524,48,0,"1",25,"D",.,"A","2","D",.,"A"
"20081",1840914,49,0,"1",.,"A",.,"A","1","D",50,"D"
"20081",1840934,52,0,"1",.,"A",.,"A","1","D",104,"D"
"20081",1840994,65,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1841134,41,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1841294,22,0,"1",.,"A",.,"A","1","D",66,"F"
"20081",1841604,35,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1841934,49,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1842124,33,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1842144,59,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1842234,51,0,"1",35,"D",.,"A","1","D",0,"D"
"20081",1842764,31,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1842774,56,0,"1",.,"A",.,"A","1","D",100,"D"
"20081",1842804,75,0,"1",20,"D",.,"A","1","D",0,"D"
"20081",1843054,82,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1843474,97,0,"1",275,"D",.,"A","2","D",.,"A"
"20081",1843485,66,0,"1",135,"D",.,"A","2","D",.,"A"
"20081",1843684,73,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1843764,32,0,"1",100,"D",.,"A","2","D",.,"A"
"20081",1843785,23,0,"1",.,"A",.,"A","1","D",60,"D"
"20081",1843864,47,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1843974,44,0,"1",.,"A",.,"A","1","D",70,"D"
"20081",1844314,29,0,"1",.,"A",.,"A","1","D",78,"F"
"20081",1844345,40,0,"1",.,"A",.,"A","1","D",50,"D"
"20081",1844525,55,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1844654,91,0,"1",40,"D",.,"A","1","D",15,"D"
"20081",1844964,60,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1845014,41,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1845125,39,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1845164,35,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1845264,66,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1845384,75,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1845474,59,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1845775,38,0,"1",.,"A",.,"A","1","D",150,"D"
"20081",1845794,38,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1845874,33,0,"1",70,"D",.,"A","2","D",.,"A"
"20081",1845964,32,0,"1",25,"D",.,"A","2","D",.,"A"
"20081",1846154,20,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1846325,36,0,"1",45,"D",.,"A","2","D",.,"A"
"20081",1846464,39,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1847174,26,0,"1",.,"A",.,"A","1","D",10,"D"
"20081",1847214,44,0,"1",.,"A",.,"A","1","D",40,"D"
"20081",1847375,36,0,"1",.,"A",.,"A","1","D",50,"D"
"20081",1847714,29,0,"1",.,"A",.,"A","1","D",25,"D"
"20081",1847744,25,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1848344,44,0,"1",25,"D",.,"A","2","D",.,"A"
"20081",1848364,53,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1848374,25,0,"1",400,"D",.,"A","2","D",.,"A"
"20081",1848694,27,0,"1",140,"D",.,"A","2","D",.,"A"
"20081",1848814,42,0,"1",5,"D",.,"A","2","D",.,"A"
"20081",1849064,44,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1849114,37,0,"1",.,"A",.,"A","1","D",90,"D"
"20081",1849324,31,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1849454,29,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1849584,52,0,"1",12,"D",.,"A","2","D",.,"A"
"20081",1850124,45,0,"1",2,"D",2,"D","2","D",.,"A"
"20081",1850374,36,0,"1",6,"D",.,"A","2","D",.,"A"
"20081",1850464,76,0,"1",.,"A",.,"A","1","D",30,"D"
"20081",1850834,84,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1850994,71,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1851964,24,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1852014,47,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1852045,24,0,"1",.,"A",1,"D","2","D",.,"A"
"20081",1852104,38,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1852254,38,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1852514,48,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1852564,51,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1852574,47,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1852724,37,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1853024,63,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1853164,49,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1853394,39,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1853415,36,0,"1",.,"A",4,"D","2","D",.,"A"
"20081",1853424,70,0,"1",165,"D",.,"A","2","D",.,"A"
"20081",1853484,58,0,"1",.,"A",1,"D","2","D",.,"A"
"20081",1853604,55,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1853664,103,0,"1",130,"D",.,"A","2","D",.,"A"
"20081",1853684,38,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1853894,23,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1854034,48,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1854104,53,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1854124,25,0,"1",.,"A",.,"A","1","D",100,"D"
"20081",1854334,34,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1854364,35,0,"1",0,"D",.,"A","1","D",10,"D"
"20081",1854444,65,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1854634,59,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1854724,45,0,"1",.,"A",0,"D","2","D",.,"A"
"20081",1854904,58,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1854964,62,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1854984,24,0,"1",.,"A",.,"A","1","D",30,"D"
"20081",1855124,27,0,"1",120,"D",.,"A","2","D",.,"A"
"20081",1855264,58,0,"1",120,"D",.,"A","2","D",.,"A"
"20081",1855445,36,0,"1",25,"D",.,"A","2","D",.,"A"
"20081",1855594,23,0,"1",.,"A",3,"D","2","D",.,"A"
"20081",1855724,75,0,"1",32,"D",.,"A","1","D",20,"D"
"20081",1855974,43,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1856014,64,0,"1",.,"A",.,"A","1","D",50,"D"
"20081",1856224,30,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1856304,26,0,"1",.,"A",3,"D","2","D",.,"A"
"20081",1856334,39,0,"1",.,"A",.,"A","1","D",120,"D"
"20081",1856454,50,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1856634,55,0,"1",.,"A",.,"A","1","D",60,"D"
"20081",1856684,58,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1856754,25,0,"1",.,"A",.,"A","1","D",120,"D"
"20081",1857104,33,0,"1",15,"D",.,"A","1","D",10,"D"
"20081",1857154,22,0,"1",.,"A",15,"D","2","D",.,"A"
"20081",1857194,47,0,"1",50,"D",.,"A","1","D",35,"D"
"20081",1857435,44,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1857534,46,0,"1",300,"D",.,"A","2","D",.,"A"
"20081",1857594,33,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1857615,49,0,"1",250,"D",5,"D","2","D",.,"A"
"20081",1857724,54,0,"1",22,"D",10,"D","2","D",.,"A"
"20081",1857804,42,0,"1",25,"D",.,"A","1","D",100,"D"
"20081",1858074,50,0,"1",5,"D",.,"A","2","D",.,"A"
"20081",1858114,87,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1858124,35,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1858364,55,0,"1",.,"A",.,"A","1","D",80,"D"
"20081",1858524,87,0,"1",.,"A",.,"A","1","D",120,"D"
"20081",1858664,59,0,"1",.,"A",.,"A","1","D",10,"D"
"20081",1858754,38,0,"1",27,"D",.,"A","2","D",.,"A"
"20081",1858854,69,0,"1",32,"D",.,"A","2","D",.,"A"
"20081",1858954,39,0,"1",120,"D",.,"A","2","D",.,"A"
"20081",1859054,39,0,"1",90,"D",.,"A","2","D",.,"A"
"20081",1859064,44,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1859095,69,0,"1",.,"A",.,"A","1","D",100,"D"
"20081",1859284,38,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1859384,30,0,"1",120,"D",.,"A","2","D",.,"A"
"20081",1860034,56,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1860054,34,0,"1",.,"A",.,"A","1","D",150,"D"
"20081",1860214,71,0,"1",.,"A",.,"A","1","D",60,"D"
"20081",1860304,58,0,"1",64,"F",.,"A","2","D",.,"A"
"20081",1860314,49,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1860533,35,0,"1",.,"A",1,"D","2","D",.,"A"
"20081",1860583,31,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1860674,28,0,"1",65,"D",.,"A","2","D",.,"A"
"20081",1860893,49,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1860973,71,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1860993,67,0,"1",150,"D",.,"A","2","D",.,"A"
"20081",1861273,26,0,"1",.,"A",60,"D","2","D",.,"A"
"20081",1861363,60,0,"1",.,"A",5,"D","2","D",.,"A"
"20081",1861413,65,0,"1",80,"D",.,"A","2","D",.,"A"
"20081",1861433,76,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1861553,36,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1861644,58,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1862133,73,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1862623,45,0,"1",390,"D",.,"A","2","D",.,"A"
"20081",1862763,18,0,"1",.,"A",4,"D","2","D",.,"A"
"20081",1862793,90,0,"1",.,"A",0,"D","2","D",.,"A"
"20081",1862843,34,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1863033,40,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1863053,42,0,"1",.,"A",.,"A","1","D",40,"D"
"20081",1863243,44,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1863253,64,0,"1",.,"A",7,"F","2","D",.,"A"
"20081",1863265,46,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1863413,50,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1863463,37,0,"1",5,"D",.,"A","2","D",.,"A"
"20081",1863755,35,0,"1",185,"D",.,"A","2","D",.,"A"
"20081",1863973,36,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1864613,56,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1864623,36,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1864683,60,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1864803,52,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1864953,22,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1865563,107,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1865613,38,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1865693,37,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1865773,71,0,"1",.,"A",.,"A","1","D",50,"D"
"20081",1865993,45,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1866023,40,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1866083,53,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1866213,28,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1866253,78,0,"1",.,"A",.,"A","1","D",50,"D"
"20081",1866424,33,0,"1",320,"D",.,"A","1","D",80,"D"
"20081",1866513,73,0,"1",.,"A",.,"A","1","D",150,"D"
"20081",1866533,45,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1866713,62,0,"1",.,"A",.,"A","1","D",100,"D"
"20081",1866823,35,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1866873,32,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1866983,66,0,"1",.,"A",.,"A","1","D",120,"D"
"20081",1867113,40,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1867143,31,0,"1",.,"A",.,"A","1","D",50,"D"
"20081",1867333,31,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1867503,69,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1867543,45,0,"1",.,"A",0,"D","2","D",.,"A"
"20081",1867694,39,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1867743,75,0,"1",75,"D",.,"A","2","D",.,"A"
"20081",1867873,30,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1867913,57,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1868023,45,0,"1",45,"D",.,"A","2","D",.,"A"
"20081",1868053,53,0,"1",.,"A",.,"A","1","D",90,"D"
"20081",1868163,54,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1868173,36,0,"1",.,"A",3,"D","2","D",.,"A"
"20081",1868323,67,0,"1",25,"D",.,"A","2","D",.,"A"
"20081",1868373,45,0,"1",25,"D",.,"A","2","D",.,"A"
"20081",1868603,91,0,"1",.,"A",.,"A","1","D",21,"D"
"20081",1868613,69,0,"1",30,"D",.,"A","1","D",30,"D"
"20081",1868653,34,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1868823,62,0,"1",.,"A",.,"A","1","D",22,"D"
"20081",1868863,41,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1868963,25,0,"1",350,"D",.,"A","2","D",.,"A"
"20081",1868983,58,0,"1",70,"D",.,"A","2","D",.,"A"
"20081",1869305,28,0,"1",.,"A",.,"A","1","D",150,"D"
"20081",1869313,79,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1869614,34,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1869733,49,0,"1",106,"D",.,"A","2","D",.,"A"
"20081",1869903,25,0,"1",.,"A",5,"D","2","D",.,"A"
"20081",1870293,50,0,"1",17,"D",.,"A","1","D",90,"D"
"20081",1870493,41,0,"1",100,"D",.,"A","2","D",.,"A"
"20081",1870663,56,0,"1",.,"A",.,"A","1","D",30,"D"
"20081",1870893,50,0,"1",.,"A",.,"A","1","D",30,"D"
"20081",1871143,62,0,"1",120,"D",.,"A","2","D",.,"A"
"20081",1871183,52,0,"1",92,"D",.,"A","2","D",.,"A"
"20081",1871194,46,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1871223,57,0,"1",.,"A",.,"A","1","D",60,"D"
"20081",1871473,23,0,"1",6,"D",.,"A","2","D",.,"A"
"20081",1871543,43,0,"1",.,"A",1,"D","2","D",.,"A"
"20081",1871813,68,0,"1",.,"A",1,"D","2","D",.,"A"
"20081",1871823,37,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1871903,51,0,"1",.,"A",.,"A","1","D",25,"D"
"20081",1871993,37,0,"1",.,"A",.,"A","1","D",40,"D"
"20081",1872323,67,0,"1",.,"A",.,"A","1","D",25,"D"
"20081",1872673,67,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1872733,44,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1872773,62,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1872843,78,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1873023,40,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1873083,65,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1873113,21,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1873193,78,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1873383,20,0,"1",.,"A",.,"A","1","D",200,"D"
"20081",1873553,30,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1873563,60,0,"1",100,"D",2,"D","2","D",.,"A"
"20081",1873723,44,0,"1",.,"A",0,"D","2","D",.,"A"
"20081",1873753,44,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1873763,68,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1873933,74,0,"1",240,"D",.,"A","2","D",.,"A"
"20081",1874035,35,0,"1",.,"A",.,"A","1","D",40,"D"
"20081",1874065,25,0,"1",.,"A",10,"D","2","D",.,"A"
"20081",1874193,52,0,"1",.,"A",.,"A","1","D",30,"D"
"20081",1874383,73,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1874763,55,0,"1",.,"A",.,"A","1","D",25,"D"
"20081",1874793,49,0,"1",.,"A",.,"A","1","D",50,"D"
"20081",1874973,24,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1874993,42,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1875043,25,0,"1",55,"D",.,"A","2","D",.,"A"
"20081",1875274,20,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1875325,43,0,"1",120,"D",.,"A","2","D",.,"A"
"20081",1875603,61,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1876055,53,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1876193,62,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1876263,76,0,"1",.,"A",1,"D","2","D",.,"A"
"20081",1876343,41,0,"1",70,"D",.,"A","2","D",.,"A"
"20081",1876424,52,0,"1",.,"A",.,"A","1","D",120,"D"
"20081",1876533,56,0,"1",31,"D",.,"A","2","D",.,"A"
"20081",1876603,63,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1876923,75,0,"1",35,"D",.,"A","2","D",.,"A"
"20081",1877063,18,0,"1",.,"A",3,"D","2","D",.,"A"
"20081",1877213,64,0,"1",.,"A",.,"A","1","D",130,"D"
"20081",1877333,41,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1877593,35,0,"1",90,"D",.,"A","2","D",.,"A"
"20081",1877653,21,0,"1",.,"A",0,"D","2","D",.,"A"
"20081",1877663,30,0,"1",46,"D",.,"A","2","D",.,"A"
"20081",1877883,48,0,"1",.,"A",.,"A","1","D",40,"D"
"20081",1877893,41,0,"1",.,"A",1,"D","2","D",.,"A"
"20081",1878053,42,0,"1",.,"A",1,"D","2","D",.,"A"
"20081",1878313,23,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1878413,44,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1878483,31,0,"1",100,"D",.,"A","2","D",.,"A"
"20081",1878633,34,0,"1",36,"D",.,"A","2","D",.,"A"
"20081",1879263,31,0,"1",.,"A",.,"A","1","D",110,"D"
"20081",1879433,64,0,"1",35,"D",.,"A","2","D",.,"A"
"20081",1879563,50,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1879623,67,0,"1",.,"A",.,"A","1","D",45,"D"
"20081",1879733,134,0,"1",.,"A",1,"D","2","D",.,"A"
"20081",1879744,57,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1880043,34,0,"1",.,"A",.,"A","1","D",180,"D"
"20081",1880213,52,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1880383,21,0,"1",.,"A",.,"A","2","D",.,"A"
"20081",1880403,28,0,"1",5,"D",.,"A","2","D",.,"A"
"20081",1880413,34,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1880443,57,0,"1",50,"D",.,"A","2","D",.,"A"
