"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","MAJAPPLY","MAJA_PLY","GFTC_MAJ","GFTC0MAJ","MAJ_MO","MAJ_MO_","MAJPURX","MAJPURX_","MAJRENTX","MAJR_NTX","MAJINSTX","MAJI_STX","MJAPPL1","MJAPPL1_","MJAPPL2","MJAPPL2_","MJAPPL3","MJAPPL3_","MJAPPL4","MJAPPL4_","MJAPPL5","MJAPPL5_","MJAPPL6","MJAPPL6_","MJAPPL7","MJAPPL7_","MJAPPL8","MJAPPL8_","MJAPPL9","MJAPPL9_"
"20081",1832575,2,0,"1","100","D","1","D","11","D",700,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1832575,3,0,"1","140","D","1","D","11","D",900,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1832615,1,0,"1","225","D","1","D","12","D",.,"H",.,"A",.,"A","200","D","190","D","","A","","A","","A","","A","","A","","A","","A"
"20081",1832615,1,1,"1","200","D","1","D","12","D",735,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1832615,1,2,"1","190","D","1","D","12","D",765,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1832635,1,0,"1","140","D","3","D","11","D",125,"D",.,"A",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1832765,1,0,"1","160","D","1","D","12","D",400,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1832795,1,0,"1","190","D","1","D","01","D",300,"D",.,"A",65,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1833095,1,0,"1","140","D","1","D","11","D",1152,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1833095,2,0,"1","100","D","1","D","11","D",399,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1833795,1,0,"1","140","D","1","D","12","D",640,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834135,1,0,"1","100","D","1","D","11","D",272,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834135,2,0,"1","190","D","1","D","12","D",281,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834455,1,0,"1","120","D","1","D","12","D",88,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834555,1,0,"2","100","D","1","D","12","D",500,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834705,1,0,"1","140","D","1","D","11","D",700,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834765,1,0,"1","100","D","1","D","11","D",100,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834855,1,0,"1","140","D","1","D","10","D",850,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1835085,1,0,"1","140","D","1","D","02","D",350,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1835495,1,0,"2","100","D","1","D","11","D",800,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1835495,2,0,"2","160","D","1","D","11","D",239,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1835655,1,0,"2","120","D","1","D","10","D",146,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836015,1,0,"1","220","D","1","D","01","D",.,"H",.,"A",.,"A","190","D","200","D","160","D","100","D","140","D","120","D","","A","","A","","A"
"20081",1836015,1,1,"1","190","D","1","D","01","D",747,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836015,1,2,"1","200","D","1","D","01","D",635,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836015,1,3,"1","160","D","1","D","01","D",842,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836015,1,4,"1","100","D","1","D","01","D",702,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836015,1,5,"1","140","D","1","D","01","D",1141,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836015,1,6,"1","120","D","1","D","01","D",133,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836445,1,0,"1","190","D","1","D","11","D",640,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836515,1,0,"2","140","D","1","D","12","D",600,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836875,1,0,"1","225","D","1","D","10","D",.,"H",.,"A",.,"A","200","D","190","D","","A","","A","","A","","A","","A","","A","","A"
"20081",1836875,1,1,"1","200","D","1","D","10","D",979,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836875,1,2,"1","190","D","1","D","10","D",1021,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837425,1,0,"1","140","D","1","D","12","D",500,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837535,1,0,"1","220","D","1","D","01","D",.,"H",.,"A",.,"A","100","D","140","D","160","D","180","D","120","D","","A","","A","","A","","A"
"20081",1837535,1,1,"1","100","D","1","D","01","D",946,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837535,1,2,"1","140","D","1","D","01","D",1539,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837535,1,3,"1","160","D","1","D","01","D",1135,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837535,1,4,"1","180","D","1","D","01","D",201,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837535,1,5,"1","120","D","1","D","01","D",179,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837735,1,0,"1","120","D","1","D","11","D",320,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838275,1,0,"1","120","D","1","D","12","D",180,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838385,1,0,"1","120","D","1","D","01","D",70,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1839504,1,0,"1","100","D","1","D","10","D",346,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1839574,1,0,"1","200","D","1","D","10","D",500,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1839585,1,0,"1","180","D","1","D","11","D",80,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1839694,1,0,"1","190","D","1","D","01","D",350,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1839694,2,0,"1","200","D","1","D","01","D",350,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840044,1,0,"2","160","D","1","D","12","D",480,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840184,1,0,"2","160","D","1","D","12","D",300,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840234,1,0,"2","140","D","1","D","10","D",400,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840234,2,0,"2","190","D","1","D","10","D",1125,"D",.,"A",60,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840494,1,0,"2","160","D","1","D","12","D",423,"D",.,"A",150,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840494,2,0,"2","190","D","1","D","12","D",656,"D",.,"A",49,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840494,3,0,"2","200","D","1","D","12","D",635,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840524,1,0,"2","120","D","1","D","10","D",49,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840744,1,0,"1","190","D","1","D","01","D",475,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840744,2,0,"1","200","D","1","D","01","D",555,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840855,1,0,"1","160","D","1","D","10","D",400,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1841164,1,0,"1","140","D","2","D","","A",.,"A",86,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1841174,1,0,"1","140","D","2","D","","A",.,"A",91,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1841254,1,0,"2","120","D","1","D","12","D",101,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1841284,1,0,"1","190","D","1","D","11","D",289,"D",.,"A",40,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1841344,1,0,"1","100","D","1","D","02","D",253,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1841474,1,0,"1","140","D","1","D","11","D",1200,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1841484,1,0,"1","160","D","1","D","11","D",849,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1842604,1,0,"2","190","D","1","D","11","D",450,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1842795,1,0,"1","190","D","1","D","02","D",325,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1842904,1,0,"1","100","D","1","D","12","D",445,"D",.,"A",100,"F","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1843304,1,0,"1","225","D","3","D","02","D",.,"H",.,"A",.,"H","200","D","190","D","","A","","A","","A","","A","","A","","A","","A"
"20081",1843304,1,1,"1","200","D","3","D","02","D",416,"E",.,"A",31,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1843304,1,2,"1","190","D","3","D","02","D",434,"E",.,"A",34,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1843454,1,0,"1","120","D","1","D","11","D",76,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1843694,1,0,"1","120","D","1","D","12","D",79,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1843864,1,0,"1","120","D","1","D","01","D",63,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1844234,1,0,"1","120","D","1","D","01","D",300,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1844404,1,0,"1","200","D","1","D","02","D",650,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1844564,1,0,"1","180","D","1","D","01","D",253,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1844744,1,0,"1","140","D","1","D","02","D",550,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1845334,1,0,"1","120","D","1","D","11","D",119,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1845404,1,0,"1","140","D","1","D","11","D",502,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1846024,1,0,"1","100","D","1","D","12","D",1500,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1846124,1,0,"2","100","D","1","D","11","D",215,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1846124,2,0,"2","160","D","1","D","11","D",215,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1846124,3,0,"2","200","D","1","D","11","D",215,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1846394,1,0,"2","160","D","1","D","10","D",102,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1846604,1,0,"1","120","D","1","D","12","D",48,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1846624,1,0,"1","200","D","1","D","12","D",700,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1846764,1,0,"1","120","D","1","D","12","D",400,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1846864,1,0,"1","120","D","1","D","01","D",68,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1847254,1,0,"1","200","D","1","D","12","D",420,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1847744,1,0,"1","140","D","1","D","01","D",376,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1848215,1,0,"1","190","D","1","D","12","D",860,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1848254,1,0,"1","100","D","1","D","10","D",500,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1848374,1,0,"1","120","D","1","D","12","D",20,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1848714,1,0,"1","210","D","1","D","12","D",149,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1848784,1,0,"1","100","D","1","D","01","D",161,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1848784,2,0,"1","140","D","1","D","02","D",160,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1849064,1,0,"1","120","D","1","D","02","D",225,"D",.,"A",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1849254,1,0,"1","120","D","1","D","12","D",161,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1849654,1,0,"1","120","D","1","D","12","D",54,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1850354,1,0,"1","120","D","1","D","12","D",260,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1850464,1,0,"1","120","D","1","D","12","D",73,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1850864,1,0,"1","210","D","1","D","12","D",1000,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1850864,2,0,"2","140","D","1","D","12","D",237,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1850994,1,0,"1","225","D","1","D","01","D",.,"H",.,"A",.,"A","200","D","190","D","","A","","A","","A","","A","","A","","A","","A"
"20081",1850994,1,1,"1","200","D","1","D","01","D",49,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1850994,1,2,"1","190","D","1","D","01","D",51,"E",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1851154,1,0,"1","190","D","1","D","11","D",400,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1851154,2,0,"1","200","D","1","D","11","D",450,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1851454,1,0,"1","140","D","1","D","01","D",2000,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1851834,1,0,"1","190","D","1","D","01","D",350,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1852084,1,0,"1","120","D","1","D","02","D",70,"D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
