"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","NUMNONCU","NUMN_NCU","TRNONCUX","TRNO_CUX","TRNONCUY","TRNO_CUY"
"20081",1834955,92,9,"1",.,"A",1543,"E","180","D"
"20081",1834955,92,10,"1",.,"A",99,"E","190","D"
"20081",1835315,55,0,"1",1,"D",.,"H","","A"
"20081",1835315,55,1,"1",.,"A",28,"E","120","D"
"20081",1835315,55,2,"1",.,"A",2,"E","140","D"
"20081",1835315,55,3,"1",.,"A",153,"E","150","D"
"20081",1835315,55,4,"1",.,"A",15,"E","160","D"
"20081",1835315,55,5,"1",.,"A",34,"E","170","D"
"20081",1835315,55,6,"1",.,"A",87,"E","180","D"
"20081",1835315,55,7,"1",.,"A",29,"E","190","D"
"20081",1835505,79,0,"1",1,"D",.,"H","","A"
"20081",1835505,79,1,"1",.,"A",26,"E","120","D"
"20081",1835505,79,2,"1",.,"A",3,"E","140","D"
"20081",1835505,79,3,"1",.,"A",203,"E","150","D"
"20081",1835505,79,4,"1",.,"A",25,"E","160","D"
"20081",1835505,79,5,"1",.,"A",13,"E","170","D"
"20081",1835505,79,6,"1",.,"A",13,"E","180","D"
"20081",1835505,79,7,"1",.,"A",27,"E","190","D"
"20081",1836665,52,0,"1",1,"D",.,"H","","A"
"20081",1836665,52,1,"1",.,"A",234,"E","100","D"
"20081",1836665,52,2,"1",.,"A",71,"E","110","D"
"20081",1836665,52,3,"1",.,"A",96,"E","120","D"
"20081",1836665,52,4,"1",.,"A",425,"E","130","D"
"20081",1836665,52,5,"1",.,"A",13,"E","140","D"
"20081",1836665,52,6,"1",.,"A",837,"E","150","D"
"20081",1836665,52,7,"1",.,"A",105,"E","160","D"
"20081",1836665,52,8,"1",.,"A",55,"E","170","D"
"20081",1836665,52,9,"1",.,"A",53,"E","180","D"
"20081",1836665,52,10,"1",.,"A",111,"E","190","D"
"20081",1837465,43,0,"1",1,"D",.,"H","","A"
"20081",1837465,43,1,"1",.,"A",11,"E","100","D"
"20081",1837465,43,2,"1",.,"A",3,"E","110","D"
"20081",1837465,43,3,"1",.,"A",5,"E","120","D"
"20081",1837465,43,4,"1",.,"A",18,"E","130","D"
"20081",1837465,43,5,"1",.,"A",31,"E","150","D"
"20081",1837465,43,6,"1",.,"A",3,"E","160","D"
"20081",1837465,43,7,"1",.,"A",6,"E","170","D"
"20081",1837465,43,8,"1",.,"A",17,"E","180","D"
"20081",1837465,43,9,"1",.,"A",6,"E","190","D"
"20081",1839434,69,0,"1",1,"D",.,"H","","A"
"20081",1839434,69,1,"1",.,"A",15,"E","120","D"
"20081",1839434,69,2,"1",.,"A",1,"E","140","D"
"20081",1839434,69,3,"1",.,"A",77,"E","150","D"
"20081",1839434,69,4,"1",.,"A",11,"E","160","D"
"20081",1839434,69,5,"1",.,"A",5,"E","170","D"
"20081",1839434,69,6,"1",.,"A",2,"E","180","D"
"20081",1839434,69,7,"1",.,"A",9,"E","190","D"
"20081",1839614,52,0,"1",1,"D",.,"H","","A"
"20081",1839614,52,1,"1",.,"A",21,"E","120","D"
"20081",1839614,52,2,"1",.,"A",3,"E","140","D"
"20081",1839614,52,3,"1",.,"A",129,"E","150","D"
"20081",1839614,52,4,"1",.,"A",19,"E","160","D"
"20081",1839614,52,5,"1",.,"A",9,"E","170","D"
"20081",1839614,52,6,"1",.,"A",4,"E","180","D"
"20081",1839614,52,7,"1",.,"A",15,"E","190","D"
"20081",1839864,48,0,"1",1,"D",.,"H","","A"
"20081",1839864,48,1,"1",.,"A",18,"E","120","D"
"20081",1839864,48,2,"1",.,"A",6,"E","140","D"
"20081",1839864,48,3,"1",.,"A",129,"E","150","D"
"20081",1839864,48,4,"1",.,"A",19,"E","160","D"
"20081",1839864,48,5,"1",.,"A",9,"E","170","D"
"20081",1839864,48,6,"1",.,"A",4,"E","180","D"
"20081",1839864,48,7,"1",.,"A",15,"E","190","D"
"20081",1840154,35,0,"1",1,"D",.,"H","","A"
"20081",1840154,35,1,"1",.,"A",11,"E","120","D"
"20081",1840154,35,2,"1",.,"A",6,"E","140","D"
"20081",1840154,35,3,"1",.,"A",59,"E","150","D"
"20081",1840154,35,4,"1",.,"A",9,"E","160","D"
"20081",1840154,35,5,"1",.,"A",6,"E","170","D"
"20081",1840154,35,6,"1",.,"A",58,"E","180","D"
"20081",1840154,35,7,"1",.,"A",11,"E","190","D"
"20081",1840164,80,0,"1",1,"D",.,"H","","A"
"20081",1840164,80,1,"1",.,"A",28,"E","100","D"
"20081",1840164,80,2,"1",.,"A",8,"E","110","D"
"20081",1840164,80,3,"1",.,"A",12,"E","120","D"
"20081",1840164,80,4,"1",.,"A",53,"E","130","D"
"20081",1840164,80,5,"1",.,"A",1,"E","140","D"
"20081",1840164,80,6,"1",.,"A",104,"E","150","D"
"20081",1840164,80,7,"1",.,"A",13,"E","160","D"
"20081",1840164,80,8,"1",.,"A",6,"E","170","D"
"20081",1840164,80,9,"1",.,"A",6,"E","180","D"
"20081",1840164,80,10,"1",.,"A",19,"E","190","D"
"20081",1841794,50,0,"1",1,"D",.,"H","","A"
"20081",1841794,50,1,"1",.,"A",38,"E","120","D"
"20081",1841794,50,2,"1",.,"A",6,"E","140","D"
"20081",1841794,50,3,"1",.,"A",505,"E","150","D"
"20081",1841794,50,4,"1",.,"A",81,"E","160","D"
"20081",1841794,50,5,"1",.,"A",10,"E","170","D"
"20081",1841794,50,6,"1",.,"A",40,"E","190","D"
"20081",1841864,63,0,"1",1,"D",.,"H","","A"
"20081",1841864,63,1,"1",.,"A",6,"E","120","D"
"20081",1841864,63,2,"1",.,"A",22,"E","150","D"
"20081",1841864,63,3,"1",.,"A",2,"E","160","D"
"20081",1841864,63,4,"1",.,"A",4,"E","170","D"
"20081",1841864,63,5,"1",.,"A",12,"E","180","D"
"20081",1841864,63,6,"1",.,"A",4,"E","190","D"
"20081",1843804,58,0,"1",1,"D",.,"H","","A"
"20081",1843804,58,1,"1",.,"A",198,"E","100","D"
"20081",1843804,58,2,"1",.,"A",62,"E","110","D"
"20081",1845204,35,0,"1",1,"D",.,"H","","A"
"20081",1845204,35,1,"1",.,"A",56,"E","100","D"
"20081",1845204,35,2,"1",.,"A",17,"E","110","D"
"20081",1845204,35,3,"1",.,"A",23,"E","120","D"
"20081",1845204,35,4,"1",.,"A",105,"E","130","D"
"20081",1845204,35,5,"1",.,"A",3,"E","140","D"
"20081",1845204,35,6,"1",.,"A",215,"E","150","D"
"20081",1845204,35,7,"1",.,"A",26,"E","160","D"
"20081",1845204,35,8,"1",.,"A",13,"E","170","D"
"20081",1845204,35,9,"1",.,"A",13,"E","180","D"
"20081",1845204,35,10,"1",.,"A",27,"E","190","D"
"20081",1845204,35,11,"1",.,"A",31,"E","200","D"
"20081",1845204,35,12,"1",.,"A",42,"E","210","D"
"20081",1845204,35,13,"1",.,"A",79,"E","220","D"
"20081",1845384,67,0,"1",1,"D",.,"H","","A"
"20081",1845384,67,1,"1",.,"A",22,"E","120","D"
"20081",1845384,67,2,"1",.,"A",3,"E","140","D"
"20081",1845384,67,3,"1",.,"A",197,"E","150","D"
"20081",1845384,67,4,"1",.,"A",27,"E","160","D"
"20081",1845384,67,5,"1",.,"A",13,"E","170","D"
"20081",1845384,67,6,"1",.,"A",12,"E","180","D"
"20081",1845384,67,7,"1",.,"A",26,"E","190","D"
"20081",1846084,34,0,"1",1,"D",.,"H","","A"
"20081",1846084,34,1,"1",.,"A",33,"E","100","D"
"20081",1846084,34,2,"1",.,"A",13,"E","110","D"
"20081",1846084,34,3,"1",.,"A",26,"E","120","D"
"20081",1846084,34,4,"1",.,"A",72,"E","130","D"
"20081",1846084,34,5,"1",.,"A",4,"E","140","D"
"20081",1846084,34,6,"1",.,"A",104,"E","150","D"
"20081",1846084,34,7,"1",.,"A",16,"E","160","D"
"20081",1846084,34,8,"1",.,"A",11,"E","170","D"
"20081",1846084,34,9,"1",.,"A",102,"E","180","D"
"20081",1846084,34,10,"1",.,"A",19,"E","190","D"
"20081",1846114,58,0,"1",1,"D",.,"H","","A"
"20081",1846114,58,1,"1",.,"A",3120,"U","130","D"
"20081",1846334,34,0,"1",1,"D",.,"H","","A"
"20081",1846334,34,1,"1",.,"A",152,"E","100","D"
"20081",1846334,34,2,"1",.,"A",38,"E","110","D"
"20081",1846334,34,3,"1",.,"A",74,"E","120","D"
"20081",1846334,34,4,"1",.,"A",13,"E","140","D"
"20081",1846334,34,5,"1",.,"A",526,"E","150","D"
"20081",1846334,34,6,"1",.,"A",80,"E","160","D"
"20081",1846334,34,7,"1",.,"A",38,"E","170","D"
"20081",1846334,34,8,"1",.,"A",17,"E","180","D"
"20081",1846334,34,9,"1",.,"A",62,"E","190","D"
"20081",1848845,66,0,"1",1,"D",.,"H","","A"
"20081",1848845,66,1,"1",.,"A",24,"E","100","D"
"20081",1848845,66,2,"1",.,"A",6,"E","110","D"
"20081",1848845,66,3,"1",.,"A",8,"E","120","D"
"20081",1848845,66,4,"1",.,"A",38,"E","130","D"
"20081",1848845,66,5,"1",.,"A",1,"E","140","D"
"20081",1848845,66,6,"1",.,"A",75,"E","150","D"
"20081",1848845,66,7,"1",.,"A",9,"E","160","D"
"20081",1848845,66,8,"1",.,"A",5,"E","170","D"
"20081",1848845,66,9,"1",.,"A",4,"E","180","D"
"20081",1848845,66,10,"1",.,"A",10,"E","190","D"
"20081",1849955,61,0,"1",1,"D",.,"H","","A"
"20081",1849955,61,1,"1",.,"A",3,"E","100","D"
"20081",1849955,61,2,"1",.,"A",1,"E","120","D"
"20081",1849955,61,3,"1",.,"A",7,"E","130","D"
"20081",1849955,61,4,"1",.,"A",7,"E","140","D"
"20081",1849955,61,5,"1",.,"A",13,"E","150","D"
"20081",1849955,61,6,"1",.,"A",2,"E","160","D"
"20081",1849955,61,7,"1",.,"A",1,"E","190","D"
"20081",1849955,61,8,"1",.,"A",2,"E","200","D"
"20081",1849955,61,9,"1",.,"A",2,"E","210","D"
"20081",1849955,61,10,"1",.,"A",2,"E","220","D"
"20081",1852454,63,0,"1",1,"D",.,"H","","A"
"20081",1852454,63,1,"1",.,"A",79,"E","100","D"
"20081",1852454,63,2,"1",.,"A",21,"E","110","D"
"20081",1853035,34,0,"1",1,"D",.,"H","","A"
"20081",1853035,34,1,"1",.,"A",271,"E","100","D"
"20081",1853035,34,2,"1",.,"A",129,"E","110","D"
"20081",1853964,71,0,"1",1,"D",.,"H","","A"
"20081",1853964,71,1,"1",.,"A",462,"E","100","D"
"20081",1853964,71,2,"1",.,"A",142,"E","110","D"
"20081",1853964,71,3,"1",.,"A",192,"E","120","D"
"20081",1853964,71,4,"1",.,"A",851,"E","130","D"
"20081",1853964,71,5,"1",.,"A",26,"E","140","D"
"20081",1853964,71,6,"1",.,"A",1675,"E","150","D"
"20081",1853964,71,7,"1",.,"A",211,"E","160","D"
"20081",1853964,71,8,"1",.,"A",111,"E","170","D"
"20081",1853964,71,9,"1",.,"A",107,"E","180","D"
"20081",1853964,71,10,"1",.,"A",223,"E","190","D"
"20081",1855274,67,0,"1",1,"D",.,"H","","A"
"20081",1855274,67,1,"1",.,"A",202,"E","100","D"
"20081",1855274,67,2,"1",.,"A",98,"E","110","D"
"20081",1861333,69,0,"1",2,"D",.,"H","","A"
"20081",1861333,69,1,"1",.,"A",291,"E","100","D"
"20081",1861333,69,2,"1",.,"A",90,"E","110","D"
"20081",1861333,69,3,"1",.,"A",122,"E","120","D"
"20081",1861333,69,4,"1",.,"A",20,"E","140","D"
"20081",1861333,69,5,"1",.,"A",1064,"E","150","D"
"20081",1861333,69,6,"1",.,"A",134,"E","160","D"
"20081",1861333,69,7,"1",.,"A",70,"E","170","D"
"20081",1861333,69,8,"1",.,"A",68,"E","180","D"
"20081",1861333,69,9,"1",.,"A",141,"E","190","D"
"20081",1861993,51,0,"1",1,"D",.,"H","","A"
"20081",1861993,51,1,"1",.,"A",39,"E","100","D"
"20081",1861993,51,2,"1",.,"A",16,"E","110","D"
"20081",1861993,51,3,"1",.,"A",25,"E","120","D"
"20081",1861993,51,4,"1",.,"A",92,"E","130","D"
"20081",1861993,51,5,"1",.,"A",2,"E","140","D"
"20081",1861993,51,6,"1",.,"A",155,"E","150","D"
"20081",1861993,51,7,"1",.,"A",15,"E","160","D"
"20081",1861993,51,8,"1",.,"A",34,"E","170","D"
"20081",1861993,51,9,"1",.,"A",89,"E","180","D"
"20081",1861993,51,10,"1",.,"A",30,"E","190","D"
"20081",1863553,73,0,"1",1,"D",.,"H","","A"
"20081",1863553,73,1,"1",.,"A",25,"E","120","D"
"20081",1863553,73,2,"1",.,"A",3,"E","140","D"
"20081",1863553,73,3,"1",.,"A",197,"E","150","D"
"20081",1863553,73,4,"1",.,"A",24,"E","160","D"
"20081",1863553,73,5,"1",.,"A",13,"E","170","D"
"20081",1863553,73,6,"1",.,"A",12,"E","180","D"
"20081",1863553,73,7,"1",.,"A",26,"E","190","D"
"20081",1864803,47,0,"1",1,"D",.,"H","","A"
"20081",1864803,47,1,"1",.,"A",57,"E","120","D"
"20081",1864803,47,2,"1",.,"A",6,"E","140","D"
"20081",1864803,47,3,"1",.,"A",289,"E","150","D"
"20081",1864803,47,4,"1",.,"A",60,"E","160","D"
"20081",1864803,47,5,"1",.,"A",37,"E","170","D"
"20081",1864803,47,6,"1",.,"A",51,"E","190","D"
"20081",1864964,27,0,"1",1,"D",.,"H","","A"
"20081",1864964,27,1,"1",.,"A",65,"E","100","D"
"20081",1864964,27,2,"1",.,"A",21,"E","110","D"
"20081",1864964,27,3,"1",.,"A",40,"E","120","D"
"20081",1864964,27,4,"1",.,"A",140,"E","130","D"
"20081",1864964,27,5,"1",.,"A",5,"E","140","D"
"20081",1864964,27,6,"1",.,"A",272,"E","150","D"
"20081",1864964,27,7,"1",.,"A",47,"E","160","D"
"20081",1864964,27,8,"1",.,"A",27,"E","170","D"
"20081",1864964,27,9,"1",.,"A",544,"E","180","D"
"20081",1864964,27,10,"1",.,"A",39,"E","190","D"
"20081",1865263,70,0,"1",2,"D",.,"H","","A"
"20081",1865263,70,1,"1",.,"A",11,"E","120","D"
"20081",1865263,70,2,"1",.,"A",4,"E","140","D"
"20081",1865263,70,3,"1",.,"A",98,"E","150","D"
"20081",1865263,70,4,"1",.,"A",12,"E","160","D"
"20081",1865263,70,5,"1",.,"A",6,"E","170","D"
"20081",1865263,70,6,"1",.,"A",6,"E","180","D"
"20081",1865263,70,7,"1",.,"A",13,"E","190","D"
"20081",1865563,98,0,"1",1,"D",.,"H","","A"
"20081",1865563,98,1,"1",.,"A",2,"E","120","D"
"20081",1865563,98,2,"1",.,"A",3,"E","150","D"
"20081",1865833,79,0,"1",1,"D",.,"H","","A"
"20081",1865833,79,1,"1",.,"A",45,"E","100","D"
"20081",1865833,79,2,"1",.,"A",14,"E","110","D"
"20081",1865833,79,3,"1",.,"A",19,"E","120","D"
"20081",1865833,79,4,"1",.,"A",85,"E","130","D"
"20081",1865833,79,5,"1",.,"A",6,"E","140","D"
"20081",1865833,79,6,"1",.,"A",167,"E","150","D"
"20081",1865833,79,7,"1",.,"A",21,"E","160","D"
"20081",1865833,79,8,"1",.,"A",11,"E","170","D"
"20081",1865833,79,9,"1",.,"A",10,"E","180","D"
"20081",1865833,79,10,"1",.,"A",22,"E","190","D"
"20081",1870633,55,0,"1",1,"D",.,"H","","A"
"20081",1870633,55,1,"1",.,"A",5,"E","100","D"
"20081",1870633,55,2,"1",.,"A",1,"E","110","D"
"20081",1870633,55,3,"1",.,"A",3,"E","120","D"
"20081",1870633,55,4,"1",.,"A",11,"E","130","D"
"20081",1870633,55,5,"1",.,"A",6,"E","140","D"
"20081",1870633,55,6,"1",.,"A",22,"E","150","D"
"20081",1870633,55,7,"1",.,"A",3,"E","160","D"
"20081",1870633,55,8,"1",.,"A",2,"E","170","D"
"20081",1870633,55,9,"1",.,"A",45,"E","180","D"
"20081",1870633,55,10,"1",.,"A",2,"E","190","D"
"20081",1871513,45,0,"1",1,"D",.,"H","","A"
"20081",1871513,45,1,"1",.,"A",93,"E","100","D"
"20081",1871513,45,2,"1",.,"A",29,"E","110","D"
"20081",1871513,45,3,"1",.,"A",174,"E","130","D"
"20081",1871513,45,4,"1",.,"A",52,"E","200","D"
"20081",1871513,45,5,"1",.,"A",72,"E","210","D"
"20081",1871513,45,6,"1",.,"A",130,"E","220","D"
"20081",1872843,72,0,"1",1,"D",.,"H","","A"
"20081",1872843,72,1,"1",.,"A",17,"E","120","D"
"20081",1872843,72,2,"1",.,"A",1,"E","140","D"
"20081",1872843,72,3,"1",.,"A",87,"E","150","D"
"20081",1872843,72,4,"1",.,"A",8,"E","160","D"
"20081",1872843,72,5,"1",.,"A",19,"E","170","D"
"20081",1872843,72,6,"1",.,"A",50,"E","180","D"
"20081",1872843,72,7,"1",.,"A",17,"E","190","D"
"20081",1872963,44,0,"1",1,"D",.,"H","","A"
"20081",1872963,44,1,"1",.,"A",5,"E","120","D"
"20081",1872963,44,2,"1",.,"A",31,"E","150","D"
"20081",1872963,44,3,"1",.,"A",6,"E","160","D"
"20081",1872963,44,4,"1",.,"A",3,"E","170","D"
"20081",1872963,44,5,"1",.,"A",5,"E","190","D"
"20081",1874643,68,0,"1",1,"D",.,"H","","A"
"20081",1874643,68,1,"1",.,"A",28,"E","120","D"
"20081",1874643,68,2,"1",.,"A",125,"E","130","D"
"20081",1874643,68,3,"1",.,"A",3,"E","140","D"
"20081",1874643,68,4,"1",.,"A",250,"E","150","D"
"20081",1874643,68,5,"1",.,"A",31,"E","160","D"
"20081",1874643,68,6,"1",.,"A",16,"E","170","D"
"20081",1874643,68,7,"1",.,"A",15,"E","180","D"
"20081",1874643,68,8,"1",.,"A",32,"E","190","D"
"20081",1874983,51,0,"1",1,"D",.,"H","","A"
"20081",1874983,51,1,"1",.,"A",18,"E","100","D"
"20081",1874983,51,2,"1",.,"A",3,"E","110","D"
"20081",1874983,51,3,"1",.,"A",5,"E","120","D"
"20081",1874983,51,4,"1",.,"A",21,"E","130","D"
"20081",1874983,51,5,"1",.,"A",1,"E","140","D"
"20081",1874983,51,6,"1",.,"A",42,"E","150","D"
"20081",1874983,51,7,"1",.,"A",6,"E","160","D"
"20081",1874983,51,8,"1",.,"A",3,"E","170","D"
"20081",1874983,51,9,"1",.,"A",1,"E","180","D"
"20081",1874983,51,10,"1",.,"A",4,"E","190","D"
