"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","FURNPURY","FURN_URY","FURNMO","FURNMO_","FURNGFTC","FURN_FTC","FURNPURX","FURN_URX","FRNPRY1","FRNPRY1_","FRNPRY2","FRNPRY2_","FRNPRY3","FRNPRY3_","FRNPRY4","FRNPRY4_","FRNPRY5","FRNPRY5_","FRNPRY6","FRNPRY6_","FRNPRY7","FRNPRY7_","FRNPRY8","FRNPRY8_","FRNPRY9","FRNPRY9_"
"20081",1817665,21,0,"1","196","D","11","D","1","D",118,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1817755,26,0,"1","200","D","10","D","1","D",109,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1817875,29,0,"1","196","D","01","D","1","D",7,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1817885,21,0,"1","173","D","12","D","2","D",10,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1817945,17,0,"1","173","D","01","D","1","D",100,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818025,24,0,"1","173","D","12","D","1","D",60,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818025,25,0,"1","173","D","11","D","1","D",100,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818025,26,0,"2","173","D","10","D","1","D",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818035,27,0,"2","200","D","12","D","2","D",39,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818135,21,0,"1","150","D","12","D","1","D",45,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818135,22,0,"1","173","D","12","D","1","D",16,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818135,23,0,"1","191","D","11","D","1","D",100,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818135,24,0,"2","110","D","10","D","1","D",178,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818135,25,0,"2","193","D","10","D","1","D",2,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818175,16,0,"1","100","D","12","D","1","D",1600,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818185,21,0,"1","200","D","12","D","1","D",160,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818205,28,0,"1","192","D","12","D","1","D",21,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818215,36,0,"1","171","D","12","D","1","D",130,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818285,25,0,"1","171","D","12","D","1","D",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818285,26,0,"1","181","D","01","D","1","D",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818285,27,0,"1","196","D","01","D","1","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818365,22,0,"1","173","D","12","D","1","D",460,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818365,23,0,"1","173","D","01","D","1","D",5,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818365,24,0,"1","173","D","12","D","1","D",6,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818365,25,0,"1","193","D","01","D","1","D",7,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818365,26,0,"1","198","D","01","D","1","D",12,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818365,27,0,"1","196","D","12","D","2","D",7,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818365,28,0,"1","198","D","12","D","1","D",7,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818375,36,0,"1","160","D","11","D","1","D",.,"H","105","D","110","D","","A","","A","","A","","A","","A","","A","","A"
"20081",1818375,36,1,"1","105","D","11","D","1","D",917,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818375,36,2,"1","110","D","11","D","1","D",1033,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818385,28,0,"1","190","D","11","D","1","D",16,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818385,29,0,"1","196","D","12","D","1","D",54,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818395,15,0,"1","196","D","02","D","1","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818425,16,0,"2","212","D","11","D","1","D",16,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818445,28,0,"1","181","D","01","D","1","D",200,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818465,46,0,"2","171","D","12","D","1","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818465,47,0,"2","171","D","12","D","1","D",55,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818495,23,0,"1","100","D","11","D","1","D",625,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818495,24,0,"1","101","D","11","D","1","D",488,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818495,25,0,"1","101","D","11","D","1","D",245,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818595,30,0,"1","180","D","11","D","1","D",92,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818625,31,0,"1","120","D","02","D","1","D",350,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818625,32,0,"2","205","D","12","D","1","D",40,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818705,16,0,"1","173","D","12","D","1","D",11,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818715,20,0,"1","173","D","12","D","1","D",12,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818765,19,0,"1","181","D","02","D","1","D",350,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818775,32,0,"1","173","D","12","D","1","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818775,33,0,"1","201","D","12","D","1","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818775,34,0,"1","214","D","12","D","1","D",80,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818855,51,0,"1","104","D","01","D","1","D",120,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818855,52,0,"1","191","D","12","D","1","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818975,21,0,"1","196","D","02","D","1","D",42,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818995,24,0,"1","201","D","12","D","2","D",40,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818995,25,0,"1","202","D","12","D","2","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818995,26,0,"1","215","D","02","D","1","D",25,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819005,22,0,"1","196","D","01","D","1","D",43,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819015,16,0,"1","200","D","02","D","1","D",63,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819025,31,0,"1","173","D","10","D","1","D",3224,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819025,32,0,"1","193","D","12","D","1","D",103,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819125,31,0,"1","104","D","12","D","1","D",3719,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819125,32,0,"1","105","D","12","D","1","D",1275,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819125,33,0,"1","106","D","12","D","1","D",.,"H","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819125,33,1,"1","100","D","12","D","1","D",1450,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
