"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOG","PROP0NOG","OWNYG","OWNYG_","NEWMRTG","NEWMRTG_","ORGMRTG","ORGMRTG_","QMRTTRMG","QMRT_RMG","MRTPMTG","MRTPMTG_","PAYPRTXG","PAYP_TXG","PAYPRING","PAYP_ING","PAYMRING","PAYM_ING","PAYOTHRG","PAYO_HRG","QESCROWG","QESC_OWG","QPRINM1G","QPRI_M1G","QPRINM2G","QPRI_M2G","QPRINM3G","QPRI_M3G","QADINT1G","QADI_T1G","QADINT2G","QADI_T2G","QADINT3G","QADI_T3G","QRFINDTG","QRFI_DTG","FRSTPYMG","FRST_YMG","FRSTPYRG","FRST_YRG","FIXDRTEG","FIXD_TEG","QNEWDATG","QNEW_ATG","QBLNCM1G","QBLN_M1G","QBLNCM2G","QBLN_M2G","QBLNCM3G","QBLN_M3G","LOAN_NOG","LOAN0NOG","VARRTEG","VARRTEG_","INTONLYG","INTO_LYG","OTHRTEG","OTHRTEG_","PAYMT1G","PAYMT1G_","PAYMT2G","PAYMT2G_","PAYMT3G","PAYMT3G_","PAYPRNPG","PAYP_NPG","PAYINTG","PAYINTG_"
"20081",1821465,51,0,"5","01","D","100","D",.04,"D",90000,"D",10,"D",1287,"D","","B","","B","","B","","B",376,"D",729,"D",731,"D",734,"D",182,"D",180,"D",177,"D","","A","06","D","2003","D","1","D","","A",54632,"D",53903,"D",53172,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1821465,52,0,"5","02","D","300","D",.06,"D",70000,"D",15,"D",673,"D","","B","","B","","B","","B",82,"D",274,"D",276,"D",277,"D",317,"D",315,"D",314,"D","","A","09","D","2005","D","1","D","","A",63335,"D",63061,"D",62785,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1821695,41,0,"5","01","D","100","D",.069,"D",82000,"D",20,"D",652,"D","","B","","B","","B","","B",21,"D",176,"D",177,"D",178,"D",455,"D",454,"D",453,"D","","A","07","D","2006","D","1","D","","A",79163,"D",78987,"D",78811,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1822435,50,0,"5","01","D","100","D",.129,"D",14591,"D",10,"D",217,"D","","A","","A","","A","","A",0,"D",63,"D",63,"D",64,"D",154,"D",154,"D",153,"D","","A","07","D","2007","D","1","D","","A",14347,"D",14284,"D",14220,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1822555,70,0,"5","01","D","100","D",.065,"D",19375,"D",10,"D",220,"D","","A","","A","","A","","A",0,"D",138,"D",138,"D",139,"D",82,"D",82,"D",81,"D","","A","03","D","2005","D","1","D","","A",15230,"D",15093,"D",14954,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1822595,43,0,"5","01","D","100","D",.0859,"F",9193,"F",5,"F",189,"F","","A","","A","","A","","A",0,"F",166,"F",167,"F",167,"D",23,"F",22,"F",22,"D","","A","06","F","2004","F","1","F","","A",3346,"D",3181,"D",3015,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1822605,30,0,"5","01","D","100","D",.0825,"D",40766,"D",10,"D",.,"A","","A","","A","","A","","A",0,"D",299,"D",301,"D",303,"D",201,"D",199,"D",197,"D","","A","03","D","2004","D","2","D","","A",29223,"D",28924,"D",28623,"D","01","D","1","D","","A","","A",500,"D",500,"D",500,"D","1","D","2","D"
"20081",1822955,39,0,"5","01","D","100","D",.062,"D",20000,"D",10,"D",327,"D","","B","","B","","B","","B",103,"D",141,"D",142,"D",142,"D",83,"D",82,"D",82,"D","","A","06","D","2005","D","1","D","","A",16093,"D",15952,"D",15811,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1823125,40,0,"5","01","D","100","D",.09,"D",34508,"D",15,"D",350,"D","","A","","A","","A","","A",0,"D",156,"D",157,"D",159,"D",194,"D",193,"D",191,"D","","A","10","D","2001","D","1","D","","A",25844,"D",25688,"D",25531,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1823135,56,0,"5","01","D","100","D",.1,"D",30000,"D",8,"D",458,"D","","B","","B","","B","","B",3,"D",217,"D",219,"D",221,"D",238,"D",236,"D",234,"D","","A","05","D","2007","D","1","D","","A",28527,"D",28310,"D",28090,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1823335,62,0,"5","01","D","100","D",.0859,"D",17675,"D",10,"D",220,"D","","A","","A","","A","","A",0,"D",111,"D",112,"D",113,"D",109,"D",108,"D",107,"D","","A","12","D","2005","D","1","D","","A",15237,"D",15126,"D",15014,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1823755,54,0,"5","01","D","100","D",.0713,"D",60000,"D",10,"D",.,"A","","A","","A","","A","","A",0,"D",.,"A",.,"A",.,"A",350,"D",348,"D",346,"D","","A","09","D","2007","D","2","D","","A",60000,"D",60000,"D",60000,"D","01","D","1","D","2","D","","A",701,"D",701,"D",701,"D","","A","2","D"
"20081",1823985,71,0,"5","01","D","100","D",.08,"D",43000,"D",20,"D",399,"D","","B","","B","","B","","B",39,"D",79,"D",79,"D",80,"D",281,"D",281,"D",280,"D","","A","12","D","2006","D","1","D","","A",42170,"D",42091,"D",42012,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1824375,42,0,"5","01","D","100","D",.0859,"D",8000,"D",4,"D",200,"D","","B","","B","","B","","B",2,"D",192,"D",194,"D",195,"D",6,"D",4,"D",3,"D","","A","03","D","2004","D","1","D","","A",776,"D",584,"D",391,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1824535,37,0,"5","01","D","100","D",.08,"D",20000,"D",10,"D",250,"D","","B","","B","","B","","B",7,"D",121,"D",122,"D",123,"D",122,"D",121,"D",120,"D","","A","08","D","2006","D","1","D","","A",18281,"D",18161,"D",18039,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1824545,35,0,"5","01","D","100","D",.06,"F",272376,"V",15,"F",3034,"V","","B","","B","","B","","B",168,"F",1796,"V",1808,"V",1820,"V",1272,"F",1266,"F",1260,"F","","A","06","F","2004","F","1","F","","A",226619,"T",226394,"T",227050,"T","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1824955,87,0,"5","01","D","100","D",.0859,"D",20606,"D",20,"D",180,"D","","A","","A","","A","","A",0,"D",43,"D",43,"D",44,"D",137,"D",137,"D",136,"D","","A","09","D","2004","D","1","D","","A",19150,"D",19107,"D",19064,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1824975,27,0,"5","01","D","100","D",.07,"D",8838,"D",5,"D",175,"D","","A","","A","","A","","A",0,"D",149,"D",150,"D",150,"D",26,"D",25,"D",25,"D","","A","02","D","2005","D","1","D","","A",4509,"D",4360,"D",4211,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1825015,41,0,"5","01","D","100","D",.07,"F",10000,"F",10,"F",180,"F","","B","","B","","B","","B",64,"F",82,"F",83,"F",83,"F",34,"F",33,"F",33,"F","","A","11","F","2002","F","1","F","","A",5864,"D",5782,"D",5699,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1825935,30,0,"5","01","D","100","D",.0675,"F",123000,"F",30,"F",1143,"F","3","F","","A","","A","","A",345,"F",135,"F",136,"F",137,"F",663,"F",662,"F",661,"F","","A","11","F","2003","F","1","F","","A",117321,"D",117183,"D",117044,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1826415,45,0,"5","01","D","100","D",.0875,"F",94872,"F",10,"F",1189,"F","","A","","A","","A","","A",0,"F",554,"F",559,"F",563,"F",635,"F",630,"F",626,"F","","A","09","F","2006","F","1","F","","A",87021,"F",86466,"F",85908,"F","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1827925,32,0,"5","01","D","100","D",.065,"D",30000,"D",10,"D",380,"D","","B","","B","","B","","B",39,"D",187,"D",188,"D",189,"D",154,"D",153,"D",152,"D","","A","01","D","2007","D","1","D","","A",28362,"D",28175,"D",27987,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1828605,52,0,"5","01","D","100","D",.0499,"D",11000,"D",5,"D",208,"D","","A","","A","","A","","A",0,"D",191,"D",191,"D",192,"D",17,"D",17,"D",16,"D","","A","09","D","2004","D","1","D","","A",4165,"D",3975,"D",3784,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1828635,47,0,"5","01","D","100","D",.095,"D",79281,"D",20,"D",739,"D","","A","","A","","A","","A",0,"D",114,"D",115,"D",116,"D",625,"D",624,"D",623,"D","","A","09","D","2007","D","1","D","","A",78944,"D",78830,"D",78715,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1828735,52,0,"5","01","D","100","D",.08,"D",4000,"D",5,"D",.,"A","","A","","A","","A","","A",0,"D",77,"D",78,"D",78,"D",4,"D",3,"D",3,"D","","A","06","D","2003","D","2","D","","A",553,"D",475,"D",397,"D","01","D","1","D","","A","","A",81,"D",81,"D",81,"D","1","D","2","D"
"20081",1829235,56,0,"5","01","D","100","D",.07,"D",17500,"D",15,"D",157,"D","","A","","A","","A","","A",0,"D",64,"D",64,"D",64,"D",93,"D",93,"D",93,"D","","A","10","D","2005","D","1","D","","A",16019,"D",15955,"D",15891,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1829555,50,0,"5","01","D","100","D",.0859,"D",9679,"D",5,"D",199,"D","","A","","A","","A","","A",0,"D",149,"D",150,"D",151,"D",50,"D",49,"D",48,"D","","A","03","D","2006","D","1","D","","A",7049,"D",6900,"D",6751,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1829945,38,0,"5","01","D","100","D",.0859,"D",15000,"D",10,"D",300,"D","3","D","4","D","","A","","A",113,"D",85,"D",86,"D",86,"D",102,"D",101,"D",101,"D","","A","01","D","2007","D","1","D","","A",14265,"D",14181,"D",14096,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1830185,44,0,"5","01","D","100","D",.069,"D",15000,"D",15,"D",350,"D","","B","","B","","B","","B",216,"D",54,"D",54,"D",54,"D",80,"D",80,"D",80,"D","","A","03","D","2006","D","1","D","","A",13991,"D",13938,"D",13884,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1830215,41,0,"5","01","D","100","D",.055,"D",8200,"D",15,"D",67,"D","","A","","A","","A","","A",0,"D",32,"D",33,"D",33,"D",35,"D",34,"D",34,"D","","A","03","D","2006","D","1","D","","A",7553,"D",7521,"D",7488,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1830675,28,0,"5","01","D","100","D",.07,"D",21732,"D",7,"D",328,"D","","A","","A","","A","","A",0,"D",.,"A",.,"A",.,"A",102,"D",101,"D",99,"D","","A","03","D","2006","D","1","D","","A",21732,"D",21732,"D",21732,"D","01","D","","A","2","D","","A",.,"A",.,"A",.,"A","","A","2","D"
"20081",1831255,49,0,"5","01","D","100","D",.06,"D",272376,"T",15,"D",3034,"T","","B","","B","","B","","B",168,"D",1796,"T",1808,"T",1820,"T",1272,"D",1266,"D",1260,"D","","A","06","D","2004","D","1","D","","A",226619,"T",226394,"T",227050,"T","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1832135,30,0,"5","01","D","100","D",.08,"F",33799,"F",15,"F",323,"F","","A","","A","","A","","A",0,"F",160,"F",161,"F",162,"F",163,"F",162,"F",161,"F","","A","08","F","2001","F","1","F","","A",24494,"F",24335,"F",24174,"F","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1832665,21,0,"5","01","D","100","D",.0859,"D",10202,"D",15,"D",101,"D","","A","","A","","A","","A",0,"D",91,"D",91,"D",92,"D",10,"D",10,"D",9,"D","","A","01","D","1994","D","1","D","","A",1432,"D",1342,"D",1250,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1833275,40,0,"5","01","D","100","D",.07,"F",28766,"F",10,"F",334,"F","","A","","A","","A","","A",0,"F",240,"F",241,"F",243,"F",94,"F",93,"F",91,"F","","A","07","F","2002","F","1","F","","A",16156,"F",15917,"F",15676,"F","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1833305,38,0,"5","01","D","100","D",.07,"D",40000,"D",15,"D",385,"D","","B","","B","","B","","B",25,"D",188,"D",189,"D",190,"D",172,"D",171,"D",170,"D","","A","04","D","2002","D","1","D","","A",29505,"D",29317,"D",29129,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1833475,77,0,"5","01","D","100","D",.075,"D",32434,"D",10,"D",385,"D","","A","","A","","A","","A",0,"D",201,"D",203,"D",204,"D",184,"D",182,"D",181,"D","","A","06","D","2006","D","1","D","","A",29377,"D",29175,"D",28973,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1834705,39,0,"5","01","D","100","D",.07,"F",11350,"F",20,"F",88,"F","","A","","A","","A","","A",0,"F",66,"F",67,"F",67,"F",22,"F",21,"F",21,"F","","A","01","F","1992","F","1","F","","A",3871,"D",3805,"D",3740,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1835125,37,0,"5","01","D","100","D",.0859,"F",40000,"F",15,"F",400,"F","","B","","B","","B","","B",4,"F",119,"F",120,"F",121,"F",277,"F",276,"F",275,"F","","A","12","F","2006","F","1","F","","A",38749,"D",38631,"D",38511,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1835725,49,0,"5","01","D","100","D",.06,"D",25000,"D",5,"D",510,"D","","B","","B","","B","","B",27,"D",376,"D",378,"D",380,"D",107,"D",105,"D",103,"D","","A","01","D","2007","D","1","D","","A",21335,"D",20958,"D",20580,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1835825,33,0,"5","01","D","100","D",.0549,"F",272376,"V",10,"F",3034,"V","3","F","4","F","5","F","","A",0,"F",1796,"V",1808,"V",1820,"V",433,"F",426,"F",419,"F","","A","05","F","2002","F","1","D","","A",93237,"D",91711,"D",90178,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1835915,51,0,"5","01","D","100","D",.0859,"D",6000,"D",6,"D",225,"D","","B","","B","","B","","B",118,"D",65,"D",66,"D",66,"D",42,"D",41,"D",41,"D","","A","07","D","2007","D","1","D","","A",5807,"D",5741,"D",5675,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1835985,42,0,"5","01","D","100","D",.0859,"D",46464,"D",15,"D",460,"D","","A","","A","","A","","A",0,"D",.,"A",127,"D",128,"D",.,"A",3,"D",3,"D","","A","12","D","2007","D","1","D","122007","D",.,"A",46464,"D",46337,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1835985,58,0,"5","01","D","100","D",.08,"D",20000,"D",15,"D",239,"D","","B","","B","","B","","B",48,"D",63,"D",.,"A",.,"A",128,"D",.,"A",.,"A","122007","D","09","D","2006","D","1","D","","A",19155,"D",.,"A",.,"A","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1837305,40,0,"5","01","D","100","D",.0613,"D",40000,"D",15,"D",469,"D","","B","","B","","B","","B",129,"D",141,"D",142,"D",143,"D",199,"D",198,"D",197,"D","","A","02","D","2007","D","1","D","","A",38892,"D",38750,"D",38608,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1837775,60,0,"5","01","D","100","D",.056,"D",40856,"D",15,"D",336,"D","","A","","A","","A","","A",0,"D",207,"D",208,"D",209,"D",129,"D",128,"D",127,"D","","A","06","D","2001","D","1","D","","A",27634,"D",27427,"D",27219,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1838245,37,0,"5","01","D","100","D",.045,"D",20000,"D",15,"D",280,"D","","B","","B","","B","","B",127,"D",84,"D",85,"D",85,"D",69,"D",68,"D",68,"D","","A","03","D","2006","D","1","D","","A",18299,"D",18215,"D",18130,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1838604,40,0,"5","01","D","100","D",.074,"F",20514,"F",15,"F",189,"F","","A","","A","","A","","A",0,"F",69,"F",69,"F",70,"F",120,"F",120,"F",119,"F","","A","06","F","2006","F","1","F","","A",19466,"F",19397,"F",19328,"F","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1838754,30,0,"5","01","D","100","D",.0859,"D",35000,"D",12,"D",530,"D","","B","","B","","B","","B",140,"D",263,"D",265,"D",267,"D",127,"D",125,"D",123,"D","","A","06","D","2000","D","1","D","","A",17692,"D",17429,"D",17163,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1839294,60,0,"5","01","D","100","D",.0859,"F",20606,"F",20,"F",180,"F","","A","","A","","A","","A",0,"F",43,"F",43,"F",44,"F",137,"F",137,"F",136,"F","","A","09","F","2004","F","1","F","","A",19150,"F",19107,"F",19064,"F","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1839724,48,0,"5","01","D","100","D",.07,"D",10000,"D",10,"D",170,"D","","B","","B","","B","","B",54,"D",60,"D",60,"D",60,"D",56,"D",56,"D",56,"D","","A","04","D","2007","D","1","D","","A",9648,"D",9588,"D",9528,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1840284,45,0,"5","01","D","100","D",.07,"D",30000,"D",5,"D",604,"D","","B","","B","","B","","B",10,"D",482,"D",485,"D",487,"D",112,"D",109,"D",107,"D","","A","10","D","2005","D","1","D","","A",19239,"D",18757,"D",18272,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1840314,29,0,"5","01","D","100","D",.06,"D",60000,"D",10,"D",.,"A","","A","","A","","A","","A",0,"D",509,"D",511,"D",514,"D",157,"D",155,"D",152,"D","","A","05","D","2002","D","2","D","","A",31455,"D",30947,"D",30435,"D","01","D","","A","","A","3","D",666,"D",666,"D",400,"D","1","D","2","D"
"20081",1840374,35,0,"5","01","D","100","D",.0612,"D",32968,"D",10,"D",368,"D","","A","","A","","A","","A",0,"D",282,"D",284,"D",285,"D",86,"D",84,"D",83,"D","","A","04","D","2002","D","1","D","","A",16772,"D",16489,"D",16205,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1840464,40,0,"5","01","D","100","D",.0625,"D",66000,"D",15,"D",580,"D","","B","","B","","B","","B",14,"D",223,"D",225,"D",226,"D",343,"D",341,"D",340,"D","","A","11","D","2007","D","1","D","","A",65778,"D",65555,"D",65330,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1840664,46,0,"5","01","D","100","D",.0734,"D",272376,"T",16,"D",1400,"D","","A","","A","","A","","A",0,"D",459,"D",461,"D",464,"D",941,"D",939,"D",936,"D","","A","03","D","2007","D","1","D","","A",226619,"T",226394,"T",227050,"T","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1840914,31,0,"5","02","D","500","D",.08,"D",12823,"D",5,"D",260,"D","","A","","A","","A","","A",0,"D",.,"A",.,"A",175,"D",.,"A",.,"A",85,"D","","A","02","D","2008","D","1","D","","A",.,"A",.,"A",12823,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1841494,38,0,"5","01","D","100","D",.13,"D",272376,"T",20,"D",3034,"T","","A","","A","","A","","A",0,"D",1796,"T",1808,"T",1820,"T",235,"D",158,"D",79,"D","","A","02","D","1988","D","1","D","","A",21704,"D",14548,"D",7315,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1841494,39,0,"5","01","D","100","D",.08,"F",4000,"F",5,"F",81,"F","","A","","A","","A","","A",0,"F",77,"F",78,"F",78,"F",4,"F",3,"F",3,"F","","A","06","F","2003","F","1","D","","A",553,"D",475,"D",397,"D","02","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1841534,32,0,"5","01","D","100","D",.0859,"D",25000,"D",10,"D",355,"D","","B","","B","","B","","B",44,"D",162,"D",164,"D",165,"D",149,"D",147,"D",146,"D","","A","06","D","2005","D","1","D","","A",20756,"D",20593,"D",20429,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1843354,32,0,"5","01","D","100","D",.0875,"F",94872,"F",10,"F",1189,"F","","A","","A","","A","","A",0,"F",554,"F",559,"F",563,"F",635,"F",630,"F",626,"F","","A","09","F","2006","F","1","F","","A",88118,"D",87571,"D",87021,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1844284,57,0,"5","01","D","100","D",.069,"D",39855,"D",15,"D",356,"D","","A","","A","","A","","A",0,"D",134,"D",134,"D",135,"D",222,"D",222,"D",221,"D","","A","03","D","2007","D","1","D","","A",38687,"D",38553,"D",38419,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1844424,46,0,"5","01","D","100","D",.07,"F",10000,"F",10,"F",180,"F","","B","","B","","B","","B",64,"F",82,"F",83,"F",83,"F",34,"F",33,"F",33,"F","","A","11","F","2002","F","1","F","","A",5782,"D",5699,"D",5616,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1844574,45,0,"5","01","D","100","D",.079,"D",35000,"D",18,"D",308,"D","","B","","B","","B","","B",4,"D",.,"A",.,"A",74,"D",.,"A",.,"A",230,"D","","A","12","D","2007","D","1","D","122007","D",.,"A",.,"A",35000,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1844574,67,0,"5","01","D","100","D",.079,"D",24090,"D",20,"D",200,"D","","C","","C","","C","","C",0,"D",45,"D",45,"D",.,"A",155,"D",155,"D",.,"A","122007","D","11","D","2006","D","1","D","","A",23619,"D",23575,"D",.,"A","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
"20081",1844644,35,0,"5","01","D","100","D",.069,"D",40000,"D",10,"D",487,"D","","B","","B","","B","","B",25,"D",236,"D",237,"D",239,"D",226,"D",225,"D",223,"D","","A","07","D","2007","D","1","D","","A",39299,"D",39062,"D",38825,"D","01","D","","A","","A","","A",.,"A",.,"A",.,"A","1","D","2","D"
