"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","RPAIRTYP","RPAI_TYP","APPRPRYB","APPR_RYB","SRVCMOB","SRVCMOB_","REPAIRX","REPAIRX_","APPRPB1","APPRPB1_","APPRPB2","APPRPB2_","APPRPB3","APPRPB3_","APPRPB4","APPRPB4_","APPRPB5","APPRPB5_","APPRPB6","APPRPB6_","APPRPB7","APPRPB7_","APPRPB8","APPRPB8_","APPRPB9","APPRPB9_"
"20081",1817885,18,0,"2","1","D","220","D","11","D",25,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818315,27,0,"1","1","D","190","D","12","D",65,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818385,24,0,"1","1","D","190","D","11","D",45,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818465,35,0,"1","1","D","220","D","01","D",267,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818525,16,0,"1","1","D","190","D","10","D",43,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1818855,48,0,"1","1","D","110","D","12","D",250,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819095,16,0,"1","1","D","190","D","11","D",34,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819095,17,0,"1","1","D","190","D","01","D",34,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819095,18,0,"1","2","D","100","D","01","D",124,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819385,23,0,"1","1","D","190","D","10","D",96,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819415,15,0,"1","1","D","190","D","12","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819415,16,0,"1","1","D","190","D","01","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819415,17,0,"2","1","D","190","D","11","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819465,22,0,"1","1","D","120","D","02","D",128,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819605,19,0,"1","2","D","130","D","01","D",128,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819635,18,0,"1","1","D","120","D","11","D",77,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1819675,26,0,"1","1","D","110","D","11","D",75,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1820185,20,0,"1","1","D","100","D","12","D",183,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1820225,36,0,"1","1","D","130","D","10","D",108,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1820475,22,0,"1","1","D","190","D","12","D",28,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1820475,23,0,"1","1","D","190","D","01","D",28,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1820475,24,0,"2","1","D","190","D","11","D",28,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1820535,39,0,"1","1","D","120","D","12","D",500,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1820535,40,0,"1","1","D","220","D","12","D",228,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
