"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","JMKPURQV","JMKP_RQV","JNONFDQV","JNON_DQV","JOTHSTQV","JOTH_TQV","JDINEOQV","JDIN_OQV","JALOUTQV","JALO_TQV","JMLPAYQV","JMLP_YQV","JMEALPYA","JMEA_PYA","JSCHMLQV","JSCH_LQV","JMKGRCQV","JMKG_CQV","FREEFOOD","FREE_OOD"
"20081",1845114,57,0,"1",975,"D",130,"D",.,"A",195,"D",.,"A",300,"D",1200,"D",.,"A",845,"D","2","D"
"20081",1845125,42,0,"1",260,"D",65,"D",.,"A",0,"D",.,"A",520,"D",2080,"D",.,"A",195,"D","2","D"
"20081",1845134,60,0,"1",1300,"D",0,"D",.,"A",650,"D",30,"D",.,"A",.,"A",168,"D",1300,"D","2","D"
"20081",1845145,61,0,"1",3250,"D",260,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",2990,"D","2","D"
"20081",1845164,38,0,"1",1300,"D",337,"F",1040,"D",260,"D",0,"D",.,"A",.,"A",.,"A",1346,"F","1","D"
"20081",1845174,40,0,"1",1625,"D",806,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",819,"D","2","D"
"20081",1845184,35,0,"1",650,"D",65,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D"
"20081",1845194,92,0,"1",1300,"D",260,"D",.,"A",910,"D",120,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1845204,43,0,"1",1950,"D",130,"D",1040,"D",1300,"D",.,"A",.,"A",.,"A",.,"A",1820,"D","2","D"
"20081",1845214,56,0,"1",1040,"D",156,"D",325,"D",520,"D",.,"A",.,"A",.,"A",91,"D",884,"D","2","D"
"20081",1845224,47,0,"1",975,"D",260,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",715,"D","2","D"
"20081",1845234,51,0,"1",585,"D",0,"D",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D"
"20081",1845244,57,0,"1",1040,"D",195,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",845,"D","2","D"
"20081",1845254,113,0,"1",1820,"D",520,"D",.,"A",520,"D",0,"D",.,"A",.,"A",140,"D",1300,"D","2","D"
"20081",1845264,69,0,"1",1495,"D",39,"D",325,"D",325,"D",45,"D",.,"A",.,"A",.,"A",1456,"D","2","D"
"20081",1845304,103,0,"1",2340,"D",520,"D",260,"D",390,"D",.,"A",.,"A",.,"A",.,"A",1820,"D","2","D"
"20081",1845314,61,0,"1",1950,"D",520,"D",.,"A",2600,"D",90,"D",.,"A",.,"A",.,"A",1430,"D","2","D"
"20081",1845334,84,0,"1",2236,"D",650,"D",.,"A",585,"D",51,"D",.,"A",.,"A",.,"A",1586,"D","2","D"
"20081",1845344,59,0,"1",390,"D",260,"D",.,"A",1911,"D",.,"A",.,"A",.,"A",.,"A",130,"D","2","D"
"20081",1845375,54,0,"1",1300,"D",260,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1845384,80,0,"1",2600,"D",390,"D",.,"A",5200,"D",.,"A",.,"A",.,"A",.,"A",2210,"D","2","D"
"20081",1845394,24,0,"1",1950,"D",325,"D",390,"D",390,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D"
"20081",1845404,53,0,"1",1001,"D",221,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D"
"20081",1845414,46,0,"1",2275,"D",520,"D",.,"A",780,"D",90,"D",.,"A",.,"A",.,"A",1755,"D","2","D"
"20081",1845424,63,0,"1",1820,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",100,"D",1690,"D","1","D"
"20081",1845444,30,0,"1",715,"D",104,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",611,"D","2","D"
"20081",1845454,49,0,"1",845,"D",325,"D",.,"A",260,"D",.,"A",.,"A",.,"A",100,"D",520,"D","2","D"
"20081",1845474,65,0,"1",975,"D",260,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",715,"D","2","D"
"20081",1845484,59,0,"1",2600,"D",260,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",2340,"D","2","D"
"20081",1845494,44,0,"1",1560,"D",195,"D",.,"A",1040,"D",.,"A",12,"D",48,"D",.,"A",1365,"D","2","D"
"20081",1845504,36,0,"1",1560,"D",260,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1845514,37,0,"1",780,"D",0,"D",520,"D",0,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D"
"20081",1845544,45,0,"1",650,"D",130,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20081",1845564,44,0,"1",650,"D",65,"D",.,"A",325,"D",.,"A",.,"A",.,"A",280,"D",585,"D","2","D"
"20081",1845574,72,0,"1",910,"D",130,"D",413,"F",520,"D",.,"A",.,"A",.,"A",30,"D",780,"D","2","D"
"20081",1845584,78,0,"1",2795,"D",390,"D",.,"A",390,"D",0,"D",.,"A",.,"A",.,"A",2405,"D","2","D"
"20081",1845595,37,0,"1",0,"D",.,"A",195,"D",0,"D",.,"A",.,"A",.,"A",.,"A",0,"D","2","D"
"20081",1845604,36,0,"1",260,"D",65,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",195,"D","2","D"
"20081",1845624,43,0,"1",2600,"D",260,"D",.,"A",2600,"D",120,"D",.,"A",.,"A",.,"A",2340,"D","2","D"
"20081",1845644,53,0,"1",2600,"D",325,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",2275,"D","2","D"
"20081",1845654,36,0,"1",1950,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1690,"D","2","D"
"20081",1845664,34,0,"1",1105,"D",325,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",780,"D","2","D"
"20081",1845674,47,0,"1",650,"D",65,"D",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D"
"20081",1845705,60,0,"1",3250,"D",0,"D",1300,"D",325,"D",30,"D",.,"A",.,"A",.,"A",3250,"D","2","D"
"20081",1845734,59,0,"1",1625,"D",390,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",1235,"D","2","D"
"20081",1845744,46,0,"1",1950,"D",650,"D",169,"D",260,"D",0,"D",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1845754,82,0,"1",1209,"D",195,"D",481,"D",416,"D",.,"A",.,"A",.,"A",.,"A",1014,"D","2","D"
"20081",1845764,83,0,"1",780,"D",130,"D",650,"D",390,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1845775,40,0,"1",1300,"D",195,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",1105,"D","2","D"
"20081",1845794,40,0,"1",1300,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1845804,29,0,"1",325,"D",0,"D",260,"D",65,"D",0,"D",.,"A",.,"A",.,"A",325,"D","2","D"
"20081",1845824,39,0,"1",780,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1845844,54,0,"1",975,"D",0,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D"
"20081",1845854,62,0,"1",780,"D",130,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1845864,25,0,"1",910,"D",130,"D",260,"D",0,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D"
"20081",1845874,37,0,"1",1196,"D",260,"D",.,"A",1040,"D",.,"A",.,"A",.,"A",.,"A",936,"D","2","D"
"20081",1845884,50,0,"1",910,"D",65,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",845,"D","2","D"
"20081",1845894,47,0,"1",1386,"F",.,"A",.,"A",660,"D",.,"A",.,"A",.,"A",.,"A",1128,"F","2","D"
"20081",1845904,35,0,"1",1690,"D",390,"D",.,"A",403,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1845914,29,0,"1",1324,"F",.,"A",.,"A",635,"D",.,"A",.,"A",.,"A",.,"A",1063,"F","","C"
"20081",1845925,30,0,"1",1625,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D"
"20081",1845944,58,0,"1",2600,"D",325,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",2275,"D","2","D"
"20081",1845954,61,0,"1",1235,"D",195,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1845964,34,0,"1",2340,"D",325,"D",156,"D",0,"D",.,"A",.,"A",.,"A",.,"A",2015,"D","2","D"
"20081",1845984,35,0,"1",1625,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1846004,41,0,"1",1040,"D",0,"D",.,"A",260,"D",.,"A",650,"D",2600,"D",.,"A",1040,"D","2","D"
"20081",1846024,59,0,"1",1300,"D",0,"D",.,"A",845,"D",225,"D",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1846044,47,0,"1",780,"D",0,"D",.,"A",130,"D",.,"A",.,"A",.,"A",100,"D",780,"D","2","D"
"20081",1846054,61,0,"1",1820,"D",364,"D",65,"D",0,"D",.,"A",.,"A",.,"A",.,"A",1456,"D","2","D"
"20081",1846064,27,0,"1",1040,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1846074,51,0,"1",2925,"D",455,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2470,"D","2","D"
"20081",1846084,41,0,"1",1300,"D",0,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1846094,37,0,"1",780,"D",195,"D",195,"D",130,"D",.,"A",.,"A",.,"A",360,"D",585,"D","2","D"
"20081",1846104,55,0,"1",650,"D",325,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D"
"20081",1846114,72,0,"1",2600,"D",390,"D",455,"D",650,"D",.,"A",.,"A",.,"A",.,"A",2210,"D","2","D"
"20081",1846124,86,0,"1",6500,"D",1300,"D",650,"D",2600,"D",.,"A",.,"A",.,"A",.,"A",5200,"D","2","D"
"20081",1846135,29,0,"1",1950,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1820,"D","2","D"
"20081",1846144,36,0,"1",1300,"D",260,"D",260,"D",325,"D",150,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1846154,22,0,"1",650,"D",65,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D"
"20081",1846164,48,0,"1",2600,"D",0,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",2600,"D","2","D"
"20081",1846174,34,0,"1",1300,"D",325,"D",260,"D",390,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D"
"20081",1846184,34,0,"1",1950,"D",650,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1846194,40,0,"1",1040,"D",130,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D"
"20081",1846204,59,0,"1",910,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",910,"D","2","D"
"20081",1846234,78,0,"1",1430,"D",0,"D",325,"D",780,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D"
"20081",1846244,42,0,"1",325,"D",218,"F",.,"A",78,"D",.,"A",.,"A",.,"A",.,"A",843,"F","2","D"
"20081",1846254,31,0,"1",260,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",260,"D","2","D"
"20081",1846264,51,0,"1",520,"D",65,"D",.,"A",130,"D",60,"D",.,"A",.,"A",.,"A",455,"D","2","D"
"20081",1846284,62,0,"1",1300,"D",130,"D",.,"A",1300,"D",60,"D",.,"A",.,"A",.,"A",1170,"D","2","D"
"20081",1846325,41,0,"1",1625,"D",0,"D",455,"D",0,"D",.,"A",216,"D",864,"D",.,"A",1625,"D","1","D"
"20081",1846334,41,0,"1",2275,"D",390,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1885,"D","2","D"
"20081",1846344,47,0,"1",1950,"D",260,"D",.,"A",1950,"D",.,"A",.,"A",.,"A",.,"A",1690,"D","2","D"
"20081",1846354,61,0,"1",1560,"D",390,"D",130,"D",520,"D",75,"D",.,"A",.,"A",.,"A",1170,"D","2","D"
"20081",1846364,34,0,"1",1950,"D",260,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1690,"D","2","D"
"20081",1846375,44,0,"1",1170,"D",390,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",780,"D","2","D"
"20081",1846394,95,0,"1",2600,"D",650,"D",260,"D",1170,"D",120,"D",.,"A",.,"A",120,"D",1950,"D","2","D"
"20081",1846414,53,0,"1",1300,"D",260,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1846424,51,0,"1",910,"D",260,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1846434,36,0,"1",2340,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2080,"D","2","D"
"20081",1846444,44,0,"1",1430,"D",172,"F",.,"A",570,"D",.,"A",.,"A",.,"A",.,"A",721,"F","2","D"
"20081",1846454,31,0,"1",1391,"D",91,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","1","D"
"20081",1846464,43,0,"1",845,"D",390,"D",390,"D",1300,"D",.,"A",.,"A",.,"A",.,"A",455,"D","2","D"
"20081",1846475,66,0,"1",1300,"D",325,"D",390,"D",260,"D",0,"D",.,"A",.,"A",.,"A",975,"D","2","D"
"20081",1846484,19,0,"1",520,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",390,"D","2","D"
"20081",1846494,41,0,"1",650,"D",130,"D",.,"A",585,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20081",1846514,68,0,"1",1950,"D",325,"D",260,"D",650,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D"
"20081",1846524,35,0,"1",2275,"D",195,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",2080,"D","2","D"
"20081",1846534,64,0,"1",3250,"D",367,"F",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",1453,"F","2","D"
"20081",1846544,47,0,"1",1950,"D",520,"D",.,"A",130,"D",0,"D",.,"A",.,"A",.,"A",1430,"D","2","D"
"20081",1846554,36,0,"1",2600,"D",637,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",1963,"D","2","D"
"20081",1846574,45,0,"1",1300,"D",65,"D",.,"A",65,"D",.,"A",.,"A",.,"A",360,"D",1235,"D","2","D"
"20081",1846594,40,0,"1",1040,"D",0,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1846604,74,0,"1",3250,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",3055,"D","2","D"
"20081",1846624,57,0,"1",975,"D",260,"D",65,"D",520,"D",30,"D",.,"A",.,"A",.,"A",715,"D","2","D"
"20081",1846634,40,0,"1",2600,"D",520,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",2080,"D","2","D"
"20081",1846644,31,0,"1",741,"F",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",604,"F","2","D"
"20081",1846654,39,0,"1",1950,"D",650,"D",.,"A",458,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1846674,52,0,"1",910,"D",39,"D",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",871,"D","2","D"
"20081",1846684,23,0,"1",650,"D",39,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",611,"D","2","D"
"20081",1846695,41,0,"1",975,"D",325,"D",325,"D",260,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1846724,52,0,"1",1950,"D",325,"D",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D"
"20081",1846754,75,0,"1",2600,"D",650,"D",650,"D",1950,"D",60,"D",.,"A",.,"A",180,"D",1950,"D","2","D"
"20081",1846764,55,0,"1",1040,"D",260,"D",.,"A",520,"D",120,"D",.,"A",.,"A",.,"A",780,"D","2","D"
"20081",1846774,46,0,"1",1040,"D",0,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1846794,83,0,"1",2600,"D",325,"D",975,"D",3250,"D",0,"D",.,"A",.,"A",.,"A",2275,"D","2","D"
"20081",1846804,78,0,"1",910,"D",260,"D",26,"D",130,"D",0,"D",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1846814,37,0,"1",1300,"D",130,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D"
"20081",1846824,43,0,"1",1690,"D",65,"D",.,"A",650,"D",90,"D",.,"A",.,"A",.,"A",1625,"D","2","D"
"20081",1846834,61,0,"1",975,"D",0,"D",260,"D",0,"D",0,"D",.,"A",.,"A",.,"A",975,"D","2","D"
"20081",1846844,28,0,"1",883,"F",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",764,"F","2","D"
"20081",1846854,43,0,"1",3900,"D",585,"D",.,"A",977,"D",.,"A",.,"A",.,"A",.,"A",3315,"D","2","D"
"20081",1846864,63,0,"1",1300,"D",260,"D",.,"A",91,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1846874,42,0,"1",650,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1846884,37,0,"1",520,"D",65,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",455,"D","2","D"
"20081",1846894,56,0,"1",1300,"D",325,"D",.,"A",458,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D"
"20081",1846904,43,0,"1",520,"D",260,"D",260,"D",520,"D",90,"D",.,"A",.,"A",.,"A",260,"D","2","D"
"20081",1846914,56,0,"1",2600,"D",260,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",2340,"D","2","D"
"20081",1846924,45,0,"1",2340,"D",780,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",1560,"D","2","D"
"20081",1846944,25,0,"1",1690,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1560,"D","2","D"
"20081",1846954,40,0,"1",845,"D",0,"D",130,"D",260,"D",.,"A",.,"A",.,"A",.,"A",845,"D","2","D"
"20081",1846965,32,0,"1",390,"D",65,"D",195,"D",260,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D"
"20081",1846974,49,0,"1",975,"D",0,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",975,"D","2","D"
"20081",1846984,41,0,"1",2600,"D",650,"D",.,"A",455,"D",.,"A",.,"A",.,"A",.,"A",1950,"D","2","D"
"20081",1846994,57,0,"1",975,"D",195,"D",195,"D",65,"D",0,"D",.,"A",.,"A",360,"D",780,"D","2","D"
"20081",1847004,32,0,"1",1300,"D",260,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1847024,35,0,"1",520,"D",39,"D",.,"A",182,"D",.,"A",.,"A",.,"A",.,"A",481,"D","2","D"
"20081",1847034,47,0,"1",2600,"D",520,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2080,"D","2","D"
"20081",1847044,57,0,"1",1950,"D",218,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",843,"F","2","D"
"20081",1847054,52,0,"1",7800,"D",650,"D",.,"A",2600,"D",.,"A",.,"A",.,"A",.,"A",7150,"D","2","D"
"20081",1847074,55,0,"1",1950,"D",260,"D",.,"A",260,"D",60,"D",.,"A",.,"A",.,"A",1690,"D","2","D"
"20081",1847094,44,0,"1",780,"D",65,"D",.,"A",364,"D",.,"A",.,"A",.,"A",.,"A",715,"D","2","D"
"20081",1847105,43,0,"1",650,"D",65,"D",130,"D",325,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D"
"20081",1847114,48,0,"1",1560,"D",0,"D",325,"D",520,"D",.,"A",.,"A",.,"A",.,"A",1560,"D","2","D"
"20081",1847134,33,0,"1",1950,"D",367,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1453,"F","2","D"
"20081",1847144,39,0,"1",520,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20081",1847154,57,0,"1",2600,"D",650,"D",.,"A",0,"D",.,"A",.,"A",.,"A",80,"D",1950,"D","2","D"
"20081",1847174,28,0,"1",910,"D",65,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",.,"A",845,"D","2","D"
"20081",1847204,32,0,"1",1105,"D",195,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D"
"20081",1847214,46,0,"1",1950,"D",0,"D",.,"A",390,"D",.,"A",.,"A",.,"A",48,"D",1950,"D","2","D"
"20081",1847225,40,0,"1",650,"D",130,"D",260,"D",260,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20081",1847234,29,0,"1",494,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",494,"D","2","D"
"20081",1847254,38,0,"1",390,"D",0,"D",.,"A",390,"D",300,"D",.,"A",.,"A",.,"A",390,"D","2","D"
"20081",1847264,66,0,"1",1690,"D",0,"D",195,"D",169,"D",.,"A",.,"A",.,"A",.,"A",1690,"D","2","D"
"20081",1847284,69,0,"1",1300,"D",325,"D",1300,"D",975,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D"
"20081",1847295,43,0,"1",883,"F",.,"A",.,"A",486,"D",.,"A",.,"A",.,"A",.,"A",764,"F","2","D"
"20081",1847304,33,0,"1",390,"D",65,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D"
"20081",1847334,65,0,"1",975,"D",260,"D",65,"D",1300,"D",.,"A",.,"A",.,"A",.,"A",715,"D","2","D"
"20081",1847364,46,0,"1",585,"D",130,"D",130,"D",260,"D",75,"D",.,"A",.,"A",.,"A",455,"D","2","D"
"20081",1847375,40,0,"1",1430,"D",390,"D",1040,"D",0,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1847394,35,0,"1",2009,"F",.,"A",.,"A",644,"D",.,"A",.,"A",.,"A",.,"A",1700,"F","2","D"
"20081",1847414,36,0,"1",1560,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D"
"20081",1847424,31,0,"1",1300,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1847434,47,0,"1",1950,"D",390,"D",.,"A",498,"D",.,"A",.,"A",.,"A",.,"A",1560,"D","2","D"
"20081",1847454,50,0,"1",1105,"D",130,"D",195,"D",520,"D",0,"D",.,"A",.,"A",.,"A",975,"D","2","D"
"20081",1847464,74,0,"1",1105,"D",65,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1847484,46,0,"1",1170,"D",130,"D",.,"A",650,"D",90,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1847494,52,0,"1",910,"D",650,"D",.,"A",1950,"D",180,"D",.,"A",.,"A",.,"A",260,"D","2","D"
"20081",1847514,35,0,"1",910,"D",195,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",715,"D","2","D"
"20081",1847544,22,0,"1",1261,"D",65,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",1196,"D","2","D"
"20081",1847564,26,0,"1",780,"D",130,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1847595,41,0,"1",0,"D",.,"A",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",0,"D","2","D"
"20081",1847604,58,0,"1",1560,"D",260,"D",.,"A",520,"D",60,"D",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1847624,25,0,"1",650,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",390,"D","2","D"
"20081",1847634,46,0,"1",1690,"D",195,"D",.,"A",390,"D",.,"A",.,"A",.,"A",325,"D",1495,"D","2","D"
"20081",1847644,64,0,"1",975,"D",0,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D"
"20081",1847654,46,0,"1",1560,"D",260,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1847674,103,0,"1",1950,"D",650,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1847694,57,0,"1",1950,"D",325,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D"
"20081",1847714,32,0,"1",1560,"D",130,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D"
"20081",1847734,33,0,"1",325,"D",104,"D",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A",221,"D","2","D"
"20081",1847744,27,0,"1",455,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",455,"D","2","D"
"20081",1847754,36,0,"1",1300,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20081",1847784,70,0,"1",1560,"D",650,"D",.,"A",520,"D",150,"D",.,"A",.,"A",36,"D",910,"D","2","D"
"20081",1847814,39,0,"1",883,"F",.,"A",207,"F",65,"D",.,"A",.,"A",.,"A",.,"A",764,"F","2","D"
"20081",1847824,36,0,"1",1300,"D",260,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20081",1847844,77,0,"1",1950,"D",0,"D",273,"D",520,"D",.,"A",.,"A",.,"A",.,"A",1950,"D","2","D"
"20081",1847864,54,0,"1",650,"D",260,"D",.,"A",130,"D",.,"A",520,"D",2080,"D",.,"A",390,"D","2","D"
"20081",1847874,31,0,"1",390,"D",0,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",390,"D","2","D"
"20081",1847894,43,0,"1",845,"D",195,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20081",1847904,130,0,"1",2080,"D",130,"D",260,"D",1950,"D",.,"A",.,"A",.,"A",.,"A",1950,"D","2","D"
"20081",1847914,48,0,"1",715,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D"
"20081",1847924,59,0,"1",325,"D",65,"D",.,"A",910,"D",.,"A",.,"A",.,"A",.,"A",260,"D","2","D"
"20081",1847934,89,0,"1",1300,"D",156,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1144,"D","2","D"
"20081",1847965,24,0,"1",130,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",130,"D","2","D"
"20081",1848004,65,0,"1",1300,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",325,"D",1170,"D","2","D"
"20081",1848014,45,0,"1",325,"D",0,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D"
"20081",1848034,61,0,"1",2600,"D",975,"D",.,"A",1040,"D",105,"D",.,"A",.,"A",.,"A",1625,"D","2","D"
"20081",1848044,28,0,"1",520,"D",65,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",455,"D","2","D"
