"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QPSF3MCX","QPSF_MCX","QSSF3MCX","QSSF_MCX","QEAD3MCX","QEAD_MCX","QREC3MCX","QREC_MCX","QFLM3MCX","QFLM_MCX","QFLP3MCX","QFLP_MCX","QPVD3MCX","QPVD_MCX","QRVD3MCX","QRVD_MCX","QENT3MCX","QENT_MCX","QBR3MCX","QBR3MCX_","QNMG3MCX","QNMG_MCX"
"20081",1819775,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",72,"D",.,"A",.,"A",.,"A"
"20081",1819785,28,0,"1",538,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",.,"A"
"20081",1819795,25,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",25,"D",.,"A",100,"D",.,"A",.,"A",40,"D"
"20081",1819805,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A",90,"D",.,"A"
"20081",1819825,24,0,"1",.,"A",.,"A",80,"D",75,"D",.,"A",.,"A",.,"A",60,"D",.,"A",30,"D",.,"A"
"20081",1819845,14,0,"1",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1819855,33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",50,"D",40,"D",.,"A"
"20081",1819865,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,"D",.,"A"
"20081",1819945,16,0,"1",.,"A",.,"A",10,"D",.,"A",10,"D",6,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1819955,19,0,"1",.,"A",.,"A",80,"D",.,"A",.,"A",225,"D",.,"A",0,"D",50,"D",.,"A",5,"D"
"20081",1819985,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D"
"20081",1820015,17,0,"1",.,"A",.,"A",.,"A",30,"D",.,"A",20,"D",.,"A",40,"D",6,"D",120,"D",.,"A"
"20081",1820035,20,0,"1",15,"D",.,"A",.,"A",4,"D",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1820055,13,0,"1",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1820065,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",34,"D",.,"A"
"20081",1820075,18,0,"1",.,"A",.,"A",.,"A",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1820105,20,0,"1",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1820165,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",48,"D",.,"A",.,"A",.,"A"
"20081",1820185,19,0,"1",47,"D",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",180,"D",.,"A"
"20081",1820195,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",69,"D",.,"A",.,"A"
"20081",1820225,35,0,"1",.,"A",60,"D",.,"A",.,"A",.,"A",20,"D",185,"D",.,"A",.,"A",100,"D",.,"A"
"20081",1820275,22,0,"1",.,"A",.,"A",60,"D",50,"D",45,"D",30,"D",.,"A",34,"D",.,"A",.,"A",.,"A"
"20081",1820345,40,0,"1",.,"A",.,"A",42,"D",90,"D",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A"
"20081",1820375,18,0,"1",.,"A",.,"A",42,"D",.,"A",.,"A",.,"A",.,"A",2,"D",.,"A",.,"A",.,"A"
"20081",1820405,16,0,"1",.,"A",280,"D",30,"D",.,"A",.,"A",45,"D",.,"A",.,"A",7,"D",.,"A",.,"A"
"20081",1820455,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",.,"A",.,"A",180,"D",.,"A"
"20081",1820475,21,0,"1",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",34,"D",.,"A",.,"A",.,"A"
"20081",1820485,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",21,"D",.,"A",45,"D",.,"A"
"20081",1820505,25,0,"1",.,"A",60,"D",150,"D",40,"D",.,"A",.,"A",45,"D",25,"D",.,"A",15,"D",24,"D"
"20081",1820515,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",30,"D",.,"A",.,"A",.,"A"
"20081",1820535,38,0,"1",.,"A",.,"A",30,"D",20,"D",.,"A",.,"A",100,"D",12,"D",.,"A",.,"A",.,"A"
"20081",1820555,23,0,"1",.,"A",108,"D",160,"D",.,"A",.,"A",.,"A",.,"A",33,"D",.,"A",30,"D",12,"D"
"20081",1820565,32,0,"1",.,"A",101,"F",.,"A",50,"D",.,"A",50,"F",.,"A",42,"D",.,"A",30,"D",.,"A"
"20081",1820575,28,0,"1",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",567,"D",.,"A",13,"D",116,"D",15,"D"
"20081",1820595,22,0,"1",147,"D",.,"A",18,"D",5,"D",.,"A",.,"A",25,"D",30,"D",45,"D",41,"D",14,"D"
"20081",1820605,24,0,"1",.,"A",250,"D",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",50,"D"
"20081",1820615,19,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",120,"D",32,"D",.,"A",.,"A",.,"A"
"20081",1820625,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",40,"D",.,"A",.,"A",.,"A"
"20081",1820645,17,0,"1",.,"A",35,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1820665,18,0,"1",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",.,"A",0,"D",.,"A"
"20081",1820675,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A"
"20081",1820695,23,0,"1",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,"D",23,"D"
"20081",1820705,29,0,"1",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",100,"D",.,"A",.,"A",75,"D",.,"A"
"20081",1820715,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",36,"D",.,"A"
"20081",1820725,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",8,"D",43,"D"
"20081",1820745,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,"D"
"20081",1820765,23,0,"1",.,"A",.,"A",75,"D",100,"D",.,"A",.,"A",65,"D",.,"A",.,"A",100,"D",.,"A"
"20081",1820805,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A"
"20081",1820815,17,0,"1",160,"D",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1820855,17,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D"
"20081",1820865,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,"D",.,"A",.,"A",.,"A",.,"A"
"20081",1820905,15,0,"1",.,"A",.,"A",7,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1820925,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A"
"20081",1820975,38,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",30,"D",6,"D"
"20081",1821105,60,0,"1",294,"D",.,"A",68,"D",16,"D",.,"A",24,"D",12,"D",.,"A",.,"A",84,"D",21,"D"
"20081",1821115,15,0,"1",.,"A",.,"A",103,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",8,"D"
"20081",1821185,29,0,"1",.,"A",90,"D",60,"D",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",175,"D",.,"A"
"20081",1821205,20,0,"1",.,"A",.,"A",16,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1821235,18,0,"1",.,"A",.,"A",60,"D",55,"D",.,"A",.,"A",.,"A",45,"D",.,"A",.,"A",.,"A"
"20081",1821275,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",29,"D",.,"A",10,"D",.,"A"
"20081",1821295,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",8,"D"
"20081",1821345,28,0,"1",.,"A",100,"D",.,"A",80,"D",.,"A",.,"A",40,"D",.,"A",.,"A",117,"D",.,"A"
"20081",1821405,14,0,"1",.,"A",.,"A",33,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1821415,34,0,"1",.,"A",16,"D",.,"A",34,"D",.,"A",.,"A",.,"A",95,"D",.,"A",39,"D",.,"A"
"20081",1821465,22,0,"1",150,"D",.,"A",275,"D",75,"D",.,"A",.,"A",30,"D",.,"A",40,"D",300,"D",20,"D"
"20081",1821475,28,0,"1",.,"A",.,"A",30,"D",.,"A",15,"D",20,"D",.,"A",48,"D",30,"D",.,"A",.,"A"
"20081",1821485,32,0,"1",.,"A",27,"D",.,"A",.,"A",.,"A",.,"A",16,"D",6,"D",.,"A",.,"A",.,"A"
"20081",1821515,15,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1821525,48,0,"1",.,"A",.,"A",180,"D",140,"D",.,"A",210,"D",.,"A",.,"A",.,"A",75,"D",.,"A"
"20081",1821555,23,0,"1",.,"A",20,"D",100,"D",75,"D",10,"D",20,"D",.,"A",30,"D",.,"A",.,"A",.,"A"
"20081",1821565,33,0,"1",.,"A",75,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1821605,18,0,"1",.,"A",.,"A",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",.,"A"
"20081",1821635,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",.,"A",46,"D",.,"A"
"20081",1821645,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",14,"D",.,"A"
"20081",1821655,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",9,"D",.,"A",.,"A",.,"A"
"20081",1821685,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",36,"D",.,"A",280,"D",32,"D"
"20081",1821695,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A"
"20081",1821725,18,0,"1",.,"A",.,"A",21,"D",.,"A",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A"
"20081",1821755,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",6,"D"
"20081",1821765,16,0,"1",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1821775,34,0,"1",.,"A",.,"A",0,"D",.,"A",.,"A",14,"D",16,"D",.,"A",.,"A",.,"A",.,"A"
"20081",1821795,21,0,"1",.,"A",.,"A",180,"D",.,"A",.,"A",.,"A",.,"A",15,"D",.,"A",20,"D",8,"D"
"20081",1821825,22,0,"1",.,"A",.,"A",78,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1821905,17,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1821995,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",50,"D",.,"A",.,"A",9,"D",.,"A"
"20081",1822005,24,0,"1",.,"A",.,"A",310,"D",.,"A",.,"A",60,"D",100,"D",50,"D",.,"A",100,"D",30,"D"
"20081",1822015,21,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",25,"D",.,"A",.,"A",0,"D",.,"A",.,"A"
"20081",1822085,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",.,"A",10,"D",.,"A",.,"A",8,"D"
"20081",1822125,19,0,"1",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1822185,16,0,"1",.,"A",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A",.,"A",.,"A",6,"D",.,"A"
"20081",1822195,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D"
"20081",1822225,28,0,"1",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",30,"D",.,"A"
"20081",1822235,19,0,"1",.,"A",.,"A",15,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1822255,43,0,"1",0,"D",0,"D",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",100,"D",1,"D"
"20081",1822275,17,0,"1",.,"A",.,"A",56,"D",.,"A",30,"D",5,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1822295,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",8,"D",.,"A",.,"A",.,"A"
"20081",1822325,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",6,"D"
"20081",1822335,32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",75,"D",.,"A"
"20081",1822345,24,0,"1",.,"A",.,"A",13,"D",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A"
"20081",1822355,27,0,"1",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",30,"D",36,"D",.,"A",.,"A",.,"A"
"20081",1822415,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",145,"D",.,"A",.,"A"
"20081",1822435,21,0,"1",25,"D",120,"D",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1822455,32,0,"1",.,"A",.,"A",26,"D",.,"A",.,"A",.,"A",30,"D",20,"D",.,"A",.,"A",.,"A"
"20081",1822485,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",28,"D",.,"A",.,"A",.,"A",.,"A"
"20081",1822505,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",.,"A"
