"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VEHICYC","VEHICYC_","VEHDISP","VEHDISP_","VDISPMO","VDISPMO_","SALEX","SALEX_","REIMBURX","REIM_URX","EXREIMBX","EXRE_MBX","LOANSTAT","LOAN_TAT","FINPAYMX","FINP_YMX","VEHICIC","VEHICIC_"
"20081",1817705,57,0,"2","150","D","1","D","11","D",13900,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20081",1817915,30,0,"1","100","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20081",1817925,46,0,"1","100","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20081",1818185,43,0,"2","110","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20081",1818185,44,0,"1","110","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20081",1819665,29,0,"1","100","D","1","D","10","D",100,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20081",1819785,65,0,"1","100","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20081",1820225,74,0,"1","110","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20081",1820375,34,0,"1","110","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20081",1820375,35,0,"1","100","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20081",1820375,36,0,"1","150","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20081",1820485,69,0,"1","110","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20081",1820485,70,0,"1","110","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20081",1820535,96,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20081",1820555,53,0,"1","100","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20081",1820935,39,0,"1","100","D","1","D","10","D",500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20081",1820935,40,0,"1","110","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20081",1821875,53,0,"1","100","D","6","D","02","D",.,"A",.,"A",.,"A","","C",.,"A","01","D"
