"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CRMCODEB","CRMC_DEB","CRMPROPI","CRMP_OPI","CRMTYPE","CRMTYPE_","APPCDE1","APPCDE1_","APPCDE2","APPCDE2_","APPCDE3","APPCDE3_","APPCDE4","APPCDE4_","APPCDE5","APPCDE5_","APPCDE6","APPCDE6_","REIMBRSZ","REIM_RSZ","CRMBSNSZ","CRMB_NSZ","QADEQPX1","QADE_PX1","QADEQPX2","QADE_PX2","QADEQPX3","QADE_PX3","QADEQPX4","QADE_PX4","QADEQPX5","QADE_PX5","QADEQPX6","QADE_PX6","QADPSP3X","QADP_P3X","QADPSP2X","QADP_P2X","QADPSPLX","QADP_PLX","QADRSP3X","QADR_P3X","QADRSP2X","QADR_P2X","QADRSPLX","QADR_PLX","CRMPTYPE","CRMP_YPE","CRMCODE","CRMCODE_","QADPSPTX","QADP_PTX","QADTLRX","QADTLRX_","CRMCDB1","CRMCDB1_","CRMCDB2","CRMCDB2_","CRMCDB3","CRMCDB3_","CRMCDB4","CRMCDB4_","CRMCDB5","CRMCDB5_","CRMCDB6","CRMCDB6_","CRMCDB7","CRMCDB7_","CRMCDB8","CRMCDB8_","CRMCDB9","CRMCDB9_","CONTRACT","CONT_ACT","JLABOR1X","JLAB_R1X","JLABOR2X","JLAB_R2X","JLABOR3X","JLAB_R3X"
"20081",1818375,30,0,"1","220","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","405","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",50,"D",0,"D"
"20081",1818375,31,0,"1","220","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","505","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",150,"D",0,"D"
"20081",1818465,31,0,"1","130","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",6560,"D",0,"D",0,"D",0,"D","1","D","212","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1818465,32,0,"1","280","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","510","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",3150,"D",300,"D",0,"D"
"20081",1818495,69,0,"2","130","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","211","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",0,"D",600,"D"
"20081",1818575,13,0,"1","290","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","299","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",0,"D",2000,"D"
"20081",1818575,14,0,"1","260","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","299","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",1700,"D",0,"D",0,"D"
"20081",1818575,15,0,"1","300","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","599","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",4000,"D",0,"D",0,"D"
"20081",1818595,22,0,"1","300","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","599","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",1300,"D",0,"D"
"20081",1818595,23,0,"1","170","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","401","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1818785,16,0,"1","200","D","97","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",357,"T",0,"D",.,"A",.,"A",.,"A","4","D","403","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1818855,42,0,"1","130","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","218","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1818855,43,0,"1","220","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","405","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",0,"D",1900,"D"
"20081",1818855,44,0,"1","170","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","401","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1818925,13,0,"1","210","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","506","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1819065,19,0,"1","140","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",300,"D",.,"A",.,"A",.,"A","1","D","399","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1819125,25,0,"1","110","D","01","D","1","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","103","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",92750,"T",0,"D",0,"D"
"20081",1819205,16,0,"1","200","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","501","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",100,"D",0,"D"
"20081",1819315,15,0,"1","280","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","411","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",50,"D",0,"D"
"20081",1819315,16,0,"1","300","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","499","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",396,"D",0,"D"
"20081",1819435,16,0,"1","200","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","403","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",100,"D",0,"D"
"20081",1819475,17,0,"1","200","D","01","D","4","D","900","D","","A","","A","","A","","A","","A",.,"A",.,"A",1700,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","403","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",0,"D",0,"D"
"20081",1819495,16,0,"1","220","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","405","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","3","D",0,"D",1036,"D",0,"D"
"20081",1819635,16,0,"1","280","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",0,"D",0,"D",.,"A",.,"A",.,"A","1","D","511","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1819695,27,0,"1","300","D","97","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","4","D","599","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",0,"D",0,"D"
"20081",1819725,16,0,"1","300","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","299","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1819855,28,0,"1","280","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",200,"D",.,"A",.,"A",.,"A","1","D","511","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1820105,19,0,"1","140","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","399","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",0,"D",0,"D"
"20081",1820195,14,0,"1","190","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","499","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",0,"D",0,"D"
"20081",1820225,31,0,"1","130","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",11,"D",481,"D",.,"A",.,"A",.,"A","1","D","211","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",2000,"D",0,"D",0,"D"
"20081",1820275,72,0,"2","140","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","399","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",0,"D",2000,"D"
"20081",1820485,24,0,"1","200","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",50,"D",0,"D",.,"A",.,"A",.,"A","1","D","403","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1820695,22,0,"1","200","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","501","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",800,"D",0,"D",0,"D"
"20081",1820725,17,0,"1","170","D","99","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","5","D","401","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",14,"D",0,"D",0,"D"
"20081",1820795,46,0,"2","230","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","599","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",0,"D",250,"D"
"20081",1820905,43,0,"2","190","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","208","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",0,"D",925,"D"
"20081",1821055,14,0,"1","170","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","401","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1821105,54,0,"1","300","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","299","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1821165,15,0,"1","170","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","401","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1821165,16,0,"1","230","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","409","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1821375,16,0,"1","230","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","409","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",0,"D",0,"D"
"20081",1821545,56,0,"2","130","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","218","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",0,"D",2164,"D"
"20081",1821915,20,0,"1","240","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","599","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",1550,"D",0,"D"
"20081",1822005,17,0,"1","280","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",250,"D",0,"D",.,"A",.,"A",.,"A","1","D","511","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1822205,17,0,"1","310","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","599","D",.,"A",.,"A","280","D","170","D","200","D","230","D","","A","","A","","A","","A","","A","2","D",.,"H",.,"A",.,"A"
"20081",1822205,17,3,"1","200","D","","B","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","","B",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","B",2336,"D",.,"A",.,"A"
"20081",1822205,17,4,"1","230","D","","B","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","","B",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","B",9376,"T",.,"A",.,"A"
"20081",1822205,17,5,"1","280","D","","B","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","","B",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","","B",14719,"D",.,"A",.,"A"
"20081",1822335,28,0,"1","200","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","403","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",75,"D",0,"D",0,"D"
"20081",1822335,29,0,"1","300","D","01","D","4","D","180","D","","A","","A","","A","","A","","A",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",100,"D",0,"D",.,"A",.,"A",.,"A","1","D","499","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",0,"D",150,"D",0,"D"
"20081",1822355,25,0,"1","170","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",300,"D",.,"A",.,"A",.,"A","1","D","401","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1822355,26,0,"1","200","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",0,"D",0,"D",.,"A",.,"A",.,"A","1","D","501","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1822395,23,0,"1","310","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","401","D",.,"A",.,"A","180","D","300","D","230","D","170","D","","A","","A","","A","","A","","A","2","D",.,"A",.,"A",.,"A"
"20081",1822415,27,0,"1","220","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","405","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1822555,27,0,"1","140","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","399","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1822655,16,0,"1","150","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","307","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","2","D",2000,"D",0,"D",0,"D"
"20081",1822785,20,0,"1","210","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","506","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1822855,14,0,"1","300","D","01","D","4","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A","1","D","499","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1823025,16,0,"1","140","D","01","D","2","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","1","D","399","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
"20081",1823095,13,0,"1","280","D","01","D","3","D","","A","","A","","A","","A","","A","","A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",54,"D",.,"A",.,"A",.,"A","1","D","511","D",.,"A",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A","1","D",.,"A",.,"A",.,"A"
