"NEWID","CUID","RBTMO","RBTMO_","RBTAMT","RBTAMT_","CHCKEFT","CHCKEFT_","HOWUSED","HOWUSED_","USDINTMO","USDINTYR"
1884764,188476,"06","D",600,"D","1","D","3","D","11","2008"
1884774,188477,"06","D",1200,"D","1","D","3","D","09","2008"
1884774,188477,"06","D",1200,"D","1","D","3","D","09","2008"
1884784,188478,"06","D",456,"D","1","D","1","D","12","2008"
1884794,188479,"05","D",1500,"D","1","D",,"A","08","2008"
1884804,188480,"06","D",1200,"D","2","D",,"C","11","2008"
1884804,188480,"06","D",600,"D","2","D",,"C","11","2008"
1884874,188487,"05","D",1200,"D","2","D",,"A","07","2008"
1884884,188488,"06","D",600,"D","1","D","3","D","10","2008"
1884934,188493,"07","D",600,"D","1","D","3","D","12","2008"
1884974,188497,"06","D",900,"D","1","D","3","D","10","2008"
1884974,188497,"06","D",600,"D","1","D","3","D","10","2008"
1884985,188498,"05","D",1200,"D","2","D","2","D","08","2008"
1885015,188501,"07","D",1200,"D","1","D","2","D","10","2008"
1885075,188507,"05","D",1300,"D","1","D","2","D","07","2008"
1885085,188508,"06","D",1200,"D","1","D","3","D","09","2008"
1885094,188509,"06","D",495,"D","1","D","3","D","09","2008"
1885114,188511,"06","D",700,"D","1","D","3","D","10","2008"
1885124,188512,"06","D",1200,"D","1","D","3","D","12","2008"
1885133,188513,"05","D",600,"D","1","D","3","D","09","2008"
1885154,188515,"05","D",600,"D","2","D",,"A","07","2008"
1885184,188518,"04","D",1500,"D","2","D","3","D","10","2008"
1885214,188521,"05","D",1200,"D","2","D","3","D","10","2008"
1885234,188523,"05","D",600,"D","1","D","3","D","10","2008"
1885234,188523,"05","D",600,"D","1","D","3","D","10","2008"
1885244,188524,"06","D",300,"D","1","D","3","D","10","2008"
1885254,188525,"05","D",600,"D","1","D","3","D","10","2008"
1885263,188526,"05","D",1500,"D","2","D","3","D","09","2008"
1885274,188527,"05","D",2100,"D","1","D","3","D","11","2008"
1885285,188528,"05","D",600,"D","1","D","1","D","06","2008"
1885304,188530,"07","D",600,"D","1","D","3","D","11","2008"
1885324,188532,"05","D",1800,"D","1","D",,"A","08","2008"
1885344,188534,"06","D",300,"D","1","D","3","D","11","2008"
1885374,188537,"05","D",1500,"D","2","D","1","D","10","2008"
1885383,188538,"05","D",900,"D","2","D","1","D","09","2008"
1885394,188539,"06","D",1200,"D","1","D",,"A","07","2008"
1885454,188545,"06","D",1200,"D","1","D","1","D","11","2008"
1885475,188547,"08","D",600,"D","1","D","1","D","10","2008"
1885484,188548,"05","D",1200,"D","2","D","3","D","10","2008"
1885494,188549,"06","D",600,"D","2","D","1","D","11","2008"
1885504,188550,"06","D",600,"D","2","D","3","D","11","2008"
1885515,188551,"07","D",1200,"D","1","D","1","D","10","2008"
1885524,188552,"06","D",300,"D","1","D","3","D","11","2008"
1885524,188552,"06","D",300,"D","1","D","3","D","11","2008"
1885544,188554,"04","D",300,"D","2","D","2","D","10","2008"
1885574,188557,"05","D",600,"D","2","D","3","D","11","2008"
1885603,188560,"04","D",1800,"D","1","D",,"A","06","2008"
1885614,188561,"06","D",600,"D","1","D","3","D","11","2008"
1885624,188562,"06","D",1200,"D","1","D","1","D","11","2008"
1885644,188564,"05","D",600,"D","2","D","2","D","10","2008"
1885644,188564,"05","D",600,"D","2","D","2","D","10","2008"
1885644,188564,"05","D",300,"D","2","D","2","D","10","2008"
1885644,188564,"05","D",300,"D","2","D","2","D","10","2008"
1885654,188565,"06","D",1800,"D","1","D",,"A","08","2008"
1885664,188566,"07","D",300,"D","1","D","1","D","12","2008"
1885674,188567,"06","D",600,"D","1","D","3","D","11","2008"
1885694,188569,"05","D",1500,"D","2","D","3","D","11","2008"
1885704,188570,"06","D",1800,"D","1","D","3","D","09","2008"
1885713,188571,"05","D",600,"D","1","D","3","D","09","2008"
1885734,188573,"07","D",1200,"D","1","D","1","D","12","2008"
1885774,188577,"06","D",1200,"D","1","D","3","D","11","2008"
1885784,188578,"06","D",300,"D","2","D","1","D","12","2008"
1885804,188580,"06","D",600,"D","1","D","1","D","11","2008"
1885834,188583,"06","D",1200,"D","1","D","1","D","09","2008"
1885864,188586,"06","D",300,"D","1","D","3","D","12","2008"
1885874,188587,"06","D",600,"D","2","D","2","D","11","2008"
1885903,188590,"05","D",600,"D","2","D",,"A","06","2008"
1885924,188592,"06","D",1800,"D","2","D","3","D","11","2008"
1885934,188593,"05","D",1500,"D","2","D","1","D","09","2008"
1885964,188596,"05","D",600,"D","1","D","3","D","09","2008"
1885984,188598,"06","D",300,"D","1","D",,"A","07","2008"
1886004,188600,"06","D",600,"D","1","D","1","D","11","2008"
1886014,188601,"05","D",600,"D","2","D","2","D","10","2008"
1886024,188602,"06","D",1200,"D","2","D","1","D","10","2008"
1886035,188603,"11","D",300,"D",,"C","2","D","12","2008"
1886044,188604,"06","D",1200,"D","2","D","2","D","11","2008"
1886055,188605,"05","D",1300,"D","1","D","2","D","07","2008"
1886064,188606,"05","D",600,"D","2","D","2","D","10","2008"
1886065,188606,"08","D",600,"D",,"C","2","D","10","2008"
1886084,188608,"06","D",1200,"D","1","D","3","D","12","2008"
1886095,188609,"05","D",1500,"D","2","D",,"C","06","2008"
1886105,188610,"05","D",600,"D","1","D","3","D","07","2008"
1886114,188611,"07","D",1200,"D","2","D","1","D","11","2008"
1886134,188613,"06","D",900,"D","2","D","3","D","10","2008"
1886144,188614,"05","D",1200,"D","1","D","2","D","10","2008"
1886164,188616,"05","D",1800,"D","2","D","1","D","11","2008"
1886174,188617,"06","D",2100,"D","1","D","1","D","12","2008"
1886184,188618,"06","D",1200,"D","1","D","1","D","12","2008"
1886194,188619,"04","D",1800,"D","2","D","3","D","10","2008"
1886244,188624,"06","D",1500,"D","1","D","1","D","12","2008"
1886264,188626,"06","D",300,"D","1","D","1","D","11","2008"
1886274,188627,"06","D",900,"D","1","D","3","D","11","2008"
1886294,188629,"06","D",300,"D","1","D","3","D","10","2008"
1886303,188630,"04","D",1800,"D","2","D","3","D","09","2008"
1886314,188631,"06","D",1200,"D","1","D","3","D","11","2008"
1886314,188631,"05","D",900,"D","2","D","3","D","11","2008"
1886343,188634,"05","D",1200,"D","2","D","2","D","09","2008"
1886354,188635,"06","D",900,"D","1","D","1","D","09","2008"
1886354,188635,"06","D",900,"D","1","D","1","D","09","2008"
1886384,188638,"04","D",600,"D","2","D","3","D","10","2008"
1886384,188638,"04","D",300,"D","2","D","3","D","10","2008"
1886384,188638,"04","D",300,"D","2","D","3","D","10","2008"
1886384,188638,"04","D",300,"D","2","D","3","D","10","2008"
1886384,188638,"06","D",600,"D","1","D","3","D","10","2008"
1886393,188639,"05","D",2400,"D","2","D","1","D","09","2008"
1886404,188640,"04","D",300,"D","2","D",,"C","10","2008"
1886415,188641,"08","D",600,"D","1","D",,"C","10","2008"
1886424,188642,"06","D",1200,"D","2","D",,"C","10","2008"
1886434,188643,"07","D",1200,"D","1","D","2","D","12","2008"
1886484,188648,"06","D",300,"D","1","D","3","D","11","2008"
1886524,188652,"05","D",600,"D","1","D","2","D","11","2008"
1886544,188654,"05","D",1800,"D","2","D","3","D","10","2008"
1886554,188655,"06","D",900,"D","1","D","1","D","11","2008"
1886563,188656,"05","D",600,"D","1","D","2","D","09","2008"
1886584,188658,"06","D",1200,"D","1","D","1","D","11","2008"
1886624,188662,"07","D",300,"D","1","D","3","D","11","2008"
1886664,188666,"06","D",600,"D","1","D","3","D","12","2008"
1886684,188668,"05","D",1200,"D","1","D","3","D","10","2008"
1886694,188669,"07","D",2100,"D","1","D","3","D","12","2008"
1886723,188672,"05","D",300,"D","1","D","3","D","09","2008"
1886734,188673,"05","D",600,"D","2","D","1","D","10","2008"
1886744,188674,"06","D",600,"D","1","D","1","D","10","2008"
1886764,188676,"06","D",600,"D","1","D","1","D","11","2008"
1886774,188677,"06","D",1200,"D","1","D","3","D","12","2008"
1886783,188678,"04","D",80,"D","1","D","1","D","09","2008"
1886814,188681,"06","D",2100,"D","1","D","3","D","11","2008"
1886844,188684,"06","D",150,"D","1","D","3","D","12","2008"
1886853,188685,"05","D",1200,"D","2","D","3","D","09","2008"
1886864,188686,"04","D",3000,"D",,"C","2","D","10","2008"
1886894,188689,"06","D",900,"D","1","D","1","D","11","2008"
1886904,188690,"06","D",1200,"D","2","D","3","D","11","2008"
1886915,188691,"05","D",1500,"D","1","D","3","D","07","2008"
1886924,188692,"05","D",600,"D","2","D","2","D","10","2008"
1886954,188695,"05","D",1500,"D","2","D","1","D","10","2008"
1886974,188697,"06","D",1200,"D","1","D","1","D","10","2008"
1886974,188697,"06","D",600,"D","1","D","1","D","10","2008"
1886983,188698,"05","D",1500,"D","2","D",,"A","06","2008"
1886994,188699,"05","D",600,"D","1","D","3","D","10","2008"
1886995,188699,"07","D",600,"D","2","D","3","D","10","2008"
1886995,188699,"07","D",1,"D","2","D","3","D","10","2008"
1887003,188700,"05","D",1200,"D","2","D","1","D","09","2008"
1887023,188702,"05","D",600,"D","1","D","3","D","09","2008"
1887045,188704,"06","D",600,"D","1","D","2","D","08","2008"
1887064,188706,"06","D",1800,"D","2","D","3","D","11","2008"
1887085,188708,"07","D",600,"D","1","D","3","D","10","2008"
1887114,188711,"07","D",833,"D","1","D","3","D","11","2008"
1887125,188712,"05","D",1500,"D","2","D","2","D","07","2008"
1887144,188714,"07","D",300,"D","1","D","3","D","12","2008"
1887154,188715,"07","D",600,"D","2","D","3","D","12","2008"
1887164,188716,"06","D",600,"D","2","D","3","D","10","2008"
1887174,188717,"06","D",600,"D","1","D","3","D","11","2008"
1887194,188719,"06","D",1800,"D","1","D","3","D","12","2008"
1887204,188720,"07","D",900,"D","1","D","2","D","12","2008"
1887234,188723,"04","D",1500,"D","2","D","3","D","10","2008"
1887244,188724,"05","D",600,"D","1","D","1","D","10","2008"
1887254,188725,"07","D",600,"D","1","D","3","D","12","2008"
1887274,188727,"07","D",600,"D","1","D","3","D","12","2008"
1887293,188729,"04","D",434,"D","1","D","2","D","09","2008"
1887324,188732,"05","D",900,"D","2","D",,"A","08","2008"
1887334,188733,"05","D",600,"D","2","D","1","D","09","2008"
1887365,188736,"08","D",600,"D","2","D","1","D","11","2008"
1887374,188737,"05","D",250,"D","1","D","3","D","10","2008"
1887414,188741,"04","D",1200,"D","1","D","3","D","10","2008"
1887424,188742,"05","D",1500,"D","1","D","3","D","09","2008"
1887495,188749,"08","D",300,"D","2","D","3","D","11","2008"
1887514,188751,"07","D",1200,"D","1","D","3","D","11","2008"
1887524,188752,"06","D",300,"D","2","D","3","D","09","2008"
1887535,188753,"09","D",600,"D","2","D","2","D","11","2008"
1887544,188754,"07","D",300,"D","1","D","1","D","12","2008"
1887644,188764,"06","D",600,"D","1","D","3","D","12","2008"
1887674,188767,"06","D",2100,"D","1","D","3","D","12","2008"
1887694,188769,"05","D",600,"D","1","D","3","D","11","2008"
1887704,188770,"05","D",1800,"D","2","D","1","D","11","2008"
1887764,188776,"06","D",600,"D","2","D",,"A","07","2008"
1887785,188778,"07","D",1200,"D","1","D","3","D","08","2008"
1887793,188779,"05","D",1500,"D","2","D","1","D","09","2008"
1887804,188780,"07","D",600,"D","1","D","3","D","12","2008"
1887834,188783,"06","D",1200,"D","2","D","3","D","10","2008"
1887845,188784,"06","D",750,"D","1","D","3","D","09","2008"
1887845,188784,"06","D",750,"D","1","D","3","D","09","2008"
1887893,188789,"04","D",1800,"D",,"C","3","D","09","2008"
1887894,188789,"06","D",1200,"D","1","D","3","D","09","2008"
1887894,188789,"08","D",600,"D","1","D","3","D","09","2008"
1887894,188789,"07","D",600,"D","1","D","3","D","09","2008"
1887923,188792,"05","D",600,"D","2","D","2","D","09","2008"
1887945,188794,"04","D",600,"D",,"C",,"C","06","2008"
1888005,188800,"09","D",300,"D","1","D","3","D","12","2008"
1888024,188802,"05","D",300,"D","2","D","3","D","11","2008"
1888024,188802,"05","D",300,"D","2","D","3","D","11","2008"
1888044,188804,"06","D",1200,"D","1","D","3","D","09","2008"
1888064,188806,"07","D",600,"D","1","D","3","D","12","2008"
1888084,188808,"07","D",300,"D","1","D","2","D","11","2008"
1888144,188814,"06","D",1500,"D","1","D","3","D","09","2008"
1888164,188816,"06","D",600,"D","1","D","3","D","10","2008"
1888164,188816,"06","D",600,"D","1","D","3","D","10","2008"
1888174,188817,"05","D",835,"D","2","D",,"A","06","2008"
1888184,188818,"06","D",600,"D","2","D","1","D","11","2008"
1888195,188819,"10","D",1200,"D","1","D","3","D","12","2008"
1888214,188821,"06","D",1200,"D","1","D","1","D","12","2008"
1888234,188823,"06","D",300,"D","1","D","1","D","12","2008"
1888253,188825,"05","D",1200,"D","1","D",,"A","06","2008"
1888283,188828,"05","D",1500,"D","1","D","1","D","09","2008"
1888344,188834,"06","D",900,"D","1","D","1","D","11","2008"
1888364,188836,"06","D",600,"D","1","D","1","D","11","2008"
1888384,188838,"07","D",600,"D","2","D","1","D","12","2008"
1888404,188840,"06","D",1200,"D","1","D","3","D","11","2008"
1888474,188847,"07","D",1200,"D","1","D","2","D","12","2008"
1888504,188850,"05","D",600,"D","2","D","2","D","10","2008"
1888504,188850,"05","D",600,"D","2","D","2","D","10","2008"
1888514,188851,"06","D",600,"D","1","D","3","D","11","2008"
1888524,188852,"08","D",2400,"D",,"C","1","D","12","2008"
1888535,188853,"09","D",600,"D","1","D","1","D","10","2008"
1888544,188854,"06","D",600,"D","1","D","3","D","11","2008"
1888574,188857,"06","D",600,"D","1","D","3","D","12","2008"
1888605,188860,"07","D",900,"D","1","D","3","D","10","2008"
1888614,188861,"06","D",300,"D","2","D","2","D","12","2008"
1888625,188862,"08","D",1600,"D","1","D","3","D","08","2008"
1888644,188864,"05","D",600,"D","2","D","3","D","10","2008"
1888644,188864,"05","D",600,"D","2","D","3","D","10","2008"
1888655,188865,"06","D",900,"D","2","D","3","D","09","2008"
1888664,188866,"06","D",300,"D","1","D","3","D","11","2008"
1888664,188866,"06","D",1200,"D","1","D","3","D","11","2008"
1888673,188867,"05","D",300,"D","1","D","3","D","09","2008"
1888674,188867,"06","D",400,"D","1","D","3","D","09","2008"
1888684,188868,"06","D",600,"D","1","D","2","D","10","2008"
1888694,188869,"06","D",600,"D","1","D",,"C","11","2008"
1888694,188869,"05","D",600,"D","1","D",,"C","11","2008"
1888703,188870,"05","D",1200,"D","1","D","3","D","09","2008"
1888724,188872,"05","D",600,"D","2","D","1","D","10","2008"
1888724,188872,"06","D",300,"D","1","D","1","D","10","2008"
1888764,188876,"07","D",463,"D","1","D","3","D","11","2008"
1888794,188879,"05","D",600,"D","2","D",,"A","06","2008"
1888814,188881,"06","D",1200,"D","2","D","1","D","10","2008"
1888824,188882,"06","D",600,"D","1","D","2","D","12","2008"
1888825,188882,"11","D",600,"D","1","D","2","D","12","2008"
1888854,188885,"05","D",600,"D","2","D","1","D","11","2008"
1888865,188886,"06","D",600,"D","1","D","2","D","08","2008"
1888884,188888,"05","D",600,"D","1","D","3","D","11","2008"
1888895,188889,"05","D",1200,"D","2","D","1","D","07","2008"
1888944,188894,"06","D",1200,"D","1","D","2","D","10","2008"
1888954,188895,"06","D",300,"D","2","D","2","D","10","2008"
1888974,188897,"05","D",1200,"D","1","D","3","D","11","2008"
1888984,188898,"06","D",300,"D","1","D","2","D","10","2008"
1888984,188898,"06","D",300,"D","1","D","2","D","10","2008"
1888993,188899,"05","D",2100,"D","2","D","2","D","09","2008"
1889014,188901,"06","D",1200,"D","1","D","3","D","09","2008"
1889024,188902,"06","D",1200,"D","1","D","1","D","11","2008"
1889064,188906,"06","D",900,"D","1","D","3","D","11","2008"
1889074,188907,"06","D",600,"D","2","D",,"A","08","2008"
1889094,188909,"05","D",600,"D","1","D","1","D","11","2008"
1889114,188911,"06","D",1200,"D","1","D","3","D","10","2008"
1889134,188913,"05","D",600,"D","2","D","1","D","10","2008"
1889154,188915,"05","D",600,"D","2","D","3","D","10","2008"
1889165,188916,"07","D",1800,"D","1","D","2","D","10","2008"
1889184,188918,"06","D",600,"D","2","D","1","D","10","2008"
1889184,188918,"05","D",600,"D","2","D","1","D","10","2008"
1889194,188919,"07","D",600,"D","1","D","1","D","11","2008"
1889204,188920,"07","D",600,"D","1","D","3","D","12","2008"
1889214,188921,"06","D",600,"D","1","D","1","D","12","2008"
1889224,188922,"05","D",1200,"D","1","D","1","D","10","2008"
1889234,188923,"06","D",600,"D","1","D","3","D","10","2008"
1889245,188924,"07","D",1553,"D","1","D","3","D","10","2008"
1889265,188926,"09","D",708,"D","2","D","3","D","10","2008"
1889274,188927,"06","D",1200,"D","1","D","3","D","10","2008"
1889284,188928,"06","D",1200,"D","1","D","3","D","10","2008"
1889324,188932,"06","D",1200,"D",,"C","3","D","12","2008"
1889344,188934,"05","D",300,"D","1","D","3","D","10","2008"
1889354,188935,"05","D",600,"D","1","D","3","D","11","2008"
1889365,188936,"07","D",600,"D","1","D","3","D","08","2008"
1889365,188936,"06","D",600,"D","1","D","3","D","08","2008"
1889373,188937,"05","D",600,"D","2","D","1","D","09","2008"
1889384,188938,"07","D",600,"D","1","D","3","D","12","2008"
1889424,188942,"06","D",300,"D","1","D","1","D","12","2008"
1889434,188943,"05","D",600,"D","2","D","1","D","11","2008"
1889464,188946,"07","D",300,"D","1","D","3","D","11","2008"
1889474,188947,"05","D",600,"D","2","D","3","D","10","2008"
1889475,188947,"08","D",600,"D","2","D","3","D","10","2008"
1889493,188949,"05","D",600,"D","2","D","3","D","09","2008"
1889514,188951,"05","D",1200,"D","2","D","3","D","10","2008"
1889544,188954,"06","D",2000,"D","2","D","2","D","09","2008"
1889553,188955,"05","D",50,"D","2","D","3","D","09","2008"
1889595,188959,"06","D",1500,"D","1","D","3","D","09","2008"
1889604,188960,"06","D",300,"D","1","D","1","D","10","2008"
1889614,188961,"05","D",900,"D","2","D",,"A","08","2008"
1889614,188961,"06","D",900,"D","1","D",,"A","08","2008"
1889625,188962,"05","D",1200,"D","2","D","2","D","06","2008"
1889635,188963,"11","D",300,"D","2","D","1","D","12","2008"
1889635,188963,"11","D",300,"D","2","D","1","D","12","2008"
1889665,188966,"05","D",1200,"D","1","D","1","D","06","2008"
1889694,188969,"05","D",7,"D","2","D","1","D","11","2008"
1889704,188970,"06","D",1200,"D","2","D","2","D","10","2008"
1889744,188974,"05","D",601,"D","2","D","3","D","10","2008"
1889773,188977,"05","D",600,"D","2","D","3","D","09","2008"
1889803,188980,"04","D",300,"D","1","D",,"A","06","2008"
1889814,188981,"05","D",600,"D","2","D","3","D","11","2008"
1889814,188981,"05","D",600,"D","2","D","3","D","11","2008"
1889814,188981,"05","D",300,"D","2","D","3","D","11","2008"
1889814,188981,"05","D",300,"D","2","D","3","D","11","2008"
1889824,188982,"06","D",1200,"D","1","D","3","D","11","2008"
1889864,188986,"05","D",1400,"D","2","D","3","D","11","2008"
1889874,188987,"05","D",600,"D",,"C","1","D","10","2008"
1889894,188989,"05","D",600,"D","2","D","3","D","11","2008"
1889894,188989,"05","D",600,"D","2","D","3","D","11","2008"
1889923,188992,"05","D",600,"D","1","D","2","D","09","2008"
1889923,188992,"04","D",600,"D","1","D","2","D","09","2008"
1889935,188993,"06","D",600,"D","1","D","1","D","08","2008"
1889944,188994,"05","D",600,"D","2","D",,"C","11","2008"
1889975,188997,"06","D",1800,"D","1","D","3","D","07","2008"
1889993,188999,"05","D",1200,"D","1","D","2","D","09","2008"
1890015,189001,"07","D",1200,"D","1","D","3","D","10","2008"
1890025,189002,"08","D",600,"D","1","D","1","D","11","2008"
1890034,189003,"05","D",600,"D","2","D","2","D","11","2008"
1890044,189004,"05","D",600,"D","2","D",,"A","07","2008"
1890063,189006,"05","D",1200,"D","2","D","2","D","09","2008"
1890084,189008,"05","D",600,"D","1","D","1","D","10","2008"
1890084,189008,"05","D",600,"D","1","D","1","D","10","2008"
1890094,189009,"05","D",900,"D","2","D","3","D","10","2008"
1890165,189016,"07","D",900,"D","1","D","3","D","10","2008"
1890173,189017,"04","D",300,"D","2","D","3","D","09","2008"
1890184,189018,"06","D",600,"D","2","D","3","D","10","2008"
1890204,189020,"06","D",600,"D","1","D","3","D","11","2008"
1890224,189022,"06","D",1200,"D","1","D","3","D","11","2008"
1890244,189024,"06","D",600,"D","1","D","1","D","11","2008"
1890294,189029,"05","D",600,"D","2","D","3","D","10","2008"
1890304,189030,"06","D",1500,"D","1","D","3","D","10","2008"
1890314,189031,"06","D",600,"D","1","D","3","D","12","2008"
1890325,189032,"06","D",1500,"D","1","D","3","D","07","2008"
1890345,189034,"05","D",600,"D","1","D","1","D","07","2008"
1890353,189035,"05","D",600,"D","1","D","2","D","09","2008"
1890424,189042,"06","D",300,"D","1","D","3","D","11","2008"
1890424,189042,"06","D",300,"D","1","D","3","D","11","2008"
1890445,189044,"07","D",600,"D","1","D","2","D","10","2008"
1890474,189047,"06","D",1200,"D","1","D","1","D","11","2008"
1890474,189047,"07","D",300,"D","1","D","1","D","11","2008"
1890524,189052,"06","D",900,"D","2","D","3","D","10","2008"
1890564,189056,"07","D",219,"D","1","D","3","D","11","2008"
1890594,189059,"07","D",1200,"D",,"C",,"C","11","2008"
1890604,189060,"05","D",588,"D","2","D","3","D","10","2008"
1890605,189060,"07","D",600,"D","1","D","3","D","10","2008"
1890624,189062,"06","D",1200,"D","1","D","2","D","11","2008"
1890714,189071,"06","D",1600,"D","1","D","3","D","09","2008"
1890714,189071,"06","D",1200,"D","1","D","3","D","09","2008"
1890795,189079,"05","D",1800,"D",,"C",,"C","07","2008"
1890805,189080,"05","D",900,"D","1","D",,"C","06","2008"
1890824,189082,"06","D",1200,"D",,"C",,"C","10","2008"
1890853,189085,"05","D",300,"D","1","D","2","D","09","2008"
1890944,189094,"05","D",2100,"D","2","D","3","D","10","2008"
1890955,189095,"07","D",1200,"D","1","D","3","D","09","2008"
1890963,189096,"04","D",480,"D","2","D","3","D","09","2008"
1890994,189099,"06","D",600,"D","1","D",,"A","08","2008"
1891043,189104,"05","D",300,"D","2","D","1","D","09","2008"
1891105,189110,"06","D",600,"D","2","D","3","D","08","2008"
1891114,189111,"06","D",1200,"D","1","D","3","D","11","2008"
1891124,189112,"05","D",600,"D","2","D","3","D","11","2008"
1891173,189117,"05","D",600,"D","2","D","2","D","09","2008"
1891185,189118,"07","D",300,"D","1","D","2","D","10","2008"
1891194,189119,"05","D",600,"D","2","D","2","D","11","2008"
1891234,189123,"08","D",1200,"D","2","D","1","D","12","2008"
1891244,189124,"06","D",300,"D","1","D","1","D","10","2008"
1891265,189126,"07","D",600,"D","1","D","3","D","10","2008"
1891274,189127,"06","D",900,"D","1","D","3","D","09","2008"
1891294,189129,"04","D",300,"D","1","D","1","D","10","2008"
1891294,189129,"04","D",300,"D","1","D","1","D","10","2008"
1891294,189129,"04","D",600,"D","2","D","1","D","10","2008"
1891294,189129,"04","D",600,"D","2","D","1","D","10","2008"
1891295,189129,"07","D",300,"D","1","D","1","D","10","2008"
1891354,189135,"06","D",1200,"D","1","D",,"C","10","2008"
1891374,189137,"04","D",300,"D","2","D","3","D","10","2008"
1891393,189139,"05","D",1800,"D","2","D","1","D","12","2008"
1891414,189141,"06","D",600,"D","2","D","3","D","09","2008"
1891424,189142,"06","D",600,"D","2","D","2","D","10","2008"
1891425,189142,"07","D",600,"D","2","D","2","D","10","2008"
1891433,189143,"04","D",300,"D","2","D",,"A","06","2008"
1891463,189146,"05","D",1200,"D","2","D","3","D","09","2008"
1891463,189146,"05","D",600,"D","1","D","3","D","09","2008"
1891474,189147,"05","D",600,"D","1","D","3","D","10","2008"
1891504,189150,"07","D",250,"D","1","D","1","D","12","2008"
1891554,189155,"07","D",300,"D","2","D","2","D","11","2008"
1891585,189158,"07","D",1200,"D","1","D","2","D","10","2008"
1891593,189159,"04","D",3600,"D","1","D","3","D","09","2008"
1891613,189161,"05","D",800,"D","2","D","1","D","09","2008"
1891625,189162,"06","D",600,"D","2","D","3","D","07","2008"
1891645,189164,"08","D",300,"D","1","D","3","D","10","2008"
1891654,189165,"07","D",300,"D","1","D","1","D","11","2008"
1891675,189167,"08","D",600,"D","1","D","3","D","10","2008"
1891705,189170,"07","D",1200,"D","1","D","3","D","10","2008"
1891713,189171,"05","D",900,"D","2","D","3","D","09","2008"
1891725,189172,"07","D",1200,"D","1","D","1","D","10","2008"
1891743,189174,"05","D",600,"D","2","D","1","D","09","2008"
1891754,189175,"06","D",600,"D","2","D","3","D","12","2008"
1891764,189176,"06","D",940,"D","1","D","1","D","10","2008"
1891784,189178,"05","D",1200,"D","1","D",,"A","08","2008"
1891794,189179,"06","D",1200,"D","1","D","1","D","12","2008"
1891823,189182,"05","D",600,"D","1","D",,"A","06","2008"
1891834,189183,"05","D",600,"D","2","D","3","D","10","2008"
1891834,189183,"05","D",300,"D","2","D","3","D","10","2008"
1891834,189183,"05","D",300,"D","2","D","3","D","10","2008"
1891855,189185,"06","D",63,"D","1","D","1","D","08","2008"
1891864,189186,"06","D",600,"D","2","D","3","D","12","2008"
1891875,189187,"10","D",1200,"D","1","D","1","D","11","2008"
1891904,189190,"05","D",2400,"D","2","D","3","D","10","2008"
1891954,189195,"06","D",600,"D","1","D","1","D","09","2008"
1891964,189196,"06","D",800,"D","1","D","2","D","11","2008"
1891983,189198,"05","D",300,"D","2","D","1","D","09","2008"
1892014,189201,"05","D",300,"D","2","D","1","D","10","2008"
1892044,189204,"07","D",600,"D",,"C","2","D","11","2008"
1892054,189205,"05","D",600,"D","2","D","1","D","11","2008"
1892065,189206,"05","D",600,"D","1","D","1","D","08","2008"
1892134,189213,"06","D",300,"D","2","D",,"C","11","2008"
1892174,189217,"07","D",300,"D","2","D","1","D","12","2008"
1892185,189218,"07","D",1200,"D","2","D","2","D","10","2008"
1892203,189220,"05","D",600,"D","2","D","1","D","09","2008"
1892225,189222,"11","D",900,"D","1","D","3","D","12","2008"
1892235,189223,"07","D",1200,"D","1","D","3","D","07","2008"
1892244,189224,"07","D",600,"D","1","D","1","D","11","2008"
1892264,189226,"06","D",600,"D","1","D","1","D","10","2008"
1892275,189227,"07","D",300,"D","1","D","3","D","10","2008"
1892275,189227,"07","D",300,"D","1","D","3","D","10","2008"
1892275,189227,"07","D",2400,"D","1","D","3","D","10","2008"
1892305,189230,"05","D",1500,"D","2","D","3","D","06","2008"
1892314,189231,"06","D",1200,"D","1","D","3","D","10","2008"
1892335,189233,"09","D",300,"D","1","D","3","D","10","2008"
1892344,189234,"06","D",600,"D","1","D","1","D","09","2008"
1892354,189235,"05","D",1500,"D","2","D","3","D","11","2008"
1892363,189236,"05","D",600,"D","1","D","3","D","09","2008"
1892364,189236,"06","D",600,"D","1","D","3","D","09","2008"
1892395,189239,"08","D",600,"D","2","D","3","D","11","2008"
1892404,189240,"06","D",600,"D","2","D","3","D","11","2008"
1892414,189241,"06","D",1200,"D","1","D","3","D","11","2008"
1892454,189245,"06","D",600,"D","1","D",,"A","08","2008"
1892524,189252,"05","D",600,"D","2","D","3","D","11","2008"
1892544,189254,"05","D",600,"D","2","D","1","D","11","2008"
1892574,189257,"06","D",600,"D","1","D","3","D","09","2008"
1892585,189258,"05","D",1500,"D","2","D","1","D","08","2008"
1892594,189259,"06","D",1200,"D","1","D","1","D","11","2008"
1892614,189261,"06","D",300,"D","1","D","1","D","10","2008"
1892624,189262,"06","D",1200,"D","1","D","3","D","10","2008"
1892644,189264,"06","D",600,"D","2","D","3","D","10","2008"
1892654,189265,"06","D",300,"D","1","D","3","D","10","2008"
1892664,189266,"05","D",1200,"D","1","D","3","D","10","2008"
1892684,189268,"05","D",1800,"D",,"C","3","D","10","2008"
1892724,189272,"06","D",1200,"D","1","D","1","D","10","2008"
1892734,189273,"06","D",600,"D","2","D","1","D","11","2008"
