"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","NUMLOC","NUMLOC_","LOCLODGX","LOCL_DGX","ALCMEALX","ALCM_ALX","ALCGROCX","ALCG_OCX","LOCADMSX","LOCA_MSX","FOODLCDL","FOOD_CDL","LODGLCDL","LODG_CDL","ENTRLCDL","ENTR_CDL","ELSELCDL","ELSE_CDL","QLCMLAX","QLCMLAX_","QLCGLAX","QLCGLAX_"
"20081",1856704,34,0,"1",2,"D",100,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",80,"D",.,"A"
"20081",1858284,77,0,"1",1,"D",87,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20081",1859095,60,0,"1",2,"D",60,"D",100,"D",.,"A",.,"A","","A","","A","","A","","A",100,"D",.,"A"
"20081",1859154,40,0,"1",2,"D",122,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",50,"D",.,"A"
"20081",1860264,62,0,"1",1,"D",229,"G",.,"A",.,"A",71,"G","2","D","1","D","1","D","2","D",.,"A",.,"A"
"20081",1862023,85,0,"1",1,"D",.,"A",.,"A",.,"A",.,"A","","A","","A","","A","","A",8,"D",.,"A"
"20081",1863573,92,0,"1",1,"D",129,"D",50,"D",.,"A",.,"A","","A","","A","","A","","A",0,"D",.,"A"
"20081",1868933,58,0,"1",2,"D",170,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",120,"D",25,"D"
"20081",1870203,59,0,"1",2,"D",220,"F",.,"A",.,"A",.,"A","","A","","A","","A","","A",40,"D",.,"A"
"20081",1871873,109,0,"1",1,"D",127,"D",.,"A",10,"D",.,"A","","A","","A","","A","","A",.,"A",2,"D"
"20081",1872233,74,0,"1",1,"D",.,"A",.,"A",.,"A",.,"A","","A","","A","","A","","A",10,"D",10,"D"
"20081",1873893,31,0,"1",2,"D",204,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20081",1874593,54,0,"1",2,"D",1,"G",.,"A",.,"A",.,"A","1","D","1","D","1","D","2","D",2,"G",.,"A"
"20081",1878153,52,0,"1",1,"D",150,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",30,"D",.,"A"
"20081",1880265,31,0,"1",1,"D",80,"D",.,"A",.,"A",30,"D","","A","","A","","A","","A",60,"D",.,"A"
"20081",1880473,74,0,"1",3,"D",225,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",100,"D",30,"D"
"20081",1881223,46,0,"1",1,"D",60,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",5,"D",.,"A"
"20081",1881653,64,0,"1",1,"D",450,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20081",1882413,117,0,"1",1,"D",125,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",110,"D",.,"A"
"20081",1885432,31,0,"1",5,"D",.,"A",15,"D",.,"A",5,"D","","A","","A","","A","","A",65,"D",.,"A"
"20081",1886332,73,0,"1",6,"D",2452,"D",.,"A",.,"A",500,"D","","A","","A","","A","","A",1500,"D",.,"A"
"20081",1886412,34,0,"1",6,"D",260,"D",30,"D",.,"A",.,"A","","A","","A","","A","","A",170,"D",.,"A"
"20081",1886682,57,0,"1",2,"D",720,"G",14,"G",4,"G",6,"G","","A","","A","","A","","A",68,"G",6,"G"
"20081",1887592,85,0,"1",2,"D",198,"D",7,"D",.,"A",.,"A","","A","","A","","A","","A",53,"D",.,"A"
"20081",1887672,88,0,"1",7,"D",199,"G",.,"A",.,"A",.,"A","2","D","1","D","2","D","2","D",50,"D",35,"D"
"20081",1888394,30,0,"1",1,"D",77,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20081",1889822,48,0,"1",2,"D",.,"A",75,"D",.,"A",.,"A","","A","","A","","A","","A",125,"D",.,"A"
"20081",1891492,76,0,"1",2,"D",400,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20081",1891582,60,0,"1",2,"D",1,"D",24,"D",.,"A",.,"A","","A","","A","","A","","A",56,"D",.,"A"
"20081",1892294,25,0,"1",14,"D",700,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",300,"D",.,"A"
"20081",1897292,35,0,"1",2,"D",250,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20081",1901312,46,0,"1",3,"D",155,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",60,"D",.,"A"
"20082",1838665,59,0,"1",1,"D",120,"D",.,"A",.,"A",20,"D","","A","","A","","A","","A",40,"D",10,"D"
"20082",1840365,46,0,"1",4,"D",795,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",125,"D",.,"A"
"20082",1844745,67,0,"1",1,"D",109,"D",15,"D",.,"A",.,"A","","A","","A","","A","","A",55,"D",.,"A"
"20082",1848485,58,0,"1",1,"D",60,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",100,"D",.,"A"
"20082",1853865,58,0,"1",1,"D",258,"D",.,"A",.,"A",100,"D","","A","","A","","A","","A",75,"D",.,"A"
"20082",1856175,47,0,"1",2,"D",128,"D",.,"A",.,"A",140,"D","","A","","A","","A","","A",15,"D",.,"A"
"20082",1856765,72,0,"1",4,"D",.,"A",40,"D",.,"A",.,"A","","A","","A","","A","","A",170,"D",20,"D"
"20082",1857575,46,0,"1",1,"D",80,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",15,"D",.,"A"
"20082",1858275,48,0,"1",1,"D",250,"D",50,"D",.,"A",50,"D","","A","","A","","A","","A",200,"D",.,"A"
"20082",1862024,59,0,"1",1,"D",28,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20082",1863254,47,0,"1",3,"D",150,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20082",1865564,94,0,"1",2,"D",163,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20082",1865724,72,0,"1",3,"D",1390,"D",20,"D",.,"A",.,"A","","A","","A","","A","","A",280,"D",50,"D"
"20082",1867834,58,0,"1",1,"D",161,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20082",1869354,47,0,"1",1,"D",65,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",50,"D",.,"A"
"20082",1874644,68,0,"1",1,"D",268,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",75,"D",.,"A"
"20082",1880114,37,0,"1",1,"D",80,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",400,"D",.,"A"
"20082",1881254,93,0,"1",1,"D",64,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",45,"D",.,"A"
"20082",1882954,74,0,"1",1,"D",100,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",20,"D",.,"A"
"20082",1889633,71,0,"1",2,"D",309,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20082",1889974,38,0,"1",2,"D",140,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",60,"D",.,"A"
"20082",1890243,42,0,"1",1,"D",75,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20082",1890833,54,0,"1",8,"D",6000,"D",200,"D",100,"D",500,"D","","A","","A","","A","","A",1000,"D",300,"D"
"20082",1891353,49,0,"1",1,"D",194,"D",6,"D",.,"A",124,"D","","A","","A","","A","","A",54,"D",.,"A"
"20082",1891813,30,0,"1",1,"D",300,"D",.,"A",.,"A",80,"D","","A","","A","","A","","A",75,"D",.,"A"
"20082",1895523,32,0,"1",1,"D",.,"A",.,"A",7,"D",.,"A","","A","","A","","A","","A",.,"A",0,"D"
"20082",1902873,41,0,"1",4,"D",.,"A",.,"A",.,"A",.,"A","1","D","1","D","1","D","2","D",.,"A",.,"A"
"20082",1905952,55,0,"1",2,"D",180,"D",40,"D",.,"A",60,"D","","A","","A","","A","","A",60,"D",.,"A"
"20082",1906122,69,0,"1",1,"D",74,"G",33,"G",.,"A",.,"A","1","D","1","D","2","D","2","D",113,"G",15,"D"
"20082",1907802,34,0,"1",1,"D",150,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",55,"D",.,"A"
"20082",1908152,51,0,"1",1,"D",529,"D",100,"D",.,"A",20,"D","","A","","A","","A","","A",150,"D",.,"A"
"20082",1912622,57,0,"1",1,"D",63,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20082",1913362,48,0,"1",1,"D",75,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",36,"D",.,"A"
"20082",1913552,59,0,"1",1,"D",.,"A",.,"A",.,"A",.,"A","","A","","A","","A","","A",30,"D",.,"A"
"20082",1914882,49,0,"1",2,"D",264,"D",20,"D",.,"A",.,"A","","A","","A","","A","","A",115,"D",.,"A"
"20082",1915284,27,0,"1",2,"D",92,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",100,"D",80,"D"
"20082",1916802,79,0,"1",1,"D",120,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",40,"D",.,"A"
"20082",1918622,43,0,"1",1,"D",50,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",40,"D",.,"A"
"20082",1919802,42,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A","","A","","A","","A","","A",17,"D",.,"A"
"20082",1920042,36,0,"1",7,"D",346,"F",25,"F",.,"A",106,"F","","A","","A","","A","","A",50,"F",.,"A"
"20082",1922093,33,0,"1",2,"D",168,"G",25,"D",.,"A",.,"A","2","D","1","D","2","D","2","D",50,"D",.,"A"
"20082",1924302,32,0,"1",1,"D",100,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20082",1925182,38,0,"1",1,"D",90,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",40,"D",.,"A"
"20083",1864055,88,0,"1",1,"D",118,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",60,"D",.,"A"
"20083",1868545,82,0,"1",2,"D",100,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",30,"D",.,"A"
"20083",1872215,35,0,"1",4,"D",525,"G",68,"G",.,"A",.,"A","1","D","1","D","2","D","2","D",307,"G",.,"A"
"20083",1874305,47,0,"1",2,"D",109,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",36,"D",.,"A"
"20083",1882105,39,0,"1",1,"D",60,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20083",1884414,36,0,"1",3,"D",10,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",20,"D"
"20083",1885394,45,0,"1",3,"D",369,"D",30,"D",.,"A",.,"A","","A","","A","","A","","A",90,"D",.,"A"
"20083",1888364,37,0,"1",1,"D",76,"D",50,"D",.,"A",.,"A","","A","","A","","A","","A",50,"D",.,"A"
"20083",1889184,79,0,"1",2,"D",230,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",25,"D"
"20083",1890004,44,0,"1",3,"D",302,"G",10,"G",6,"G",32,"G","","A","","A","","A","","A",36,"G",14,"G"
"20083",1891244,32,0,"1",1,"D",.,"A",.,"A",.,"A",.,"A","","A","","A","","A","","A",45,"D",.,"A"
"20083",1894214,66,0,"1",1,"D",180,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",110,"D",.,"A"
"20083",1895194,56,0,"1",2,"D",600,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",400,"D",.,"A"
"20083",1896034,42,0,"1",1,"D",55,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",7,"D"
"20083",1896234,38,0,"1",1,"D",285,"G",20,"D",.,"A",.,"A","2","D","1","D","2","D","1","D",55,"D",.,"A"
"20083",1899084,46,0,"1",2,"D",100,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",175,"D",.,"A"
"20083",1901015,32,0,"1",2,"D",90,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20083",1901574,60,0,"1",7,"D",1600,"D",.,"A",100,"D",.,"A","","A","","A","","A","","A",.,"A",2300,"D"
"20083",1904524,48,0,"1",1,"D",90,"D",15,"D",.,"A",182,"G","","A","","A","","A","","A",135,"D",.,"A"
"20083",1907234,25,0,"1",2,"D",260,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20083",1907313,53,0,"1",4,"D",15,"G",1,"G",1,"G",3,"G","","A","","A","","A","","A",8,"G",2,"G"
"20083",1910113,40,0,"1",1,"D",121,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",50,"D",.,"A"
"20083",1912213,72,0,"1",1,"D",115,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",22,"D"
"20083",1916803,70,0,"1",1,"D",150,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",25,"D",.,"A"
"20083",1916973,35,0,"1",1,"D",80,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20083",1917143,68,0,"1",2,"D",.,"A",.,"A",20,"D",.,"A","","A","","A","","A","","A",.,"A",75,"D"
"20083",1924695,55,0,"1",1,"D",38,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20083",1924753,69,0,"1",1,"D",180,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20083",1925103,52,0,"1",1,"D",85,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",35,"D"
"20083",1928082,43,0,"1",2,"D",220,"D",.,"A",.,"A",10,"D","","A","","A","","A","","A",.,"A",20,"D"
"20083",1928482,41,0,"1",1,"D",104,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20083",1931732,56,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A","","A","","A","","A","","A",200,"D",100,"D"
"20083",1932732,65,0,"1",1,"D",352,"D",.,"A",20,"D",.,"A","","A","","A","","A","","A",20,"D",100,"D"
"20083",1933912,67,0,"1",5,"D",670,"D",15,"D",8,"D",.,"A","","A","","A","","A","","A",335,"D",12,"D"
"20083",1935632,66,0,"1",1,"D",.,"A",.,"A",.,"A",.,"A","","A","","A","","A","","A",73,"D",.,"A"
"20083",1936052,46,0,"1",1,"D",48,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",23,"D",2,"D"
"20083",1936612,85,0,"1",2,"D",300,"D",20,"D",.,"A",.,"A","","A","","A","","A","","A",180,"D",.,"A"
"20083",1937052,42,0,"1",1,"D",87,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20083",1937583,44,0,"1",3,"D",560,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20083",1937742,55,0,"1",3,"D",510,"D",25,"D",.,"A",.,"A","","A","","A","","A","","A",175,"D",.,"A"
"20083",1940142,53,0,"1",2,"D",168,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",35,"D",10,"D"
"20083",1942512,78,0,"1",2,"D",238,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20083",1942932,24,0,"1",7,"D",.,"A",13,"D",30,"D",.,"A","","A","","A","","A","","A",37,"D",145,"D"
"20083",1944682,55,0,"1",2,"D",100,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20083",1944934,33,0,"1",1,"D",10,"D",8,"D",.,"A",.,"A","","A","","A","","A","","A",7,"D",10,"D"
"20083",1946272,41,0,"1",1,"D",115,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20083",1947735,37,0,"1",2,"D",60,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",75,"D",.,"A"
"20083",1949162,58,0,"1",1,"D",100,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",140,"D",.,"A"
"20083",1949832,46,0,"1",2,"D",40,"D",.,"A",.,"A",48,"D","","A","","A","","A","","A",100,"D",100,"D"
"20084",1883365,66,0,"1",4,"D",120,"D",.,"A",.,"A",70,"D","","A","","A","","A","","A",90,"D",.,"A"
"20084",1888475,69,0,"1",7,"D",318,"G",50,"G",.,"A",103,"G","1","D","1","D","1","D","2","D",129,"G",.,"A"
"20084",1889015,50,0,"1",1,"D",65,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",50,"D"
"20084",1889215,39,0,"1",2,"D",100,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20084",1892905,64,0,"1",1,"D",200,"D",20,"D",.,"A",.,"A","","A","","A","","A","","A",80,"D",.,"A"
"20084",1899825,72,0,"1",2,"D",99,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",79,"D",.,"A"
"20084",1903605,57,0,"1",3,"D",137,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",100,"D",.,"A"
"20084",1903725,42,0,"1",1,"D",85,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20084",1903875,36,0,"1",1,"D",119,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",50,"D",.,"A"
"20084",1904005,39,0,"1",2,"D",27,"G",3,"G",1,"G",7,"G","","A","","A","","A","","A",11,"G",9,"G"
"20084",1904895,52,0,"1",1,"D",200,"D",.,"A",.,"A",130,"D","","A","","A","","A","","A",125,"D",.,"A"
"20084",1905065,66,0,"1",1,"D",180,"D",200,"D",.,"A",.,"A","","A","","A","","A","","A",200,"D",.,"A"
"20084",1905445,53,0,"1",1,"D",115,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20084",1906164,44,0,"1",1,"D",80,"D",50,"D",.,"A",.,"A","","A","","A","","A","","A",50,"D",.,"A"
"20084",1906294,56,0,"1",2,"D",88,"G",13,"G",.,"A",45,"G","1","D","1","D","1","D","1","D",39,"G",.,"A"
"20084",1909654,64,0,"1",1,"D",.,"A",.,"A",.,"A",.,"A","","A","","A","","A","","A",60,"D",.,"A"
"20084",1910944,65,0,"1",1,"D",40,"D",.,"A",20,"D",.,"A","","A","","A","","A","","A",.,"A",20,"D"
"20084",1917804,65,0,"1",3,"D",.,"A",.,"A",10,"D",.,"A","","A","","A","","A","","A",.,"A",390,"D"
"20084",1918624,54,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A","1","D","1","D","1","D","2","D",28,"D",.,"A"
"20084",1918724,38,0,"1",1,"D",102,"G",23,"G",10,"F",.,"A","1","D","1","D","2","D","2","D",135,"G",90,"F"
"20084",1919584,69,0,"1",2,"D",136,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",80,"D",.,"A"
"20084",1927164,48,0,"1",1,"D",79,"D",.,"A",13,"D",.,"A","","A","","A","","A","","A",19,"D",0,"D"
"20084",1930193,50,0,"1",3,"D",258,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",180,"D",.,"A"
"20084",1930243,72,0,"1",1,"D",33,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",40,"D",5,"D"
"20084",1931413,64,0,"1",3,"D",300,"D",.,"A",.,"A",300,"D","","A","","A","","A","","A",300,"D",.,"A"
"20084",1932843,64,0,"1",1,"D",60,"D",50,"D",.,"A",.,"A","","A","","A","","A","","A",130,"D",.,"A"
"20084",1939475,38,0,"1",2,"D",177,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",175,"D",54,"D"
"20084",1939623,81,0,"1",1,"D",167,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",20,"D",.,"A"
"20084",1940635,26,0,"1",5,"D",105,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",300,"D",100,"D"
"20084",1942094,50,0,"1",1,"D",130,"D",50,"D",.,"A",.,"A","","A","","A","","A","","A",30,"D",.,"A"
"20084",1942143,24,0,"1",1,"D",200,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20084",1945663,51,0,"1",1,"D",120,"D",30,"D",.,"A",.,"A","","A","","A","","A","","A",110,"D",.,"A"
"20084",1947443,55,0,"1",1,"D",585,"G",29,"G",.,"A",99,"G","1","D","1","D","1","D","2","D",87,"G",.,"A"
"20084",1947513,75,0,"1",1,"D",175,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",30,"D",.,"A"
"20084",1948593,91,0,"1",3,"D",289,"G",.,"A",.,"A",.,"A","2","D","1","D","2","D","2","D",291,"D",.,"A"
"20084",1948804,43,0,"1",2,"D",150,"D",20,"D",10,"D",20,"D","","A","","A","","A","","A",80,"D",90,"D"
"20084",1950023,62,0,"1",1,"D",350,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20084",1950922,56,0,"1",1,"D",40,"D",50,"D",.,"A",.,"A","","A","","A","","A","","A",50,"D",10,"D"
"20084",1952174,42,0,"1",1,"D",40,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20084",1952392,57,0,"1",2,"D",300,"D",75,"D",.,"A",.,"A","","A","","A","","A","","A",175,"D",.,"A"
"20084",1952875,84,0,"1",1,"D",150,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",250,"D",20,"D"
"20084",1952902,26,0,"1",4,"D",250,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20084",1953512,60,0,"1",1,"D",25,"D",40,"D",.,"A",12,"D","","A","","A","","A","","A",10,"D",.,"A"
"20084",1953802,69,0,"1",3,"D",7,"G",.,"A",.,"A",5,"G","2","D","1","D","1","D","2","D",2,"G",201,"G"
"20084",1954092,46,0,"1",1,"D",70,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",80,"D",.,"A"
"20084",1955693,107,0,"1",2,"D",150,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",75,"D",.,"A"
"20084",1957852,35,0,"1",2,"D",500,"D",20,"D",.,"A",50,"D","","A","","A","","A","","A",60,"D",.,"A"
"20084",1958222,99,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A","","A","","A","","A","","A",250,"F",50,"F"
"20084",1960902,120,0,"1",1,"D",130,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",51,"D",50,"D"
"20084",1960993,52,0,"1",3,"D",350,"D",20,"D",.,"A",60,"D","","A","","A","","A","","A",280,"D",.,"A"
"20084",1962252,51,0,"1",1,"D",12,"G",2,"G",.,"A",400,"D","1","D","1","D","2","D","2","D",7,"G",.,"A"
"20084",1962832,76,0,"1",1,"D",121,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20084",1963463,43,0,"1",3,"D",100,"D",30,"D",.,"A",.,"A","","A","","A","","A","","A",170,"D",.,"A"
"20084",1964422,35,0,"1",3,"D",164,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",25,"D",10,"D"
"20084",1964475,64,0,"1",2,"D",100,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",30,"D",20,"D"
"20084",1965173,59,0,"1",3,"D",520,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",30,"D",.,"A"
"20084",1966475,47,0,"1",1,"D",200,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",200,"D",30,"D"
"20084",1967442,65,0,"1",1,"D",120,"D",150,"D",.,"A",.,"A","","A","","A","","A","","A",0,"D",.,"A"
"20084",1968355,32,0,"1",3,"D",300,"D",80,"D",.,"A",.,"A","","A","","A","","A","","A",320,"D",.,"A"
"20084",1968462,49,0,"1",56,"D",.,"A",.,"A",.,"A",.,"A","","A","","A","","A","","A",5600,"D",.,"A"
"20084",1969772,38,0,"1",1,"D",.,"A",.,"A",.,"A",80,"D","","A","","A","","A","","A",25,"D",.,"A"
"20084",1970272,51,0,"1",2,"D",240,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",120,"D",.,"A"
"20084",1972472,30,0,"1",.,"C",102,"G",18,"G",.,"A",.,"A","1","D","1","D","2","D","2","D",40,"G",.,"A"
"20084",1972632,35,0,"1",1,"D",75,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",40,"D",.,"A"
"20091",1905955,66,0,"1",4,"D",.,"A",.,"A",.,"A",.,"A","","A","","A","","A","","A",40,"D",.,"A"
"20091",1906135,78,0,"1",1,"D",69,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",20,"D",.,"A"
"20091",1906985,30,0,"1",1,"D",147,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
"20091",1909365,60,0,"1",1,"D",65,"D",.,"A",.,"A",.,"A","","A","","A","","A","","A",.,"A",.,"A"
