"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VOPFLUDX","VOPF_UDX","VOPPARKX","VOPP_RKX","VOPTOWX","VOPTOWX_","VOPDOCKX","VOPD_CKX","VOPPLCYX","VOPP_CYX","TANKGASX","TANK_ASX","QOIL3MCX","QOIL_MCX","JGASOXQV","JGAS_XQV","JDIESXQV","JDIE_XQV","VOPCLUBX","VOPC_UBX","VOPTOLLX","VOPT_LLX"
"20081",1818445,69,0,"1",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A",1050,"D",.,"A",.,"A",.,"A"
"20081",1818455,41,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A"
"20081",1818465,109,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1368,"D",.,"A",.,"A",.,"A"
"20081",1818495,66,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A"
"20081",1818505,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1818525,45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",.,"A",.,"A",.,"A"
"20081",1818545,40,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",480,"D",.,"A",.,"A",.,"A"
"20081",1818555,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A"
"20081",1818565,45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A"
"20081",1818575,42,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",420,"D",.,"A",.,"A",.,"A"
"20081",1818585,33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A"
"20081",1818595,67,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A"
"20081",1818605,50,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",6,"D"
"20081",1818615,33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A"
"20081",1818625,81,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",225,"D",.,"A",.,"A",.,"A"
"20081",1818665,44,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A"
"20081",1818675,36,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A"
"20081",1818685,44,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",270,"D",.,"A",.,"A",.,"A"
"20081",1818695,54,0,"1",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A"
"20081",1818705,37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",210,"D",.,"A",.,"A",.,"A"
"20081",1818715,67,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",270,"D",30,"D",.,"A",.,"A"
"20081",1818735,37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1818755,32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",540,"D",.,"A",.,"A",.,"A"
"20081",1818765,42,0,"1",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A"
"20081",1818775,85,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",45,"D",.,"A"
"20081",1818785,35,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",18,"D",.,"A",150,"D",.,"A",.,"A",.,"A"
"20081",1818795,36,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",720,"D",.,"A",.,"A",.,"A"
"20081",1818805,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1818845,57,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A"
"20081",1818855,105,0,"1",.,"A",90,"D",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",40,"D",2,"D"
"20081",1818865,44,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",135,"F",.,"A",.,"A",.,"A"
"20081",1818915,45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A"
"20081",1818925,43,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",195,"D",.,"A",.,"A",.,"A"
"20081",1818955,38,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",75,"D",.,"A"
"20081",1818975,67,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1500,"D",.,"A",75,"D",.,"A"
"20081",1818995,64,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1050,"D",.,"A",.,"A",.,"A"
"20081",1819005,49,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",.,"A",57,"D",.,"A"
"20081",1819015,44,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A"
"20081",1819025,85,0,"1",.,"A",7,"D",.,"A",.,"A",.,"A",.,"A",.,"A",267,"D",.,"A",.,"A",.,"A"
"20081",1819035,54,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A"
"20081",1819065,54,0,"1",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",20,"D"
"20081",1819095,55,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A"
"20081",1819105,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1819125,99,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A"
"20081",1819155,51,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1110,"D",.,"A",.,"A",25,"D"
"20081",1819165,47,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A"
"20081",1819205,51,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1050,"D",.,"A",238,"D",.,"A"
"20081",1819215,56,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",420,"D",.,"A",.,"A",.,"A"
"20081",1819225,32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A"
"20081",1819245,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1819255,36,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",720,"D",.,"A",.,"A",.,"A"
"20081",1819315,77,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",399,"D",900,"D",.,"A",.,"A"
"20081",1819335,44,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",.,"A"
"20081",1819345,44,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",420,"D",.,"A",.,"A",.,"A"
"20081",1819375,67,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",480,"D",.,"A",.,"A",.,"A"
"20081",1819385,68,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A"
"20081",1819415,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2100,"D",.,"A",.,"A",.,"A"
"20081",1819435,49,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A"
"20081",1819445,83,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A"
"20081",1819465,59,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A"
"20081",1819475,67,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",495,"D",.,"A",.,"A",.,"A"
"20081",1819495,55,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A"
"20081",1819505,48,0,"1",.,"A",70,"D",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A"
"20081",1819515,67,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",.,"A"
"20081",1819555,110,0,"1",35,"D",14,"D",.,"A",.,"A",.,"A",.,"A",35,"D",1260,"D",.,"A",.,"A",3,"D"
"20081",1819575,64,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",426,"D",.,"A",.,"A",.,"A"
"20081",1819605,50,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A"
"20081",1819615,66,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1014,"D",.,"A",.,"A",.,"A"
"20081",1819635,66,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",525,"D",.,"A",.,"A",.,"A"
"20081",1819645,45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",390,"D",.,"A",.,"A",5,"F"
"20081",1819665,34,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1819675,67,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A"
"20081",1819695,60,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",6,"D"
"20081",1819715,45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A"
"20081",1819725,62,0,"1",8,"D",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",270,"D",.,"A",.,"A",.,"A"
"20081",1819735,52,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A"
"20081",1819745,35,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",480,"D",.,"A",.,"A",.,"A"
"20081",1819755,39,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",570,"D",.,"A",.,"A",.,"A"
"20081",1819775,41,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A"
"20081",1819785,73,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",2160,"D",.,"A",.,"A",.,"A"
"20081",1819795,55,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A"
"20081",1819805,50,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",930,"D",.,"A",.,"A",25,"D"
"20081",1819815,63,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",130,"D",.,"A"
"20081",1819825,64,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1560,"D",.,"A",.,"A",.,"A"
"20081",1819845,47,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A"
"20081",1819855,77,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",.,"A",360,"D",.,"A",.,"A",.,"A"
"20081",1819865,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",.,"A",.,"A"
"20081",1819875,33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A"
"20081",1819885,35,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A"
"20081",1819905,67,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1440,"D",.,"A",.,"A",.,"A"
"20081",1819945,51,0,"1",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",82,"D",1,"D"
"20081",1819955,46,0,"1",.,"A",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A",375,"D",.,"A",.,"A",60,"D"
"20081",1819975,40,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A"
"20081",1819985,60,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A"
"20081",1820015,51,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",384,"D",90,"D",.,"A",.,"A"
"20081",1820035,49,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A"
"20081",1820045,40,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",660,"D",.,"A",.,"A",.,"A"
"20081",1820055,43,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",480,"D",.,"A",.,"A",.,"A"
"20081",1820065,77,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1275,"D",.,"A",.,"A",.,"A"
"20081",1820075,45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1800,"D",.,"A",.,"A",.,"A"
"20081",1820105,59,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",.,"A",.,"A"
"20081",1820125,37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",480,"D",.,"A",.,"A",.,"A"
"20081",1820165,57,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",.,"A",.,"A",.,"A"
"20081",1820185,74,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",1650,"D",.,"A",.,"A",.,"A"
"20081",1820195,37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",255,"D",.,"A",.,"A",.,"A"
"20081",1820225,93,0,"1",4,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",72,"D",30,"D"
"20081",1820245,42,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1050,"D",.,"A",.,"A",.,"A"
"20081",1820265,38,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A"
"20081",1820275,69,0,"1",.,"A",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A",210,"D",.,"A",.,"A",.,"A"
"20081",1820295,42,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",315,"D",.,"A",.,"A",.,"A"
"20081",1820345,86,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",870,"D",.,"A",.,"A",.,"A"
"20081",1820375,45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",42,"D",.,"A",.,"A",.,"A"
"20081",1820405,47,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",.,"A"
"20081",1820415,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20081",1820435,40,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",.,"A"
"20081",1820455,69,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",720,"D",.,"A",.,"A",.,"A"
"20081",1820475,70,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",510,"D",.,"A",.,"A",.,"A"
"20081",1820485,81,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",16,"D",600,"D",.,"A",12,"D",.,"A"
"20081",1820505,76,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A"
"20081",1820515,52,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1500,"D",.,"A",.,"A",.,"A"
"20081",1820535,115,0,"1",.,"A",90,"D",.,"A",.,"A",.,"A",.,"A",.,"A",930,"D",.,"A",.,"A",690,"D"
"20081",1820545,46,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",.,"A"
"20081",1820555,63,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",960,"D",.,"A",.,"A",.,"A"
"20081",1820565,89,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",360,"D",.,"A",.,"A",.,"A"
"20081",1820575,94,0,"1",.,"A",55,"D",.,"A",.,"A",.,"A",.,"A",.,"A",660,"D",.,"A",95,"D",.,"A"
"20081",1820585,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A"
"20081",1820595,57,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A"
"20081",1820605,62,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A"
"20081",1820615,72,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1320,"D",.,"A",.,"A",72,"D"
"20081",1820625,54,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",990,"D",.,"A",.,"A",.,"A"
"20081",1820645,44,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",975,"D",.,"A",.,"A",.,"A"
"20081",1820665,101,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",1500,"D",.,"A",.,"A",.,"A"
"20081",1820675,52,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A"
"20081",1820695,68,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",150,"D",33,"D"
"20081",1820705,93,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",750,"D",.,"A",.,"A"
"20081",1820715,53,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A"
"20081",1820725,46,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A"
"20081",1820745,63,0,"1",.,"A",.,"A",121,"D",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",.,"A",.,"A"
"20081",1820765,69,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A"
