NEWID,TAX_UNIT,AGE_TP,AGE_SP,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND13,DEPU_D13,DEPUND17,DEPU_D17,DEPUND18,DEPU_D18,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC
04827361,3,0,0,2021,2020,0,.15300,.15300,1,.17650,.17650,44,D,.00000,.00000,13957,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-753,0,-1787,-14,0,0,2135,2135,13957,13957,0,0,0,0,0,0,0,0,143,155,13957,13957,0,0,156,141,156,141,0,0,0,0,0,0,0,0,0,0,0
04827361,4,0,0,2021,2020,0,.15300,.15300,1,.10000,.10000,44,D,.00000,.00000,19505,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-48,0,-1090,696,0,0,2984,2984,19505,19505,0,0,0,0,0,0,0,0,0,0,19505,19505,0,0,711,696,711,696,0,0,0,0,0,0,0,0,0,0,0
04827361,5,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,44,D,.00000,.00000,34530,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1697,0,658,2439,0,0,5283,5283,34530,34530,0,0,0,0,0,0,0,0,0,0,34530,34530,0,0,2458,2439,2458,2439,0,0,0,0,0,0,0,0,0,0,0
04827391,1,60,0,2021,2020,0,.15300,.15300,2,.22000,.22000,42,D,.00000,.00000,36822,D,81251,D,0,D,0,D,0,D,0,D,0,D,2200,D,0,D,0,D,0,D,0,D,0,D,3324,D,10513,0,8500,11951,0,0,18065,18065,118073,118073,0,0,0,0,0,0,0,0,0,0,118073,118073,0,0,12100,11951,12100,11951,0,0,0,0,0,0,0,0,0,0,0
04827401,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,33,D,.04040,.04040,0,D,0,D,0,D,12000,D,13782,D,0,D,0,D,5500,D,0,D,0,D,0,D,0,D,0,D,0,D,-750,106,-1800,0,112,103,0,0,12000,12000,12000,11707,0,0,0,0,0,0,0,0,12000,12000,0,0,0,0,0,0,8000,8000,5500,5366,0,0,0,0,0,0,0
04827411,1,39,0,2021,2020,2,.15300,.15300,1,-.4000,-.4000,44,D,.00000,.00000,0,D,0,D,0,D,0,D,10014,D,0,D,0,D,1200,D,0,D,0,D,2,D,2,D,2,D,0,D,-5167,0,-4000,-6000,0,0,0,0,0,0,0,0,0,6000,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04827431,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,05,D,.06000,.06000,46000,D,0,D,0,D,0,D,0,D,0,D,16200,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3073,1156,2035,3815,1179,1139,7038,7038,46000,46000,46000,44878,0,0,0,0,0,0,0,0,46000,46000,0,0,3835,3815,3835,3815,4601,4601,0,0,0,0,0,0,0,0,0
04827431,2,0,0,2021,2020,1,.15300,.15300,1,-.0765,-.0765,05,D,-.0647,-.0647,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-1042,0,-1800,-500,0,0,0,0,0,0,0,0,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,9202,9202,0,0,0,0,0,0,0,0,0
04827441,1,39,0,2021,2020,2,.15300,.15300,1,.00000,-.1500,10,D,.00000,.00000,17983,D,0,D,0,D,0,D,0,D,0,D,3600,D,0,D,1,D,3280,D,1,D,2,D,2,D,0,D,-11627,0,-11132,-11980,0,0,2751,2751,17983,17983,0,0,0,6000,2322,6000,0,0,5910,5980,17983,17983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04827491,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,43,D,.00000,.00000,25000,D,0,D,0,D,0,D,0,D,0,D,3600,D,0,D,3,D,0,D,0,D,0,D,0,D,0,D,553,0,-486,1295,0,0,3825,3825,25000,25000,0,0,0,0,0,0,0,0,0,0,25000,25000,0,0,1315,1295,1315,1295,0,0,0,0,0,0,0,0,0,0,0
04827541,1,44,0,2021,2020,1,.15300,.15300,1,.12000,.12000,05,D,.06000,.06000,66000,D,0,D,0,D,0,D,0,D,0,D,32400,D,0,D,1357,D,0,D,0,D,0,D,0,D,240,D,4123,608,3085,4865,656,573,10098,10098,65873,65873,65873,64266,500,500,0,500,0,0,0,0,65873,65873,0,0,5385,5365,5385,5365,9202,9202,1597,1558,0,0,0,0,0,0,0
04827541,2,0,0,2021,2020,0,.15300,.15300,1,.22000,.22000,05,D,.08000,.08000,63000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,6129,2401,5122,6848,2439,2374,9639,9639,63000,63000,63000,61463,0,0,0,0,0,0,0,0,63000,63000,0,0,6922,6848,6922,6848,4601,4601,0,0,0,0,0,0,0,0,0
04827541,3,0,0,2021,2020,0,.15300,.15300,1,.10000,.10000,05,D,.02780,.02780,20800,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,81,31,-960,825,39,25,3182,3182,20800,20800,20800,20293,0,0,0,0,0,0,0,0,20800,20800,0,0,840,825,840,825,4601,4601,0,0,0,0,0,0,72,76,0
04827551,1,29,0,2021,2020,4,.15300,.15300,2,.12000,.12000,06,D,.04550,.04550,60000,D,40000,D,0,D,0,D,0,D,0,D,0,D,2100,D,50,D,0,D,4,D,4,D,4,D,8612,D,-4999,3437,-7310,-3349,3445,3431,15300,15300,100510,100510,100510,98059,8000,12000,0,12000,0,0,0,0,100510,100510,0,0,8690,8651,8690,8651,0,0,0,0,0,0,0,0,0,0,0
04827601,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,45,D,.06250,.06250,28000,D,0,D,0,D,0,D,0,D,0,D,11400,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,913,805,-126,1655,813,799,4284,4284,28000,28000,28000,27317,0,0,0,0,0,0,0,0,28000,28000,0,0,1675,1655,1675,1655,0,0,0,0,0,0,0,0,0,0,0
04827681,1,56,0,2021,2020,2,.15300,.15300,2,.12000,.12000,14,D,.04950,.04950,45678,D,0,D,0,D,0,D,0,D,0,D,0,D,6000,D,0,D,0,D,1,D,1,D,1,D,0,D,-1555,2078,-3691,-30,2078,2078,6989,6989,57337,57337,57337,55939,2500,3500,0,3500,0,0,0,0,57337,57337,0,0,3509,3470,3509,3470,0,0,0,0,300,293,0,0,0,0,0
04827711,1,0,0,2021,2020,2,.15300,.15300,1,-.0765,-.0765,34,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3100,D,0,D,0,D,0,D,0,D,0,D,30,D,-1333,0,-1800,-1000,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,16125,16125,3130,3054,0,0,0,0,0,0,0
04827721,1,38,0,2021,2020,3,.15300,.15300,1,.33060,.33060,44,D,.00000,.00000,47000,D,0,D,0,D,0,D,0,D,0,D,0,D,5000,D,0,D,0,D,1,D,2,D,2,D,5280,D,-3914,0,-4363,-3593,0,0,7191,7191,47000,47000,0,0,3120,6500,1380,6500,0,0,83,193,47000,47000,0,0,3120,3100,3120,3100,0,0,0,0,0,0,0,0,0,0,0
04827761,1,26,0,2021,2020,1,.15300,.15300,1,.10000,.00000,48,D,.00000,.00000,23428,D,0,D,0,D,0,D,0,D,0,D,0,D,670,D,0,D,0,D,0,D,0,D,0,D,0,D,-772,0,-1800,-37,0,0,3584,3584,23428,23428,0,0,478,500,0,500,0,0,0,0,23428,23428,0,0,478,463,478,463,0,0,0,0,0,0,0,0,0,0,0
04827821,1,43,0,2021,2020,4,.15300,.15300,2,.22000,.32000,45,D,.04950,.04950,125000,D,50000,D,0,D,0,D,0,D,0,D,0,D,2600,D,9145,D,0,D,0,D,0,D,0,D,7296,D,17990,7889,16524,19038,7889,7889,26775,26775,159375,159375,159375,155488,2000,2000,0,2000,0,0,0,0,159375,159375,0,0,21187,21038,21187,21038,0,0,0,0,0,0,0,0,0,0,0
04827821,2,0,0,2021,2020,4,.15300,.15300,1,-.0765,-.0765,45,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-1917,0,-1800,-2000,0,0,0,0,0,0,0,0,0,2000,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04827841,1,0,0,2021,2020,1,.15300,.15300,2,.10000,.10000,31,D,.01400,.01400,0,D,32874,D,0,D,0,D,0,D,0,D,0,D,10000,D,0,D,0,D,0,D,0,D,0,D,0,D,-1210,271,-3292,278,271,270,5030,5030,32876,32876,32874,32072,500,500,0,500,0,0,0,0,32876,32876,0,0,808,778,808,778,0,0,0,0,0,0,0,0,0,0,0
04827851,1,0,0,2021,2020,3,.15300,.15300,1,.27980,.27980,21,D,.12740,.12740,34000,D,0,D,0,D,1113,D,0,D,0,D,0,D,1400,D,2454,D,0,D,0,D,1,D,1,D,0,D,-3751,224,-4168,-3453,256,201,5202,5202,35113,35113,35113,34257,1694,4000,1306,4000,0,0,1062,1126,35113,35113,0,0,1694,1674,1694,1674,4650,4650,0,0,0,0,0,0,531,549,0
04827861,1,33,0,2021,2020,2,.15300,.15300,2,.31060,.21060,37,D,.00000,.05550,0,D,33000,D,0,D,0,D,0,D,0,D,9600,D,0,D,170,D,0,D,2,D,2,D,2,D,0,D,-10966,-135,-12872,-9604,-95,-164,5049,5049,33000,33000,33000,32195,820,6000,2800,6000,0,0,4272,4394,33000,33000,0,0,820,790,820,790,12700,12700,0,0,0,0,181,331,214,214,0
04827871,1,40,0,2021,2020,1,.15300,.15300,1,.25980,.25980,01,D,.06430,.06430,30000,D,0,D,0,D,0,D,0,D,0,D,2076,D,0,D,0,D,0,D,0,D,0,D,1,D,0,D,-2040,1132,-3044,-1323,1144,1124,4590,4590,30000,30000,30000,29268,500,500,0,500,0,0,1879,1943,30000,30000,0,0,1135,1120,1135,1120,2853,3061,2295,2239,0,0,0,0,0,0,0
04827891,1,34,0,2021,2020,2,.15300,.15300,2,.12000,.12000,44,D,.00000,.00000,80000,D,0,D,0,D,0,D,0,D,0,D,0,D,3500,D,0,D,0,D,0,D,2,D,2,D,0,D,-460,0,-1371,190,0,0,12240,12240,80000,80000,0,0,4000,6000,0,6000,0,0,0,0,80000,80000,0,0,6229,6190,6229,6190,0,0,0,0,0,0,0,0,0,0,0
04827901,1,0,0,2021,2020,2,.15300,.15300,1,-.0765,-.0765,22,D,-.0229,-.0229,0,D,0,D,0,D,0,D,0,D,0,D,0,D,4000,D,0,D,0,D,0,D,0,D,0,D,150,D,-1333,0,-1800,-1000,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04827921,1,26,0,2021,2020,1,.15300,.15300,2,.22000,.22000,03,D,.03340,.03340,65000,D,55000,D,0,D,0,D,0,D,0,D,18600,D,0,D,6788,D,0,D,0,D,0,D,0,D,0,D,11113,2830,9100,12551,2848,2817,18360,18360,123072,123072,123072,120070,500,500,0,500,0,0,0,0,123072,123072,0,0,13200,13051,13200,13051,24800,24800,9636,9370,0,0,0,0,0,0,0
04827941,1,66,0,2021,2020,1,.15300,.15300,2,.12000,.12000,21,D,.04750,.04750,100000,D,0,D,0,D,0,D,1681,D,0,D,0,D,10000,D,125,D,0,D,0,D,0,D,0,D,0,D,6574,3943,4496,8057,3954,3935,15300,15300,101029,101029,99600,97171,500,500,0,500,0,0,0,0,101029,101029,0,0,8596,8557,8596,8557,4650,4650,0,0,0,0,0,0,0,0,0
04827951,1,50,0,2021,2020,2,.16200,.16200,2,.24000,.24000,05,D,.10250,.10250,2400,D,274007,D,0,D,0,D,0,D,0,D,0,D,4000,D,0,D,0,D,0,D,2,D,2,D,21064,D,42973,17589,43041,42924,17698,17511,25626,26147,276407,276407,276407,269665,4000,4000,0,4000,0,0,0,0,255343,255343,0,0,47041,46924,47041,46924,9202,9202,13458,13310,0,0,0,0,0,0,0
04827951,2,0,0,2021,2020,2,.15300,.15300,1,.00000,.00000,05,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2,D,2,D,0,D,-4250,0,-1800,-6000,0,0,0,0,0,0,-0,-0,0,6000,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,9202,9202,0,0,0,0,0,0,0,0,0
04827961,1,35,0,2021,2020,2,.16200,.16200,2,.24000,.24000,31,D,.06370,.06370,57615,D,274007,D,0,D,0,D,0,D,0,D,0,D,7500,D,0,D,0,D,2,D,2,D,2,D,13308,D,57686,16222,57796,57607,16286,16177,34571,35092,331622,331622,331622,323534,4000,4000,0,4000,0,0,0,0,331622,331622,0,0,61796,61607,61796,61607,0,0,0,0,0,0,0,0,0,0,0
04827971,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,45,D,.00000,.00000,2772,D,0,D,0,D,0,D,0,D,0,D,12908,D,0,D,0,D,0,D,0,D,0,D,0,D,732,D,-962,0,-2012,-212,0,0,424,424,4262,4262,4262,4158,0,0,0,0,0,0,212,212,4262,4262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04828011,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,29,D,.00000,.00000,0,D,0,D,0,D,24960,D,0,D,0,D,17400,D,0,D,355,D,0,D,0,D,0,D,0,D,0,D,548,0,-490,1290,0,0,0,0,24960,24960,0,0,0,0,0,0,0,0,0,0,24960,24960,0,0,1310,1290,1310,1290,0,0,0,0,0,0,0,0,0,0,0
04828031,1,26,0,2021,2020,0,.15300,.15300,2,.10000,.10000,41,D,.06300,.06300,800,D,43000,D,0,D,0,D,0,D,0,D,6200,D,800,D,0,D,0,D,0,D,0,D,0,D,0,D,383,783,-1700,1870,803,768,6701,6701,43800,43800,19000,18244,0,0,0,0,0,0,0,0,43800,43800,0,0,1900,1870,1900,1870,0,0,0,0,0,0,0,0,0,0,0
04828051,1,30,0,2021,2020,0,.03800,.03800,2,.32000,.32000,48,D,.00000,.00000,274007,D,119000,D,0,D,0,D,0,D,0,D,0,D,11000,D,94,D,0,D,0,D,0,D,0,D,30896,D,74199,0,74419,74042,0,0,44515,45036,392107,392107,0,0,0,0,0,0,0,0,0,0,361211,361211,0,0,74419,74042,74419,74042,0,0,0,0,0,0,0,0,0,0,0
04828061,1,0,0,2021,2020,0,.15300,.15300,1,.22000,.32000,36,D,.03330,.03330,76721,D,0,D,0,D,0,D,0,D,0,D,11856,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,9219,1946,8313,9866,1954,1939,11738,11738,76721,76721,76721,74850,0,0,0,0,0,0,0,0,76721,76721,0,0,9941,9866,9941,9866,0,0,0,0,0,0,0,0,0,0,0
04828132,1,45,0,2021,2020,1,.15300,.15300,2,.22000,.22000,10,D,.00000,.00000,115037,D,32000,D,0,D,0,D,0,D,0,D,25200,D,0,D,0,D,0,D,1,D,1,D,1,D,0,D,13514,0,11442,14993,0,0,22497,22497,145537,145537,0,0,2000,3000,0,3000,0,0,0,0,145537,145537,0,0,18142,17993,18142,17993,0,0,0,0,0,0,0,0,0,0,0
04828151,1,38,0,2021,2020,2,.15300,.15300,1,-.4000,-.5500,36,D,.00000,.00000,4379,D,0,D,0,D,0,D,7920,D,0,D,8400,D,0,D,0,D,0,D,1,D,2,D,2,D,0,D,-6577,0,-4933,-7752,0,0,670,670,4927,4927,4927,4807,0,6000,282,6000,0,0,1752,1752,4927,4927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,513,0
04828174,1,46,0,2021,2020,2,.15300,.15300,1,-.4000,-.4000,12,D,.00600,.02000,0,D,0,D,0,D,0,D,0,D,0,D,31200,D,0,D,0,D,0,D,0,D,1,D,2,D,0,D,-2792,-476,-1800,-3500,-467,-482,0,0,6801,6801,6801,6635,0,3500,0,3500,0,0,0,0,6801,6801,0,0,0,0,0,0,3212,3212,232,229,0,0,0,0,0,0,0
04828183,1,0,0,2021,2020,0,.15300,.15300,1,.10000,.10000,10,D,.00000,.00000,17890,D,0,D,0,D,0,D,0,D,0,D,14400,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-210,0,-1251,534,0,0,2737,2737,17890,17890,0,0,0,0,0,0,0,0,0,0,17890,17890,0,0,549,534,549,534,0,0,0,0,0,0,0,0,0,0,0
04828214,1,25,0,2021,2020,3,.15300,.15300,2,.12000,.12000,34,D,.05640,.05640,20399,D,21016,D,0,D,0,D,13121,D,0,D,14992,D,0,D,0,D,0,D,3,D,3,D,3,D,0,D,-7080,973,-9332,-5471,998,956,6336,6336,57824,57824,46671,45533,3568,9000,2432,9000,0,0,0,0,57824,57824,0,0,3568,3529,3568,3529,21500,21500,0,0,0,0,0,0,0,0,0
04828234,1,20,0,2021,2020,1,.15300,.15300,1,.00000,.00000,43,D,.00000,.00000,1780,D,0,D,0,D,0,D,0,D,0,D,10680,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-1042,0,-1800,-500,0,0,272,272,1780,1780,0,0,0,500,0,500,0,0,0,0,1780,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04828241,1,0,0,2021,2020,1,.15300,.15300,1,.10000,.00000,0,T,.00000,.00000,23296,D,0,D,0,D,0,D,0,D,0,D,0,D,900,D,50,D,0,D,0,D,0,D,0,D,3060,D,-779,0,-1800,-50,0,0,3564,3564,23296,23296,0,0,465,500,0,500,0,0,0,0,23296,23296,0,0,465,450,465,450,0,0,0,0,0,0,0,0,0,0,0
04828241,2,0,0,2021,2020,0,.15300,.15300,1,.18000,.18000,0,T,.00000,.00000,0,D,0,D,0,D,24000,D,13662,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,783,0,-256,1525,0,0,0,0,26916,26916,0,0,0,0,0,0,0,0,0,0,26916,26916,0,0,1544,1525,1544,1525,0,0,0,0,0,0,0,0,0,0,0
04828251,1,66,0,2021,2020,0,.15300,.15300,2,.22200,.22200,0,T,.00000,.00000,0,D,56221,D,0,D,0,D,40800,D,0,D,0,D,2800,D,1372,D,0,D,0,D,0,D,0,D,14468,D,5744,0,3667,7228,0,0,8602,8602,89949,89949,0,0,0,0,0,0,0,0,0,0,89949,89949,0,0,7267,7228,7267,7228,0,0,0,0,0,0,0,0,0,0,0
04828261,1,0,0,2021,2020,0,.15300,.15300,1,.17650,.10000,01,D,.04110,.04500,6000,D,0,D,0,D,0,D,0,D,0,D,0,D,350,D,630,D,0,D,0,D,0,D,0,D,0,D,-416,533,-1453,324,536,531,918,918,15873,15873,15873,15486,0,0,0,0,0,0,0,8,15873,15873,0,0,347,332,347,332,2500,2500,1439,1404,0,0,0,0,0,0,0
04828321,1,47,0,2021,2020,3,.15300,.15300,2,.22000,.22000,45,D,.06250,.06250,70000,D,52000,D,0,D,0,D,0,D,0,D,0,D,1800,D,1750,D,0,D,1,D,2,D,2,D,6408,D,5252,5626,3764,6315,5644,5614,18666,18666,122000,122000,122000,119024,4500,6500,0,6500,0,0,0,0,122000,122000,0,0,12964,12815,12964,12815,0,0,0,0,0,0,0,0,0,0,0
04828321,2,0,0,2021,2020,3,.15300,.15300,1,-.4000,-.4000,45,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1,D,2,D,2,D,0,D,-5000,0,-2900,-6500,0,0,0,0,0,0,0,0,0,6500,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04828331,1,46,0,2021,2020,1,.15300,.15300,2,.12000,.12000,0,T,.00000,.00000,65000,D,40000,D,0,D,0,D,0,D,0,D,0,D,2430,D,576,D,0,D,0,D,0,D,1,D,1936,D,7026,0,4949,8510,0,0,16065,16065,103500,103500,0,0,500,500,0,500,0,0,0,0,103500,103500,0,0,9049,9010,9049,9010,0,0,0,0,0,0,0,0,0,0,0
04828341,1,0,0,2021,2020,0,.15300,.15300,1,.23860,.23860,48,D,.00000,.00000,118000,D,0,D,0,D,0,D,0,D,0,D,46828,D,0,D,1885,D,0,D,0,D,0,D,0,D,20000,D,15921,0,15956,15895,0,0,18054,18054,114157,114157,0,0,0,0,0,0,0,0,0,0,94157,94157,0,0,15956,15895,15956,15895,0,0,0,0,0,0,0,0,0,0,0
04828341,2,0,0,2021,2020,0,.03800,.03800,1,.35000,.35000,48,D,.00000,.00000,274007,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,54007,0,54182,53882,0,0,25687,26208,239220,239220,0,0,0,0,0,0,0,0,0,0,239220,239220,0,0,54182,53882,54182,53882,0,0,0,0,0,0,0,0,0,0,0
04828371,1,0,0,2021,2020,3,.15300,.15300,1,.00000,.00000,44,D,.00000,.00000,16967,D,0,D,0,D,0,D,0,D,0,D,10200,D,2000,D,100,D,0,D,1,D,1,D,1,D,240,D,-7729,0,-7884,-7618,0,0,2596,2596,16967,16967,0,0,0,4000,1400,4000,0,0,3584,3618,16967,16967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04828391,1,40,0,2021,2020,1,.02900,.02900,1,.24000,.24000,22,D,.05000,.05000,170000,D,0,D,0,D,0,D,0,D,0,D,0,D,6700,D,593,D,0,D,1,D,1,D,1,D,7820,D,25581,7545,25642,25537,7555,7538,22005,22526,164500,164500,170000,165854,2000,2000,0,2000,0,0,0,0,164500,164500,0,0,27642,27537,27642,27537,0,0,0,0,0,0,0,0,0,0,0
04828391,2,0,0,2021,2020,0,.15300,.15300,1,.22000,.32000,22,D,.05000,.05000,77000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,9292,3525,8402,9928,3530,3522,11781,11781,77000,77000,77000,75122,0,0,0,0,0,0,0,0,77000,77000,0,0,10002,9928,10002,9928,0,0,0,0,0,0,0,0,0,0,0
04828401,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,36,D,.00000,.00000,0,D,0,D,0,D,948,D,26778,D,0,D,0,D,5000,D,881,D,0,D,0,D,0,D,0,D,17384,D,-750,0,-1800,0,0,0,0,0,948,948,948,925,0,0,0,0,0,0,0,0,948,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04828411,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,01,D,.04650,.04020,29634,D,0,D,0,D,0,D,0,D,0,D,7080,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1109,1157,71,1851,1160,1155,4534,4534,29634,29634,29634,28911,0,0,0,0,0,0,0,0,29634,29634,0,0,1871,1851,1871,1851,2177,2215,2267,2212,0,0,0,0,0,0,0
04828441,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,31,D,-.0306,-.0306,0,D,0,D,0,D,0,D,14622,D,0,D,0,D,5000,D,0,D,0,D,0,D,0,D,0,D,0,D,-750,0,-1800,0,0,0,0,0,1500,1500,0,0,0,0,0,0,0,0,0,0,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04828551,1,34,0,2021,2020,2,.03800,.03800,2,.32000,.32000,0,T,.00000,.00000,182520,D,182520,D,0,D,0,D,0,D,0,D,0,D,3300,D,150,D,0,D,2,D,2,D,2,D,16612,D,66632,0,66908,66435,0,0,45771,46813,365040,365040,0,0,4000,4000,0,4000,0,0,0,0,365040,365040,0,0,70908,70435,70908,70435,0,0,0,0,0,0,0,0,0,0,0
04828561,1,0,0,2021,2020,0,.15300,.15300,1,.24000,.24000,14,D,.04950,.04950,117500,D,0,D,0,D,0,D,0,D,0,D,0,D,12500,D,395,D,0,D,0,D,0,D,0,D,3364,D,19873,5248,19907,19849,5248,5248,17978,17978,120978,120978,120978,118027,0,0,0,0,0,0,0,0,117614,117614,0,0,19907,19849,19907,19849,0,0,0,0,625,610,0,0,0,0,0
04828561,2,0,0,2021,2020,0,.15300,.15300,1,.10000,.10000,14,D,.04950,.04950,21221,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,60,904,-981,804,904,904,3247,3247,20588,20588,20588,20086,0,0,0,0,0,0,0,0,20588,20588,0,0,819,804,819,804,0,0,0,0,0,0,0,0,0,0,0
04828571,1,64,0,2021,2020,0,.15300,.15300,2,.12000,.12000,05,D,.04030,.04030,0,D,81000,D,0,D,0,D,0,D,0,D,0,D,11000,D,1933,D,0,D,0,D,0,D,0,D,18604,D,4391,846,2293,5890,864,833,12393,12393,81000,81000,81000,79024,0,0,0,0,0,0,0,0,62396,62396,0,0,5893,5890,5893,5890,9202,9202,27558,26875,0,0,0,0,0,0,0
04828601,1,54,0,2021,2020,2,.15300,.15300,1,-.3400,-.3400,34,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1300,D,79,D,0,D,0,D,1,D,1,D,1800,D,-2792,0,-1800,-3500,0,0,0,0,11651,11651,11651,11367,0,3500,0,3500,0,0,0,0,11651,11651,0,0,0,0,0,0,16125,16125,3100,3024,0,0,0,0,0,0,0
04828601,2,79,0,2021,2020,0,.15300,.15300,2,-.0765,-.0765,34,D,.00000,.00000,0,D,0,D,0,D,0,D,14570,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-1500,0,-3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21500,21500,0,0,0,0,0,0,0,0,0
04828631,1,0,0,2021,2020,0,.02900,.02900,1,.24000,.24000,11,D,.06100,.06100,150795,D,0,D,0,D,0,D,0,D,0,D,0,D,4000,D,0,D,0,D,0,D,0,D,0,D,10776,D,25250,7579,25284,25226,7584,7575,21448,21969,150795,150795,150795,147117,0,0,0,0,0,0,0,0,140019,140019,0,0,25284,25226,25284,25226,4600,4600,13197,12883,0,0,0,0,0,0,0
04828681,1,0,0,2021,2020,2,.15300,.15300,1,-.0765,-.0765,05,D,-.0647,-.0647,0,D,0,D,0,D,150,D,0,D,0,D,0,D,6300,D,10,D,0,D,0,D,0,D,0,D,400,D,-1333,0,-1800,-1000,0,0,0,0,150,150,150,146,0,1000,0,1000,0,0,0,0,150,150,0,0,0,0,0,0,9202,9202,6710,6546,0,0,0,0,0,0,0
