NEWID,TAX_UNIT,AGE_TP,AGE_SP,TAXYR_CY,TAXYR_PY,DEPCNT,FICAR_CY,FICAR_PY,FILESTAT,FRATE_CY,FRATE_PY,SOI_ST,SOI_ST_,SRATE_CY,SRATE_PY,WAGE_HD,WAGE_HD_,WAGE_SP,WAGE_SP_,OTHTXINC,OTHT_INC,TAXPENS,TAXPENS_,SOSSECB,SOSSECB_,NONTXINC,NONT_INC,RNTPAID,RNTPAID_,PROPTXPD,PROP_XPD,AMTDEDCT,AMTD_DCT,CHLDCARE,CHLD_ARE,DEPUND13,DEPU_D13,DEPUND17,DEPU_D17,DEPUND18,DEPU_D18,OTHDEDCT,OTHD_DCT,FTAXOWE,STAXOWE,FTAXO_PY,FTAXO_CY,STAXO_PY,STAXO_CY,FICA_PY,FICA_CY,FDAGI_PY,FDAGI_CY,STAGI_PY,STAGI_CY,CHDTX_PY,CHDTX_CY,ADDTX_PY,ADDTX_CY,DPCAR_PY,DPCAR_CY,EITCR_PY,EITCR_CY,AMTIN_PY,AMTIN_CY,AMTOW_PY,AMTOW_CY,FRGTX_PY,FRGTX_CY,FTXBC_PY,FTXBC_CY,SSTDD_PY,SSTDD_CY,SITDD_PY,SITDD_CY,SPRCR_PY,SPRCR_CY,SDCAR_PY,SDCAR_CY,SEITC_PY,SEITC_CY,DIVINC
04563034,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,33,D,-.0229,-.0229,0,D,0,D,0,D,0,D,11382,D,0,D,4128,D,0,D,20,D,0,D,0,D,0,D,0,D,0,D,-750,0,-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,20,20,0,0,0,0,0,0,0
04563044,1,0,0,2021,2020,2,.15300,.15300,1,-.0765,-.0765,11,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2000,D,0,D,0,D,0,D,0,D,0,D,3516,D,-1333,0,-1800,-1000,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,4600,4600,0,0,0,0,0,0,0,0,0
04563054,1,0,0,2021,2020,1,.15300,.15300,1,-.0765,-.0765,44,D,.00000,.00000,0,D,0,D,0,D,0,D,20502,D,0,D,0,D,1200,D,20,D,0,D,0,D,0,D,0,D,7500,D,-1042,0,-1800,-500,0,0,0,0,0,0,0,0,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04563074,1,0,0,2021,2020,2,.15300,.15300,1,-.0765,-.0765,31,D,-.0306,-.0306,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3900,D,808,D,0,D,0,D,0,D,0,D,2680,D,-1333,0,-1800,-1000,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04563084,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,0,T,.00000,.00000,0,D,0,D,0,D,0,D,6918,D,0,D,4320,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-750,0,-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04563104,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,05,D,.04000,.04000,33405,D,0,D,0,D,0,D,0,D,0,D,19400,D,0,D,400,D,0,D,0,D,0,D,0,D,0,D,1562,442,523,2304,455,433,5111,5111,33405,33405,33405,32590,0,0,0,0,0,0,0,0,33405,33405,0,0,2323,2304,2323,2304,4601,4601,400,390,0,0,0,0,0,0,0
04563104,2,0,0,2021,2020,0,.15300,.15300,1,.10000,.12000,05,D,.02780,.02780,22486,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,252,78,-787,994,86,72,3440,3440,22486,22486,22486,21938,0,0,0,0,0,0,0,0,22486,22486,0,0,1013,994,1013,994,4601,4601,0,0,0,0,0,0,59,63,0
04563214,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,14,D,.04950,.04950,31000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,50,D,0,D,0,D,0,D,0,D,1200,D,1273,1419,235,2015,1419,1419,4743,4743,31000,31000,31000,30244,0,0,0,0,0,0,0,0,31000,31000,0,0,2035,2015,2035,2015,0,0,0,0,0,0,0,0,0,0,0
04563214,2,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,14,D,.04950,.04950,46503,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3133,2187,2095,3875,2187,2187,7115,7115,46503,46503,46503,45369,0,0,0,0,0,0,0,0,46503,46503,0,0,3895,3875,3895,3875,0,0,0,0,0,0,0,0,0,0,0
04563224,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,34,D,.05250,.05250,23956,D,0,D,0,D,0,D,0,D,0,D,12000,D,0,D,0,D,0,D,0,D,0,D,0,D,200,D,284,622,-755,1026,630,616,3665,3665,22756,22756,22756,22201,0,0,0,0,0,0,0,0,22756,22756,0,0,1045,1026,1045,1026,10750,10750,200,195,0,0,0,0,0,0,0
04563254,1,0,0,2021,2020,0,.15300,.15300,1,.22000,.32000,33,D,.06090,.06090,78940,D,0,D,0,D,0,D,0,D,0,D,13824,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,8884,3835,7903,9584,3846,3827,12078,12078,75440,75440,75440,73600,0,0,0,0,0,0,0,0,75440,75440,0,0,9659,9584,9659,9584,8000,8000,0,0,0,0,0,0,0,0,0
04563254,2,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,33,D,.06090,.06090,50000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,2947,1978,1908,3689,1989,1970,7650,7650,44947,44947,44947,43851,0,0,0,0,0,0,0,0,44947,44947,0,0,3708,3689,3708,3689,8000,8000,0,0,0,0,0,0,0,0,0
04563314,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,14,D,-.0138,-.0138,0,D,0,D,0,D,0,D,20382,D,0,D,0,D,0,D,305,D,0,D,0,D,0,D,0,D,0,D,-750,0,-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04563364,1,0,0,2021,2020,0,.15300,.15300,1,.22000,.22000,28,D,.06840,.06840,35000,D,0,D,0,D,0,D,0,D,0,D,0,D,1700,D,345,D,0,D,0,D,0,D,0,D,3488,D,4644,2296,3638,5363,2316,2281,5355,5355,56253,56253,56253,54881,0,0,0,0,0,0,0,0,56253,56253,0,0,5438,5363,5438,5363,7000,7000,0,0,0,0,0,0,0,0,0
04563424,1,0,0,2021,2020,1,.15300,.15300,2,.12000,.12000,38,D,.07700,.07700,42219,D,34143,D,0,D,0,D,0,D,0,D,0,D,3000,D,651,D,0,D,0,D,0,D,0,D,0,D,3710,4733,1632,5193,4954,4576,11683,11683,75862,75862,75862,74012,500,500,0,500,0,0,0,0,75862,75862,0,0,5732,5693,5732,5693,4630,4630,0,0,0,0,0,0,0,0,0
04563444,1,0,33,2021,2020,1,.15300,.15300,2,.24000,.24000,05,D,.09300,.09300,58240,D,173000,D,0,D,0,D,0,D,0,D,0,D,4090,D,0,D,0,D,1,D,1,D,1,D,10708,D,35522,14143,35633,35444,14248,14067,31003,31523,230940,230940,230940,225307,2000,2000,0,2000,0,0,0,0,230940,230940,0,0,37633,37444,37633,37444,9202,9202,6460,6479,0,0,0,0,0,0,0
04563454,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,34,D,.05250,.05250,27500,D,0,D,0,D,0,D,0,D,0,D,0,D,1300,D,214,D,0,D,0,D,0,D,0,D,400,D,853,871,-186,1595,879,865,4208,4208,27500,27500,27500,26829,0,0,0,0,0,0,0,0,27500,27500,0,0,1615,1595,1615,1595,10750,10750,1700,1659,0,0,0,0,0,0,0
04563454,2,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,34,D,.05250,.05250,33839,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1614,1204,575,2356,1212,1198,5177,5177,33839,33839,33839,33014,0,0,0,0,0,0,0,0,33839,33839,0,0,2375,2356,2375,2356,10750,10750,0,0,0,0,0,0,0,0,0
04563464,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,02,D,.00000,.00000,52000,D,0,D,0,D,0,D,0,D,0,D,10200,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,3612,0,2574,4354,0,0,7956,7956,50492,50492,0,0,0,0,0,0,0,0,0,0,50492,50492,0,0,4374,4354,4374,4354,0,0,0,0,0,0,0,0,0,0,0
04563474,1,0,0,2021,2020,3,.15300,.15300,1,-.4500,-.4500,31,D,-.1800,-.1800,0,D,0,D,0,D,0,D,0,D,0,D,4692,D,0,D,0,D,0,D,3,D,3,D,3,D,0,D,-7375,0,-5100,-9000,0,0,0,0,12316,12316,0,0,0,9000,0,9000,0,0,0,0,12316,12316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04563514,1,0,0,2021,2020,0,.15300,.15300,1,.22000,.32000,05,D,.09300,.09300,80000,D,0,D,0,D,0,D,0,D,0,D,7800,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,9616,3803,8799,10200,3853,3768,12240,12240,78240,78240,78240,76332,0,0,0,0,0,0,0,0,78240,78240,0,0,10275,10200,10275,10200,4601,4601,0,0,0,0,0,0,0,0,0
04563524,1,0,62,2021,2020,0,.15300,.15300,2,.10000,.10000,33,D,.04500,.04500,20000,D,20000,D,0,D,0,D,0,D,0,D,0,D,0,D,30,D,0,D,0,D,0,D,0,D,0,D,-264,860,-2347,1223,872,852,6120,6120,37333,37333,37333,36422,0,0,0,0,0,0,0,0,37333,37333,0,0,1253,1223,1253,1223,16050,16050,30,29,0,0,0,0,0,0,0
04563534,1,50,0,2021,2020,0,.15300,.15300,2,.22000,.27000,39,D,.03070,.03070,81066,D,92952,D,0,D,0,D,0,D,0,D,0,D,9900,D,0,D,0,D,0,D,0,D,0,D,20728,D,22556,5342,21905,23021,5342,5342,26625,26625,174018,174018,174018,169774,0,0,0,0,0,0,0,0,153290,153290,0,0,23104,23021,23104,23021,0,0,0,0,0,0,0,0,0,0,0
04563544,1,0,0,2021,2020,2,.15300,.15300,1,.22000,.22000,50,D,.06420,.06420,58000,D,0,D,0,D,0,D,0,D,0,D,0,D,2800,D,1188,D,0,D,0,D,0,D,0,D,4476,D,8428,4476,7428,9143,4493,4465,8874,8874,90830,90830,90830,88615,1000,1000,0,1000,0,0,0,0,90830,90830,0,0,10228,10143,10228,10143,2074,2340,4476,4367,0,0,0,0,0,0,0
04563554,1,47,0,2021,2020,0,.15300,.15300,2,.22000,.22000,44,D,.00000,.00000,96585,D,52208,D,0,D,0,D,0,D,0,D,0,D,9500,D,600,D,0,D,0,D,0,D,0,D,8316,D,17272,0,15258,18709,0,0,22765,22765,148793,148793,0,0,0,0,0,0,0,0,0,0,148793,148793,0,0,18858,18709,18858,18709,0,0,0,0,0,0,0,0,0,0,0
04563584,1,0,0,2021,2020,0,.15300,.15300,1,.24000,.24000,33,D,.06410,.06410,106554,D,0,D,0,D,0,D,0,D,0,D,22320,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,16622,5783,16676,16582,5798,5772,16303,16303,106554,106554,106554,103955,0,0,0,0,0,0,0,0,106554,106554,0,0,16676,16582,16676,16582,8000,8000,0,0,0,0,0,0,0,0,0
04563614,1,0,33,2021,2020,2,.15300,.15300,2,.27000,.32000,39,D,.03070,.03070,8900,D,163000,D,0,D,0,D,0,D,0,D,0,D,8300,D,0,D,0,D,2,D,2,D,2,D,12156,D,16078,5277,14412,17268,5277,5277,23164,23684,165900,165900,171900,167707,4000,5205,0,5205,0,0,0,0,165900,165900,0,0,22622,22473,22622,22473,0,0,0,0,0,0,0,0,0,0,0
04563624,1,0,65,2021,2020,0,.15300,.15300,2,.22200,.22200,0,T,.00000,.00000,0,D,0,D,0,D,38400,D,32400,D,0,D,0,D,1700,D,100,D,0,D,0,D,0,D,0,D,0,D,1408,0,-669,2892,0,0,0,0,53813,53813,0,0,0,0,0,0,0,0,0,0,53813,53813,0,0,2931,2892,2931,2892,0,0,0,0,0,0,0,0,0,0,0
04563644,1,53,0,2021,2020,0,.15300,.15300,2,.22000,.22000,05,D,.06000,.08000,110000,D,0,D,0,D,2100,D,22182,D,0,D,0,D,5600,D,0,D,0,D,0,D,0,D,0,D,5612,D,11837,3003,9824,13275,3056,2966,16830,16830,124093,124093,105238,102671,0,0,0,0,0,0,0,0,124093,124093,0,0,13424,13275,13424,13275,9202,9202,11212,10939,0,0,0,0,0,0,0
04563734,1,0,0,2021,2020,1,.15300,.15300,1,.00000,.00000,0,T,.00000,.00000,17517,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,106,D,0,D,0,D,0,D,0,D,0,D,-1042,0,-1800,-500,0,0,2680,2680,17517,17517,0,0,0,500,0,500,0,0,0,0,17517,17517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04563764,1,0,74,2021,2020,0,.15300,.15300,2,.22200,.22200,43,D,.00000,.00000,0,D,0,D,0,D,34800,D,37164,D,0,D,0,D,1500,D,1377,D,0,D,0,D,0,D,0,D,8160,D,803,0,-1274,2287,0,0,0,0,48775,48775,0,0,0,0,0,0,0,0,0,0,48775,48775,0,0,2326,2287,2326,2287,0,0,0,0,0,0,0,0,0,0,0
04563804,1,0,0,2021,2020,0,.15300,.15300,1,.07650,.07650,44,D,.00000,.00000,12000,D,0,D,0,D,0,D,0,D,0,D,9840,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-1049,0,-2092,-304,0,0,1836,1836,12000,12000,0,0,0,0,0,0,0,0,292,304,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04563814,1,59,0,2021,2020,0,.15300,.15300,2,.22000,.27000,02,D,.00000,.00000,53000,D,115000,D,0,D,0,D,21415,D,0,D,0,D,10,D,1124,D,0,D,0,D,0,D,0,D,2800,D,25352,0,24925,25657,0,0,25704,25704,180374,180374,0,0,0,0,0,0,0,0,0,0,180374,180374,0,0,25806,25657,25806,25657,0,0,0,0,0,0,0,0,0,0,0
04563814,2,0,0,2021,2020,0,.15300,.15300,1,.10000,.10000,02,D,.00000,.00000,19117,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-87,0,-1128,657,0,0,2925,2925,19117,19117,0,0,0,0,0,0,0,0,0,0,19117,19117,0,0,672,657,672,657,0,0,0,0,0,0,0,0,0,0,0
04563854,1,0,0,2021,2020,0,.15300,.15300,1,.24000,.24000,50,D,.06270,.06270,55000,D,0,D,0,D,0,D,0,D,0,D,0,D,4200,D,0,D,0,D,0,D,0,D,0,D,6080,D,21626,7033,21660,21602,7045,7024,8415,8415,131000,131000,131000,127805,0,0,0,0,0,0,0,0,124920,124920,0,0,21660,21602,21660,21602,0,0,6080,5932,0,0,0,0,0,0,0
04563854,2,0,0,2021,2020,0,.15300,.15300,1,.22000,.22000,50,D,.07020,.07020,67000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,7009,3307,6002,7728,3327,3293,10251,10251,67000,67000,67000,65366,0,0,0,0,0,0,0,0,67000,67000,0,0,7802,7728,7802,7728,4934,5130,0,0,0,0,0,0,0,0,0
04563874,1,0,82,2021,2020,0,.15300,.15300,2,.10000,.10000,05,D,.02000,.02000,22600,D,15304,D,0,D,0,D,0,D,0,D,0,D,8100,D,30,D,0,D,0,D,0,D,0,D,240,D,-337,13,-2420,1150,23,5,5799,5799,37904,37904,37904,36980,0,0,0,0,0,0,0,0,37904,37904,0,0,1180,1150,1180,1150,9202,9202,8370,8166,0,0,0,0,0,0,0
04563884,1,0,0,2021,2020,0,.15300,.15300,1,.07650,.07650,39,D,.03070,.03070,11504,D,0,D,0,D,0,D,0,D,0,D,6600,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-1087,353,-2130,-342,353,353,1760,1760,11504,11504,11504,11223,0,0,0,0,0,0,330,342,11504,11504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04563894,1,32,0,2021,2020,0,.15300,.15300,2,.22000,.32000,34,D,.05250,.05250,13000,D,150000,D,0,D,0,D,0,D,0,D,0,D,2000,D,40,D,0,D,0,D,0,D,0,D,5788,D,20939,7412,19684,21835,7429,7401,23414,23935,163000,163000,163000,159024,0,0,0,0,0,0,0,0,163000,163000,0,0,21984,21835,21984,21835,21500,21500,7788,7598,0,0,0,0,0,0,0
04563914,1,60,0,2021,2020,0,.15300,.15300,2,.12000,.12000,10,D,.00000,.00000,52413,D,37254,D,0,D,0,D,0,D,0,D,0,D,3200,D,1967,D,0,D,0,D,0,D,0,D,1200,D,5866,0,3789,7350,0,0,13719,13719,89667,89667,0,0,0,0,0,0,0,0,0,0,89667,89667,0,0,7389,7350,7389,7350,0,0,0,0,0,0,0,0,0,0,0
04563934,1,0,0,2021,2020,3,.15300,.15300,2,.27000,.32000,34,D,.05250,.05250,59507,D,101289,D,0,D,0,D,0,D,0,D,0,D,2700,D,451,D,0,D,1,D,1,D,1,D,7604,D,14890,6982,12959,16270,6998,6970,24602,24602,154796,154796,154796,151021,3000,3760,0,3760,0,0,0,0,154796,154796,0,0,20179,20030,20179,20030,21500,21500,10304,10053,0,0,0,0,0,0,0
04563954,1,31,0,2021,2020,2,.15300,.15300,1,-.4000,-.5500,34,D,.00000,.00000,14379,D,0,D,0,D,0,D,0,D,0,D,12916,D,0,D,0,D,0,D,2,D,2,D,2,D,0,D,-11661,0,-11533,-11752,0,0,2200,2200,14379,14379,14379,14028,0,6000,1782,6000,0,0,5752,5752,14379,14379,0,0,0,0,0,0,16125,16125,0,0,0,0,0,0,0,0,0
04563954,2,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,34,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-750,0,-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10750,10750,0,0,0,0,0,0,0,0,0
04564004,1,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,14,D,.04950,.04950,23408,D,0,D,0,D,0,D,0,D,0,D,0,D,1500,D,0,D,0,D,0,D,0,D,0,D,5572,D,362,969,-677,1104,969,969,3581,3581,23408,23408,23408,22837,0,0,0,0,0,0,0,0,23408,23408,0,0,1123,1104,1123,1104,0,0,0,0,75,73,0,0,0,0,0
04564004,2,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,14,D,.04950,.04950,34589,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,1704,1597,665,2446,1597,1597,5292,5292,34589,34589,34589,33745,0,0,0,0,0,0,0,0,34589,34589,0,0,2465,2446,2465,2446,0,0,0,0,0,0,0,0,0,0,0
04564024,1,60,0,2021,2020,0,.15300,.15300,2,.12000,.12000,23,D,.04250,.04250,65000,D,0,D,0,D,0,D,0,D,0,D,0,D,3100,D,5435,D,0,D,0,D,0,D,0,D,0,D,2066,2055,-11,3550,2061,2051,9945,9945,58000,58000,58000,56585,0,0,0,0,0,0,0,0,58000,58000,0,0,3589,3550,3589,3550,0,0,0,0,0,0,0,0,0,0,0
04564044,1,0,0,2021,2020,4,.15300,.15300,1,-.0765,-.0765,11,D,.00000,.00000,0,D,0,D,0,D,0,D,12162,D,0,D,18000,D,0,D,0,D,0,D,0,D,0,D,0,D,1200,D,-1917,0,-1800,-2000,0,0,0,0,0,0,0,0,0,2000,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,4600,4600,0,0,0,0,0,0,0,0,0
04564054,1,0,51,2021,2020,0,.15300,.02900,2,.22000,.32000,30,D,.00000,.00000,140000,D,24000,D,0,D,0,D,0,D,0,D,0,D,6000,D,0,D,0,D,0,D,0,D,0,D,9376,D,19434,0,17844,20570,0,0,24807,25092,157250,157250,0,0,0,0,0,0,0,0,0,0,157250,157250,0,0,20719,20570,20719,20570,0,0,0,0,0,0,0,0,0,0,0
04564054,2,0,0,2021,2020,0,.15300,.15300,1,.12000,.12000,30,D,.00000,.00000,24000,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,433,0,-606,1175,0,0,3672,3672,24000,24000,0,0,0,0,0,0,0,0,0,0,24000,24000,0,0,1195,1175,1195,1175,0,0,0,0,0,0,0,0,0,0,0
04564074,1,61,0,2021,2020,0,.15300,.15300,2,.07650,.07650,22,D,.12300,.12300,18785,D,0,D,0,D,0,D,0,D,0,D,14400,D,0,D,23,D,0,D,0,D,0,D,0,D,0,D,-1733,145,-3824,-240,171,126,2874,2874,18785,18785,18785,18327,0,0,0,0,0,0,224,240,18785,18785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,70,0
04564074,2,0,0,2021,2020,1,.15300,.15300,1,-.0765,-.0765,22,D,-.0229,-.0229,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,0,D,-1042,0,-1800,-500,0,0,0,0,0,0,0,0,0,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04564094,1,0,0,2021,2020,1,.15300,.15300,1,.12000,.12000,47,D,.05750,.05750,61640,D,0,D,0,D,0,D,0,D,0,D,0,D,1800,D,0,D,0,D,0,D,0,D,0,D,9160,D,3615,2912,2577,4357,2921,2906,9431,9431,61640,61640,61640,60137,500,500,0,500,0,0,0,0,61640,61640,0,0,4877,4857,4877,4857,4500,4500,0,0,0,0,0,0,0,0,0
04564234,1,0,0,2021,2020,6,.15300,.15300,1,-.4500,-.4500,0,T,.00000,.00000,0,D,0,D,0,D,0,D,23382,D,0,D,0,D,460,D,0,D,0,D,3,D,3,D,3,D,3900,D,-8250,0,-5100,-10500,0,0,0,0,0,0,0,0,0,10500,0,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04564264,1,0,63,2021,2020,0,.15300,.15300,2,.22000,.22000,06,D,.04550,.04550,45000,D,90000,D,0,D,0,D,0,D,0,D,0,D,3600,D,74,D,0,D,0,D,0,D,0,D,1480,D,9320,3989,7307,10758,3997,3984,20655,20655,112650,112650,112650,109902,0,0,0,0,0,0,0,0,112650,112650,0,0,10907,10758,10907,10758,0,0,0,0,0,0,0,0,0,0,0
04564414,1,45,0,2021,2020,2,.15300,.15300,2,.22000,.27000,02,D,.00000,.00000,110000,D,78000,D,0,D,0,D,0,D,0,D,0,D,6000,D,0,D,0,D,0,D,1,D,2,D,8444,D,23164,0,22774,23442,0,0,28764,28764,181668,181668,0,0,2500,2500,0,2500,0,0,0,0,181668,181668,0,0,26091,25942,26091,25942,0,0,0,0,0,0,0,0,0,0,0
04564434,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,10,D,.00000,.00000,0,D,0,D,0,D,0,D,3021,D,0,D,0,D,7200,D,0,D,0,D,0,D,0,D,0,D,0,D,-750,0,-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04564574,1,0,0,2021,2020,0,.15300,.15300,1,.22000,.22000,05,D,.08000,.08000,59000,D,0,D,0,D,0,D,0,D,0,D,15000,D,0,D,142,D,0,D,0,D,0,D,0,D,0,D,4660,1867,3654,5379,1905,1840,9027,9027,56326,56326,56326,54952,0,0,0,0,0,0,0,0,56326,56326,0,0,5454,5379,5454,5379,4601,4601,142,139,0,0,0,0,0,0,0
04564664,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,22,D,-.0229,-.0229,0,D,0,D,0,D,0,D,0,D,0,D,0,D,5000,D,3,D,0,D,0,D,0,D,0,D,0,D,-750,0,-1800,0,0,0,0,0,318,318,0,0,0,0,0,0,0,0,0,0,318,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04564674,1,0,0,2021,2020,0,.15300,.15300,1,-.0765,-.0765,34,D,.00000,.00000,0,D,0,D,0,D,1000,D,22062,D,0,D,0,D,2400,D,2306,D,0,D,0,D,0,D,0,D,9361,D,-750,0,-1800,0,0,0,0,0,1000,1000,1000,976,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,10750,10750,11761,11474,0,0,0,0,0,0,0
04564704,1,0,0,2021,2020,0,.15300,.15300,1,.22000,.27000,36,D,.03800,.03800,98000,D,0,D,0,D,0,D,0,D,0,D,0,D,3300,D,250,D,0,D,0,D,0,D,0,D,4168,D,14372,2663,14364,14378,2678,2652,14994,14994,97230,97230,97230,94859,0,0,0,0,0,0,0,0,97230,97230,0,0,14453,14378,14453,14378,0,0,0,0,0,0,0,0,0,0,0
04564724,1,42,0,2021,2020,3,.15300,.15300,2,.31060,.21060,10,D,.00000,.00000,0,D,32000,D,0,D,0,D,0,D,0,D,0,D,2100,D,0,D,0,D,2,D,3,D,3,D,0,D,-11735,0,-13210,-10681,0,0,4896,4896,41600,41600,0,0,1680,9000,4200,9000,0,0,3210,3331,41600,41600,0,0,1680,1650,1680,1650,0,0,0,0,0,0,0,0,0,0,0
04564734,1,0,0,2021,2020,2,.15300,.15300,2,.22000,.22000,47,D,.05750,.05750,90000,D,34000,D,0,D,0,D,0,D,0,D,25300,D,0,D,3287,D,6800,D,2,D,2,D,2,D,0,D,4534,5515,2404,6055,5539,5499,18972,18972,124000,124000,124000,120976,4000,6000,0,6000,1200,1200,0,0,124000,124000,0,0,13404,13255,13404,13255,9000,9000,0,0,0,0,0,0,0,0,0
04564744,1,0,0,2021,2020,1,.15300,.15300,1,-.0765,-.0765,11,D,.00000,.00000,0,D,0,D,0,D,900,D,18582,D,0,D,0,D,400,D,2058,D,0,D,0,D,0,D,0,D,2182,D,-1042,0,-1800,-500,0,0,0,0,2000,2000,2000,1951,0,500,0,500,0,0,0,0,2000,2000,0,0,0,0,0,0,4600,4600,0,0,0,0,0,0,0,0,0
04564754,1,0,39,2021,2020,2,.15300,.15300,2,.27000,.32000,07,D,.05500,.05500,28200,D,130000,D,0,D,0,D,0,D,0,D,0,D,4000,D,1361,D,0,D,2,D,2,D,2,D,5472,D,12384,7919,10348,13839,7926,7913,24205,24205,153199,153199,153199,149462,4000,5840,0,5840,0,0,0,0,153199,153199,0,0,19828,19679,19828,19679,0,0,0,0,0,0,0,0,0,0,0
04564824,1,0,0,2021,2020,3,.15300,.15300,1,-.3400,-.3400,45,D,.00000,.00000,0,D,0,D,0,D,0,D,0,D,0,D,13800,D,0,D,31,D,0,D,1,D,1,D,1,D,4800,D,-3542,0,-2900,-4000,0,0,0,0,13657,13657,13657,13324,0,4000,0,4000,0,0,0,0,13657,13657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04564844,1,0,72,2021,2020,0,.02900,.02900,2,.22000,.22000,12,D,.07630,.07630,145000,D,0,D,0,D,0,D,0,D,0,D,0,D,300,D,0,D,0,D,0,D,0,D,0,D,5596,D,12484,7671,10471,13922,7695,7654,21280,21801,128333,128333,128333,125203,0,0,0,0,0,0,0,0,128333,128333,0,0,14071,13922,14071,13922,4400,4400,13534,13164,0,0,0,0,0,0,0
