"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VEHICYC","VEHICYC_","VEHDISP","VEHDISP_","VDISPMO","VDISPMO_","SALEX","SALEX_","REIMBURX","REIM_URX","EXREIMBX","EXRE_MBX","LOANSTAT","LOAN_TAT","FINPAYMX","FINP_YMX","VEHICIC","VEHICIC_"
"20121",2404115,53,0,"2","110","D","1","D","12","D",465,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2405045,65,0,"1","110","D","1","D","02","D",5000,"D",.,"A",.,"A","2","D",.,"A","05","D"
"20121",2405485,70,0,"1","100","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2405685,74,0,"1","110","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20121",2406025,44,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","1","D",5000,"F","02","D"
"20121",2406085,30,0,"1","110","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2406205,39,0,"1","100","D","1","D","02","D",300,"F",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2406525,24,0,"1","110","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2407325,70,0,"1","100","D","2","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2407385,52,0,"1","110","D","2","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2407755,33,0,"1","100","D","4","D","01","D",.,"A",3000,"D",.,"A","2","D",.,"A","04","D"
"20121",2407805,68,0,"1","110","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2408085,67,0,"1","100","D","4","D","02","D",.,"A",9500,"D",.,"A","2","D",.,"A","02","D"
"20121",2408365,35,0,"1","100","D","4","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2408615,55,0,"1","110","D","4","D","12","D",.,"A",7800,"D",.,"A","2","D",.,"A","01","D"
"20121",2408645,40,0,"2","150","D","1","D","12","D",3000,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2409125,62,0,"1","100","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","06","D"
"20121",2410484,41,0,"1","100","D","4","D","10","D",.,"A",770,"F",.,"A","2","D",.,"A","04","D"
"20121",2412054,50,0,"1","100","D","6","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2412654,28,0,"1","100","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2412874,77,0,"1","100","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2413304,33,0,"1","100","D","5","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2413514,67,0,"1","100","D","1","D","10","D",1500,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2413664,39,0,"1","110","D","2","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2414954,55,0,"1","100","D","6","D","11","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20121",2414954,56,0,"1","110","D","6","D","11","D",.,"A",.,"A",.,"A","1","D",.,"A","02","D"
"20121",2415764,42,0,"1","120","D","1","D","11","D",51000,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2415814,51,0,"2","110","D","2","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2417294,30,0,"1","100","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2418324,21,0,"1","110","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2418414,87,0,"1","150","D","1","D","10","D",300,"D",.,"A",.,"A","2","D",.,"A","04","D"
"20121",2418524,52,0,"1","110","D","2","D","11","D",.,"A",.,"A",.,"A","1","D",11900,"D","02","D"
"20121",2419064,35,0,"1","100","D","1","D","10","D",300,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2419244,40,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2419504,62,0,"1","100","D","2","D","10","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20121",2419855,34,0,"1","110","D","2","D","11","D",.,"A",.,"A",.,"A","1","D",475,"D","01","D"
"20121",2419954,53,0,"1","100","D","4","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20121",2419974,38,0,"1","110","D","1","D","11","D",2500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2420044,40,0,"1","100","D",,"C","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2420974,27,0,"1","110","D","1","D","01","D",800,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2421114,69,0,"1","110","D","6","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2421624,58,0,"1","110","D","2","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2421864,24,0,"1","100","D","1","D","12","D",1500,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2421944,37,0,"1","110","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2421954,49,0,"1","100","D","1","D","12","D",10000,"F",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2422364,34,0,"1","100","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2422534,18,0,"1","130","D","1","D","11","D",80,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2422544,43,0,"1","100","D","1","D","01","D",1500,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2422914,49,0,"1","110","D","2","D","12","D",.,"A",.,"A",.,"A","1","D",6000,"D","03","D"
"20121",2423004,35,0,"1","100","D","2","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2423644,84,0,"1","100","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","06","D"
"20121",2424124,34,0,"1","110","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2424614,25,0,"1","110","D","6","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2425104,62,0,"1","110","D","6","D","01","D",.,"A",.,"A",.,"A","1","D",.,"A","03","D"
"20121",2425164,36,0,"1","100","D","6","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2425164,37,0,"1","110","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2425284,32,0,"1","110","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2425444,48,0,"1","100","D","6","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2425474,22,0,"1","100","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2425474,23,0,"1","100","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2426304,40,0,"1","100","D","1","D","12","D",400,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2428954,37,0,"1","100","D","1","D","12","D",200,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2429284,44,0,"1","100","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2430394,48,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2430464,56,0,"2","110","D","1","D","11","D",1000,"D",.,"A",.,"A","2","D",.,"A","04","D"
"20121",2430834,28,0,"1","100","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2432574,50,0,"1","110","D","1","D","01","D",2500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2432594,46,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2432664,38,0,"1","100","D","1","D","12","D",1000,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2432664,39,0,"1","100","D",,"C","02","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2432804,34,0,"1","110","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2433134,31,0,"1","100","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2434134,57,0,"1","110","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2434604,52,0,"1","100","D","6","D","01","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20121",2434994,85,0,"1","110","D","2","D","02","D",.,"A",.,"A",.,"A","1","D",15500,"D","02","D"
"20121",2435254,66,0,"1","100","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2435564,66,0,"1","110","D","3","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","06","D"
"20121",2436034,22,0,"1","100","D","4","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2436274,76,0,"1","100","D","6","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2436444,35,0,"1","100","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2437194,22,0,"1","110","D","4","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2437834,64,0,"1","150","D","1","D","12","D",1900,"D",.,"A",.,"A","2","D",.,"A","07","D"
"20121",2437914,62,0,"1","100","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20121",2438034,46,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20121",2439074,58,0,"2","100","D","2","D","12","D",.,"A",.,"A",.,"A","1","D",5000,"D","01","D"
"20121",2439074,59,0,"2","110","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2439334,41,0,"1","110","D","1","D","01","D",1000,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2439334,42,0,"1","110","D","4","D","02","D",.,"A",7800,"F",.,"A","2","D",.,"A","03","D"
"20121",2439564,30,0,"1","100","D","4","D","02","D",.,"A",.,"A",4100,"F","2","D",.,"A","01","D"
"20121",2439654,48,0,"1","100","D","3","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2439784,59,0,"1","110","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2440114,30,0,"1","110","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2440364,70,0,"1","110","D","2","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2440394,32,0,"1","110","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2440454,76,0,"1","110","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","05","D"
"20121",2440784,36,0,"1","100","D","1","D","01","D",100,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2440994,38,0,"1","100","D","3","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2441574,61,0,"1","100","D","2","D","01","D",.,"A",.,"A",.,"A","1","D",8000,"D","03","D"
"20121",2441805,51,0,"1","100","D","4","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20121",2442834,29,0,"1","110","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2442854,49,0,"1","100","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2442934,41,0,"2","100","D","1","D","12","D",15500,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2443873,35,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2443993,76,0,"1","100","D","1","D","10","D",1700,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2444663,26,0,"1","100","D","4","D","12","D",.,"A",13856,"D",.,"A","2","D",.,"A","01","D"
"20121",2444673,40,0,"1","100","D","6","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2444693,40,0,"2","110","D","2","D","10","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20121",2444693,41,0,"2","110","D","1","D","10","D",500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2444893,57,0,"1","100","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2444953,33,0,"2","110","D","1","D","10","D",1300,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2445353,52,0,"1","100","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2446503,71,0,"1","110","D","1","D","11","D",3500,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2446905,52,0,"2","100","D","1","D","10","D",4200,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2446905,53,0,"1","110","D","1","D","11","D",3000,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2447023,100,0,"1","100","D","1","D","10","D",2400,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2447063,59,0,"2","110","D","1","D","10","D",5000,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2447243,56,0,"1","110","D","6","D","12","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20121",2447243,57,0,"1","130","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2447243,58,0,"1","110","D","1","D","12","D",1800,"D",.,"A",.,"A","2","D",.,"A","05","D"
"20121",2447563,24,0,"1","110","D","4","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2447593,58,0,"1","110","D","6","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2447743,25,0,"1","110","D","4","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2447763,50,0,"1","110","D","6","D","11","D",.,"A",.,"A",.,"A","1","D",.,"A","02","D"
"20121",2448013,65,0,"1","100","D","3","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2448833,43,0,"1","110","D","1","D","12","D",200,"F",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2449463,40,0,"1","200","D","1","D","11","D",16200,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2449873,30,0,"1","110","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2450123,38,0,"1","100","D","4","D","11","D",.,"A",3000,"D",.,"A","2","D",.,"A","01","D"
"20121",2450593,83,0,"1","110","D","6","D","12","D",.,"A",.,"A",.,"A",,"C",.,"A","03","D"
"20121",2450673,62,0,"2","100","D","1","D","10","D",1400,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2450703,35,0,"1","110","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2450733,59,0,"2","110","D","6","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2450763,28,0,"1","100","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2450783,50,0,"1","100","D","6","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2452753,36,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2453223,48,0,"1","110","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2453683,29,0,"1","110","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2453773,32,0,"1","100","D","6","D","10","D",.,"A",.,"A",.,"A",,"C",.,"A","01","D"
"20121",2453793,38,0,"1","100","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2453873,34,0,"1","100","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2453993,49,0,"1","110","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2453993,50,0,"1","100","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2453993,51,0,"1","100","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2454403,49,0,"1","110","D","2","D","11","D",.,"A",.,"A",.,"A","1","D",.,"A","02","D"
"20121",2454503,53,0,"1","110","D","2","D","10","D",.,"A",.,"A",.,"A","1","D",7200,"D","01","D"
"20121",2454503,54,0,"1","130","D","1","D","12","D",800,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2455385,27,0,"1","100","D","4","D","11","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20121",2455443,37,0,"1","100","D","1","D","01","D",275,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2455583,55,0,"1","110","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2455643,22,0,"1","110","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2455763,66,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2455763,67,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2456003,67,0,"1","110","D","1","D","11","D",10000,"D",.,"A",.,"A","1","D",.,"A","02","D"
"20121",2456943,79,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2457413,38,0,"1","110","D","2","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2457713,49,0,"1","100","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2457853,60,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2458023,81,0,"1","130","D","1","D","01","D",2000,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2458873,80,0,"1","110","D","4","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
