"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VEHICYC","VEHICYC_","VEHDISP","VEHDISP_","VDISPMO","VDISPMO_","SALEX","SALEX_","REIMBURX","REIM_URX","EXREIMBX","EXRE_MBX","LOANSTAT","LOAN_TAT","FINPAYMX","FINP_YMX","VEHICIC","VEHICIC_"
"20121",2377535,33,0,"2","110","D","2","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2377725,52,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2378795,56,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","1","D",.,"A","02","D"
"20121",2379145,26,0,"1","100","D","1","D","10","D",2500,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2379155,55,0,"1","110","D","1","D","10","D",8000,"D",.,"A",.,"A","1","D",8300,"D","01","D"
"20121",2379935,53,0,"1","100","D","1","D","11","D",2000,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2380155,72,0,"1","100","D","1","D","12","D",900,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2380335,69,0,"1","100","D","4","D","12","D",.,"A",770,"D",.,"A","2","D",.,"A","02","D"
"20121",2380615,54,0,"1","110","D","4","D","11","D",.,"A",6200,"D",.,"A","1","D",800,"D","02","D"
"20121",2380845,22,0,"1","100","D","3","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2380995,36,0,"1","110","D","6","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2381095,61,0,"1","110","D","1","D","12","D",5500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2381935,57,0,"1","110","D","2","D","12","D",.,"A",.,"A",.,"A","1","D",6000,"D","01","D"
"20121",2381935,58,0,"1","100","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2381985,36,0,"1","100","D","1","D","12","D",1600,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2382215,54,0,"1","100","D","2","D","10","D",.,"A",.,"A",.,"A","1","D",.,"A","02","D"
"20121",2383195,77,0,"1","100","D","1","D","11","D",600,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2383265,46,0,"1","100","D","3","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2383595,42,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2383595,43,0,"1","100","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2384085,31,0,"1","110","D","6","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2384395,52,0,"1","110","D","2","D","10","D",.,"A",.,"A",.,"A",,"C",.,"A","01","D"
"20121",2384445,36,0,"1","100","D","6","D","11","D",.,"A",.,"A",.,"A",,"C",.,"A","01","D"
"20121",2385215,80,0,"1","110","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2385285,37,0,"1","100","D","4","D","11","D",.,"A",.,"A",3200,"F","2","D",.,"A","01","D"
"20121",2385635,43,0,"1","110","D","4","D","10","D",.,"A",3400,"D",.,"A","2","D",.,"A","02","D"
"20121",2385695,36,0,"1","110","D","3","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2386325,78,0,"1","100","D","1","D","11","D",5000,"D",.,"A",.,"A","2","D",.,"A","04","D"
"20121",2386605,35,0,"1","110","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2386615,37,0,"1","100","D","4","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2386795,35,0,"1","100","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2387845,40,0,"1","100","D","1","D","11","D",300,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2387845,41,0,"1","110","D","2","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2388125,35,0,"1","100","D","1","D","01","D",1000,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2388495,67,0,"1","110","D","2","D","12","D",.,"A",.,"A",.,"A","1","D",12000,"D","01","D"
"20121",2388615,70,0,"2","110","D","2","D","11","D",.,"A",.,"A",.,"A","1","D",14000,"D","02","D"
"20121",2388645,58,0,"1","100","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2389105,38,0,"1","110","D","6","D","01","D",.,"A",.,"A",.,"A","1","D",.,"A","02","D"
"20121",2389265,61,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","1","D",950,"D","01","D"
"20121",2389265,62,0,"1","110","D","3","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2389605,48,0,"1","100","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2389705,62,0,"1","110","D","4","D","11","D",.,"A",4500,"D",.,"A","2","D",.,"A","02","D"
"20121",2389935,40,0,"2","100","D","6","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2389955,29,0,"1","110","D","4","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20121",2390245,70,0,"1","100","D","4","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2390995,34,0,"1","110","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2391145,47,0,"1","100","D","1","D","12","D",1600,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2391585,37,0,"1","100","D","6","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2391635,43,0,"1","110","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2391805,23,0,"2","150","D","4","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2392005,30,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20121",2392025,79,0,"1","110","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2393315,59,0,"1","110","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20121",2393715,45,0,"1","110","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2393795,36,0,"1","100","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2393905,30,0,"1","110","D","1","D","11","D",600,"F",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2395135,59,0,"1","110","D","1","D","11","D",500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2395615,58,0,"1","100","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2396565,49,0,"2","110","D","2","D","11","D",.,"A",.,"A",.,"A","1","D",19150,"D","01","D"
"20121",2396705,48,0,"1","110","D","1","D","01","D",500,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2397005,63,0,"1","110","D","2","D","12","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20121",2397085,49,0,"1","150","D","6","D","11","D",.,"A",.,"A",.,"A","1","D",.,"A","03","D"
"20121",2397645,46,0,"1","110","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2398195,20,0,"1","100","D","4","D","11","D",.,"A",300,"F",.,"A","2","D",.,"A","01","D"
"20121",2398685,63,0,"1","110","D","4","D","11","D",.,"A",4500,"D",.,"A","2","D",.,"A","01","D"
"20121",2399445,45,0,"1","110","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2399595,32,0,"1","100","D","1","D","02","D",1200,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2399895,27,0,"1","100","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2399895,28,0,"1","110","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2400005,36,0,"1","110","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2400005,37,0,"1","110","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2400075,49,0,"1","110","D","2","D","12","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20121",2400375,46,0,"2","100","D","2","D","12","D",.,"A",.,"A",.,"A","1","D",.,"A","02","D"
"20121",2400515,50,0,"1","100","D","2","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2400875,68,0,"1","100","D","1","D","02","D",500,"D",.,"A",.,"A","2","D",.,"A","08","D"
"20121",2400925,27,0,"1","110","D","1","D","02","D",200,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2401155,27,0,"1","100","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2402055,39,0,"2","100","D","1","D","12","D",350,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20121",2402445,38,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2402725,36,0,"1","100","D","4","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20121",2403035,57,0,"1","100","D","3","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2403325,61,0,"1","100","D","1","D","02","D",200,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20121",2403505,49,0,"1","110","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
