"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","NUMLOC","NUMLOC_","LOCLODGX","LOCL_DGX","ALCMEALX","ALCM_ALX","ALCGROCX","ALCG_OCX","LOCADMSX","LOCA_MSX","FOODLCDL","FOOD_CDL","LODGLCDL","LODG_CDL","ENTRLCDL","ENTR_CDL","ELSELCDL","ELSE_CDL","QLCMLAX","QLCMLAX_","QLCGLAX","QLCGLAX_"
"20121",2476063,42,0,"1",1,"D",113,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",150,"D",.,"A"
"20121",2478052,71,0,"1",2,"D",218,"D",.,"A",30,"D",.,"A",,"A",,"A",,"A",,"A",96,"D",20,"D"
"20121",2478252,45,0,"1",3,"D",.,"A",.,"A",.,"A",60,"D","2","D","1","D","1","D","2","D",600,"D",120,"D"
"20121",2480332,81,0,"1",1,"D",85,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",8,"D",.,"A"
"20121",2480592,53,0,"1",1,"D",102,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20121",2482562,59,0,"1",1,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",20,"D",.,"A"
"20121",2483622,55,0,"1",1,"D",300,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",35,"D",.,"A"
"20121",2485992,27,0,"1",2,"D",75,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",20,"D",.,"A"
"20121",2487942,25,0,"1",1,"D",120,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",100,"D"
"20121",2489542,53,0,"1",2,"D",300,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",150,"D",50,"D"
"20121",2490312,22,0,"1",2,"D",120,"G",25,"D",100,"D",.,"A","2","D","1","D","2","D","1","D",25,"D",250,"D"
"20121",2491112,66,0,"1",2,"D",202,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",80,"D",.,"A"
"20121",2491702,80,0,"1",1,"D",69,"G",.,"A",.,"A",.,"A","2","D","1","D","2","D","2","D",.,"A",.,"A"
"20121",2493362,66,0,"1",1,"D",103,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",75,"D",.,"A"
"20121",2493962,46,0,"1",2,"D",300,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",150,"D",.,"A"
"20121",2496982,23,0,"1",2,"D",32,"G",1,"G",2,"G",68,"G",,"A",,"A",,"A",,"A",4,"G",3,"G"
"20121",2497003,35,0,"1",2,"D",300,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20121",2499112,48,0,"1",8,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",50,"D"
"20121",2500002,75,0,"1",1,"D",189,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20121",2503032,54,0,"1",7,"D",119,"G",.,"A",.,"A",.,"A","2","D","1","D","2","D","1","D",.,"A",.,"A"
"20121",2507425,36,0,"1",2,"D",196,"F",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",30,"D",.,"A"
"20121",2507512,39,0,"1",1,"D",30,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",30,"D",.,"A"
"20121",2509812,56,0,"1",2,"D",150,"D",.,"A",.,"A",10,"D",,"A",,"A",,"A",,"A",100,"D",.,"A"
"20121",2511262,131,0,"1",1,"D",.,"A",.,"A",.,"A",.,"A","2","D","1","D","2","D","2","D",.,"A",.,"A"
"20121",2513443,42,0,"1",4,"D",400,"D",150,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",150,"D",.,"A"
"20121",2526475,30,0,"1",2,"D",500,"G",.,"A",.,"A",.,"A","2","D","1","D","2","D","2","D",.,"A",.,"A"
"20121",2533793,35,0,"1",1,"D",50,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",20,"D",.,"A"
"20122",2410125,34,0,"1",2,"D",.,"A",10,"F",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"F",.,"A"
"20122",2415065,72,0,"1",1,"D",.,"A",20,"D",.,"A",35,"D",,"A",,"A",,"A",,"A",55,"D",.,"A"
"20122",2415425,49,0,"1",1,"D",120,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",25,"D",.,"A"
"20122",2421405,68,0,"1",1,"D",120,"D",15,"D",.,"A",80,"D",,"A",,"A",,"A",,"A",25,"D",.,"A"
"20122",2421485,62,0,"1",1,"D",225,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20122",2427395,42,0,"1",2,"D",.,"A",20,"D",.,"A",.,"A","2","D","1","D","1","D","2","D",140,"D",.,"A"
"20122",2428965,37,0,"1",4,"D",120,"D",150,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",0,"D",.,"A"
"20122",2429225,39,0,"1",1,"D",120,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",70,"D",.,"A"
"20122",2432685,67,0,"1",1,"D",6,"D",100,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",100,"D",.,"A"
"20122",2439485,44,0,"1",8,"D",4000,"D",150,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",650,"D",.,"A"
"20122",2446154,24,0,"1",4,"D",.,"A",141,"G",.,"A",303,"G","1","D","2","D","1","D","2","D",356,"G",.,"A"
"20122",2447494,39,0,"1",2,"D",279,"G",53,"G",.,"A",239,"G","1","D","1","D","1","D","1","D",309,"G",.,"A"
"20122",2447894,60,0,"1",2,"D",200,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",50,"D"
"20122",2451784,56,0,"1",1,"D",80,"D",.,"A",.,"A",48,"D",,"A",,"A",,"A",,"A",280,"D",45,"D"
"20122",2460104,74,0,"1",1,"D",200,"D",18,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",32,"D",.,"A"
"20122",2461104,48,0,"1",1,"D",160,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20122",2461184,42,0,"1",2,"D",750,"G",.,"A",300,"D",.,"A","2","D","1","D","2","D","2","D",.,"A",700,"D"
"20122",2462824,60,0,"1",1,"D",80,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",40,"D",.,"A"
"20122",2470344,59,0,"1",7,"D",.,"A",.,"A",.,"A",900,"D",,"A",,"A",,"A",,"A",900,"D",.,"A"
"20122",2474294,56,0,"1",2,"D",300,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20122",2479353,60,0,"1",1,"D",.,"A",10,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20122",2480153,42,0,"1",1,"D",164,"D",.,"A",.,"A",90,"D",,"A",,"A",,"A",,"A",45,"D",.,"A"
"20122",2487444,29,0,"1",1,"D",80,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",100,"D",.,"A"
"20122",2491183,30,0,"1",1,"D",87,"G",12,"G",.,"A",20,"G","1","D","1","D","1","D","2","D",24,"G",.,"A"
"20122",2492983,49,0,"1",1,"D",16,"G",5,"G",.,"A",.,"A","1","D","1","D","2","D","2","D",9,"G",.,"A"
"20122",2496423,34,0,"1",4,"D",600,"D",20,"F",.,"A",80,"D",,"A",,"A",,"A",,"A",30,"F",.,"A"
"20122",2497293,65,0,"1",1,"D",139,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20122",2497433,47,0,"1",3,"D",225,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20122",2501043,43,0,"1",1,"D",100,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20122",2503133,34,0,"1",2,"D",25,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",100,"D"
"20122",2505713,47,0,"1",3,"D",200,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20122",2506033,34,0,"1",2,"D",380,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",200,"D",80,"D"
"20122",2509813,55,0,"1",2,"D",400,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",150,"D",.,"A"
"20122",2513064,34,0,"1",1,"D",140,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20122",2515152,37,0,"1",2,"D",350,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20122",2521782,57,0,"1",1,"D",70,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20122",2522672,21,0,"1",5,"D",165,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",75,"D",22,"D"
"20122",2524822,55,0,"1",2,"D",55,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",111,"D",.,"A"
"20122",2526142,74,0,"1",1,"D",108,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",35,"D",.,"A"
"20122",2529782,39,0,"1",1,"D",130,"D",8,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",87,"D",.,"A"
"20122",2529902,45,0,"1",2,"D",200,"G",.,"A",.,"A",.,"A","2","D","1","D","2","D","2","D",120,"D",180,"D"
"20122",2529942,61,0,"1",2,"D",315,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20122",2534352,28,0,"1",3,"D",324,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20122",2534442,60,0,"1",4,"D",549,"D",.,"A",.,"A",250,"D",,"A",,"A",,"A",,"A",400,"D",.,"A"
"20122",2535162,67,0,"1",1,"D",110,"D",.,"A",.,"A",125,"D",,"A",,"A",,"A",,"A",300,"D",.,"A"
"20122",2538772,53,0,"1",5,"D",320,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",300,"D",.,"A"
"20122",2539022,44,0,"1",3,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",40,"D",25,"D"
"20122",2559203,26,0,"1",4,"D",300,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20122",2567002,63,0,"1",2,"D",250,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20122",2572673,29,0,"1",1,"D",33,"G",4,"G",3,"G",.,"A",,"A",,"A",,"A",,"A",14,"G",6,"G"
"20123",2443355,77,0,"1",2,"D",90,"D",75,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",25,"D",.,"A"
"20123",2447025,94,0,"1",2,"D",100,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",35,"D",6,"D"
"20123",2448535,47,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",100,"D",.,"A"
"20123",2448965,81,0,"1",1,"D",101,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20123",2452505,72,0,"1",1,"D",134,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20123",2458485,33,0,"1",1,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",5,"D",5,"D"
"20123",2460625,51,0,"1",2,"D",700,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",180,"F",.,"A"
"20123",2462715,55,0,"1",2,"D",6500,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",180,"D",.,"A"
"20123",2462725,102,0,"1",1,"D",45,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",25,"D",.,"A"
"20123",2463985,42,0,"1",2,"D",356,"G",56,"G",.,"A",.,"A","1","D","1","D","2","D","2","D",188,"G",.,"A"
"20123",2464955,41,0,"1",2,"D",250,"D",30,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",170,"D",30,"D"
"20123",2465015,42,0,"1",1,"D",80,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",25,"D",.,"A"
"20123",2465355,63,0,"1",12,"D",288,"G",26,"G",.,"A",67,"G","1","D","1","D","1","D","2","D",119,"G",.,"A"
"20123",2465685,60,0,"1",2,"D",160,"D",.,"A",.,"A",50,"D",,"A",,"A",,"A",,"A",70,"D",.,"A"
"20123",2465705,58,0,"1",2,"D",390,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",600,"D",.,"A"
"20123",2471115,43,0,"1",2,"D",140,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",40,"D",.,"A"
"20123",2471645,33,0,"1",3,"D",.,"A",30,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",170,"D",.,"A"
"20123",2472505,24,0,"1",2,"D",325,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",65,"D",.,"A"
"20123",2473395,72,0,"1",14,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",530,"D",.,"A"
"20123",2474405,31,0,"1",15,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",80,"D",25,"D"
"20123",2474915,117,0,"1",2,"D",160,"D",.,"A",.,"A",982,"D",,"A",,"A",,"A",,"A",200,"D",.,"A"
"20123",2479144,65,0,"1",1,"D",123,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20123",2480594,62,0,"1",3,"D",.,"A",50,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",0,"D",.,"A"
"20123",2481374,45,0,"1",1,"D",451,"G",28,"G",13,"G",65,"G",,"A",,"A",,"A",,"A",341,"G",52,"G"
"20123",2483164,62,0,"1",1,"D",80,"D",.,"A",15,"D",.,"A",,"A",,"A",,"A",,"A",25,"D",0,"D"
"20123",2485044,49,0,"1",3,"D",320,"D",50,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",325,"D",.,"A"
"20123",2486914,58,0,"1",1,"D",90,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20123",2487354,67,0,"1",1,"D",150,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20123",2488334,43,0,"1",2,"D",366,"G",54,"G",.,"A",123,"G","1","D","1","D","1","D","2","D",166,"G",.,"A"
"20123",2489544,53,0,"1",3,"D",300,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20123",2489704,55,0,"1",2,"D",144,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20123",2490574,83,0,"1",1,"D",252,"G",.,"A",.,"A",84,"G","2","D","1","D","1","D","2","D",35,"D",.,"A"
"20123",2491444,31,0,"1",5,"D",300,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",100,"D",.,"A"
"20123",2492004,38,0,"1",2,"D",124,"G",16,"G",.,"A",.,"A","1","D","1","D","2","D","2","D",153,"G",.,"A"
"20123",2496424,31,0,"1",1,"D",200,"D",50,"F",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"F",.,"A"
"20123",2498434,40,0,"1",1,"D",49,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20123",2499784,47,0,"1",1,"D",70,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20123",2501574,50,0,"1",7,"D",.,"A",60,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",540,"D",.,"A"
"20123",2501704,50,0,"1",4,"D",500,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",200,"D",.,"A"
"20123",2502084,44,0,"1",1,"D",60,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",15,"D",.,"A"
"20123",2503094,46,0,"1",1,"D",70,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",52,"D",.,"A"
"20123",2503744,28,0,"1",2,"D",80,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",14,"D",15,"D"
"20123",2504344,61,0,"1",2,"D",204,"G",2,"G",1,"G",7,"G",,"A",,"A",,"A",,"A",113,"G",3,"G"
"20123",2510494,66,0,"1",1,"D",100,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",12,"D",.,"A"
"20123",2510854,63,0,"1",1,"D",65,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",40,"D",.,"A"
"20123",2511064,77,0,"1",2,"D",175,"D",40,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",85,"D",.,"A"
"20123",2511264,135,0,"1",1,"D",279,"D",.,"A",.,"A",42,"D",,"A",,"A",,"A",,"A",168,"D",.,"A"
"20123",2514603,36,0,"1",1,"D",79,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",55,"D",.,"A"
"20123",2518223,47,0,"1",1,"D",130,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",160,"D",.,"A"
"20123",2522923,34,0,"1",7,"D",236,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20123",2526743,78,0,"1",2,"D",260,"G",.,"A",.,"A",.,"A","2","D","1","D","2","D","2","D",.,"A",.,"A"
"20123",2529113,35,0,"1",1,"D",118,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",36,"D",.,"A"
"20123",2532013,30,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",60,"D",.,"A"
"20123",2532823,33,0,"1",2,"D",600,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",75,"D",.,"A"
"20123",2534903,61,0,"1",1,"D",60,"D",15,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",25,"D",.,"A"
"20123",2535013,53,0,"1",1,"D",175,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20123",2536813,71,0,"1",1,"D",89,"D",40,"F",.,"A",.,"A",,"A",,"A",,"A",,"A",85,"F",.,"A"
"20123",2539963,84,0,"1",3,"D",300,"D",25,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",135,"D",.,"A"
"20123",2540183,41,0,"1",2,"D",325,"G",100,"D",.,"A",.,"A","2","D","1","D","2","D","2","D",200,"D",.,"A"
"20123",2540483,72,0,"1",1,"D",120,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",80,"D",.,"A"
"20123",2543603,31,0,"1",1,"D",100,"D",100,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",0,"D",.,"A"
"20123",2544493,37,0,"1",1,"D",50,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",25,"D",.,"A"
"20123",2544695,37,0,"1",3,"D",100,"D",50,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",250,"D",.,"A"
"20123",2544873,95,0,"1",2,"D",300,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",200,"D",30,"D"
"20123",2546722,28,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",100,"D",.,"A"
"20123",2547352,50,0,"1",1,"D",55,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",18,"D",.,"A"
"20123",2547372,42,0,"1",1,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20123",2549852,81,0,"1",1,"D",150,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20123",2551082,38,0,"1",1,"D",74,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",42,"D",.,"A"
"20123",2551602,33,0,"1",1,"D",120,"D",30,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",70,"D",.,"A"
"20123",2552812,49,0,"1",1,"D",66,"D",15,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",25,"D",.,"A"
"20123",2554242,21,0,"1",1,"D",75,"G",9,"G",7,"G",.,"A",,"A",,"A",,"A",,"A",39,"G",20,"G"
"20123",2554932,39,0,"1",1,"D",70,"D",50,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",800,"D"
"20123",2558042,66,0,"1",1,"D",160,"D",.,"A",21,"D",26,"D",,"A",,"A",,"A",,"A",.,"A",0,"D"
