"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOB","PROP0NOB","OWNYB","OWNYB_","OBSNSZB","OBSNSZB_","PROPTYPE","PROP_YPE","ACQUIRMO","ACQU_RMO","ACQUIRYR","ACQU_RYR","OWN_PURX","OWN__URX","OWNDPMTX","OWND_MTX","CLOSECST","CLOS_CST","QADPTAX","QADPTAX_","TIMESHAR","TIME_HAR","SHARWKS","SHARWKS_","SHARED1","SHARED1_","SHARPER1","SHAR_ER1","SHARED2","SHARED2_","SHARPER2","SHAR_ER2","GIFTPROP","GIFT_ROP","BSNEXP2","BSNEXP2_"
"20123",2527423,46,0,"5","01","D","100","D",.,"A","3","D","07","D","1976","D",.,"A",.,"A",.,"A",2700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2527493,44,0,"5","01","D","100","D",.,"A","3","D","09","D","2010","D",.,"A",.,"A",.,"A",2600,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2527513,40,0,"5","01","D","100","D",.,"A","3","D","08","D","2011","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2527513,41,0,"5","02","D","200","D",.,"A","3","D",,"C","1985","D",.,"A",.,"A",.,"A",1600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2527543,40,0,"5","01","D","100","D",.,"A","3","D","03","D","1973","D",.,"A",.,"A",.,"A",2100,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2527553,42,0,"5","01","D","100","D",.,"A","3","D","03","D","2006","D",.,"A",.,"A",.,"A",350,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2527553,43,0,"5","02","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20123",2527653,26,0,"5","01","D","100","D",.,"A","3","D","01","D","2012","D",.,"A",.,"A",.,"A",1400,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"C"
"20123",2527683,26,0,"5","01","D","100","D",.,"A","3","D","05","D","2003","D",.,"A",.,"A",.,"A",1500,"D",,"A",.,"A",,"A",.,"A","1","D",1,"D",,"A","2","D"
"20123",2527793,29,0,"5","01","D","100","D",.,"A","3","D","02","D","1955","D",.,"A",.,"A",.,"A",1200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2527823,25,0,"1","01","D","100","D",.,"A","3","D","10","D","2009","D",.,"A",.,"A",.,"A",4000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2527833,25,0,"5","01","D","100","D",.,"A","3","D","01","D","2010","D",.,"A",.,"A",.,"A",1300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2527853,28,0,"5","01","D","100","D",0.75,"D","3","D","10","D","1990","D",.,"A",.,"A",.,"A",968,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2527863,79,0,"5","01","D","100","D",.,"A","3","D","04","D","2006","D",.,"A",.,"A",.,"A",1500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2527873,27,0,"5","01","D","100","D",.,"A","3","D","07","D","2004","D",.,"A",.,"A",.,"A",76,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2527893,59,0,"5","01","D","100","D",.,"A","3","D","09","D","1976","D",.,"A",.,"A",.,"A",4400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2527953,26,0,"5","01","D","100","D",.,"A","3","D",,"C","1986","D",.,"A",.,"A",.,"A",2800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2527963,39,0,"5","01","D","100","D",.,"A","3","D","02","D","1994","D",.,"A",.,"A",.,"A",1800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2527983,62,0,"5","01","D","100","D",.,"A","3","D","06","D","1995","D",.,"A",.,"A",.,"A",6600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2527983,63,0,"5","02","D","300","D",0.75,"D","3","D","03","D","1997","D",.,"A",.,"A",.,"A",1575,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2528013,21,0,"5","01","D","100","D",.,"A","3","D","09","D","1999","D",.,"A",.,"A",.,"A",6300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528043,48,0,"5","01","D","100","D",.,"A","3","D","04","D","2003","D",.,"A",.,"A",.,"A",4500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528073,37,0,"5","01","D","100","D",.,"A","3","D","09","D","2005","D",.,"A",.,"A",.,"A",5000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528093,26,0,"5","01","D","100","D",.,"A","3","D","09","D","1990","D",.,"A",.,"A",.,"A",2690,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528103,27,0,"5","01","D","100","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2528123,25,0,"5","01","D","100","D",.,"A","3","D","08","D","2001","D",.,"A",.,"A",.,"A",1400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528153,27,0,"1","01","D","100","D",.,"A","1","D","01","D","2002","D",.,"A",.,"A",.,"A",2500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528163,30,0,"1","01","D","100","D",.,"A","3","D","06","D","2012","D",119000,"D",36000,"D",3600,"D",2100,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D","2","D"
"20123",2528173,35,0,"5","01","D","100","D",.,"A","1","D","02","D","1988","D",.,"A",.,"A",.,"A",3700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528203,44,0,"5","01","D","100","D",.,"A","3","D","11","D","2004","D",.,"A",.,"A",.,"A",300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528203,45,0,"5","02","D","300","D",.,"A","3","D",,"C","1955","D",.,"A",.,"A",.,"A",17233,"V","2","D",.,"A",,"A",.,"A","1","D",1,"D",,"A",,"A"
"20123",2528233,34,0,"5","01","D","100","D",.,"A","3","D","01","D","1999","D",.,"A",.,"A",.,"A",160,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528243,36,0,"5","01","D","100","D",.,"A","3","D","10","D","2007","D",.,"A",.,"A",.,"A",1000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528263,42,0,"5","01","D","100","D",.,"A","3","D","08","D","1995","D",.,"A",.,"A",.,"A",1500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528273,36,0,"5","01","D","100","D",.,"A","1","D","04","D","2011","D",.,"A",.,"A",.,"A",2500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528273,37,0,"5","02","D","500","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",650,"F",,"A",.,"A",,"A",.,"A",,"C",.,"A",,"A",,"A"
"20123",2528273,38,0,"5","03","D","300","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"C",.,"A",,"A",,"A"
"20123",2528273,39,0,"5","04","D","300","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"C",.,"A",,"A",,"A"
"20123",2528283,27,0,"5","01","D","100","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",9380,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528303,51,0,"5","01","D","100","D",.,"A","3","D","08","D","2000","D",.,"A",.,"A",.,"A",15460,"T",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2528333,27,0,"5","01","D","100","D",.,"A","3","D",,"C","1995","D",.,"A",.,"A",.,"A",260,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528343,37,0,"5","01","D","100","D",.,"A","3","D","04","D","1960","D",.,"A",.,"A",.,"A",1127,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528343,38,0,"5","02","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20123",2528413,34,0,"5","01","D","100","D",.,"A","3","D","09","D","1962","D",.,"A",.,"A",.,"A",7000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528423,22,0,"5","01","D","100","D",.,"A","3","D","08","D","2006","D",.,"A",.,"A",.,"A",4000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528483,42,0,"5","01","D","100","D",.,"A","3","D","03","D","1996","D",.,"A",.,"A",.,"A",1000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528483,43,0,"5","02","D","400","D",.,"A","3","D","01","D","1993","D",.,"A",.,"A",.,"A",2,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2528493,56,0,"5","01","D","100","D",.,"A","3","D","05","D","1968","D",.,"A",.,"A",.,"A",1400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2528503,57,0,"5","01","D","100","D",.,"A","3","D","10","D","1993","D",.,"A",.,"A",.,"A",1300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528513,38,0,"5","01","D","100","D",.,"A","3","D","08","D","2002","D",.,"A",.,"A",.,"A",2160,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528523,29,0,"5","01","D","100","D",.,"A","3","D","06","D","1999","D",.,"A",.,"A",.,"A",620,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528593,40,0,"5","01","D","100","D",.,"A","3","D","02","D","2006","D",.,"A",.,"A",.,"A",4200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528623,21,0,"5","01","D","100","D",.,"A","3","D","01","D","1970","D",.,"A",.,"A",.,"A",563,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528633,28,0,"5","01","D","100","D",.,"A","3","D","06","D","1950","D",.,"A",.,"A",.,"A",1800,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528683,47,0,"5","01","D","100","D",.,"A","3","D","06","D","2011","D",.,"A",.,"A",.,"A",1700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528723,27,0,"5","01","D","100","D",.,"A","3","D","05","D","2005","D",.,"A",.,"A",.,"A",360,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528793,48,0,"5","01","D","100","D",.,"A","3","D","09","D","1966","D",.,"A",.,"A",.,"A",900,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528793,49,0,"5","02","D","300","D",.,"A","1","D",,"C","1980","D",.,"A",.,"A",.,"A",0,"D","1","D",2,"D","2","D",.,"A",,"A",.,"A",,"A",,"A"
"20123",2528793,50,0,"5","03","D","400","D",.,"A","3","D",,"C","2006","D",.,"A",.,"A",.,"A",100,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2528833,47,0,"5","01","D","100","D",.,"A","1","D","07","D","2002","D",.,"A",.,"A",.,"A",1910,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528933,43,0,"5","01","D","100","D",.,"A","3","D","04","D","1997","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528933,44,0,"5","02","D","500","D",.,"A","1","D","04","D","2008","D",.,"A",.,"A",.,"A",1040,"F",,"A",.,"A",,"A",.,"A","1","D",0,"D",,"A",,"A"
"20123",2528973,35,0,"5","01","D","100","D",.,"A","3","D",,"C","2010","D",.,"A",.,"A",.,"A",3200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528993,29,0,"5","01","D","100","D",.,"A","3","D","09","D","2004","D",.,"A",.,"A",.,"A",1950,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2528993,30,0,"5","02","D","300","D",.,"A","3","D","10","D","1996","D",.,"A",.,"A",.,"A",1500,"D","2","D",.,"A",,"A",.,"A","1","D",0,"D",,"A",,"A"
"20123",2529003,25,0,"5","01","D","100","D",.,"A","3","D","08","D","1973","D",.,"A",.,"A",.,"A",800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529013,32,0,"1","01","D","200","D",.,"A","3","D","09","D","2003","D",.,"A",.,"A",.,"A",3000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2529033,33,0,"5","01","D","100","D",.,"A","3","D","05","D","2010","D",.,"A",.,"A",.,"A",1100,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529083,19,0,"5","01","D","100","D",.,"A","3","D","10","D","2008","D",.,"A",.,"A",.,"A",427,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529103,34,0,"1","01","D","100","D",.,"A","1","D","09","D","2006","D",.,"A",.,"A",.,"A",7000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529133,36,0,"5","01","D","100","D",.,"A","3","D","04","D","2000","D",.,"A",.,"A",.,"A",1800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529213,23,0,"1","01","D","100","D",.,"A","3","D","05","D","1970","D",.,"A",.,"A",.,"A",2000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529213,24,0,"1","02","D","500","D",.,"A","1","D","09","D","2004","D",.,"A",.,"A",.,"A",650,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2529223,68,0,"5","01","D","100","D",0.1,"D","3","D","05","D","2008","D",.,"A",.,"A",.,"A",2970,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2529263,32,0,"5","01","D","100","D",.,"A","3","D","04","D","2004","D",.,"A",.,"A",.,"A",2400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529273,42,0,"5","01","D","100","D",0.1,"D","3","D","04","D","2002","D",.,"A",.,"A",.,"A",1400,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2529323,68,0,"5","01","D","100","D",.,"A","1","D","02","D","2008","D",.,"A",.,"A",.,"A",5500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529333,55,0,"5","01","D","100","D",.,"A","3","D","06","D","1990","D",.,"A",.,"A",.,"A",5108,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529383,20,0,"5","01","D","100","D",.,"A","3","D","05","D","1997","D",.,"A",.,"A",.,"A",250,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529413,34,0,"5","01","D","100","D",.,"A","3","D","06","D","2000","D",.,"A",.,"A",.,"A",5000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529463,47,0,"5","01","D","100","D",.,"A","1","D","07","D","2000","D",.,"A",.,"A",.,"A",926,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529473,33,0,"1","01","D","500","D",.,"A","3","D","05","F","2012","D",.,"A",.,"A",.,"A",3000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2529473,34,0,"1","02","D","600","D",.,"A",,"A","06","F","2012","D",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20123",2529483,38,0,"5","01","D","300","D",.,"A","1","D","02","D","2004","D",.,"A",.,"A",.,"A",500,"D","1","D",1,"D","2","D",.,"A",,"A",.,"A",,"A",,"A"
"20123",2529493,33,0,"5","01","D","100","D",.,"A","3","D",,"C","1973","D",.,"A",.,"A",.,"A",1500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529513,41,0,"5","01","D","100","D",0.1,"D","3","D","11","D","2006","D",.,"A",.,"A",.,"A",720,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529523,44,0,"5","01","D","100","D",.,"A","3","D","02","D","1993","D",.,"A",.,"A",.,"A",3500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529573,43,0,"5","01","D","100","D",0.5,"D","3","D",,"C","1998","D",.,"A",.,"A",.,"A",1300,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","1","D"
"20123",2529583,21,0,"1","01","D","100","D",.,"A","3","D","06","D","2012","D",85000,"D",17000,"D",1600,"D",2500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D","2","D"
"20123",2529633,18,0,"5","01","D","100","D",.,"A","3","D","03","D","2010","D",.,"A",.,"A",.,"A",350,"D",,"A",.,"A",,"A",.,"A","1","D",1,"D",,"A","2","D"
"20123",2529663,25,0,"5","01","D","100","D",.,"A","3","D","11","D","2007","D",.,"A",.,"A",.,"A",4000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529673,42,0,"5","01","D","100","D",.,"A","3","D","10","D","1993","D",.,"A",.,"A",.,"A",1574,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529683,46,0,"5","01","D","100","D",.,"A","3","D","11","D","1994","D",.,"A",.,"A",.,"A",4200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529693,30,0,"5","01","D","100","D",.,"A","3","D","05","D","2008","D",.,"A",.,"A",.,"A",150,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529733,33,0,"5","01","D","100","D",.,"A","3","D","09","D","1994","D",.,"A",.,"A",.,"A",700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529743,25,0,"5","01","D","100","D",.,"A","3","D","04","D","1975","D",.,"A",.,"A",.,"A",1100,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529763,50,0,"5","01","D","100","D",.,"A","3","D","03","D","1993","D",.,"A",.,"A",.,"A",4800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529773,26,0,"5","01","D","100","D",.,"A","3","D","11","D","1981","D",.,"A",.,"A",.,"A",1000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529823,53,0,"5","01","D","100","D",.,"A","3","D",,"C","1989","D",.,"A",.,"A",.,"A",619,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529873,37,0,"5","01","D","100","D",0.3,"D","3","D","07","D","1969","D",.,"A",.,"A",.,"A",840,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529873,41,0,"5","05","D","500","D",0.99,"D","3","D","05","D","1982","D",.,"A",.,"A",.,"A",11,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2529893,21,0,"5","01","D","100","D",.,"A","3","D",,"C","1996","D",.,"A",.,"A",.,"A",0,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529903,35,0,"5","01","D","100","D",.,"A","3","D","08","D","2008","D",.,"A",.,"A",.,"A",0,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2529943,56,0,"5","01","D","100","D",.,"A","3","D","01","D","2006","D",.,"A",.,"A",.,"A",1800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530023,57,0,"5","01","D","100","D",.,"A","3","D","10","D","1986","D",.,"A",.,"A",.,"A",4722,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530053,35,0,"5","01","D","100","D",.,"A","3","D","08","D","1995","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530063,54,0,"5","01","D","100","D",.,"A","3","D","05","D","2010","D",.,"A",.,"A",.,"A",2200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530073,47,0,"5","01","D","100","D",.,"A","3","D","06","D","1967","D",.,"A",.,"A",.,"A",800,"D",,"A",.,"A",,"A",.,"A","1","D",1,"D",,"A","2","D"
"20123",2530113,22,0,"1","01","D","100","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",70,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530143,24,0,"5","01","D","100","D",.,"A","3","D","10","D","2011","D",.,"A",.,"A",.,"A",5000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530153,36,0,"5","01","D","100","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",1100,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530183,34,0,"5","01","D","100","D",.,"A","3","D","01","D","2002","D",.,"A",.,"A",.,"A",4200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530193,31,0,"5","01","D","100","D",.,"A","3","D","06","D","1981","D",.,"A",.,"A",.,"A",828,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530203,28,0,"5","01","D","100","D",.,"A","1","D","05","D","1998","D",.,"A",.,"A",.,"A",1200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530223,38,0,"5","01","D","100","D",.,"A","1","D","02","D","2008","D",.,"A",.,"A",.,"A",7000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530233,62,0,"5","01","D","100","D",.,"A","3","D","08","D","2007","D",.,"A",.,"A",.,"A",1500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530233,63,0,"5","02","D","400","D",.,"A","3","D","08","D","2004","D",.,"A",.,"A",.,"A",350,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2530363,32,0,"5","01","D","100","D",.,"A","3","D",,"C","1976","D",.,"A",.,"A",.,"A",700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530403,38,0,"5","01","D","100","D",.,"A","3","D","10","D","2002","D",.,"A",.,"A",.,"A",1567,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530423,20,0,"5","01","D","100","D",.,"A","3","D",,"C","2002","D",.,"A",.,"A",.,"A",5000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2530433,33,0,"5","01","D","100","D",.,"A","3","D","01","D","1997","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530443,33,0,"5","01","D","100","D",.,"A","3","D",,"C","1940","D",.,"A",.,"A",.,"A",2400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530493,32,0,"5","01","D","100","D",.,"A","2","D","10","D","2006","D",.,"A",.,"A",.,"A",6000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530523,39,0,"5","01","D","100","D",.,"A","3","D","05","D","1990","D",.,"A",.,"A",.,"A",9000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530573,61,0,"5","01","D","100","D",.,"A","3","D","05","D","2002","D",.,"A",.,"A",.,"A",4600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530613,21,0,"1","01","D","100","D",.,"A","3","D","06","D","2006","D",.,"A",.,"A",.,"A",535,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530653,42,0,"5","01","D","100","D",.,"A","3","D","11","D","1978","D",.,"A",.,"A",.,"A",3500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530663,35,0,"5","01","D","100","D",.,"A","3","D","10","D","1981","D",.,"A",.,"A",.,"A",3832,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530703,35,0,"5","01","D","100","D",.,"A","3","D",,"C","2002","D",.,"A",.,"A",.,"A",686,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530743,31,0,"5","01","D","100","D",.,"A","3","D","06","D","1972","D",.,"A",.,"A",.,"A",15460,"T",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530773,40,0,"5","01","D","100","D",.,"A","3","D",,"C","1996","D",.,"A",.,"A",.,"A",4800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530793,42,0,"5","01","D","100","D",.,"A","3","D","07","D","2003","D",.,"A",.,"A",.,"A",6000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2530823,65,0,"5","01","D","100","D",.,"A","3","D","07","D","2006","D",.,"A",.,"A",.,"A",900,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530863,27,0,"5","01","D","100","D",.,"A","3","D","01","D","2000","D",.,"A",.,"A",.,"A",3000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530863,28,0,"5","02","D","200","D",.,"A","3","D","01","D","1989","D",.,"A",.,"A",.,"A",1000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20123",2530893,28,0,"5","01","D","100","D",.,"A","3","D","06","D","2007","D",.,"A",.,"A",.,"A",4900,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530913,34,0,"5","01","D","100","D",.,"A","3","D","01","D","2008","D",.,"A",.,"A",.,"A",740,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530953,37,0,"5","01","D","100","D",.,"A","3","D","01","D","2010","D",.,"A",.,"A",.,"A",415,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20123",2530983,36,0,"5","01","D","100","D",.,"A","3","D","02","D","1978","D",.,"A",.,"A",.,"A",1691,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
