"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOB","PROP0NOB","OWNYB","OWNYB_","OBSNSZB","OBSNSZB_","PROPTYPE","PROP_YPE","ACQUIRMO","ACQU_RMO","ACQUIRYR","ACQU_RYR","OWN_PURX","OWN__URX","OWNDPMTX","OWND_MTX","CLOSECST","CLOS_CST","QADPTAX","QADPTAX_","TIMESHAR","TIME_HAR","SHARWKS","SHARWKS_","SHARED1","SHARED1_","SHARPER1","SHAR_ER1","SHARED2","SHARED2_","SHARPER2","SHAR_ER2","GIFTPROP","GIFT_ROP","BSNEXP2","BSNEXP2_"
"20121",2489122,35,0,"5","01","D","100","D",.,"A","3","D","05","D","1979","D",.,"A",.,"A",.,"A",580,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489122,36,0,"5","02","D","400","D",.,"A","3","D",,"C","1985","D",21000,"D",21000,"D",800,"D",230,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D",,"A"
"20121",2489242,22,0,"5","01","D","100","D",.,"A","3","D","07","D","1997","D",.,"A",.,"A",.,"A",850,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489252,44,0,"5","01","D","200","D",.,"A","3","D",,"C",,"C",.,"C",.,"C",.,"C",1600,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D",,"A"
"20121",2489292,77,0,"5","01","D","100","D",.,"A","3","D","06","D","2011","D",.,"A",.,"A",.,"A",859,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489312,25,0,"1","01","D","100","D",.,"A","3","D","05","D","1989","D",.,"A",.,"A",.,"A",6000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489332,39,0,"5","01","D","100","D",.,"A","3","D","08","D","1987","D",.,"A",.,"A",.,"A",4200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489332,40,0,"5","02","D","300","D",.,"A","1","D",,"C",,"C",5000,"D",5000,"D",.,"C",121,"D","1","D",1,"D","2","D",.,"A",,"A",.,"A","2","D",,"A"
"20121",2489332,41,0,"5","03","D","300","D",.,"A","1","D","11","D","2002","D",.,"A",.,"A",.,"A",4000,"F","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2489332,42,0,"5","04","D","400","D",.,"A","3","D",,"C","1970","D",.,"C",.,"C",.,"C",14,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D",,"A"
"20121",2489332,43,0,"5","05","D","400","D",.,"A","3","D",,"C","1970","D",.,"C",.,"C",.,"C",14,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D",,"A"
"20121",2489342,37,0,"6","01","D","100","D",.,"A","3","D",,"B",,"B",.,"A",.,"A",.,"A",15460,"V",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20121",2489352,40,0,"5","01","D","100","D",.,"A","2","D","11","D","2007","D",.,"A",.,"A",.,"A",3000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489382,76,0,"5","01","D","100","D",.,"A","3","D","10","D","2009","D",.,"A",.,"A",.,"A",4200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489382,77,0,"5","02","D","200","D",0.72,"D","1","D","04","D","2005","D",.,"A",.,"A",.,"A",560,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2489382,78,0,"5","03","D","200","D",0.52,"D","1","D","07","D","2008","D",.,"A",.,"A",.,"A",960,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2489392,25,0,"5","01","D","100","D",.,"A","3","D","03","D","1978","D",.,"A",.,"A",.,"A",15460,"T",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489432,31,0,"5","01","D","100","D",.,"A","3","D","04","D","1998","D",.,"A",.,"A",.,"A",99,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489492,28,0,"5","01","D","100","D",.,"A","3","D","06","D","1992","D",.,"A",.,"A",.,"A",4000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489492,29,0,"5","02","D","300","D",.,"A","3","D","07","D","1978","D",.,"A",.,"A",.,"A",4500,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2489492,30,0,"5","03","D","400","D",.,"A","3","D","08","D","2005","D",.,"A",.,"A",.,"A",400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2489502,40,0,"5","01","D","100","D",.,"A","3","D","10","D","2000","D",.,"A",.,"A",.,"A",1500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489542,44,0,"5","01","D","100","D",.,"A","3","D","07","D","2010","D",.,"A",.,"A",.,"A",6000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489542,45,0,"5","02","D","500","D",.,"A","3","D","08","D","2003","D",.,"A",.,"A",.,"A",700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2489582,94,0,"5","01","D","100","D",.,"A","3","D","06","D","2001","D",.,"A",.,"A",.,"A",3608,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489632,40,0,"5","01","D","100","D",.,"A","1","D","06","D","2009","D",.,"A",.,"A",.,"A",1600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489662,47,0,"5","01","D","100","D",.,"A","1","D","04","D","2004","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489682,57,0,"5","01","D","100","D",.,"A","3","D","09","D","2005","D",.,"A",.,"A",.,"A",4800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489702,57,0,"5","01","D","100","D",.,"A","3","D","05","D","2009","D",.,"A",.,"A",.,"A",1400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489732,69,0,"5","01","D","100","D",.,"A","3","D","10","D","2004","D",.,"A",.,"A",.,"A",3600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","1","D"
"20121",2489742,42,0,"5","01","D","100","D",.,"A","3","D","12","D","2004","D",.,"A",.,"A",.,"A",960,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489782,36,0,"5","01","D","100","D",.,"A","1","D","04","D","2011","D",.,"A",.,"A",.,"A",1800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489802,53,0,"5","01","D","100","D",0.1,"D","3","D","10","D","1998","D",.,"A",.,"A",.,"A",810,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2489852,26,0,"5","01","D","100","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",5000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","1","D","2","D"
"20121",2489872,17,0,"5","01","D","100","D",.,"A","3","D","06","D","1974","D",.,"A",.,"A",.,"A",2690,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489882,30,0,"5","01","D","100","D",.,"A","3","D","07","D","2007","D",.,"A",.,"A",.,"A",4000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489882,31,0,"5","02","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20121",2489952,37,0,"5","01","D","100","D",.,"A","3","D","11","D","1994","D",.,"A",.,"A",.,"A",2600,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2489962,36,0,"5","01","D","100","D",.,"A","3","D","04","D","1998","D",.,"A",.,"A",.,"A",10,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490002,34,0,"5","01","D","100","D",.,"A","3","D","06","D","1987","D",.,"A",.,"A",.,"A",15460,"T",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490012,42,0,"5","01","D","100","D",.,"A","3","D","08","D","2005","D",.,"A",.,"A",.,"A",1500,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490022,38,0,"5","01","D","100","D",.,"A","3","D","06","D","1990","D",.,"A",.,"A",.,"A",230,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490022,39,0,"5","02","D","400","D",.,"A","3","D","07","D","1993","D",.,"A",.,"A",.,"A",35,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2490052,21,0,"5","01","D","100","D",.,"A","3","D","09","D","2008","D",.,"A",.,"A",.,"A",4000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490072,38,0,"5","01","D","100","D",0.13,"D","3","D","03","D","2005","D",.,"A",.,"A",.,"A",673,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2490092,52,0,"5","01","D","100","D",.,"A","3","D","06","D","1973","D",.,"A",.,"A",.,"A",4100,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490092,53,0,"5","02","D","300","D",.,"A","3","D","02","D","2010","D",.,"A",.,"A",.,"A",5000,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2490092,54,0,"5","03","D","300","D",.,"A","1","D","06","D","2009","D",.,"A",.,"A",.,"A",1396,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2490092,55,0,"5","04","D","400","D",.,"A","3","D","06","D","1991","D",.,"A",.,"A",.,"A",700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2490102,30,0,"5","01","D","100","D",.,"A","3","D",,"C","1986","D",.,"C",.,"C",.,"C",8534,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D",,"A"
"20121",2490132,26,0,"5","01","D","100","D",.,"A","3","D","12","D","2005","D",.,"A",.,"A",.,"A",1600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490192,22,0,"5","01","D","100","D",.,"A","3","D","10","D","2005","D",.,"A",.,"A",.,"A",1500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490212,37,0,"5","01","D","100","D",.,"A","3","D","07","D","1970","D",.,"A",.,"A",.,"A",4235,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490222,62,0,"5","01","D","100","D",.,"A","3","D","05","D","1999","D",.,"A",.,"A",.,"A",5700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490232,38,0,"5","01","D","100","D",.,"A","3","D","06","D","2008","D",.,"A",.,"A",.,"A",3600,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490242,22,0,"5","01","D","100","D",.,"A","3","D","01","D","1997","D",.,"A",.,"A",.,"A",4700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490252,39,0,"5","01","D","100","D",.,"A","3","D","10","D","1999","D",.,"A",.,"A",.,"A",15460,"T",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490422,28,0,"5","01","D","100","D",.,"A","3","D","04","D","2005","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490422,29,0,"5","02","D","400","D",.,"A","3","D",,"C","1985","D",.,"C",.,"C",.,"C",600,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D",,"A"
"20121",2490422,30,0,"5","03","D","400","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",1500,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"C",,"A"
"20121",2490422,31,0,"5","04","D","400","D",.,"A","3","D",,"C",,"C",.,"C",.,"C",.,"C",120,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D",,"A"
"20121",2490452,56,0,"5","01","D","100","D",.,"A","3","D",,"C",,"C",32000,"D",32000,"D",.,"C",389,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D","2","D"
"20121",2490452,57,0,"5","02","D","500","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",243,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","1","D",,"A"
"20121",2490452,58,0,"5","03","D","500","D",.,"A","3","D",,"C","1997","D",32000,"D",32000,"D",.,"C",608,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D",,"A"
"20121",2490452,59,0,"5","04","D","500","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",243,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","1","D",,"A"
"20121",2490522,53,0,"5","01","D","100","D",.,"A","3","D","11","D","1987","D",.,"A",.,"A",.,"A",6317,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490522,54,0,"5","02","D","300","D",.,"A","3","D","10","D","1989","D",.,"A",.,"A",.,"A",3630,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2490532,33,0,"1","01","D","100","D",.,"A","3","D","01","D","2007","D",.,"A",.,"A",.,"A",2300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490562,64,0,"5","01","D","100","D",.,"A","3","D","06","D","1964","D",.,"A",.,"A",.,"A",1000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490562,65,0,"5","02","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20121",2490562,66,0,"5","03","D","400","D",.,"A","3","D","06","D","1980","D",.,"A",.,"A",.,"A",35,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2490572,58,0,"5","01","D","100","D",.,"A","3","D","10","D","2002","D",.,"A",.,"A",.,"A",1500,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490622,38,0,"5","01","D","100","D",.,"A","3","D",,"C","1968","D",18500,"D",4000,"D",3000,"D",935,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D","2","D"
"20121",2490632,27,0,"5","01","D","100","D",.,"A","3","D","03","D","1963","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490642,26,0,"5","01","D","100","D",.,"A","3","D","03","D","2000","D",.,"A",.,"A",.,"A",798,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490662,34,0,"5","01","D","100","D",.,"A","3","D","01","D","2005","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490724,24,0,"5","01","D","100","D",.,"A","3","D","07","D","2011","D",.,"A",.,"A",.,"A",600,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490732,51,0,"5","01","D","100","D",.,"A","1","D","11","D","2000","D",.,"A",.,"A",.,"A",1300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490732,52,0,"5","02","D","400","D",.,"A","3","D",,"C","2009","D",.,"A",.,"A",.,"A",200,"D",,"A",.,"A",,"A",.,"A","1","D",1,"D","1","D",,"A"
"20121",2490782,28,0,"5","01","D","100","D",.,"A","3","D","02","D","2008","D",.,"A",.,"A",.,"A",600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490792,24,0,"5","01","D","100","D",.,"A","3","D","05","D","2004","D",.,"A",.,"A",.,"A",1650,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490812,28,0,"5","01","D","100","D",.,"A","3","D","07","D","1965","D",.,"A",.,"A",.,"A",2999,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490832,38,0,"5","01","D","100","D",.,"A","3","D","06","D","2004","D",.,"A",.,"A",.,"A",3800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490842,64,0,"5","01","D","100","D",.,"A","3","D","12","D","2002","D",.,"A",.,"A",.,"A",4737,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490872,31,0,"5","01","D","100","D",.,"A","3","D","09","D","1967","D",.,"A",.,"A",.,"A",3800,"D",,"A",.,"A",,"A",.,"A","1","D",0,"D",,"A","2","D"
"20121",2490902,31,0,"5","01","D","100","D",.,"A","3","D","07","D","2010","D",.,"A",.,"A",.,"A",5000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490922,81,0,"5","01","D","100","D",.,"A","3","D","12","D","2010","D",.,"A",.,"A",.,"A",6500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2490922,82,0,"5","02","D","400","D",.,"A","3","D","05","D","1985","D",.,"A",.,"A",.,"A",150,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2490942,26,0,"5","01","D","100","D",.,"A","3","D","06","D","2011","D",.,"A",.,"A",.,"A",3000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491012,41,0,"5","01","D","100","D",0.25,"D","3","D","09","D","2006","D",.,"A",.,"A",.,"A",2700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2491022,60,0,"5","01","D","100","D",.,"A","3","D","03","D","2002","D",.,"A",.,"A",.,"A",9000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491062,28,0,"5","01","D","100","D",.,"A","3","D","04","D","2010","D",.,"A",.,"A",.,"A",1400,"D",,"A",.,"A",,"A",.,"A","1","D",1,"D",,"A","2","D"
"20121",2491112,53,0,"5","01","D","100","D",.,"A","3","D","06","D","1968","D",.,"A",.,"A",.,"A",3500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491162,47,0,"5","01","D","100","D",.,"A","3","D","10","D","2005","D",.,"A",.,"A",.,"A",1800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491162,48,0,"5","02","D","200","D",.,"A","3","D","02","D","1981","D",.,"A",.,"A",.,"A",0,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2491192,34,0,"5","01","D","300","D",.,"A","3","D","12","D","2008","D",.,"A",.,"A",.,"A",2200,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2491242,21,0,"5","01","D","100","D",.,"A","3","D","07","D","1999","D",.,"A",.,"A",.,"A",55,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491252,42,0,"5","01","D","100","D",.,"A","3","D","06","D","2006","D",.,"A",.,"A",.,"A",1500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491262,24,0,"5","01","D","100","D",.,"A","3","D","11","D","2009","D",.,"A",.,"A",.,"A",5000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491282,41,0,"5","01","D","100","D",.,"A","3","D",,"C","1983","D",225000,"D",.,"C",.,"C",6000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D","2","D"
"20121",2491342,30,0,"5","01","D","100","D",.,"A","3","D",,"C","1986","D",.,"A",.,"A",.,"A",352,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","1","D","2","D"
"20121",2491352,36,0,"5","01","D","100","D",.,"A","3","D","05","D","1990","D",.,"A",.,"A",.,"A",1281,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491372,35,0,"5","01","D","100","D",.,"A","3","D","06","D","1998","D",.,"A",.,"A",.,"A",1940,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491412,54,0,"5","01","D","100","D",.,"A","3","D","08","D","2008","D",.,"A",.,"A",.,"A",15460,"T",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491412,55,0,"5","02","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20121",2491432,23,0,"5","01","D","100","D",.,"A","3","D","03","D","2000","D",.,"A",.,"A",.,"A",7594,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491452,27,0,"5","01","D","100","D",.,"A","3","D","04","D","1996","D",.,"A",.,"A",.,"A",0,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491462,28,0,"5","01","D","100","D",.,"A","3","D","01","D","2000","D",.,"A",.,"A",.,"A",4300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491472,65,0,"5","01","D","100","D",.,"A","3","D","06","D","2007","D",.,"A",.,"A",.,"A",1200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2491482,22,0,"1","01","D","100","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",3702,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491572,25,0,"5","01","D","100","D",.,"A","3","D","04","D","1978","D",.,"A",.,"A",.,"A",3500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491582,27,0,"5","01","D","100","D",.,"A","3","D","10","D","2003","D",.,"A",.,"A",.,"A",240,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491592,25,0,"5","01","D","100","D",.,"A","3","D","08","D","1974","D",.,"A",.,"A",.,"A",252,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491632,35,0,"5","01","D","100","D",.,"A","3","D","05","D","1986","D",.,"A",.,"A",.,"A",750,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491642,51,0,"5","01","D","100","D",.,"A","3","D","06","D","2007","D",.,"A",.,"A",.,"A",5956,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491652,33,0,"5","01","D","100","D",.,"A","3","D","09","D","1989","D",.,"A",.,"A",.,"A",1200,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491692,45,0,"5","01","D","100","D",.,"A","3","D","08","D","2008","D",.,"A",.,"A",.,"A",3700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491702,71,0,"5","01","D","100","D",.,"A","3","D","10","D","2006","D",.,"A",.,"A",.,"A",2700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491732,28,0,"5","01","D","100","D",.,"A","3","D","06","D","1995","D",.,"A",.,"A",.,"A",300,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491752,24,0,"5","01","D","100","D",.,"A","1","D","10","D","1990","D",.,"A",.,"A",.,"A",1450,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491772,32,0,"5","01","D","100","D",0.12,"D","3","D","03","D","1994","D",.,"A",.,"A",.,"A",1320,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491782,28,0,"5","01","D","100","D",.,"A","3","D","08","D","1968","D",.,"A",.,"A",.,"A",3250,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491792,30,0,"1","01","D","100","D",.,"A","3","D","09","D","2006","D",.,"A",.,"A",.,"A",9500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491792,31,0,"1","02","D","300","D",.,"A","1","D","09","D","2006","D",.,"A",.,"A",.,"A",1479,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2491832,127,0,"5","01","D","100","D",.,"A","3","D","02","D","1996","D",.,"A",.,"A",.,"A",2500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491882,40,0,"5","01","D","100","D",.,"A","3","D","05","D","2005","D",.,"A",.,"A",.,"A",6000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2491902,51,0,"1","01","D","100","D",0.99,"D","3","D","04","D","1994","D",.,"A",.,"A",.,"A",88,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2491934,25,0,"5","01","D","100","D",.,"A","3","D","08","D","2011","D",380000,"D",.,"C",3800,"D",3400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D","2","D"
"20121",2491992,53,0,"5","01","D","100","D",.,"A","3","D","04","D","2001","D",.,"A",.,"A",.,"A",3200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2492112,42,0,"5","01","D","100","D",.,"A","3","D",,"C","1963","D",7000,"D",.,"C",.,"C",4863,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D","2","D"
"20121",2492112,43,0,"5","02","D","600","D",.,"A",,"A",,"B",,"B",.,"A",.,"A",.,"A",.,"B",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",,"A"
"20121",2492122,99,0,"5","01","D","100","D",.,"A","3","D","09","D","1993","D",.,"A",.,"A",.,"A",1921,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2492182,30,0,"5","01","D","100","D",.,"A","3","D",,"C","1968","D",.,"C",.,"C",.,"C",2500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A","2","D","2","D"
"20121",2492264,37,0,"5","01","D","200","D",.,"A","3","D","10","D","1998","D",.,"A",.,"A",.,"A",6800,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A",,"A"
"20121",2492272,41,0,"5","01","D","100","D",.,"A","3","D","10","D","2002","D",.,"A",.,"A",.,"A",1400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2492312,30,0,"5","01","D","100","D",0.25,"D","3","D","11","D","2005","D",.,"A",.,"A",.,"A",1200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2492422,30,0,"5","01","D","100","D",.,"A","3","D","05","D","1973","D",.,"A",.,"A",.,"A",2600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2492462,17,0,"1","01","D","100","D",.,"A","3","D","06","D","2009","D",.,"A",.,"A",.,"A",7000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
"20121",2492472,39,0,"5","01","D","100","D",.,"A","3","D","12","D","1977","D",.,"A",.,"A",.,"A",3000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A","2","D"
