"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VOPREGY","VOPREGY_","VOPMO_C","VOPMO_C_","VOPREGX","VOPREGX_","VOPRGY1","VOPRGY1_","VOPRGY2","VOPRGY2_","VOPRGY3","VOPRGY3_","VOPRGY4","VOPRGY4_"
"20121",2377335,69,0,"1","420","D","12","D",125,"D",,"A",,"A",,"A",,"A"
"20121",2377365,53,0,"1","420","D","10","D",60,"D",,"A",,"A",,"A",,"A"
"20121",2377455,73,0,"1","420","D","11","D",100,"D",,"A",,"A",,"A",,"A"
"20121",2377475,49,0,"1","420","D","11","D",300,"D",,"A",,"A",,"A",,"A"
"20121",2377505,43,0,"2","410","D","10","D",28,"D",,"A",,"A",,"A",,"A"
"20121",2377505,44,0,"2","420","D","10","D",4,"D",,"A",,"A",,"A",,"A"
"20121",2377725,62,0,"1","420","D","10","D",362,"D",,"A",,"A",,"A",,"A"
"20121",2377735,52,0,"1","420","D","11","D",90,"D",,"A",,"A",,"A",,"A"
"20121",2378095,80,0,"1","400","D","12","D",25,"D",,"A",,"A",,"A",,"A"
"20121",2378115,53,0,"1","420","D","10","D",60,"D",,"A",,"A",,"A",,"A"
"20121",2378165,55,0,"1","420","D","11","D",50,"D",,"A",,"A",,"A",,"A"
"20121",2378175,62,0,"1","410","D","11","D",98,"D",,"A",,"A",,"A",,"A"
"20121",2378245,43,0,"1","420","D","12","D",130,"D",,"A",,"A",,"A",,"A"
"20121",2378255,54,0,"1","420","D","10","D",229,"D",,"A",,"A",,"A",,"A"
"20121",2378285,145,0,"2","420","D","10","D",36,"D",,"A",,"A",,"A",,"A"
"20121",2378415,39,0,"1","420","D","11","D",200,"D",,"A",,"A",,"A",,"A"
"20121",2378485,42,0,"1","420","D","12","D",60,"D",,"A",,"A",,"A",,"A"
"20121",2378635,59,0,"1","400","D","11","D",43,"D",,"A",,"A",,"A",,"A"
"20121",2378635,60,0,"1","420","D","11","D",177,"D",,"A",,"A",,"A",,"A"
"20121",2378795,65,0,"1","420","D","11","D",125,"D",,"A",,"A",,"A",,"A"
"20121",2378895,60,0,"1","420","D","12","D",18,"D",,"A",,"A",,"A",,"A"
"20121",2378945,45,0,"1","420","D","11","D",100,"D",,"A",,"A",,"A",,"A"
"20121",2379095,44,0,"1","420","D","11","D",75,"D",,"A",,"A",,"A",,"A"
"20121",2379155,66,0,"1","420","D","10","D",110,"D",,"A",,"A",,"A",,"A"
"20121",2379185,42,0,"1","400","D","12","D",20,"D",,"A",,"A",,"A",,"A"
"20121",2379225,79,0,"1","420","D","10","D",68,"D",,"A",,"A",,"A",,"A"
"20121",2379295,58,0,"1","400","D","11","D",42,"D",,"A",,"A",,"A",,"A"
"20121",2379465,70,0,"1","420","D","12","D",108,"D",,"A",,"A",,"A",,"A"
"20121",2379485,70,0,"1","420","D","11","D",99,"D",,"A",,"A",,"A",,"A"
"20121",2379485,71,0,"1","420","D","11","D",196,"D",,"A",,"A",,"A",,"A"
"20121",2379505,38,0,"1","400","D","11","D",30,"D",,"A",,"A",,"A",,"A"
"20121",2379735,59,0,"1","400","D","11","D",45,"D",,"A",,"A",,"A",,"A"
"20121",2379805,87,0,"1","400","D","10","D",50,"D",,"A",,"A",,"A",,"A"
"20121",2379805,88,0,"1","410","D","11","D",400,"D",,"A",,"A",,"A",,"A"
"20121",2379815,89,0,"1","420","D","11","D",271,"D",,"A",,"A",,"A",,"A"
"20121",2379835,59,0,"1","420","D","12","D",58,"D",,"A",,"A",,"A",,"A"
"20121",2379875,86,0,"1","400","D","10","D",36,"D",,"A",,"A",,"A",,"A"
"20121",2379905,72,0,"1","420","D","10","D",109,"D",,"A",,"A",,"A",,"A"
"20121",2379935,61,0,"1","410","D","11","D",30,"D",,"A",,"A",,"A",,"A"
"20121",2379935,62,0,"1","420","D","11","D",276,"D",,"A",,"A",,"A",,"A"
"20121",2379945,52,0,"1","410","D","11","D",5,"D",,"A",,"A",,"A",,"A"
"20121",2379965,48,0,"1","420","D","12","D",192,"D",,"A",,"A",,"A",,"A"
"20121",2379975,53,0,"1","420","D","11","D",138,"D",,"A",,"A",,"A",,"A"
"20121",2379975,54,0,"2","420","D","10","D",114,"D",,"A",,"A",,"A",,"A"
"20121",2379975,55,0,"2","420","D","10","D",45,"D",,"A",,"A",,"A",,"A"
"20121",2380035,45,0,"2","420","D","10","D",76,"D",,"A",,"A",,"A",,"A"
"20121",2380055,68,0,"1","420","D","11","D",71,"D",,"A",,"A",,"A",,"A"
"20121",2380125,59,0,"1","420","D","10","D",200,"D",,"A",,"A",,"A",,"A"
"20121",2380215,49,0,"2","430","D","10","D",.,"H","425","D","415","D",,"A",,"A"
"20121",2380215,49,1,"2","420","D","10","D",27,"E",,"A",,"A",,"A",,"A"
"20121",2380215,49,2,"2","420","D","10","D",13,"E",,"A",,"A",,"A",,"A"
"20121",2380445,67,0,"1","420","D","11","D",224,"D",,"A",,"A",,"A",,"A"
"20121",2380445,68,0,"1","420","D","11","D",84,"D",,"A",,"A",,"A",,"A"
"20121",2380535,43,0,"1","420","D","10","D",45,"D",,"A",,"A",,"A",,"A"
"20121",2380605,68,0,"1","420","D","12","D",86,"D",,"A",,"A",,"A",,"A"
"20121",2380625,68,0,"1","420","D","11","D",100,"D",,"A",,"A",,"A",,"A"
"20121",2380625,69,0,"2","420","D","10","D",50,"D",,"A",,"A",,"A",,"A"
"20121",2380655,77,0,"1","400","D","11","D",20,"D",,"A",,"A",,"A",,"A"
"20121",2380655,78,0,"1","410","D","12","D",26,"D",,"A",,"A",,"A",,"A"
"20121",2380655,79,0,"1","420","D","10","D",47,"D",,"A",,"A",,"A",,"A"
"20121",2381095,73,0,"1","420","D","11","D",338,"D",,"A",,"A",,"A",,"A"
"20121",2381315,27,0,"1","420","D","11","D",89,"D",,"A",,"A",,"A",,"A"
"20121",2381405,87,0,"1","420","D","12","D",251,"D",,"A",,"A",,"A",,"A"
"20121",2381465,39,0,"1","420","D","11","D",84,"D",,"A",,"A",,"A",,"A"
"20121",2381575,54,0,"1","420","D","10","D",85,"D",,"A",,"A",,"A",,"A"
"20121",2381595,84,0,"2","400","D","10","D",20,"F",,"A",,"A",,"A",,"A"
"20121",2381615,55,0,"1","410","D","11","D",16,"D",,"A",,"A",,"A",,"A"
"20121",2381725,44,0,"1","410","D","12","D",29,"D",,"A",,"A",,"A",,"A"
"20121",2381745,51,0,"1","420","D","10","D",48,"D",,"A",,"A",,"A",,"A"
"20121",2381805,51,0,"1","420","D","10","D",400,"D",,"A",,"A",,"A",,"A"
"20121",2381825,59,0,"1","420","D","10","D",58,"D",,"A",,"A",,"A",,"A"
"20121",2381905,56,0,"1","420","D","12","D",90,"D",,"A",,"A",,"A",,"A"
"20121",2381925,51,0,"1","400","D","12","D",13,"D",,"A",,"A",,"A",,"A"
"20121",2382285,61,0,"1","400","D","10","D",70,"D",,"A",,"A",,"A",,"A"
"20121",2382315,51,0,"1","420","D","11","D",63,"D",,"A",,"A",,"A",,"A"
"20121",2382375,50,0,"1","410","D","12","D",58,"D",,"A",,"A",,"A",,"A"
"20121",2382385,51,0,"1","410","D","10","D",52,"D",,"A",,"A",,"A",,"A"
"20121",2382385,52,0,"1","420","D","10","D",36,"D",,"A",,"A",,"A",,"A"
"20121",2382395,59,0,"1","420","D","10","D",172,"D",,"A",,"A",,"A",,"A"
"20121",2382635,92,0,"1","400","D","11","D",12,"D",,"A",,"A",,"A",,"A"
"20121",2382635,93,0,"1","420","D","11","D",80,"D",,"A",,"A",,"A",,"A"
"20121",2382635,94,0,"1","420","D","12","D",111,"D",,"A",,"A",,"A",,"A"
"20121",2382765,40,0,"1","400","D","11","D",20,"D",,"A",,"A",,"A",,"A"
"20121",2382795,42,0,"1","420","D","11","D",61,"D",,"A",,"A",,"A",,"A"
"20121",2382805,37,0,"1","420","D","12","D",64,"D",,"A",,"A",,"A",,"A"
"20121",2382835,41,0,"1","420","D","10","D",95,"D",,"A",,"A",,"A",,"A"
"20121",2382985,63,0,"2","420","D","10","D",21,"D",,"A",,"A",,"A",,"A"
"20121",2383305,60,0,"1","420","D","11","D",49,"D",,"A",,"A",,"A",,"A"
"20121",2383405,77,0,"1","400","D","10","D",35,"D",,"A",,"A",,"A",,"A"
"20121",2383575,59,0,"1","420","D","10","D",71,"D",,"A",,"A",,"A",,"A"
"20121",2383575,60,0,"1","420","D","11","D",30,"D",,"A",,"A",,"A",,"A"
"20121",2383575,61,0,"1","410","D","11","D",25,"D",,"A",,"A",,"A",,"A"
"20121",2383575,62,0,"1","410","D","10","D",25,"D",,"A",,"A",,"A",,"A"
"20121",2383795,27,0,"1","420","D","11","D",109,"D",,"A",,"A",,"A",,"A"
"20121",2383855,68,0,"1","400","D","10","D",32,"F",,"A",,"A",,"A",,"A"
"20121",2383965,72,0,"1","420","D","10","D",148,"D",,"A",,"A",,"A",,"A"
"20121",2384035,83,0,"1","420","D","10","D",55,"D",,"A",,"A",,"A",,"A"
"20121",2384035,84,0,"2","420","D","10","D",50,"D",,"A",,"A",,"A",,"A"
"20121",2384205,42,0,"1","420","D","12","D",64,"D",,"A",,"A",,"A",,"A"
"20121",2384295,37,0,"1","420","D","12","D",58,"D",,"A",,"A",,"A",,"A"
"20121",2384325,49,0,"1","420","D","12","D",99,"D",,"A",,"A",,"A",,"A"
"20121",2384345,44,0,"1","400","D","10","D",35,"D",,"A",,"A",,"A",,"A"
"20121",2384375,60,0,"1","420","D","11","D",89,"D",,"A",,"A",,"A",,"A"
"20121",2384385,63,0,"1","430","D","11","D",.,"H","415","D","410","D",,"A",,"A"
"20121",2384385,63,1,"1","420","D","11","D",30,"E",,"A",,"A",,"A",,"A"
"20121",2384385,63,2,"1","410","D","11","D",15,"E",,"A",,"A",,"A",,"A"
"20121",2384425,114,0,"1","410","D","11","D",16,"D",,"A",,"A",,"A",,"A"
"20121",2384505,51,0,"1","420","D","10","D",99,"D",,"A",,"A",,"A",,"A"
"20121",2384655,46,0,"1","410","D","12","D",110,"D",,"A",,"A",,"A",,"A"
"20121",2384655,47,0,"2","420","D","10","D",150,"D",,"A",,"A",,"A",,"A"
"20121",2384655,48,0,"2","400","D","10","D",24,"D",,"A",,"A",,"A",,"A"
"20121",2384675,55,0,"1","420","D","11","D",70,"D",,"A",,"A",,"A",,"A"
"20121",2384705,64,0,"1","430","D","11","D",.,"H","415","D","410","D",,"A",,"A"
"20121",2384705,64,1,"1","420","D","11","D",84,"E",,"A",,"A",,"A",,"A"
"20121",2384705,64,2,"1","410","D","11","D",36,"E",,"A",,"A",,"A",,"A"
"20121",2384725,88,0,"1","400","D","10","D",24,"D",,"A",,"A",,"A",,"A"
"20121",2384725,89,0,"1","400","D","12","D",24,"D",,"A",,"A",,"A",,"A"
"20121",2384725,90,0,"1","420","D","11","D",36,"D",,"A",,"A",,"A",,"A"
"20121",2384755,51,0,"1","420","D","10","D",86,"D",,"A",,"A",,"A",,"A"
"20121",2384795,46,0,"1","420","D","10","D",128,"D",,"A",,"A",,"A",,"A"
"20121",2384895,54,0,"1","420","D","12","D",185,"D",,"A",,"A",,"A",,"A"
"20121",2384895,55,0,"2","420","D","10","D",165,"D",,"A",,"A",,"A",,"A"
"20121",2384985,59,0,"1","420","D","12","D",24,"D",,"A",,"A",,"A",,"A"
"20121",2384995,45,0,"1","410","D","10","D",18,"D",,"A",,"A",,"A",,"A"
"20121",2385005,61,0,"1","420","D","11","D",60,"D",,"A",,"A",,"A",,"A"
"20121",2385075,29,0,"1","400","D","11","D",68,"D",,"A",,"A",,"A",,"A"
"20121",2385075,30,0,"1","420","D","11","D",70,"D",,"A",,"A",,"A",,"A"
"20121",2385135,56,0,"1","420","D","11","D",130,"D",,"A",,"A",,"A",,"A"
"20121",2385155,57,0,"1","400","D","12","D",25,"D",,"A",,"A",,"A",,"A"
"20121",2385215,92,0,"1","420","D","12","D",71,"D",,"A",,"A",,"A",,"A"
"20121",2385215,93,0,"2","420","D","10","D",71,"D",,"A",,"A",,"A",,"A"
"20121",2385255,29,0,"1","420","D","12","D",70,"D",,"A",,"A",,"A",,"A"
"20121",2385285,43,0,"1","420","D","12","D",123,"D",,"A",,"A",,"A",,"A"
"20121",2385415,54,0,"1","420","D","11","D",125,"D",,"A",,"A",,"A",,"A"
"20121",2385415,55,0,"1","410","D","11","D",20,"D",,"A",,"A",,"A",,"A"
"20121",2385465,47,0,"1","420","D","12","D",36,"D",,"A",,"A",,"A",,"A"
"20121",2385495,52,0,"1","420","D","12","D",98,"D",,"A",,"A",,"A",,"A"
"20121",2385495,53,0,"1","420","D","12","D",35,"D",,"A",,"A",,"A",,"A"
"20121",2385525,48,0,"1","420","D","12","D",115,"D",,"A",,"A",,"A",,"A"
"20121",2385565,56,0,"1","420","D","12","D",26,"D",,"A",,"A",,"A",,"A"
"20121",2385685,39,0,"1","420","D","12","D",87,"D",,"A",,"A",,"A",,"A"
"20121",2385735,52,0,"1","420","D","12","D",78,"D",,"A",,"A",,"A",,"A"
"20121",2386055,56,0,"1","430","D","12","D",.,"H","415","D","410","D",,"A",,"A"
"20121",2386055,56,1,"1","420","D","12","D",104,"E",,"A",,"A",,"A",,"A"
"20121",2386055,56,2,"1","410","D","12","D",46,"E",,"A",,"A",,"A",,"A"
"20121",2386085,58,0,"2","410","D","10","D",20,"D",,"A",,"A",,"A",,"A"
"20121",2386155,71,0,"1","420","D","11","D",134,"D",,"A",,"A",,"A",,"A"
"20121",2386155,72,0,"1","420","D","12","D",59,"D",,"A",,"A",,"A",,"A"
"20121",2386305,100,0,"1","420","D","10","D",100,"D",,"A",,"A",,"A",,"A"
"20121",2386315,87,0,"1","400","D","11","D",22,"D",,"A",,"A",,"A",,"A"
"20121",2386325,91,0,"1","420","D","12","D",80,"D",,"A",,"A",,"A",,"A"
"20121",2386395,65,0,"1","420","D","12","D",110,"D",,"A",,"A",,"A",,"A"
"20121",2386415,74,0,"1","400","D","11","D",48,"D",,"A",,"A",,"A",,"A"
"20121",2386525,63,0,"1","400","D","11","D",23,"D",,"A",,"A",,"A",,"A"
"20121",2386595,77,0,"2","410","D","10","D",10,"D",,"A",,"A",,"A",,"A"
"20121",2386615,43,0,"1","420","D","11","D",59,"D",,"A",,"A",,"A",,"A"
"20121",2386745,96,0,"1","410","D","12","D",29,"D",,"A",,"A",,"A",,"A"
"20121",2386785,67,0,"1","420","D","10","D",204,"D",,"A",,"A",,"A",,"A"
"20121",2386795,43,0,"1","420","D","12","D",46,"D",,"A",,"A",,"A",,"A"
"20121",2386845,72,0,"1","400","D","11","D",56,"D",,"A",,"A",,"A",,"A"
"20121",2386865,95,0,"1","400","D","12","D",24,"D",,"A",,"A",,"A",,"A"
"20121",2386895,83,0,"1","400","D","12","D",42,"D",,"A",,"A",,"A",,"A"
"20121",2387035,81,0,"1","420","D","12","D",87,"D",,"A",,"A",,"A",,"A"
"20121",2387245,45,0,"1","420","D","11","D",100,"D",,"A",,"A",,"A",,"A"
"20121",2387395,60,0,"1","420","D","12","D",203,"D",,"A",,"A",,"A",,"A"
"20121",2387445,64,0,"1","400","D","10","D",70,"D",,"A",,"A",,"A",,"A"
"20121",2387445,65,0,"1","420","D","10","D",100,"D",,"A",,"A",,"A",,"A"
"20121",2387525,72,0,"1","410","D","12","D",60,"D",,"A",,"A",,"A",,"A"
"20121",2387525,73,0,"1","420","D","11","D",35,"D",,"A",,"A",,"A",,"A"
"20121",2387555,81,0,"1","420","D","11","D",405,"D",,"A",,"A",,"A",,"A"
"20121",2387615,82,0,"1","420","D","10","D",300,"D",,"A",,"A",,"A",,"A"
"20121",2387615,83,0,"1","400","D","11","D",16,"D",,"A",,"A",,"A",,"A"
"20121",2387655,50,0,"1","420","D","11","D",40,"D",,"A",,"A",,"A",,"A"
"20121",2387825,49,0,"1","410","D","11","D",80,"D",,"A",,"A",,"A",,"A"
"20121",2387985,69,0,"1","410","D","11","D",300,"D",,"A",,"A",,"A",,"A"
"20121",2387985,70,0,"2","410","D","11","D",100,"D",,"A",,"A",,"A",,"A"
"20121",2388265,68,0,"2","410","D","11","D",21,"D",,"A",,"A",,"A",,"A"
"20121",2388275,57,0,"1","410","D","12","D",14,"D",,"A",,"A",,"A",,"A"
"20121",2388385,43,0,"1","420","D","11","D",47,"D",,"A",,"A",,"A",,"A"
"20121",2388445,62,0,"2","400","D","11","D",24,"D",,"A",,"A",,"A",,"A"
"20121",2388565,50,0,"1","400","D","01","D",30,"D",,"A",,"A",,"A",,"A"
"20121",2388575,106,0,"1","420","D","11","D",89,"D",,"A",,"A",,"A",,"A"
"20121",2388575,107,0,"1","420","D","11","D",54,"D",,"A",,"A",,"A",,"A"
"20121",2388615,79,0,"1","410","D","01","D",20,"D",,"A",,"A",,"A",,"A"
"20121",2388615,80,0,"1","420","D","01","D",80,"D",,"A",,"A",,"A",,"A"
"20121",2388685,57,0,"1","420","D","12","D",2300,"D",,"A",,"A",,"A",,"A"
"20121",2388765,63,0,"1","420","D","01","D",65,"D",,"A",,"A",,"A",,"A"
"20121",2388875,36,0,"1","420","D","11","D",200,"D",,"A",,"A",,"A",,"A"
"20121",2388935,43,0,"1","410","D","01","D",15,"D",,"A",,"A",,"A",,"A"
"20121",2388935,44,0,"1","420","D","01","D",54,"D",,"A",,"A",,"A",,"A"
"20121",2388955,86,0,"1","420","D","01","D",20,"D",,"A",,"A",,"A",,"A"
"20121",2389075,30,0,"2","420","D","11","D",55,"D",,"A",,"A",,"A",,"A"
"20121",2389095,44,0,"1","410","D","01","D",70,"D",,"A",,"A",,"A",,"A"
"20121",2389095,45,0,"1","420","D","12","D",36,"D",,"A",,"A",,"A",,"A"
"20121",2389185,67,0,"1","420","D","11","D",76,"D",,"A",,"A",,"A",,"A"
"20121",2389205,153,0,"2","410","D","11","D",57,"D",,"A",,"A",,"A",,"A"
"20121",2389225,48,0,"1","420","D","01","D",99,"D",,"A",,"A",,"A",,"A"
