"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CREDITR5","CRED_TR5","CREDITX5","CRED_TX5","OWEMONEY","OWEM_NEY"
"20121",2377165,21,0,"1","130","D",450,"F",.,"C"
"20121",2377175,30,0,"1","130","D",460,"D",0,"D"
"20121",2377225,17,0,"1","130","D",200,"D",.,"C"
"20121",2377275,22,0,"1","120","D",100,"D",.,"C"
"20121",2377275,23,0,"1","120","D",50,"D",.,"C"
"20121",2377275,24,0,"1","130","D",800,"D",.,"C"
"20121",2377335,28,0,"1","130","D",3000,"D",1000,"D"
"20121",2377335,29,0,"1","700","D",1270,"D",0,"D"
"20121",2377335,30,0,"1","800","D",900,"D",900,"D"
"20121",2377365,18,0,"1","130","D",3000,"D",4000,"D"
"20121",2377365,19,0,"1","800","D",16900,"D",20562,"D"
"20121",2377385,16,0,"1","120","D",100,"D",250,"D"
"20121",2377385,17,0,"1","130","D",200,"D",900,"D"
"20121",2377455,23,0,"1","130","D",450,"D",250,"D"
"20121",2377455,24,0,"1","130","D",120,"D",0,"D"
"20121",2377455,25,0,"1","120","D",55,"D",120,"D"
"20121",2377475,18,0,"1","130","D",500,"D",.,"C"
"20121",2377555,20,0,"1","120","D",150,"D",0,"D"
"20121",2377555,21,0,"1","130","D",400,"D",400,"D"
"20121",2377555,22,0,"1","130","D",800,"D",900,"D"
"20121",2377565,22,0,"1","120","D",3000,"D",.,"C"
"20121",2377575,22,0,"1","130","D",2150,"D",2150,"D"
"20121",2377625,27,0,"1","130","D",500,"D",0,"D"
"20121",2377625,28,0,"1","130","D",2000,"D",2000,"D"
"20121",2377645,17,0,"1","200","D",150,"D",0,"D"
"20121",2377645,18,0,"1","130","D",350,"D",0,"D"
"20121",2377645,19,0,"1","800","D",4500,"D",2200,"D"
"20121",2377695,18,0,"1","130","D",4000,"D",4000,"D"
"20121",2377695,19,0,"1","130","D",2000,"D",2000,"D"
"20121",2377705,21,0,"1","130","D",4000,"D",4000,"D"
"20121",2377715,15,0,"1","120","D",483,"D",100,"D"
"20121",2377755,18,0,"1","510","D",590,"D",.,"C"
"20121",2377825,15,0,"1","130","D",500,"F",.,"C"
"20121",2377925,24,0,"1","130","D",400,"D",1500,"D"
"20121",2377985,32,0,"1","130","D",5000,"D",0,"D"
"20121",2377985,33,0,"1","120","D",2000,"D",0,"D"
"20121",2377985,34,0,"1","800","D",19000,"D",.,"C"
"20121",2378035,26,0,"1","130","D",100,"D",100,"D"
"20121",2378055,21,0,"1","700","D",2200,"D",2200,"D"
"20121",2378095,27,0,"1","120","D",169,"D",0,"D"
"20121",2378095,28,0,"1","120","D",1200,"D",20,"D"
"20121",2378095,29,0,"1","130","D",6576,"D",7559,"D"
"20121",2378115,18,0,"1","130","D",300,"D",300,"D"
"20121",2378115,19,0,"1","120","D",300,"D",300,"D"
"20121",2378115,20,0,"1","510","D",3000,"D",0,"D"
"20121",2378115,21,0,"1","800","D",1900,"D",1900,"D"
"20121",2378175,23,0,"1","130","D",15000,"D",15000,"D"
"20121",2378255,18,0,"1","130","D",5200,"D",6500,"D"
"20121",2378255,19,0,"1","130","D",2300,"D",3000,"D"
"20121",2378255,20,0,"1","130","D",6400,"D",7600,"D"
"20121",2378255,21,0,"1","130","D",2000,"D",2600,"D"
"20121",2378285,47,0,"1","120","D",136,"D",200,"D"
"20121",2378285,48,0,"1","130","D",1528,"D",3205,"D"
"20121",2378445,17,0,"1","800","D",3560,"F",.,"C"
"20121",2378575,22,0,"1","110","D",150,"D",0,"D"
"20121",2378575,23,0,"1","120","D",900,"D",.,"C"
"20121",2378575,24,0,"1","120","D",1400,"D",.,"C"
"20121",2378605,15,0,"1","700","D",3000,"D",3000,"D"
"20121",2378665,16,0,"1","130","D",700,"D",700,"D"
"20121",2378685,22,0,"1","800","D",900,"D",1200,"D"
"20121",2378745,30,0,"1","120","D",156,"D",0,"D"
"20121",2378745,31,0,"1","120","D",90,"D",150,"D"
"20121",2378745,32,0,"1","130","D",1200,"D",300,"D"
"20121",2378745,33,0,"1","130","D",4900,"D",6500,"D"
"20121",2378745,34,0,"1","800","D",11500,"D",13000,"D"
"20121",2378795,26,0,"1","700","D",525,"D",0,"D"
"20121",2378795,27,0,"1","800","D",17000,"D",22000,"D"
"20121",2378795,28,0,"1","800","D",13000,"D",10000,"D"
"20121",2378845,27,0,"1","110","D",247,"D",.,"C"
"20121",2378845,28,0,"1","110","D",46,"D",.,"C"
"20121",2378845,29,0,"1","120","D",64,"D",.,"C"
"20121",2378845,30,0,"1","120","D",21,"D",.,"C"
"20121",2378845,31,0,"1","130","D",1000,"F",.,"C"
"20121",2378845,32,0,"1","130","D",1,"F",.,"C"
"20121",2378905,19,0,"1","700","D",233,"D",0,"D"
"20121",2378965,29,0,"1","130","D",1325,"D",950,"D"
"20121",2379095,14,0,"1","130","D",1000,"D",1000,"D"
"20121",2379165,15,0,"1","130","D",377,"D",215,"D"
"20121",2379225,37,0,"1","130","D",1500,"D",2700,"D"
"20121",2379225,38,0,"1","120","D",500,"D",1700,"D"
"20121",2379225,39,0,"1","700","D",400,"D",5000,"D"
"20121",2379235,14,0,"1","130","D",4000,"D",0,"D"
"20121",2379235,15,0,"1","200","D",50,"D",50,"D"
"20121",2379235,16,0,"1","120","D",60,"D",60,"D"
"20121",2379245,20,0,"1","130","D",50,"F",.,"C"
"20121",2379245,21,0,"1","800","D",40000,"F",.,"C"
"20121",2379255,28,0,"1","130","D",4900,"D",4000,"D"
"20121",2379255,29,0,"1","120","D",2,"D",0,"D"
"20121",2379265,24,0,"1","120","D",55,"D",60,"D"
"20121",2379265,25,0,"1","120","D",60,"D",60,"D"
"20121",2379265,26,0,"1","120","D",40,"D",0,"D"
"20121",2379265,27,0,"1","130","D",67,"D",100,"D"
"20121",2379385,20,0,"1","120","D",400,"D",400,"D"
"20121",2379385,21,0,"1","120","D",200,"D",200,"D"
"20121",2379385,22,0,"1","130","D",1500,"D",1500,"D"
"20121",2379405,17,0,"1","700","D",300,"D",0,"D"
"20121",2379425,21,0,"1","130","D",50000,"D",50000,"D"
"20121",2379435,18,0,"1","130","D",10000,"D",.,"C"
"20121",2379465,25,0,"1","130","D",1006,"D",0,"D"
"20121",2379485,25,0,"1","120","D",900,"D",.,"C"
"20121",2379485,26,0,"1","130","D",5012,"D",8378,"D"
"20121",2379505,18,0,"1","130","D",1000,"D",5000,"D"
"20121",2379625,17,0,"1","130","D",3700,"D",4100,"D"
"20121",2379625,18,0,"1","130","D",1100,"D",800,"D"
"20121",2379625,19,0,"1","200","D",1002,"D",2100,"D"
"20121",2379625,20,0,"1","800","D",6100,"D",8400,"D"
"20121",2379665,21,0,"1","120","D",290,"D",.,"C"
"20121",2379665,22,0,"1","130","D",5000,"D",10000,"D"
"20121",2379755,17,0,"1","130","D",2000,"D",6000,"D"
"20121",2379805,41,0,"1","120","D",400,"D",0,"D"
"20121",2379815,31,0,"1","130","D",4700,"D",4700,"D"
"20121",2379815,32,0,"1","130","D",300,"D",300,"D"
"20121",2379835,18,0,"1","130","D",1400,"D",1600,"D"
"20121",2379835,19,0,"1","200","D",865,"D",2050,"D"
"20121",2379855,17,0,"1","130","D",500,"D",1300,"D"
"20121",2379875,25,0,"1","130","D",3400,"D",.,"C"
"20121",2379875,26,0,"1","130","D",4000,"D",.,"C"
"20121",2379875,27,0,"1","130","D",700,"D",.,"C"
"20121",2379875,28,0,"1","130","D",600,"D",.,"C"
"20121",2379875,29,0,"1","130","D",5000,"D",.,"C"
"20121",2379885,17,0,"1","130","D",20000,"D",15000,"D"
"20121",2379935,29,0,"1","510","D",9000,"D",15000,"D"
"20121",2379935,30,0,"1","700","D",20000,"D",20000,"D"
"20121",2379945,15,0,"1","130","D",1900,"D",2000,"D"
"20121",2379955,28,0,"1","130","D",472,"D",.,"C"
"20121",2379975,24,0,"1","110","D",300,"D",400,"D"
"20121",2379975,25,0,"1","130","D",845,"D",.,"C"
"20121",2379975,26,0,"1","130","D",525,"D",600,"D"
"20121",2379985,19,0,"1","120","D",400,"D",200,"D"
"20121",2379985,20,0,"1","120","D",200,"D",0,"D"
"20121",2379985,21,0,"1","130","D",800,"D",800,"D"
"20121",2379985,22,0,"1","130","D",200,"D",200,"D"
"20121",2379985,23,0,"1","700","D",100,"D",0,"D"
"20121",2379995,29,0,"1","130","D",1000,"D",1000,"D"
"20121",2380035,17,0,"1","700","D",500,"D",500,"D"
"20121",2380075,16,0,"1","130","D",9000,"D",9000,"D"
"20121",2380095,19,0,"1","130","D",200,"F",.,"C"
"20121",2380125,20,0,"1","120","D",1500,"D",.,"C"
"20121",2380125,21,0,"1","130","D",3000,"D",.,"C"
"20121",2380155,36,0,"1","120","D",700,"D",.,"C"
"20121",2380155,37,0,"1","120","D",1900,"D",2500,"D"
"20121",2380155,38,0,"1","800","D",2000,"D",3000,"D"
"20121",2380165,31,0,"1","120","D",200,"D",50,"D"
"20121",2380165,32,0,"1","130","D",600,"D",200,"D"
"20121",2380195,15,0,"1","130","D",3000,"D",.,"C"
"20121",2380335,42,0,"1","200","D",1300,"D",0,"D"
"20121",2380335,43,0,"1","120","D",2200,"D",1800,"D"
"20121",2380335,44,0,"1","700","D",120,"D",0,"D"
"20121",2380445,23,0,"1","130","D",2800,"D",7000,"D"
"20121",2380445,24,0,"1","800","D",6500,"D",12000,"D"
"20121",2380615,24,0,"1","130","D",458,"D",458,"D"
"20121",2380615,25,0,"1","120","D",160,"D",160,"D"
"20121",2380615,26,0,"1","130","D",300,"D",300,"D"
"20121",2380625,21,0,"1","120","D",200,"D",0,"D"
"20121",2380625,22,0,"1","130","D",5000,"D",5000,"D"
"20121",2380655,26,0,"1","130","D",1900,"D",.,"C"
"20121",2380655,27,0,"1","510","D",13200,"D",0,"D"
"20121",2380655,28,0,"1","800","D",26000,"D",29000,"D"
"20121",2380705,58,0,"1","130","D",1400,"D",0,"D"
"20121",2380705,59,0,"1","130","D",25000,"D",0,"D"
"20121",2380745,18,0,"1","130","D",6500,"D",0,"D"
"20121",2380745,19,0,"1","130","D",1000,"D",.,"C"
"20121",2380745,20,0,"1","130","D",300,"D",100,"D"
"20121",2380765,33,0,"1","120","D",210,"D",30,"D"
"20121",2380765,34,0,"1","130","D",750,"D",200,"D"
"20121",2380765,35,0,"1","130","D",640,"D",120,"D"
"20121",2380765,36,0,"1","130","D",350,"D",0,"D"
"20121",2380765,37,0,"1","700","D",540,"D",0,"D"
"20121",2380765,38,0,"1","700","D",674,"D",0,"D"
"20121",2380765,39,0,"1","700","D",240,"D",0,"D"
"20121",2380775,16,0,"1","130","D",150,"F",.,"C"
"20121",2380925,36,0,"1","130","D",600,"D",0,"D"
"20121",2380925,37,0,"1","120","D",200,"D",100,"D"
"20121",2380965,17,0,"1","130","D",18000,"D",18000,"D"
"20121",2380985,16,0,"1","800","D",3200,"D",6000,"D"
"20121",2381055,24,0,"1","130","D",20000,"D",.,"C"
"20121",2381065,17,0,"1","800","D",6000,"D",7000,"D"
"20121",2381095,27,0,"1","130","D",7000,"D",0,"D"
"20121",2381115,26,0,"1","510","D",300,"D",0,"D"
"20121",2381195,22,0,"1","130","D",10000,"F",.,"C"
"20121",2381195,23,0,"1","120","D",200,"F",.,"C"
"20121",2381225,25,0,"1","130","D",6469,"D",1200,"D"
"20121",2381225,26,0,"1","130","D",586,"D",200,"D"
"20121",2381225,27,0,"1","130","D",4,"D",0,"D"
"20121",2381225,28,0,"1","800","D",685,"D",1800,"D"
"20121",2381225,29,0,"1","700","D",170000,"D",0,"D"
"20121",2381275,24,0,"1","130","D",40,"D",0,"D"
"20121",2381285,19,0,"1","120","D",500,"D",0,"D"
"20121",2381375,16,0,"1","130","D",1300,"D",1000,"D"
"20121",2381375,17,0,"1","130","D",5000,"D",3000,"D"
"20121",2381405,34,0,"1","130","D",5200,"D",5200,"D"
"20121",2381465,16,0,"1","130","D",7500,"D",.,"C"
"20121",2381545,18,0,"1","800","D",12000,"F",.,"C"
"20121",2381575,25,0,"1","130","D",3000,"D",0,"D"
"20121",2381575,26,0,"1","130","D",1000,"D",1000,"D"
"20121",2381725,19,0,"1","130","D",500,"D",1000,"D"
"20121",2381745,19,0,"1","130","D",2000,"D",2500,"D"
"20121",2381795,14,0,"1","130","D",1500,"F",2000,"D"
"20121",2381795,15,0,"1","120","D",150,"F",2000,"D"
"20121",2381825,21,0,"1","130","D",2000,"D",0,"D"
"20121",2381825,22,0,"1","510","D",60,"D",500,"D"
"20121",2381885,27,0,"1","130","D",246,"D",0,"D"
"20121",2381925,20,0,"1","130","D",1,"D",1,"D"
"20121",2381935,19,0,"1","130","D",2000,"D",2000,"D"
"20121",2381985,22,0,"1","800","D",114000,"D",114000,"D"
"20121",2382085,29,0,"1","130","D",970,"D",0,"D"
"20121",2382085,30,0,"1","800","D",34000,"F",.,"C"
