"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","RENTCODE","RENT_ODE","BSNSPCTZ","BSNS_CTZ","QADRENTX","QADR_NTX","ANYVACAT","ANYV_CAT"
"20121",2379245,54,0,"1","100","D",.,"A",75,"D","2","D"
"20121",2379245,55,0,"1","100","D",.,"A",25,"D","2","D"
"20121",2379835,46,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2379835,47,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2380335,70,0,"1","100","D",.,"A",38,"D","2","D"
"20121",2381225,74,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2383945,25,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2383945,26,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2386845,55,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2387245,38,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2387665,51,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2388205,56,0,"1","100","D",.,"A",125,"D","2","D"
"20121",2388375,56,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2389345,34,0,"1","100","D",.,"A",300,"D","2","D"
"20121",2390795,44,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2394315,23,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2394475,73,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2396715,35,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2399305,59,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2399755,39,0,"1","100","D",.,"A",300,"D","2","D"
"20121",2400835,43,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2400955,48,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2403365,24,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2403465,71,0,"1","110","D",.,"A",130,"D","2","D"
"20121",2406625,29,0,"1","100","D",.,"A",176,"D","2","D"
"20121",2409455,83,0,"1","180","D",.,"A",35,"D","2","D"
"20121",2412024,47,0,"1","100","D",.,"A",71,"D","2","D"
"20121",2412044,50,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2412614,38,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2413834,53,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2415084,46,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2415204,63,0,"1","100","D",.,"A",248,"D","2","D"
"20121",2415554,39,0,"1","100","D",.,"A",32,"D","2","D"
"20121",2417904,44,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2419784,43,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2420314,25,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2420314,26,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2420314,27,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2420554,42,0,"1","100","D",.,"A",200,"D","2","D"
"20121",2421644,89,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2423254,54,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2424934,52,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2424934,53,0,"1","160","D",.,"A",.,"A","1","D"
"20121",2427604,55,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2429594,40,0,"1","100","D",.,"A",100,"D","2","D"
"20121",2430654,51,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2432164,77,0,"1","100","D",.,"A",150,"D","2","D"
"20121",2432664,40,0,"1","140","D",.,"A",1,"D","2","D"
"20121",2433134,32,0,"1","100","D",.,"A",1483,"D","2","D"
"20121",2433684,47,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2434174,25,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2434554,46,0,"1","100","D",.,"A",58,"D","2","D"
"20121",2435624,74,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2436374,55,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2436634,30,0,"1","100","D",.,"A",1200,"D","2","D"
"20121",2436974,47,0,"1","110","D",.,"A",250,"D","2","D"
"20121",2439014,37,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2440324,61,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2440534,39,0,"1","100","D",.,"A",58,"D","2","D"
"20121",2441574,62,0,"1","100","D",.,"A",92,"D","2","D"
"20121",2443264,40,0,"1","100","D",1,"D",0,"D","2","D"
"20121",2444193,87,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2444523,43,0,"1","110","D",.,"A",20,"D","2","D"
"20121",2444643,48,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2445933,44,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2446253,43,0,"1","100","D",.,"A",70,"D","2","D"
"20121",2447093,31,0,"1","100","D",.,"A",100,"D","2","D"
"20121",2447293,49,0,"1","100","D",.,"A",1437,"D","2","D"
"20121",2447293,50,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2447723,24,0,"1","110","D",.,"A",60,"D","2","D"
"20121",2449123,78,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2449173,80,0,"1","100","D",.,"A",250,"D","2","D"
"20121",2449553,18,0,"1","100","D",.,"A",250,"D","2","D"
"20121",2451383,28,0,"1","100","D",.,"A",21,"D","2","D"
"20121",2453203,59,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2455713,91,0,"1","110","D",.,"A",49,"D","2","D"
"20121",2459513,49,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2461213,56,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2461283,64,0,"1","100","D",.,"A",40,"D","2","D"
"20121",2462535,21,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2463733,85,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2464083,30,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2464703,81,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2465203,79,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2465913,27,0,"1","100","D",.,"A",792,"D","2","D"
"20121",2467263,50,0,"1","100","D",.,"A",167,"D","2","D"
"20121",2467783,84,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2468333,54,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2468483,100,0,"1","100","D",.,"A",220,"D","2","D"
"20121",2470373,46,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2471453,31,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2471773,29,0,"1","100","D",.,"A",400,"D","2","D"
"20121",2471843,87,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2471843,88,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2472635,36,0,"1","100","D",.,"A",330,"D","2","D"
"20121",2474273,42,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2474293,73,0,"1","100","D",.,"A",300,"D","2","D"
"20121",2474513,32,0,"1","100","D",.,"A",39,"D","2","D"
"20121",2474793,52,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2474883,33,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2477202,59,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2477622,56,0,"1","100","D",.,"A",150,"D","2","D"
"20121",2477622,57,0,"1","100","D",.,"A",81,"D","2","D"
"20121",2477762,37,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2477762,38,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2478582,46,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2479222,41,0,"1","100","D",.,"A",93,"D","2","D"
"20121",2480482,86,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2480482,87,0,"1","170","D",.,"A",.,"A","1","D"
"20121",2480522,41,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2480522,42,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2481835,41,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2481852,22,0,"1","110","D",.,"A",400,"D","2","D"
"20121",2482682,35,0,"1","110","D",.,"A",900,"D","2","D"
"20121",2483222,48,0,"1","100","D",.,"A",108,"D","2","D"
"20121",2485042,53,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2485132,56,0,"1","100","D",.,"A",90,"D","2","D"
"20121",2485352,36,0,"1","110","D",.,"A",44,"D","2","D"
"20121",2486232,55,0,"1","100","D",0.05,"D",613,"D","2","D"
"20121",2486452,46,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2486522,32,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2486522,33,0,"1","100","D",.,"A",175,"D","2","D"
"20121",2488435,30,0,"1","110","D",.,"A",3440,"D","2","D"
"20121",2488552,57,0,"1","110","D",.,"A",88,"D","2","D"
"20121",2488812,30,0,"1","100","D",.,"A",70,"D","2","D"
"20121",2488812,31,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2489342,29,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2489802,56,0,"1","100","D",1,"D",0,"D","2","D"
"20121",2490532,39,0,"1","110","D",.,"A",179,"D","2","D"
"20121",2491442,27,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2492122,112,0,"1","100","D",.,"A",500,"D","2","D"
"20121",2493062,51,0,"1","110","D",.,"A",160,"D","2","D"
"20121",2494322,104,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2494872,56,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2495912,51,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2496122,40,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2496792,31,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2497852,33,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2498212,48,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2498532,53,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2498732,66,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2500224,59,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2500992,66,0,"1","100","D",.,"A",75,"D","2","D"
"20121",2503842,38,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2505743,28,0,"1","100","D",.,"A",700,"D","2","D"
"20121",2506322,63,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2506512,64,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2507272,60,0,"1","110","D",.,"A",256,"D","2","D"
"20121",2507922,77,0,"1","100","D",1,"D",0,"D","2","D"
"20121",2508222,42,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2510672,51,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2510672,52,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2510672,53,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2510672,54,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2511262,126,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2512094,62,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2512124,41,0,"1","100","D",.,"A",100,"D","2","D"
"20121",2512124,42,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2515083,31,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2516452,33,0,"1","100","D",.,"A",200,"D","2","D"
"20121",2521644,61,0,"1","100","D",.,"A",150,"D","2","D"
"20121",2523664,43,0,"1","110","D",0.8,"D",11,"D","2","D"
"20121",2523664,44,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2524972,71,0,"1","110","D",.,"A",54,"D","2","D"
"20121",2525804,36,0,"1","100","D",.,"A",75,"D","2","D"
"20121",2526334,36,0,"1","110","D",.,"A",.,"A","1","D"
"20121",2533383,35,0,"1","100","D",.,"A",60,"D","2","D"
"20121",2533605,29,0,"1","180","D",.,"A",.,"A","1","D"
"20121",2540025,51,0,"1","110","D",.,"A",90,"D","2","D"
"20121",2541175,28,0,"1","100","D",.,"A",.,"A","1","D"
"20121",2541175,29,0,"1","100","D",.,"A",282,"D","2","D"
"20121",2544305,39,0,"1","100","D",0.4,"D",206,"D","2","D"
"20122",2410015,33,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2410095,62,0,"1","110","D",.,"A",.,"A","1","D"
"20122",2412025,39,0,"1","100","D",.,"A",54,"D","2","D"
"20122",2415065,71,0,"1","110","D",.,"A",42,"D","2","D"
"20122",2416035,40,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2417295,41,0,"1","100","D",.,"A",432,"D","2","D"
"20122",2418415,74,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2420315,32,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2420315,33,0,"1","110","D",.,"A",68,"D","2","D"
"20122",2420315,34,0,"1","100","D",.,"A",35,"D","2","D"
"20122",2420725,53,0,"1","110","D",.,"A",.,"A","1","D"
"20122",2421015,34,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2423255,48,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2424085,57,0,"1","110","D",.,"A",48,"D","2","D"
"20122",2424215,31,0,"1","100","D",.,"A",800,"D","2","D"
"20122",2424655,55,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2425035,47,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2425865,32,0,"1","200","D",.,"A",2,"D","2","D"
"20122",2426695,25,0,"1","100","D",.,"A",420,"D","2","D"
"20122",2428525,41,0,"1","100","D",.,"A",59,"D","2","D"
"20122",2431355,39,0,"1","100","D",.,"A",48,"D","2","D"
"20122",2431795,37,0,"1","110","D",.,"A",130,"D","2","D"
"20122",2432035,60,0,"1","100","D",.,"A",1800,"D","2","D"
"20122",2432055,45,0,"1","110","D",.,"A",150,"D","2","D"
"20122",2432425,49,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2432855,49,0,"1","100","D",.,"A",400,"D","2","D"
"20122",2433685,53,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2434175,31,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2434875,51,0,"1","110","D",.,"A",.,"A","1","D"
"20122",2434875,52,0,"1","110","D",.,"A",.,"A","1","D"
"20122",2436335,43,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2438915,51,0,"1","110","D",.,"A",.,"A","1","D"
"20122",2441455,36,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2442145,76,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2442705,45,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2443304,64,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2443924,63,0,"1","150","D",.,"A",340,"D","2","D"
"20122",2444644,42,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2444784,48,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2444874,54,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2444874,55,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2444874,56,0,"1","100","D",.,"A",140,"D","2","D"
"20122",2444934,70,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2447064,56,0,"1","100","D",1,"D",0,"D","2","D"
"20122",2447594,62,0,"1","110","D",.,"A",.,"A","1","D"
"20122",2447594,63,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2447594,64,0,"1","100","D",.,"A",300,"D","2","D"
"20122",2448014,65,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2448014,66,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2449124,79,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2449174,74,0,"1","110","D",.,"A",.,"A","1","D"
"20122",2452044,46,0,"1","100","D",.,"A",68,"D","2","D"
"20122",2453794,63,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2454514,57,0,"1","110","D",.,"A",.,"A","1","D"
"20122",2457044,63,0,"1","100","D",.,"A",47,"D","2","D"
"20122",2458794,53,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2459874,27,0,"1","100","D",.,"A",70,"D","2","D"
"20122",2460804,43,0,"1","100","D",.,"A",80,"D","2","D"
"20122",2461184,41,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2462294,30,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2463284,63,0,"1","110","D",.,"A",251,"D","2","D"
"20122",2463754,49,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2463754,50,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2464194,42,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2464274,57,0,"1","100","D",.,"A",120,"D","2","D"
"20122",2465204,70,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2466794,47,0,"1","110","D",.,"A",140,"D","2","D"
"20122",2467434,36,0,"1","160","D",.,"A",40,"D","2","D"
"20122",2467444,61,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2467784,71,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2468334,59,0,"1","110","D",.,"A",.,"A","1","D"
"20122",2468624,38,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2468624,39,0,"1","100","D",.,"A",180,"D","2","D"
"20122",2469444,77,0,"1","110","D",.,"A",.,"A","1","D"
"20122",2469904,28,0,"1","110","D",.,"A",.,"A","1","D"
"20122",2471184,77,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2471644,26,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2473224,44,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2474194,27,0,"1","100","D",.,"A",410,"D","2","D"
"20122",2476044,51,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2477833,30,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2478333,52,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2478583,42,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2479463,45,0,"1","100","D",.,"A",135,"D","2","D"
"20122",2481093,45,0,"1","110","D",.,"A",128,"D","2","D"
"20122",2481183,45,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2481463,40,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2482073,88,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2485993,25,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2486323,57,0,"1","100","D",.,"A",25,"D","2","D"
"20122",2488813,31,0,"1","100","D",.,"A",75,"D","2","D"
"20122",2489383,77,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2490003,47,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2490763,32,0,"1","110","D",.,"A",.,"A","1","D"
"20122",2492643,32,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2493383,46,0,"1","110","D",.,"A",.,"A","1","D"
"20122",2494043,52,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2495663,27,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2497053,20,0,"1","100","D",.,"A",.,"A","1","D"
"20122",2497063,73,0,"1","110","D",.,"A",59,"D","2","D"
"20122",2498243,30,0,"1","100","D",.,"A",100,"D","2","D"
