"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOF","PROP0NOF","OWNYF","OWNYF_","NEWMRRT","NEWMRRT_","ORGMRTX","ORGMRTX_","QMRTTERM","QMRT_ERM","MRTPMTX","MRTPMTX_","PAYPROTX","PAYP_OTX","PAYPROIN","PAYP_OIN","PAYMORIN","PAYM_RIN","PAYOTHER","PAYO_HER","QESCROWX","QESC_OWX","QPRINM1X","QPRI_M1X","QPRINM2X","QPRI_M2X","QPRINM3X","QPRI_M3X","QADINT1X","QADI_T1X","QADINT2X","QADI_T2X","QADINT3X","QADI_T3X","QRFINDAT","QRFI_DAT","FRSTPYMO","FRST_YMO","FRSTPYYR","FRST_YYR","FIXEDRTE","FIXE_RTE","QNEWDATE","QNEW_ATE","QBLNCM1X","QBLN_M1X","QBLNCM2X","QBLN_M2X","QBLNCM3X","QBLN_M3X","LOAN_NOF","LOAN0NOF","VARRTE","VARRTE_","INTONLY","INTONLY_","OTHRTE","OTHRTE_","PAYMT1X","PAYMT1X_","PAYMT2X","PAYMT2X_","PAYMT3X","PAYMT3X_","PAYPRINI","PAYP_INI","PAYINT","PAYINT_"
"20121",2482142,27,0,"5","01","D","100","D",0.0784,"D",105659,"D",15,"D",1200,"D","3","D","4","D",,"A",,"A",200,"D",455,"D",458,"D",461,"D",545,"D",542,"D",539,"D",,"A","11","D","2006","D","1","D",,"A",83453,"D",82998,"D",82541,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482162,56,0,"5","01","D","100","D",0.06,"D",93500,"D",30,"D",782,"D","3","D","4","D",,"A",,"A",221,"D",111,"D",111,"D",112,"D",450,"D",450,"D",449,"D",,"A","12","D","2008","D","1","D",,"A",90044,"D",89933,"D",89822,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482242,48,0,"5","01","D","100","D",0.062,"D",163274,"D",30,"D",1151,"D","3","D","4","D","5","D",,"A",151,"D",196,"D",197,"D",198,"D",804,"D",803,"D",802,"D",,"A","02","D","2008","D","1","D",,"A",155569,"D",155373,"D",155175,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482322,38,0,"5","01","D","100","D",0.0784,"D",60611,"D",30,"D",438,"D",,"A",,"A",,"A",,"A",0,"D",68,"D",69,"D",69,"D",370,"D",369,"D",369,"D",,"A","07","D","2005","D","1","D",,"A",56562,"D",56494,"D",56425,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482322,39,0,"5","01","D","100","D",0.0784,"D",22400,"D",30,"D",162,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",438,"D",438,"D",438,"D",,"A","06","D","2005","D","2","D",,"A",22400,"D",22400,"D",22400,"D","02","D",,"A","2","D",,"A",438,"D",438,"D",438,"D",,"A","2","D"
"20121",2482432,32,0,"5","01","D","100","D",0.07,"D",67500,"D",30,"D",585,"D","3","D",,"A",,"A",,"A",136,"D",242,"D",243,"D",245,"D",207,"D",206,"D",204,"D",,"A","08","D","1990","D","1","D",,"A",35474,"D",35232,"D",34988,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482462,46,0,"5","01","D","100","D",0.0675,"D",599703,"T",30,"D",5009,"T",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",8200,"D",8200,"D",8200,"D",,"A","10","D","2006","D","1","D",,"A",539262,"T",538183,"T",534299,"T","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20121",2482472,33,0,"5","01","D","100","D",0.062,"D",120000,"D",30,"D",751,"D",,"B",,"B",,"B",,"B",16,"D",174,"D",175,"D",175,"D",561,"D",560,"D",560,"D",,"A","02","D","2005","D","1","D",,"A",108643,"D",108469,"D",108295,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482562,50,0,"5","01","D","100","D",0.0525,"D",250000,"D",30,"D",3010,"D","3","D","4","D",,"A",,"A",1629,"D",441,"D",443,"D",444,"D",940,"D",938,"D",937,"D",,"A","08","D","2003","D","1","D",,"A",214946,"D",214505,"D",214062,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482572,50,0,"5","01","D","100","D",0.0585,"D",81000,"D",30,"D",814,"D","3","D","4","D",,"A",,"A",336,"D",116,"D",117,"D",117,"D",362,"D",361,"D",361,"D",,"A","01","D","2006","D","1","D",,"A",74201,"D",74085,"D",73968,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482672,49,0,"5","01","D","100","D",0.065,"D",35000,"D",30,"D",381,"D","3","D","4","D",,"A",,"A",160,"D",46,"D",46,"D",46,"D",175,"D",175,"D",175,"D",,"A","01","D","2006","D","1","D",,"A",32380,"D",32334,"D",32289,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482712,34,0,"5","01","D","100","D",0.0475,"F",135000,"F",30,"F",1085,"F","3","F","4","F",,"A",,"A",381,"F",242,"F",243,"F",244,"F",462,"F",461,"F",460,"F",,"A","06","F","2004","F","1","F",,"A",116704,"F",116462,"F",116219,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482812,53,0,"5","01","D","100","D",0.0525,"D",68000,"D",15,"D",876,"D","3","D","4","D",,"A",,"A",329,"D",529,"D",531,"D",533,"D",18,"D",16,"D",14,"D",,"A","06","D","1997","D","1","D",,"A",4195,"D",3667,"D",3136,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482852,51,0,"5","01","D","100","D",0.056,"D",148000,"D",30,"D",1370,"D","3","D",,"A","5","D",,"A",520,"D",196,"D",197,"D",198,"D",654,"D",653,"D",652,"D",,"A","01","D","2008","D","1","D",,"A",140042,"D",139846,"D",139648,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482872,78,0,"5","01","D","100","D",0.0784,"D",259050,"D",30,"D",3125,"D","3","D","4","D","5","D",,"A",1253,"D",283,"D",285,"D",287,"D",1589,"D",1587,"D",1585,"D","012012","D","12","D","2005","D","1","D",,"A",243180,"D",242897,"D",242611,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482872,79,0,"5","01","D","100","D",0.0784,"D",69191,"D",30,"D",500,"D",,"A",,"A",,"A",,"A",0,"D",76,"D",76,"D",77,"D",424,"D",424,"D",423,"D","012012","D","12","D","2005","D","1","D",,"A",64952,"D",64877,"D",64801,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482892,51,0,"5","01","D","100","D",0.0525,"D",108837,"D",30,"D",601,"D",,"A",,"A",,"A",,"A",0,"D",134,"D",134,"D",135,"D",467,"D",467,"D",466,"D",,"A","06","D","2010","D","1","D",,"A",106773,"D",106639,"D",106504,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482952,31,0,"5","01","D","100","D",0.124,"D",42000,"D",30,"D",562,"D","3","D","4","D","5","D",,"A",117,"D",304,"D",308,"D",311,"D",141,"D",137,"D",134,"D",,"A","11","D","1984","D","1","D",,"A",13604,"D",13299,"D",12992,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482962,31,0,"5","01","D","100","D",0.058,"D",124000,"D",30,"D",875,"D",,"B",,"B",,"B",,"B",147,"D",154,"D",155,"D",155,"D",574,"D",573,"D",573,"D",,"A","09","D","2008","D","1","D",,"A",118801,"D",118647,"D",118492,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2482962,32,0,"5","01","D","100","D",0.0784,"D",4109,"D",5,"D",83,"D",,"A",,"A",,"A",,"A",0,"D",57,"D",57,"D",57,"D",26,"D",26,"D",26,"D",,"A","09","D","2011","D","1","D",,"A",4053,"D",3996,"D",3939,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2483062,30,0,"5","01","D","100","D",0.05,"D",139900,"D",30,"D",978,"D","3","D",,"A","5","D",,"A",227,"D",208,"D",209,"D",210,"D",543,"D",542,"D",541,"D",,"A","07","D","2007","D","1","D",,"A",130371,"D",130163,"D",129954,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2483142,32,0,"5","01","D","100","D",0.0784,"D",36981,"D",15,"D",350,"D",,"A",,"A",,"A",,"A",0,"D",263,"D",265,"D",266,"D",87,"D",85,"D",84,"D",,"A","06","D","2000","D","1","D",,"A",13347,"D",13084,"D",12820,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2483162,39,0,"5","01","D","100","D",0.08,"D",89129,"D",30,"D",768,"D","3","D","4","D",,"A",,"A",114,"D",67,"D",67,"D",67,"D",587,"D",587,"D",587,"D",,"A","06","D","2010","D","1","D",,"A",88123,"D",88056,"D",87989,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2483172,33,0,"5","01","D","100","D",0.0425,"D",171000,"D",30,"D",1600,"D","3","D","4","D",,"A",,"A",759,"D",270,"D",271,"D",272,"D",571,"D",570,"D",569,"D",,"A","07","D","2008","D","1","D",,"A",161175,"D",160905,"D",160633,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2483222,44,0,"5","01","D","100","D",0.0475,"D",120000,"D",30,"D",812,"D","3","D","4","D",,"A",,"A",186,"D",176,"D",177,"D",178,"D",450,"D",449,"D",448,"D",,"A","07","D","2008","D","1","D",,"A",113646,"D",113470,"D",113293,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2483362,41,0,"5","01","D","100","D",0.0438,"D",110000,"D",20,"D",1474,"D","3","D","4","D",,"A",,"A",785,"D",616,"D",618,"D",620,"D",73,"D",71,"D",69,"D",,"A","05","D","1994","D","1","D",,"A",20095,"D",19479,"D",18861,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2483512,33,0,"1","01","D","100","D",0.05,"D",74000,"D",30,"D",480,"D",,"A","4","D",,"A",,"A",83,"D",91,"D",91,"D",91,"D",306,"D",306,"D",306,"D",,"A","05","D","2011","D","1","D",,"A",73553,"D",73462,"D",73372,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2483532,56,0,"5","01","D","100","D",0.045,"D",124714,"D",20,"D",945,"D","3","D","4","D",,"A",,"A",156,"D",401,"D",402,"D",404,"D",388,"D",387,"D",385,"D",,"A","11","D","2006","D","1","D",,"A",103539,"D",103139,"D",102736,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2483582,30,0,"5","01","D","100","D",0.055,"D",91000,"D",30,"D",840,"D","3","D","4","D",,"A",,"A",323,"D",385,"D",387,"D",389,"D",132,"D",130,"D",128,"D",,"A","03","D","1987","D","1","D",,"A",28793,"D",28408,"D",28021,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2483582,31,0,"5","01","D","100","D",0.065,"D",110000,"D",30,"D",978,"D",,"B",,"B",,"B",,"B",283,"D",142,"D",142,"D",143,"D",553,"D",553,"D",552,"D",,"A","04","D","2006","D","1","D",,"A",102157,"D",102016,"D",101873,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2483612,32,0,"5","01","D","100","D",0.045,"D",134000,"D",30,"D",830,"D","3","D","4","D",,"A",,"A",151,"D",196,"D",197,"D",197,"D",483,"D",482,"D",482,"D",,"A","06","D","2009","D","1","D",,"A",128799,"D",128603,"D",128407,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2483842,52,0,"5","01","D","100","D",0.0784,"D",180000,"D",30,"D",1301,"D",,"A",,"A",,"A",,"A",0,"D",644,"D",648,"D",652,"D",2856,"D",2852,"D",2848,"D",,"A","06","D","2003","D","2","D",,"A",162473,"D",162234,"D",161993,"D","01","D","1","D",,"A",,"A",3500,"D",3500,"D",3500,"D","1","D","2","D"
"20121",2483902,77,0,"5","01","D","100","D",0.0475,"D",142000,"D",30,"D",996,"D","3","D","4","D",,"A",,"A",255,"D",203,"D",204,"D",205,"D",538,"D",537,"D",536,"D",,"A","02","D","2009","D","1","D",,"A",135909,"D",135706,"D",135502,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484042,50,0,"5","01","D","100","D",0.062,"D",330000,"D",40,"D",2405,"D",,"B",,"B",,"B",,"B",543,"D",189,"D",190,"D",191,"D",1673,"D",1672,"D",1671,"D",,"A","10","D","2008","D","1","D",,"A",323806,"D",323617,"D",323427,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484092,40,0,"5","01","D","100","D",0.0784,"D",97629,"D",15,"D",1100,"D","3","D",,"A",,"A",,"A",176,"D",303,"D",305,"D",307,"D",621,"D",619,"D",617,"D",,"A","01","D","2011","D","1","D",,"A",94985,"D",94682,"D",94376,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484102,92,0,"5","01","D","100","D",0.049,"D",135000,"D",15,"D",1100,"D",,"B",,"B",,"B",,"B",39,"D",1057,"D",.,"A",.,"A",4,"D",.,"A",.,"A",,"A","11","D","1996","D","1","D",,"A",938,"D",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484182,28,0,"5","01","D","100","D",0.065,"F",155000,"F",30,"F",1736,"F","3","F","4","F",,"A",,"A",756,"F",306,"F",307,"F",309,"F",674,"F",673,"F",671,"F",,"A","12","F","1999","F","1","F",,"A",124492,"F",124186,"F",123879,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484212,29,0,"5","01","D","100","D",0.05,"F",210000,"F",30,"F",1830,"F","3","F","4","F",,"A",,"A",703,"F",424,"F",426,"F",427,"F",703,"F",701,"F",700,"F",,"A","05","F","2001","F","1","F",,"A",168776,"F",168353,"F",167927,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484372,60,0,"5","01","D","100","D",0.055,"D",220000,"D",30,"D",1600,"D","3","D","4","D",,"A",,"A",351,"D",309,"D",311,"D",312,"D",940,"D",938,"D",937,"D",,"A","03","D","2007","D","1","D",,"A",204984,"D",204675,"D",204364,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484372,61,0,"5","01","D","100","D",0.0413,"D",75000,"D",30,"D",500,"D",,"B",,"B",,"B",,"B",136,"D",121,"D",122,"D",122,"D",243,"D",242,"D",242,"D",,"A","06","D","2008","D","1","D",,"A",70468,"D",70347,"D",70225,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484522,31,0,"5","01","D","100","D",0.05,"D",186077,"D",7,"D",5009,"T","3","D","4","D",,"A",,"A",870,"D",1792,"T",1793,"T",.,"A",22,"D",11,"D",.,"A",,"A","12","D","2004","D","1","D",,"A",5227,"D",2619,"D",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484532,36,0,"5","01","D","100","D",0.0637,"D",50000,"D",15,"D",824,"D","3","D","4","D",,"A",,"A",392,"D",389,"D",391,"D",393,"D",43,"D",41,"D",39,"D",,"A","06","D","1998","D","1","D",,"A",8173,"D",7785,"D",7394,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484542,37,0,"5","01","D","100","D",0.0488,"F",233423,"F",30,"F",1660,"F","3","F","4","F","5","F",,"A",424,"F",316,"F",317,"F",319,"F",920,"F",919,"F",917,"F",,"A","12","F","2009","F","1","F",,"A",226209,"F",225893,"F",225576,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484552,33,0,"5","01","D","100","D",0.055,"D",62000,"D",15,"D",805,"D","3","D","4","D",,"A",,"A",298,"D",374,"D",375,"D",377,"D",133,"D",132,"D",130,"D",,"A","05","D","2002","D","1","D",,"A",29108,"D",28734,"D",28359,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484562,51,0,"5","01","D","100","D",0.055,"D",205000,"D",30,"D",1350,"D","3","D","4","D","5","D",,"A",186,"D",254,"D",255,"D",256,"D",910,"D",909,"D",908,"D",,"A","07","D","2009","D","1","D",,"A",198566,"D",198312,"D",198057,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484582,52,0,"5","01","D","100","D",0.056,"D",25000,"D",30,"D",350,"D","3","D","4","D",,"A",,"A",206,"D",38,"D",38,"D",38,"D",106,"D",106,"D",106,"D",,"A","02","D","2006","D","1","D",,"A",22819,"D",22781,"D",22743,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484592,28,0,"5","01","D","100","D",0.057,"D",69708,"D",15,"D",577,"D",,"A",,"A",,"A",,"A",0,"D",508,"D",510,"D",513,"D",69,"D",67,"D",64,"D",,"A","01","D","1999","D","1","D",,"A",14588,"D",14081,"D",13570,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484612,38,0,"5","01","D","100","D",0.0463,"D",335317,"D",30,"D",2186,"D","3","D","4","D","5","D","6","D",461,"D",452,"D",453,"D",455,"D",1273,"D",1272,"D",1270,"D",,"A","10","D","2010","D","1","D",,"A",330031,"D",329579,"D",329126,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484642,32,0,"5","01","D","200","D",0.06,"D",270220,"D",10,"D",3000,"D",,"A",,"A",,"A",,"A",0,"D",1792,"T",1793,"T",1799,"T",443,"D",430,"D",417,"D",,"A","06","D","2004","D","1","D",,"A",88509,"D",85952,"D",83382,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484662,50,0,"5","01","D","100","D",0.0525,"D",253000,"D",30,"D",1861,"D","3","D","4","D","5","D",,"A",464,"D",349,"D",350,"D",352,"D",1048,"D",1047,"D",1045,"D",,"A","04","D","2008","D","1","D",,"A",239655,"D",239307,"D",238957,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484682,27,0,"5","01","D","100","D",0.0713,"F",98000,"F",30,"F",978,"F","3","F","4","F",,"A",,"A",317,"F",115,"F",116,"F",116,"F",546,"F",545,"F",545,"F",,"A","06","F","2006","F","1","F",,"A",91892,"F",91777,"F",91661,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484682,28,0,"5","01","D","100","D",0.0784,"F",91500,"F",15,"F",1155,"F","3","F",,"A",,"A",,"A",289,"F",681,"F",685,"F",690,"F",185,"F",181,"F",176,"F",,"A","12","F","1999","F","1","F",,"A",28379,"F",27698,"F",27013,"F","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484722,36,0,"5","01","D","100","D",0.055,"F",40000,"F",30,"F",1700,"F",,"B",,"B",,"B",,"B",1473,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","05","F","1978","F","1","F",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484792,27,0,"1","01","D","100","D",0.046,"D",200000,"D",30,"D",1300,"D","3","D","4","D","5","D",,"A",275,"D",269,"D",270,"D",272,"D",756,"D",755,"D",753,"D",,"A","11","D","2010","D","1","D",,"A",197103,"D",196834,"D",196563,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484792,28,0,"1","02","D","200","D",0.062,"D",105000,"D",30,"D",820,"D","3","D","4","D","5","D",,"A",177,"D",143,"D",143,"D",144,"D",500,"D",500,"D",499,"D",,"A","02","D","2006","D","1","D",,"A",96837,"D",96694,"D",96551,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484882,44,0,"5","01","D","100","D",0.0625,"D",38004,"D",30,"D",414,"D","3","D","4","D",,"A",,"A",180,"D",46,"D",47,"D",47,"D",188,"D",187,"D",187,"D",,"A","10","D","2007","D","1","D",,"A",36043,"D",35997,"D",35950,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2484972,30,0,"5","01","D","100","D",0.045,"D",150000,"D",30,"D",2000,"D",,"B",,"B",,"B",,"B",1240,"D",359,"D",361,"D",362,"D",401,"D",399,"D",398,"D",,"A","06","D","1998","D","1","D",,"A",106809,"D",106450,"D",106089,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485002,76,0,"5","01","D","100","D",0.08,"D",220000,"D",30,"D",2017,"D",,"B",,"B",,"B",,"B",403,"D",560,"D",564,"D",568,"D",1054,"D",1050,"D",1046,"D",,"A","01","D","1995","D","1","D",,"A",158074,"D",157513,"D",156950,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485042,45,0,"5","01","D","100","D",0.06,"D",215000,"D",30,"D",1818,"D","3","D","4","D",,"A",,"A",529,"D",263,"D",264,"D",265,"D",1026,"D",1025,"D",1024,"D",,"A","05","D","2008","D","1","D",,"A",205289,"D",205026,"D",204762,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485082,48,0,"5","01","D","100","D",0.055,"D",185000,"D",30,"D",1136,"D",,"B",,"B",,"B",,"B",86,"D",283,"D",285,"D",286,"D",767,"D",765,"D",764,"D",,"A","08","D","2005","D","1","D",,"A",167245,"D",166962,"D",166677,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485122,33,0,"5","01","D","100","D",0.0904,"F",50000,"F",30,"F",471,"F","3","F",,"A",,"A",,"A",67,"F",180,"F",181,"F",183,"F",224,"F",223,"F",221,"F",,"A","01","F","1991","F","1","F",,"A",29760,"F",29580,"F",29399,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485142,42,0,"5","01","D","100","D",0.045,"D",80000,"D",30,"D",1330,"D","3","D","4","D",,"A",,"A",925,"D",204,"D",205,"D",206,"D",201,"D",200,"D",199,"D",,"A","12","D","1996","D","1","D",,"A",53486,"D",53282,"D",53076,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485202,61,0,"5","01","D","100","D",0.055,"D",136000,"D",30,"D",945,"D","3","D","4","D","5","D",,"A",173,"D",179,"D",179,"D",180,"D",593,"D",593,"D",592,"D",,"A","06","D","2008","D","1","D",,"A",129490,"D",129311,"D",129132,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485212,24,0,"5","01","D","100","D",0.0425,"D",186000,"D",30,"D",1200,"D","3","D","4","D",,"A",,"A",285,"D",420,"D",422,"D",423,"D",495,"D",493,"D",492,"D",,"A","02","D","2000","D","1","D",,"A",139663,"D",139243,"D",138821,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485222,36,0,"5","01","D","100","D",0.04,"D",415000,"D",15,"D",3070,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","04","D","1999","D","2","D",,"A",87498,"D",84720,"D",81932,"D","01","D","1","D",,"A",,"A",.,"C",.,"C",.,"C","1","D","2","D"
"20121",2485242,28,0,"1","01","D","100","D",0.0784,"F",359791,"F",30,"F",2600,"F","3","F","4","F",,"A",,"A",0,"F",249,"F",251,"F",253,"F",2351,"F",2349,"F",2347,"F",,"A","10","F","2011","F","1","F","102011","F",359791,"F",359542,"F",359291,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485302,65,0,"5","01","D","100","D",0.0438,"D",300000,"D",30,"D",1500,"D",,"B",,"B",,"B",,"B",1,"D",408,"D",410,"D",411,"D",1091,"D",1089,"D",1088,"D",,"A","07","D","2011","D","1","D",,"A",298784,"D",298375,"D",297965,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485342,72,0,"5","01","D","100","D",0.07,"D",280000,"D",30,"D",1863,"D",,"A",,"A",,"A",,"A",0,"D",394,"D",397,"D",399,"D",1469,"D",1466,"D",1464,"D",,"A","01","D","2004","D","1","D","102011","D",251747,"D",251353,"D",250956,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485342,73,0,"5","01","D","100","D",0.13,"D",32303,"D",5,"D",735,"D",,"A",,"A",,"A",,"A",0,"D",674,"D",682,"D",689,"D",61,"D",53,"D",46,"D",,"A","06","D","2007","D","1","D",,"A",5603,"D",4929,"D",4247,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485342,74,0,"5","01","D","100","D",0.0784,"D",35000,"D",15,"D",338,"D",,"B",,"B",,"B",,"B",7,"D",154,"D",155,"D",156,"D",177,"D",176,"D",175,"D",,"A","07","D","2006","D","1","D",,"A",27055,"D",26901,"D",26746,"D","03","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485352,31,0,"5","01","D","100","D",0.0784,"F",188000,"F",30,"F",1692,"F",,"B",,"B",,"B",,"B",333,"F",327,"F",330,"F",332,"F",1032,"F",1029,"F",1027,"F",,"A","02","F","2000","F","1","F",,"A",157889,"F",157561,"F",157232,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485372,76,0,"5","02","D","300","D",0.0438,"D",140000,"D",15,"D",1303,"D","3","D","4","D",,"A",,"A",241,"D",642,"D",644,"D",647,"D",420,"D",418,"D",415,"D",,"A","04","D","2008","D","1","D",,"A",115039,"D",114397,"D",113752,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485372,110,0,"5","01","D","100","D",0.0438,"D",249000,"D",15,"D",2330,"D","3","D","4","D",,"A",,"A",440,"D",1792,"T",1793,"T",1799,"T",360,"D",354,"D",349,"D","012012","D","08","D","2001","D","1","D",,"A",98550,"D",97020,"D",95484,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485482,58,0,"5","01","D","100","D",0.06,"D",49000,"D",30,"D",410,"D",,"B",,"B",,"B",,"B",116,"D",154,"D",154,"D",155,"D",140,"D",140,"D",139,"D",,"A","09","D","1992","D","1","D",,"A",28092,"D",27938,"D",27784,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2485602,46,0,"5","01","D","100","D",0.048,"D",599703,"T",30,"D",2623,"D",,"A",,"A",,"A",,"A",0,"D",1792,"T",1793,"T",1799,"T",2308,"D",2274,"D",2239,"D",,"A","09","D","1986","D","2","D",,"A",137625,"D",135552,"D",133471,"D","01","D","1","D",,"A",,"A",8255,"T",8416,"T",10020,"T","1","D","2","D"
