"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOF","PROP0NOF","OWNYF","OWNYF_","NEWMRRT","NEWMRRT_","ORGMRTX","ORGMRTX_","QMRTTERM","QMRT_ERM","MRTPMTX","MRTPMTX_","PAYPROTX","PAYP_OTX","PAYPROIN","PAYP_OIN","PAYMORIN","PAYM_RIN","PAYOTHER","PAYO_HER","QESCROWX","QESC_OWX","QPRINM1X","QPRI_M1X","QPRINM2X","QPRI_M2X","QPRINM3X","QPRI_M3X","QADINT1X","QADI_T1X","QADINT2X","QADI_T2X","QADINT3X","QADI_T3X","QRFINDAT","QRFI_DAT","FRSTPYMO","FRST_YMO","FRSTPYYR","FRST_YYR","FIXEDRTE","FIXE_RTE","QNEWDATE","QNEW_ATE","QBLNCM1X","QBLN_M1X","QBLNCM2X","QBLN_M2X","QBLNCM3X","QBLN_M3X","LOAN_NOF","LOAN0NOF","VARRTE","VARRTE_","INTONLY","INTONLY_","OTHRTE","OTHRTE_","PAYMT1X","PAYMT1X_","PAYMT2X","PAYMT2X_","PAYMT3X","PAYMT3X_","PAYPRINI","PAYP_INI","PAYINT","PAYINT_"
"20121",2378945,32,0,"5","01","D","100","D",0.0425,"D",160000,"D",30,"D",902,"D",,"B",,"B",,"B",,"B",115,"D",333,"D",334,"D",336,"D",454,"D",453,"D",451,"D",,"A","01","D","2002","D","1","D",,"A",128128,"D",127795,"D",127460,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2379095,34,0,"5","01","D","100","D",0.0518,"D",123000,"D",30,"D",1250,"D","3","D",,"A",,"A",,"A",576,"D",181,"D",181,"D",182,"D",493,"D",493,"D",492,"D",,"A","04","D","2007","D","1","D",,"A",114322,"D",114141,"D",113960,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2379165,29,0,"5","01","D","100","D",0.06,"D",29000,"D",30,"D",252,"D",,"B",,"B",,"B",,"B",78,"D",48,"D",48,"D",48,"D",126,"D",126,"D",126,"D",,"A","07","D","2003","D","1","D",,"A",25297,"D",25249,"D",25202,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2379195,33,0,"5","01","D","100","D",0.0488,"F",100000,"F",15,"F",928,"F",,"B",,"B",,"B",,"B",143,"F",561,"F",563,"F",565,"F",224,"F",222,"F",220,"F",,"A","10","F","2003","F","1","F",,"A",55120,"F",54560,"F",53996,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2379225,64,0,"5","01","D","100","D",0.047,"D",200000,"D",30,"D",1037,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",260,"D",261,"D",.,"A",777,"D",776,"D",,"A","05","D","2011","D","1","D","112011","D",.,"A",198463,"D",198203,"D","01","D",,"A",,"A",,"A",1757,"D",1758,"D",1757,"D","1","D","2","D"
"20121",2379225,83,0,"5","01","D","100","D",0.047,"D",200000,"D",30,"D",1900,"D","3","D","4","D","5","D",,"A",863,"D",259,"D",.,"A",.,"A",778,"D",.,"A",.,"A","112011","D","05","D","2011","D","1","D",,"A",198722,"D",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2379265,46,0,"5","01","D","100","D",0.05,"F",93141,"F",30,"F",500,"F",,"C",,"C",,"C",,"C",0,"F",124,"F",124,"F",125,"F",376,"F",376,"F",375,"F",,"A","10","F","2009","F","1","F",,"A",90322,"F",90199,"F",90075,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A",,"C",,"A"
"20121",2379295,42,0,"5","01","D","100","D",0.08,"F",39453,"F",20,"F",330,"F",,"A",,"A",,"A",,"A",0,"F",191,"F",193,"F",194,"F",139,"F",137,"F",136,"F",,"A","08","F","1998","F","1","F",,"A",20794,"F",20602,"F",20410,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2379385,40,0,"5","01","D","100","D",0.05,"D",195000,"D",30,"D",1270,"D","3","D","4","D",,"A",,"A",223,"D",386,"D",388,"D",389,"D",661,"D",659,"D",658,"D",,"A","10","D","2001","D","1","D","102011","D",158586,"D",158200,"D",157812,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2379405,40,0,"5","01","D","100","D",0.0575,"D",78825,"D",30,"D",580,"D","3","D","4","D",,"A",,"A",120,"D",317,"D",318,"D",320,"D",143,"D",142,"D",140,"D",,"A","04","D","1988","D","1","D",,"A",29880,"D",29563,"D",29244,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2379425,42,0,"1","01","D","100","D",0.0784,"F",304439,"F",30,"F",2200,"F",,"C",,"C",,"C",,"C",0,"F",287,"F",288,"F",290,"F",1913,"F",1912,"F",1910,"F",,"A","12","F","2007","F","1","F",,"A",292875,"F",292588,"F",292300,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A",,"C",,"A"
"20121",2379435,40,0,"5","01","D","100","D",0.06,"D",300000,"D",30,"D",1861,"D","3","D","4","D",,"A",,"A",62,"D",376,"D",378,"D",380,"D",1423,"D",1421,"D",1419,"D",,"A","12","D","2007","D","1","D",,"A",284579,"D",284203,"D",283825,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2379465,49,0,"5","01","D","100","D",0.0525,"D",211000,"D",30,"D",1416,"D","3","D","4","D",,"A",,"A",251,"D",248,"D",249,"D",250,"D",917,"D",916,"D",915,"D",,"A","04","D","2011","D","1","D",,"A",209533,"D",209284,"D",209035,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2379465,50,0,"5","01","D","100","D",0.0784,"D",53000,"D",30,"D",410,"D",,"B",,"B",,"B",,"B",27,"D",51,"D",51,"D",52,"D",332,"D",332,"D",331,"D",,"A","08","D","2007","D","1","D",,"A",50836,"D",50785,"D",50734,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2379485,53,0,"5","01","D","100","D",0.052,"D",98000,"D",30,"D",538,"D",,"A",,"A",,"A",,"A",0,"D",244,"D",245,"D",246,"D",556,"D",555,"D",554,"D",,"A","09","D","2004","D","2","D",,"A",86370,"D",86206,"D",86042,"D","01","D","1","D",,"A",,"A",800,"D",800,"D",800,"D","1","D","2","D"
"20121",2379625,31,0,"1","01","D","100","D",0.0478,"D",116000,"D",30,"D",993,"D","3","D","4","D","5","D",,"A",386,"D",148,"D",148,"D",149,"D",459,"D",459,"D",458,"D",,"A","05","D","2011","D","1","D",,"A",115270,"D",115122,"D",114973,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2379635,29,0,"5","01","D","100","D",0.045,"D",212000,"D",30,"D",1200,"D",,"B",,"B",,"B",,"B",126,"D",655,"D",657,"D",660,"D",419,"D",417,"D",414,"D",,"A","10","D","1992","D","1","D",,"A",111737,"D",111082,"D",110425,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2379755,38,0,"5","01","D","100","D",0.082,"D",90000,"D",30,"D",871,"D",,"B",,"B",,"B",,"B",198,"D",362,"D",365,"D",367,"D",311,"D",308,"D",306,"D",,"A","05","D","1989","D","1","D",,"A",45474,"D",45112,"D",44747,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
