"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOH","PROP0NOH","OWNYH","OWNYH_","PAIDLOAN","PAID_OAN","PRIMPLUS","PRIM_LUS","JINTPDX","JINTPDX_","JLCPRINX","JLCP_INX","LOAN_NOH","LOAN0NOH","TOTOWED","TOTOWED_"
"20121",2392325,39,0,"5","01","D","100","D","1","D",0.0475,"D",2,"D",143,"D","01","D",145,"D"
"20121",2392625,47,0,"5","01","D","100","D","1","D",0.0475,"D",2197,"D",-697,"D","01","D",185000,"D"
"20121",2393085,82,0,"5","01","D","100","D","1","D",0.0475,"D",855,"D",1845,"D","01","D",72000,"D"
"20121",2393115,75,0,"5","01","D","100","D","1","D",0.0475,"D",4964,"D",-1514,"D","01","D",418000,"D"
"20121",2393315,44,0,"5","01","D","100","D","1","D",0.0475,"D",249,"F",1251,"F","01","D",21000,"F"
"20121",2394015,62,0,"5","01","D","100","D","1","D",0.0475,"D",131,"D",1849,"D","01","D",11000,"D"
"20121",2394115,41,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2394145,57,0,"5","01","D","100","D","1","D",0.0475,"D",818,"D",1252,"D","01","D",68900,"D"
"20121",2394415,88,0,"5","01","D","100","D","1","D",0.0475,"D",1140,"D",210,"D","01","D",96000,"D"
"20121",2394475,65,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",74000,"D"
"20121",2394715,51,0,"5","01","D","100","D","1","D",0.0475,"D",238,"D",494,"D","01","D",20000,"D"
"20121",2394825,50,0,"5","01","D","100","D","1","D",0.0475,"D",1758,"D",-458,"D","01","D",148000,"D"
"20121",2395395,50,0,"5","01","D","100","D","1","D",0.0475,"D",689,"D",61,"D","01","D",58000,"D"
"20121",2395595,36,0,"5","01","D","100","D","1","D",0.0475,"D",238,"D",62,"D","01","D",20000,"D"
"20121",2395695,55,0,"5","01","D","100","D","1","D",0.0475,"D",404,"D",61,"D","01","D",34000,"D"
"20121",2395725,76,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",25000,"D"
"20121",2396115,73,0,"5","01","D","100","D","1","D",0.0475,"D",0,"D",0,"D","01","D",0,"D"
"20121",2396255,36,0,"5","01","D","100","D","2","D",0.0475,"D",401,"F",229,"F","01","D",33800,"F"
"20121",2396275,66,0,"5","02","D","300","D","1","D",0.0475,"D",475,"D",-1497,"T","01","D",40000,"D"
"20121",2396555,53,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",50000,"D"
"20121",2397375,88,0,"5","01","D","100","D","1","D",0.0475,"D",499,"D",26,"D","01","D",42000,"D"
"20121",2397425,64,0,"5","01","D","100","D","1","D",0.0475,"D",273,"D",1227,"D","01","D",23000,"D"
"20121",2397645,39,0,"5","01","D","100","D","1","D",0.0475,"D",1069,"D",4931,"D","01","D",90000,"D"
"20121",2397805,77,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",1500,"D"
"20121",2398075,42,0,"5","01","D","100","D","1","D",0.0475,"D",2138,"D",-788,"D","01","D",180000,"D"
"20121",2398355,55,0,"5","01","D","100","D","1","D",0.0475,"D",214,"D",536,"D","01","D",18000,"D"
"20121",2398455,56,0,"5","01","D","100","D","1","D",0.0475,"D",326,"D",484,"D","01","D",27417,"D"
"20121",2398715,39,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2399195,35,0,"5","01","D","100","D","1","D",0.0475,"D",39,"D",861,"D","01","D",3300,"D"
"20121",2399675,54,0,"5","01","D","100","D","1","D",0.0475,"D",131,"D",209,"D","01","D",11000,"D"
"20121",2401175,44,0,"5","01","D","100","D","1","D",0.0475,"D",950,"F",-215,"F","01","D",80000,"F"
"20121",2401325,54,0,"5","01","D","100","D","1","D",0.0475,"D",232,"D",1883,"D","01","D",19550,"D"
"20121",2401715,62,0,"5","01","D","100","D","1","D",0.0475,"D",264,"D",486,"D","01","D",22230,"D"
"20121",2402605,50,0,"5","01","D","100","D","1","D",0.0475,"D",333,"D",162,"D","01","D",28000,"D"
"20121",2402725,30,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2403095,87,0,"5","01","D","100","D","1","D",0.0475,"D",1223,"D",577,"D","01","D",103000,"D"
"20121",2403325,53,0,"5","01","D","100","D","1","D",0.0475,"D",112,"D",1788,"D","01","D",9400,"D"
"20121",2403345,38,0,"5","01","D","100","D","1","D",0.0475,"D",1069,"D",731,"D","01","D",90000,"D"
"20121",2403465,58,0,"5","01","D","100","D",,"C",0.0475,"D",48,"F",402,"F","01","D",4000,"F"
"20121",2403585,107,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2404115,45,0,"5","01","D","100","D","1","D",0.0475,"D",534,"D",-84,"D","01","D",45000,"D"
"20121",2404315,34,0,"5","01","D","100","D","1","D",0.0475,"D",618,"D",-177,"D","01","D",52000,"D"
"20121",2404395,47,0,"5","01","D","100","D","2","D",0.0475,"D",154,"F",146,"F","01","D",13000,"F"
"20121",2404415,60,0,"5","01","D","100","D","1","D",0.0475,"D",413,"F",-112,"F","01","D",34762,"F"
"20121",2404675,37,0,"5","01","D","100","D","1","D",0.0475,"D",1199,"D",-293,"D","01","D",101000,"D"
"20121",2405005,49,0,"5","01","D","100","D","1","D",0.0475,"D",428,"D",1072,"D","01","D",36000,"D"
"20121",2405045,49,0,"5","01","D","100","D","2","D",0.0475,"D",950,"F",4050,"F","01","D",80000,"F"
"20121",2405055,62,0,"5","01","D","100","D","1","D",0.0475,"D",273,"D",-66,"D","01","D",23000,"D"
"20121",2405215,56,0,"5","01","D","100","D","1","D",0.0475,"D",1164,"D",2736,"D","01","D",98000,"D"
"20121",2405725,44,0,"5","01","D","100","D","1","D",0.0475,"D",665,"D",1426,"D","01","D",56000,"D"
"20121",2405725,45,0,"5","01","D","100","D","1","D",0.0475,"D",4,"D",296,"D","02","D",300,"D"
"20121",2406025,37,0,"5","01","D","100","D","1","D",0.0475,"D",3088,"F",-88,"F","01","D",260000,"F"
"20121",2406185,37,0,"5","01","D","100","D","1","D",0.0475,"D",760,"D",1193,"D","01","D",64000,"D"
"20121",2406255,39,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",30000,"D"
"20121",2406465,30,0,"5","01","D","100","D","1","D",0.0475,"D",0,"D",0,"D","01","D",0,"D"
"20121",2406585,63,0,"5","01","D","100","D","1","D",0.0475,"D",189,"D",561,"D","01","D",15955,"D"
"20121",2406955,41,0,"5","01","D","100","D","1","D",0.0475,"D",297,"D",1203,"D","01","D",25000,"D"
"20121",2407945,51,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2408125,36,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2408385,62,0,"5","01","D","100","D","1","D",0.0475,"D",2886,"D",1614,"D","01","D",243000,"D"
"20121",2409035,58,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2409145,32,0,"5","01","D","100","D","1","D",0.0475,"D",1484,"F",1681,"F","01","D",125000,"F"
"20121",2409675,46,0,"5","01","D","100","D","1","D",0.0475,"D",59,"D",1341,"D","01","D",5000,"D"
"20121",2410864,33,0,"1","01","D","100","D","1","D",0.0475,"D",48,"D",2952,"D","01","D",4000,"D"
"20121",2411044,58,0,"5","01","D","100","D","1","D",0.0475,"D",283,"F",227,"F","01","D",23835,"F"
"20121",2411284,42,0,"5","01","D","100","D","1","D",0.0475,"D",154,"D",1046,"D","01","D",13000,"D"
"20121",2411794,29,0,"5","01","D","100","D","1","D",0.0475,"D",3088,"D",-88,"D","01","D",260000,"D"
"20121",2412024,43,0,"5","01","D","100","D","1","D",0.0475,"D",594,"D",23228,"T","01","D",50000,"D"
"20121",2412174,52,0,"5","01","D","100","D","1","D",0.0475,"D",49,"D",551,"D","01","D",4100,"D"
"20121",2412414,66,0,"5","01","D","100","D","1","D",0.0475,"D",344,"D",31,"D","01","D",29000,"D"
"20121",2412424,42,0,"5","01","D","100","D","1","D",0.0475,"D",297,"D",3,"D","01","D",25000,"D"
"20121",2412604,42,0,"5","01","D","100","D","1","D",0.0475,"D",475,"D",35,"D","01","D",40000,"D"
"20121",2412704,59,0,"5","01","D","100","D","1","D",0.0475,"D",475,"D",350,"D","01","D",40000,"D"
"20121",2412754,79,0,"5","01","D","100","D","1","D",0.0475,"D",214,"F",536,"F","01","D",18000,"F"
"20121",2413084,49,0,"5","01","D","100","D","1","D",0.0475,"D",594,"F",-219,"F","01","D",50000,"F"
"20121",2413084,50,0,"5","01","D","100","D","2","D",0.0475,"D",261,"F",1539,"F","02","D",22000,"F"
"20121",2413474,35,0,"5","01","D","100","D","1","D",0.0475,"D",582,"D",918,"D","01","D",49000,"D"
"20121",2413604,64,0,"5","01","D","100","D","1","D",0.0475,"D",1484,"D",1681,"D","01","D",125000,"D"
"20121",2413824,27,0,"5","01","D","100","D","2","D",0.0475,"D",356,"F",1594,"F","01","D",30000,"F"
"20121",2414094,36,0,"5","01","D","100","D","1","D",0.0475,"D",39,"F",861,"F","01","D",3300,"F"
"20121",2414294,51,0,"5","01","D","100","D","1","D",0.0475,"D",132,"D",268,"D","01","D",11075,"D"
"20121",2414944,37,0,"5","01","D","100","D","1","D",0.0475,"D",0,"D",0,"D","01","D",0,"D"
"20121",2415064,68,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2415084,36,0,"5","01","D","100","D","1","D",0.0475,"D",249,"D",1251,"D","01","D",21000,"D"
"20121",2415174,44,0,"5","01","D","100","D","1","D",0.0475,"D",594,"D",744,"D","01","D",50000,"D"
"20121",2415724,48,0,"5","01","D","100","D","1","D",0.0475,"D",14,"D",286,"D","01","D",1200,"D"
"20121",2416024,50,0,"5","01","D","100","D","1","D",0.0475,"D",221,"D",904,"D","01","D",18600,"D"
"20121",2417404,49,0,"5","01","D","100","D","1","D",0.0475,"D",416,"D",784,"D","01","D",35000,"D"
"20121",2417574,43,0,"5","02","D","500","D","1","D",0.0475,"D",265,"D",311,"T","01","D",22300,"D"
"20121",2418404,49,0,"5","01","D","100","D","1","D",0.0475,"D",42,"D",1458,"D","01","D",3500,"D"
"20121",2418524,45,0,"5","01","D","100","D","1","D",0.0475,"D",18,"D",372,"D","01","D",1500,"D"
"20121",2419074,73,0,"5","01","D","100","D","1","D",0.0475,"D",566,"D",-14,"D","01","D",47675,"D"
"20121",2419434,33,0,"5","01","D","100","D","1","D",0.0475,"D",14,"D",461,"D","01","D",1200,"D"
"20121",2419444,30,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",120000,"D"
"20121",2419564,52,0,"5","01","D","100","D","1","D",0.0475,"D",344,"D",23228,"T","01","D",29000,"D"
"20121",2420284,43,0,"5","01","D","100","D","1","D",0.0475,"D",285,"F",515,"F","01","D",24000,"F"
"20121",2421114,60,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2421954,41,0,"5","01","D","100","D","1","D",0.0475,"D",558,"F",-18,"F","01","D",47000,"F"
"20121",2422124,54,0,"5","01","D","100","D","1","D",0.0475,"D",344,"D",1156,"D","01","D",29000,"D"
"20121",2423234,57,0,"5","01","D","100","D","1","D",0.0475,"D",430,"D",23228,"T","01","D",36250,"D"
"20121",2424194,27,0,"5","01","D","100","D","1","D",0.0475,"D",713,"D",787,"D","01","D",60000,"D"
"20121",2424294,35,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",98000,"D"
"20121",2424774,65,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",78000,"D"
"20121",2425264,54,0,"5","01","D","100","D","1","D",0.0475,"D",43,"D",-7,"D","01","D",3607,"D"
"20121",2425384,36,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2425644,30,0,"5","01","D","100","D","1","D",0.0475,"D",36,"D",27,"D","01","D",3000,"D"
"20121",2425774,57,0,"5","01","D","100","D","1","D",0.0475,"D",360,"D",1211,"D","01","D",30338,"D"
"20121",2426734,40,0,"5","01","D","100","D","1","D",0.0475,"D",1484,"D",916,"D","01","D",125000,"D"
"20121",2427114,49,0,"5","01","D","100","D","1","D",0.0475,"D",475,"D",1175,"D","01","D",40000,"D"
"20121",2427344,60,0,"5","01","D","100","D","1","D",0.0475,"D",0,"D",0,"D","01","D",0,"D"
"20121",2427604,48,0,"5","01","D","100","D","1","D",0.0475,"D",831,"D",519,"D","01","D",70000,"D"
"20121",2427654,35,0,"5","01","D","100","D","1","D",0.0475,"D",2019,"D",23228,"T","01","D",170000,"D"
"20121",2428624,41,0,"5","01","D","100","D","1","D",0.0475,"D",3563,"D",-2763,"T","01","D",300000,"D"
"20121",2429054,36,0,"5","01","D","100","D","1","D",0.0475,"D",238,"F",737,"F","01","D",20000,"F"
"20121",2429274,49,0,"5","01","D","100","D","1","D",0.0475,"D",950,"D",-100,"D","01","D",80000,"D"
"20121",2429484,55,0,"5","01","D","100","D","1","D",0.0475,"D",1536,"D",1003,"D","01","D",129330,"D"
"20121",2429514,82,0,"5","01","D","100","D","1","D",0.0475,"D",867,"D",2433,"D","01","D",73000,"D"
"20121",2429564,34,0,"5","01","D","100","D","1","D",0.0475,"D",356,"D",1594,"D","01","D",30000,"D"
"20121",2430134,42,0,"5","01","D","100","D","1","D",0.0475,"D",226,"D",1574,"D","01","D",19000,"D"
"20121",2430214,49,0,"5","01","D","100","D","1","D",0.0475,"D",558,"D",-18,"D","01","D",47000,"D"
"20121",2430674,31,0,"5","01","D","100","D","2","D",0.0475,"D",1199,"F",-293,"F","01","D",101000,"F"
"20121",2430884,33,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",18000,"D"
"20121",2431354,34,0,"5","01","D","100","D","1","D",0.0475,"D",119,"D",181,"D","01","D",10000,"D"
"20121",2431384,51,0,"5","01","D","100","D","1","D",0.0475,"D",59,"D",541,"D","01","D",5000,"D"
"20121",2432144,40,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",70000,"D"
"20121",2432244,43,0,"5","01","D","100","D","1","D",0.0475,"D",206,"D",894,"D","01","D",17329,"D"
"20121",2432264,89,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2433504,25,0,"5","01","D","100","D","1","D",0.0475,"D",297,"D",78,"D","01","D",25000,"D"
"20121",2433604,38,0,"5","01","D","100","D","2","D",0.0475,"D",59,"F",466,"F","01","D",5000,"F"
"20121",2433654,33,0,"5","01","D","100","D","2","D",0.0475,"D",83,"F",1417,"F","01","D",7000,"F"
"20121",2433864,30,0,"5","01","D","100","D","1","D",0.0475,"D",309,"D",345,"D","01","D",26000,"D"
"20121",2434054,31,0,"5","01","D","100","D","1","D",0.0475,"D",24,"D",4176,"D","01","D",2000,"D"
"20121",2434134,46,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",30000,"D"
"20121",2435534,40,0,"5","01","D","100","D","1","D",0.0475,"D",0,"F",0,"F","01","D",0,"F"
"20121",2435534,41,0,"5","02","D","300","D","1","D",0.0475,"D",.,"A",.,"A","01","D",70000,"D"
"20121",2435704,49,0,"5","01","D","100","D","1","D",0.0475,"D",58,"F",542,"F","01","D",4900,"F"
"20121",2435954,45,0,"5","01","D","100","D","1","D",0.0475,"D",273,"D",-18,"D","01","D",23000,"D"
"20121",2436374,39,0,"5","01","D","100","D","1","D",0.0475,"D",14,"F",461,"F","01","D",1200,"F"
"20121",2436924,35,0,"5","01","D","100","D","1","D",0.0475,"D",131,"D",769,"D","01","D",11000,"D"
"20121",2437024,54,0,"5","01","D","100","D","1","D",0.0475,"D",58,"D",542,"D","01","D",4900,"D"
"20121",2437114,55,0,"5","01","D","100","D","1","D",0.0475,"D",1271,"D",-155,"D","02","D",107000,"D"
"20121",2437684,37,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2437724,59,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",19000,"D"
"20121",2438064,62,0,"5","01","D","100","D","1","D",0.0475,"D",413,"D",37,"D","01","D",34804,"D"
"20121",2439634,32,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2440284,37,0,"5","01","D","100","D","1","D",0.0475,"D",83,"D",1417,"D","01","D",7000,"D"
"20121",2440364,56,0,"5","01","D","100","D","1","D",0.0475,"D",534,"D",466,"D","01","D",45000,"D"
"20121",2440674,37,0,"5","01","D","100","D","1","D",0.0475,"D",214,"D",59,"D","01","D",18000,"D"
"20121",2441574,52,0,"5","01","D","100","D","1","D",0.0475,"D",582,"D",1476,"D","01","D",49000,"D"
"20121",2442494,44,0,"5","01","D","100","D","1","D",0.0475,"D",451,"F",164,"F","01","D",38000,"F"
"20121",2442814,36,0,"5","02","D","300","D","1","D",0.0475,"D",1188,"D",17907,"T","01","D",100000,"D"
"20121",2442854,41,0,"5","01","D","100","D","1","D",0.0475,"D",570,"D",384,"D","01","D",48000,"D"
"20121",2442934,33,0,"5","01","D","100","D","1","D",0.0475,"D",2292,"D",-792,"D","01","D",193000,"D"
"20121",2443034,47,0,"5","01","D","100","D","1","D",0.0475,"D",261,"D",1539,"D","01","D",22000,"D"
"20121",2443214,42,0,"5","01","D","100","D","1","D",0.0475,"D",3386,"D",-1886,"D","01","D",285122,"D"
"20121",2443743,65,0,"5","01","D","100","D","1","D",0.0475,"D",511,"F",1289,"F","01","D",43000,"F"
"20121",2443923,48,0,"5","01","D","100","D","1","D",0.0475,"D",2969,"D",31,"D","01","D",250000,"D"
"20121",2443993,61,0,"5","01","D","100","D","1","D",0.0475,"D",413,"D",-112,"D","01","D",34762,"D"
"20121",2444063,65,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2444193,79,0,"5","01","D","100","D","1","D",0.0475,"D",511,"D",1289,"D","01","D",43000,"D"
"20121",2444423,58,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2444443,34,0,"5","01","D","100","D","1","D",0.0475,"D",938,"D",1666,"D","01","D",79000,"D"
"20121",2444933,66,0,"5","01","D","100","D","1","D",0.0475,"D",95,"D",280,"D","01","D",8000,"D"
"20121",2445193,30,0,"5","01","D","100","D","1","D",0.0475,"D",321,"D",1459,"D","01","D",27000,"D"
"20121",2445353,43,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",3000,"D"
"20121",2445583,61,0,"5","01","D","100","D","1","D",0.0475,"D",143,"F",301,"F","01","D",12000,"F"
"20121",2446513,20,0,"1","01","D","100","D","1","D",0.0475,"D",475,"D",-25,"D","01","D",40000,"D"
"20121",2446643,37,0,"5","01","D","100","D","1","D",0.0475,"D",831,"D",1269,"D","01","D",70000,"D"
"20121",2447243,43,0,"5","01","D","100","D","1","D",0.0475,"D",1686,"D",-645,"D","01","D",142000,"D"
"20121",2447303,27,0,"5","01","D","200","D",,"C",0.0475,"D",356,"F",94,"F","01","D",30000,"F"
"20121",2447473,42,0,"5","01","D","100","D","1","D",0.0475,"D",344,"F",1156,"F","01","D",29000,"F"
"20121",2447503,39,0,"5","01","D","100","D","1","D",0.0475,"D",95,"D",1582,"D","01","D",8000,"D"
"20121",2447523,51,0,"5","01","D","100","D","2","D",0.0475,"D",1487,"F",-287,"F","01","D",125200,"F"
"20121",2447543,45,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",10000,"D"
"20121",2447583,50,0,"5","01","D","100","D","1","D",0.0475,"D",12,"D",988,"D","01","D",1000,"D"
"20121",2447623,37,0,"5","01","D","100","D","1","D",0.0475,"D",1888,"D",-88,"D","01","D",159000,"D"
"20121",2447703,28,0,"5","01","D","100","D","1","D",0.0475,"D",356,"D",94,"D","01","D",30000,"D"
"20121",2447963,33,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",5000,"D"
"20121",2448963,59,0,"5","01","D","100","D","1","D",0.0475,"D",591,"D",-66,"D","01","D",49728,"D"
"20121",2449433,36,0,"5","01","D","100","D","1","D",0.0475,"D",344,"D",2735,"D","01","D",29000,"D"
"20121",2449513,37,0,"5","02","D","300","D","2","D",0.0475,"D",2019,"F",17907,"V","01","D",170000,"F"
"20121",2449533,58,0,"5","01","D","100","D","1","D",0.0475,"D",2731,"D",-1081,"D","01","D",230000,"D"
"20121",2449573,35,0,"5","01","D","100","D","1","D",0.0475,"D",276,"D",6,"D","01","D",23232,"D"
"20121",2449773,30,0,"5","01","D","100","D","1","D",0.0475,"D",475,"F",2125,"F","01","D",40000,"F"
"20121",2450273,51,0,"5","01","D","100","D","1","D",0.0475,"D",594,"D",-219,"D","01","D",50000,"D"
"20121",2450523,30,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2450673,49,0,"5","01","D","100","D","1","D",0.0475,"D",12,"D",348,"D","01","D",1000,"D"
"20121",2450803,38,0,"5","01","D","100","D","1","D",0.0475,"D",214,"D",386,"D","01","D",18000,"D"
"20121",2451173,38,0,"5","01","D","100","D","1","D",0.0475,"D",283,"D",227,"D","01","D",23835,"D"
"20121",2451523,37,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2451873,62,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",15886,"D"
"20121",2452503,60,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20121",2452873,40,0,"5","01","D","100","D","1","D",0.0475,"D",736,"D",14,"D","01","D",62000,"D"
"20121",2454373,63,0,"5","01","D","100","D","1","D",0.0475,"D",74,"D",175,"D","01","D",6200,"D"
"20121",2455033,55,0,"5","01","D","100","D","1","D",0.0475,"D",8,"D",692,"D","01","D",700,"D"
