"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","LSDNUM","LSDNUM_","LSDCODE","LSDCODE_","MODELYR","MODELYR_","PRCBSNSZ","PRCB_NSZ","NUMPAY","NUMPAY_","PMTMONTH","PMTM_NTH","PAYEXPX","PAYEXPX_","PAYTIME","PAYTIME_","EMPLYEXP","EMPL_EXP","TRADEEXP","TRAD_EXP","DOWNEXP","DOWNEXP_","DNEMPEXP","DNEM_EXP","LSDENDMO","LSDE_DMO","QADPMT1X","QADP_T1X","QADPMT2X","QADP_T2X","QADPMT3X","QADP_T3X","QEXTRA1X","QEXT_A1X","QEXTRA2X","QEXT_A2X","QEXTRA3X","QEXT_A3X","QADDOWNX","QADD_WNX","QADFEEX","QADFEEX_","MKMDEL","MKMDEL_","LSDENDYR","LSDE_DYR"
"20121",2391375,35,0,"5","02","D","100","D","2011","D",.,"A",42,"D","08","D",350,"D","3","D",.,"A",2000,"D",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SUBAN","D",,"A"
"20121",2393925,22,0,"5","01","D","100","D","2010","D",.,"A",36,"D","01","D",350,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","HONAB","D",,"A"
"20121",2394305,34,0,"5","01","D","100","D","2009","D",.,"A",36,"D","09","D",460,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",460,"D",460,"D",460,"D",.,"A",.,"A",.,"A",.,"A",.,"A","INFAN","D",,"A"
"20121",2394305,35,0,"5","02","D","110","D","2009","D",.,"A",36,"D","09","D",425,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",425,"D",425,"D",425,"D",.,"A",.,"A",.,"A",.,"A",.,"A","INFAO","D",,"A"
"20121",2398685,44,0,"5","01","D","100","D","2010","D",.,"A",36,"D","06","D",370,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",370,"D",370,"D",370,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A"
"20121",2400135,38,0,"5","01","D","100","D","2011","D",.,"A",36,"D","10","D",320,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",320,"D",320,"D",320,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","VOKAI","D",,"A"
"20121",2400465,26,0,"5","01","D","100","D","2007","D",.,"A",.,"C","09","D",242,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",242,"D",242,"D",242,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAF","D",,"A"
"20121",2400665,33,0,"5","01","D","100","D","2011","D",.,"A",39,"D","07","D",171,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",171,"D",171,"D",171,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEAS","D",,"A"
"20121",2402555,47,0,"5","02","D","100","D","2011","D",0.3,"D",36,"D","05","D",800,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",800,"D",800,"D",800,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","MRBAH","D",,"A"
"20121",2402555,48,0,"5","03","D","110","D","2012","D",.,"A",24,"D","11","D",950,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",950,"D",950,"D",950,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LANAB","D",,"A"
"20121",2402705,25,0,"5","01","D","100","D","2010","D",.,"A",12,"D","05","D",200,"D","3","D",.,"A",9000,"D",.,"A",.,"A",,"A",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MAZAP","D",,"A"
"20121",2403245,32,0,"5","01","D","110","D","2011","D",.,"A",39,"D","09","D",565,"D","3","D",.,"A",5000,"D",11000,"D",.,"A",,"A",565,"D",565,"D",565,"D",.,"A",.,"A",.,"A",11000,"D",.,"A","LINAN","D",,"A"
"20121",2404085,30,0,"5","01","D","110","D","2009","D",.,"A",42,"D","09","D",450,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",450,"D",450,"D",450,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MAZAW","D",,"A"
"20121",2405375,46,0,"5","01","D","100","D","2011","D",.,"A",39,"D","01","D",394,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",394,"D",394,"D",394,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BUIAG","D",,"A"
"20121",2406445,38,0,"1","01","D","110","D","2012","D",.,"A",36,"D","01","D",445,"D","3","D",.,"A",.,"A",.,"C",628,"D",,"A",.,"A",445,"D",445,"D",.,"A",.,"A",.,"A",700,"F",.,"A","HONAG","D",,"A"
"20121",2407105,43,0,"5","01","D","100","D","2010","D",0.75,"D",36,"D","12","D",650,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",650,"D",650,"D",650,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BMWXX","D",,"A"
"20121",2407105,44,0,"5","02","D","110","D","2011","D",.,"A",36,"D","11","D",367,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",367,"D",367,"D",367,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAC","D",,"A"
"20121",2408465,24,0,"5","01","D","100","D","2011","D",.,"A",36,"D","08","D",330,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",330,"D",330,"D",330,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","NISAG","D",,"A"
"20121",2408935,23,0,"5","01","D","110","D","2008","D",.,"A",48,"D","03","D",354,"D","3","D",.,"A",6000,"D",.,"A",.,"A",,"A",354,"D",354,"D",354,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAR","D",,"A"
"20121",2409525,28,0,"1","01","D","110","D","2008","D",.,"A",66,"D","02","D",465,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",465,"D",.,"A",.,"A",12,"D",.,"A",.,"A","TOYAR","D",,"A"
"20121",2410064,22,0,"1","01","D","110","D","2002","D",.,"A",1,"D","05","D",6000,"D",,"C",.,"A",.,"A",.,"A",.,"A","11","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","DODAM","D","2009","D"
"20121",2410094,54,0,"5","01","D","100","D","2009","D",.,"A",36,"D","05","D",600,"D","3","D",.,"A",.,"A",8000,"D",.,"A",,"A",600,"D",600,"D",600,"D",.,"A",.,"A",.,"A",8000,"D",.,"A","MRBAY","D",,"A"
"20121",2411104,35,0,"5","01","D","100","D","2008","D",0.7,"D",36,"D","01","D",500,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",500,"D",500,"D",500,"D",20,"D",20,"D",20,"D",3000,"D",.,"A","BMWAA","D",,"A"
"20121",2411364,35,0,"5","01","D","110","D","2007","D",.,"A",72,"D","04","D",600,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",600,"D",600,"D",600,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","TOYAZ","D",,"A"
"20121",2411564,38,0,"5","01","D","110","D","2011","D",.,"A",36,"D","04","D",310,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",310,"D",310,"D",310,"D",.,"A",.,"A",.,"A",500,"D",.,"A","FORBK","D",,"A"
"20121",2412174,41,0,"5","01","D","110","D","2011","D",.,"A",36,"D","03","D",299,"D","3","D",.,"A",1500,"D",1000,"D",.,"A",,"A",299,"D",299,"D",299,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","HONAC","D",,"A"
"20121",2412554,24,0,"5","01","D","100","D","2011","D",.,"A",36,"D","03","D",256,"D","3","D",.,"A",.,"A",3600,"D",.,"A",,"A",256,"D",256,"D",256,"D",.,"A",.,"A",.,"A",3600,"D",.,"A","HYUAE","D",,"A"
"20121",2412675,17,0,"5","01","D","110","D","2010","D",.,"A",36,"D","02","F",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",360,"F",360,"F",360,"F",.,"A",.,"A",.,"A",.,"A",.,"A","MECAF","D",,"A"
"20121",2413124,32,0,"5","01","D","100","D","2011","D",.,"A",36,"D","12","D",227,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",227,"D",227,"D",227,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","HONAA","D",,"A"
"20121",2413374,41,0,"5","01","D","110","D","2012","D",.,"A",36,"D","05","D",750,"D","3","D",.,"A",12000,"D",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","BMWAM","D",,"A"
"20121",2413624,32,0,"5","01","D","110","D","2010","D",.,"A",36,"D","02","D",385,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",385,"D",385,"D",385,"D",.,"A",.,"A",.,"A",.,"A",.,"A","GMCAO","D",,"A"
"20121",2413734,35,0,"5","01","D","100","D","2006","D",.,"A",.,"C","05","F",731,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",731,"D",731,"D",731,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","INFAM","D",,"A"
"20121",2414734,22,0,"5","01","D","110","D","2011","D",.,"A",36,"D","02","D",500,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",500,"D",500,"D",500,"D",600,"D",600,"D",600,"D",2000,"D",.,"A","LEXAH","D",,"A"
"20121",2416104,33,0,"5","01","D","100","D","2007","D",.,"A",72,"D","05","D",360,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",360,"D",360,"D",360,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","TOYAC","D",,"A"
"20121",2418794,25,0,"5","01","D","110","D","2011","D",.,"A",39,"D","02","D",420,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",420,"D",420,"D",420,"D",.,"A",.,"A",.,"A",.,"A",.,"A","JEEAI","D",,"A"
"20121",2419644,31,0,"5","01","D","110","D","2008","D",.,"A",36,"D","02","F",300,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HYUAI","D",,"A"
"20121",2419644,32,0,"5","02","D","100","D","2008","D",.,"A",36,"D","01","F",400,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HYUXX","D",,"A"
"20121",2420194,29,0,"5","01","D","110","D","2010","D",.,"A",.,"C","09","D",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAC","D",,"A"
"20121",2420554,25,0,"5","01","D","110","D","2010","D",.,"A",36,"D","01","F",400,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAU","D",,"A"
"20121",2421494,24,0,"1","01","D","100","D","2010","D",.,"A",36,"D","05","D",191,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",191,"D",191,"D",191,"D",32,"D",32,"D",32,"D",.,"A",.,"A","TOYAF","D",,"A"
"20121",2422434,28,0,"5","01","D","100","D","2009","D",.,"A",36,"D","04","D",270,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",270,"D",270,"D",270,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAC","D",,"A"
"20121",2422794,33,0,"5","01","D","100","D","2010","D",.,"A",36,"D","09","F",400,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","LEXXX","D",,"A"
"20121",2422974,30,0,"5","01","D","100","D","2005","D",.,"A",84,"D","01","D",367,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",367,"D",367,"D",367,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","DODBG","D",,"A"
"20121",2424754,31,0,"1","01","D","100","D","1989","D",.,"A",1,"D","11","D",1500,"D","7","D",.,"A",.,"A",.,"A",.,"A",,"A",1500,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","NISAG","D",,"A"
"20121",2425224,32,0,"5","01","D","110","D","2005","D",.,"A",72,"D","03","D",300,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","KIAAE","D",,"A"
"20121",2426244,26,0,"5","01","D","110","D","2011","D",.,"A",36,"D","06","D",409,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",409,"D",409,"D",409,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAO","D",,"A"
"20121",2426734,31,0,"5","01","D","110","D","2010","D",.,"A",36,"D","08","D",800,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",800,"D",800,"D",800,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MRBAI","D",,"A"
"20121",2426754,24,0,"5","01","D","110","D","2009","D",.,"A",.,"C","05","F",600,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",600,"D",600,"D",600,"D",.,"A",.,"A",.,"A",.,"A",.,"A","AUDXX","D",,"A"
"20121",2426754,25,0,"5","02","D","100","D","2009","D",.,"A",36,"D","03","F",360,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",360,"D",360,"D",360,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LEXXX","D",,"A"
"20121",2428794,24,0,"5","01","D","110","D","2011","D",.,"A",.,"C","02","D",1060,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",1060,"D",1060,"D",1060,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LANAG","D",,"A"
"20121",2428964,24,0,"5","01","D","100","D","2007","D",.,"A",60,"D","10","D",350,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","TOYAC","D",,"A"
"20121",2429534,35,0,"5","01","D","100","D","2012","D",.,"A",36,"D","07","D",290,"D","3","D",.,"A",.,"A",2700,"D",.,"A",,"A",290,"D",290,"D",290,"D",.,"A",.,"A",.,"A",2700,"D",.,"A","NISAD","D",,"A"
"20121",2429534,36,0,"5","02","D","100","D","2012","D",.,"A",36,"D","08","D",294,"D","3","D",.,"A",7000,"D",2500,"D",.,"A","12","D",294,"D",294,"D",.,"A",.,"A",.,"A",.,"A",2500,"D",.,"A","NISAD","D",,"A"
"20121",2430624,37,0,"5","01","D","100","D","2006","D",.,"A",60,"D","11","D",220,"D","3","D",.,"A",.,"A",1005,"D",.,"A","01","D",220,"D",220,"D",220,"D",.,"A",.,"A",.,"A",1005,"D",.,"A","FORBJ","D",,"A"
"20121",2431584,22,0,"5","01","D","100","D","2011","D",.,"A",36,"D","11","D",250,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAC","D",,"A"
"20121",2432394,43,0,"5","01","D","100","D","2011","D",.,"A",48,"D","03","D",400,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","DODAF","D",,"A"
"20121",2433614,24,0,"5","02","D","110","D","2011","D",.,"A",48,"D","11","D",285,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",285,"D",285,"D",285,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","JEEAM","D",,"A"
"20121",2433964,38,0,"5","01","D","100","D","2011","D",.,"A",36,"D","03","D",232,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",232,"D",232,"D",232,"D",.,"A",.,"A",.,"A",.,"A",.,"A","DODAC","D",,"A"
"20121",2434084,46,0,"5","01","D","110","D","2010","D",.,"A",36,"D","05","D",722,"D","3","D",.,"A",21450,"D",.,"A",.,"A",,"A",722,"D",722,"D",722,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BMWAM","D",,"A"
"20121",2434994,61,0,"1","01","D","100","D","2012","D",.,"A",36,"D","03","D",258,"D","3","D",.,"A",.,"C",300,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A","MINAA","D",,"A"
"20121",2435434,26,0,"5","01","D","110","D","2009","D",.,"A",36,"D","02","D",480,"D","3","D",.,"A",.,"A",.,"A",.,"A","01","D",480,"D",480,"D",480,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAR","D",,"A"
"20121",2436844,20,0,"5","01","D","110","D","2008","D",.,"A",.,"C","09","F",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",279,"F",279,"F",279,"F",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBP","D",,"A"
"20121",2436844,21,0,"5","02","D","100","D","2007","D",.,"A",48,"D","02","F",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",385,"F",385,"F",385,"F",.,"A",.,"A",.,"A",.,"A",.,"A","FORBA","D",,"A"
"20121",2436884,29,0,"5","01","D","100","D","2009","D",.,"A",39,"D","05","D",524,"D","3","D",.,"A",.,"A",4000,"D",.,"A",,"A",524,"D",524,"D",524,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","CADAL","D",,"A"
"20121",2439574,32,0,"5","01","D","110","D","2011","D",.,"A",.,"C","10","D",1000,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",1000,"D",1000,"D",1000,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAI","D",,"A"
