"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QPSF3MCX","QPSF_MCX","QSSF3MCX","QSSF_MCX","QEAD3MCX","QEAD_MCX","QREC3MCX","QREC_MCX","QFLM3MCX","QFLM_MCX","QFLP3MCX","QFLP_MCX","QPVD3MCX","QPVD_MCX","QRVD3MCX","QRVD_MCX","QENT3MCX","QENT_MCX","QBR3MCX","QBR3MCX_","QNMG3MCX","QNMG_MCX","QAFL3MCX","QAFL_MCX","QVFL3MCX","QVFL_MCX","QAGR3MCX","QAGR_MCX","QONL3MCX","QONL_MCX"
"20111",2227734,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2227764,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2227835,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",28,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2227845,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",8,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2227914,28,0,"1",.,"A",.,"A",150,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2227944,22,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2227984,22,0,"1",.,"A",.,"A",81,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228034,16,0,"1",.,"A",150,"D",0,"D",.,"A",.,"A",.,"A",.,"A",1,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228094,21,0,"1",.,"A",.,"A",80,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228115,33,0,"1",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",75,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228124,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2228185,19,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228194,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",38,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2228225,18,0,"1",.,"A",45,"D",25,"D",20,"D",.,"A",.,"A",35,"D",.,"A",.,"A",.,"A",2,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2228234,14,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",5,"D",20,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2228244,20,0,"1",.,"A",.,"A",28,"D",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228274,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,"D",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228325,21,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228355,16,0,"1",144,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",73,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228375,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",15,"D",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228415,17,0,"1",.,"A",.,"A",20,"D",37,"D",.,"A",.,"A",79,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228445,20,0,"1",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",100,"D",8,"D",.,"A",180,"D",40,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2228455,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",47,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2228614,15,0,"1",.,"A",.,"A",30,"D",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2228644,16,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228715,24,0,"1",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228735,14,0,"1",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228855,25,0,"1",.,"A",.,"A",45,"D",30,"D",.,"A",.,"A",23,"D",5,"D",.,"A",36,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228874,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",24,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2228915,24,0,"1",120,"D",.,"A",.,"A",10,"D",.,"A",.,"A",24,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228935,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228964,28,0,"1",.,"A",300,"D",120,"D",.,"A",.,"A",.,"A",.,"A",.,"A",78,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228974,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2228985,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",46,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229004,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",21,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229094,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2229104,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229275,31,0,"1",40,"D",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229315,16,0,"1",.,"A",150,"D",60,"D",.,"A",.,"A",.,"A",50,"D",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229355,14,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",9,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229365,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229374,15,0,"1",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229384,14,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229414,28,0,"1",.,"A",.,"A",173,"D",89,"D",.,"A",.,"A",32,"D",.,"A",.,"A",143,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229435,42,0,"1",.,"A",.,"A",25,"D",.,"A",.,"A",.,"A",24,"D",.,"A",.,"A",17,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229505,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229555,17,0,"1",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229565,23,0,"1",.,"A",110,"D",18,"D",30,"D",.,"A",.,"A",88,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229585,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229624,13,0,"1",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229634,22,0,"1",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",21,"D",.,"A",.,"A",.,"A",13,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2229675,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",11,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229724,25,0,"1",.,"A",4,"D",.,"A",.,"A",.,"A",.,"A",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229794,24,0,"1",.,"A",.,"A",140,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229844,20,0,"1",.,"A",.,"A",16,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229905,22,0,"1",.,"A",.,"A",8,"D",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229915,22,0,"1",45,"D",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229924,67,0,"1",.,"A",512,"D",290,"D",25,"D",.,"A",45,"D",20,"D",4,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229955,30,0,"1",.,"A",.,"A",.,"A",30,"D",.,"A",40,"D",40,"D",4,"D",10,"D",15,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2229975,19,0,"1",.,"A",.,"A",80,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2230045,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2230175,23,0,"1",.,"A",.,"A",100,"D",200,"D",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2230235,33,0,"1",.,"A",510,"D",200,"D",120,"D",.,"A",.,"A",120,"D",20,"D",.,"A",300,"D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2230294,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2230315,25,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2230324,28,0,"1",.,"A",.,"A",65,"D",25,"D",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2230335,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2230365,14,0,"1",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2230434,25,0,"1",.,"A",.,"A",.,"A",.,"A",8,"D",12,"D",.,"A",4,"D",.,"A",.,"A",18,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2230524,21,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2230565,32,0,"1",.,"A",40,"D",40,"D",0,"D",.,"A",140,"D",100,"D",12,"D",690,"D",40,"D",15,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2230654,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",11,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2230675,27,0,"1",.,"A",15,"D",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",36,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2230775,13,0,"1",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2230785,19,0,"1",.,"A",.,"A",138,"D",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",64,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2230814,28,0,"1",.,"A",80,"D",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2230825,17,0,"1",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2230834,26,0,"1",50,"D",.,"A",75,"D",.,"A",.,"A",.,"A",80,"D",10,"D",.,"A",.,"A",16,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2230844,23,0,"1",.,"A",.,"A",160,"D",.,"A",.,"A",.,"A",20,"D",35,"D",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2230895,18,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",60,"D",12,"D",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2230924,25,0,"1",.,"A",.,"A",21,"D",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",5,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2230955,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2230965,19,0,"1",210,"D",.,"A",20,"D",.,"A",.,"A",.,"A",18,"D",30,"D",.,"A",17,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2230984,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",7,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2230994,19,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231015,33,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231045,21,0,"1",156,"D",.,"A",48,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2231104,26,0,"1",.,"A",.,"A",64,"F",.,"A",.,"A",.,"A",24,"D",.,"A",.,"A",51,"F",29,"F",.,"A",.,"A",.,"A",.,"A"
"20111",2231124,25,0,"1",.,"A",.,"A",20,"D",0,"D",.,"A",.,"A",25,"D",15,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231145,21,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231155,19,0,"1",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231195,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231225,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231274,24,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231345,16,0,"1",.,"A",.,"A",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",80,"D",3,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2231365,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231444,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231454,13,0,"1",.,"A",.,"A",.,"A",.,"A",13,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231534,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2231555,16,0,"1",.,"A",.,"A",160,"D",65,"D",.,"A",.,"A",60,"D",12,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231565,29,0,"1",.,"A",.,"A",115,"D",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",55,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231585,24,0,"1",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",20,"D",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231614,22,0,"1",.,"A",.,"A",20,"D",40,"D",.,"A",25,"D",.,"A",51,"D",.,"A",20,"D",7,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2231705,16,0,"1",.,"A",.,"A",28,"D",.,"A",.,"A",0,"D",24,"D",.,"A",.,"A",.,"A",12,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2231725,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231734,38,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",35,"D",.,"A",7,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231745,23,0,"1",.,"A",.,"A",76,"D",.,"A",.,"A",.,"A",.,"A",4,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231754,19,0,"1",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",26,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2231824,25,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",4,"D",.,"A",25,"D",.,"A",12,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2231965,16,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",5,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2232035,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",22,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232084,29,0,"1",.,"A",.,"A",100,"D",.,"A",.,"A",15,"D",.,"A",20,"D",.,"A",.,"A",25,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2232094,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232104,24,0,"1",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232115,13,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",20,"D",7,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232144,14,0,"1",72,"F",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232285,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",16,"D",35,"D",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2232294,29,0,"1",250,"D",.,"A",150,"D",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232335,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",18,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2232364,22,0,"1",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232394,29,0,"1",.,"A",.,"A",45,"D",.,"A",.,"A",.,"A",.,"A",14,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232414,25,0,"1",40,"D",.,"A",21,"D",.,"A",.,"A",18,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232445,15,0,"1",.,"A",.,"A",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232514,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232555,15,0,"1",.,"A",.,"A",7,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232584,21,0,"1",0,"D",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232625,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232644,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232665,19,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",40,"D",1,"D",.,"A",50,"D",20,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2232695,22,0,"1",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",70,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232704,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232714,42,0,"1",.,"A",7,"D",50,"D",20,"D",.,"A",.,"A",.,"A",5,"D",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232734,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232755,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",70,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2232814,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232855,15,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2232935,25,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",225,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2232975,30,0,"1",.,"A",.,"A",200,"D",.,"A",.,"A",78,"D",160,"D",35,"D",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2233015,23,0,"1",.,"A",.,"A",14,"D",.,"A",.,"A",.,"A",.,"A",24,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2233035,34,0,"1",40,"D",.,"A",175,"D",.,"A",.,"A",.,"A",200,"D",40,"D",.,"A",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2233045,14,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2233144,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",57,"D",150,"D",80,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2233194,17,0,"1",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2233344,38,0,"1",.,"A",.,"A",13,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2233385,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2233395,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",4,"D",.,"A",.,"A",.,"A",.,"A"
"20111",2233405,22,0,"1",.,"A",.,"A",60,"D",45,"D",.,"A",.,"A",.,"A",11,"D",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2233435,25,0,"1",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2233554,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20111",2233575,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"D",.,"A",.,"A",.,"A",.,"A"
