"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFRT3MCX","QFRT_MCX","QREP3MCX","QREP_MCX"
"20111",2239484,27,0,"1",.,"A",40,"D"
"20111",2239555,52,0,"1",.,"A",0,"D"
"20111",2242455,23,0,"1",.,"A",.,"A"
"20111",2243014,18,0,"1",.,"A",500,"D"
"20111",2246454,20,0,"1",.,"A",30,"D"
"20111",2251814,23,0,"1",.,"A",700,"D"
"20111",2255815,15,0,"1",.,"A",.,"A"
"20111",2259524,31,0,"1",.,"A",2000,"D"
"20111",2259724,23,0,"1",240,"D",.,"A"
"20111",2259944,18,0,"1",.,"A",784,"D"
"20111",2260195,22,0,"1",.,"A",0,"D"
"20111",2260834,23,0,"1",.,"A",70,"D"
"20111",2266375,24,0,"1",2475,"D",.,"A"
"20111",2269115,27,0,"1",.,"A",80,"D"
"20111",2272345,29,0,"1",.,"A",270,"D"
"20111",2274264,38,0,"1",357,"D",.,"A"
"20111",2275864,17,0,"1",.,"A",2,"D"
"20111",2278014,15,0,"1",.,"A",.,"A"
"20111",2278425,34,0,"1",342,"D",.,"A"
"20111",2280075,21,0,"1",.,"A",150,"D"
"20111",2281964,36,0,"1",.,"A",1608,"D"
"20111",2282145,43,0,"1",.,"A",0,"D"
"20111",2286615,26,0,"1",.,"A",1500,"D"
"20111",2286795,28,0,"1",.,"A",80,"D"
"20111",2290854,29,0,"1",.,"A",25,"D"
"20111",2291295,22,0,"1",.,"A",265,"D"
"20111",2294465,26,0,"1",.,"A",51,"D"
"20111",2299144,21,0,"1",.,"A",175,"D"
"20111",2299924,36,0,"1",.,"A",140,"D"
"20111",2303924,24,0,"1",840,"D",.,"A"
"20111",2309053,18,0,"1",.,"A",45,"D"
"20111",2310843,37,0,"1",.,"A",25,"D"
"20111",2317263,23,0,"1",.,"A",60,"D"
"20111",2318613,16,0,"1",456,"D",.,"A"
"20111",2321053,17,0,"1",.,"A",10,"D"
"20111",2322863,26,0,"1",.,"A",25,"D"
"20111",2324143,18,0,"1",.,"A",67,"D"
"20111",2328143,34,0,"1",.,"A",85,"D"
"20111",2328613,22,0,"1",0,"D",.,"A"
"20111",2332263,17,0,"1",.,"A",0,"D"
"20111",2333373,30,0,"1",.,"A",40,"D"
"20111",2335893,14,0,"1",.,"A",.,"A"
"20111",2335923,19,0,"1",.,"A",.,"A"
"20111",2337373,33,0,"1",.,"A",.,"A"
"20111",2338673,18,0,"1",75,"D",.,"A"
"20111",2341263,14,0,"1",144,"D",.,"A"
"20111",2344352,16,0,"1",.,"A",160,"D"
"20111",2345232,14,0,"1",.,"A",.,"A"
"20111",2346562,40,0,"1",336,"D",.,"A"
"20111",2347252,18,0,"1",.,"A",.,"A"
"20111",2347712,39,0,"1",0,"D",.,"A"
"20111",2347922,26,0,"1",.,"A",25,"D"
"20111",2353052,33,0,"1",32,"D",.,"A"
"20111",2354632,20,0,"1",27,"D",.,"A"
"20111",2354802,20,0,"1",.,"A",50,"D"
"20111",2358142,24,0,"1",.,"A",450,"D"
"20111",2359102,25,0,"1",.,"A",.,"A"
"20111",2361772,20,0,"1",0,"D",.,"A"
"20111",2371895,18,0,"1",260,"D",.,"A"
"20111",2374222,24,0,"1",.,"A",20,"D"
"20111",2374302,16,0,"1",.,"A",10,"D"
"20111",2376132,19,0,"1",200,"D",.,"A"
"20111",2378315,35,0,"1",120,"D",.,"A"
"20112",2239715,28,0,"1",.,"A",25,"D"
"20112",2244935,29,0,"1",.,"A",20,"D"
"20112",2245645,17,0,"1",1800,"D",.,"A"
"20112",2251055,20,0,"1",.,"A",475,"D"
"20112",2251865,19,0,"1",220,"D",.,"A"
"20112",2259375,22,0,"1",.,"A",150,"D"
"20112",2264435,22,0,"1",.,"A",45,"D"
