"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","EDUC_AY","EDUC_AY_","EDUCGFTC","EDUC_FTC","EDSCHL_A","EDSC_L_A","EDMONTHA","EDMO_THA","EDREIMBX","EDRE_MBX","JEDUCNET","JEDU_NET","EDUC_A1","EDUC_A1_","EDUC_A2","EDUC_A2_","EDUC_A3","EDUC_A3_","EDUC_A4","EDUC_A4_","EDUC_A5","EDUC_A5_","EDUC_A6","EDUC_A6_","EDUC_A7","EDUC_A7_","EDUC_A8","EDUC_A8_","EDUC_A9","EDUC_A9_"
"20111",2231824,24,0,"1","310","D","2","D","1","D","13","D",.,"A",400,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231925,14,0,"2","320","D","1","D","2","D","10","D",.,"A",10,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232084,28,0,"1","100","D","1","D","6","D","13","D",.,"A",60,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232294,28,0,"1","100","D","1","D","2","D","13","D",.,"A",400,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232364,20,0,"1","300","D","2","D","1","D","13","D",.,"A",550,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232364,21,0,"1","320","D","2","D","1","D","13","D",.,"A",600,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232394,28,0,"1","350","D","1","D","1","D","12","D",500,"D",0,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232414,23,0,"1","200","D","1","D","2","D","13","D",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232414,24,0,"1","360","D","1","D","2","D","11","D",.,"A",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232625,17,0,"1","300","D","1","D","2","D","12","D",.,"A",10000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232725,22,0,"1","350","D","1","D","2","D","12","D",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232975,28,0,"1","100","D","1","D","6","D","13","D",.,"A",85,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232975,29,0,"1","200","D","1","D","4","D","13","D",.,"A",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233035,31,0,"1","100","D","1","D","6","D","13","D",.,"A",500,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233035,32,0,"2","100","D","1","D","6","D","10","D",.,"A",80,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233035,33,0,"2","100","D","1","D","6","D","10","D",.,"A",160,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233344,37,0,"1","100","D","1","D","6","D","13","D",.,"A",65,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233395,23,0,"1","350","D","1","D","2","D","13","D",.,"A",10,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233435,23,0,"1","360","D","1","D","2","D","10","D",.,"A",35,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233435,24,0,"1","350","D","1","D","2","D","12","D",.,"A",25,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233505,16,0,"1","300","D","1","D","2","D","13","D",.,"A",945,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233505,17,0,"2","360","D","1","D","2","D","10","D",.,"A",89,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233694,18,0,"1","200","D","1","D","4","D","13","D",.,"A",500,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233755,32,0,"1","100","D","1","D","6","D","10","D",.,"A",45,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233755,33,0,"1","100","D","1","D","6","D","11","D",.,"A",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233755,34,0,"1","100","D","1","D","6","D","12","D",.,"A",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233755,35,0,"1","100","D","1","D","6","D","12","D",.,"A",175,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233755,36,0,"1","100","D","1","D","6","D","12","D",.,"A",175,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233755,37,0,"1","350","D","1","D","2","D","10","D",.,"A",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233844,30,0,"1","100","D","1","D","5","D","13","D",.,"A",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233985,26,0,"1","300","D","1","D","5","D","10","D",.,"A",898,"F",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233985,27,0,"1","350","D","1","D","5","D","12","D",.,"A",140,"F",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234114,14,0,"1","200","D","1","D","4","D","13","D",.,"A",70,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234244,28,0,"2","100","D","1","D","1","D","10","D",.,"A",300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234265,30,0,"1","200","D","1","D","3","D","13","D",.,"A",485,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234265,31,0,"1","100","D","1","D","2","D","13","D",.,"A",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234265,32,0,"1","100","D","1","D","2","D","13","D",.,"A",110,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234265,33,0,"1","100","D","1","D","2","D","12","D",.,"A",165,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234265,34,0,"1","320","D","1","D","2","D","13","D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234265,35,0,"2","200","D","1","D","3","D","10","D",.,"A",485,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234265,36,0,"2","300","D","1","D","2","D","10","D",.,"A",780,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234265,37,0,"2","320","D","1","D","2","D","10","D",.,"A",180,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234415,26,0,"1","100","D","1","D","6","D","11","D",.,"A",130,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234504,15,0,"1","300","D","1","D","1","D","13","D",.,"A",1200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234644,23,0,"1","300","D","2","D","2","D","13","D",.,"A",10,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234714,16,0,"1","360","D","1","D","2","D","11","D",.,"A",15,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234814,23,0,"2","300","D","2","D","1","D","10","D",.,"A",250,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234824,31,0,"1","100","D","1","D","5","D","11","D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234824,32,0,"1","350","D","1","D","5","D","10","D",.,"A",130,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234824,33,0,"1","350","D","1","D","5","D","10","D",.,"A",25,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234864,15,0,"1","300","D","1","D","1","D","12","D",.,"A",1500,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234864,16,0,"1","350","D","1","D","1","D","12","D",.,"A",1500,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234885,40,0,"1","345","D","1","D","2","D","11","D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234885,41,0,"1","350","D","1","D","2","D","11","D",.,"A",35,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234904,13,0,"1","350","D","1","D","1","D","12","D",.,"A",1200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235025,15,0,"1","100","D","1","D","6","D","13","D",.,"A",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235035,15,0,"1","300","D","1","D","2","D","10","D",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235035,16,0,"1","300","D","1","D","2","D","11","D",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235035,17,0,"1","300","D","1","D","2","D","12","D",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235144,29,0,"1","100","D","1","D","6","D","10","D",.,"A",10,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235144,30,0,"1","100","D","1","D","6","D","11","D",.,"A",800,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235144,31,0,"2","100","D","1","D","6","D","10","D",.,"A",10,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235155,19,0,"1","200","D","1","D","3","D","10","D",.,"A",600,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235155,20,0,"1","200","D","1","D","3","D","11","D",.,"A",600,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235155,21,0,"1","200","D","1","D","3","D","12","D",.,"A",450,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235264,13,0,"1","320","D","1","D","2","D","13","D",.,"A",48,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235305,18,0,"1","300","D","2","D","1","D","10","D",.,"A",500,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235305,19,0,"1","350","D","2","D","1","D","12","D",.,"A",1000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235454,39,0,"1","300","D","2","D","1","D","13","D",.,"A",5444,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235725,18,0,"1","200","D","1","D","4","D","12","D",.,"A",130,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235745,24,0,"1","200","D","1","D","3","D","13","D",.,"A",700,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235745,25,0,"1","345","D","1","D","2","D","11","D",.,"A",750,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2235835,17,0,"1","300","D","2","D","1","D","11","D",.,"A",28000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236255,24,0,"1","200","D","1","D","2","D","13","D",.,"A",365,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236255,25,0,"2","300","D","1","D","2","D","10","D",.,"A",365,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236364,19,0,"1","300","D","1","D","1","D","13","D",.,"A",477,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236415,23,0,"1","350","D","1","D","1","D","10","D",.,"A",300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236415,24,0,"1","300","D","1","D","1","D","10","D",.,"A",2000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236424,26,0,"1","200","D","1","D","3","D","13","D",.,"A",570,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236424,27,0,"1","200","D","1","D","3","D","13","D",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236424,28,0,"1","100","D","1","D","6","D","11","D",.,"A",36,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236424,29,0,"1","300","D","1","D","2","D","13","D",.,"A",400,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236424,30,0,"1","300","D","1","D","1","D","12","D",840,"D",357,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236424,31,0,"1","300","D","1","D","1","D","12","D",678,"D",0,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236424,32,0,"1","350","D","1","D","1","D","12","D",80,"D",37,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236474,13,0,"1","350","D","1","D","2","D","10","D",.,"A",80,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236545,38,0,"1","100","D","1","D","6","D","11","D",.,"A",400,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236545,39,0,"1","100","D","1","D","6","D","12","D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236545,40,0,"1","100","D","1","D","6","D","13","D",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236545,41,0,"1","300","D","1","D","2","D","10","D",.,"A",2900,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236545,42,0,"1","360","D","1","D","2","D","12","D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236614,19,0,"1","300","D","2","D","1","D","13","D",.,"A",4000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236665,21,0,"1","200","D","1","D","3","D","13","D",.,"A",140,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236724,22,0,"1","300","D","1","D","2","D","13","D",.,"A",180,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236945,15,0,"1","100","D","1","D","6","D","13","D",.,"A",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236964,14,0,"1","100","D","1","D","6","D","13","D",.,"A",140,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236964,15,0,"1","100","D","1","D","6","D","13","D",.,"A",160,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236964,16,0,"2","100","D","1","D","6","D","10","D",.,"A",140,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236964,17,0,"2","100","D","1","D","6","D","10","D",.,"A",160,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2236964,18,0,"2","360","D","1","D","2","D","10","D",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2237115,24,0,"1","100","D","1","D","6","D","12","D",.,"A",60,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2237115,25,0,"1","360","D","1","D","2","D","12","D",.,"A",120,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2237215,26,0,"1","100","D","1","D","6","D","13","D",.,"A",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2237334,22,0,"1","200","D","1","D","4","D","13","D",.,"A",400,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2237334,23,0,"1","200","D","1","D","4","D","13","D",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2237334,24,0,"2","200","D","1","D","4","D","10","D",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2237444,17,0,"1","300","D","1","D","1","D","12","D",.,"A",7000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2237665,26,0,"2","360","D","1","D","1","D","10","D",.,"A",675,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2237705,26,0,"1","100","D","1","D","2","D","10","D",.,"A",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2237775,20,0,"1","300","D","1","D","5","D","10","D",.,"A",35,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2237775,21,0,"1","350","D","1","D","5","D","10","D",.,"A",400,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2237835,20,0,"1","200","D","2","D","3","D","13","D",.,"A",495,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2237835,21,0,"1","310","D","2","D","6","D","13","D",.,"A",900,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2237954,14,0,"1","300","D","1","D","6","D","13","D",.,"A",1600,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2237954,15,0,"1","300","D","1","D","1","D","13","D",.,"A",1000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2238195,48,0,"1","300","D","1","D","1","D","10","D",.,"A",12367,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
