"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CLOTHYB","CLOTHYB_","CLOGFTB","CLOGFTB_","CLOTHQB","CLOTHQB_","CLOTHMOB","CLOT_MOB","CLOTHXB","CLOTHXB_","AGE_SEXB","AGE__EXB","CLOTHB1","CLOTHB1_","CLOTHB2","CLOTHB2_","CLOTHB3","CLOTHB3_","CLOTHB4","CLOTHB4_","CLOTHB5","CLOTHB5_","CLOTHB6","CLOTHB6_","CLOTHB7","CLOTHB7_","CLOTHB8","CLOTHB8_","CLOTHB9","CLOTHB9_"
"20111",2228445,14,0,"1","310","D","1","D",2,"D","10","D",160,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2228445,15,0,"1","310","D","1","D",2,"D","11","D",160,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2228445,16,0,"1","310","D","1","D",2,"D","12","D",160,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2228445,17,0,"2","310","D","1","D",2,"D","10","D",120,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2228815,14,0,"1","310","D","2","D",.,"C","12","D",120,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2228924,14,0,"1","360","D","1","D",8,"D","11","D",.,"H","5","D","320","D","340","D","300","D",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2228924,14,1,"1","320","D","1","D",.,"B","11","D",34,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2228924,14,2,"1","340","D","1","D",.,"B","11","D",12,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2228924,14,3,"1","300","D","1","D",.,"B","11","D",61,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2228924,15,0,"1","310","D","1","D",1,"D","10","D",40,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2228924,16,0,"1","310","D","1","D",1,"D","11","D",40,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2228924,17,0,"1","310","D","1","D",1,"D","12","D",40,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2228964,23,0,"2","380","D","2","D",1,"D","10","D",5,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2228974,19,0,"1","290","D","2","D",1,"D","12","D",10,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2228985,14,0,"1","370","D","1","D",1,"D","11","D",21,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229275,20,0,"1","370","D","2","D",2,"D","12","D",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229275,21,0,"1","380","D","2","D",.,"C","12","D",10,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229414,22,0,"1","300","D","2","D",1,"D","11","D",15,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229414,23,0,"1","380","D","1","D",6,"D","12","D",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229435,34,0,"1","310","D","2","D",1,"D","10","D",38,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229435,35,0,"1","310","D","2","D",1,"D","11","D",38,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229435,36,0,"1","310","D","2","D",1,"D","12","D",38,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229505,16,0,"1","300","D","2","D",10,"D","10","D",70,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229505,17,0,"1","300","D","2","D",4,"D","11","D",20,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229565,21,0,"1","370","D","1","D",1,"D","12","D",81,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229565,22,0,"1","380","D","1","D",1,"D","12","D",137,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,14,0,"1","900","D","1","D",.,"C","11","D",.,"H",,"A","300","D","340","D","900","D","320","D",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,14,1,"1","200","D","1","D",.,"B","11","D",90,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,14,2,"1","300","D","1","D",.,"B","11","D",58,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,14,3,"1","320","D","1","D",.,"B","11","D",19,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,14,4,"1","340","D","1","D",.,"B","11","D",45,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,15,0,"1","900","D","1","D",.,"C","12","D",.,"H",,"A","300","D","340","D","900","D","320","D",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,15,1,"1","200","D","1","D",.,"B","12","D",88,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,15,2,"1","201","D","1","D",.,"B","12","D",37,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,15,3,"1","290","D","1","D",.,"B","12","D",38,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,15,4,"1","300","D","1","D",.,"B","12","D",60,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,15,5,"1","310","D","1","D",.,"B","12","D",35,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,15,6,"1","320","D","1","D",.,"B","12","D",18,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,15,7,"1","340","D","1","D",.,"B","12","D",42,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,16,0,"1","310","D","1","D",150,"D","11","D",200,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,17,0,"1","310","D","1","D",150,"D","12","D",200,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,18,0,"2","900","D","1","D",.,"C","10","D",.,"H",,"A","900","D","320","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,18,1,"2","200","D","1","D",.,"B","10","D",100,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,18,2,"2","310","D","1","D",.,"B","10","D",39,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,18,3,"2","320","D","1","D",.,"B","10","D",20,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229585,19,0,"2","310","D","1","D",.,"B","10","D",200,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229675,18,0,"1","380","D","1","D",2,"D","12","D",36,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229724,19,0,"1","310","D","2","D",.,"C","10","D",50,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229724,20,0,"1","310","D","2","D",.,"C","11","D",50,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229724,21,0,"1","310","D","2","D",.,"C","12","D",50,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229724,22,0,"2","380","D","1","D",.,"C","10","D",12,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229794,21,0,"1","380","D","1","D",1,"D","12","D",21,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229835,17,0,"1","300","D","2","D",1,"D","11","D",17,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229915,19,0,"1","900","D","2","D",.,"C","12","D",.,"H",,"A","900","D","300","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229915,19,1,"1","200","D","2","D",.,"B","12","D",17,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229915,19,2,"1","300","D","2","D",.,"B","12","D",33,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229915,19,3,"1","310","D","2","D",.,"B","12","D",25,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229915,20,0,"2","360","D","2","D",.,"C","10","D",.,"H","5","D","310","D","340","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229915,20,1,"2","310","D","2","D",.,"B","10","D",217,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229924,50,0,"1","390","D","1","D",1,"D","10","D",12,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229924,51,0,"1","380","D","1","D",2,"D","10","D",10,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229955,22,0,"1","300","D","2","D",.,"C","10","D",85,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2229955,23,0,"1","380","D","1","D",.,"C","12","D",37,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230175,19,0,"1","320","D","2","D",.,"C","12","D",20,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230294,13,0,"1","310","D","1","D",10,"D","11","D",50,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230294,14,0,"1","310","D","1","D",4,"D","12","D",80,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230324,21,0,"1","340","D","2","D",6,"D","12","D",38,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230524,20,0,"1","310","D","2","D",4,"D","12","D",48,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230565,18,0,"1","300","D","2","D",.,"C","12","D",20,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230565,19,0,"1","370","D","1","D",1,"D","12","D",80,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230814,23,0,"1","380","D","1","D",10,"D","12","D",127,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230825,14,0,"1","330","D","2","D",4,"D","12","D",.,"H","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230825,14,1,"1","200","D","2","D",.,"B","12","D",38,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230825,14,2,"1","201","D","2","D",.,"B","12","D",17,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230825,14,3,"1","310","D","2","D",.,"B","12","D",23,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230825,14,4,"1","320","D","2","D",.,"B","12","D",25,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230825,14,5,"1","340","D","2","D",.,"B","12","D",17,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230834,17,0,"1","380","D","1","D",.,"C","12","D",131,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230895,15,0,"1","300","D","2","D",.,"C","10","D",300,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2230924,23,0,"1","300","D","2","D",1,"D","12","D",8,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231015,28,0,"1","370","D","1","D",1,"D","12","D",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231015,29,0,"1","380","D","1","D",1,"D","12","D",32,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231145,14,0,"1","380","D","1","D",3,"D","11","D",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231164,15,0,"1","360","D","1","D",10,"D","12","D",.,"H","5","D","300","D","290","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231164,15,1,"1","300","D","1","D",.,"B","12","D",64,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231164,15,2,"1","290","D","1","D",.,"B","12","D",153,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231164,16,0,"1","310","D","1","D",4,"D","10","D",54,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231164,17,0,"1","310","D","1","D",4,"D","11","D",108,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231164,18,0,"1","310","D","1","D",4,"D","12","D",108,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231164,19,0,"2","310","D","1","D",1,"D","10","D",27,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231195,16,0,"1","310","D","2","D",10,"D","11","D",40,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231365,16,0,"1","380","D","2","D",.,"C","12","D",105,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231565,24,0,"1","380","D","1","D",1,"D","12","D",261,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231585,21,0,"1","310","D","1","D",.,"C","11","D",75,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231585,22,0,"1","310","D","1","D",.,"C","12","D",75,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231585,23,0,"2","310","D","1","D",.,"C","10","D",65,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231614,16,0,"1","330","D","2","D",1,"D","12","D",.,"H","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231614,16,1,"1","200","D","2","D",.,"B","12","D",4,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231614,16,2,"1","201","D","2","D",.,"B","12","D",1,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231614,16,3,"1","310","D","2","D",.,"B","12","D",5,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231614,16,4,"1","320","D","2","D",.,"B","12","D",1,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231614,17,0,"1","380","D","2","D",1,"D","12","D",22,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231745,16,0,"1","370","D","1","D",1,"D","12","D",19,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2231824,21,0,"1","370","D","1","D",1,"D","11","D",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232035,18,0,"1","290","D","2","D",3,"D","12","D",270,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232035,19,0,"1","300","D","2","D",4,"D","12","D",65,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232035,20,0,"1","320","D","2","D",6,"D","12","D",60,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232035,21,0,"1","340","D","2","D",3,"D","12","D",95,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232104,17,0,"1","370","D","1","D",1,"D","12","D",275,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232104,18,0,"1","380","D","1","D",2,"D","12","D",1425,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232144,13,0,"1","300","D","2","D",4,"D","12","D",30,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232244,22,0,"1","320","D","2","D",2,"D","12","D",25,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232254,15,0,"1","310","D","1","D",90,"D","11","D",49,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232294,25,0,"1","380","D","1","D",1,"D","12","D",43,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232394,24,0,"1","370","D","1","D",1,"D","12","D",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232394,25,0,"1","380","D","1","D",1,"D","12","D",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232414,21,0,"1","380","D","1","D",4,"D","12","D",122,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232504,13,0,"1","370","D","1","D",1,"D","12","D",21,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232514,17,0,"1","300","D","2","D",.,"C","12","D",53,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232555,14,0,"1","370","D","2","D",1,"D","12","D",22,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232695,19,0,"1","380","D","2","D",6,"D","12","D",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232714,38,0,"1","370","D","1","D",2,"D","12","D",43,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232725,21,0,"2","370","D","1","D",2,"D","10","D",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232774,17,0,"1","340","D","1","D",2,"D","12","D",20,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232774,18,0,"1","310","D","1","D",1,"D","10","D",20,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232774,19,0,"1","310","D","1","D",1,"D","11","D",20,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232774,20,0,"1","310","D","1","D",1,"D","12","D",20,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232915,15,0,"1","380","D","2","D",1,"D","12","D",250,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232975,24,0,"1","380","D","1","D",7,"D","11","D",214,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2232975,25,0,"1","370","D","1","D",5,"D","12","D",107,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233015,21,0,"1","330","D","2","D",1,"D","12","D",.,"H","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233015,21,1,"1","200","D","2","D",.,"B","12","D",16,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233015,21,2,"1","201","D","2","D",.,"B","12","D",9,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233015,21,3,"1","310","D","2","D",.,"B","12","D",10,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233015,21,4,"1","320","D","2","D",.,"B","12","D",17,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233015,21,5,"1","340","D","2","D",.,"B","12","D",10,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233035,26,0,"1","380","D","1","D",2,"D","12","D",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233344,35,0,"1","380","D","2","D",2,"D","12","D",180,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233454,17,0,"1","380","D","2","D",2,"D","12","D",377,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233554,13,0,"1","320","D","2","D",.,"C","12","D",100,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233575,13,0,"1","380","D","1","D",1,"D","12","D",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233755,18,0,"1","380","D","1","D",1,"D","11","D",107,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233774,15,0,"1","300","D","1","D",.,"C","12","D",106,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233774,16,0,"1","310","D","1","D",.,"C","12","D",84,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233835,17,0,"1","380","D","1","D",1,"D","12","D",54,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233844,26,0,"1","290","D","2","D",1,"D","12","D",32,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233844,27,0,"1","320","D","2","D",6,"D","12","D",53,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2233844,28,0,"1","370","D","1","D",2,"D","12","D",21,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234004,23,0,"1","380","D","1","D",3,"D","12","D",24,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234074,15,0,"1","310","D","1","D",.,"C","10","D",100,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234114,13,0,"1","900","D","1","D",150,"D","11","D",.,"H",,"A","900","D","310","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234114,13,1,"1","200","D","1","D",.,"B","11","D",27,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234114,13,2,"1","201","D","1","D",.,"B","11","D",50,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234114,13,3,"1","310","D","1","D",.,"B","11","D",28,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234244,20,0,"1","380","D","1","D",3,"D","11","D",328,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234274,23,0,"1","330","D","2","D",2,"D","12","D",.,"H","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234274,23,1,"1","200","D","2","D",.,"B","12","D",2,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234274,23,2,"1","310","D","2","D",.,"B","12","D",7,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234274,23,3,"1","340","D","2","D",.,"B","12","D",2,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234274,24,0,"1","380","D","1","D",2,"D","12","D",21,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234274,25,0,"1","370","D","1","D",1,"D","12","D",14,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20111",2234284,15,0,"1","380","D","2","D",1,"D","11","D",60,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
