"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOD","PROP0NOD","OWNYD","OWNYD_","DISPMTHD","DISP_THD","DISPX","DISPX_","DISPEXPX","DISP_XPX","DISPMO","DISPMO_","DISPYR","DISPYR_"
"20111",2313083,35,0,"1","02","D","400","D","3","D",.,"A",.,"A","12","D","2010","D"
"20111",2313743,27,0,"2","01","D","500","D","3","D",.,"A",.,"A","10","D","2010","D"
"20111",2313953,38,0,"1","02","D","200","D","1","D",575000,"D",0,"D","12","D","2010","D"
"20111",2323403,46,0,"1","02","D","400","D","1","D",.,"A",.,"A","01","D","2010","D"
"20111",2326533,28,0,"1","01","D","200","D","1","D",159000,"D",0,"D","01","D","2011","D"
"20111",2330593,30,0,"1","02","D","300","D","2","D",.,"A",.,"A","12","D","2010","D"
"20111",2337443,32,0,"1","02","D","400","D","3","D",.,"A",.,"A","01","D","2011","D"
"20111",2343602,39,0,"1","01","D","200","D","3","D",.,"A",.,"A","12","D","2010","D"
"20111",2346392,27,0,"1","01","D","300","D","3","D",.,"A",.,"A","12","D","2005","D"
"20111",2357054,58,0,"2","02","D","200","D","1","D",696000,"T",33400,"D","11","D","2010","D"
"20111",2357732,41,0,"1","02","D","400","D","3","D",.,"A",.,"A","01","D","2011","D"
"20111",2367482,32,0,"1","02","D","200","D","1","D",696000,"T",45000,"D","12","D","2010","D"
"20111",2369022,69,0,"1","06","D","400","D","1","D",208000,"D",1000,"F","02","D","2011","D"
"20111",2371582,44,0,"1","01","D","200","D","3","D",.,"A",.,"A","12","D","2011","D"
"20111",2385232,25,0,"1","03","D","200","D","1","D",.,"A",.,"A","12","D","2010","D"
"20112",2254445,30,0,"1","02","D","200","D","3","D",.,"A",.,"A","03","D","2011","D"
"20112",2316804,44,0,"1","02","D","400","D","2","D",.,"A",.,"A","01","D","2011","D"
"20112",2324154,27,0,"1","02","D","500","D","1","D",.,"A",.,"A","04","D","2010","D"
"20112",2324154,28,0,"1","03","D","500","D","1","D",.,"A",.,"A","02","D","2010","D"
"20112",2324154,29,0,"1","04","D","500","D","1","D",.,"A",.,"A","04","D","2010","D"
"20112",2324154,30,0,"1","05","D","500","D","1","D",.,"A",.,"A","02","D","2010","D"
"20112",2340474,51,0,"1","03","D","200","D","1","D",.,"A",.,"A","03","D","2011","D"
"20112",2340474,52,0,"1","04","D","500","D","1","D",.,"A",.,"A","03","D","2011","D"
"20112",2349503,33,0,"1","01","D","200","D","3","D",.,"A",.,"A","03","D","2011","D"
"20112",2353573,25,0,"1","01","D","300","D","3","D",.,"A",.,"A","02","D","2011","D"
"20112",2355553,28,0,"1","02","D","400","D","1","D",.,"A",.,"A","03","D","2005","D"
"20112",2365083,37,0,"1","02","D","300","D","1","D",27000,"D",5276,"D","03","D","2011","D"
"20112",2369563,59,0,"1","03","D","300","D","3","D",.,"A",.,"A","04","D","2011","D"
"20112",2370433,35,0,"1","03","D","500","D","3","D",.,"A",.,"A","04","D","2011","D"
"20112",2380052,54,0,"1","02","D","300","D","1","D",24900,"D",4000,"D","03","D","2011","D"
"20112",2391162,37,0,"1","02","D","400","D","1","D",60000,"D",314,"D","04","D","2011","D"
"20112",2395274,46,0,"1","01","D","200","D","2","D",.,"A",.,"A","02","D","2011","D"
"20112",2399552,24,0,"1","02","D","500","D","3","D",.,"A",.,"A","03","D","2011","D"
"20112",2408812,29,0,"1","03","D","500","D","3","D",.,"A",.,"A","04","D","2011","D"
"20113",2316805,48,0,"1","02","D","400","D","2","D",.,"A",.,"A","05","D","2011","D"
"20113",2336755,58,0,"1","02","D","300","D","3","D",.,"A",.,"A","08","D","2011","D"
"20113",2338565,65,0,"1","02","D","200","D","1","D",325000,"D",29500,"D","07","D","2011","D"
"20113",2340475,56,0,"1","04","D","500","D","1","D",.,"A",.,"A","07","D","2011","D"
"20113",2343444,31,0,"1","02","D","200","D","3","D",.,"A",.,"A","04","D","2011","D"
"20113",2350964,35,0,"1","03","D","500","D","1","D",313000,"T",1500,"D","06","D","2011","D"
"20113",2353574,28,0,"1","01","D","300","D","3","D",.,"A",.,"A","04","D","2011","D"
"20113",2353944,36,0,"1","02","D","300","D","3","D",.,"A",.,"A","04","D","2011","D"
"20113",2355554,34,0,"1","02","D","400","D","1","D",.,"A",.,"A","05","D","2005","D"
"20113",2357834,35,0,"1","02","D","400","D","3","D",.,"A",.,"A","05","D","2010","D"
"20113",2365084,47,0,"1","02","D","300","D","1","D",27000,"D",5276,"D","06","D","2011","D"
"20113",2365134,59,0,"1","02","D","200","D","1","D",99000,"D",10400,"D","06","D","2011","D"
"20113",2369564,47,0,"1","03","D","300","D","3","D",.,"A",.,"A","08","D","2011","D"
"20113",2370434,34,0,"1","03","D","500","D","3","D",.,"A",.,"A","08","D","2011","D"
"20113",2380053,45,0,"1","02","D","300","D","1","D",24900,"D",4000,"D","06","D","2011","D"
"20113",2386983,30,0,"1","03","D","200","D","1","D",325000,"F",0,"D","05","D","2011","D"
"20113",2391163,34,0,"1","02","D","400","D","1","D",60000,"D",314,"D","05","D","2011","D"
"20113",2395275,57,0,"1","01","D","200","D","2","D",.,"A",.,"A","06","D","2011","D"
"20113",2399553,24,0,"1","02","D","500","D","3","D",.,"A",.,"A","07","D","2011","D"
"20113",2400943,31,0,"1","03","D","300","D","1","D",27000,"F",5276,"F","07","D","2011","D"
"20113",2405193,47,0,"1","02","D","200","D","3","D",.,"A",.,"A","08","D","2011","D"
"20113",2408813,31,0,"1","03","D","500","D","3","D",.,"A",.,"A","07","D","2011","D"
"20113",2412132,49,0,"1","04","D","200","D","1","D",152000,"F",12000,"F","05","D","2011","D"
"20113",2423542,45,0,"1","03","D","200","D","3","D",.,"A",.,"A","05","D","2011","D"
"20113",2428872,42,0,"1","02","D","200","D","1","D",.,"A",.,"A","05","D","2010","D"
"20113",2429002,22,0,"1","01","D","200","D","1","D",10000,"D",3300,"D","05","D","2011","D"
"20113",2436012,38,0,"1","03","D","400","D","3","D",.,"A",.,"A","06","D","2011","D"
"20113",2436012,39,0,"1","04","D","500","D","3","D",.,"A",.,"A","07","D","2011","D"
"20113",2439533,27,0,"1","01","D","200","D","3","D",.,"A",.,"A","08","D","2011","D"
"20113",2470325,29,0,"1","01","D","200","D","3","D",.,"A",.,"A","07","D","2011","D"
"20113",2475864,36,0,"1","02","D","200","D","1","D",152000,"D",12000,"D","08","D","2011","D"
"20114",2343445,44,0,"1","02","D","200","D","3","D",.,"A",.,"A","08","D","2011","D"
"20114",2344435,38,0,"1","04","D","400","D","2","D",.,"A",.,"A","08","D","2010","D"
"20114",2350965,37,0,"1","03","D","500","D","1","D",313000,"T",1500,"D","09","D","2011","D"
"20114",2351095,55,0,"1","02","D","300","D","1","D",215000,"D",16000,"D","08","D","2011","D"
"20114",2353105,24,0,"1","03","D","500","D","1","D",.,"A",.,"A","07","D","2011","D"
"20114",2353575,28,0,"1","01","D","300","D","3","D",.,"A",.,"A","08","D","2011","D"
"20114",2353945,41,0,"1","02","D","300","D","3","D",.,"A",.,"A","07","D","2011","D"
"20114",2355555,34,0,"1","02","D","400","D","1","D",.,"A",.,"A","09","D","2005","D"
"20114",2355665,35,0,"1","02","D","200","D","3","D",.,"A",.,"A","10","D","2011","D"
"20114",2356415,51,0,"1","03","D","300","D","3","D",.,"A",.,"A","10","D","2011","D"
"20114",2357835,37,0,"1","02","D","400","D","3","D",.,"A",.,"A","10","D","2010","D"
"20114",2361085,28,0,"1","02","D","200","D","1","D",.,"A",.,"A","09","D","2011","D"
"20114",2365085,40,0,"1","02","D","300","D","1","D",27000,"D",5276,"D","08","D","2011","D"
"20114",2365135,54,0,"1","02","D","200","D","1","D",99000,"D",10400,"D","08","D","2011","D"
"20114",2365235,33,0,"1","02","D","300","D","1","D",2000,"D",0,"D","09","D","2011","D"
"20114",2368055,38,0,"1","02","D","200","D","1","D",.,"A",.,"A","09","D","2011","D"
"20114",2369565,49,0,"1","03","D","300","D","3","D",.,"A",.,"A","09","D","2011","D"
"20114",2370435,40,0,"1","03","D","500","D","3","D",.,"A",.,"A","11","D","2011","D"
"20114",2380054,44,0,"1","02","D","300","D","1","D",24900,"D",4000,"D","09","D","2011","D"
"20114",2386984,27,0,"1","03","D","200","D","1","D",99000,"F",0,"D","08","D","2011","D"
"20114",2398994,59,0,"1","02","D","200","D","1","D",.,"A",.,"A","10","D","2011","D"
"20114",2400944,29,0,"1","03","D","300","D","1","D",27000,"F",5276,"F","11","D","2011","D"
"20114",2403584,94,0,"1","02","D","300","D","3","D",.,"A",.,"A","09","D","2011","D"
"20114",2405194,41,0,"1","02","D","200","D","3","D",.,"A",.,"A","10","D","2011","D"
"20114",2408814,31,0,"1","03","D","500","D","3","D",.,"A",.,"A","09","D","2011","D"
"20114",2412133,33,0,"1","04","D","200","D","1","D",99000,"F",10400,"F","07","D","2011","D"
"20114",2423543,35,0,"1","03","D","200","D","3","D",.,"A",.,"A","08","D","2011","D"
"20114",2428873,44,0,"1","02","D","200","D","1","D",.,"A",.,"A","10","D","2010","D"
"20114",2429003,26,0,"1","01","D","200","D","1","D",10000,"D",3300,"D","08","D","2011","D"
"20114",2429263,37,0,"1","01","D","100","D","3","D",.,"A",.,"A","10","D","2011","D"
"20114",2430603,33,0,"1","02","D","500","D","3","D",.,"A",.,"A","10","D","2011","D"
"20114",2432033,39,0,"1","02","D","500","D","3","D",.,"A",.,"A","09","D","2005","D"
"20114",2436013,41,0,"1","04","D","500","D","3","D",.,"A",.,"A","10","D","2011","D"
"20114",2437023,45,0,"1","02","D","500","D","3","D",.,"A",.,"A","09","D","2011","D"
"20114",2437473,46,0,"1","03","D","400","D","3","D",.,"A",.,"A","11","D","2011","D"
"20114",2439103,32,0,"1","02","D","300","D","1","D",489286,"T",500,"D","09","D","2011","D"
"20114",2439534,27,0,"1","01","D","200","D","3","D",.,"A",.,"A","10","D","2011","D"
"20114",2439543,36,0,"1","02","D","300","D","1","D",489286,"T",1000,"D","09","D","2011","D"
"20114",2441513,33,0,"1","02","D","500","D","3","D",.,"A",.,"A","10","D","2011","D"
"20114",2443842,26,0,"1","02","D","400","D","2","D",.,"A",.,"A","08","D","2011","D"
"20114",2443842,27,0,"1","03","D","400","D","2","D",.,"A",.,"A","08","D","2011","D"
"20114",2443842,28,0,"1","04","D","400","D","2","D",.,"A",.,"A","08","D","2011","D"
"20114",2443842,29,0,"1","05","D","400","D","2","D",.,"A",.,"A","08","D","2011","D"
"20114",2445182,32,0,"1","02","D","500","D","1","D",30000,"D",1500,"F","09","D","2011","D"
"20114",2445422,55,0,"1","01","D","200","D","1","D",350000,"D",16600,"F","07","D","2011","D"
"20114",2447922,22,0,"1","02","D","300","D","3","D",.,"A",.,"A","08","D","2011","D"
"20114",2450712,54,0,"1","03","D","400","D","1","D",17500,"D",3800,"D","08","D","2011","D"
"20114",2450912,67,0,"1","05","D","500","D","3","D",.,"A",.,"A","07","D","2011","D"
"20114",2454642,60,0,"1","02","D","400","D","2","D",.,"A",.,"A","10","D","2010","D"
"20114",2457082,57,0,"1","03","D","500","D","3","D",.,"A",.,"A","08","D","2011","D"
"20114",2461212,40,0,"1","02","D","300","D","3","D",.,"A",.,"A","09","D","2011","D"
"20114",2461312,35,0,"1","02","D","500","D","3","D",.,"A",.,"A","09","D","2011","D"
"20114",2463732,62,0,"1","04","D","500","D","3","D",.,"A",.,"A","08","D","2011","D"
"20114",2474272,32,0,"1","03","D","200","D","3","D",.,"A",.,"A","09","D","2011","D"
"20114",2482264,47,0,"1","02","D","200","D","1","D",194900,"D",16600,"D","09","D","2011","D"
"20114",2482455,20,0,"1","02","D","200","D","1","D",215000,"D",10400,"F","07","D","2011","D"
"20114",2482924,29,0,"1","01","D","200","D","1","D",696000,"T",10400,"F","09","D","2011","D"
"20114",2496413,42,0,"1","01","D","200","D","3","D",.,"A",.,"A","09","D","2011","D"
"20121",2380055,49,0,"1","02","D","300","D","1","D",24900,"D",4000,"D","12","D","2011","D"
"20121",2380655,55,0,"1","01","D","200","D","1","D",156500,"D",11097,"D","11","D","2011","D"
"20121",2382085,52,0,"1","02","D","200","D","1","D",112000,"D",0,"D","10","D","2011","D"
"20121",2383335,26,0,"1","02","D","300","D","2","D",.,"A",.,"A","11","D","2011","D"
"20121",2385415,45,0,"1","01","D","500","D","2","D",.,"A",.,"A","11","D","2011","D"
"20121",2386985,49,0,"1","03","D","200","D","1","D",290000,"F",0,"D","11","D","2011","D"
"20121",2388285,34,0,"1","02","D","300","D","1","D",489286,"V",1000,"F","12","D","2011","D"
"20121",2388985,57,0,"1","02","D","300","D","1","D",489286,"T",4140,"F","01","D","2012","D"
"20121",2395065,58,0,"1","02","D","200","D","1","D",230000,"D",6000,"F","01","D","2012","D"
"20121",2398825,35,0,"1","02","D","500","D","1","D",313000,"T",350000,"D","02","D","2012","D"
"20121",2398995,61,0,"1","02","D","200","D","1","D",.,"A",.,"A","12","D","2011","D"
"20121",2400945,32,0,"1","03","D","300","D","1","D",489286,"V",500,"F","02","D","2011","D"
"20121",2403585,105,0,"1","02","D","300","D","3","D",.,"A",.,"A","01","D","2011","D"
"20121",2405195,36,0,"1","02","D","200","D","3","D",.,"A",.,"A","02","D","2011","D"
"20121",2408815,29,0,"1","03","D","500","D","3","D",.,"A",.,"A","02","D","2012","D"
"20121",2412134,33,0,"1","04","D","200","D","1","D",232000,"F",19321,"F","12","D","2011","D"
"20121",2413044,32,0,"1","02","D","400","D","2","D",.,"A",.,"A","12","D","2011","D"
"20121",2417354,38,0,"1","02","D","500","D","2","D",.,"A",.,"A","11","D","2011","D"
"20121",2422124,53,0,"1","02","D","300","D","1","D",.,"A",.,"A","11","D","2010","D"
"20121",2423544,39,0,"1","03","D","200","D","3","D",.,"A",.,"A","12","D","2011","D"
"20121",2426794,42,0,"1","02","D","200","D","3","D",.,"A",.,"A","11","D","2011","D"
"20121",2426854,32,0,"1","02","D","200","D","1","D",232000,"D",19321,"D","01","D","2012","D"
"20121",2428874,52,0,"1","02","D","200","D","1","D",.,"A",.,"A","01","D","2010","D"
"20121",2429004,27,0,"1","01","D","200","D","1","D",10000,"D",3300,"D","12","D","2011","D"
"20121",2430604,38,0,"1","02","D","500","D","3","D",.,"A",.,"A","01","D","2011","D"
"20121",2432034,47,0,"1","02","D","500","D","3","D",.,"A",.,"A","03","D","2005","D"
"20121",2436014,44,0,"1","04","D","500","D","3","D",.,"A",.,"A","02","D","2012","D"
"20121",2437024,52,0,"1","02","D","500","D","3","D",.,"A",.,"A","01","D","2011","D"
"20121",2437474,43,0,"1","03","D","400","D","3","D",.,"A",.,"A","02","D","2011","D"
"20121",2439104,30,0,"1","02","D","300","D","1","D",489286,"T",500,"D","12","D","2011","D"
"20121",2439535,30,0,"1","01","D","200","D","3","D",.,"A",.,"A","02","D","2011","D"
"20121",2439544,34,0,"1","02","D","300","D","1","D",489286,"T",1000,"D","02","D","2011","D"
"20121",2441514,34,0,"1","02","D","500","D","3","D",.,"A",.,"A","01","D","2011","D"
"20121",2443563,29,0,"1","02","D","200","D","3","D",.,"A",.,"A","12","D","2011","D"
"20121",2443843,26,0,"1","05","D","400","D","2","D",.,"A",.,"A","10","D","2011","D"
"20121",2445313,39,0,"1","02","D","400","D","3","D",.,"A",.,"A","10","D","2011","D"
"20121",2445423,54,0,"1","01","D","200","D","1","D",350000,"D",16600,"F","11","D","2011","D"
"20121",2445923,31,0,"1","03","D","500","D","3","D",.,"A",.,"A","10","D","2011","D"
"20121",2445923,32,0,"1","04","D","500","D","3","D",.,"A",.,"A","10","D","2011","D"
"20121",2446703,35,0,"1","02","D","200","D","1","D",6500,"D",0,"D","11","D","2011","D"
"20121",2447013,35,0,"1","02","D","400","D","2","D",.,"A",.,"A","11","D","2011","D"
"20121",2447043,52,0,"1","03","D","500","D","3","D",.,"A",.,"A","12","D","2011","D"
"20121",2447763,42,0,"1","02","D","200","D","2","D",.,"A",.,"A","12","D","2011","D"
"20121",2449583,28,0,"1","02","D","200","D","1","D",110000,"D",19321,"F","10","D","2011","D"
"20121",2450223,40,0,"1","03","D","300","D","1","D",.,"A",.,"A","10","D","2008","D"
"20121",2450713,67,0,"1","03","D","400","D","1","D",17500,"D",3800,"D","12","D","2011","D"
"20121",2450913,62,0,"1","05","D","500","D","3","D",.,"A",.,"A","12","D","2011","D"
"20121",2454643,39,0,"1","02","D","400","D","2","D",.,"A",.,"A","12","D","2010","D"
"20121",2461213,40,0,"1","02","D","300","D","3","D",.,"A",.,"A","11","D","2011","D"
"20121",2461313,29,0,"1","02","D","500","D","3","D",.,"A",.,"A","11","D","2011","D"
"20121",2463733,78,0,"1","04","D","500","D","3","D",.,"A",.,"A","01","D","2011","D"
"20121",2464063,32,0,"1","03","D","500","D","2","D",.,"A",.,"A","02","D","2011","D"
"20121",2474273,32,0,"1","03","D","200","D","3","D",.,"A",.,"A","01","D","2012","D"
"20121",2482232,55,0,"1","02","D","500","D","2","D",.,"A",.,"A","12","D","2011","D"
"20121",2482265,72,0,"1","02","D","200","D","1","D",194900,"D",16600,"D","10","D","2011","D"
"20121",2482462,45,0,"1","02","D","500","D","3","D",.,"A",.,"A","12","D","2011","D"
"20121",2489252,45,0,"1","01","D","200","D","1","D",289900,"D",19754,"D","11","D","2011","D"
"20121",2490092,56,0,"1","03","D","300","D","1","D",69000,"D",4140,"D","01","D","2012","D"
"20121",2492264,38,0,"1","01","D","200","D","1","D",1,"D",1,"D","01","D","2012","D"
"20121",2493062,45,0,"1","01","D","200","D","1","D",290000,"D",6000,"D","11","D","2011","D"
"20121",2494052,47,0,"1","02","D","500","D","3","D",.,"A",.,"A","12","D","2011","D"
"20121",2496414,31,0,"1","01","D","200","D","3","D",.,"A",.,"A","11","D","2011","D"
"20121",2496682,42,0,"1","02","D","200","D","1","D",565000,"D",34800,"D","11","D","2011","D"
"20121",2498432,30,0,"1","02","D","200","D","2","D",.,"A",.,"A","01","D","2012","D"
"20121",2498652,56,0,"1","04","D","500","D","3","D",.,"A",.,"A","12","D","2011","D"
"20121",2506384,30,0,"1","01","D","200","D","1","D",89000,"D",0,"D","01","D","2012","D"
"20121",2507182,46,0,"1","03","D","500","D","2","D",.,"A",.,"A","12","D","2011","D"
"20121",2507182,47,0,"1","04","D","500","D","2","D",.,"A",.,"A","12","D","2011","D"
