"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VEHICYC","VEHICYC_","VEHDISP","VEHDISP_","VDISPMO","VDISPMO_","SALEX","SALEX_","REIMBURX","REIM_URX","EXREIMBX","EXRE_MBX","LOANSTAT","LOAN_TAT","FINPAYMX","FINP_YMX","VEHICIC","VEHICIC_"
"20111",2228234,31,0,"1","100","D","6","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","05","D"
"20111",2228614,34,0,"1","100","D","1","D","11","D",500,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2228985,42,0,"1","110","D","6","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20111",2229165,43,0,"1","100","D","1","D","11","D",1000,"D",.,"A",.,"A","2","D",.,"A","05","D"
"20111",2229634,54,0,"1","100","D","2","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2229975,48,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2229975,49,0,"1","110","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20111",2230785,52,0,"1","100","D","1","D","12","D",5200,"D",.,"A",.,"A","1","D",1200,"D","01","D"
"20111",2230895,49,0,"1","110","D","1","D","10","D",2000,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20111",2230965,45,0,"1","110","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20111",2230994,47,0,"2","100","D","5","D","10","D",.,"A",.,"A",500,"F","2","D",.,"A","01","D"
"20111",2231104,55,0,"1","110","D","4","D","10","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20111",2231145,53,0,"1","110","D","3","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2231274,61,0,"1","100","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2231524,42,0,"1","100","D","3","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2231565,91,0,"1","120","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","10","D"
"20111",2232035,52,0,"2","100","D","6","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20111",2232504,48,0,"2","110","D","2","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2232665,63,0,"1","110","D","1","D","12","D",1500,"F",.,"A",.,"A","2","D",.,"A","02","D"
"20111",2232704,34,0,"2","100","D","2","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2232774,36,0,"1","100","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2233015,70,0,"1","110","D","1","D","11","D",2000,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2233554,57,0,"1","150","D","6","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","09","D"
"20111",2234085,56,0,"1","100","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2234714,41,0,"1","110","D","2","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2234814,56,0,"1","110","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2235035,42,0,"1","200","D","1","D","12","D",1700,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20111",2235445,35,0,"1","100","D","5","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20111",2235515,25,0,"1","110","D","3","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2235534,32,0,"1","110","D","6","D","10","D",.,"A",.,"A",.,"A","1","D",.,"A","02","D"
"20111",2235794,37,0,"1","110","D","6","D","12","D",.,"A",.,"A",.,"A",,"C",.,"A","03","D"
"20111",2236205,56,0,"1","110","D","3","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20111",2236974,57,0,"1","100","D","2","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20111",2238024,54,0,"1","100","D","1","D","11","D",300,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2239345,41,0,"1","110","D","1","D","12","D",900,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2239414,76,0,"1","100","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20111",2239604,35,0,"1","100","D","2","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20111",2239755,48,0,"1","100","D","1","D","10","D",2200,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20111",2239984,46,0,"1","110","D","4","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20111",2240705,46,0,"1","100","D","3","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20111",2241335,68,0,"1","110","D","2","D","12","D",.,"A",.,"A",.,"A","1","D",10000,"D","02","D"
"20111",2242514,63,0,"1","110","D","1","D","12","D",200,"D",.,"A",.,"A","2","D",.,"A","06","D"
"20111",2242514,64,0,"1","110","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","07","D"
