"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOG","PROP0NOG","OWNYG","OWNYG_","NEWMRTG","NEWMRTG_","ORGMRTG","ORGMRTG_","QMRTTRMG","QMRT_RMG","MRTPMTG","MRTPMTG_","PAYPRTXG","PAYP_TXG","PAYPRING","PAYP_ING","PAYMRING","PAYM_ING","PAYOTHRG","PAYO_HRG","QESCROWG","QESC_OWG","QPRINM1G","QPRI_M1G","QPRINM2G","QPRI_M2G","QPRINM3G","QPRI_M3G","QADINT1G","QADI_T1G","QADINT2G","QADI_T2G","QADINT3G","QADI_T3G","QRFINDTG","QRFI_DTG","FRSTPYMG","FRST_YMG","FRSTPYRG","FRST_YRG","FIXDRTEG","FIXD_TEG","QNEWDATG","QNEW_ATG","QBLNCM1G","QBLN_M1G","QBLNCM2G","QBLN_M2G","QBLNCM3G","QBLN_M3G","LOAN_NOG","LOAN0NOG","VARRTEG","VARRTEG_","INTONLYG","INTO_LYG","OTHRTEG","OTHRTEG_","PAYMT1G","PAYMT1G_","PAYMT2G","PAYMT2G_","PAYMT3G","PAYMT3G_","PAYPRNPG","PAYP_NPG","PAYINTG","PAYINTG_"
"20111",2232935,86,0,"5","01","D","100","D",0.12,"D",27246,"D",20,"D",300,"D",,"A",,"A",,"A",,"A",0,"D",39,"D",39,"D",39,"D",261,"D",261,"D",261,"D",,"A","12","D","2007","D","1","D",,"A",26137,"D",26099,"D",26060,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2233144,41,0,"5","01","D","100","D",0.0859,"F",4864,"F",5,"F",100,"F",,"A",,"A",,"A",,"A",0,"F",89,"F",89,"F",90,"F",11,"F",11,"F",10,"F",,"A","04","F","2007","F","1","F",,"A",1596,"F",1507,"F",1418,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2235305,39,0,"5","01","D","100","D",0.08,"D",20000,"D",20,"D",200,"D",,"B",,"B",,"B",,"B",33,"D",44,"D",45,"D",45,"D",123,"D",122,"D",122,"D",,"A","05","D","2007","D","1","D",,"A",18419,"D",18374,"D",18330,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2235454,86,0,"5","01","D","100","D",0.065,"F",132516,"F",20,"F",988,"F",,"A",,"A",,"A",,"A",0,"F",358,"F",360,"F",362,"F",630,"F",628,"F",626,"F",,"A","06","F","2006","F","1","F",,"A",116337,"F",115979,"F",115620,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2237184,27,0,"5","01","D","100","D",0.045,"D",150000,"D",15,"D",1147,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",.,"A",724,"D",.,"A",.,"A",423,"D",,"A","03","D","2006","D","1","D","122010","D",.,"A",.,"A",112932,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2237184,42,0,"5","01","D","100","D",0.0575,"D",149926,"D",15,"D",1245,"D",,"C",,"C",,"C",,"C",0,"D",685,"D",688,"D",.,"A",560,"D",557,"D",.,"A","122010","D","03","D","2006","D","1","D",,"A",116878,"D",116193,"D",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20111",2238115,31,0,"5","01","D","100","D",0.0859,"F",44544,"F",15,"F",441,"F",,"A",,"A",,"A",,"A",0,"F",285,"F",287,"F",290,"F",156,"F",154,"F",151,"F",,"A","01","F","2001","F","1","F",,"A",21734,"F",21448,"F",21161,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2239815,57,0,"5","01","D","100","D",0.045,"D",130000,"D",10,"D",1347,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",3000,"D",3000,"D",3000,"D",,"A","08","D","2002","D","2","D",,"A",181009,"T",179773,"T",179081,"T","01","D",,"A","2","D",,"A",3000,"D",7341,"T",3017,"T",,"A","2","D"
"20111",2239884,36,0,"5","01","D","100","D",0.06,"F",90000,"F",20,"F",650,"F",,"B",,"B",,"B",,"B",5,"F",339,"F",341,"F",343,"F",306,"F",304,"F",302,"F",,"A","09","F","2001","F","1","F",,"A",61158,"F",60819,"F",60478,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2240865,83,0,"5","01","D","100","D",0.043,"D",120000,"D",10,"D",1232,"D",,"A",,"A",,"A",,"A",0,"D",348,"D",349,"D",350,"D",100,"D",99,"D",98,"D",,"A","10","D","2006","D","2","D",,"A",78070,"D",77118,"D",76162,"D","01","D","1","D",,"A",,"A",450,"D",450,"D",450,"D","1","D","2","D"
"20111",2242394,38,0,"5","01","D","100","D",0.05,"D",44784,"D",10,"D",475,"D",,"A",,"A",,"A",,"A",0,"D",296,"D",297,"D",298,"D",179,"D",178,"D",177,"D",,"A","04","D","2010","D","1","D",,"A",43035,"D",42740,"D",42443,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2242734,45,0,"5","01","D","100","D",0.0859,"D",7633,"D",10,"D",95,"D",,"A",,"A",,"A",,"A",0,"D",49,"D",50,"D",50,"D",46,"D",45,"D",45,"D",,"A","06","D","2008","D","1","D",,"A",6387,"D",6337,"D",6288,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2243845,54,0,"5","01","D","100","D",0.09,"F",24788,"F",10,"F",314,"F",,"A",,"A",,"A",,"A",0,"F",189,"F",190,"F",192,"F",125,"F",124,"F",122,"F",,"A","07","F","2006","F","1","F",,"A",16678,"F",16490,"F",16299,"F","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2243845,74,0,"5","01","D","100","D",0.0859,"D",214136,"T",10,"D",2679,"T",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",,"A","07","D","2004","D","2","D",,"A",88319,"D",86649,"D",84966,"D","01","D",,"A",,"A","3","D",0,"D",0,"D",0,"D","1","D","2","D"
"20111",2245805,34,0,"5","01","D","100","D",0.0859,"D",8060,"D",4,"D",199,"D",,"A",,"A",,"A",,"A",0,"D",168,"D",169,"D",170,"D",31,"D",30,"D",29,"D",,"A","10","D","2008","D","1","D",,"A",4374,"D",4207,"D",4038,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2246134,33,0,"5","01","D","100","D",0.0863,"F",95000,"F",15,"F",1112,"F",,"B",,"B",,"B",,"B",169,"F",329,"F",331,"F",334,"F",614,"F",612,"F",609,"F",,"A","02","F","2008","F","1","F",,"A",85363,"F",85034,"F",84702,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2246835,41,0,"5","01","D","100","D",0.0859,"F",26262,"F",15,"F",260,"F",,"A",,"A",,"A",,"A",0,"F",125,"F",126,"F",127,"F",41,"F",40,"F",40,"F",,"A","07","F","2004","F","1","F",,"A",18899,"F",18775,"F",18649,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2247095,56,0,"5","01","D","100","D",0.0525,"D",20000,"D",15,"D",346,"D",,"B",,"B",,"B",,"B",185,"D",95,"D",95,"D",96,"D",66,"D",66,"D",65,"D",,"A","12","D","2005","D","1","D",,"A",15159,"D",15065,"D",14970,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2247844,32,0,"5","01","D","100","D",0.0859,"F",33000,"F",16,"F",317,"F",,"A",,"A",,"A",,"A",0,"F",440,"F",443,"F",446,"F",60,"F",57,"F",54,"F",,"A","04","F","1996","F","2","F",,"A",5332,"F",5053,"F",4773,"F","01","D",,"A",,"A",,"A",800,"F",1000,"F",500,"F","1","D","2","D"
"20111",2247884,47,0,"5","01","D","100","D",0.0625,"F",63972,"F",13,"F",600,"F",,"A",,"A",,"A",,"A",0,"F",567,"F",570,"F",573,"F",25,"F",23,"F",20,"F",,"A","09","F","1998","F","1","F",,"A",6397,"F",5831,"F",5261,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2249134,37,0,"5","01","D","100","D",0.0555,"D",20494,"D",15,"D",168,"D",,"A",,"A",,"A",,"A",0,"D",105,"D",105,"D",106,"D",63,"D",63,"D",62,"D",,"A","04","D","2004","D","1","D",,"A",13636,"D",13531,"D",13426,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2250165,56,0,"5","01","D","100","D",0.0859,"D",9728,"D",5,"D",200,"D",,"A",,"A",,"A",,"A",0,"D",140,"D",141,"D",142,"D",60,"D",59,"D",58,"D",,"A","12","D","2009","D","1","D",,"A",8382,"D",8242,"D",8101,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2250474,37,0,"5","01","D","100","D",0.0859,"D",12051,"D",10,"D",150,"D",,"A",,"A",,"A",,"A",0,"D",84,"D",85,"D",85,"D",66,"D",65,"D",65,"D",,"A","07","D","2007","D","1","D",,"A",9195,"D",9111,"D",9026,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2252125,74,0,"5","01","D","100","D",0.045,"D",26000,"D",10,"D",269,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","11","D","2010","D","2","D",,"A",26171,"D",26000,"D",25828,"D","01","D","1","D",,"A",,"A",.,"C",.,"C",.,"C","1","D","2","D"
"20111",2252865,80,0,"5","01","D","100","D",0.0555,"F",20494,"F",15,"F",168,"F",,"A",,"A",,"A",,"A",0,"F",105,"F",105,"F",106,"F",63,"F",63,"F",62,"F",,"A","04","F","2004","F","1","F",,"A",13636,"F",13531,"F",13426,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2255594,30,0,"5","01","D","100","D",0.0859,"D",12451,"D",5,"D",256,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",230,"D",230,"D",230,"D",,"A","04","D","2008","D","1","D",,"A",12451,"D",12451,"D",12451,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20111",2255625,51,0,"5","01","D","100","D",0.0625,"F",63972,"F",13,"F",600,"F",,"A",,"A",,"A",,"A",0,"F",567,"F",570,"F",573,"F",25,"F",23,"F",20,"F",,"A","09","F","1998","F","1","F",,"A",6397,"F",5831,"F",5261,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2255834,41,0,"5","01","D","100","D",0.055,"D",20000,"D",15,"D",175,"D",,"B",,"B",,"B",,"B",12,"D",77,"D",77,"D",77,"D",86,"D",86,"D",86,"D",,"A","07","D","2009","D","1","D",,"A",18819,"D",18742,"D",18665,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2256444,55,0,"5","01","D","100","D",0.0859,"D",20000,"D",4,"D",550,"D",,"B",,"B",,"B",,"B",56,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","112010","D","10","D","2010","D","1","D",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2257075,55,0,"5","01","D","100","D",0.09,"F",10000,"F",10,"F",161,"F",,"B",,"B",,"B",,"B",34,"F",78,"F",78,"F",79,"F",49,"F",49,"F",48,"F",,"A","04","F","2006","F","1","F",,"A",6554,"F",6476,"F",6398,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2259365,48,0,"5","01","D","100","D",0.062,"F",25000,"F",10,"F",286,"F",,"B",,"B",,"B",,"B",6,"F",160,"F",161,"F",162,"F",120,"F",119,"F",118,"F",,"A","11","F","2009","F","1","F",,"A",23138,"F",22977,"F",22816,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2259544,34,0,"5","01","D","100","D",0.0859,"D",64274,"D",10,"D",800,"D",,"A",,"A",,"A",,"A",0,"D",355,"D",357,"D",360,"D",352,"D",350,"D",348,"D",,"A","05","D","2010","D","1","D",,"A",62198,"D",61843,"D",61486,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2260104,21,0,"5","01","D","100","D",0.0925,"F",20000,"F",10,"F",260,"F",,"B",,"B",,"B",,"B",4,"F",135,"F",136,"F",137,"F",121,"F",120,"F",119,"F",,"A","09","F","2007","F","1","F",,"A",15659,"F",15524,"F",15387,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2260425,44,0,"5","01","D","100","D",0.0859,"D",25656,"D",15,"D",254,"D",,"A",,"A",,"A",,"A",0,"D",108,"D",109,"D",109,"D",146,"D",145,"D",145,"D",,"A","11","D","2005","D","1","D",,"A",20407,"D",20299,"D",20190,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2260574,77,0,"5","01","D","100","D",0.09,"D",24788,"D",10,"D",314,"D",,"A",,"A",,"A",,"A",0,"D",189,"D",190,"D",192,"D",125,"D",124,"D",122,"D",,"A","07","D","2006","D","1","D",,"A",16678,"D",16490,"D",16299,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2260704,31,0,"5","01","D","100","D",0.05,"D",25000,"D",15,"D",200,"D",,"B",,"B",,"B",,"B",2,"D",104,"D",104,"D",105,"D",94,"D",94,"D",93,"D",,"A","11","D","2008","D","1","D",,"A",22637,"D",22533,"D",22429,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2261134,41,0,"5","01","D","100","D",0.0449,"D",84816,"D",7,"D",1380,"D",,"B",,"B",,"B",,"B",201,"D",881,"D",884,"D",888,"D",298,"D",295,"D",291,"D",,"A","05","D","2010","D","1","D",,"A",79598,"D",78716,"D",77832,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2261134,42,0,"5","01","D","100","D",0.06,"D",26000,"D",7,"D",385,"D",,"B",,"B",,"B",,"B",5,"D",353,"D",354,"D",356,"D",27,"D",26,"D",24,"D",,"A","02","D","2005","D","1","D",,"A",5461,"D",5108,"D",4754,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2264205,65,0,"5","01","D","100","D",0.0859,"F",55000,"F",5,"F",1131,"F",,"A",,"A",,"A",,"A",0,"F",421,"F",424,"F",427,"F",97,"F",94,"F",91,"F",,"A","05","F","2008","F","2","F",,"A",29518,"F",28599,"F",27673,"F","01","D",,"A",,"A",,"A",118,"F",518,"F",518,"F","1","D","2","D"
"20111",2264535,57,0,"5","01","D","100","D",0.0725,"D",32000,"D",15,"D",300,"D",,"B",,"B",,"B",,"B",8,"D",162,"D",163,"D",164,"D",130,"D",129,"D",128,"D",,"A","01","D","2004","D","1","D",,"A",21569,"D",21407,"D",21244,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2264924,58,0,"5","01","D","100","D",0.0859,"D",11000,"D",20,"D",96,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",,"A","10","D","1995","D","2","D",,"A",11000,"D",11000,"D",11000,"D","01","D","1","D",,"A",,"A",16133,"T",0,"D",0,"D",,"A","2","D"
"20111",2268464,64,0,"5","01","D","100","D",0.0625,"F",63972,"F",13,"F",600,"F",,"A",,"A",,"A",,"A",0,"F",567,"F",570,"F",573,"F",25,"F",23,"F",20,"F",,"A","09","F","1998","F","1","F",,"A",6397,"F",5831,"F",5261,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2268605,39,0,"5","02","D","500","D",0.0587,"D",48326,"T",10,"D",1557,"D",,"A",,"A",,"A",,"A",233,"F",417,"V",420,"V",422,"V",302,"F",297,"F",292,"F",,"A","04","F","2005","D","1","D",,"A",60678,"F",59651,"F",58618,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2268924,35,0,"5","01","D","100","D",0.0859,"D",3000,"D",8,"D",45,"D",,"B",,"B",,"B",,"B",2,"D",31,"D",31,"D",32,"D",12,"D",12,"D",11,"D",,"A","07","D","2006","D","1","D",,"A",1650,"D",1619,"D",1587,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2269585,24,0,"5","01","D","100","D",0.1,"F",11862,"F",8,"F",180,"F",,"A",,"A",,"A",,"A",0,"F",104,"F",105,"F",106,"F",76,"F",75,"F",74,"F",,"A","06","F","2008","F","1","F",,"A",9109,"F",9005,"F",8900,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2271705,54,0,"5","01","D","100","D",0.0863,"D",95000,"D",15,"D",1112,"D",,"B",,"B",,"B",,"B",169,"D",329,"D",331,"D",334,"D",614,"D",612,"D",609,"D",,"A","02","D","2008","D","1","D",,"A",85363,"D",85034,"D",84702,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2273004,60,0,"5","01","D","100","D",0.045,"D",47420,"D",20,"D",300,"D",,"A",,"A",,"A",,"A",0,"D",124,"D",124,"D",125,"D",176,"D",176,"D",175,"D",,"A","07","D","2010","D","1","D",,"A",46929,"D",46805,"D",46680,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2273165,57,0,"5","01","D","100","D",0.0859,"D",100000,"D",10,"D",1245,"D",,"A",,"A",,"A",,"A",0,"D",1339,"T",1392,"T",1399,"T",763,"D",753,"D",742,"D",,"A","11","D","2005","D","2","D",,"A",60539,"D",59728,"D",58910,"D","01","D","1","D",,"A",,"A",2191,"D",2191,"D",2191,"D","1","D","2","D"
"20111",2273605,61,0,"5","01","D","100","D",0.0499,"D",103000,"D",10,"D",1106,"D",,"B",,"B",,"B",,"B",14,"D",715,"D",718,"D",.,"A",377,"D",374,"D",.,"A","012011","D","05","D","2009","D","1","D",,"A",90622,"D",89907,"D",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2274125,82,0,"5","01","D","100","D",0.085,"D",15000,"D",9,"D",200,"D",,"B",,"B",,"B",,"B",1,"D",120,"D",120,"D",121,"D",79,"D",79,"D",78,"D",,"A","11","D","2007","D","1","D",,"A",11212,"D",11092,"D",10972,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2274635,61,0,"5","01","D","100","D",0.0725,"F",50000,"F",15,"F",524,"F",,"B",,"B",,"B",,"B",68,"F",160,"F",161,"F",162,"F",296,"F",295,"F",294,"F",,"A","06","F","2010","F","1","F",,"A",49062,"F",48903,"F",48742,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2275005,56,0,"5","01","D","100","D",0.0735,"D",17000,"D",15,"D",200,"D",,"B",,"B",,"B",,"B",44,"D",88,"D",89,"D",89,"D",68,"D",67,"D",67,"D",,"A","08","D","2003","D","1","D",,"A",11062,"D",10974,"D",10885,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2275305,36,0,"5","01","D","100","D",0.045,"D",7320,"D",15,"D",56,"D",,"A",,"A",,"A",,"A",0,"D",41,"D",42,"D",42,"D",15,"D",14,"D",14,"D",,"A","08","D","2002","D","1","D",,"A",3905,"D",3864,"D",3822,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2275805,70,0,"5","01","D","100","D",0.04,"D",214136,"T",15,"D",1220,"D",,"A",,"A",,"A",,"A",0,"D",239,"D",240,"D",240,"D",111,"D",110,"D",110,"D",,"A","06","D","2005","D","2","D",,"A",116427,"D",115594,"D",114759,"D","01","D","1","D",,"A",,"A",350,"D",350,"D",350,"D","1","D","2","D"
"20111",2276055,41,0,"5","01","D","100","D",0.08,"D",33000,"D",15,"D",334,"D",,"B",,"B",,"B",,"B",19,"D",114,"D",115,"D",116,"D",201,"D",200,"D",199,"D",,"A","07","D","2008","D","1","D",,"A",30086,"D",29972,"D",29857,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2276055,42,0,"5","01","D","100","D",0.0859,"D",5000,"D",15,"D",55,"D",,"B",,"B",,"B",,"B",5,"D",17,"D",17,"D",18,"D",33,"D",33,"D",32,"D",,"A","07","D","2008","D","1","D",,"A",4561,"D",4544,"D",4526,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2277275,71,0,"5","01","D","100","D",0.0453,"D",103000,"D",15,"D",790,"D",,"A",,"A",,"A",,"A",0,"D",467,"D",468,"D",470,"D",309,"D",308,"D",306,"D",,"A","02","D","2007","D","2","D",,"A",83387,"D",82912,"D",82435,"D","01","D","1","D",,"A",,"A",776,"D",776,"D",776,"D","1","D","2","D"
"20111",2277385,52,0,"5","01","D","100","D",0.0859,"F",15185,"F",10,"F",189,"F",,"A",,"A",,"A",,"A",0,"F",0,"F",0,"F",0,"F",189,"F",189,"F",189,"F",,"A","03","F","2009","F","1","F",,"A",15185,"F",15185,"F",15185,"F","01","D",,"A","2","D",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20111",2279034,54,0,"5","01","D","100","D",0.0859,"D",22828,"D",15,"D",226,"D",,"A",,"A",,"A",,"A",0,"D",89,"D",90,"D",91,"D",137,"D",136,"D",135,"D",,"A","09","D","2006","D","1","D",,"A",19081,"D",18992,"D",18902,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2279195,40,0,"5","01","D","100","D",0.0825,"D",23472,"D",20,"D",200,"D",,"A",,"A",,"A",,"A",0,"D",65,"D",65,"D",65,"D",135,"D",135,"D",135,"D",,"A","08","D","2004","D","1","D",,"A",19698,"D",19633,"D",19568,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2281124,48,0,"5","01","D","100","D",0.0859,"D",16068,"D",10,"D",200,"D",,"A",,"A",,"A",,"A",0,"D",89,"D",89,"D",90,"D",111,"D",111,"D",110,"D",,"A","06","D","2010","D","1","D",,"A",15549,"D",15460,"D",15371,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20111",2281284,90,0,"5","01","D","100","D",0.06,"F",40000,"F",15,"F",932,"F",,"B",,"B",,"B",,"B",594,"F",152,"F",153,"F",154,"F",186,"F",185,"F",184,"F",,"A","04","F","2009","F","1","F",,"A",37105,"F",36952,"F",36799,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A",,"C",,"A"
