"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","SAMP_UN","SAMP_UN_","RTELECT","RTELECT_","RTGAS","RTGAS_","RTWATER","RTWATER_","RTHEAT","RTHEAT_","RTTRASH","RTTRASH_","RTASPAY","RTASPAY_","RTCOMPX","RTCOMPX_","RTBSNSZ","RTBSNSZ_","JRTPAYQV","JRTP_YQV","QRT3MCMX","QRT3_CMX","RTTELEPH","RTTE_EPH","RTTVCABL","RTTV_ABL","RTINTRNT","RTIN_RNT","RTFUNSH","RTFUNSH_"
"20111",2227734,23,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","1","D",400,"D",.,"A",1200,"D",0,"D",,"A",,"A",,"A",,"A"
"20111",2227814,17,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3750,"F",,"A",,"A",,"A",,"A"
"20111",2227835,26,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2010,"D",,"A",,"A",,"A",,"A"
"20111",2227864,23,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1950,"D",,"A",,"A",,"A",,"A"
"20111",2227885,39,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1080,"D",,"A",,"A",,"A",,"A"
"20111",2227975,22,0,"1","1","D","2","D","2","D","2","D","1","D","1","D","1","D",450,"D",.,"A",75,"D",1275,"D",,"A",,"A",,"A",,"A"
"20111",2227984,43,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2100,"D",,"A",,"A",,"A",,"A"
"20111",2228075,34,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1500,"D",,"A",,"A",,"A",,"A"
"20111",2228105,24,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1650,"D",,"A",,"A",,"A",,"A"
"20111",2228194,33,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
"20111",2228274,25,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1725,"D",,"A",,"A",,"A",,"A"
"20111",2228445,33,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1800,"D",,"A",,"A",,"A",,"A"
"20111",2228494,17,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",960,"D",,"A",,"A",,"A",,"A"
"20111",2228544,22,0,"1","1","D","2","D","2","D","1","D","1","D","2","D","2","D",.,"A",.,"A",.,"A",2400,"D",,"A",,"A",,"A",,"A"
"20111",2228624,23,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2310,"D",,"A",,"A",,"A",,"A"
"20111",2228635,23,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1500,"D",,"A",,"A",,"A",,"A"
"20111",2228644,19,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1650,"D",,"A",,"A",,"A",,"A"
"20111",2228735,25,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1488,"D",,"A",,"A",,"A",,"A"
"20111",2228784,22,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2400,"D",,"A",,"A",,"A",,"A"
"20111",2228815,34,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3840,"D",,"A",,"A",,"A",,"A"
"20111",2228855,40,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3900,"D",,"A",,"A",,"A",,"A"
"20111",2228874,20,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2100,"D",,"A",,"A",,"A",,"A"
"20111",2228915,41,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1368,"D",,"A",,"A",,"A",,"A"
"20111",2228924,23,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","1","D",700,"D",.,"A",1926,"D",116,"D",,"A",,"A",,"A",,"A"
"20111",2228935,22,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2025,"D",,"A",,"A",,"A",,"A"
"20111",2228974,46,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1050,"D",,"A",,"A",,"A",,"A"
"20111",2229004,22,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",444,"D",,"A",,"A",,"A",,"A"
"20111",2229094,27,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1395,"D",,"A",,"A",,"A",,"A"
"20111",2229154,27,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1650,"F",,"A",,"A",,"A",,"A"
"20111",2229165,44,0,"1","1","D","2","D","2","D","2","D","1","D","2","D","2","D",.,"A",.,"A",.,"A",1200,"D",,"A",,"A",,"A",,"A"
"20111",2229374,34,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",4056,"D",,"A",,"A",,"A",,"A"
"20111",2229544,24,0,"1","1","D","2","D","1","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1800,"D",,"A",,"A",,"A",,"A"
"20111",2229624,22,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",795,"D",,"A",,"A",,"A",,"A"
"20111",2229634,55,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2220,"D",,"A",,"A",,"A",,"A"
"20111",2229644,24,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3240,"D",,"A",,"A",,"A",,"A"
"20111",2229724,37,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",243,"D",,"A",,"A",,"A",,"A"
"20111",2229934,26,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",900,"D",,"A",,"A",,"A",,"A"
"20111",2230045,24,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1800,"D",,"A",,"A",,"A",,"A"
"20111",2230305,26,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3000,"D",,"A",,"A",,"A",,"A"
"20111",2230354,22,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2625,"D",,"A",,"A",,"A",,"A"
"20111",2230434,44,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",681,"D",,"A",,"A",,"A",,"A"
"20111",2230494,17,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3600,"D",,"A",,"A",,"A",,"A"
"20111",2230524,31,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2400,"D",,"A",,"A",,"A",,"A"
"20111",2230595,19,0,"1","1","D","1","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2550,"D",,"A",,"A",,"A",,"A"
"20111",2230654,32,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",7691,"T",,"A",,"A",,"A",,"A"
"20111",2230704,21,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",4500,"D",,"A",,"A",,"A",,"A"
"20111",2230984,29,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",588,"D",,"A",,"A",,"A",,"A"
"20111",2231104,57,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2325,"D",,"A",,"A",,"A",,"A"
"20111",2231164,30,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1800,"D",,"A",,"A",,"A",,"A"
"20111",2231225,28,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1680,"D",,"A",,"A",,"A",,"A"
"20111",2231244,41,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
"20111",2231255,34,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1929,"D",,"A",,"A",,"A",,"A"
"20111",2231454,18,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",0.25,"D",.,"A",2925,"D",,"A",,"A",,"A",,"A"
"20111",2231534,24,0,"1","1","D","2","D","2","D","1","D","1","D","2","D","2","D",.,"A",.,"A",.,"A",3600,"D",,"A",,"A",,"A",,"A"
"20111",2231555,40,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",5010,"D",,"A",,"A",,"A",,"A"
"20111",2231585,30,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1500,"D",,"A",,"A",,"A",,"A"
"20111",2231605,28,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3000,"D",,"A",,"A",,"A",,"A"
"20111",2231925,29,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2850,"D",,"A",,"A",,"A",,"A"
"20111",2232115,21,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1650,"D",,"A",,"A",,"A",,"A"
"20111",2232254,21,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",504,"D",,"A",,"A",,"A",,"A"
"20111",2232374,30,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3150,"D",,"A",,"A",,"A",,"A"
"20111",2232555,38,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2604,"D",,"A",,"A",,"A",,"A"
"20111",2232644,41,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",750,"D",,"A",,"A",,"A",,"A"
"20111",2232734,37,0,"6","1","D",,"B",,"B",,"B",,"B",,"B",,"B",.,"A",.,"A",.,"A",2100,"F",,"A",,"A",,"A",,"A"
"20111",2232774,37,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
"20111",2232795,39,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",900,"D",,"A",,"A",,"A",,"A"
"20111",2232954,33,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3,"D",,"A",,"A",,"A",,"A"
"20111",2233165,31,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1950,"D",,"A",,"A",,"A",,"A"
"20111",2233395,90,0,"6","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A"
"20111",2233424,33,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1500,"D",,"A",,"A",,"A",,"A"
"20111",2233435,44,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",4200,"D",,"A",,"A",,"A",,"A"
"20111",2233494,24,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","1","D",200,"D",.,"A",0,"D",600,"D",,"A",,"A",,"A",,"A"
"20111",2233514,20,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1389,"D",,"A",,"A",,"A",,"A"
"20111",2233664,21,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",960,"D",,"A",,"A",,"A",,"A"
"20111",2233844,47,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3300,"D",,"A",,"A",,"A",,"A"
"20111",2233985,56,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",4650,"D",,"A",,"A",,"A",,"A"
"20111",2234475,24,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2550,"D",,"A",,"A",,"A",,"A"
"20111",2234625,17,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1800,"F",,"A",,"A",,"A",,"A"
"20111",2234634,26,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",4200,"D",,"A",,"A",,"A",,"A"
"20111",2234654,31,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",7691,"T",,"A",,"A",,"A",,"A"
"20111",2234685,24,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","1","D",.,"C",.,"A",1335,"D",1128,"D",,"A",,"A",,"A",,"A"
"20111",2234775,25,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1755,"D",,"A",,"A",,"A",,"A"
"20111",2234785,44,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3330,"D",,"A",,"A",,"A",,"A"
"20111",2234824,67,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","1","D",1800,"D",0.1,"D",135,"D",4725,"D",,"A",,"A",,"A",,"A"
"20111",2234994,103,0,"1","2","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1200,"D",,"A",,"A",,"A",,"A"
"20111",2235144,66,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",7691,"T",,"A",,"A",,"A",,"A"
"20111",2235164,19,0,"1","1","D","1","D","1","D","1","D","1","D","1","D",,"C",.,"A",.,"A",.,"A",3150,"F",,"A",,"A",,"A",,"A"
"20111",2235434,47,0,"1","2","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2085,"D",,"A",,"A",,"A",,"A"
"20111",2235445,36,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2850,"D",,"A",,"A",,"A",,"A"
"20111",2235515,26,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2400,"D",,"A",,"A",,"A",,"A"
"20111",2235534,33,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1650,"D",,"A",,"A",,"A",,"A"
"20111",2235555,20,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1350,"D",,"A",,"A",,"A",,"A"
"20111",2235594,23,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","1","D",600,"D",.,"A",450,"D",1350,"D",,"A",,"A",,"A",,"A"
"20111",2235624,22,0,"1","1","D","2","D","1","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A"
"20111",2235644,50,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2814,"D",,"A",,"A",,"A",,"A"
"20111",2235705,50,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2340,"D",,"A",,"A",,"A",,"A"
"20111",2235765,26,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",5100,"D",,"A",,"A",,"A",,"A"
"20111",2235845,38,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2325,"D",,"A",,"A",,"A",,"A"
"20111",2235855,20,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","1","D",500,"D",.,"A",966,"D",534,"D",,"A",,"A",,"A",,"A"
"20111",2236055,30,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3000,"D",,"A",,"A",,"A",,"A"
"20111",2236065,22,0,"1","1","D",,"C",,"C",,"C","1","D","1","D","2","D",.,"A",.,"A",.,"A",5685,"D",,"A",,"A",,"A",,"A"
"20111",2236094,41,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2325,"D",,"A",,"A",,"A",,"A"
"20111",2236145,37,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",750,"D",,"A",,"A",,"A",,"A"
"20111",2236174,25,0,"1","1","D","2","D","1","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1635,"D",,"A",,"A",,"A",,"A"
"20111",2236194,44,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3150,"D",,"A",,"A",,"A",,"A"
"20111",2236275,19,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",900,"D",,"A",,"A",,"A",,"A"
"20111",2236334,32,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","1","D",550,"D",.,"A",450,"D",1200,"D",,"A",,"A",,"A",,"A"
"20111",2236474,23,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1854,"D",,"A",,"A",,"A",,"A"
"20111",2236545,94,0,"1","1","D","1","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",7691,"T",,"A",,"A",,"A",,"A"
"20111",2236645,25,0,"1","1","D","1","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",7691,"T",,"A",,"A",,"A",,"A"
"20111",2236665,32,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2400,"D",,"A",,"A",,"A",,"A"
"20111",2236805,35,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2685,"D",,"A",,"A",,"A",,"A"
"20111",2236885,34,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2025,"D",,"A",,"A",,"A",,"A"
"20111",2236915,44,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
"20111",2236915,45,0,"1","2","D",,"A",,"A",,"A",,"A",,"A",,"B",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
"20111",2236945,35,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3600,"D",,"A",,"A",,"A",,"A"
"20111",2236995,80,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1125,"D",,"A",,"A",,"A",,"A"
"20111",2237014,56,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
"20111",2237024,58,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
"20111",2237154,22,0,"1","1","D","2","D","1","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2133,"D",,"A",,"A",,"A",,"A"
"20111",2237175,31,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1695,"D",,"A",,"A",,"A",,"A"
"20111",2237274,19,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",435,"D",,"A",,"A",,"A",,"A"
"20111",2237364,38,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",486,"D",,"A",,"A",,"A",,"A"
"20111",2237415,35,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
"20111",2237654,38,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1550,"D",,"A",,"A",,"A",,"A"
"20111",2237724,16,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",369,"D",,"A",,"A",,"A",,"A"
"20111",2237844,24,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3000,"D",,"A",,"A",,"A",,"A"
"20111",2237885,22,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1500,"D",,"A",,"A",,"A",,"A"
"20111",2237954,20,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",7691,"T",,"A",,"A",,"A",,"A"
"20111",2237994,26,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3740,"D",,"A",,"A",,"A",,"A"
"20111",2238255,32,0,"1","1","D","2","D","1","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1575,"D",,"A",,"A",,"A",,"A"
"20111",2238285,27,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",525,"D",,"A",,"A",,"A",,"A"
"20111",2238545,22,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","1","D",1900,"D",.,"A",1327,"F",.,"A",,"A",,"A",,"A",,"A"
"20111",2238904,21,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3000,"D",,"A",,"A",,"A",,"A"
"20111",2238925,26,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",585,"D",,"A",,"A",,"A",,"A"
"20111",2239105,49,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1950,"D",,"A",,"A",,"A",,"A"
"20111",2239255,45,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",900,"D",,"A",,"A",,"A",,"A"
"20111",2239295,18,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1500,"D",,"A",,"A",,"A",,"A"
"20111",2239395,34,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",7691,"T",,"A",,"A",,"A",,"A"
"20111",2239435,25,0,"1","1","D","1","D","2","D","1","D","1","D","2","D","2","D",.,"A",.,"A",.,"A",2925,"D",,"A",,"A",,"A",,"A"
"20111",2239804,27,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2700,"D",,"A",,"A",,"A",,"A"
"20111",2239854,42,0,"1","1","D","1","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1719,"D",,"A",,"A",,"A",,"A"
"20111",2239945,27,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","1","D",800,"D",.,"A",750,"D",1650,"D",,"A",,"A",,"A",,"A"
"20111",2240035,19,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2250,"D",,"A",,"A",,"A",,"A"
"20111",2240115,42,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1332,"D",,"A",,"A",,"A",,"A"
"20111",2240185,48,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1800,"D",,"A",,"A",,"A",,"A"
"20111",2240364,30,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3000,"D",,"A",,"A",,"A",,"A"
"20111",2240764,16,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","1","D",.,"C",.,"A",96,"D",81,"D",,"A",,"A",,"A",,"A"
"20111",2240815,29,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","1","D",870,"D",.,"A",1275,"D",1335,"D",,"A",,"A",,"A",,"A"
"20111",2240905,34,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2325,"D",,"A",,"A",,"A",,"A"
"20111",2240954,34,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3300,"D",,"A",,"A",,"A",,"A"
"20111",2241185,30,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1602,"D",,"A",,"A",,"A",,"A"
"20111",2241295,20,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",900,"D",,"A",,"A",,"A",,"A"
"20111",2241314,32,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1500,"D",,"A",,"A",,"A",,"A"
"20111",2241325,26,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",7691,"T",,"A",,"A",,"A",,"A"
"20111",2241365,25,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1695,"D",,"A",,"A",,"A",,"A"
"20111",2241435,30,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",621,"D",,"A",,"A",,"A",,"A"
"20111",2241474,23,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",6,"D",,"A",,"A",,"A",,"A"
"20111",2241664,24,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1485,"D",,"A",,"A",,"A",,"A"
"20111",2241715,65,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",4221,"D",,"A",,"A",,"A",,"A"
"20111",2241835,41,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3450,"D",,"A",,"A",,"A",,"A"
"20111",2241925,28,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",4350,"D",,"A",,"A",,"A",,"A"
"20111",2241995,40,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2622,"D",,"A",,"A",,"A",,"A"
"20111",2242054,34,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",372,"D",,"A",,"A",,"A",,"A"
"20111",2242155,27,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1125,"D",,"A",,"A",,"A",,"A"
"20111",2242205,17,0,"1","1","D",,"C",,"C",,"C",,"C",,"C",,"C",.,"A",.,"A",.,"A",1750,"F",,"A",,"A",,"A",,"A"
"20111",2242254,28,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1440,"D",,"A",,"A",,"A",,"A"
"20111",2242275,47,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A"
"20111",2242314,22,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1500,"D",,"A",,"A",,"A",,"A"
