"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VOPREGY","VOPREGY_","VOPMO_C","VOPMO_C_","VOPREGX","VOPREGX_","VOPRGY1","VOPRGY1_","VOPRGY2","VOPRGY2_","VOPRGY3","VOPRGY3_","VOPRGY4","VOPRGY4_"
"20111",2229915,87,2,"1","410","D","12","D",37,"E",,"A",,"A",,"A",,"A"
"20111",2229924,168,0,"1","410","D","10","D",80,"D",,"A",,"A",,"A",,"A"
"20111",2229975,59,0,"1","420","D","11","D",609,"D",,"A",,"A",,"A",,"A"
"20111",2229975,60,0,"1","400","D","12","D",35,"D",,"A",,"A",,"A",,"A"
"20111",2230034,36,0,"1","400","D","12","D",35,"D",,"A",,"A",,"A",,"A"
"20111",2230034,37,0,"2","410","D","10","D",14,"D",,"A",,"A",,"A",,"A"
"20111",2230175,59,0,"2","420","D","10","D",59,"D",,"A",,"A",,"A",,"A"
"20111",2230324,90,0,"1","420","D","11","D",124,"D",,"A",,"A",,"A",,"A"
"20111",2230324,91,0,"1","410","D","11","D",40,"D",,"A",,"A",,"A",,"A"
"20111",2230324,92,0,"1","410","D","12","D",40,"D",,"A",,"A",,"A",,"A"
"20111",2230834,72,0,"1","410","D","12","D",25,"D",,"A",,"A",,"A",,"A"
"20111",2230844,95,0,"1","420","D","12","D",118,"D",,"A",,"A",,"A",,"A"
"20111",2230924,69,0,"1","410","D","10","D",21,"D",,"A",,"A",,"A",,"A"
"20111",2230994,55,0,"1","430","D","11","D",.,"H","425","D","415","D",,"A",,"A"
"20111",2230994,55,1,"1","420","D","11","D",200,"E",,"A",,"A",,"A",,"A"
"20111",2231244,46,0,"2","420","D","10","D",24,"D",,"A",,"A",,"A",,"A"
"20111",2231365,59,0,"1","400","D","10","D",50,"D",,"A",,"A",,"A",,"A"
"20111",2231444,36,0,"1","420","D","11","D",200,"D",,"A",,"A",,"A",,"A"
"20111",2231464,46,0,"2","410","D","10","D",40,"D",,"A",,"A",,"A",,"A"
"20111",2231545,42,0,"1","400","D","10","D",58,"D",,"A",,"A",,"A",,"A"
"20111",2231545,43,0,"1","400","D","12","D",69,"D",,"A",,"A",,"A",,"A"
"20111",2231555,50,0,"1","420","D","12","D",314,"D",,"A",,"A",,"A",,"A"
"20111",2231565,103,0,"1","420","D","12","D",126,"D",,"A",,"A",,"A",,"A"
"20111",2231705,48,0,"1","400","D","12","D",10,"D",,"A",,"A",,"A",,"A"
"20111",2231734,95,0,"1","420","D","10","D",106,"D",,"A",,"A",,"A",,"A"
"20111",2231824,76,0,"1","410","D","12","D",20,"D",,"A",,"A",,"A",,"A"
"20111",2231824,77,0,"1","400","D","12","D",12,"D",,"A",,"A",,"A",,"A"
"20111",2232035,64,0,"1","410","D","12","D",75,"D",,"A",,"A",,"A",,"A"
"20111",2232035,65,0,"1","420","D","12","D",35,"D",,"A",,"A",,"A",,"A"
"20111",2232084,80,0,"1","420","D","11","D",150,"D",,"A",,"A",,"A",,"A"
"20111",2232094,41,0,"1","430","D","10","D",.,"H","415","D","400","D",,"A",,"A"
"20111",2232094,41,1,"1","420","D","10","D",40,"E",,"A",,"A",,"A",,"A"
"20111",2232094,41,2,"1","400","D","10","D",14,"E",,"A",,"A",,"A",,"A"
"20111",2232094,42,0,"2","420","D","10","D",57,"F",,"A",,"A",,"A",,"A"
"20111",2232144,34,0,"1","420","D","12","D",38,"F",,"A",,"A",,"A",,"A"
"20111",2232144,35,0,"1","420","D","11","D",76,"F",,"A",,"A",,"A",,"A"
"20111",2232244,81,0,"1","420","D","11","D",80,"D",,"A",,"A",,"A",,"A"
"20111",2232285,45,0,"1","420","D","12","D",84,"D",,"A",,"A",,"A",,"A"
"20111",2232294,65,0,"1","400","D","12","D",50,"D",,"A",,"A",,"A",,"A"
"20111",2232394,73,0,"1","400","D","10","D",27,"D",,"A",,"A",,"A",,"A"
"20111",2232394,74,0,"2","420","D","10","D",43,"D",,"A",,"A",,"A",,"A"
"20111",2232414,66,0,"1","420","D","10","D",45,"D",,"A",,"A",,"A",,"A"
"20111",2232504,59,0,"1","420","D","11","D",99,"D",,"A",,"A",,"A",,"A"
"20111",2232524,39,0,"1","420","D","12","D",110,"D",,"A",,"A",,"A",,"A"
"20111",2232584,59,0,"1","420","D","12","D",127,"D",,"A",,"A",,"A",,"A"
"20111",2232625,57,0,"1","430","D","11","D",.,"H","410","D","415","D",,"A",,"A"
"20111",2232625,57,1,"1","410","D","11","D",17,"E",,"A",,"A",,"A",,"A"
"20111",2232625,57,2,"1","420","D","11","D",233,"E",,"A",,"A",,"A",,"A"
"20111",2232814,43,0,"1","420","D","10","D",55,"D",,"A",,"A",,"A",,"A"
"20111",2232954,38,0,"1","400","D","11","D",30,"D",,"A",,"A",,"A",,"A"
"20111",2233225,41,0,"1","400","D","11","D",24,"D",,"A",,"A",,"A",,"A"
"20111",2233225,42,0,"1","410","D","11","D",36,"D",,"A",,"A",,"A",,"A"
"20111",2233315,56,0,"1","420","D","11","D",250,"D",,"A",,"A",,"A",,"A"
"20111",2233385,47,0,"1","420","D","11","D",145,"D",,"A",,"A",,"A",,"A"
"20111",2233405,62,0,"1","400","D","12","D",30,"D",,"A",,"A",,"A",,"A"
"20111",2233405,63,0,"2","420","D","10","D",99,"D",,"A",,"A",,"A",,"A"
"20111",2233424,38,0,"2","400","D","10","D",75,"D",,"A",,"A",,"A",,"A"
"20111",2233435,57,0,"1","420","D","11","D",125,"D",,"A",,"A",,"A",,"A"
"20111",2233755,90,0,"1","420","D","11","D",47,"D",,"A",,"A",,"A",,"A"
"20111",2233774,44,0,"1","420","D","12","D",75,"D",,"A",,"A",,"A",,"A"
"20111",2233774,45,0,"2","420","D","10","D",75,"D",,"A",,"A",,"A",,"A"
"20111",2234054,46,0,"1","410","D","11","D",15,"D",,"A",,"A",,"A",,"A"
"20111",2234054,47,0,"1","420","D","11","D",102,"D",,"A",,"A",,"A",,"A"
"20111",2234074,45,0,"1","420","D","11","D",300,"D",,"A",,"A",,"A",,"A"
"20111",2234074,46,0,"2","420","D","10","D",200,"D",,"A",,"A",,"A",,"A"
"20111",2234085,67,0,"2","420","D","10","D",45,"D",,"A",,"A",,"A",,"A"
"20111",2234265,105,0,"1","410","D","11","D",18,"D",,"A",,"A",,"A",,"A"
"20111",2234274,88,0,"1","420","D","11","D",120,"D",,"A",,"A",,"A",,"A"
"20111",2234284,61,0,"1","400","D","12","D",25,"D",,"A",,"A",,"A",,"A"
"20111",2234424,68,0,"1","420","D","11","D",100,"D",,"A",,"A",,"A",,"A"
"20111",2234714,49,0,"1","420","D","11","D",200,"D",,"A",,"A",,"A",,"A"
"20111",2234785,49,0,"1","420","D","10","D",30,"D",,"A",,"A",,"A",,"A"
"20111",2234824,82,0,"1","420","D","12","D",165,"D",,"A",,"A",,"A",,"A"
"20111",2234885,98,0,"2","420","D","10","D",200,"D",,"A",,"A",,"A",,"A"
"20111",2234994,121,0,"1","420","D","11","D",58,"D",,"A",,"A",,"A",,"A"
"20111",2235035,46,0,"1","420","D","11","D",50,"D",,"A",,"A",,"A",,"A"
"20111",2235064,51,0,"1","420","D","12","D",150,"D",,"A",,"A",,"A",,"A"
"20111",2235155,71,0,"1","420","D","10","D",300,"D",,"A",,"A",,"A",,"A"
"20111",2235155,72,0,"1","410","D","10","D",15,"D",,"A",,"A",,"A",,"A"
"20111",2235195,36,0,"1","420","D","12","D",85,"D",,"A",,"A",,"A",,"A"
"20111",2235454,114,0,"1","420","D","12","D",133,"D",,"A",,"A",,"A",,"A"
"20111",2235484,61,0,"2","420","D","10","D",54,"D",,"A",,"A",,"A",,"A"
"20111",2235705,59,0,"2","400","D","10","D",31,"D",,"A",,"A",,"A",,"A"
"20111",2235725,46,0,"1","420","D","11","D",146,"D",,"A",,"A",,"A",,"A"
"20111",2235745,78,0,"1","420","D","11","D",85,"D",,"A",,"A",,"A",,"A"
"20111",2235835,51,0,"1","420","D","11","D",90,"D",,"A",,"A",,"A",,"A"
"20111",2235994,49,0,"1","420","D","10","D",220,"D",,"A",,"A",,"A",,"A"
"20111",2236114,60,0,"2","400","D","10","D",25,"D",,"A",,"A",,"A",,"A"
"20111",2236194,55,0,"1","400","D","10","D",20,"D",,"A",,"A",,"A",,"A"
"20111",2236205,64,0,"1","420","D","10","D",369,"D",,"A",,"A",,"A",,"A"
"20111",2236264,96,0,"1","420","D","10","D",108,"D",,"A",,"A",,"A",,"A"
"20111",2236264,97,0,"1","420","D","12","D",101,"D",,"A",,"A",,"A",,"A"
"20111",2236785,68,0,"1","410","D","12","D",45,"D",,"A",,"A",,"A",,"A"
"20111",2236785,69,0,"1","420","D","12","D",165,"D",,"A",,"A",,"A",,"A"
"20111",2236995,97,0,"1","420","D","12","D",415,"D",,"A",,"A",,"A",,"A"
"20111",2237235,63,0,"1","420","D","11","D",47,"D",,"A",,"A",,"A",,"A"
"20111",2237755,106,0,"1","420","D","11","D",389,"D",,"A",,"A",,"A",,"A"
"20111",2237814,43,0,"1","400","D","12","D",30,"D",,"A",,"A",,"A",,"A"
"20111",2238195,96,0,"1","420","D","10","D",51,"D",,"A",,"A",,"A",,"A"
"20111",2238235,62,0,"1","410","D","11","D",35,"D",,"A",,"A",,"A",,"A"
"20111",2238304,86,0,"1","420","D","11","D",49,"D",,"A",,"A",,"A",,"A"
"20111",2238315,60,0,"1","420","D","12","D",125,"D",,"A",,"A",,"A",,"A"
"20111",2238584,76,0,"2","400","D","10","D",24,"D",,"A",,"A",,"A",,"A"
"20111",2238645,32,0,"1","420","D","12","D",55,"D",,"A",,"A",,"A",,"A"
"20111",2238755,79,0,"1","420","D","11","D",196,"D",,"A",,"A",,"A",,"A"
"20111",2238755,80,0,"1","420","D","11","D",185,"D",,"A",,"A",,"A",,"A"
"20111",2238805,72,0,"1","430","D","10","D",.,"H","425","D","415","D",,"A",,"A"
"20111",2238805,72,1,"1","420","D","10","D",30,"E",,"A",,"A",,"A",,"A"
"20111",2238805,72,2,"1","420","D","10","D",30,"E",,"A",,"A",,"A",,"A"
"20111",2238805,73,0,"2","400","D","10","D",23,"D",,"A",,"A",,"A",,"A"
"20111",2239005,76,0,"1","410","D","12","D",54,"D",,"A",,"A",,"A",,"A"
"20111",2239005,77,0,"1","420","D","12","D",36,"D",,"A",,"A",,"A",,"A"
"20111",2239105,58,0,"1","420","D","11","D",91,"D",,"A",,"A",,"A",,"A"
"20111",2239545,48,0,"1","420","D","12","D",150,"D",,"A",,"A",,"A",,"A"
"20111",2239585,49,0,"1","420","D","11","D",45,"D",,"A",,"A",,"A",,"A"
"20111",2239604,42,0,"1","420","D","10","D",65,"D",,"A",,"A",,"A",,"A"
"20111",2239604,43,0,"1","400","D","11","D",45,"D",,"A",,"A",,"A",,"A"
"20111",2239644,34,0,"1","420","D","11","D",70,"F",,"A",,"A",,"A",,"A"
"20111",2239755,59,0,"1","420","D","10","D",58,"D",,"A",,"A",,"A",,"A"
"20111",2239755,60,0,"2","420","D","10","D",67,"D",,"A",,"A",,"A",,"A"
"20111",2239815,53,0,"1","400","D","10","D",125,"D",,"A",,"A",,"A",,"A"
"20111",2239945,32,0,"1","400","D","10","D",250,"D",,"A",,"A",,"A",,"A"
"20111",2240185,52,0,"2","420","D","10","D",18,"F",,"A",,"A",,"A",,"A"
"20111",2240185,53,0,"2","420","D","10","D",150,"F",,"A",,"A",,"A",,"A"
"20111",2240215,51,0,"1","420","D","11","D",200,"D",,"A",,"A",,"A",,"A"
"20111",2240295,64,0,"1","400","D","12","D",10,"D",,"A",,"A",,"A",,"A"
"20111",2240445,36,0,"1","420","D","11","D",140,"D",,"A",,"A",,"A",,"A"
"20111",2240574,77,0,"1","400","D","12","D",125,"D",,"A",,"A",,"A",,"A"
"20111",2240705,53,0,"1","400","D","10","D",14,"D",,"A",,"A",,"A",,"A"
"20111",2240815,35,0,"2","420","D","10","D",58,"D",,"A",,"A",,"A",,"A"
"20111",2240865,77,0,"1","410","D","12","D",65,"D",,"A",,"A",,"A",,"A"
"20111",2240865,78,0,"1","420","D","12","D",375,"D",,"A",,"A",,"A",,"A"
"20111",2240875,40,0,"1","420","D","10","D",250,"D",,"A",,"A",,"A",,"A"
"20111",2240925,59,0,"1","420","D","10","D",50,"D",,"A",,"A",,"A",,"A"
"20111",2241045,88,0,"1","430","D","11","D",.,"H","425","D","415","D",,"A",,"A"
"20111",2241045,88,1,"1","420","D","11","D",24,"E",,"A",,"A",,"A",,"A"
"20111",2241045,88,2,"1","420","D","11","D",25,"E",,"A",,"A",,"A",,"A"
"20111",2241185,37,0,"2","420","D","10","D",125,"D",,"A",,"A",,"A",,"A"
"20111",2241514,61,0,"1","420","D","12","D",88,"D",,"A",,"A",,"A",,"A"
"20111",2241644,46,0,"1","400","D","10","D",26,"D",,"A",,"A",,"A",,"A"
"20111",2241664,31,0,"1","430","D","11","D",.,"H","415","D","400","D",,"A",,"A"
"20111",2241664,31,1,"1","420","D","11","D",53,"E",,"A",,"A",,"A",,"A"
"20111",2241664,31,2,"1","400","D","11","D",17,"E",,"A",,"A",,"A",,"A"
"20111",2241685,55,0,"1","420","D","11","D",75,"D",,"A",,"A",,"A",,"A"
"20111",2241715,78,0,"2","420","D","10","D",30,"D",,"A",,"A",,"A",,"A"
"20111",2241735,63,0,"1","420","D","11","D",110,"D",,"A",,"A",,"A",,"A"
"20111",2241735,64,0,"1","420","D","12","D",36,"D",,"A",,"A",,"A",,"A"
"20111",2241765,65,0,"1","420","D","11","D",24,"D",,"A",,"A",,"A",,"A"
"20111",2241765,66,0,"1","420","D","12","D",72,"D",,"A",,"A",,"A",,"A"
"20111",2241845,62,0,"1","420","D","12","D",230,"D",,"A",,"A",,"A",,"A"
"20111",2241904,62,0,"1","420","D","12","D",60,"D",,"A",,"A",,"A",,"A"
"20111",2241955,51,0,"1","420","D","12","D",80,"D",,"A",,"A",,"A",,"A"
"20111",2242245,55,0,"2","430","D","10","D",.,"H","410","D","415","D",,"A",,"A"
"20111",2242245,55,1,"2","410","D","10","D",10,"E",,"A",,"A",,"A",,"A"
"20111",2242245,55,2,"2","420","D","10","D",32,"E",,"A",,"A",,"A",,"A"
"20111",2242275,62,0,"1","420","D","11","D",153,"D",,"A",,"A",,"A",,"A"
"20111",2242275,63,0,"1","410","D","11","D",25,"D",,"A",,"A",,"A",,"A"
"20111",2242514,75,0,"1","400","D","12","D",60,"D",,"A",,"A",,"A",,"A"
"20111",2242514,76,0,"1","400","D","11","D",40,"D",,"A",,"A",,"A",,"A"
"20111",2242595,44,0,"1","400","D","12","D",24,"D",,"A",,"A",,"A",,"A"
"20111",2242624,71,0,"1","410","D","11","D",50,"D",,"A",,"A",,"A",,"A"
"20111",2242624,72,0,"1","420","D","12","D",121,"D",,"A",,"A",,"A",,"A"
"20111",2242884,53,0,"1","420","D","12","D",64,"D",,"A",,"A",,"A",,"A"
"20111",2242884,54,0,"2","420","D","10","D",54,"D",,"A",,"A",,"A",,"A"
"20111",2242965,34,0,"1","410","D","10","D",35,"D",,"A",,"A",,"A",,"A"
"20111",2242965,35,0,"1","420","D","11","D",54,"D",,"A",,"A",,"A",,"A"
"20111",2243014,89,0,"1","400","D","12","D",5,"D",,"A",,"A",,"A",,"A"
"20111",2243035,41,0,"1","420","D","11","D",99,"D",,"A",,"A",,"A",,"A"
"20111",2243215,69,0,"1","420","D","11","D",219,"D",,"A",,"A",,"A",,"A"
"20111",2243295,85,0,"1","420","D","12","D",104,"D",,"A",,"A",,"A",,"A"
"20111",2243354,30,0,"1","400","D","12","D",50,"F",,"A",,"A",,"A",,"A"
"20111",2243384,46,0,"1","420","D","11","D",76,"D",,"A",,"A",,"A",,"A"
"20111",2243415,61,0,"2","400","D","10","D",22,"D",,"A",,"A",,"A",,"A"
"20111",2243464,83,0,"1","400","D","11","D",15,"D",,"A",,"A",,"A",,"A"
"20111",2243475,54,0,"1","410","D","12","D",28,"D",,"A",,"A",,"A",,"A"
"20111",2243634,31,0,"2","420","D","10","D",56,"D",,"A",,"A",,"A",,"A"
"20111",2243644,98,0,"1","410","D","11","D",16,"D",,"A",,"A",,"A",,"A"
"20111",2243644,99,0,"1","420","D","12","D",72,"D",,"A",,"A",,"A",,"A"
"20111",2243725,115,0,"1","410","D","12","D",15,"D",,"A",,"A",,"A",,"A"
"20111",2243725,116,0,"1","420","D","12","D",90,"D",,"A",,"A",,"A",,"A"
"20111",2243725,117,0,"2","420","D","10","D",130,"D",,"A",,"A",,"A",,"A"
"20111",2243805,56,0,"1","420","D","12","D",35,"D",,"A",,"A",,"A",,"A"
"20111",2243905,70,0,"1","400","D","12","D",25,"D",,"A",,"A",,"A",,"A"
"20111",2243905,71,0,"1","420","D","12","D",110,"D",,"A",,"A",,"A",,"A"
"20111",2243915,51,0,"1","420","D","11","D",49,"D",,"A",,"A",,"A",,"A"
"20111",2244015,60,0,"1","400","D","12","D",14,"D",,"A",,"A",,"A",,"A"
"20111",2244074,49,0,"1","430","D","11","D",.,"H","415","D","425","D","410","D",,"A"
"20111",2244074,49,1,"1","420","D","11","D",200,"E",,"A",,"A",,"A",,"A"
"20111",2244074,49,2,"1","410","D","11","D",60,"E",,"A",,"A",,"A",,"A"
"20111",2244165,55,0,"1","420","D","12","D",255,"D",,"A",,"A",,"A",,"A"
"20111",2244304,74,0,"1","400","D","12","D",30,"D",,"A",,"A",,"A",,"A"
"20111",2244304,75,0,"1","420","D","11","D",200,"D",,"A",,"A",,"A",,"A"
"20111",2244365,68,0,"1","400","D","11","D",15,"D",,"A",,"A",,"A",,"A"
"20111",2244395,38,0,"1","420","D","12","D",98,"D",,"A",,"A",,"A",,"A"
"20111",2244425,108,0,"1","400","D","12","D",15,"D",,"A",,"A",,"A",,"A"
"20111",2244425,109,0,"1","410","D","10","D",30,"D",,"A",,"A",,"A",,"A"
"20111",2244425,110,0,"1","410","D","12","D",30,"D",,"A",,"A",,"A",,"A"
"20111",2244535,40,0,"1","420","D","12","D",45,"D",,"A",,"A",,"A",,"A"
"20111",2244585,78,0,"1","400","D","10","D",15,"D",,"A",,"A",,"A",,"A"
"20111",2244585,79,0,"2","400","D","10","D",30,"D",,"A",,"A",,"A",,"A"
"20111",2244645,39,0,"1","410","D","12","D",20,"D",,"A",,"A",,"A",,"A"
"20111",2244645,40,0,"1","420","D","12","D",52,"D",,"A",,"A",,"A",,"A"
"20111",2244794,83,0,"1","420","D","11","D",75,"D",,"A",,"A",,"A",,"A"
"20111",2244934,108,0,"1","420","D","11","D",108,"D",,"A",,"A",,"A",,"A"
"20111",2245004,88,0,"1","400","D","12","D",30,"D",,"A",,"A",,"A",,"A"
"20111",2245004,89,0,"1","420","D","11","D",45,"D",,"A",,"A",,"A",,"A"
"20111",2245004,90,0,"2","420","D","10","D",67,"D",,"A",,"A",,"A",,"A"
"20111",2245014,32,0,"1","410","D","12","D",39,"D",,"A",,"A",,"A",,"A"
"20111",2245505,44,0,"1","420","D","11","D",24,"D",,"A",,"A",,"A",,"A"
"20111",2245585,44,0,"1","420","D","12","D",75,"D",,"A",,"A",,"A",,"A"
"20111",2245585,45,0,"1","420","D","10","D",85,"D",,"A",,"A",,"A",,"A"
"20111",2245644,68,0,"1","410","D","12","D",41,"D",,"A",,"A",,"A",,"A"
"20111",2245654,42,0,"1","410","D","11","D",42,"D",,"A",,"A",,"A",,"A"
"20111",2245654,43,0,"1","420","D","10","D",76,"D",,"A",,"A",,"A",,"A"
"20111",2245854,39,0,"1","420","D","12","D",317,"D",,"A",,"A",,"A",,"A"
"20111",2245885,87,0,"1","400","D","10","D",26,"F",,"A",,"A",,"A",,"A"
"20111",2245885,88,0,"1","420","D","10","D",193,"D",,"A",,"A",,"A",,"A"
"20111",2245885,89,0,"1","420","D","10","D",93,"D",,"A",,"A",,"A",,"A"
"20111",2245885,90,0,"1","420","D","10","D",91,"D",,"A",,"A",,"A",,"A"
"20111",2246245,79,0,"1","420","D","11","D",98,"D",,"A",,"A",,"A",,"A"
"20111",2246305,42,0,"1","420","D","12","D",49,"D",,"A",,"A",,"A",,"A"
"20111",2246485,53,0,"1","410","D","11","D",15,"D",,"A",,"A",,"A",,"A"
"20111",2246624,77,0,"1","420","D","11","D",70,"D",,"A",,"A",,"A",,"A"
"20111",2246734,49,0,"1","420","D","10","D",116,"D",,"A",,"A",,"A",,"A"
"20111",2246734,50,0,"1","420","D","10","D",17,"D",,"A",,"A",,"A",,"A"
"20111",2246844,46,0,"1","420","D","12","D",70,"D",,"A",,"A",,"A",,"A"
"20111",2247014,56,0,"1","420","D","12","D",160,"D",,"A",,"A",,"A",,"A"
"20111",2247044,63,0,"2","420","D","10","D",40,"D",,"A",,"A",,"A",,"A"
"20111",2247175,47,0,"1","420","D","10","D",100,"D",,"A",,"A",,"A",,"A"
"20111",2247274,50,0,"1","410","D","11","D",24,"D",,"A",,"A",,"A",,"A"
"20111",2247274,51,0,"1","420","D","11","D",87,"D",,"A",,"A",,"A",,"A"
"20111",2247434,67,0,"1","410","D","11","D",45,"D",,"A",,"A",,"A",,"A"
"20111",2247434,68,0,"1","420","D","11","D",170,"D",,"A",,"A",,"A",,"A"
"20111",2247444,68,0,"1","420","D","11","D",280,"D",,"A",,"A",,"A",,"A"
"20111",2247484,41,0,"1","410","D","10","D",29,"D",,"A",,"A",,"A",,"A"
"20111",2247505,43,0,"1","410","D","11","D",51,"D",,"A",,"A",,"A",,"A"
"20111",2247505,44,0,"1","420","D","11","D",36,"D",,"A",,"A",,"A",,"A"
"20111",2247534,83,0,"1","410","D","11","D",40,"D",,"A",,"A",,"A",,"A"
"20111",2247534,84,0,"1","420","D","11","D",72,"D",,"A",,"A",,"A",,"A"
"20111",2247615,62,0,"2","410","D","10","D",20,"D",,"A",,"A",,"A",,"A"
"20111",2247744,59,0,"1","400","D","10","D",120,"D",,"A",,"A",,"A",,"A"
"20111",2247785,44,0,"1","400","D","12","D",28,"D",,"A",,"A",,"A",,"A"
"20111",2247815,51,0,"2","420","D","10","D",65,"D",,"A",,"A",,"A",,"A"
"20111",2247855,75,0,"1","420","D","10","D",303,"D",,"A",,"A",,"A",,"A"
"20111",2248125,82,0,"1","420","D","10","D",15,"D",,"A",,"A",,"A",,"A"
"20111",2248134,24,0,"1","420","D","11","D",74,"D",,"A",,"A",,"A",,"A"
"20111",2248155,77,0,"1","410","D","10","D",40,"D",,"A",,"A",,"A",,"A"
"20111",2248285,40,0,"1","400","D","10","D",10,"D",,"A",,"A",,"A",,"A"
"20111",2248445,56,0,"1","410","D","12","D",21,"D",,"A",,"A",,"A",,"A"
"20111",2248445,57,0,"1","420","D","12","D",79,"D",,"A",,"A",,"A",,"A"
"20111",2248445,58,0,"2","400","D","10","D",64,"D",,"A",,"A",,"A",,"A"
"20111",2248534,74,0,"1","410","D","10","D",50,"D",,"A",,"A",,"A",,"A"
"20111",2248685,59,0,"1","420","D","12","D",120,"D",,"A",,"A",,"A",,"A"
"20111",2248715,83,0,"1","420","D","11","D",333,"D",,"A",,"A",,"A",,"A"
"20111",2248914,49,0,"1","400","D","11","D",25,"D",,"A",,"A",,"A",,"A"
"20111",2249134,46,0,"1","420","D","10","D",147,"D",,"A",,"A",,"A",,"A"
"20111",2249204,41,0,"1","420","D","12","D",198,"D",,"A",,"A",,"A",,"A"
"20111",2249204,42,0,"1","420","D","11","D",110,"D",,"A",,"A",,"A",,"A"
"20111",2249265,66,0,"1","410","D","12","D",26,"D",,"A",,"A",,"A",,"A"
"20111",2249325,69,0,"1","420","D","12","D",110,"D",,"A",,"A",,"A",,"A"
"20111",2249334,38,0,"1","410","D","12","D",52,"D",,"A",,"A",,"A",,"A"
"20111",2249354,43,0,"1","400","D","12","D",31,"D",,"A",,"A",,"A",,"A"
"20111",2249364,52,0,"1","420","D","12","D",57,"D",,"A",,"A",,"A",,"A"
"20111",2249424,49,0,"1","400","D","11","D",35,"D",,"A",,"A",,"A",,"A"
"20111",2249614,51,0,"1","420","D","12","D",57,"D",,"A",,"A",,"A",,"A"
"20111",2249684,63,0,"1","420","D","11","D",65,"D",,"A",,"A",,"A",,"A"
"20111",2249925,50,0,"1","420","D","12","D",200,"D",,"A",,"A",,"A",,"A"
"20111",2249945,66,0,"1","410","D","12","D",11,"D",,"A",,"A",,"A",,"A"
"20111",2249975,75,0,"2","420","D","10","D",75,"D",,"A",,"A",,"A",,"A"
"20111",2250114,63,0,"2","420","D","10","D",65,"D",,"A",,"A",,"A",,"A"
"20111",2250165,91,0,"1","420","D","12","D",45,"D",,"A",,"A",,"A",,"A"
"20111",2250244,32,0,"1","400","D","12","D",40,"D",,"A",,"A",,"A",,"A"
