"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","LSDNUM","LSDNUM_","LSDCODE","LSDCODE_","MODELYR","MODELYR_","PRCBSNSZ","PRCB_NSZ","NUMPAY","NUMPAY_","PMTMONTH","PMTM_NTH","PAYEXPX","PAYEXPX_","PAYTIME","PAYTIME_","EMPLYEXP","EMPL_EXP","TRADEEXP","TRAD_EXP","DOWNEXP","DOWNEXP_","DNEMPEXP","DNEM_EXP","LSDENDMO","LSDE_DMO","QADPMT1X","QADP_T1X","QADPMT2X","QADP_T2X","QADPMT3X","QADP_T3X","QEXTRA1X","QEXT_A1X","QEXTRA2X","QEXT_A2X","QEXTRA3X","QEXT_A3X","QADDOWNX","QADD_WNX","QADFEEX","QADFEEX_","MKMDEL","MKMDEL_","LSDENDYR","LSDE_DYR"
"20111",2233955,37,0,"5","01","D","110","D","2009","D",.,"A",.,"C","09","F",525,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",525,"D",525,"D",525,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SATAK","D",,"A"
"20111",2235414,33,0,"5","01","D","100","D","2009","D",.,"A",36,"D","07","D",309,"D","3","D",.,"A",.,"A",400,"D",.,"A",,"A",309,"D",309,"D",309,"D",.,"A",.,"A",.,"A",400,"D",.,"A","NISAD","D",,"A"
"20111",2237605,20,0,"5","01","D","100","D","2007","D",.,"A",36,"D","12","F",250,"D","3","D",.,"A",.,"A",.,"A",.,"A","10","D",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAB","D",,"A"
"20111",2237844,22,0,"5","01","D","100","D","2008","D",.,"A",36,"D","01","D",500,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",500,"D",500,"D",500,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHRAA","D",,"A"
"20111",2238205,38,0,"5","01","D","100","D","2007","D",.,"A",36,"D","07","D",425,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",425,"D",425,"D",425,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","VOKAI","D",,"A"
"20111",2238304,48,0,"5","01","D","110","D","2007","D",.,"A",36,"D","08","D",600,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",600,"D",600,"D",600,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","BMWAM","D",,"A"
"20111",2238705,40,0,"5","01","D","110","D","2008","D",.,"A",39,"D","07","D",545,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",545,"D",545,"D",545,"D",.,"A",.,"A",.,"A",.,"A",.,"A","INFAO","D",,"A"
"20111",2238755,47,0,"5","01","D","100","D","2010","D",.,"A",36,"D","08","D",349,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",349,"D",349,"D",349,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SUBAF","D",,"A"
"20111",2239285,36,0,"5","01","D","100","D","2010","D",.,"A",36,"D","01","D",615,"D","3","D",.,"A",.,"A",3500,"D",.,"A",,"A",615,"D",615,"D",615,"D",.,"A",.,"A",.,"A",3500,"D",.,"A","VOVAS","D",,"A"
"20111",2239555,66,0,"5","01","D","100","D","2006","D",.,"A",60,"D","01","D",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAX","D",,"A"
"20111",2239555,67,0,"5","02","D","100","D","2009","D",.,"A",36,"D","08","D",285,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",285,"D",285,"D",285,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAF","D",,"A"
"20111",2239555,68,0,"5","03","D","110","D","2009","D",.,"A",36,"D","08","D",297,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",297,"D",297,"D",297,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SCIAB","D",,"A"
"20111",2239555,69,0,"5","04","D","110","D","2008","D",.,"A",24,"D","12","D",440,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",440,"D",440,"D",440,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LEXAE","D",,"A"
"20111",2239815,28,0,"5","01","D","110","D","2008","D",.,"A",36,"D","04","D",220,"D","3","D",.,"A",.,"A",1700,"D",.,"A",,"A",220,"D",220,"D",220,"D",.,"A",.,"A",.,"A",1700,"D",.,"A","JEEAD","D",,"A"
"20111",2239815,29,0,"5","02","D","110","D","2007","D",.,"A",39,"D","03","D",350,"D","3","D",.,"A",.,"A",.,"C",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"B",.,"A","MAZAW","D",,"A"
"20111",2240954,30,0,"5","01","D","100","D",,"C",.,"A",24,"D","03","D",400,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",2000,"D",.,"A",,"A",,"A"
"20111",2244425,64,0,"5","01","D","100","D","2010","D",.,"A",39,"D","11","D",286,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",286,"D",286,"D",286,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","SUBAH","D",,"A"
"20111",2244755,30,0,"1","01","D","110","D","2007","D",.,"A",36,"D","08","F",336,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",336,"D",336,"D",336,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAG","D",,"A"
"20111",2246095,41,0,"5","01","D","100","D","2008","D",.,"A",36,"D","04","D",355,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",355,"D",355,"D",355,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A"
"20111",2246174,25,0,"5","01","D","110","D","2008","D",.,"A",36,"D","04","D",300,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","HONAG","D",,"A"
"20111",2249155,28,0,"5","01","D","110","D","2008","D",.,"A",39,"D","06","D",559,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",559,"D",559,"D",559,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MRBAI","D",,"A"
"20111",2249204,26,0,"1","01","D","110","D","2011","D",.,"A",24,"D","10","D",347,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",347,"D",347,"D",347,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","MECAM","D",,"A"
"20111",2249244,23,0,"5","01","D","100","D","2009","D",.,"A",36,"D","01","D",351,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",351,"D",351,"D",351,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBJ","D",,"A"
"20111",2251355,24,0,"1","01","D","100","D","2009","D",.,"A",36,"D","05","D",300,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","VOKAU","D",,"A"
"20111",2251355,25,0,"1","02","D","110","D","2011","D",.,"A",36,"D","08","D",350,"D","3","D",.,"A",7000,"D",2000,"D",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","GMCAO","D",,"A"
"20111",2252674,21,0,"1","01","D","100","D","2006","D",.,"A",38,"D","06","D",380,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",380,"D",380,"D",380,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A"
"20111",2253024,30,0,"5","01","D","100","D","2010","D",.,"A",39,"D","03","D",284,"D","3","D",.,"A",2000,"D",1000,"D",.,"A",,"A",284,"D",284,"D",284,"D",30,"D",30,"D",30,"D",1000,"D",.,"A","FORBA","D",,"A"
"20111",2253875,41,0,"5","01","D","100","D","2007","D",.,"A",48,"D","07","D",294,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",294,"D",294,"D",294,"D",20,"D",20,"D",20,"D",.,"A",.,"A","TOYAC","D",,"A"
"20111",2254735,35,0,"5","01","D","100","D","2009","D",.,"A",60,"D","03","D",216,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",216,"D",216,"D",216,"D",60,"D",60,"D",60,"D",.,"A",.,"A","TOYBB","D",,"A"
"20111",2254965,30,0,"5","01","D","100","D","2010","D",.,"A",27,"D","12","F",500,"D","3","D",.,"A",22000,"D",.,"A",.,"A",,"A",500,"D",500,"D",500,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LINAJ","D",,"A"
"20111",2255005,35,0,"5","02","D","110","D","2010","D",0.5,"D",60,"D","04","D",409,"D","3","D",.,"A",.,"A",.,"A",.,"A","11","D",409,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","FORBC","D",,"A"
"20111",2255315,40,0,"5","01","D","100","D","2009","D",.,"A",39,"D","11","D",218,"D","3","D",.,"A",1400,"D",.,"A",.,"A",,"A",218,"D",218,"D",218,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOKXX","D",,"A"
"20111",2255924,40,0,"5","01","D","100","D","2006","D",.,"A",36,"D","05","D",340,"D","3","D",.,"A",.,"C",.,"C",.,"A","12","D",340,"D",340,"D",.,"A",.,"A",.,"A",.,"A",.,"B",350,"D","SUBAC","D",,"A"
"20111",2255934,34,0,"5","01","D","100","D","2006","D",.,"A",72,"D","01","D",210,"D","3","D",.,"A",.,"A",500,"D",.,"A","01","D",210,"D",210,"D",210,"D",.,"A",.,"A",.,"A",500,"D",.,"A","HYUAA","D",,"A"
"20111",2255934,35,0,"5","02","D","100","D","1997","D",.,"A",.,"C","09","F",110,"D","3","D",.,"A",.,"A",.,"A",.,"A","01","D",110,"D",110,"D",110,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A"
"20111",2257434,34,0,"1","01","D","110","D","2011","D",.,"A",36,"D","02","D",321,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5000,"D",.,"A","FORBK","D",,"A"
"20111",2257434,35,0,"1","02","D","110","D","2009","D",.,"A",39,"D","05","D",373,"D","3","D",.,"A",.,"A",3500,"D",.,"A",,"A",373,"D",373,"D",373,"D",.,"A",.,"A",.,"A",3500,"D",.,"A","FORBK","D",,"A"
"20111",2257705,52,0,"5","01","D","110","D","2010","D",0.5,"D",35,"D","06","D",450,"D","3","D",.,"A",4500,"D",.,"A",.,"A",,"A",450,"D",450,"D",450,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAU","D",,"A"
"20111",2258674,27,0,"5","01","D","100","D","2009","D",.,"A",36,"D","12","D",250,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","HONAA","D",,"A"
"20111",2258674,28,0,"5","02","D","110","D","2007","D",0.7,"D",36,"D","05","F",284,"D","3","D",.,"A",.,"A",.,"C",.,"A",,"A",284,"D",284,"D",284,"D",.,"A",.,"A",.,"A",.,"B",.,"A","HONAC","D",,"A"
"20111",2259365,39,0,"5","01","D","110","D","2010","D",.,"A",36,"D","12","D",.,"C","3","D",.,"A",6800,"F",.,"A",.,"A",,"A",.,"A",200,"F",200,"F",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAN","D",,"A"
"20111",2259494,23,0,"5","01","D","110","D","2009","D",.,"A",36,"D","01","D",400,"D","3","D",.,"A",4000,"D",4000,"D",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","MECAM","D",,"A"
"20111",2260124,29,0,"5","01","D","100","D","2008","D",.,"A",39,"D","01","D",199,"D","3","D",.,"A",.,"A",2500,"D",.,"A",,"A",199,"D",199,"D",199,"D",.,"A",.,"A",.,"A",2500,"D",.,"A","VOKAI","D",,"A"
"20111",2261864,30,0,"5","01","D","100","D","2010","D",.,"A",36,"D","11","D",490,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",490,"D",490,"D",490,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BUIXX","D",,"A"
"20111",2263425,41,0,"5","01","D","100","D","2009","D",.,"A",36,"D","05","D",319,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",319,"D",319,"D",319,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SUBAN","D",,"A"
"20111",2263944,21,0,"5","01","D","100","D","2006","D",.,"A",48,"D","01","D",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",214,"F",214,"F",214,"F",.,"A",.,"A",.,"A",.,"A",.,"A","LEXAA","D",,"A"
"20111",2264364,38,0,"5","01","D","110","D","2008","D",.,"A",36,"D","06","D",871,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",871,"D",871,"D",871,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","TOYAU","D",,"A"
"20111",2266525,50,0,"5","01","D","100","D","2009","D",.,"A",36,"D","01","D",826,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",826,"D",826,"D",826,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LEXAC","D",,"A"
"20111",2267005,17,0,"5","01","D","100","D","2008","D",.,"A",36,"D","02","D",372,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",372,"D",372,"D",372,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAG","D",,"A"
"20111",2267305,25,0,"5","01","D","100","D","2002","D",.,"A",4,"D","04","D",374,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",374,"D",374,"D",374,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","VOKAF","D",,"A"
"20111",2267404,29,0,"5","01","D","100","D","2008","D",.,"A",39,"D","03","D",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEAP","D",,"A"
"20111",2267484,24,0,"5","01","D","100","D","2007","D",.,"A",24,"D","07","D",199,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",199,"D",199,"D",199,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SATAF","D",,"A"
"20111",2267925,31,0,"5","01","D","100","D","2007","D",.,"A",36,"D","06","F",675,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",675,"D",675,"D",675,"D",.,"A",.,"A",.,"A",.,"A",.,"A","AUDAR","D",,"A"
"20111",2269485,22,0,"1","01","D","100","D","1999","D",.,"A",12,"D","07","D",250,"D","3","D",.,"A",.,"A",900,"D",.,"A",,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",900,"D",.,"A","NISAG","D",,"A"
"20111",2269514,60,0,"5","01","D","100","D","2010","D",0.2,"D",39,"D","10","D",367,"D","3","D",.,"A",.,"A",2500,"D",.,"A","11","D",367,"D",.,"A",.,"A",.,"A",.,"A",.,"A",2500,"D",.,"A","NISAG","D",,"A"
"20111",2269514,62,0,"1","03","D","100","D","2011","D",.,"A",39,"D","01","D",368,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",.,"A",.,"A",368,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","NISAG","D",,"A"
"20111",2269885,26,0,"5","01","D","100","D",,"C",.,"A",.,"C","03","F",.,"C",,"C",.,"A",.,"A",.,"A",.,"A","01","D",360,"F",360,"F",360,"F",.,"A",.,"A",.,"A",.,"A",.,"A","NISXX","D",,"A"
"20111",2270004,38,0,"1","01","D","110","D","2011","D",.,"A",39,"D","02","D",448,"D","3","D",.,"A",.,"A",.,"C",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"B",.,"A","GMCAO","D",,"A"
"20111",2270574,40,0,"5","02","D","110","D","2001","D",.,"A",24,"D","09","D",420,"D","3","D",.,"A",.,"A",.,"A",.,"A","12","D",420,"D",420,"D",.,"A",.,"A",.,"A",.,"A",.,"A",1500,"D","NISXX","D",,"A"
"20111",2270784,22,0,"1","01","D","100","D","2008","D",.,"A",36,"D","07","D",246,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",246,"D",246,"D",246,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A"
"20111",2271705,42,0,"5","01","D","100","D","2008","D",.,"A",36,"D","05","D",469,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",469,"D",469,"D",469,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","AUDAG","D",,"A"
"20111",2272434,28,0,"5","01","D","100","D","2010","D",.,"A",36,"D","02","D",315,"D","3","D",.,"A",.,"A",6000,"D",.,"A",,"A",315,"D",315,"D",315,"D",.,"A",.,"A",.,"A",6000,"D",.,"A","HYUAM","D",,"A"
"20111",2272965,33,0,"5","02","D","100","D","2010","D",.,"A",36,"D","07","D",418,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",418,"D",418,"D",418,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOKAK","D",,"A"
"20111",2273955,48,0,"5","01","D","100","D","2009","D",.,"A",36,"D","02","D",500,"D","3","D",.,"A",2500,"D",.,"A",.,"A",,"A",500,"D",500,"D",500,"D",.,"A",.,"A",.,"A",.,"A",.,"A","AUDAG","D",,"A"
"20111",2274135,35,0,"5","01","D","100","D","2009","D",.,"A",36,"D","08","D",470,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",470,"D",470,"D",470,"D",25,"D",25,"D",25,"D",.,"A",.,"A","AUDAG","D",,"A"
"20111",2274275,38,0,"5","01","D","110","D","2007","D",.,"A",60,"D","11","D",487,"D","3","D",.,"A",6000,"D",.,"A",.,"A",,"A",487,"D",487,"D",487,"D",.,"A",.,"A",.,"A",.,"A",.,"A","GMCAI","D",,"A"
"20111",2274635,41,0,"5","01","D","110","D","2008","D",.,"A",36,"D","01","F",555,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",555,"D",555,"D",555,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOVXX","D",,"A"
"20111",2274925,24,0,"1","01","D","110","D","1997","D",.,"A",24,"D","08","D",260,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",260,"D",260,"D",260,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","FORAM","D",,"A"
"20111",2276284,20,0,"1","01","D","100","D","2011","D",.,"A",.,"C","01","D",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",368,"F",.,"A",.,"A",.,"A",.,"A",.,"A","ACUAE","D",,"A"
"20111",2276524,33,0,"5","01","D","110","D","2008","D",0.2,"D",24,"D","09","D",414,"D","3","D",.,"A",.,"A",900,"D",.,"A",,"A",414,"D",414,"D",414,"D",.,"A",.,"A",.,"A",900,"D",.,"A","TOYAZ","D",,"A"
"20111",2276524,34,0,"5","02","D","100","D","2009","D",0.4,"D",36,"D","12","D",592,"D","3","D",.,"A",.,"A",1200,"D",.,"A",,"A",592,"D",592,"D",592,"D",.,"A",.,"A",.,"A",1200,"D",.,"A","MRBXX","D",,"A"
"20111",2276615,27,0,"5","01","D","110","D","2008","D",.,"A",36,"D","06","D",460,"D","3","D",.,"A",.,"A",.,"A",.,"A","11","D",460,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",400,"D","FORAM","D",,"A"
"20111",2276654,36,0,"5","01","D","100","D","2009","D",.,"A",39,"D","06","D",350,"D","3","D",.,"A",.,"A",700,"D",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",700,"D",.,"A","NISAD","D",,"A"
"20111",2276654,37,0,"5","02","D","100","D","2009","D",.,"A",39,"D","06","D",457,"D","3","D",.,"A",.,"A",700,"D",.,"A",,"A",457,"D",457,"D",457,"D",.,"A",.,"A",.,"A",700,"D",.,"A","NISAG","D",,"A"
"20111",2277025,24,0,"1","01","D","110","D",,"C",.,"A",.,"C","03","F",.,"C","3","D",.,"A",.,"A",.,"A",.,"A","02","D",420,"F",420,"F",420,"F",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"C"
"20111",2278045,36,0,"5","01","D","110","D","2002","D",.,"A",36,"D","10","D",460,"D","3","D",.,"A",.,"A",1600,"D",.,"A",,"A",460,"D",460,"D",460,"D",.,"A",.,"A",.,"A",1600,"D",.,"A","CHEBE","D",,"A"
"20111",2278125,61,0,"5","01","D","100","D","2009","D",.,"A",36,"D","03","D",429,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",429,"D",429,"D",429,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOKAQ","D",,"A"
"20111",2280535,46,0,"5","01","D","100","D","2011","D",.,"A",36,"D","09","D",220,"D","3","D",.,"A",.,"A",2400,"D",.,"A",,"A",220,"D",220,"D",220,"D",.,"A",.,"A",.,"A",2400,"D",.,"A","HYUAE","D",,"A"
"20111",2285015,32,0,"5","01","D","110","D","2009","D",.,"A",36,"D","09","D",349,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",349,"D",349,"D",349,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAN","D",,"A"
"20111",2285305,42,0,"5","01","D","110","D","2007","D",.,"A",48,"D","03","D",514,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",514,"D",514,"D",514,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SATAK","D",,"A"
"20111",2286054,43,0,"5","01","D","100","D","2008","D",.,"A",36,"D","06","D",250,"D","3","D",.,"A",3500,"D",700,"D",.,"A",,"A",250,"D",250,"D",250,"D",.,"A",.,"A",.,"A",700,"D",.,"A","VOKAJ","D",,"A"
"20111",2286365,41,0,"5","01","D","100","D","2008","D",.,"A",36,"D","12","D",352,"D","3","D",.,"A",.,"A",1500,"D",.,"A",,"A",352,"D",352,"D",352,"D",.,"A",.,"A",.,"A",1500,"D",.,"A","TOYAC","D",,"A"
"20111",2286615,39,0,"5","01","D","110","D","2008","D",.,"A",40,"D","04","D",217,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",217,"D",217,"D",217,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","NISAW","D",,"A"
"20111",2286634,27,0,"5","01","D","110","D","2009","D",.,"A",12,"D","10","D",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",514,"F",514,"F",514,"F",.,"A",.,"A",.,"A",.,"A",.,"A","NISAW","D",,"A"
"20111",2286775,29,0,"5","01","D","100","D","2009","D",.,"A",36,"D","09","D",600,"D","3","D",.,"A",.,"A",4000,"D",.,"A",,"A",600,"D",600,"D",600,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","AUDAH","D",,"A"
"20111",2286915,29,0,"5","01","D","110","D","2009","D",.,"A",48,"D","12","D",645,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",645,"D",645,"D",645,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LEXAE","D",,"A"
"20111",2286975,55,0,"5","01","D","100","D","2010","D",.,"A",24,"D","08","D",558,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",558,"D",558,"D",558,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBA","D",,"A"
"20111",2287365,30,0,"5","01","D","100","D","2010","D",.,"A",36,"D","02","D",.,"C","3","D",.,"A",.,"C",.,"A",.,"A",,"A",399,"F",399,"F",399,"F",.,"A",.,"A",.,"A",.,"A",.,"A","CHEAS","D",,"A"
"20111",2289455,39,0,"5","01","D","100","D","2010","D",0.7,"D",36,"D","10","D",980,"D","3","D",300,"D",.,"A",.,"A",.,"A",,"A",680,"D",680,"D",680,"D",.,"A",.,"A",.,"A",.,"A",.,"A","AUDAY","D",,"A"
"20111",2289455,40,0,"5","02","D","100","D","2008","D",0.7,"D",60,"D","04","D",450,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",450,"D",450,"D",450,"D",.,"A",.,"A",.,"A",.,"A",.,"A","PORAA","D",,"A"
"20111",2290685,39,0,"5","01","D","100","D","2009","D",.,"A",36,"D","08","D",.,"C","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",278,"F",278,"F",278,"F",.,"A",.,"A",.,"A",5000,"D",.,"A","HONAA","D",,"A"
"20111",2290854,37,0,"5","01","D","110","D","2009","D",.,"A",36,"D","08","D",398,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",398,"D",398,"D",398,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORBC","D",,"A"
