"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CONTCODE","CONT_ODE","CONTMO","CONTMO_","CONTEXPX","CONT_XPX"
"20111",2228225,17,0,"1","160","D","12","D",10,"D"
"20111",2228244,18,0,"1","170","D","12","D",500,"D"
"20111",2228244,19,0,"1","160","D","12","D",25,"D"
"20111",2228254,18,0,"1","100","D","12","D",30,"D"
"20111",2228254,19,0,"1","160","D","12","D",25,"D"
"20111",2228375,20,0,"1","100","D","13","D",1000,"D"
"20111",2228415,16,0,"1","150","D","13","D",22,"D"
"20111",2228445,18,0,"1","160","D","11","D",25,"D"
"20111",2228455,17,0,"1","170","D","12","D",300,"D"
"20111",2228455,18,0,"1","160","D","10","D",100,"D"
"20111",2228464,17,0,"1","160","D","13","D",200,"D"
"20111",2228535,13,0,"1","150","D","13","D",200,"D"
"20111",2228535,14,0,"2","150","D","10","D",100,"D"
"20111",2228614,14,0,"1","150","D","13","D",45,"D"
"20111",2228644,13,0,"1","150","D","10","D",40,"D"
"20111",2228644,14,0,"1","150","D","11","D",60,"D"
"20111",2228644,15,0,"1","150","D","12","D",80,"D"
"20111",2228705,14,0,"1","150","D","13","D",40,"D"
"20111",2228715,14,0,"1","170","D","12","D",200,"D"
"20111",2228715,15,0,"1","150","D","10","D",5,"D"
"20111",2228715,16,0,"1","150","D","11","D",25,"D"
"20111",2228715,17,0,"1","150","D","12","D",70,"D"
"20111",2228715,18,0,"2","150","D","10","D",15,"D"
"20111",2228815,15,0,"1","170","D","12","D",90,"D"
"20111",2228815,16,0,"1","110","D","13","D",619,"D"
"20111",2228825,13,0,"1","170","D","12","D",100,"D"
"20111",2228855,24,0,"1","150","D","13","D",830,"D"
"20111",2228915,21,0,"1","170","D","12","D",200,"D"
"20111",2228924,18,0,"1","110","D","13","D",240,"D"
"20111",2228924,19,0,"1","150","D","13","D",18,"D"
"20111",2228964,25,0,"1","170","D","12","D",2500,"D"
"20111",2228964,26,0,"1","160","D","12","D",500,"D"
"20111",2228974,20,0,"1","110","D","13","D",1200,"D"
"20111",2229094,15,0,"1","150","D","12","D",25,"D"
"20111",2229144,13,0,"1","100","D","13","D",30,"D"
"20111",2229154,15,0,"1","170","D","13","D",1002,"F"
"20111",2229154,16,0,"1","170","D","13","D",1002,"F"
"20111",2229165,14,0,"1","160","D","12","D",30,"D"
"20111",2229264,14,0,"1","170","D","12","D",400,"D"
"20111",2229275,22,0,"1","170","D","12","D",200,"D"
"20111",2229275,23,0,"1","170","D","12","D",1200,"D"
"20111",2229275,24,0,"1","150","D","10","D",80,"D"
"20111",2229275,25,0,"1","150","D","11","D",200,"D"
"20111",2229275,26,0,"1","150","D","12","D",200,"D"
"20111",2229275,27,0,"2","170","D","10","D",60,"D"
"20111",2229275,28,0,"2","150","D","10","D",120,"D"
"20111",2229315,15,0,"1","170","D","12","D",100,"D"
"20111",2229365,17,0,"1","170","D","12","D",100,"D"
"20111",2229365,18,0,"2","160","D","10","D",60,"D"
"20111",2229414,25,0,"1","170","D","12","D",75,"D"
"20111",2229414,26,0,"1","150","D","13","D",23,"D"
"20111",2229435,37,0,"1","170","D","13","D",50,"D"
"20111",2229435,38,0,"1","150","D","13","D",500,"D"
"20111",2229435,39,0,"1","160","D","12","D",80,"D"
"20111",2229505,19,0,"1","170","D","12","D",95,"D"
"20111",2229555,16,0,"1","170","D","12","D",500,"D"
"20111",2229585,20,0,"1","170","D","12","D",1000,"D"
"20111",2229644,13,0,"1","170","D","12","D",375,"D"
"20111",2229644,14,0,"1","170","D","12","D",375,"D"
"20111",2229644,15,0,"1","140","D","12","D",35,"D"
"20111",2229644,16,0,"1","150","D","12","D",5000,"D"
"20111",2229694,13,0,"1","150","D","13","D",112,"F"
"20111",2229724,23,0,"1","150","D","13","D",10,"D"
"20111",2229794,22,0,"1","150","D","13","D",100,"D"
"20111",2229815,13,0,"1","150","D","13","D",40,"D"
"20111",2229824,14,0,"1","160","D","13","D",40,"D"
"20111",2229824,15,0,"1","160","D","13","D",40,"D"
"20111",2229824,16,0,"2","140","D","10","D",100,"D"
"20111",2229835,19,0,"1","170","D","12","D",200,"D"
"20111",2229835,20,0,"1","170","D","12","D",150,"D"
"20111",2229835,21,0,"1","150","D","13","D",250,"D"
"20111",2229835,22,0,"2","170","D","10","D",150,"D"
"20111",2229844,17,0,"1","150","D","13","D",80,"D"
"20111",2229844,18,0,"1","150","D","12","D",100,"D"
"20111",2229844,19,0,"1","160","D","12","D",900,"D"
"20111",2229905,20,0,"1","150","D","13","D",120,"D"
"20111",2229905,21,0,"1","160","D","13","D",30,"D"
"20111",2229915,21,0,"2","170","D","10","D",25,"D"
"20111",2229924,52,0,"1","170","D","12","D",225,"D"
"20111",2229924,53,0,"1","170","D","10","D",50,"D"
"20111",2229924,54,0,"1","160","D","11","D",30,"D"
"20111",2229924,55,0,"1","160","D","12","D",30,"D"
"20111",2229924,56,0,"1","160","D","10","D",25,"D"
"20111",2229924,57,0,"1","150","D","10","D",45,"D"
"20111",2229924,58,0,"1","150","D","11","D",45,"D"
"20111",2229924,59,0,"1","150","D","12","D",45,"D"
"20111",2229934,14,0,"1","110","D","13","D",608,"D"
"20111",2229955,24,0,"1","170","D","12","D",40,"D"
"20111",2229955,25,0,"1","170","D","12","D",150,"D"
"20111",2229955,26,0,"1","160","D","12","D",60,"D"
"20111",2229955,27,0,"2","170","D","10","D",20,"D"
"20111",2229975,18,0,"1","160","D","12","D",50,"D"
"20111",2230034,15,0,"1","150","D","13","D",100,"D"
"20111",2230045,13,0,"1","150","D","13","D",50,"D"
"20111",2230175,20,0,"1","170","D","12","D",600,"D"
"20111",2230214,13,0,"1","170","D","11","D",400,"D"
"20111",2230214,14,0,"1","160","D","12","D",35,"D"
"20111",2230315,22,0,"1","160","D","13","D",44,"D"
"20111",2230315,23,0,"1","160","D","12","D",20,"D"
"20111",2230315,24,0,"1","150","D","11","D",50,"D"
"20111",2230324,22,0,"1","170","D","12","D",400,"D"
"20111",2230324,23,0,"1","170","D","12","D",200,"D"
"20111",2230324,24,0,"1","150","D","10","D",100,"D"
"20111",2230335,13,0,"1","170","D","12","D",75,"D"
"20111",2230335,14,0,"1","160","D","13","D",19,"D"
"20111",2230434,21,0,"1","150","D","10","D",60,"D"
"20111",2230434,22,0,"1","150","D","11","D",60,"D"
"20111",2230434,23,0,"1","150","D","12","D",60,"D"
"20111",2230434,24,0,"1","160","D","12","D",15,"D"
"20111",2230565,20,0,"1","100","D","13","D",300,"D"
"20111",2230565,21,0,"1","170","D","12","D",1900,"D"
"20111",2230565,22,0,"1","130","D","10","D",140,"D"
"20111",2230565,23,0,"1","130","D","11","D",160,"D"
"20111",2230565,24,0,"1","140","D","12","D",10,"D"
"20111",2230565,25,0,"1","150","D","10","D",290,"D"
"20111",2230565,26,0,"1","150","D","11","D",140,"D"
"20111",2230565,27,0,"1","150","D","12","D",390,"D"
"20111",2230565,28,0,"1","160","D","10","D",307,"D"
"20111",2230565,29,0,"1","160","D","11","D",104,"D"
"20111",2230565,30,0,"1","160","D","12","D",220,"D"
"20111",2230565,31,0,"2","150","D","10","D",50,"D"
"20111",2230675,19,0,"1","170","D","12","D",350,"D"
"20111",2230675,20,0,"1","160","D","11","D",25,"D"
"20111",2230675,21,0,"1","160","D","11","D",25,"D"
"20111",2230675,22,0,"1","160","D","12","D",25,"D"
"20111",2230675,23,0,"1","150","D","13","D",150,"D"
"20111",2230675,24,0,"1","150","D","12","D",100,"D"
"20111",2230675,25,0,"2","100","D","10","D",20,"D"
"20111",2230785,17,0,"1","170","D","13","D",200,"D"
"20111",2230785,18,0,"1","150","D","13","D",70,"D"
"20111",2230814,24,0,"1","100","D","11","D",300,"D"
"20111",2230814,25,0,"1","150","D","13","D",200,"D"
"20111",2230825,15,0,"1","170","D","12","D",900,"D"
"20111",2230825,16,0,"1","150","D","13","D",100,"D"
"20111",2230834,19,0,"1","100","D","13","D",75,"D"
"20111",2230834,20,0,"1","170","D","12","D",350,"D"
"20111",2230834,21,0,"1","170","D","11","D",600,"D"
"20111",2230895,16,0,"1","160","D","13","D",100,"D"
"20111",2230955,14,0,"1","170","D","11","D",25,"D"
"20111",2230955,15,0,"1","150","D","13","D",240,"D"
"20111",2230965,17,0,"1","170","D","13","D",200,"D"
"20111",2230965,18,0,"1","150","D","13","D",790,"D"
"20111",2230994,17,0,"1","150","D","11","D",400,"D"
"20111",2230994,18,0,"1","160","D","10","D",100,"D"
"20111",2231015,30,0,"1","150","D","13","D",200,"D"
"20111",2231015,31,0,"1","160","D","12","D",100,"D"
"20111",2231015,32,0,"2","150","D","10","D",200,"D"
"20111",2231045,18,0,"1","130","D","11","D",20,"D"
"20111",2231045,19,0,"1","150","D","10","D",20,"D"
"20111",2231104,24,0,"1","170","D","10","D",300,"D"
"20111",2231104,25,0,"1","150","D","10","D",100,"D"
"20111",2231124,22,0,"1","150","D","11","D",350,"D"
"20111",2231124,23,0,"1","150","D","12","D",525,"D"
"20111",2231124,24,0,"2","150","D","10","D",180,"D"
"20111",2231145,15,0,"1","170","D","12","D",750,"D"
"20111",2231145,16,0,"1","170","D","10","D",100,"D"
"20111",2231145,17,0,"1","150","D","10","D",20,"D"
"20111",2231145,18,0,"1","150","D","10","D",200,"D"
"20111",2231145,19,0,"2","170","D","10","D",200,"D"
"20111",2231155,16,0,"1","170","D","12","D",30,"D"
"20111",2231164,20,0,"1","110","D","13","D",630,"D"
"20111",2231195,17,0,"1","100","D","13","D",200,"D"
"20111",2231195,18,0,"1","170","D","12","D",100,"D"
"20111",2231195,19,0,"1","150","D","13","D",30,"D"
"20111",2231195,20,0,"1","160","D","12","D",100,"D"
"20111",2231225,13,0,"1","140","D","10","D",75,"D"
"20111",2231225,14,0,"1","160","D","10","D",35,"D"
"20111",2231244,18,0,"1","170","D","13","D",50,"D"
"20111",2231244,19,0,"1","170","D","12","D",100,"D"
"20111",2231244,20,0,"2","170","D","10","D",100,"D"
"20111",2231255,17,0,"1","150","D","13","D",212,"F"
"20111",2231274,18,0,"1","100","D","13","D",100,"D"
"20111",2231274,19,0,"1","150","D","13","D",200,"D"
"20111",2231274,20,0,"1","160","D","11","D",50,"D"
"20111",2231274,21,0,"1","160","D","12","D",50,"D"
"20111",2231274,22,0,"2","100","D","10","D",100,"D"
"20111",2231305,16,0,"1","170","D","12","D",1400,"D"
"20111",2231345,14,0,"1","100","D","13","D",400,"D"
"20111",2231365,17,0,"1","170","D","12","D",80,"D"
"20111",2231394,14,0,"1","150","D","13","D",100,"D"
"20111",2231464,14,0,"1","170","D","12","D",200,"D"
"20111",2231464,15,0,"1","150","D","13","D",80,"D"
"20111",2231464,16,0,"1","160","D","13","D",10,"D"
"20111",2231524,15,0,"1","150","D","13","D",150,"D"
"20111",2231545,18,0,"1","170","D","12","D",50,"D"
"20111",2231545,19,0,"2","170","D","10","D",40,"D"
"20111",2231555,15,0,"1","160","D","12","D",20,"D"
"20111",2231565,26,0,"1","170","D","12","D",450,"D"
"20111",2231565,27,0,"1","160","D","12","D",800,"D"
"20111",2231614,20,0,"1","150","D","13","D",40,"D"
"20111",2231705,15,0,"1","110","D","13","D",1100,"D"
"20111",2231734,22,0,"1","170","D","12","D",900,"D"
"20111",2231734,23,0,"1","130","D","11","D",10,"D"
"20111",2231734,24,0,"1","150","D","12","D",40,"D"
"20111",2231734,25,0,"1","160","D","11","D",10,"D"
"20111",2231734,26,0,"1","160","D","12","D",17,"D"
"20111",2231734,27,0,"1","160","D","12","D",12,"D"
"20111",2231734,28,0,"1","160","D","12","D",5,"D"
"20111",2231734,29,0,"1","160","D","12","D",15,"D"
"20111",2231734,30,0,"1","160","D","12","D",5,"D"
"20111",2231734,31,0,"1","160","D","12","D",10,"D"
"20111",2231734,32,0,"1","160","D","12","D",5,"D"
"20111",2231734,33,0,"1","160","D","12","D",5,"D"
"20111",2231734,34,0,"1","160","D","12","D",5,"D"
"20111",2231745,18,0,"1","170","D","12","D",5,"D"
"20111",2231745,19,0,"1","150","D","10","D",923,"D"
"20111",2231745,20,0,"1","150","D","11","D",780,"D"
"20111",2231745,21,0,"1","150","D","12","D",703,"D"
"20111",2231745,22,0,"2","150","D","10","D",865,"D"
"20111",2231824,22,0,"1","100","D","13","D",1000,"D"
"20111",2231824,23,0,"1","160","D","12","D",500,"D"
"20111",2231925,13,0,"1","150","D","13","D",20,"D"
"20111",2231965,14,0,"1","170","D","12","D",100,"D"
"20111",2231965,15,0,"1","110","D","13","D",1260,"D"
"20111",2232035,22,0,"1","150","D","13","D",50,"D"
"20111",2232084,26,0,"1","170","D","12","D",150,"D"
"20111",2232094,13,0,"1","170","D","12","D",100,"D"
"20111",2232094,14,0,"1","150","D","13","D",208,"D"
"20111",2232094,15,0,"1","160","D","13","D",13,"D"
"20111",2232104,19,0,"1","170","D","12","D",1800,"D"
"20111",2232104,20,0,"1","130","D","12","D",150,"D"
"20111",2232104,21,0,"1","150","D","13","D",300,"D"
"20111",2232104,22,0,"1","150","D","12","D",7000,"D"
"20111",2232104,23,0,"2","150","D","10","D",3000,"D"
"20111",2232165,15,0,"1","150","D","13","D",40,"D"
"20111",2232244,24,0,"1","110","D","13","D",265,"D"
"20111",2232244,25,0,"1","160","D","11","D",200,"D"
"20111",2232285,17,0,"1","170","D","12","D",100,"D"
"20111",2232294,26,0,"1","170","D","12","D",75,"D"
"20111",2232294,27,0,"1","150","D","13","D",160,"D"
"20111",2232335,17,0,"1","170","D","12","D",400,"D"
"20111",2232335,18,0,"1","170","D","11","D",100,"D"
"20111",2232335,19,0,"1","160","D","12","D",51,"D"
"20111",2232335,20,0,"1","160","D","10","D",100,"D"
"20111",2232364,19,0,"1","170","D","12","D",400,"D"
"20111",2232394,26,0,"1","170","D","13","D",40,"D"
"20111",2232394,27,0,"2","170","D","10","D",100,"D"
"20111",2232445,13,0,"1","100","D","10","D",50,"D"
"20111",2232445,14,0,"1","170","D","12","D",400,"D"
"20111",2232504,14,0,"1","170","D","12","D",6000,"D"
"20111",2232504,15,0,"1","150","D","13","D",2000,"D"
"20111",2232514,18,0,"1","170","D","12","D",150,"D"
"20111",2232644,18,0,"1","160","D","13","D",5,"D"
"20111",2232695,20,0,"1","100","D","13","D",100,"D"
"20111",2232695,21,0,"1","150","D","12","D",100,"D"
"20111",2232714,39,0,"2","170","D","10","D",100,"D"
"20111",2232734,14,0,"1","150","D","13","D",400,"F"
"20111",2232734,15,0,"1","160","D","13","D",137,"F"
"20111",2232755,13,0,"1","150","D","13","D",100,"D"
"20111",2232774,23,0,"1","160","D","13","D",20,"D"
"20111",2232795,18,0,"1","170","D","11","D",500,"D"
"20111",2232795,19,0,"1","170","D","12","D",600,"D"
"20111",2232795,20,0,"1","170","D","11","D",200,"D"
"20111",2232795,21,0,"1","170","D","12","D",200,"D"
"20111",2232795,22,0,"1","110","D","10","D",400,"D"
"20111",2232795,23,0,"1","110","D","11","D",400,"D"
"20111",2232795,24,0,"1","110","D","12","D",400,"D"
"20111",2232795,25,0,"2","170","D","10","D",500,"D"
"20111",2232795,26,0,"2","170","D","10","D",500,"D"
"20111",2232795,27,0,"2","150","D","10","D",15,"D"
"20111",2232935,23,0,"1","150","D","13","D",150,"D"
"20111",2232935,24,0,"1","160","D","13","D",50,"D"
"20111",2232954,15,0,"1","150","D","13","D",25,"D"
"20111",2232975,26,0,"1","170","D","12","D",400,"D"
"20111",2232975,27,0,"1","150","D","13","D",3000,"D"
"20111",2233015,22,0,"1","160","D","12","D",100,"D"
"20111",2233024,17,0,"1","160","D","12","D",200,"D"
"20111",2233024,18,0,"1","150","D","13","D",50,"D"
"20111",2233144,17,0,"1","140","D","11","D",60,"D"
"20111",2233144,18,0,"1","140","D","13","D",30,"D"
"20111",2233194,14,0,"1","150","D","13","D",400,"D"
"20111",2233194,15,0,"1","160","D","12","D",50,"D"
"20111",2233225,14,0,"1","150","D","13","D",50,"D"
"20111",2233245,13,0,"1","170","D","13","D",600,"D"
"20111",2233344,36,0,"1","150","D","13","D",270,"D"
"20111",2233395,22,0,"2","150","D","10","D",5,"D"
"20111",2233405,21,0,"1","170","D","12","D",450,"D"
"20111",2233435,22,0,"1","150","D","11","D",50,"D"
"20111",2233444,14,0,"1","170","D","12","D",200,"D"
"20111",2233444,15,0,"1","150","D","12","D",800,"D"
"20111",2233444,16,0,"1","160","D","12","D",30,"D"
"20111",2233454,18,0,"1","110","D","13","D",400,"D"
"20111",2233475,13,0,"1","150","D","12","D",50,"D"
"20111",2233494,18,0,"1","110","D","13","D",140,"D"
"20111",2233505,14,0,"1","170","D","12","D",325,"D"
"20111",2233505,15,0,"1","160","D","12","D",50,"D"
"20111",2233554,14,0,"1","110","D","13","D",604,"D"
"20111",2233575,14,0,"1","150","D","12","D",100,"D"
"20111",2233654,15,0,"1","170","D","10","D",10,"D"
"20111",2233654,16,0,"1","170","D","11","D",50,"D"
"20111",2233654,17,0,"1","170","D","12","D",25,"D"
"20111",2233654,18,0,"1","170","D","12","D",125,"D"
"20111",2233654,19,0,"1","170","D","12","D",25,"D"
"20111",2233654,20,0,"1","170","D","12","D",317,"D"
"20111",2233654,21,0,"1","130","D","11","D",25,"D"
"20111",2233654,22,0,"1","150","D","13","D",44,"D"
"20111",2233654,23,0,"1","150","D","10","D",25,"D"
"20111",2233654,24,0,"1","150","D","10","D",60,"D"
"20111",2233654,25,0,"1","150","D","12","D",20,"D"
"20111",2233654,26,0,"1","150","D","12","D",25,"D"
"20111",2233654,27,0,"1","160","D","10","D",19,"D"
"20111",2233654,28,0,"1","160","D","10","D",10,"D"
"20111",2233654,29,0,"1","160","D","10","D",5,"D"
"20111",2233654,30,0,"1","160","D","11","D",25,"D"
"20111",2233694,16,0,"1","170","D","12","D",100,"D"
"20111",2233694,17,0,"1","150","D","12","D",60,"D"
"20111",2233755,21,0,"1","100","D","10","D",20,"D"
"20111",2233755,22,0,"1","100","D","11","D",60,"D"
"20111",2233755,23,0,"1","100","D","12","D",170,"D"
"20111",2233755,24,0,"1","170","D","11","D",120,"D"
"20111",2233755,25,0,"1","170","D","10","D",100,"D"
"20111",2233755,26,0,"1","170","D","12","D",700,"D"
"20111",2233755,27,0,"1","130","D","11","D",30,"D"
"20111",2233755,28,0,"1","140","D","10","D",50,"D"
"20111",2233755,29,0,"1","160","D","11","D",240,"D"
"20111",2233755,30,0,"1","150","D","12","D",25,"D"
"20111",2233844,29,0,"1","150","D","13","D",100,"D"
"20111",2233915,14,0,"1","160","D","12","D",20,"D"
"20111",2233915,15,0,"1","150","D","13","D",25,"D"
"20111",2233955,26,0,"1","170","D","12","D",400,"D"
"20111",2233985,22,0,"1","170","D","12","D",900,"D"
"20111",2233985,23,0,"1","170","D","12","D",200,"D"
"20111",2233985,24,0,"1","150","D","13","D",1200,"D"
"20111",2233985,25,0,"1","160","D","13","D",20,"D"
"20111",2234054,15,0,"1","100","D","12","D",6000,"D"
"20111",2234244,23,0,"1","170","D","12","D",10500,"D"
"20111",2234244,24,0,"1","170","D","12","D",10500,"D"
"20111",2234244,25,0,"1","160","D","12","D",150,"D"
"20111",2234244,26,0,"1","160","D","13","D",200,"D"
"20111",2234244,27,0,"2","150","D","10","D",75,"D"
"20111",2234265,26,0,"1","170","D","11","D",200,"D"
"20111",2234265,27,0,"1","160","D","12","D",150,"D"
"20111",2234265,28,0,"2","160","D","10","D",25,"D"
"20111",2234265,29,0,"2","160","D","10","D",5,"D"
"20111",2234274,26,0,"1","170","D","11","D",35,"D"
"20111",2234274,27,0,"1","170","D","10","D",15,"D"
"20111",2234274,28,0,"1","170","D","10","D",25,"D"
"20111",2234274,29,0,"1","170","D","10","D",147,"D"
"20111",2234274,30,0,"1","160","D","10","D",10,"D"
"20111",2234274,31,0,"1","160","D","12","D",10,"D"
"20111",2234284,16,0,"1","170","D","12","D",75,"D"
"20111",2234284,17,0,"1","150","D","13","D",750,"D"
"20111",2234284,18,0,"1","160","D","13","D",30,"D"
"20111",2234314,13,0,"2","160","D","10","D",10,"D"
"20111",2234375,19,0,"1","170","D","13","D",40,"D"
"20111",2234375,20,0,"1","160","D","12","D",300,"D"
"20111",2234415,21,0,"1","100","D","13","D",500,"D"
"20111",2234415,22,0,"1","160","D","10","D",300,"D"
"20111",2234415,23,0,"1","160","D","11","D",1100,"D"
"20111",2234415,24,0,"1","160","D","12","D",2435,"D"
"20111",2234424,20,0,"1","170","D","12","D",60,"D"
"20111",2234424,21,0,"1","110","D","13","D",986,"D"
"20111",2234475,17,0,"1","170","D","13","D",200,"D"
"20111",2234535,16,0,"1","150","D","13","D",50,"D"
"20111",2234535,17,0,"1","160","D","12","D",100,"D"
"20111",2234644,20,0,"1","150","D","11","D",100,"D"
"20111",2234644,21,0,"1","160","D","11","D",150,"D"
"20111",2234695,13,0,"1","170","D","12","D",300,"D"
"20111",2234714,15,0,"1","150","D","13","D",40,"D"
"20111",2234754,13,0,"1","170","D","13","D",400,"D"
"20111",2234785,19,0,"2","150","D","10","D",4,"D"
"20111",2234814,19,0,"1","100","D","12","D",500,"D"
"20111",2234814,20,0,"1","100","D","12","D",50,"D"
"20111",2234814,21,0,"1","130","D","12","D",25,"D"
"20111",2234814,22,0,"1","160","D","12","D",20,"D"
"20111",2234824,26,0,"1","170","D","12","D",20,"D"
"20111",2234824,27,0,"1","160","D","11","D",100,"D"
"20111",2234824,28,0,"1","160","D","11","D",125,"D"
"20111",2234885,37,0,"1","100","D","12","D",200,"D"
"20111",2234885,38,0,"1","170","D","13","D",5,"D"
"20111",2234885,39,0,"1","150","D","13","D",20,"D"
"20111",2234984,13,0,"1","170","D","12","D",600,"D"
"20111",2234984,14,0,"1","150","D","13","D",100,"D"
"20111",2234984,15,0,"1","150","D","12","D",20,"D"
"20111",2234994,26,0,"1","170","D","12","D",75,"D"
"20111",2234994,27,0,"1","160","D","10","D",30,"D"
"20111",2234994,28,0,"1","160","D","12","D",160,"D"
"20111",2235035,13,0,"1","150","D","10","D",100,"D"
"20111",2235035,14,0,"1","150","D","11","D",150,"D"
"20111",2235064,17,0,"1","170","D","12","D",300,"D"
"20111",2235064,18,0,"1","150","D","13","D",100,"D"
"20111",2235135,14,0,"1","170","D","10","D",200,"D"
"20111",2235144,28,0,"1","160","D","12","D",400,"D"
"20111",2235155,17,0,"1","170","D","12","D",75,"D"
"20111",2235214,18,0,"1","170","D","12","D",200,"D"
"20111",2235214,19,0,"1","110","D","13","D",204,"D"
"20111",2235214,20,0,"1","150","D","13","D",300,"D"
"20111",2235305,16,0,"1","100","D","12","D",300,"D"
"20111",2235305,17,0,"1","100","D","11","D",200,"D"
"20111",2235324,13,0,"1","150","D","13","D",80,"D"
"20111",2235414,20,0,"1","170","D","12","D",300,"D"
"20111",2235414,21,0,"1","150","D","13","D",400,"D"
"20111",2235434,29,0,"1","170","D","13","D",75,"D"
"20111",2235445,19,0,"1","150","D","13","D",300,"D"
"20111",2235454,33,0,"1","100","D","12","D",600,"D"
"20111",2235454,34,0,"1","150","D","13","D",100,"D"
"20111",2235454,35,0,"1","160","D","12","D",150,"D"
"20111",2235454,36,0,"2","100","D","10","D",100,"D"
"20111",2235474,14,0,"1","170","D","12","D",400,"D"
"20111",2235474,15,0,"1","160","D","13","D",10,"D"
"20111",2235575,22,0,"1","110","D","13","D",233,"D"
"20111",2235575,23,0,"1","150","D","13","D",300,"D"
"20111",2235644,24,0,"1","170","D","12","D",30,"D"
"20111",2235644,25,0,"1","150","D","13","D",20,"D"
"20111",2235705,24,0,"1","170","D","13","D",120,"D"
"20111",2235725,16,0,"1","160","D","13","D",30,"D"
"20111",2235745,22,0,"1","150","D","13","D",40,"D"
"20111",2235745,23,0,"1","160","D","12","D",100,"D"
"20111",2235784,15,0,"1","160","D","13","D",24,"D"
"20111",2235835,15,0,"1","130","D","12","D",10000,"D"
"20111",2235835,16,0,"1","130","D","12","D",10000,"D"
"20111",2235845,18,0,"1","170","D","12","D",25,"D"
"20111",2235845,19,0,"1","160","D","12","D",2,"D"
"20111",2235845,20,0,"2","160","D","10","D",100,"D"
"20111",2235994,15,0,"1","150","D","13","D",60,"D"
"20111",2236055,14,0,"1","110","D","13","D",648,"D"
"20111",2236065,15,0,"1","160","D","12","D",137,"F"
"20111",2236104,15,0,"1","170","D","12","D",1000,"D"
"20111",2236114,18,0,"1","170","D","12","D",240,"D"
"20111",2236134,22,0,"1","170","D","12","D",6200,"D"
"20111",2236134,23,0,"1","160","D","11","D",1,"D"
"20111",2236134,24,0,"1","160","D","11","D",60,"D"
"20111",2236134,25,0,"1","160","D","11","D",25,"D"
"20111",2236134,26,0,"1","160","D","10","D",10,"D"
"20111",2236134,27,0,"1","160","D","13","D",25,"D"
"20111",2236134,28,0,"1","160","D","12","D",200,"D"
"20111",2236134,29,0,"1","160","D","12","D",120,"D"
"20111",2236134,30,0,"1","160","D","12","D",25,"D"
"20111",2236134,31,0,"1","160","D","12","D",40,"D"
"20111",2236134,32,0,"1","160","D","13","D",50,"D"
"20111",2236134,33,0,"1","160","D","11","D",500,"D"
"20111",2236134,34,0,"1","160","D","10","D",50,"D"
"20111",2236134,35,0,"1","160","D","12","D",500,"D"
"20111",2236134,36,0,"1","160","D","13","D",25,"D"
"20111",2236134,37,0,"1","160","D","10","D",30,"D"
"20111",2236134,38,0,"1","160","D","12","D",100,"D"
"20111",2236134,39,0,"1","160","D","11","D",21,"D"
"20111",2236134,40,0,"1","160","D","12","D",41,"D"
"20111",2236134,41,0,"1","160","D","12","D",50,"D"
"20111",2236134,42,0,"1","150","D","10","D",625,"D"
"20111",2236134,43,0,"1","150","D","11","D",825,"D"
"20111",2236134,44,0,"1","150","D","12","D",600,"D"
"20111",2236134,45,0,"1","160","D","12","D",1000,"D"
"20111",2236134,46,0,"1","160","D","11","D",4,"D"
"20111",2236134,47,0,"2","150","D","10","D",703,"D"
