"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CREDITR5","CRED_TR5","CREDITX5","CRED_TX5","OWEMONEY","OWEM_NEY"
"20111",2227885,21,0,"1","700","D",3000,"F",0,"D"
"20111",2228375,25,0,"1","120","D",159,"D",.,"C"
"20111",2228375,26,0,"1","130","D",540,"D",.,"C"
"20111",2228415,20,0,"1","130","D",3200,"D",.,"C"
"20111",2228415,21,0,"1","130","D",2700,"D",.,"C"
"20111",2228455,22,0,"1","120","D",400,"F",.,"C"
"20111",2228815,19,0,"1","130","D",700,"D",.,"C"
"20111",2228855,26,0,"1","130","D",230,"D",0,"D"
"20111",2228915,25,0,"1","130","D",200,"D",.,"C"
"20111",2229315,18,0,"1","120","D",500,"D",.,"C"
"20111",2229315,19,0,"1","130","D",1500,"D",.,"C"
"20111",2229435,48,0,"1","120","D",482,"D",250,"D"
"20111",2229435,49,0,"1","130","D",1220,"D",250,"D"
"20111",2229505,21,0,"1","130","D",1530,"D",.,"C"
"20111",2229505,22,0,"1","120","D",530,"D",.,"C"
"20111",2229565,30,0,"1","120","D",250,"D",0,"D"
"20111",2229565,31,0,"1","120","D",100,"D",.,"C"
"20111",2229565,32,0,"1","130","D",2000,"D",500,"D"
"20111",2229565,33,0,"1","130","D",4000,"D",5000,"D"
"20111",2229565,34,0,"1","200","D",800,"D",2000,"D"
"20111",2229905,25,0,"1","130","D",500,"D",500,"D"
"20111",2229955,33,0,"1","120","D",1200,"D",0,"D"
"20111",2229955,34,0,"1","510","D",2000,"D",2000,"D"
"20111",2229955,35,0,"1","800","D",5000,"D",10000,"D"
"20111",2230235,36,0,"1","130","D",1007,"D",0,"D"
"20111",2230235,37,0,"1","130","D",4700,"D",2200,"D"
"20111",2230255,22,0,"1","130","D",4000,"D",4000,"D"
"20111",2230625,17,0,"1","120","D",250,"D",150,"D"
"20111",2230625,18,0,"1","120","D",872,"D",650,"D"
"20111",2230675,29,0,"1","130","D",150,"D",0,"D"
"20111",2230675,30,0,"1","130","D",100,"D",0,"D"
"20111",2230785,21,0,"1","130","D",5000,"D",2000,"D"
"20111",2230955,18,0,"1","130","D",500,"D",0,"D"
"20111",2230965,21,0,"1","130","D",14000,"D",14000,"D"
"20111",2231015,37,0,"1","130","D",8000,"D",6000,"D"
"20111",2231015,38,0,"1","130","D",1000,"D",1000,"D"
"20111",2231155,21,0,"1","130","D",1600,"D",.,"C"
"20111",2231195,25,0,"1","130","D",6000,"D",100,"D"
"20111",2231305,19,0,"1","110","D",400,"D",.,"C"
"20111",2231305,20,0,"1","200","D",600,"D",.,"C"
"20111",2231555,18,0,"1","130","D",3000,"D",.,"C"
