"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QPSF3MCX","QPSF_MCX","QSSF3MCX","QSSF_MCX","QEAD3MCX","QEAD_MCX","QREC3MCX","QREC_MCX","QFLM3MCX","QFLM_MCX","QFLP3MCX","QFLP_MCX","QPVD3MCX","QPVD_MCX","QRVD3MCX","QRVD_MCX","QENT3MCX","QENT_MCX","QBR3MCX","QBR3MCX_","QNMG3MCX","QNMG_MCX"
"20101",1996435,25,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",24,"D",.,"A",.,"A",.,"A"
"20101",1996455,25,0,"1",.,"A",5,"D",.,"A",15,"D",.,"A",.,"A",.,"A",21,"D",.,"A",.,"A",.,"A"
"20101",1996505,31,0,"1",.,"A",85,"D",20,"D",.,"A",.,"A",20,"D",.,"A",80,"D",.,"A",30,"D",30,"D"
"20101",1996515,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,"D",.,"A"
"20101",1996525,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1996565,18,0,"1",44,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1996575,22,0,"1",.,"A",.,"A",8,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",52,"D",3,"D"
"20101",1996585,25,0,"1",120,"D",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",200,"D",.,"A"
"20101",1996595,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A"
"20101",1996605,17,0,"1",.,"A",.,"A",24,"D",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",9,"D",.,"A"
"20101",1996625,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",.,"A",.,"A",.,"A",15,"D"
"20101",1996645,21,0,"1",.,"A",.,"A",.,"A",25,"D",.,"A",.,"A",60,"D",.,"A",.,"A",125,"D",.,"A"
"20101",1996675,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",18,"D",.,"A"
"20101",1996715,25,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",31,"D",.,"A"
"20101",1996755,18,0,"1",.,"A",.,"A",50,"D",30,"D",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1996765,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",13,"D",.,"A",.,"A",.,"A",.,"A",30,"D"
"20101",1996795,25,0,"1",.,"A",.,"A",13,"D",.,"A",12,"D",12,"D",.,"A",.,"A",.,"A",24,"D",12,"D"
"20101",1996815,18,0,"1",0,"D",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1996915,24,0,"1",.,"A",.,"A",40,"D",.,"A",8,"D",8,"D",16,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1996935,16,0,"1",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",30,"D",.,"A",.,"A",120,"D",.,"A"
"20101",1996985,28,0,"1",.,"A",.,"A",16,"D",.,"A",.,"A",.,"A",130,"D",90,"D",.,"A",.,"A",26,"D"
"20101",1997005,29,0,"1",.,"A",.,"A",220,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",30,"D"
"20101",1997025,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",12,"D",.,"A"
"20101",1997035,18,0,"1",.,"A",.,"A",.,"A",13,"D",13,"D",12,"D",.,"A",.,"A",.,"A",35,"D",17,"D"
"20101",1997045,32,0,"1",1450,"D",.,"A",225,"D",.,"A",.,"A",20,"D",.,"A",30,"D",0,"D",0,"D",20,"D"
"20101",1997055,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",40,"D",.,"A"
"20101",1997095,26,0,"1",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",50,"D",.,"A",.,"A",100,"D",.,"A"
"20101",1997105,17,0,"1",100,"D",.,"A",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",.,"A",.,"A"
"20101",1997145,34,0,"1",.,"A",.,"A",24,"D",.,"A",.,"A",.,"A",36,"D",30,"D",20,"D",50,"D",.,"A"
"20101",1997225,17,0,"1",.,"A",.,"A",.,"A",23,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1997235,28,0,"1",110,"D",30,"D",140,"D",.,"A",15,"D",.,"A",.,"A",50,"D",.,"A",100,"D",.,"A"
"20101",1997245,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",16,"D"
"20101",1997265,14,0,"1",.,"A",.,"A",180,"D",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1997275,20,0,"1",135,"D",.,"A",400,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1997295,26,0,"1",.,"A",.,"A",56,"D",.,"A",.,"A",.,"A",75,"D",.,"A",.,"A",.,"A",11,"D"
"20101",1997315,22,0,"1",.,"A",.,"A",48,"D",.,"A",.,"A",25,"D",30,"D",.,"A",.,"A",47,"D",.,"A"
"20101",1997325,22,0,"1",.,"A",.,"A",.,"A",18,"D",.,"A",.,"A",.,"A",1,"D",69,"D",.,"A",.,"A"
"20101",1997345,38,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",12,"D"
"20101",1997365,19,0,"1",.,"A",0,"D",240,"D",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1997385,18,0,"1",.,"A",.,"A",.,"A",18,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1997435,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A",100,"D",.,"A"
"20101",1997445,21,0,"1",100,"D",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1997465,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",9,"D"
"20101",1997475,13,0,"1",.,"A",.,"A",80,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",0,"D"
"20101",1997505,40,0,"1",.,"A",35,"D",.,"A",6,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",17,"D"
"20101",1997545,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",27,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1997555,19,0,"1",.,"A",.,"A",35,"D",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1997565,24,0,"1",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1997575,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A"
"20101",1997605,37,0,"1",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A",9,"D",.,"A",59,"D",.,"A"
"20101",1997675,23,0,"1",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",.,"A"
"20101",1997685,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A"
"20101",1997695,21,0,"1",.,"A",.,"A",100,"D",.,"A",.,"A",35,"D",.,"A",20,"D",.,"A",.,"A",20,"D"
"20101",1997705,26,0,"1",92,"D",.,"A",28,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1997735,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1997745,18,0,"1",600,"D",.,"A",.,"A",60,"D",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",2,"D"
"20101",1997755,27,0,"1",.,"A",.,"A",.,"A",54,"D",.,"A",.,"A",.,"A",48,"D",.,"A",75,"D",50,"D"
"20101",1997765,47,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",6,"D"
"20101",1997795,41,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",20,"D",.,"A",20,"D",120,"D",.,"A"
"20101",1997815,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",18,"D",.,"A",.,"A",25,"D",14,"D"
"20101",1997875,57,0,"1",80,"D",.,"A",40,"D",73,"D",15,"D",.,"A",17,"D",55,"D",.,"A",90,"D",.,"A"
"20101",1997895,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",75,"D",.,"A",.,"A",.,"A",10,"D",.,"A"
"20101",1997935,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,"D"
"20101",1997955,27,0,"1",.,"A",.,"A",110,"D",17,"D",.,"A",.,"A",.,"A",45,"D",.,"A",20,"D",.,"A"
"20101",1997965,13,0,"1",.,"A",55,"D",20,"D",60,"D",.,"A",.,"A",75,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1997985,20,0,"1",.,"A",.,"A",11,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1998005,18,0,"1",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1998035,32,0,"1",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",30,"D",40,"D",0,"D",36,"D"
"20101",1998075,36,0,"1",72,"D",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",140,"D",10,"D"
"20101",1998145,18,0,"1",.,"A",.,"A",100,"D",45,"D",.,"A",.,"A",.,"A",25,"D",15,"D",.,"A",.,"A"
"20101",1998205,31,0,"1",240,"D",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",27,"D",.,"A",200,"D",.,"A"
"20101",1998255,20,0,"1",0,"D",.,"A",9,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",9,"D"
"20101",1998335,13,0,"1",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1998365,35,0,"1",.,"A",.,"A",.,"A",13,"D",.,"A",8,"D",.,"A",35,"D",.,"A",.,"A",.,"A"
"20101",1998375,23,0,"1",20,"D",.,"A",120,"D",.,"A",.,"A",40,"D",.,"A",5,"D",.,"A",.,"A",.,"A"
"20101",1998445,31,0,"1",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1998455,42,0,"1",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1998485,38,0,"1",.,"A",.,"A",300,"D",100,"D",.,"A",44,"D",125,"D",.,"A",.,"A",200,"D",40,"D"
"20101",1998495,19,0,"1",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1998505,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1998515,40,0,"1",.,"A",.,"A",400,"D",30,"D",.,"A",.,"A",20,"D",60,"D",.,"A",.,"A",.,"A"
"20101",1998565,27,0,"1",.,"A",.,"A",73,"D",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",30,"D",.,"A"
"20101",1998585,24,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",0,"D",.,"A",8,"D",.,"A",.,"A",.,"A"
"20101",1998625,20,0,"1",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",35,"D",7,"D"
"20101",1998655,21,0,"1",.,"A",.,"A",24,"D",30,"D",.,"A",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A"
"20101",1998675,46,0,"1",80,"D",.,"A",28,"D",35,"D",.,"A",18,"D",170,"D",4,"D",5,"D",28,"D",.,"A"
"20101",1998705,23,0,"1",150,"D",100,"D",70,"D",.,"A",.,"A",.,"A",.,"A",60,"D",.,"A",30,"D",20,"D"
"20101",1998715,21,0,"1",.,"A",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A",20,"D",.,"A",54,"D",.,"A"
"20101",1998765,15,0,"1",120,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1998775,16,0,"1",.,"A",.,"A",18,"D",.,"A",.,"A",.,"A",27,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1998795,18,0,"1",.,"A",.,"A",22,"D",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",13,"D",.,"A"
"20101",1998815,19,0,"1",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A",45,"D"
"20101",1998825,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",18,"D"
"20101",1998845,18,0,"1",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",50,"D",3,"D",.,"A",100,"D",30,"D"
"20101",1998855,18,0,"1",.,"A",.,"A",25,"D",36,"D",.,"A",.,"A",6,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1998885,14,0,"1",.,"A",.,"A",10,"D",0,"D",.,"A",.,"A",.,"A",12,"D",.,"A",10,"D",.,"A"
"20101",1998895,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",21,"D"
"20101",1998905,21,0,"1",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D"
"20101",1998935,14,0,"1",0,"D",.,"A",11,"D",25,"D",.,"A",.,"A",53,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1998945,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A"
"20101",1998955,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,"D",.,"A",.,"A",.,"A"
"20101",1998965,26,0,"1",.,"A",.,"A",15,"D",30,"D",.,"A",20,"D",.,"A",.,"A",.,"A",150,"D",.,"A"
"20101",1999005,23,0,"1",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1999015,23,0,"1",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A"
"20101",1999085,14,0,"1",.,"A",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1999215,22,0,"1",.,"A",20,"D",25,"D",12,"D",.,"A",.,"A",7,"D",15,"D",.,"A",.,"A",.,"A"
"20101",1999225,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A"
"20101",1999235,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A"
"20101",1999255,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A"
"20101",1999295,15,0,"1",.,"A",.,"A",45,"D",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1999325,21,0,"1",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1999365,25,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1999375,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",38,"D",.,"A",.,"A",.,"A"
"20101",1999385,24,0,"1",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1999435,16,0,"1",60,"D",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A"
"20101",1999465,18,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",19,"D",.,"A",.,"A",10,"D",.,"A"
"20101",1999475,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1999495,15,0,"1",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",75,"D",.,"A",.,"A",35,"D",0,"D"
"20101",1999515,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,"D",2,"D"
"20101",1999605,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1999625,19,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",30,"D",10,"D"
"20101",1999655,18,0,"1",.,"A",.,"A",30,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D"
"20101",1999685,25,0,"1",.,"A",.,"A",80,"D",.,"A",.,"A",.,"A",.,"A",3,"D",.,"A",8,"D",.,"A"
"20101",1999715,49,0,"1",.,"A",.,"A",.,"A",.,"A",5,"D",.,"A",.,"A",.,"A",.,"A",3,"D",.,"A"
"20101",1999735,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20101",1999755,25,0,"1",.,"A",30,"D",45,"D",13,"D",5,"D",11,"D",.,"A",25,"D",80,"D",50,"D",.,"A"
"20101",1999795,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A"
"20101",1999845,16,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",1999905,21,0,"1",.,"A",250,"D",24,"D",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A"
"20101",1999935,20,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",50,"D",.,"A"
"20101",1999955,19,0,"1",.,"A",.,"A",.,"A",13,"D",.,"A",0,"D",0,"D",0,"D",0,"D",.,"A",8,"D"
"20101",1999985,36,0,"1",.,"A",.,"A",270,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",2000015,15,0,"1",.,"A",.,"A",.,"A",35,"D",.,"A",.,"A",200,"D",.,"A",.,"A",.,"A",.,"A"
"20101",2000035,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",30,"D",.,"A",20,"D",100,"D"
"20101",2000065,20,0,"1",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",2000115,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A"
"20101",2000165,23,0,"1",.,"A",.,"A",90,"D",.,"A",6,"D",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A"
"20101",2000175,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",96,"D",.,"A",.,"A"
"20101",2000215,15,0,"1",.,"A",.,"A",30,"D",24,"D",.,"A",.,"A",.,"A",.,"A",.,"A",110,"D",.,"A"
"20101",2000255,33,0,"1",.,"A",.,"A",18,"D",.,"A",.,"A",20,"D",25,"D",5,"D",10,"D",14,"D",.,"A"
"20101",2000285,16,0,"1",.,"A",.,"A",40,"D",15,"D",.,"A",10,"D",13,"D",15,"D",.,"A",20,"D",10,"D"
"20101",2000305,20,0,"1",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A"
"20101",2000315,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",6,"D"
"20101",2000325,15,0,"1",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",2000335,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A"
"20101",2000355,22,0,"1",.,"A",110,"D",150,"D",200,"D",.,"A",.,"A",20,"D",.,"A",.,"A",37,"D",94,"D"
"20101",2000365,19,0,"1",.,"A",12,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",16,"D",.,"A"
"20101",2000385,24,0,"1",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",50,"D",.,"A",.,"A",40,"D",.,"A"
"20101",2000405,27,0,"1",.,"A",.,"A",140,"D",35,"D",.,"A",.,"A",.,"A",.,"A",.,"A",18,"D",.,"A"
"20101",2000415,26,0,"1",.,"A",.,"A",18,"D",.,"A",.,"A",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A"
"20101",2000455,20,0,"1",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A"
"20101",2000465,14,0,"1",0,"D",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",2000495,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A"
"20101",2000565,26,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A"
"20101",2000595,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A"
"20101",2000655,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D"
"20101",2000715,18,0,"1",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20101",2000745,21,0,"1",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
