"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","JMKPURQV","JMKP_RQV","JNONFDQV","JNON_DQV","JOTHSTQV","JOTH_TQV","JDINEOQV","JDIN_OQV","JALOUTQV","JALO_TQV","JMLPAYQV","JMLP_YQV","JMEALPYA","JMEA_PYA","JSCHMLQV","JSCH_LQV","JMKGRCQV","JMKG_CQV","FREEFOOD","FREE_OOD","JALHOMQV","JALH_MQV"
"20101",1995745,43,0,"1",1560,"D",455,"D",.,"A",520,"D",60,"D",.,"A",.,"A",.,"A",1105,"D","2","D",150,"D"
"20101",1995765,29,0,"1",1300,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1105,"D","2","D",.,"A"
"20101",1995775,72,0,"1",910,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D",.,"A"
"20101",1995785,52,0,"1",1300,"D",260,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A"
"20101",1995795,40,0,"1",1560,"D",130,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D",.,"A"
"20101",1995805,52,0,"1",1560,"D",390,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1170,"D","2","D",75,"D"
"20101",1995825,31,0,"1",3250,"D",340,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1332,"F","2","D",.,"A"
"20101",1995845,58,0,"1",1300,"D",65,"D",260,"D",455,"D",.,"A",.,"A",.,"A",.,"A",1235,"D","2","D",.,"A"
"20101",1995875,56,0,"1",1950,"D",0,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",1950,"D","2","D",.,"A"
"20101",1995885,68,0,"1",520,"D",26,"D",.,"A",455,"D",0,"D",.,"A",.,"A",.,"A",494,"D","2","D",150,"D"
"20101",1995895,49,0,"1",650,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",455,"D","2","D",.,"A"
"20101",1995905,36,0,"1",1300,"D",347,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1558,"F","2","D",.,"A"
"20101",1995915,38,0,"1",1300,"D",260,"D",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A"
"20101",1995925,51,0,"1",325,"D",65,"D",1625,"D",130,"D",.,"A",.,"A",.,"A",.,"A",260,"D","2","D",.,"A"
"20101",1995935,32,0,"1",1690,"D",130,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1560,"D","2","D",.,"A"
"20101",1995955,71,0,"1",1755,"D",455,"D",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D",.,"A"
"20101",1995965,55,0,"1",1040,"D",130,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D",.,"A"
"20101",1995975,62,0,"1",1300,"D",325,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",975,"D","2","D",30,"D"
"20101",1995985,42,0,"1",1300,"D",195,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",1105,"D","2","D",60,"D"
"20101",1995995,65,0,"1",325,"D",0,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D",.,"A"
"20101",1996005,71,0,"1",3146,"D",975,"D",.,"A",520,"D",0,"D",.,"A",.,"A",.,"A",2171,"D","2","D",480,"D"
"20101",1996025,77,0,"1",1300,"D",325,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",975,"D","2","D",150,"D"
"20101",1996035,50,0,"1",1300,"D",130,"D",910,"D",0,"D",0,"D",.,"A",.,"A",.,"A",1170,"D","2","D",45,"D"
"20101",1996045,59,0,"1",1950,"D",325,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D",.,"A"
"20101",1996055,64,0,"1",1950,"D",260,"D",65,"D",1300,"D",0,"D",.,"A",.,"A",.,"A",1690,"D","2","D",60,"D"
"20101",1996065,43,0,"1",650,"D",260,"D",.,"A",260,"D",72,"D",.,"A",.,"A",.,"A",390,"D","2","D",24,"D"
"20101",1996085,54,0,"1",2600,"D",390,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",2210,"D","2","D",.,"A"
"20101",1996115,39,0,"1",650,"D",65,"D",1300,"D",260,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D",.,"A"
"20101",1996135,66,0,"1",1040,"D",520,"D",.,"A",520,"D",0,"D",.,"A",.,"A",.,"A",520,"D","2","D",90,"D"
"20101",1996145,35,0,"1",520,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",390,"D","2","D",.,"A"
"20101",1996175,70,0,"1",975,"D",0,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D",.,"A"
"20101",1996195,66,0,"1",975,"D",325,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A"
"20101",1996205,53,0,"1",1300,"D",195,"D",.,"A",195,"D",145,"F",.,"A",.,"A",.,"A",1105,"D","2","D",120,"D"
"20101",1996215,36,0,"1",650,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D",.,"A"
"20101",1996225,61,0,"1",3900,"D",650,"D",.,"A",156,"D",.,"A",.,"A",.,"A",.,"A",3250,"D","2","D",.,"A"
"20101",1996235,32,0,"1",2340,"D",260,"D",130,"D",130,"D",.,"A",.,"A",.,"A",.,"A",2080,"D","2","D",.,"A"
"20101",1996245,27,0,"1",650,"D",195,"D",130,"D",845,"D",0,"D",.,"A",.,"A",.,"A",455,"D","2","D",60,"D"
"20101",1996255,63,0,"1",1950,"D",260,"D",.,"A",650,"D",30,"D",.,"A",.,"A",297,"D",1690,"D","2","D",45,"D"
"20101",1996265,54,0,"1",1625,"D",260,"D",.,"A",780,"D",.,"A",.,"A",.,"A",96,"D",1365,"D","2","D",.,"A"
"20101",1996305,84,0,"1",1105,"D",130,"D",.,"A",780,"D",120,"D",.,"A",.,"A",.,"A",975,"D","2","D",120,"D"
"20101",1996315,42,0,"1",1950,"D",325,"D",.,"A",442,"D",0,"D",.,"A",.,"A",.,"A",1625,"D","2","D",240,"D"
"20101",1996345,24,0,"1",520,"D",0,"D",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D",.,"A"
"20101",1996365,34,0,"1",780,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",650,"D","2","D",120,"D"
"20101",1996385,40,0,"1",780,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",455,"D","1","D",.,"A"
"20101",1996395,49,0,"1",1300,"D",715,"D",.,"A",390,"D",0,"D",.,"A",.,"A",.,"A",585,"D","2","D",720,"D"
"20101",1996425,38,0,"1",2925,"D",650,"D",.,"A",1040,"D",.,"A",.,"A",.,"A",.,"A",2275,"D","2","D",.,"A"
"20101",1996435,63,0,"1",1040,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",80,"D",1040,"D","2","D",.,"A"
"20101",1996445,42,0,"1",975,"D",208,"D",.,"A",130,"D",0,"D",.,"A",.,"A",.,"A",767,"D","2","D",15,"D"
"20101",1996455,73,0,"1",910,"D",195,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",715,"D","2","D",240,"D"
"20101",1996465,36,0,"1",650,"D",0,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A"
"20101",1996475,63,0,"1",1495,"D",195,"D",.,"A",0,"D",0,"D",.,"A",.,"A",110,"D",1300,"D","2","D",45,"D"
"20101",1996495,40,0,"1",1300,"D",390,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D",.,"A"
"20101",1996505,85,0,"1",1950,"D",260,"D",.,"A",780,"D",0,"D",.,"A",.,"A",.,"A",1690,"D","2","D",60,"D"
"20101",1996515,40,0,"1",1040,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D",.,"A"
"20101",1996525,54,0,"1",650,"D",0,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A"
"20101",1996555,48,0,"1",650,"D",52,"D",143,"D",260,"D",900,"D",.,"A",.,"A",.,"A",598,"D","2","D",360,"D"
"20101",1996565,36,0,"1",975,"D",130,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",845,"D","2","D",.,"A"
"20101",1996575,63,0,"1",416,"D",13,"D",.,"A",143,"D",.,"A",.,"A",.,"A",.,"A",403,"D","2","D",.,"A"
"20101",1996585,64,0,"1",1950,"D",325,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",160,"D",1625,"D","2","D",.,"A"
"20101",1996595,53,0,"1",650,"D",65,"D",.,"A",0,"D",30,"D",.,"A",.,"A",.,"A",585,"D","1","D",60,"D"
"20101",1996605,52,0,"1",650,"D",0,"D",.,"A",65,"D",0,"D",.,"A",.,"A",.,"A",650,"D","2","D",75,"D"
"20101",1996615,34,0,"1",975,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",715,"D","2","D",.,"A"
"20101",1996625,67,0,"1",1300,"D",195,"D",.,"A",455,"D",0,"D",.,"A",.,"A",.,"A",1105,"D","2","D",21,"D"
"20101",1996635,44,0,"1",975,"D",65,"D",.,"A",1690,"D",60,"D",.,"A",.,"A",.,"A",910,"D","2","D",150,"D"
"20101",1996645,79,0,"1",975,"D",0,"D",.,"A",650,"D",30,"D",.,"A",.,"A",.,"A",975,"D","2","D",150,"D"
"20101",1996675,58,0,"1",1625,"D",325,"D",.,"A",26,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D",.,"A"
"20101",1996695,30,0,"1",2275,"D",585,"D",520,"D",390,"D",.,"A",.,"A",.,"A",.,"A",1690,"D","2","D",.,"A"
"20101",1996705,26,0,"1",715,"D",52,"D",.,"A",156,"D",.,"A",.,"A",.,"A",.,"A",663,"D","2","D",.,"A"
"20101",1996715,92,0,"1",3302,"D",520,"D",.,"A",130,"D",0,"D",.,"A",.,"A",.,"A",2782,"D","2","D",660,"D"
"20101",1996755,53,0,"1",1950,"D",260,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",1690,"D","2","D",.,"A"
"20101",1996765,66,0,"1",1690,"D",260,"D",260,"D",780,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D",.,"A"
"20101",1996775,45,0,"1",650,"D",130,"D",.,"A",208,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D",.,"A"
"20101",1996785,37,0,"1",1300,"D",260,"D",130,"D",325,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A"
"20101",1996795,80,0,"1",1105,"D",65,"D",.,"A",130,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D",30,"D"
"20101",1996805,45,0,"1",1300,"D",0,"D",.,"A",455,"D",30,"D",975,"D",3900,"D",.,"A",1300,"D","2","D",60,"D"
"20101",1996815,52,0,"1",1950,"D",520,"D",1300,"D",455,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","1","D",.,"A"
"20101",1996835,40,0,"1",390,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",390,"D","2","D",.,"A"
"20101",1996845,32,0,"1",650,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D",.,"A"
"20101",1996865,43,0,"1",975,"D",52,"D",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",923,"D","2","D",.,"A"
"20101",1996915,49,0,"1",1300,"D",260,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D",72,"D"
"20101",1996925,32,0,"1",2860,"D",390,"D",520,"D",585,"D",.,"A",.,"A",.,"A",.,"A",2470,"D","2","D",.,"A"
"20101",1996935,54,0,"1",1040,"D",130,"D",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D",.,"A"
"20101",1996945,27,0,"1",1170,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D",.,"A"
"20101",1996955,50,0,"1",910,"D",455,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",455,"D","2","D",.,"A"
"20101",1996965,85,0,"1",1300,"D",130,"D",390,"D",325,"D",.,"A",.,"A",.,"A",240,"D",1170,"D","2","D",.,"A"
"20101",1996985,70,0,"1",1560,"D",390,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",1170,"D","2","D",240,"D"
"20101",1996995,28,0,"1",5850,"D",1300,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",4550,"D","2","D",468,"D"
"20101",1997005,89,0,"1",1950,"D",0,"D",.,"A",2600,"D",225,"D",.,"A",.,"A",.,"A",1950,"D","2","D",300,"D"
"20101",1997025,74,0,"1",1950,"D",0,"D",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A",1950,"D","2","D",.,"A"
"20101",1997035,56,0,"1",1300,"D",325,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D",.,"A"
"20101",1997045,87,0,"1",3250,"D",650,"D",390,"D",1950,"D",90,"D",.,"A",.,"A",.,"A",2600,"D","2","D",120,"D"
"20101",1997055,46,0,"1",1300,"D",260,"D",650,"D",260,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A"
"20101",1997095,78,0,"1",2600,"D",650,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1950,"D","2","D",90,"D"
"20101",1997105,42,0,"1",5200,"D",910,"D",.,"A",2600,"D",.,"A",.,"A",.,"A",.,"A",4290,"D","2","D",.,"A"
"20101",1997115,40,0,"1",975,"D",195,"D",65,"D",130,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D",.,"A"
"20101",1997145,105,0,"1",1937,"D",455,"D",.,"A",1430,"D",.,"A",.,"A",.,"A",.,"A",1482,"D","2","D",.,"A"
"20101",1997165,38,0,"1",650,"D",143,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",575,"F","2","D",.,"A"
"20101",1997175,54,0,"1",2340,"D",325,"D",.,"A",520,"D",0,"D",.,"A",.,"A",.,"A",2015,"D","2","D",120,"D"
"20101",1997225,41,0,"1",650,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D",.,"A"
"20101",1997235,86,0,"1",2106,"D",260,"D",.,"A",1495,"D",30,"D",.,"A",.,"A",165,"D",1846,"D","2","D",90,"D"
"20101",1997245,54,0,"1",2600,"D",390,"D",325,"D",0,"D",0,"D",.,"A",.,"A",.,"A",2210,"D","2","D",720,"D"
"20101",1997255,44,0,"1",1560,"D",520,"D",.,"A",910,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A"
"20101",1997265,43,0,"1",1300,"D",650,"D",.,"A",650,"D",90,"D",.,"A",.,"A",.,"A",650,"D","2","D",90,"D"
"20101",1997275,48,0,"1",2925,"D",325,"D",260,"D",1300,"D",90,"D",.,"A",.,"A",80,"D",2600,"D","2","D",225,"D"
"20101",1997285,48,0,"1",780,"D",143,"F",.,"A",309,"F",.,"A",.,"A",.,"A",.,"A",575,"F","2","D",.,"A"
"20101",1997295,69,0,"1",3900,"D",650,"D",650,"D",3900,"D",18,"D",.,"A",.,"A",130,"D",3250,"D","2","D",90,"D"
"20101",1997315,52,0,"1",325,"D",39,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",286,"D","2","D",60,"D"
"20101",1997325,99,0,"1",949,"D",52,"D",.,"A",780,"D",120,"D",.,"A",.,"A",.,"A",897,"D","2","D",30,"D"
"20101",1997345,85,0,"1",975,"D",325,"D",.,"A",650,"D",60,"D",.,"A",.,"A",.,"A",650,"D","2","D",150,"D"
"20101",1997365,61,0,"1",1365,"D",65,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",60,"D",1300,"D","2","D",30,"D"
"20101",1997375,56,0,"1",3250,"D",650,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2600,"D","2","D",.,"A"
"20101",1997385,46,0,"1",1300,"D",195,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1105,"D","2","D",.,"A"
"20101",1997395,60,0,"1",520,"D",130,"D",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",390,"D","2","D",.,"A"
"20101",1997405,39,0,"1",0,"D",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",0,"D","2","D",.,"A"
"20101",1997435,49,0,"1",3900,"D",650,"D",.,"A",0,"D",.,"A",.,"A",.,"A",100,"D",3250,"D","2","D",.,"A"
"20101",1997445,64,0,"1",3900,"D",390,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",3510,"D","2","D",.,"A"
"20101",1997465,34,0,"1",1950,"D",455,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1495,"D","2","D",.,"A"
"20101",1997475,58,0,"1",650,"D",455,"D",390,"D",0,"D",90,"D",.,"A",.,"A",.,"A",195,"D","2","D",90,"D"
"20101",1997505,80,0,"1",1950,"D",455,"D",.,"A",325,"D",.,"A",.,"A",.,"A",100,"D",1495,"D","2","D",.,"A"
"20101",1997515,26,0,"1",520,"D",65,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",455,"D","2","D",.,"A"
"20101",1997525,34,0,"1",780,"D",130,"D",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A"
"20101",1997535,41,0,"1",585,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D",.,"A"
"20101",1997545,34,0,"1",325,"D",130,"D",.,"A",156,"D",0,"D",.,"A",.,"A",.,"A",195,"D","2","D",30,"D"
"20101",1997555,55,0,"1",520,"D",130,"D",.,"A",130,"D",0,"D",.,"A",.,"A",.,"A",390,"D","2","D",90,"D"
"20101",1997565,79,0,"1",780,"D",65,"D",130,"D",325,"D",0,"D",.,"A",.,"A",.,"A",715,"D","2","D",150,"D"
"20101",1997575,41,0,"1",1300,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A"
"20101",1997585,30,0,"1",1950,"D",234,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",942,"F","2","D",.,"A"
"20101",1997605,100,0,"1",3900,"D",390,"D",277,"F",631,"F",.,"A",.,"A",.,"A",.,"A",3510,"D","2","D",.,"A"
"20101",1997625,26,0,"1",910,"D",195,"D",130,"D",0,"D",0,"D",.,"A",.,"A",.,"A",715,"D","1","D",90,"D"
"20101",1997635,29,0,"1",325,"D",160,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",644,"F","2","D",.,"A"
"20101",1997645,27,0,"1",1040,"D",0,"D",195,"D",0,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A"
"20101",1997665,61,0,"1",650,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D",.,"A"
"20101",1997675,60,0,"1",1950,"D",390,"D",.,"A",3900,"D",.,"A",.,"A",.,"A",.,"A",1560,"D","2","D",.,"A"
"20101",1997685,51,0,"1",1300,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",120,"D",1300,"D","2","D",120,"D"
"20101",1997695,60,0,"1",1300,"D",325,"D",.,"A",780,"D",36,"D",.,"A",.,"A",.,"A",975,"D","2","D",36,"D"
"20101",1997705,81,0,"1",1265,"F",.,"A",.,"A",390,"D",90,"D",.,"A",.,"A",.,"A",1043,"F","2","D",72,"D"
"20101",1997715,40,0,"1",650,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A"
"20101",1997735,47,0,"1",2925,"D",390,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2535,"D","2","D",.,"A"
"20101",1997745,48,0,"1",390,"D",65,"D",.,"A",1040,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D",.,"A"
"20101",1997755,102,0,"1",1430,"D",390,"D",390,"D",65,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D",.,"A"
"20101",1997765,97,0,"1",1300,"D",0,"D",1300,"D",260,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D",.,"A"
"20101",1997785,37,0,"1",1430,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D",.,"A"
"20101",1997795,118,0,"1",1950,"D",260,"D",.,"A",1300,"D",0,"D",.,"A",.,"A",20,"D",1690,"D","2","D",180,"D"
"20101",1997815,42,0,"1",1560,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D",.,"A"
"20101",1997855,40,0,"1",2275,"D",143,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",575,"F",,"C",.,"A"
"20101",1997865,61,0,"1",3640,"D",650,"D",.,"A",91,"D",.,"A",.,"A",.,"A",.,"A",2990,"D","2","D",.,"A"
"20101",1997875,150,0,"1",3991,"D",0,"D",.,"A",1066,"D",150,"D",.,"A",.,"A",.,"A",3991,"D","2","D",300,"D"
"20101",1997895,52,0,"1",2080,"D",780,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1300,"D","2","D",90,"D"
"20101",1997925,41,0,"1",975,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",845,"D","1","D",.,"A"
"20101",1997935,43,0,"1",520,"D",0,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",520,"D","2","D",36,"D"
"20101",1997955,55,0,"1",520,"D",0,"D",.,"A",130,"D",120,"D",.,"A",.,"A",.,"A",520,"D","2","D",90,"D"
"20101",1997965,34,0,"1",845,"D",130,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",715,"D","2","D",.,"A"
"20101",1997975,37,0,"1",390,"D",65,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D",.,"A"
"20101",1997985,55,0,"1",260,"D",65,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",195,"D","2","D",.,"A"
"20101",1998005,61,0,"1",741,"D",286,"D",.,"A",559,"D",75,"D",.,"A",.,"A",.,"A",455,"D","2","D",375,"D"
"20101",1998015,49,0,"1",325,"D",130,"D",65,"D",65,"D",0,"D",.,"A",.,"A",.,"A",195,"D","2","D",30,"D"
"20101",1998025,31,0,"1",1300,"D",325,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D",.,"A"
"20101",1998035,89,0,"1",3900,"D",1950,"D",260,"D",390,"D",.,"A",.,"A",.,"A",.,"A",1950,"D","2","D",.,"A"
"20101",1998075,115,0,"1",2600,"D",650,"D",325,"D",1560,"D",60,"D",.,"A",.,"A",.,"A",1950,"D","2","D",300,"D"
"20101",1998085,54,0,"1",845,"D",0,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",845,"D","2","D",.,"A"
"20101",1998105,51,0,"1",3900,"D",39,"D",.,"A",390,"D",0,"D",.,"A",.,"A",.,"A",3861,"D","2","D",180,"D"
"20101",1998115,40,0,"1",780,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D",.,"A"
"20101",1998135,63,0,"1",2600,"D",520,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",2080,"D","2","D",.,"A"
"20101",1998145,62,0,"1",1300,"D",520,"D",.,"A",1300,"D",360,"D",.,"A",.,"A",.,"A",780,"D","2","D",30,"D"
"20101",1998185,40,0,"1",1131,"D",169,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",962,"D","2","D",.,"A"
"20101",1998205,71,0,"1",2600,"D",130,"D",.,"A",2600,"D",0,"D",.,"A",.,"A",660,"D",2470,"D","2","D",150,"D"
"20101",1998235,21,0,"1",650,"D",130,"D",130,"D",0,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D",.,"A"
"20101",1998245,27,0,"1",975,"D",65,"D",65,"D",130,"D",.,"A",.,"A",.,"A",.,"A",910,"D","1","D",.,"A"
"20101",1998255,62,0,"1",975,"D",65,"D",.,"A",130,"D",45,"D",.,"A",.,"A",.,"A",910,"D","2","D",30,"D"
"20101",1998285,45,0,"1",975,"D",65,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D",.,"A"
"20101",1998315,44,0,"1",546,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",546,"D","2","D",.,"A"
"20101",1998335,35,0,"1",845,"D",195,"D",130,"D",0,"D",0,"D",.,"A",.,"A",.,"A",650,"D","2","D",90,"D"
"20101",1998365,80,0,"1",1690,"D",585,"D",.,"A",520,"D",0,"D",.,"A",.,"A",140,"D",1105,"D","2","D",180,"D"
"20101",1998375,59,0,"1",1300,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D",.,"A"
"20101",1998395,41,0,"1",975,"D",246,"F",.,"A",650,"D",150,"D",.,"A",.,"A",.,"A",1037,"F","2","D",60,"D"
"20101",1998445,80,0,"1",520,"D",130,"D",.,"A",1430,"D",0,"D",.,"A",.,"A",.,"A",390,"D","2","D",30,"D"
"20101",1998455,110,0,"1",1950,"D",260,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",1690,"D","2","D",150,"D"
"20101",1998485,63,0,"1",4550,"D",650,"D",390,"D",1170,"D",150,"D",.,"A",.,"A",384,"D",3900,"D","2","D",300,"D"
