"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VEHICYC","VEHICYC_","VEHDISP","VEHDISP_","VDISPMO","VDISPMO_","SALEX","SALEX_","REIMBURX","REIM_URX","EXREIMBX","EXRE_MBX","LOANSTAT","LOAN_TAT","FINPAYMX","FINP_YMX","VEHICIC","VEHICIC_"
"20101",1995585,52,0,"1","110","D","1","D","10","D",800,"F",.,"A",.,"A","2","D",.,"A","02","D"
"20101",1995885,57,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20101",1995965,45,0,"1","110","D","3","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20101",1996055,53,0,"1","110","D","1","D","10","D",3200,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20101",1996255,49,0,"1","110","D","1","D","10","D",500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20101",1997165,31,0,"1","100","D","1","D","10","D",9500,"F",.,"A",.,"A","2","D",.,"A","01","D"
"20101",1997365,49,0,"1","110","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20101",1997555,45,0,"1","100","D","2","D","11","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20101",1997565,63,0,"1","100","D","2","D","10","D",.,"A",.,"A",.,"A","1","D",11979,"D","02","D"
"20101",1997765,85,0,"1","100","D","4","D","12","D",.,"A",200,"D",.,"A","2","D",.,"A","01","D"
"20101",1998455,99,0,"1","100","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20101",1998635,57,0,"1","100","D","3","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20101",1998905,66,0,"2","110","D","2","D","10","D",.,"A",.,"A",.,"A","1","D",1000,"F","02","D"
"20101",1998985,45,0,"1","100","D","1","D","01","D",1000,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20101",1999145,38,0,"1","200","D","4","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","05","D"
"20101",1999225,52,0,"2","130","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20101",1999295,38,0,"1","100","D","2","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20101",1999995,37,0,"1","100","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20101",2000725,21,0,"1","150","D",,"C","12","D",.,"A",.,"A",.,"A",,"C",.,"A","01","D"
"20101",2001425,76,0,"1","110","D","6","D","12","D",.,"A",.,"A",.,"A","1","D",.,"A","04","D"
"20101",2001715,49,0,"1","100","D","2","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20101",2001975,74,0,"1","110","D","3","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20101",2001995,34,0,"1","110","D","1","D","11","D",4000,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20101",2002055,47,0,"1","100","D","4","D","01","D",.,"A",278,"D",.,"A","2","D",.,"A","01","D"
"20101",2002405,72,0,"2","100","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20101",2002745,47,0,"1","110","D","6","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20101",2002865,37,0,"1","110","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20101",2002935,69,0,"1","110","D","6","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20101",2003305,28,0,"1","100","D","4","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20101",2003485,70,0,"2","110","D","1","D","11","D",3250,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20101",2003735,26,0,"1","100","D","1","D","12","D",600,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20101",2003745,34,0,"1","100","D","3","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20101",2003745,35,0,"1","100","D","3","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20101",2003745,36,0,"1","110","D","1","D","01","D",6000,"D",.,"A",.,"A","2","D",.,"A","05","D"
"20101",2003905,44,0,"1","110","D","2","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20101",2003975,94,0,"1","160","D","3","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20101",2004485,53,0,"1","100","D","1","D","12","D",500,"D",.,"A",.,"A","2","D",.,"A","04","D"
"20101",2004595,82,0,"1","100","D","1","D","02","D",5300,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20101",2004625,50,0,"1","130","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20101",2004905,44,0,"1","110","D","1","D","01","D",1800,"D",.,"A",.,"A","2","D",.,"A","04","D"
"20101",2005055,107,0,"1","100","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20101",2005195,65,0,"1","100","D","6","D","12","D",.,"A",.,"A",.,"A","1","D",.,"A","03","D"
"20101",2005385,36,0,"1","100","D","6","D","10","D",.,"A",.,"A",.,"A",,"C",.,"A","03","D"
"20101",2006015,78,0,"1","100","D","2","D","10","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20101",2006055,27,0,"1","100","D","3","D","11","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20101",2006075,50,0,"1","110","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20101",2006225,58,0,"1","110","D","4","D","12","D",.,"A",7100,"D",.,"A","2","D",.,"A","02","D"
"20101",2006555,38,0,"1","100","D","1","D","01","D",2009,"F",.,"A",.,"A","2","D",.,"A","03","D"
"20101",2007955,32,0,"1","100","D","2","D","12","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20101",2008135,35,0,"1","100","D","4","D","12","D",.,"A",3700,"F",.,"A","2","D",.,"A","02","D"
