"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOD","PROP0NOD","OWNYD","OWNYD_","DISPMTHD","DISP_THD","DISPX","DISPX_","DISPEXPX","DISP_XPX","DISPMO","DISPMO_","DISPYR","DISPYR_"
"20104",2274563,34,0,"1","02","D","500","D","1","D",100000,"D",15,"D","08","D","2010","D"
"20104",2278424,42,0,"1","02","D","300","D","1","D",10000,"D",28000,"F","10","D","2010","D"
"20104",2289533,38,0,"1","02","D","300","D","2","D",.,"A",.,"A","11","D","2010","D"
"20104",2292863,71,0,"2","02","D","200","D","1","D",1174750,"V",0,"D","09","D","2010","D"
"20104",2296723,65,0,"1","01","D","300","D","3","D",.,"A",.,"A","09","D","2010","D"
"20104",2296723,66,0,"1","02","D","300","D","3","D",.,"A",.,"A","11","D","2010","D"
"20104",2308862,31,0,"1","02","D","300","D","3","D",.,"A",.,"A","09","D","2010","D"
"20104",2311702,43,0,"1","01","D","200","D","1","D",335000,"D",21000,"D","08","D","2010","D"
"20104",2313262,36,0,"1","02","D","500","D","1","D",105000,"D",0,"D","09","D","2010","D"
"20104",2315422,51,0,"1","02","D","200","D","3","D",.,"A",.,"A","08","D","2010","D"
"20104",2316124,40,0,"1","01","D","200","D","1","D",150000,"D",10565,"D","08","D","2010","D"
"20104",2324572,27,0,"1","01","D","200","D","1","D",223000,"D",21000,"F","10","D","2010","D"
"20104",2326392,45,0,"1","01","D","500","D","3","D",.,"A",.,"A","09","D","2010","D"
"20104",2326392,46,0,"1","02","D","500","D","3","D",.,"A",.,"A","08","D","2010","D"
"20104",2326392,47,0,"1","03","D","500","D","3","D",.,"A",.,"A","09","D","2010","D"
"20104",2338802,57,0,"1","01","D","200","D","1","D",1174750,"T",27000,"D","09","D","2010","D"
"20115",2234665,52,0,"1","02","D","500","D","3","D",.,"A",.,"A","10","D","2010","D"
"20115",2240705,36,0,"1","02","D","500","D","1","D",.,"A",.,"A","11","D","2010","D"
"20115",2243845,52,0,"1","02","D","400","D","1","D",261667,"T",17320,"D","12","D","2010","D"
"20115",2243915,38,0,"1","03","D","300","D","3","D",.,"A",.,"A","11","D","2010","D"
"20115",2247274,30,0,"1","02","D","400","D","1","D",5000,"D",1000,"D","11","D","2010","D"
"20115",2260325,44,0,"2","01","D","200","D","1","D",75000,"D",5000,"D","11","D","2010","D"
"20115",2262325,48,0,"1","02","D","200","D","1","D",.,"A",.,"A","12","D","2010","D"
"20115",2266365,33,0,"1","02","D","200","D","1","D",139000,"D",3000,"D","11","D","2010","D"
"20115",2269744,38,0,"2","02","D","200","D","1","D",143000,"D",15000,"D","11","D","2010","D"
"20115",2273465,33,0,"1","02","D","300","D","1","D",0,"D",165,"D","12","D","2010","D"
"20115",2275254,38,0,"2","03","D","500","D","3","D",.,"A",.,"A","11","D","2010","D"
"20115",2282464,69,0,"2","04","D","300","D","1","D",18000,"D",200,"D","12","D","2010","D"
"20115",2289014,38,0,"1","01","D","300","D","3","D",.,"A",.,"A","01","D","2011","D"
"20115",2293444,53,0,"2","02","D","300","D","3","D",.,"A",.,"A","12","D","2010","D"
"20115",2298844,48,0,"1","02","D","300","D","1","D",18000,"F",200,"F","12","D","2010","D"
"20115",2300434,46,0,"2","02","D","500","D","3","D",.,"A",.,"A","12","D","2010","D"
"20115",2301844,32,0,"1","01","D","200","D","3","D",.,"A",.,"A","01","D","2011","D"
"20115",2313083,34,0,"1","01","D","200","D","3","D",.,"A",.,"A","12","D","2010","D"
"20115",2313083,35,0,"1","02","D","400","D","3","D",.,"A",.,"A","12","D","2010","D"
"20115",2313743,27,0,"2","01","D","500","D","3","D",.,"A",.,"A","10","D","2010","D"
"20115",2313953,38,0,"1","02","D","200","D","1","D",575000,"D",0,"D","12","D","2010","D"
"20115",2323403,46,0,"1","02","D","400","D","1","D",.,"A",.,"A","01","D","2010","D"
"20115",2326533,28,0,"1","01","D","200","D","1","D",159000,"D",0,"D","01","D","2011","D"
"20115",2330593,30,0,"1","02","D","300","D","2","D",.,"A",.,"A","12","D","2010","D"
"20115",2337443,32,0,"1","02","D","400","D","3","D",.,"A",.,"A","01","D","2011","D"
"20115",2343602,39,0,"1","01","D","200","D","3","D",.,"A",.,"A","12","D","2010","D"
"20115",2346392,27,0,"1","01","D","300","D","3","D",.,"A",.,"A","12","D","2005","D"
"20115",2357054,58,0,"2","02","D","200","D","1","D",639000,"D",33400,"D","11","D","2010","D"
"20115",2357732,41,0,"1","02","D","400","D","3","D",.,"A",.,"A","01","D","2011","D"
"20115",2367482,32,0,"1","02","D","200","D","1","D",1174750,"T",45000,"D","12","D","2010","D"
"20115",2369022,69,0,"1","06","D","400","D","1","D",261667,"T",1000,"F","02","D","2011","D"
"20115",2371582,44,0,"1","01","D","200","D","3","D",.,"A",.,"A","12","D","2011","D"
"20115",2385232,25,0,"1","03","D","200","D","1","D",.,"A",.,"A","12","D","2010","D"
