"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CLOTHYB","CLOTHYB_","CLOGFTB","CLOGFTB_","CLOTHQB","CLOTHQB_","CLOTHMOB","CLOT_MOB","CLOTHXB","CLOTHXB_","AGE_SEXB","AGE__EXB","CLOTHB1","CLOTHB1_","CLOTHB2","CLOTHB2_","CLOTHB3","CLOTHB3_","CLOTHB4","CLOTHB4_","CLOTHB5","CLOTHB5_","CLOTHB6","CLOTHB6_","CLOTHB7","CLOTHB7_","CLOTHB8","CLOTHB8_","CLOTHB9","CLOTHB9_"
"20101",1996255,24,0,"1","320","D","2","D",5,"D","12","D",45,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996255,25,0,"1","340","D","2","D",6,"D","12","D",6,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996265,17,0,"1","310","D","2","D",10,"D","11","D",62,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996265,18,0,"1","310","D","2","D",10,"D","12","D",62,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996265,19,0,"1","310","D","2","D",10,"D","01","D",62,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996435,14,0,"1","310","D","2","D",2,"D","11","D",50,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996435,15,0,"1","310","D","2","D",2,"D","12","D",50,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996435,16,0,"1","310","D","2","D",2,"D","01","D",50,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996505,27,0,"1","380","D","1","D",4,"D","12","D",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996585,22,0,"1","370","D","1","D",1,"D","12","D",25,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996645,19,0,"1","380","D","1","D",1,"D","12","D",900,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996715,20,0,"1","300","D","2","D",.,"C","10","D",150,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996715,21,0,"1","300","D","2","D",.,"C","11","D",30,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996715,22,0,"1","300","D","2","D",.,"C","12","D",50,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996765,15,0,"1","310","D","1","D",.,"C","10","D",78,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996765,16,0,"1","310","D","1","D",.,"C","11","D",78,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996765,17,0,"1","310","D","1","D",.,"C","12","D",72,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996765,18,0,"1","320","D","1","D",3,"D","12","D",27,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996765,19,0,"1","340","D","1","D",1,"D","12","D",15,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996765,20,0,"1","380","D","1","D",1,"D","12","D",1249,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996765,21,0,"2","310","D","1","D",.,"C","10","D",65,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996795,19,0,"2","380","D","1","D",1,"D","10","D",99,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996915,19,0,"1","310","D","1","D",5,"D","12","D",37,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996915,20,0,"1","300","D","1","D",3,"D","12","D",21,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996915,21,0,"1","320","D","1","D",1,"D","01","D",9,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996915,22,0,"1","340","D","1","D",1,"D","01","D",9,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996965,17,0,"1","380","D","1","D",1,"D","12","D",420,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996985,17,0,"1","310","D","1","D",4,"D","10","D",80,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996985,18,0,"1","340","D","1","D",.,"C","10","D",40,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996985,19,0,"1","310","D","1","D",4,"D","11","D",80,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996985,20,0,"1","340","D","1","D",.,"C","11","D",40,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996985,21,0,"1","310","D","1","D",4,"D","12","D",80,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1996985,22,0,"1","340","D","1","D",.,"C","12","D",40,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997035,16,0,"1","380","D","1","D",1,"D","02","D",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997095,19,0,"1","300","D","2","D",3,"D","11","D",30,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997095,20,0,"1","380","D","1","D",3,"D","12","D",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997115,16,0,"1","300","D","2","D",1,"D","12","D",11,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,21,0,"1","360","D","1","D",2,"D","10","D",.,"H","5","D","310","D","320","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,21,1,"1","310","D","1","D",.,"B","10","D",49,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,21,2,"1","320","D","1","D",.,"B","10","D",44,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,22,0,"1","360","D","1","D",2,"D","11","D",.,"H","5","D","310","D","320","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,22,1,"1","310","D","1","D",.,"B","11","D",32,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,22,2,"1","320","D","1","D",.,"B","11","D",29,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,23,0,"1","360","D","1","D",2,"D","12","D",.,"H","5","D","300","D","310","D","340","D","320","D",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,23,1,"1","300","D","1","D",.,"B","12","D",8,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,23,2,"1","310","D","1","D",.,"B","12","D",8,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,23,3,"1","340","D","1","D",.,"B","12","D",5,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,23,4,"1","320","D","1","D",.,"B","12","D",7,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,24,0,"1","360","D","1","D",1,"D","12","D",.,"H","5","D","340","D","300","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,24,1,"1","340","D","1","D",.,"B","12","D",13,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,24,2,"1","300","D","1","D",.,"B","12","D",15,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,25,0,"1","900","D","1","D",7,"D","12","D",.,"H",,"A","900","D","290","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,25,1,"1","201","D","1","D",.,"B","12","D",8,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,25,2,"1","290","D","1","D",.,"B","12","D",10,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,25,3,"1","300","D","1","D",.,"B","12","D",7,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997145,26,0,"1","340","D","1","D",1,"D","12","D",25,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997315,17,0,"1","380","D","1","D",1,"D","11","D",15,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997325,17,0,"1","380","D","2","D",1,"D","12","D",16,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997505,27,0,"1","290","D","2","D",1,"D","12","D",5,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997505,28,0,"1","320","D","2","D",5,"D","12","D",33,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997505,29,0,"1","320","D","2","D",1,"D","11","D",6,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997505,30,0,"1","310","D","2","D",1,"D","11","D",8,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997505,31,0,"1","390","D","1","D",1,"D","12","D",25,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997555,18,0,"1","370","D","1","D",4,"D","12","D",160,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997605,19,0,"1","370","D","2","D",1,"D","12","D",16,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997605,20,0,"1","380","D","1","D",.,"C","12","D",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997605,21,0,"1","380","D","1","D",.,"C","12","D",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997665,14,0,"1","300","D","2","D",2,"D","01","D",20,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997665,15,0,"1","300","D","2","D",4,"D","02","D",33,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997665,16,0,"2","330","D","2","D",30,"D","12","D",.,"H","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997665,16,1,"2","200","D","2","D",.,"B","12","D",51,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997665,16,2,"2","201","D","2","D",.,"B","12","D",68,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997665,16,3,"2","310","D","2","D",.,"B","12","D",159,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997665,16,4,"2","340","D","2","D",.,"B","12","D",172,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997665,17,0,"2","380","D","2","D",1,"D","12","D",15,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997765,38,0,"1","290","D","1","D",1,"D","12","D",16,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997765,39,0,"1","300","D","1","D",12,"D","12","D",53,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997765,40,0,"1","310","D","1","D",60,"D","12","D",21,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997765,41,0,"1","310","D","1","D",60,"D","01","D",21,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997765,42,0,"1","310","D","1","D",60,"D","02","D",21,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997765,43,0,"1","320","D","1","D",3,"D","12","D",27,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997795,33,0,"1","340","D","2","D",5,"D","12","D",40,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997815,16,0,"1","380","D","1","D",2,"D","02","D",33,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1997875,44,0,"1","380","D","2","D",3,"D","12","D",54,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998035,21,0,"1","310","D","1","D",.,"C","10","D",130,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998035,22,0,"1","310","D","1","D",.,"C","11","D",130,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998035,23,0,"1","310","D","1","D",.,"C","12","D",130,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998035,24,0,"1","300","D","1","D",.,"C","12","D",300,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998035,25,0,"1","320","D","1","D",.,"C","12","D",100,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998035,26,0,"1","390","D","1","D",.,"C","12","D",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998035,27,0,"2","290","D","1","D",1,"D","10","D",54,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998135,14,0,"1","310","D","1","D",.,"C","10","D",51,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998135,15,0,"1","310","D","1","D",.,"C","11","D",30,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998135,16,0,"1","310","D","1","D",.,"C","12","D",30,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998185,15,0,"1","360","D","1","D",5,"D","10","D",.,"H","5","D","320","D","340","D","310","D",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998185,15,1,"1","340","D","1","D",.,"B","10","D",75,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998185,15,2,"1","310","D","1","D",.,"B","10","D",45,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998185,16,0,"1","360","D","1","D",5,"D","11","D",.,"H","5","D","290","D","310","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998185,16,1,"1","290","D","1","D",.,"B","11","D",64,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998185,16,2,"1","310","D","1","D",.,"B","11","D",56,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998185,17,0,"1","360","D","1","D",5,"D","12","D",.,"H","5","D","340","D","310","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998185,17,1,"1","340","D","1","D",.,"B","12","D",78,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998185,17,2,"1","310","D","1","D",.,"B","12","D",47,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998205,24,0,"1","380","D","1","D",1,"D","11","D",1200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998445,23,0,"1","380","D","2","D",1,"D","12","D",42,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998445,24,0,"2","380","D","2","D",1,"D","10","D",101,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998455,34,0,"1","290","D","2","D",1,"D","01","D",40,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998455,35,0,"1","300","D","2","D",5,"D","12","D",50,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998455,36,0,"1","310","D","2","D",1,"D","01","D",15,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998455,37,0,"1","310","D","2","D",1,"D","02","D",15,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998455,38,0,"1","320","D","2","D",5,"D","01","D",50,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998455,39,0,"2","290","D","2","D",4,"D","12","D",106,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998455,40,0,"2","300","D","2","D",4,"D","12","D",120,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998485,27,0,"1","380","D","1","D",1,"D","12","D",80,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998515,31,0,"1","300","D","2","D",2,"D","12","D",43,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998515,32,0,"1","380","D","1","D",6,"D","12","D",56,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998515,33,0,"2","300","D","2","D",.,"C","10","D",22,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998515,34,0,"2","380","D","1","D",1,"D","10","D",11,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998535,15,0,"1","300","D","2","D",4,"D","12","D",120,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998585,18,0,"1","360","D","2","D",6,"D","12","D",.,"H","5","D","320","D","300","D","290","D",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998585,18,1,"1","320","D","2","D",.,"B","12","D",20,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998585,18,2,"1","300","D","2","D",.,"B","12","D",33,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998585,19,0,"2","360","D","2","D",12,"D","12","D",.,"H","5","D","320","D","300","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998585,19,1,"2","320","D","2","D",.,"B","12","D",4,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998585,19,2,"2","300","D","2","D",.,"B","12","D",9,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998615,15,0,"1","310","D","2","D",2,"D","11","D",30,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998615,16,0,"1","310","D","2","D",2,"D","12","D",30,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998615,17,0,"2","310","D","2","D",2,"D","10","D",30,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998655,16,0,"1","320","D","2","D",2,"D","12","D",15,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998655,17,0,"1","370","D","1","D",1,"D","12","D",55,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998655,18,0,"2","370","D","1","D",2,"D","11","D",62,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998675,33,0,"1","300","D","1","D",1,"D","01","D",5,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998675,34,0,"1","300","D","1","D",3,"D","02","D",10,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20101",1998675,35,0,"1","310","D","1","D",1,"D","12","D",19,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
