"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX","QPYP3MCX","QPYP_MCX","QPRP3MCX","QPRP_MCX"
"20103",2181745,98,0,"1",.,"A",.,"A",50,"D"
"20103",2182075,62,0,"1",.,"A",.,"A",306,"D"
"20103",2182155,33,0,"1",30,"D",.,"A",.,"A"
"20103",2182215,50,0,"1",.,"A",.,"A",180,"D"
"20103",2182295,36,0,"1",.,"A",.,"A",30,"D"
"20103",2182455,33,0,"1",.,"A",.,"A",60,"D"
"20103",2182525,22,0,"1",60,"D",.,"A",.,"A"
"20103",2182805,67,0,"1",90,"D",.,"A",.,"A"
"20103",2182855,34,0,"1",75,"D",.,"A",.,"A"
"20103",2183035,23,0,"1",15,"D",.,"A",.,"A"
"20103",2183055,53,0,"1",20,"D",.,"A",.,"A"
"20103",2183275,46,0,"1",.,"A",0,"D",.,"A"
"20103",2183285,29,0,"1",0,"D",.,"A",.,"A"
"20103",2183385,61,0,"1",.,"A",.,"A",90,"D"
"20103",2183465,27,0,"1",.,"A",.,"A",60,"D"
"20103",2183555,51,0,"1",.,"A",.,"A",30,"D"
"20103",2183895,28,0,"1",.,"A",.,"A",50,"D"
"20103",2183975,30,0,"1",375,"D",.,"A",.,"A"
"20103",2184165,60,0,"1",120,"D",.,"A",.,"A"
"20103",2184505,50,0,"1",45,"D",.,"A",.,"A"
"20103",2184565,29,0,"1",45,"D",.,"A",.,"A"
"20103",2184935,47,0,"1",60,"D",.,"A",.,"A"
"20103",2185545,37,0,"1",40,"D",.,"A",.,"A"
"20103",2185565,48,0,"1",.,"A",.,"A",60,"D"
"20103",2185865,37,0,"1",50,"D",.,"A",.,"A"
"20103",2186325,43,0,"1",.,"A",.,"A",50,"D"
"20103",2186355,55,0,"1",.,"A",.,"A",10,"D"
"20103",2186925,34,0,"1",.,"A",.,"A",20,"D"
"20103",2186955,41,0,"1",60,"D",.,"A",.,"A"
"20103",2187095,26,0,"1",20,"D",.,"A",.,"A"
"20103",2187255,65,0,"1",175,"D",.,"A",.,"A"
"20103",2187315,54,0,"1",15,"D",.,"A",.,"A"
"20103",2187415,32,0,"1",100,"D",.,"A",.,"A"
"20103",2187515,49,0,"1",20,"D",.,"A",.,"A"
"20103",2187685,30,0,"1",12,"D",.,"A",.,"A"
"20103",2187755,43,0,"1",25,"D",.,"A",.,"A"
"20103",2187825,32,0,"1",20,"D",.,"A",.,"A"
"20103",2187955,59,0,"1",.,"A",.,"A",120,"D"
"20103",2188055,46,0,"1",15,"D",.,"A",.,"A"
"20103",2188175,24,0,"1",0,"D",.,"A",.,"A"
"20103",2188505,37,0,"1",.,"A",.,"A",20,"D"
"20103",2188795,67,0,"1",.,"A",.,"A",80,"D"
"20103",2188905,32,0,"1",10,"D",.,"A",.,"A"
"20103",2189025,42,0,"1",.,"A",.,"A",20,"D"
"20103",2189125,40,0,"1",20,"D",.,"A",.,"A"
"20103",2189205,67,0,"1",30,"D",.,"A",.,"A"
"20103",2189275,26,0,"1",160,"D",.,"A",.,"A"
"20103",2189395,75,0,"1",100,"D",.,"A",.,"A"
"20103",2189425,38,0,"1",.,"A",.,"A",30,"D"
"20103",2189595,49,0,"1",.,"A",.,"A",20,"D"
"20103",2189675,75,0,"1",25,"D",.,"A",.,"A"
"20103",2189935,46,0,"1",.,"A",.,"A",20,"D"
"20103",2189955,46,0,"1",60,"D",.,"A",.,"A"
"20103",2190085,42,0,"1",.,"A",.,"A",60,"D"
"20103",2190115,26,0,"1",.,"A",.,"A",0,"D"
"20103",2190525,109,0,"1",.,"A",.,"A",50,"D"
"20103",2190755,59,0,"1",.,"A",.,"A",0,"D"
"20103",2190805,53,0,"1",.,"A",.,"A",90,"D"
"20103",2190885,32,0,"1",.,"A",.,"A",19,"D"
"20103",2191035,69,0,"1",.,"A",.,"A",60,"D"
"20103",2191115,33,0,"1",15,"D",.,"A",.,"A"
"20103",2191155,63,0,"1",60,"D",.,"A",.,"A"
"20103",2191235,22,0,"1",120,"D",.,"A",.,"A"
"20103",2191295,30,0,"1",.,"A",.,"A",15,"D"
"20103",2191525,50,0,"1",.,"A",.,"A",274,"D"
"20103",2192145,53,0,"1",.,"A",.,"A",40,"D"
"20103",2192165,44,0,"1",18,"D",.,"A",.,"A"
"20103",2192295,32,0,"1",960,"D",.,"A",.,"A"
"20103",2192615,44,0,"1",5,"D",.,"A",.,"A"
"20103",2192895,46,0,"1",.,"A",.,"A",25,"D"
"20103",2193055,55,0,"1",10,"D",.,"A",.,"A"
"20103",2193065,34,0,"1",.,"A",.,"A",160,"D"
"20103",2193205,90,0,"1",.,"A",.,"A",40,"D"
"20103",2193295,68,0,"1",.,"A",.,"A",21,"D"
"20103",2193465,42,0,"1",.,"A",.,"A",60,"D"
"20103",2193625,47,0,"1",.,"A",.,"A",200,"D"
"20103",2193635,56,0,"1",.,"A",1,"D",.,"A"
"20103",2193725,44,0,"1",20,"D",.,"A",.,"A"
"20103",2194695,33,0,"1",30,"D",.,"A",.,"A"
"20103",2195355,27,0,"1",.,"A",.,"A",105,"D"
"20103",2196235,47,0,"1",20,"D",.,"A",.,"A"
"20103",2196315,59,0,"1",60,"D",.,"A",.,"A"
"20103",2197585,21,0,"1",.,"A",.,"A",15,"D"
"20103",2197755,21,0,"1",120,"D",.,"A",.,"A"
"20103",2197785,22,0,"1",10,"D",.,"A",.,"A"
"20103",2198344,28,0,"1",.,"A",.,"A",50,"D"
"20103",2198424,56,0,"1",10,"D",.,"A",.,"A"
"20103",2198494,48,0,"1",.,"A",.,"A",237,"D"
"20103",2198784,74,0,"1",.,"A",.,"A",20,"D"
"20103",2199204,32,0,"1",60,"D",.,"A",.,"A"
"20103",2199304,23,0,"1",.,"A",.,"A",80,"D"
"20103",2199834,93,0,"1",.,"A",.,"A",90,"D"
"20103",2199904,49,0,"1",30,"D",.,"A",.,"A"
"20103",2199944,63,0,"1",.,"A",.,"A",1,"D"
"20103",2200084,33,0,"1",.,"A",.,"A",150,"D"
"20103",2200094,24,0,"1",6,"D",.,"A",.,"A"
"20103",2200674,28,0,"1",50,"D",.,"A",.,"A"
"20103",2200904,30,0,"1",10,"D",.,"A",.,"A"
"20103",2201154,53,0,"1",.,"A",.,"A",20,"D"
"20103",2201234,48,0,"1",.,"A",.,"A",120,"D"
"20103",2201464,58,0,"1",.,"A",.,"A",40,"D"
"20103",2201534,36,0,"1",.,"A",.,"A",90,"D"
"20103",2202034,23,0,"1",90,"D",.,"A",.,"A"
"20103",2202084,35,0,"1",40,"D",.,"A",.,"A"
"20103",2202354,48,0,"1",.,"A",40,"D",.,"A"
"20103",2203154,35,0,"1",5,"D",.,"A",.,"A"
"20103",2203274,27,0,"1",120,"D",.,"A",.,"A"
"20103",2203554,54,0,"1",.,"A",.,"A",34,"D"
"20103",2203844,27,0,"1",.,"A",.,"A",45,"D"
"20103",2204024,44,0,"1",.,"A",.,"A",60,"D"
"20103",2204174,27,0,"1",10,"D",.,"A",.,"A"
"20103",2204264,29,0,"1",.,"A",.,"A",315,"D"
"20103",2204364,44,0,"1",.,"A",.,"A",0,"D"
"20103",2204424,20,0,"1",.,"A",.,"A",.,"A"
"20103",2204624,29,0,"1",.,"A",.,"A",300,"D"
"20103",2204744,53,0,"1",.,"A",.,"A",40,"D"
"20103",2204804,32,0,"1",.,"A",.,"A",91,"F"
"20103",2205634,26,0,"1",0,"D",.,"A",.,"A"
"20103",2205914,30,0,"1",.,"A",.,"A",55,"D"
"20103",2206094,38,0,"1",.,"A",.,"A",30,"D"
"20103",2206164,48,0,"1",.,"A",.,"A",120,"D"
"20103",2206464,25,0,"1",40,"F",.,"A",.,"A"
"20103",2206634,43,0,"1",44,"F",.,"A",.,"A"
"20103",2206754,81,0,"1",.,"A",.,"A",60,"D"
"20103",2206894,56,0,"1",.,"A",.,"A",30,"D"
"20103",2207204,43,0,"1",40,"D",.,"A",.,"A"
"20103",2207315,26,0,"1",.,"A",.,"A",75,"D"
"20103",2207554,66,0,"1",30,"D",.,"A",.,"A"
"20103",2207644,24,0,"1",10,"D",.,"A",.,"A"
"20103",2207824,62,0,"1",50,"D",.,"A",.,"A"
"20103",2207884,60,0,"1",.,"A",.,"A",99,"D"
"20103",2208004,34,0,"1",.,"A",.,"A",0,"D"
"20103",2208094,46,0,"1",15,"D",.,"A",.,"A"
"20103",2208344,49,0,"1",20,"D",.,"A",.,"A"
"20103",2209074,48,0,"1",.,"A",.,"A",60,"D"
"20103",2209774,53,0,"1",0,"D",.,"A",.,"A"
"20103",2209854,33,0,"1",40,"D",.,"A",.,"A"
"20103",2209904,58,0,"1",.,"A",.,"A",30,"D"
"20103",2209974,41,0,"1",.,"A",.,"A",50,"D"
"20103",2210014,28,0,"1",120,"D",.,"A",.,"A"
"20103",2210134,23,0,"1",.,"A",4,"D",.,"A"
"20103",2210184,67,0,"1",.,"A",.,"A",25,"D"
"20103",2210224,48,0,"1",60,"D",.,"A",.,"A"
"20103",2210384,43,0,"1",50,"D",.,"A",.,"A"
"20103",2210834,47,0,"1",.,"A",.,"A",30,"D"
"20103",2210914,60,0,"1",.,"A",.,"A",30,"D"
"20103",2211474,49,0,"1",120,"D",.,"A",.,"A"
"20103",2211494,40,0,"1",.,"A",50,"D",.,"A"
"20103",2211554,49,0,"1",.,"A",.,"A",100,"D"
"20103",2211694,23,0,"1",300,"D",.,"A",.,"A"
"20103",2211854,24,0,"1",15,"D",.,"A",.,"A"
"20103",2212194,77,0,"1",.,"A",.,"A",60,"D"
"20103",2212214,44,0,"1",20,"D",.,"A",20,"D"
"20103",2212444,54,0,"1",.,"A",.,"A",45,"D"
"20103",2213214,34,0,"1",.,"A",.,"A",64,"D"
"20103",2213304,45,0,"1",62,"F",.,"A",.,"A"
"20103",2213814,31,0,"1",.,"A",.,"A",80,"D"
"20103",2213924,27,0,"1",0,"D",.,"A",.,"A"
"20103",2213994,50,0,"1",.,"A",.,"A",44,"D"
"20103",2214164,38,0,"1",.,"A",.,"A",120,"D"
"20103",2214224,62,0,"1",30,"D",.,"A",.,"A"
"20103",2214304,78,0,"1",50,"D",.,"A",.,"A"
"20103",2214765,61,0,"1",.,"A",.,"A",78,"D"
"20103",2214784,39,0,"1",165,"D",.,"A",.,"A"
"20103",2214824,91,0,"1",.,"A",.,"A",20,"D"
"20103",2215434,35,0,"1",6,"D",.,"A",.,"A"
"20103",2215614,48,0,"1",.,"A",.,"A",60,"D"
"20103",2215764,58,0,"1",30,"D",.,"A",.,"A"
"20103",2215914,47,0,"1",.,"A",.,"A",20,"D"
"20103",2216024,53,0,"1",.,"A",.,"A",20,"D"
"20103",2216194,38,0,"1",.,"A",.,"A",19,"D"
"20103",2216274,35,0,"1",.,"A",.,"A",.,"A"
"20103",2216834,38,0,"1",.,"A",.,"A",60,"D"
"20103",2217224,38,0,"1",20,"D",.,"A",.,"A"
"20103",2217744,33,0,"1",.,"A",.,"A",.,"A"
"20103",2217824,42,0,"1",60,"D",.,"A",.,"A"
"20103",2217954,42,0,"1",.,"A",40,"D",.,"A"
"20103",2218494,30,0,"1",10,"D",.,"A",.,"A"
"20103",2218764,67,0,"1",21,"D",.,"A",.,"A"
"20103",2218804,79,0,"1",.,"A",.,"A",99,"D"
"20103",2218814,39,0,"1",.,"A",.,"A",200,"D"
"20103",2218954,30,0,"1",2,"D",.,"A",.,"A"
"20103",2219324,79,0,"1",.,"A",.,"A",40,"D"
"20103",2219624,29,0,"1",.,"A",.,"A",60,"D"
"20103",2219694,76,0,"1",15,"D",.,"A",.,"A"
"20103",2219774,37,0,"1",20,"D",.,"A",.,"A"
"20103",2219904,34,0,"1",.,"A",.,"A",25,"D"
"20103",2220484,35,0,"1",.,"A",.,"A",0,"D"
"20103",2220964,56,0,"1",110,"D",.,"A",90,"D"
"20103",2221204,26,0,"1",300,"D",.,"A",.,"A"
"20103",2221434,94,0,"1",.,"A",.,"A",0,"D"
"20103",2221464,45,0,"1",.,"A",.,"A",43,"D"
"20103",2221974,27,0,"1",.,"A",0,"D",100,"D"
"20103",2222174,34,0,"1",5,"D",.,"A",.,"A"
"20103",2222304,43,0,"1",.,"A",5,"D",.,"A"
"20103",2222795,22,0,"1",40,"F",.,"A",.,"A"
"20103",2222884,50,0,"1",30,"D",.,"A",.,"A"
"20103",2223294,68,0,"1",50,"D",.,"A",.,"A"
"20103",2223394,38,0,"1",.,"A",.,"A",.,"A"
"20103",2223424,62,0,"1",.,"A",.,"A",20,"D"
"20103",2223594,24,0,"1",.,"A",.,"A",141,"D"
"20103",2223844,27,0,"1",.,"A",.,"A",50,"D"
"20103",2223854,27,0,"1",60,"D",.,"A",.,"A"
"20103",2223974,35,0,"1",.,"A",.,"A",100,"D"
"20103",2224114,60,0,"1",30,"D",.,"A",.,"A"
"20103",2224805,36,0,"1",.,"A",.,"A",0,"D"
"20103",2225624,61,0,"1",.,"A",.,"A",20,"D"
"20103",2225754,24,0,"1",.,"A",.,"A",0,"D"
"20103",2226025,26,0,"1",30,"D",.,"A",73,"F"
"20103",2226135,35,0,"1",.,"A",.,"A",301,"D"
"20103",2226214,34,0,"1",.,"A",.,"A",111,"D"
"20103",2226745,34,0,"1",30,"D",.,"A",.,"A"
"20103",2226754,20,0,"1",.,"A",.,"A",90,"D"
"20103",2226964,21,0,"1",21,"D",.,"A",.,"A"
"20103",2227115,25,0,"1",.,"A",.,"A",0,"D"
"20103",2227344,27,0,"1",5,"D",.,"A",.,"A"
"20103",2228642,25,0,"1",.,"A",.,"A",69,"D"
"20103",2228902,34,0,"1",.,"A",.,"A",.,"A"
"20103",2228933,21,0,"1",.,"A",.,"A",60,"D"
"20103",2228972,41,0,"1",.,"A",1,"D",.,"A"
"20103",2229092,36,0,"1",60,"D",.,"A",.,"A"
"20103",2229102,36,0,"1",.,"A",.,"A",.,"A"
"20103",2229722,50,0,"1",185,"D",.,"A",.,"A"
"20103",2229813,47,0,"1",.,"A",10,"D",.,"A"
"20103",2230104,36,0,"1",50,"D",.,"A",.,"A"
"20103",2230982,27,0,"1",5,"D",.,"A",.,"A"
"20103",2230992,54,0,"1",.,"A",.,"A",30,"D"
"20103",2231223,36,0,"1",.,"A",.,"A",40,"D"
"20103",2231242,39,0,"1",.,"A",.,"A",40,"D"
"20103",2231452,27,0,"1",.,"A",.,"A",0,"D"
"20103",2231543,35,0,"1",38,"D",42,"D",.,"A"
"20103",2231603,25,0,"1",0,"D",.,"A",.,"A"
"20103",2231652,88,0,"1",50,"D",.,"A",.,"A"
"20103",2231723,63,0,"1",20,"D",.,"A",330,"D"
"20103",2232673,26,0,"1",.,"A",.,"A",148,"D"
"20103",2232712,62,0,"1",.,"A",.,"A",90,"D"
"20103",2232772,31,0,"1",15,"D",.,"A",.,"A"
"20103",2232793,52,0,"1",120,"D",.,"A",.,"A"
"20103",2232873,24,0,"1",0,"D",.,"A",.,"A"
"20103",2233142,53,0,"1",.,"A",.,"A",20,"D"
"20103",2233313,48,0,"1",0,"D",.,"A",.,"A"
"20103",2233393,52,0,"1",40,"D",.,"A",.,"A"
"20103",2234942,72,0,"1",.,"A",.,"A",20,"D"
"20103",2235292,37,0,"1",.,"A",.,"A",20,"D"
"20103",2235482,50,0,"1",40,"D",.,"A",.,"A"
"20103",2235513,25,0,"1",0,"D",.,"A",.,"A"
"20103",2236132,72,0,"1",25,"D",.,"A",120,"D"
"20103",2236633,31,0,"1",.,"A",.,"A",450,"D"
"20103",2236962,56,0,"1",25,"D",.,"A",120,"D"
"20103",2236972,42,0,"1",114,"D",.,"A",.,"A"
"20103",2236993,59,0,"1",25,"D",.,"A",.,"A"
"20103",2237152,26,0,"1",40,"D",.,"A",.,"A"
"20103",2237362,39,0,"1",.,"A",.,"A",20,"D"
"20103",2237533,38,0,"1",15,"D",.,"A",.,"A"
"20103",2237652,40,0,"1",43,"D",.,"A",.,"A"
"20103",2237692,56,0,"1",.,"A",.,"A",20,"D"
"20103",2237753,88,0,"1",.,"A",.,"A",20,"D"
"20103",2238053,20,0,"1",10,"D",.,"A",.,"A"
"20103",2238143,27,0,"1",90,"D",0,"D",.,"A"
"20103",2238233,43,0,"1",25,"D",.,"A",.,"A"
"20103",2238813,60,0,"1",50,"D",.,"A",.,"A"
"20103",2239064,31,0,"1",.,"A",.,"A",150,"D"
"20103",2239233,59,0,"1",.,"A",.,"A",0,"D"
"20103",2239242,32,0,"1",80,"D",.,"A",.,"A"
"20103",2239472,56,0,"1",20,"D",.,"A",.,"A"
"20103",2240213,59,0,"1",20,"D",.,"A",.,"A"
"20103",2240743,44,0,"1",45,"D",.,"A",.,"A"
"20103",2240952,35,0,"1",8,"D",.,"A",.,"A"
"20103",2241043,59,0,"1",.,"A",.,"A",40,"D"
"20103",2241752,41,0,"1",40,"D",.,"A",.,"A"
"20103",2242112,37,0,"1",.,"A",.,"A",25,"D"
"20103",2242292,45,0,"1",.,"A",90,"D",.,"A"
"20103",2242775,29,0,"1",20,"D",.,"A",.,"A"
"20103",2242963,34,0,"1",30,"D",.,"A",.,"A"
"20103",2243363,29,0,"1",50,"D",.,"A",.,"A"
"20103",2243533,20,0,"1",14,"D",.,"A",.,"A"
"20103",2243642,90,0,"1",20,"D",.,"A",.,"A"
"20103",2243784,43,0,"1",5,"D",.,"A",.,"A"
"20103",2243903,54,0,"1",.,"A",.,"A",40,"D"
"20103",2243942,38,0,"1",.,"A",2,"D",.,"A"
"20103",2244072,45,0,"1",90,"D",.,"A",.,"A"
"20103",2245002,74,0,"1",.,"A",5,"D",.,"A"
"20103",2245613,30,0,"1",150,"D",.,"A",.,"A"
"20103",2245723,28,0,"1",18,"D",.,"A",.,"A"
"20103",2246452,60,0,"1",.,"A",.,"A",20,"D"
"20103",2246972,44,0,"1",30,"D",.,"A",.,"A"
"20103",2247033,45,0,"1",90,"D",.,"A",.,"A"
"20103",2247373,42,0,"1",.,"A",.,"A",120,"D"
"20103",2247482,40,0,"1",.,"A",.,"A",20,"D"
"20103",2247503,33,0,"1",0,"D",.,"A",.,"A"
"20103",2247742,46,0,"1",.,"A",1,"D",75,"D"
"20103",2247813,59,0,"1",.,"A",.,"A",0,"D"
"20103",2247872,34,0,"1",.,"A",5,"D",.,"A"
"20103",2248855,56,0,"1",.,"A",.,"A",100,"D"
"20103",2248992,40,0,"1",.,"A",0,"D",.,"A"
"20103",2249352,32,0,"1",.,"A",.,"A",0,"D"
"20103",2249732,27,0,"1",.,"A",.,"A",100,"D"
"20103",2250013,40,0,"1",.,"A",.,"A",.,"A"
"20103",2250112,47,0,"1",40,"D",.,"A",.,"A"
"20103",2250353,52,0,"1",25,"D",.,"A",.,"A"
"20103",2250753,38,0,"1",.,"A",.,"A",120,"D"
"20103",2250923,50,0,"1",87,"F",.,"A",.,"A"
"20103",2251002,42,0,"1",5,"D",.,"A",.,"A"
"20103",2251023,59,0,"1",20,"D",.,"A",.,"A"
"20103",2251374,40,0,"1",160,"D",.,"A",.,"A"
"20103",2251652,61,0,"1",.,"A",.,"A",0,"D"
"20103",2251942,35,0,"1",15,"D",.,"A",.,"A"
"20103",2252013,53,0,"1",.,"A",.,"A",180,"D"
"20103",2252092,32,0,"1",36,"D",.,"A",.,"A"
"20103",2252132,39,0,"1",0,"D",.,"A",.,"A"
"20103",2252182,46,0,"1",.,"A",.,"A",0,"D"
"20103",2252452,65,0,"1",.,"A",.,"A",90,"D"
"20103",2252753,52,0,"1",.,"A",.,"A",0,"D"
"20103",2253192,32,0,"1",36,"D",.,"A",.,"A"
"20103",2253492,34,0,"1",15,"D",.,"A",.,"A"
"20103",2253522,36,0,"1",24,"D",.,"A",.,"A"
"20103",2253693,28,0,"1",15,"D",.,"A",.,"A"
"20103",2253762,38,0,"1",.,"A",.,"A",90,"D"
"20103",2254102,44,0,"1",23,"D",3,"D",.,"A"
"20103",2254272,29,0,"1",0,"D",.,"A",.,"A"
"20103",2254952,25,0,"1",.,"A",.,"A",90,"D"
"20103",2255382,28,0,"1",.,"A",25,"D",.,"A"
"20103",2255713,49,0,"1",24,"D",.,"A",.,"A"
"20103",2256493,25,0,"1",40,"D",.,"A",.,"A"
"20103",2256502,40,0,"1",.,"A",.,"A",20,"D"
"20103",2256533,31,0,"1",.,"A",.,"A",280,"D"
"20103",2257062,74,0,"1",.,"A",.,"A",120,"D"
"20103",2257073,72,0,"1",50,"D",.,"A",.,"A"
"20103",2258103,32,0,"1",.,"A",.,"A",.,"A"
"20103",2258672,56,0,"1",87,"F",.,"A",.,"A"
"20103",2258683,31,0,"1",15,"D",.,"A",.,"A"
"20103",2258962,41,0,"1",.,"A",.,"A",30,"D"
"20103",2259043,53,0,"1",20,"D",.,"A",.,"A"
"20103",2259132,48,0,"1",.,"A",.,"A",120,"D"
"20103",2259322,39,0,"1",35,"D",.,"A",.,"A"
"20103",2259443,33,0,"1",.,"A",.,"A",60,"D"
"20103",2259615,35,0,"1",75,"D",5,"D",60,"D"
"20103",2259722,25,0,"1",16,"D",.,"A",.,"A"
"20103",2259913,49,0,"1",10,"D",.,"A",.,"A"
"20103",2259942,43,0,"1",19,"D",.,"A",.,"A"
"20103",2260042,26,0,"1",40,"D",.,"A",.,"A"
"20103",2260253,36,0,"1",.,"A",.,"A",25,"D"
"20103",2260453,48,0,"1",.,"A",.,"A",19,"D"
"20103",2260552,38,0,"1",30,"D",.,"A",.,"A"
"20103",2261053,36,0,"1",100,"D",.,"A",.,"A"
"20103",2261322,54,0,"1",.,"A",.,"A",60,"D"
"20103",2261432,34,0,"1",30,"D",.,"A",.,"A"
"20103",2261573,44,0,"1",.,"A",1,"D",.,"A"
"20103",2261583,19,0,"1",.,"A",.,"A",40,"D"
"20103",2262022,57,0,"1",.,"A",0,"D",.,"A"
"20103",2262203,26,0,"1",0,"D",.,"A",.,"A"
"20103",2262442,63,0,"1",70,"D",.,"A",.,"A"
"20103",2262593,31,0,"1",20,"D",.,"A",.,"A"
"20103",2262603,34,0,"1",60,"D",.,"A",.,"A"
"20103",2263122,49,0,"1",.,"A",.,"A",18,"D"
"20103",2263263,33,0,"1",.,"A",.,"A",88,"F"
"20103",2263292,24,0,"1",.,"A",.,"A",.,"A"
"20103",2263342,42,0,"1",60,"D",.,"A",.,"A"
"20103",2263522,35,0,"1",.,"A",.,"A",135,"D"
"20103",2263843,39,0,"1",.,"A",.,"A",60,"D"
"20103",2264412,38,0,"1",.,"A",.,"A",45,"D"
"20103",2264993,39,0,"1",.,"A",.,"A",264,"D"
"20103",2265052,35,0,"1",.,"A",.,"A",30,"D"
"20103",2265463,34,0,"1",30,"D",.,"A",.,"A"
"20103",2265952,21,0,"1",.,"A",.,"A",0,"D"
"20103",2266113,26,0,"1",60,"D",.,"A",.,"A"
"20103",2266422,31,0,"1",50,"D",.,"A",.,"A"
"20103",2267162,51,0,"1",.,"A",.,"A",20,"D"
"20103",2267452,47,0,"1",.,"A",.,"A",120,"D"
"20103",2267462,31,0,"1",.,"A",.,"A",30,"D"
"20103",2267582,33,0,"1",.,"A",.,"A",40,"D"
"20103",2267773,79,0,"1",110,"D",.,"A",.,"A"
"20103",2267802,60,0,"1",.,"A",.,"A",30,"D"
"20103",2268073,70,0,"1",20,"D",.,"A",.,"A"
"20103",2268353,41,0,"1",.,"A",.,"A",153,"D"
"20103",2269002,37,0,"1",45,"D",.,"A",.,"A"
"20103",2269113,57,0,"1",50,"D",.,"A",.,"A"
"20103",2269172,57,0,"1",37,"F",.,"A",.,"A"
"20103",2269362,36,0,"1",4,"D",.,"A",.,"A"
"20103",2269793,53,0,"1",.,"A",0,"D",.,"A"
"20103",2270014,22,0,"1",40,"D",.,"A",.,"A"
"20103",2270903,27,0,"1",25,"D",.,"A",.,"A"
"20103",2271042,33,0,"1",.,"A",1,"D",.,"A"
"20103",2271052,19,0,"1",.,"A",.,"A",.,"A"
"20103",2271312,40,0,"1",.,"A",.,"A",20,"D"
"20103",2271323,47,0,"1",150,"D",.,"A",.,"A"
"20103",2271335,39,0,"1",.,"A",.,"A",70,"D"
"20103",2271363,63,0,"1",.,"A",.,"A",25,"D"
"20103",2271432,63,0,"1",.,"A",.,"A",100,"D"
"20103",2271583,55,0,"1",0,"D",.,"A",.,"A"
"20103",2271783,27,0,"1",.,"A",0,"D",.,"A"
"20103",2271822,26,0,"1",.,"A",.,"A",40,"D"
"20103",2272363,71,0,"1",25,"D",.,"A",.,"A"
"20103",2273182,52,0,"1",13,"D",.,"A",.,"A"
"20103",2273243,45,0,"1",.,"A",.,"A",.,"A"
"20103",2273333,50,0,"1",0,"D",.,"A",.,"A"
"20103",2273792,51,0,"1",.,"A",.,"A",20,"D"
"20103",2273863,43,0,"1",25,"D",.,"A",.,"A"
"20103",2274072,33,0,"1",60,"D",.,"A",.,"A"
"20103",2274203,43,0,"1",100,"D",.,"A",.,"A"
"20103",2274732,35,0,"1",4,"D",.,"A",.,"A"
"20103",2274802,44,0,"1",20,"D",.,"A",.,"A"
"20103",2274822,46,0,"1",.,"A",.,"A",105,"D"
"20103",2274852,49,0,"1",.,"A",.,"A",30,"D"
"20103",2274892,31,0,"1",48,"D",.,"A",.,"A"
"20103",2274932,49,0,"1",10,"D",.,"A",.,"A"
"20103",2275252,69,0,"1",10,"D",.,"A",.,"A"
"20103",2275313,21,0,"1",0,"D",.,"A",.,"A"
"20103",2275633,58,0,"1",50,"D",.,"A",.,"A"
"20103",2275782,30,0,"1",40,"D",.,"A",.,"A"
"20103",2276122,57,0,"1",50,"D",.,"A",.,"A"
"20103",2276152,37,0,"1",.,"A",.,"A",75,"D"
"20103",2276774,29,0,"1",.,"A",.,"A",50,"D"
"20103",2277504,23,0,"1",.,"A",.,"A",60,"D"
"20103",2278323,42,0,"1",.,"A",.,"A",90,"D"
"20103",2278965,21,0,"1",30,"D",.,"A",.,"A"
"20103",2279013,28,0,"1",0,"D",.,"A",.,"A"
"20103",2279412,19,0,"1",.,"A",.,"A",153,"D"
"20103",2279693,22,0,"1",0,"D",.,"A",.,"A"
"20103",2279892,27,0,"1",32,"D",.,"A",.,"A"
"20103",2279905,40,0,"1",30,"D",.,"A",.,"A"
"20103",2280152,63,0,"1",.,"A",.,"A",10,"D"
"20103",2280442,28,0,"1",.,"A",.,"A",80,"D"
"20103",2280482,41,0,"1",5,"D",.,"A",.,"A"
"20103",2281083,19,0,"1",0,"D",.,"A",.,"A"
"20103",2281212,47,0,"1",10,"D",.,"A",.,"A"
"20103",2281573,30,0,"1",.,"A",.,"A",.,"A"
"20103",2281623,55,0,"1",.,"A",.,"A",51,"D"
"20103",2282462,86,0,"1",15,"D",.,"A",.,"A"
"20103",2282713,20,0,"1",.,"A",.,"A",60,"D"
"20103",2283113,63,0,"1",10,"D",.,"A",.,"A"
"20103",2283152,23,0,"1",20,"D",.,"A",.,"A"
"20103",2283423,30,0,"1",.,"A",.,"A",40,"D"
"20103",2283593,30,0,"1",30,"D",.,"A",.,"A"
"20103",2283672,34,0,"1",.,"A",0,"D",.,"A"
"20103",2284194,33,0,"1",190,"D",.,"A",.,"A"
"20103",2284643,31,0,"1",.,"A",.,"A",20,"D"
"20103",2284853,31,0,"1",70,"D",.,"A",.,"A"
"20103",2285092,47,0,"1",130,"D",.,"A",.,"A"
"20103",2285133,67,0,"1",100,"D",.,"A",.,"A"
"20103",2285223,61,0,"1",.,"A",.,"A",0,"D"
"20103",2285843,30,0,"1",15,"D",.,"A",.,"A"
"20103",2285973,36,0,"1",15,"D",.,"A",.,"A"
"20103",2286175,36,0,"1",20,"D",.,"A",.,"A"
"20103",2286363,56,0,"1",60,"D",.,"A",.,"A"
"20103",2287253,38,0,"1",.,"A",.,"A",43,"D"
"20103",2287693,48,0,"1",60,"D",.,"A",.,"A"
"20103",2287913,67,0,"1",120,"D",.,"A",.,"A"
