"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX","QPYP3MCX","QPYP_MCX","QPRP3MCX","QPRP_MCX"
"20103",2178165,24,0,"1",20,"D",.,"A",.,"A"
"20103",2178535,43,0,"1",.,"A",.,"A",20,"D"
"20103",2178745,38,0,"1",.,"A",.,"A",60,"D"
"20103",2179345,24,0,"1",.,"A",0,"D",100,"D"
"20103",2179625,56,0,"1",30,"D",.,"A",.,"A"
"20103",2179805,48,0,"1",.,"A",.,"A",20,"D"
"20103",2179955,35,0,"1",8,"D",.,"A",.,"A"
"20103",2180645,50,0,"1",.,"A",.,"A",90,"D"
"20103",2180715,116,0,"1",90,"D",.,"A",.,"A"
"20103",2180765,38,0,"1",.,"A",.,"A",315,"D"
"20103",2180775,41,0,"1",.,"A",.,"A",60,"D"
"20103",2180805,58,0,"1",5,"D",.,"A",.,"A"
"20103",2181305,29,0,"1",.,"A",30,"D",.,"A"
