"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CREDITR1","CRED_TR1","CREDITX1","CRED_TX1"
"20101",1995545,31,0,"4","700","D",2914,"D"
"20101",1995565,18,0,"4","120","D",8000,"D"
"20101",1995565,19,0,"4","130","D",4000,"D"
"20101",1995705,18,0,"4","120","D",200,"D"
"20101",1995705,19,0,"4","120","D",100,"D"
"20101",1995705,20,0,"4","130","D",400,"D"
"20101",1995705,21,0,"4","130","D",350,"D"
"20101",1995715,18,0,"4","120","D",1000,"D"
"20101",1995715,19,0,"4","120","D",500,"D"
"20101",1995725,17,0,"4","130","D",1500,"D"
"20101",1995745,14,0,"4","200","D",880,"D"
"20101",1995745,15,0,"4","200","D",918,"D"
"20101",1995745,16,0,"4","800","D",26000,"D"
"20101",1995775,25,0,"4","120","D",300,"D"
"20101",1995775,26,0,"4","120","D",800,"D"
"20101",1995775,27,0,"4","120","D",170,"D"
"20101",1995775,28,0,"4","130","D",1600,"D"
"20101",1995775,29,0,"4","130","D",2000,"D"
"20101",1995775,30,0,"4","130","D",3000,"D"
"20101",1995795,15,0,"4","130","D",150,"D"
"20101",1995885,26,0,"4","120","D",197,"D"
"20101",1995885,27,0,"4","130","D",16000,"D"
"20101",1995925,24,0,"4","800","D",12000,"D"
"20101",1995975,15,0,"4","130","D",600,"D"
"20101",1995975,16,0,"4","130","D",600,"D"
"20101",1995975,17,0,"4","130","D",1200,"D"
"20101",1995975,18,0,"4","130","D",3000,"D"
"20101",1995975,19,0,"4","130","D",5000,"D"
"20101",1995975,20,0,"4","800","D",4000,"D"
"20101",1996005,24,0,"4","130","D",3500,"D"
"20101",1996025,20,0,"4","130","D",25000,"D"
"20101",1996025,21,0,"4","800","D",8000,"D"
"20101",1996035,21,0,"4","130","D",300,"D"
"20101",1996055,21,0,"4","800","D",10500,"D"
"20101",1996055,22,0,"4","130","D",1500,"D"
"20101",1996115,17,0,"4","130","D",1000,"D"
"20101",1996135,18,0,"4","130","D",870,"D"
"20101",1996175,22,0,"4","130","D",5100,"D"
"20101",1996175,23,0,"4","130","D",1200,"D"
"20101",1996205,18,0,"4","700","D",1000,"D"
"20101",1996215,15,0,"4","120","D",200,"D"
"20101",1996215,16,0,"4","120","D",300,"D"
