"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CREDITR1","CRED_TR1","CREDITX1","CRED_TX1"
"20091",1910945,34,0,"4","120","D",2331,"D"
"20091",1910945,35,0,"4","130","D",1425,"D"
"20091",1910945,36,0,"4","130","D",17272,"D"
"20091",1910975,18,0,"4","130","D",100,"D"
"20091",1910985,9,0,"4","110","D",680,"D"
"20091",1910985,10,0,"4","130","D",7070,"D"
"20091",1911085,26,0,"4","120","D",300,"D"
"20091",1911085,27,0,"4","130","D",2500,"D"
"20091",1911145,21,0,"4","130","D",1000,"D"
"20091",1911165,18,0,"4","130","D",1500,"D"
"20091",1911175,17,0,"4","130","D",15000,"D"
"20091",1911175,18,0,"4","200","D",100,"D"
"20091",1911185,22,0,"4","130","D",27000,"D"
"20091",1911215,25,0,"4","130","D",1284,"D"
"20091",1911215,26,0,"4","130","D",187,"D"
"20091",1911255,57,0,"4","120","D",500,"D"
"20091",1911255,58,0,"4","120","D",20,"D"
"20091",1911255,59,0,"4","130","D",1100,"D"
"20091",1911255,60,0,"4","130","D",2000,"D"
"20091",1911305,45,0,"4","130","D",7354,"D"
"20091",1911305,46,0,"4","120","D",90,"D"
"20091",1911305,47,0,"4","120","D",73,"D"
"20091",1911365,16,0,"4","800","D",35000,"D"
"20091",1911385,42,0,"4","130","D",190,"D"
"20091",1911395,21,0,"4","130","D",8000,"D"
"20091",1911505,21,0,"4","130","D",1200,"D"
"20091",1911505,22,0,"4","130","D",4000,"D"
"20091",1911505,23,0,"4","130","D",2500,"D"
"20091",1911505,24,0,"4","130","D",5500,"D"
"20091",1911505,25,0,"4","120","D",1400,"D"
"20091",1911515,29,0,"4","130","D",2600,"D"
"20091",1911555,27,0,"4","110","D",400,"D"
"20091",1911555,28,0,"4","110","D",800,"D"
"20091",1911555,29,0,"4","130","D",2000,"D"
"20091",1911665,19,0,"4","130","D",7500,"D"
"20091",1911665,20,0,"4","130","D",7500,"D"
"20091",1911665,21,0,"4","800","D",23000,"D"
"20091",1911685,33,0,"4","130","D",31500,"D"
"20091",1911685,34,0,"4","130","D",7000,"D"
"20091",1911685,35,0,"4","120","D",180,"D"
"20091",1911685,36,0,"4","700","D",2600,"D"
"20091",1911725,27,0,"4","120","D",3378,"D"
"20091",1911725,28,0,"4","130","D",9400,"D"
"20091",1911725,29,0,"4","130","D",4500,"D"
"20091",1911725,30,0,"4","700","D",1400,"D"
"20091",1911725,31,0,"4","510","D",3400,"D"
"20091",1911735,30,0,"4","700","D",300,"D"
"20091",1911735,31,0,"4","700","D",8000,"D"
"20091",1911745,35,0,"4","120","D",240,"D"
"20091",1911755,18,0,"4","130","D",5000,"D"
"20091",1911815,16,0,"4","130","D",1245,"D"
"20091",1911855,16,0,"4","130","D",300,"D"
"20091",1911865,25,0,"4","130","D",600,"D"
"20091",1911945,23,0,"4","200","D",5000,"D"
"20091",1912055,23,0,"4","130","D",7000,"D"
"20091",1912085,15,0,"4","130","D",2700,"D"
"20091",1912185,16,0,"4","130","D",3500,"D"
"20091",1912185,17,0,"4","130","D",1000,"D"
"20091",1912185,18,0,"4","130","D",2500,"D"
"20091",1912185,19,0,"4","130","D",1500,"F"
"20091",1912195,27,0,"4","120","D",300,"D"
"20091",1912195,28,0,"4","130","D",6200,"D"
"20091",1912195,29,0,"4","130","D",3100,"D"
"20091",1912195,30,0,"4","800","D",31000,"D"
"20091",1912395,19,0,"4","110","D",200,"D"
"20091",1912395,20,0,"4","130","D",2500,"D"
"20091",1912415,32,0,"4","130","D",4200,"D"
"20091",1912445,36,0,"4","120","D",387,"D"
"20091",1912445,37,0,"4","120","D",435,"D"
"20091",1912445,38,0,"4","120","D",1000,"D"
"20091",1912445,39,0,"4","130","D",2800,"D"
"20091",1912445,40,0,"4","130","D",11000,"D"
"20091",1912455,17,0,"4","130","D",7500,"D"
"20091",1912475,20,0,"4","120","D",800,"D"
"20091",1912475,21,0,"4","200","D",2000,"D"
"20091",1912535,22,0,"4","130","D",2000,"D"
"20091",1912555,17,0,"4","130","D",1,"D"
"20091",1912705,22,0,"4","120","D",2500,"D"
"20091",1912715,21,0,"4","130","D",60,"D"
"20091",1912855,20,0,"4","120","D",1000,"D"
"20091",1912855,21,0,"4","130","D",400,"D"
"20091",1912875,24,0,"4","120","D",1500,"D"
"20091",1912875,25,0,"4","120","D",1500,"D"
"20091",1912955,17,0,"4","130","D",2000,"D"
"20091",1912985,17,0,"4","130","D",1828,"D"
"20091",1913015,22,0,"4","120","D",80,"D"
"20091",1913015,23,0,"4","120","D",50,"D"
"20091",1913015,24,0,"4","120","D",260,"D"
"20091",1913015,25,0,"4","130","D",2000,"D"
"20091",1913025,20,0,"4","130","D",15000,"D"
"20091",1913035,17,0,"4","130","D",500,"D"
"20091",1913075,20,0,"4","130","D",1700,"D"
"20091",1913075,21,0,"4","130","D",4200,"D"
"20091",1913095,20,0,"4","800","D",20000,"D"
"20091",1913115,19,0,"4","120","D",1500,"D"
"20091",1913115,20,0,"4","130","D",5000,"D"
"20091",1913115,21,0,"4","800","D",15000,"D"
"20091",1913125,18,0,"4","110","D",500,"D"
"20091",1913125,19,0,"4","120","D",360,"D"
"20091",1913125,20,0,"4","130","D",400,"D"
"20091",1913125,21,0,"4","800","D",6000,"D"
"20091",1913135,18,0,"4","110","D",1200,"D"
"20091",1913135,19,0,"4","130","D",15000,"D"
"20091",1913135,20,0,"4","130","D",3500,"D"
"20091",1913135,21,0,"4","700","D",200,"D"
"20091",1913165,18,0,"4","130","D",20000,"D"
"20091",1913175,22,0,"4","130","D",14000,"D"
"20091",1913205,20,0,"4","130","D",591,"D"
"20091",1913205,21,0,"4","130","D",300,"D"
"20091",1913235,26,0,"4","130","D",35000,"D"
"20091",1913285,25,0,"4","130","D",600,"D"
"20091",1913305,33,0,"4","130","D",1000,"D"
"20091",1913305,34,0,"4","120","D",200,"D"
"20091",1913305,35,0,"4","120","D",100,"D"
"20091",1913365,18,0,"4","130","D",500,"D"
"20091",1913365,19,0,"4","130","D",50,"D"
"20091",1913375,30,0,"4","120","D",1200,"D"
"20091",1913375,31,0,"4","130","D",5000,"D"
"20091",1913385,22,0,"4","130","D",1600,"D"
"20091",1913405,37,0,"4","130","D",3000,"D"
"20091",1913425,20,0,"4","130","D",1000,"D"
"20091",1913435,24,0,"4","110","D",100,"D"
"20091",1913435,25,0,"4","120","D",200,"D"
"20091",1913435,26,0,"4","130","D",300,"D"
"20091",1913455,18,0,"4","700","D",58,"D"
"20091",1913455,19,0,"4","700","D",285,"D"
"20091",1913455,20,0,"4","700","D",7000,"D"
"20091",1913495,28,0,"4","120","D",130,"D"
"20091",1913495,29,0,"4","120","D",200,"D"
"20091",1913495,30,0,"4","130","D",6600,"D"
"20091",1913495,31,0,"4","700","D",750,"D"
"20091",1913525,50,0,"4","130","D",2700,"D"
"20091",1913535,55,0,"4","120","D",200,"D"
"20091",1913565,22,0,"4","130","D",1500,"D"
"20091",1913565,23,0,"4","200","D",2200,"D"
"20091",1913605,22,0,"4","110","D",50,"D"
"20091",1913605,23,0,"4","120","D",650,"D"
"20091",1913605,24,0,"4","130","D",20000,"D"
"20091",1913615,29,0,"4","130","D",2500,"D"
"20091",1913615,30,0,"4","800","D",75000,"D"
"20091",1913625,17,0,"4","130","D",250,"F"
"20091",1913655,21,0,"4","130","D",100,"D"
"20091",1913725,14,0,"4","120","D",1,"D"
"20091",1913725,15,0,"4","130","D",900,"D"
"20091",1913725,16,0,"4","130","D",648,"D"
"20091",1913725,17,0,"4","700","D",70,"D"
"20091",1913735,27,0,"4","130","D",470,"D"
"20091",1913735,28,0,"4","700","D",2200,"D"
"20091",1913735,29,0,"4","700","D",1600,"D"
"20091",1913735,30,0,"4","700","D",550,"D"
"20091",1913755,77,0,"4","110","D",750,"D"
"20091",1913755,78,0,"4","120","D",1600,"D"
"20091",1913755,79,0,"4","700","D",500,"D"
"20091",1913835,19,0,"4","130","D",3000,"D"
"20091",1913835,20,0,"4","130","D",3000,"D"
"20091",1913865,29,0,"4","130","D",1000,"D"
"20091",1913885,20,0,"4","130","D",5000,"D"
"20091",1913915,15,0,"4","130","D",10000,"D"
"20091",1913985,16,0,"4","120","D",2000,"D"
"20091",1913985,17,0,"4","130","D",20000,"D"
"20091",1914025,49,0,"4","130","D",1100,"D"
"20091",1914025,50,0,"4","130","D",800,"D"
"20091",1914025,51,0,"4","200","D",300,"D"
"20091",1914055,23,0,"4","120","D",150,"D"
"20091",1914055,24,0,"4","130","D",10000,"D"
"20091",1914115,21,0,"4","130","D",800,"D"
"20091",1914155,16,0,"4","110","D",90,"D"
"20091",1914195,25,0,"4","130","D",20000,"D"
"20091",1914205,28,0,"4","130","D",6000,"D"
"20091",1914215,19,0,"4","130","D",1500,"D"
"20091",1914235,24,0,"4","130","D",2500,"D"
"20091",1914235,25,0,"4","130","D",2000,"D"
"20091",1914255,20,0,"4","130","D",1022,"D"
"20091",1914335,39,0,"4","130","D",6200,"D"
"20091",1914335,40,0,"4","130","D",600,"D"
"20091",1914335,41,0,"4","130","D",9000,"D"
"20091",1914375,20,0,"4","510","D",2500,"D"
"20091",1914395,18,0,"4","130","D",370,"D"
"20091",1914395,19,0,"4","800","D",11000,"D"
"20091",1914425,28,0,"4","120","D",300,"D"
"20091",1914435,24,0,"4","110","D",795,"D"
"20091",1914435,25,0,"4","120","D",305,"D"
"20091",1914435,26,0,"4","130","D",202,"D"
"20091",1914525,14,0,"4","130","D",221,"D"
"20091",1914555,16,0,"4","120","D",2793,"F"
"20091",1914555,17,0,"4","130","D",10000,"D"
"20091",1914565,33,0,"4","130","D",2500,"D"
"20091",1914565,34,0,"4","130","D",700,"D"
"20091",1914565,35,0,"4","130","D",1500,"D"
"20091",1914565,36,0,"4","130","D",1300,"D"
"20091",1914565,37,0,"4","130","D",2000,"D"
"20091",1914565,38,0,"4","130","D",300,"D"
"20091",1914565,39,0,"4","130","D",1800,"D"
"20091",1914575,25,0,"4","130","D",2000,"D"
"20091",1914575,26,0,"4","200","D",500,"D"
"20091",1914615,22,0,"4","120","D",1000,"D"
"20091",1914625,27,0,"4","110","D",800,"D"
"20091",1914625,28,0,"4","120","D",5000,"D"
"20091",1914645,18,0,"4","120","D",400,"D"
"20091",1914715,27,0,"4","130","D",10000,"D"
"20091",1914725,47,0,"4","130","D",11000,"D"
"20091",1914725,48,0,"4","130","D",5000,"D"
"20091",1914735,26,0,"4","800","D",25000,"D"
"20091",1914825,26,0,"4","700","D",200,"D"
"20091",1914825,27,0,"4","800","D",30000,"D"
"20091",1914855,21,0,"4","130","D",1800,"D"
"20091",1914855,22,0,"4","130","D",1100,"D"
"20091",1914895,33,0,"4","130","D",1000,"D"
"20091",1914905,15,0,"4","130","D",500,"D"
"20091",1914905,16,0,"4","700","D",3000,"D"
"20091",1914965,19,0,"4","130","D",6800,"D"
"20091",1914965,20,0,"4","130","D",5600,"D"
"20091",1914965,21,0,"4","200","D",700,"D"
"20091",1914975,31,0,"4","130","D",5000,"D"
"20091",1915005,19,0,"4","510","D",2000,"D"
"20091",1915085,22,0,"4","120","D",150,"D"
"20091",1915215,17,0,"4","130","D",18000,"D"
"20091",1915235,21,0,"4","130","D",6000,"D"
"20091",1915245,23,0,"4","130","D",12000,"D"
"20091",1915275,21,0,"4","130","D",1500,"D"
"20091",1915295,22,0,"4","130","D",15000,"D"
"20091",1915295,23,0,"4","130","D",400,"D"
"20091",1915365,33,0,"4","120","D",600,"D"
"20091",1915365,34,0,"4","130","D",10000,"D"
"20091",1915385,24,0,"4","130","D",600,"D"
"20091",1915385,25,0,"4","130","D",600,"D"
"20091",1915385,26,0,"4","120","D",200,"D"
"20091",1915385,27,0,"4","700","D",40,"D"
"20091",1915415,23,0,"4","130","D",2000,"D"
"20091",1915445,16,0,"4","130","D",1800,"D"
"20091",1915465,30,0,"4","700","D",600,"D"
"20091",1915465,31,0,"4","700","D",1000,"D"
"20091",1915475,36,0,"4","800","D",6000,"D"
"20091",1915495,23,0,"4","120","D",66,"D"
"20091",1915495,24,0,"4","120","D",36,"D"
"20091",1915525,18,0,"4","130","D",1500,"D"
"20091",1915535,36,0,"4","120","D",60,"D"
"20091",1915565,29,0,"4","130","D",552,"D"
"20091",1915565,30,0,"4","130","D",50,"D"
"20091",1915615,27,0,"4","120","D",122,"D"
"20091",1915615,28,0,"4","120","D",210,"D"
"20091",1915655,18,0,"4","130","D",15000,"D"
"20091",1915675,18,0,"4","130","D",600,"D"
"20091",1915715,36,0,"4","130","D",7000,"D"
"20091",1915715,37,0,"4","120","D",80,"D"
"20091",1915725,19,0,"4","130","D",3000,"D"
"20091",1915735,31,0,"4","130","D",1900,"D"
"20091",1915735,32,0,"4","120","D",40,"D"
"20091",1915825,20,0,"4","130","D",900,"D"
"20091",1915825,21,0,"4","120","D",270,"D"
"20091",1915825,22,0,"4","120","D",60,"D"
"20091",1915855,25,0,"4","130","D",25000,"F"
"20091",1915875,19,0,"4","130","D",9000,"D"
"20091",1915875,20,0,"4","130","D",1400,"D"
"20091",1915875,21,0,"4","130","D",400,"D"
"20091",1915885,17,0,"4","120","D",1256,"D"
