"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QPSF3MCX","QPSF_MCX","QSSF3MCX","QSSF_MCX","QEAD3MCX","QEAD_MCX","QREC3MCX","QREC_MCX","QFLM3MCX","QFLM_MCX","QFLP3MCX","QFLP_MCX","QPVD3MCX","QPVD_MCX","QRVD3MCX","QRVD_MCX","QENT3MCX","QENT_MCX","QBR3MCX","QBR3MCX_","QNMG3MCX","QNMG_MCX"
"20091",1905785,25,0,"1",.,"A",.,"A",.,"A",125,"D",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",.,"A"
"20091",1905815,17,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",35,"D",.,"A",.,"A",12,"D",.,"A"
"20091",1905855,25,0,"1",395,"D",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",55,"D",.,"A",.,"A",.,"A"
"20091",1905865,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1905875,19,0,"1",.,"A",.,"A",154,"D",.,"A",.,"A",.,"A",30,"D",28,"D",.,"A",.,"A",8,"D"
"20091",1905885,14,0,"1",.,"A",.,"A",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1905905,21,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",40,"D",30,"D",.,"A",.,"A",7,"D"
"20091",1905935,24,0,"1",.,"A",82,"D",100,"D",25,"D",.,"A",.,"A",40,"D",63,"D",.,"A",.,"A",.,"A"
"20091",1905955,25,0,"1",.,"A",.,"A",.,"A",18,"D",.,"A",100,"D",10,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1905965,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",45,"D",.,"A",.,"A",.,"A",10,"D",.,"A"
"20091",1906035,34,0,"1",.,"A",.,"A",80,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",62,"D",7,"D"
"20091",1906055,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",60,"D",15,"D"
"20091",1906085,36,0,"1",.,"A",0,"D",0,"D",.,"A",.,"A",40,"D",.,"A",21,"D",.,"A",16,"D",.,"A"
"20091",1906115,17,0,"1",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906125,31,0,"1",327,"D",.,"A",60,"D",12,"D",.,"A",0,"D",.,"A",30,"D",.,"A",.,"A",.,"A"
"20091",1906135,25,0,"1",150,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A"
"20091",1906145,17,0,"1",.,"A",.,"A",4,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",22,"D",.,"A"
"20091",1906165,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",5,"D",20,"D",20,"D",.,"A",100,"D",.,"A"
"20091",1906225,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906245,25,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A"
"20091",1906255,14,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906275,27,0,"1",.,"A",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A",.,"A",.,"A",4,"D",.,"A"
"20091",1906295,25,0,"1",.,"A",15,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906315,23,0,"1",.,"A",.,"A",26,"D",.,"A",.,"A",3,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906375,19,0,"1",.,"A",499,"D",124,"D",.,"A",.,"A",.,"A",.,"A",32,"D",.,"A",.,"A",10,"D"
"20091",1906385,24,0,"1",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906455,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",.,"A"
"20091",1906475,19,0,"1",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906485,16,0,"1",.,"A",.,"A",0,"D",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906525,15,0,"1",.,"A",.,"A",37,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906535,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A"
"20091",1906555,25,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",28,"D",11,"F"
"20091",1906575,32,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A"
"20091",1906585,16,0,"1",.,"A",.,"A",.,"A",.,"A",10,"D",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906595,15,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906615,23,0,"1",16,"D",.,"A",.,"A",37,"F",.,"A",.,"A",20,"D",.,"A",155,"D",300,"D",.,"A"
"20091",1906635,44,0,"1",220,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906645,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",.,"A"
"20091",1906655,15,0,"1",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906695,15,0,"1",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906715,16,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",11,"D",.,"A",.,"A",.,"A"
"20091",1906725,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,"D",.,"A",75,"D",.,"A"
"20091",1906745,24,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",100,"D",.,"A"
"20091",1906775,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1906835,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",105,"D",.,"A"
"20091",1906895,27,0,"1",.,"A",200,"D",.,"A",16,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906925,24,0,"1",.,"A",12,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906945,30,0,"1",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1906985,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1907055,20,0,"1",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1907125,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1907165,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",40,"D",.,"A",.,"A",.,"A"
"20091",1907175,25,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,"D",.,"A"
"20091",1907185,28,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1907205,20,0,"1",.,"A",.,"A",25,"D",60,"D",.,"A",.,"A",.,"A",15,"D",.,"A",50,"D",55,"D"
"20091",1907255,19,0,"1",.,"A",.,"A",48,"D",120,"D",.,"A",.,"A",.,"A",55,"D",.,"A",37,"D",.,"A"
"20091",1907285,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",18,"D",.,"A",20,"D",.,"A"
"20091",1907315,19,0,"1",.,"A",.,"A",.,"A",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1907345,29,0,"1",.,"A",.,"A",40,"D",30,"D",.,"A",.,"A",20,"D",40,"D",.,"A",150,"D",35,"D"
"20091",1907355,21,0,"1",.,"A",110,"D",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",70,"D",.,"A",.,"A"
"20091",1907365,36,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,"D"
"20091",1907375,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",40,"D",.,"A",.,"A",.,"A"
"20091",1907385,19,0,"1",.,"A",.,"A",.,"A",14,"D",10,"D",.,"A",40,"D",.,"A",.,"A",.,"A",17,"D"
"20091",1907435,17,0,"1",.,"A",.,"A",75,"D",35,"D",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",15,"D"
"20091",1907445,37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"D",.,"A",.,"A",.,"A",11,"D"
"20091",1907465,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",45,"D",.,"A",.,"A",.,"A"
"20091",1907495,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",140,"D",.,"A",40,"D",100,"D",80,"D",200,"D"
"20091",1907505,28,0,"1",150,"D",.,"A",180,"D",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",70,"D",.,"A"
"20091",1907545,32,0,"1",.,"A",.,"A",7,"D",.,"A",.,"A",.,"A",21,"D",.,"A",.,"A",38,"D",.,"A"
"20091",1907555,25,0,"1",.,"A",.,"A",43,"D",75,"D",.,"A",.,"A",.,"A",20,"D",.,"A",100,"D",.,"A"
"20091",1907585,24,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",20,"D",60,"D",20,"D",.,"A",.,"A",20,"D"
"20091",1907595,16,0,"1",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1907605,16,0,"1",.,"A",.,"A",80,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1907615,24,0,"1",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",.,"A",7,"D",.,"A",.,"A",.,"A"
"20091",1907625,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",.,"A",50,"D",.,"A"
"20091",1907645,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D"
"20091",1907655,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",13,"D",.,"A",.,"A",22,"F"
"20091",1907665,28,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",20,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1907715,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",40,"D",54,"D",16,"D",84,"D",.,"A"
"20091",1907725,20,0,"1",.,"A",.,"A",14,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,"D"
"20091",1907745,21,0,"1",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1907765,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",90,"D",50,"D",.,"A"
"20091",1907795,28,0,"1",.,"A",36,"D",.,"A",.,"A",.,"A",43,"D",.,"A",30,"D",80,"D",.,"A",.,"A"
"20091",1907815,24,0,"1",.,"A",20,"D",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1907825,17,0,"1",.,"A",.,"A",250,"D",.,"A",.,"A",.,"A",.,"A",36,"D",.,"A",100,"D",.,"A"
"20091",1907865,14,0,"1",.,"A",.,"A",8,"D",.,"A",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A"
"20091",1907885,15,0,"1",.,"A",4,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",46,"D"
"20091",1907915,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1907985,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",14,"D"
"20091",1907995,22,0,"1",.,"A",30,"D",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",8,"D",.,"A",.,"A"
"20091",1908005,23,0,"1",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1908025,27,0,"1",.,"A",.,"A",.,"A",9,"D",.,"A",.,"A",5,"D",18,"D",.,"A",.,"A",.,"A"
"20091",1908035,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",48,"D",.,"A"
"20091",1908055,19,0,"1",.,"A",.,"A",35,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1908065,20,0,"1",.,"A",.,"A",100,"D",10,"D",.,"A",15,"D",.,"A",60,"D",.,"A",.,"A",.,"A"
"20091",1908075,15,0,"1",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",28,"D",.,"A"
"20091",1908085,27,0,"1",330,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",.,"A"
"20091",1908105,19,0,"1",.,"A",.,"A",.,"A",.,"A",4,"D",15,"D",.,"A",.,"A",.,"A",.,"A",0,"D"
"20091",1908115,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",24,"D",20,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1908125,20,0,"1",60,"D",.,"A",.,"A",15,"D",.,"A",.,"A",45,"D",40,"D",.,"A",.,"A",.,"A"
"20091",1908155,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",50,"D",.,"A",.,"A",.,"A"
"20091",1908185,24,0,"1",.,"A",100,"D",100,"D",60,"D",.,"A",50,"D",.,"A",10,"D",.,"A",30,"D",40,"D"
"20091",1908195,22,0,"1",400,"D",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1908205,21,0,"1",147,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",8,"D",120,"D",29,"D",.,"A"
"20091",1908215,15,0,"1",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1908225,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D"
"20091",1908255,29,0,"1",173,"D",.,"A",40,"D",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1908265,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D"
"20091",1908275,38,0,"1",.,"A",.,"A",40,"D",.,"A",.,"A",21,"D",.,"A",.,"A",.,"A",15,"D",7,"D"
"20091",1908305,24,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",105,"D"
"20091",1908315,17,0,"1",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A"
"20091",1908325,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",.,"A",.,"A",30,"D",.,"A"
"20091",1908355,22,0,"1",270,"D",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",15,"D",.,"A",.,"A",18,"D"
"20091",1908375,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",46,"D",.,"A",.,"A",24,"D",35,"D"
"20091",1908415,15,0,"1",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A"
"20091",1908455,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D"
"20091",1908515,41,0,"1",45,"D",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A"
"20091",1908525,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",8,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1908535,19,0,"1",45,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1908605,14,0,"1",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A"
"20091",1908615,31,0,"1",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A",42,"D",.,"A",.,"A",125,"D",5,"D"
"20091",1908685,22,0,"1",45,"D",.,"A",25,"D",15,"D",.,"A",7,"D",100,"D",25,"D",.,"A",.,"A",1,"D"
"20091",1908725,21,0,"1",.,"A",.,"A",131,"F",53,"F",27,"F",46,"F",.,"A",.,"A",99,"F",104,"F",.,"A"
"20091",1908735,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A"
"20091",1908745,16,0,"1",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1908755,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",8,"D",.,"A",.,"A",.,"A"
"20091",1908775,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1908815,24,0,"1",.,"A",.,"A",6,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",44,"D",.,"A"
"20091",1908845,20,0,"1",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",48,"D",.,"A",.,"A",.,"A"
"20091",1908865,27,0,"1",.,"A",.,"A",40,"D",.,"A",10,"D",.,"A",.,"A",16,"D",50,"D",.,"A",.,"A"
"20091",1908875,16,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A"
"20091",1908905,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",56,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1908915,27,0,"1",119,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1908945,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",48,"D"
"20091",1908955,17,0,"1",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",.,"A",5,"D",.,"A",.,"A",.,"A"
"20091",1908965,27,0,"1",.,"A",.,"A",125,"D",.,"A",.,"A",.,"A",20,"D",5,"D",.,"A",10,"D",.,"A"
"20091",1909065,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",.,"A"
"20091",1909075,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D",7,"D",65,"D",.,"A",.,"A",.,"A"
"20091",1909085,20,0,"1",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1909105,20,0,"1",.,"A",.,"A",.,"A",.,"A",22,"D",.,"A",.,"A",0,"D",.,"A",.,"A",10,"D"
"20091",1909125,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,"D"
"20091",1909145,20,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1909175,31,0,"1",.,"A",.,"A",40,"D",.,"A",.,"A",100,"D",20,"D",.,"A",.,"A",50,"D",.,"A"
"20091",1909225,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",15,"D"
"20091",1909235,19,0,"1",25,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",.,"A",.,"A",.,"A"
"20091",1909245,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1909255,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D"
"20091",1909265,31,0,"1",.,"A",.,"A",212,"D",59,"D",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",5,"D"
"20091",1909305,18,0,"1",30,"D",.,"A",75,"D",.,"A",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A"
"20091",1909325,26,0,"1",.,"A",.,"A",40,"D",40,"D",.,"A",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A"
"20091",1909355,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",50,"D",.,"A"
"20091",1909365,24,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",15,"D",.,"A"
"20091",1909395,18,0,"1",120,"D",.,"A",60,"D",.,"A",.,"A",.,"A",20,"D",120,"D",.,"A",.,"A",12,"D"
"20091",1909435,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",37,"D",.,"A"
"20091",1909485,16,0,"1",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",43,"D"
"20091",1909495,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1909515,30,0,"1",.,"A",.,"A",44,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",55,"D",.,"A"
"20091",1909525,22,0,"1",.,"A",.,"A",.,"A",40,"D",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1909545,18,0,"1",.,"A",.,"A",24,"D",.,"A",.,"A",50,"D",.,"A",30,"D",.,"A",30,"D",60,"D"
"20091",1909555,20,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",100,"D",10,"D"
"20091",1909565,21,0,"1",.,"A",120,"D",100,"D",.,"A",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A"
"20091",1909585,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",3,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1909595,17,0,"1",.,"A",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1909645,49,0,"1",.,"A",.,"A",.,"A",14,"D",.,"A",70,"D",0,"D",45,"D",.,"A",256,"D",0,"D"
"20091",1909655,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",11,"D"
"20091",1909665,28,0,"1",.,"A",70,"D",38,"D",.,"A",.,"A",.,"A",.,"A",72,"D",.,"A",.,"A",.,"A"
"20091",1909675,34,0,"1",.,"A",.,"A",100,"D",25,"D",.,"A",25,"D",20,"D",15,"D",.,"A",.,"A",14,"D"
"20091",1909685,27,0,"1",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",47,"D",.,"A",.,"A",.,"A",.,"A"
"20091",1909725,23,0,"1",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1909735,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",2,"D"
"20091",1909755,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,"D"
"20091",1909765,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",25,"D"
"20091",1909775,34,0,"1",.,"A",.,"A",132,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1909785,27,0,"1",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",20,"D",15,"D",.,"A",5,"D",10,"D"
"20091",1909815,27,0,"1",.,"A",12,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",29,"D"
"20091",1909825,15,0,"1",.,"A",.,"A",45,"D",20,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20091",1909845,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",24,"D"
"20091",1909885,18,0,"1",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",40,"D",.,"A"
"20091",1909905,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,"D"
"20091",1909925,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",25,"D",.,"A",.,"A",.,"A"
"20091",1909935,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",69,"D",.,"A",.,"A",.,"A"
"20091",1909955,27,0,"1",.,"A",144,"D",70,"D",.,"A",.,"A",4,"D",.,"A",.,"A",6,"D",.,"A",.,"A"
"20091",1909985,34,0,"1",.,"A",.,"A",26,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",144,"D",.,"A"
"20091",1910015,15,0,"1",.,"A",.,"A",.,"A",25,"D",.,"A",.,"A",0,"D",25,"D",.,"A",.,"A",.,"A"
"20091",1910025,28,0,"1",.,"A",100,"D",.,"A",.,"A",.,"A",.,"A",15,"D",5,"D",.,"A",95,"D",.,"A"
"20091",1910035,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",36,"D",.,"A"
"20091",1910055,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",69,"D",.,"A"
"20091",1910105,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",60,"D",10,"D"
"20091",1910155,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",9,"D"
"20091",1910235,25,0,"1",.,"A",.,"A",20,"D",60,"D",.,"A",15,"D",.,"A",72,"D",.,"A",.,"A",6,"D"
"20091",1910305,18,0,"1",100,"D",.,"A",.,"A",.,"A",.,"A",15,"D",.,"A",10,"D",.,"A",0,"D",.,"A"
"20091",1910315,15,0,"1",.,"A",.,"A",90,"D",30,"D",.,"A",.,"A",.,"A",30,"D",.,"A",.,"A",.,"A"
"20091",1910345,33,0,"1",80,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",20,"D",.,"A",.,"A",.,"A"
"20091",1910385,36,0,"1",300,"D",.,"A",60,"D",75,"D",.,"A",45,"D",80,"D",105,"D",.,"A",.,"A",46,"D"
