"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","JMKPURQV","JMKP_RQV","JNONFDQV","JNON_DQV","JOTHSTQV","JOTH_TQV","JDINEOQV","JDIN_OQV","JALOUTQV","JALO_TQV","JMLPAYQV","JMLP_YQV","JMEALPYA","JMEA_PYA","JSCHMLQV","JSCH_LQV","JMKGRCQV","JMKG_CQV","FREEFOOD","FREE_OOD"
"20091",1905755,37,0,"1",1950,"D",260,"D",390,"D",1300,"D",.,"A",.,"A",.,"A",.,"A",1690,"D","2","D"
"20091",1905765,33,0,"1",650,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20091",1905775,36,0,"1",1300,"D",65,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1235,"D","2","D"
"20091",1905785,58,0,"1",6175,"D",325,"D",.,"A",455,"D",90,"D",.,"A",.,"A",216,"D",5850,"D","2","D"
"20091",1905795,45,0,"1",1300,"D",650,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20091",1905805,52,0,"1",3250,"D",325,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",2925,"D","2","D"
"20091",1905815,52,0,"1",1950,"D",260,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1690,"D","2","D"
"20091",1905825,37,0,"1",1170,"D",325,"D",.,"A",234,"D",.,"A",.,"A",.,"A",.,"A",845,"D","2","D"
"20091",1905855,68,0,"1",1820,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1820,"D","2","D"
"20091",1905865,69,0,"1",1105,"D",0,"D",130,"D",325,"D",0,"D",.,"A",.,"A",.,"A",1105,"D","2","D"
"20091",1905875,56,0,"1",1651,"D",390,"D",.,"A",988,"D",30,"D",.,"A",.,"A",88,"D",1261,"D","2","D"
"20091",1905885,37,0,"1",975,"D",325,"D",650,"D",260,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20091",1905905,47,0,"1",650,"D",104,"D",130,"D",520,"D",225,"D",.,"A",.,"A",.,"A",546,"D","2","D"
"20091",1905935,65,0,"1",260,"D",39,"D",.,"A",975,"D",150,"D",.,"A",.,"A",.,"A",221,"D","2","D"
"20091",1905955,79,0,"1",2600,"D",260,"D",.,"A",390,"D",150,"D",.,"A",.,"A",.,"A",2340,"D","2","D"
"20091",1905965,51,0,"1",910,"D",130,"D",.,"A",715,"D",60,"D",.,"A",.,"A",.,"A",780,"D","2","D"
"20091",1905985,33,0,"1",2600,"D",349,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1509,"F","2","D"
"20091",1905995,24,0,"1",975,"D",156,"D",.,"A",0,"D",.,"A",.,"A",.,"A",138,"F",819,"D","2","D"
"20091",1906035,85,0,"1",2561,"D",520,"D",.,"A",1209,"D",195,"D",.,"A",.,"A",.,"A",2041,"D","2","D"
"20091",1906055,51,0,"1",1495,"D",260,"D",325,"D",975,"D",75,"D",.,"A",.,"A",.,"A",1235,"D","2","D"
"20091",1906065,31,0,"1",780,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20091",1906085,93,0,"1",1300,"D",260,"D",130,"D",260,"D",120,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20091",1906095,45,0,"1",325,"D",239,"F",.,"A",2600,"D",225,"D",.,"A",.,"A",.,"A",885,"F","2","D"
"20091",1906115,56,0,"1",3250,"D",650,"D",.,"A",3900,"D",.,"A",.,"A",.,"A",268,"F",2600,"D","2","D"
"20091",1906125,97,0,"1",2600,"D",260,"D",260,"D",975,"D",240,"D",.,"A",.,"A",216,"D",2340,"D","2","D"
"20091",1906135,94,0,"1",1950,"D",390,"D",.,"A",3250,"D",300,"D",.,"A",.,"A",.,"A",1560,"D","2","D"
"20091",1906145,50,0,"1",975,"D",325,"D",.,"A",910,"D",156,"D",.,"A",.,"A",.,"A",650,"D","2","D"
"20091",1906155,47,0,"1",975,"D",0,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D"
"20091",1906165,50,0,"1",650,"D",130,"D",338,"D",650,"D",300,"D",.,"A",.,"A",.,"A",520,"D","2","D"
"20091",1906195,54,0,"1",975,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",715,"D","2","D"
"20091",1906205,42,0,"1",2600,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2405,"D","2","D"
"20091",1906225,52,0,"1",975,"D",130,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",845,"D","2","D"
"20091",1906235,50,0,"1",1300,"D",520,"D",.,"A",325,"D",0,"D",.,"A",.,"A",.,"A",780,"D","2","D"
"20091",1906245,89,0,"1",650,"D",130,"D",.,"A",1040,"D",150,"D",.,"A",.,"A",.,"A",520,"D","2","D"
"20091",1906255,43,0,"1",1300,"D",130,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D"
"20091",1906275,64,0,"1",2210,"D",0,"D",65,"D",260,"D",.,"A",.,"A",.,"A",26,"D",2210,"D","2","D"
"20091",1906285,54,0,"1",455,"D",0,"D",.,"A",0,"D",180,"D",.,"A",.,"A",.,"A",455,"D","2","D"
"20091",1906295,79,0,"1",650,"D",130,"D",273,"D",520,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20091",1906305,33,0,"1",1950,"D",195,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",1755,"D","2","D"
"20091",1906315,71,0,"1",1560,"D",650,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D"
"20091",1906325,48,0,"1",780,"D",130,"D",.,"A",455,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20091",1906355,40,0,"1",650,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20091",1906365,25,0,"1",1950,"D",130,"D",260,"D",650,"D",.,"A",.,"A",.,"A",.,"A",1820,"D","2","D"
"20091",1906375,72,0,"1",1170,"D",235,"F",.,"A",1950,"D",54,"D",.,"A",.,"A",.,"A",979,"F","2","D"
"20091",1906385,96,0,"1",2600,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",2470,"D","2","D"
"20091",1906395,42,0,"1",520,"D",130,"D",.,"A",156,"D",.,"A",.,"A",.,"A",.,"A",390,"D","1","D"
"20091",1906405,34,0,"1",1495,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D"
"20091",1906425,47,0,"1",1560,"D",325,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1235,"D","2","D"
"20091",1906455,77,0,"1",1300,"D",260,"D",.,"A",1560,"D",90,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20091",1906475,75,0,"1",1144,"D",0,"D",195,"D",1092,"D",.,"A",.,"A",.,"A",.,"A",1144,"D","2","D"
"20091",1906485,54,0,"1",1950,"D",130,"D",325,"D",390,"D",.,"A",.,"A",.,"A",.,"A",1820,"D","2","D"
"20091",1906515,59,0,"1",1950,"D",130,"D",390,"D",1300,"D",.,"A",.,"A",.,"A",.,"A",1820,"D","2","D"
"20091",1906525,39,0,"1",780,"D",39,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",741,"D","2","D"
"20091",1906535,56,0,"1",975,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D"
"20091",1906555,72,0,"1",1300,"D",325,"D",.,"A",390,"D",166,"F",.,"A",.,"A",.,"A",975,"D","2","D"
"20091",1906565,57,0,"1",195,"D",130,"D",520,"D",0,"D",0,"D",.,"A",.,"A",.,"A",65,"D","2","D"
"20091",1906575,93,0,"1",650,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20091",1906585,41,0,"1",1950,"D",325,"D",452,"F",0,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D"
"20091",1906595,57,0,"1",559,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",98,"D",559,"D","2","D"
"20091",1906615,72,0,"1",2600,"D",390,"D",325,"D",455,"D",90,"D",3000,"D",12000,"D",180,"D",2210,"D","2","D"
"20091",1906625,38,0,"1",1300,"D",130,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D"
"20091",1906635,105,0,"1",2275,"D",650,"D",.,"A",585,"D",75,"D",.,"A",.,"A",.,"A",1625,"D","2","D"
"20091",1906645,22,0,"1",1040,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20091",1906655,39,0,"1",325,"D",0,"D",65,"D",39,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D"
"20091",1906695,34,0,"1",1950,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1755,"D","2","D"
"20091",1906715,37,0,"1",650,"D",65,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",585,"D","2","D"
"20091",1906725,41,0,"1",1950,"D",325,"D",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D"
"20091",1906745,68,0,"1",1170,"D",130,"D",.,"A",455,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20091",1906755,51,0,"1",1300,"D",260,"D",325,"D",520,"D",0,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20091",1906775,49,0,"1",1950,"D",390,"D",.,"A",1950,"D",.,"A",.,"A",.,"A",48,"D",1560,"D","2","D"
"20091",1906835,41,0,"1",585,"D",65,"D",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20091",1906875,50,0,"1",130,"D",65,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",65,"D","2","D"
"20091",1906885,32,0,"1",780,"D",0,"D",.,"A",650,"D",.,"A",325,"D",1300,"D",.,"A",780,"D","2","D"
"20091",1906895,85,0,"1",585,"D",325,"D",325,"D",520,"D",0,"D",.,"A",.,"A",.,"A",260,"D","2","D"
"20091",1906905,38,0,"1",1560,"D",130,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D"
"20091",1906925,81,0,"1",2223,"D",520,"D",.,"A",0,"D",0,"D",48,"D",192,"D",180,"D",1703,"D","2","D"
"20091",1906945,67,0,"1",650,"D",260,"D",130,"D",520,"D",.,"A",.,"A",.,"A",.,"A",390,"D","2","D"
"20091",1906985,36,0,"1",780,"D",520,"D",.,"A",195,"D",75,"D",.,"A",.,"A",.,"A",260,"D","2","D"
"20091",1907015,59,0,"1",1950,"D",650,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20091",1907055,57,0,"1",1300,"D",0,"D",260,"D",1950,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20091",1907065,58,0,"1",3250,"D",325,"D",.,"A",1625,"D",0,"D",.,"A",.,"A",.,"A",2925,"D","2","D"
"20091",1907075,44,0,"1",975,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D"
"20091",1907125,82,0,"1",1755,"D",455,"D",325,"D",260,"D",0,"D",.,"A",.,"A",.,"A",1300,"D","2","D"
"20091",1907145,40,0,"1",1040,"D",195,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",845,"D","2","D"
"20091",1907165,35,0,"1",1300,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D"
"20091",1907175,78,0,"1",910,"D",195,"D",104,"D",286,"D",.,"A",.,"A",.,"A",.,"A",715,"D","2","D"
"20091",1907185,94,0,"1",1950,"D",325,"D",390,"D",975,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D"
"20091",1907205,64,0,"1",2275,"D",390,"D",130,"D",1300,"D",.,"A",.,"A",.,"A",.,"A",1885,"D","2","D"
"20091",1907225,27,0,"1",1300,"D",325,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D"
"20091",1907255,71,0,"1",1300,"D",130,"D",.,"A",780,"D",90,"D",.,"A",.,"A",.,"A",1170,"D","2","D"
"20091",1907285,35,0,"1",975,"D",130,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",845,"D","2","D"
"20091",1907305,47,0,"1",325,"D",0,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",325,"D","2","D"
"20091",1907315,54,0,"1",2600,"D",271,"F",.,"A",195,"D",135,"D",.,"A",.,"A",.,"A",1034,"F","2","D"
"20091",1907325,38,0,"1",1300,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D"
"20091",1907335,47,0,"1",2925,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2730,"D","2","D"
"20091",1907345,83,0,"1",1040,"D",260,"D",.,"A",650,"D",210,"D",.,"A",.,"A",.,"A",780,"D","2","D"
"20091",1907355,62,0,"1",975,"D",353,"F",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",1340,"F","2","D"
"20091",1907365,84,0,"1",1105,"D",325,"D",260,"D",260,"D",0,"D",.,"A",.,"A",.,"A",780,"D","2","D"
"20091",1907375,58,0,"1",1625,"D",390,"D",1690,"D",325,"D",0,"D",.,"A",.,"A",.,"A",1235,"D","2","D"
"20091",1907385,78,0,"1",1300,"D",390,"D",.,"A",195,"D",0,"D",.,"A",.,"A",.,"A",910,"D","2","D"
"20091",1907415,57,0,"1",2275,"D",390,"D",.,"A",585,"D",.,"A",.,"A",.,"A",720,"D",1885,"D","2","D"
"20091",1907435,47,0,"1",1170,"D",260,"D",195,"D",650,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D"
"20091",1907445,90,0,"1",2340,"D",169,"D",.,"A",1560,"D",0,"D",.,"A",.,"A",.,"A",2171,"D","2","D"
"20091",1907455,52,0,"1",650,"D",0,"D",.,"A",39,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20091",1907465,56,0,"1",1950,"D",520,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D"
"20091",1907475,38,0,"1",1170,"D",195,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D"
"20091",1907485,55,0,"1",975,"D",258,"F",156,"D",221,"D",.,"A",.,"A",.,"A",.,"A",936,"F","2","D"
"20091",1907495,63,0,"1",2405,"D",195,"D",.,"A",624,"D",0,"D",.,"A",.,"A",135,"D",2210,"D","2","D"
"20091",1907505,73,0,"1",2054,"D",195,"D",.,"A",325,"D",.,"A",.,"A",.,"A",48,"D",1859,"D","2","D"
"20091",1907515,44,0,"1",650,"D",195,"D",.,"A",520,"D",60,"D",.,"A",.,"A",.,"A",455,"D","2","D"
"20091",1907545,70,0,"1",1469,"D",0,"D",.,"A",351,"D",.,"A",.,"A",.,"A",.,"A",1469,"D","2","D"
"20091",1907555,58,0,"1",1300,"D",130,"D",325,"D",1300,"D",240,"D",.,"A",.,"A",.,"A",1170,"D","2","D"
"20091",1907565,22,0,"1",2600,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2340,"D","2","D"
"20091",1907575,30,0,"1",780,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20091",1907585,79,0,"1",975,"D",0,"D",260,"D",520,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D"
"20091",1907595,47,0,"1",1950,"D",390,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1560,"D","2","D"
"20091",1907605,51,0,"1",390,"D",26,"D",39,"D",65,"D",.,"A",.,"A",.,"A",.,"A",364,"D","2","D"
"20091",1907615,56,0,"1",1560,"D",325,"D",.,"A",91,"D",.,"A",.,"A",.,"A",36,"D",1235,"D","2","D"
"20091",1907625,69,0,"1",1300,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20091",1907635,61,0,"1",1300,"D",260,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20091",1907645,118,0,"1",2730,"D",650,"D",78,"D",1950,"D",27,"D",.,"A",.,"A",.,"A",2080,"D","2","D"
"20091",1907655,100,0,"1",2600,"D",260,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",2340,"D","2","D"
"20091",1907665,80,0,"1",1170,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",910,"D","2","D"
"20091",1907685,88,0,"1",2171,"D",715,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",1456,"D","2","D"
"20091",1907705,45,0,"1",1300,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","1","D"
"20091",1907715,56,0,"1",1950,"D",260,"D",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",1690,"D","2","D"
"20091",1907725,65,0,"1",1300,"D",130,"D",.,"A",455,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D"
"20091",1907745,63,0,"1",1300,"D",260,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20091",1907765,61,0,"1",975,"D",325,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20091",1907785,49,0,"1",260,"D",134,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",535,"F","2","D"
"20091",1907795,96,0,"1",1625,"D",325,"D",.,"A",1105,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20091",1907805,43,0,"1",3900,"D",520,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",3380,"D","2","D"
"20091",1907815,70,0,"1",2600,"D",260,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",2340,"D","2","D"
"20091",1907825,56,0,"1",1950,"D",156,"D",650,"D",455,"D",0,"D",.,"A",.,"A",.,"A",1794,"D","2","D"
"20091",1907855,46,0,"1",520,"D",65,"D",.,"A",195,"D",60,"D",.,"A",.,"A",.,"A",455,"D","2","D"
"20091",1907865,30,0,"1",650,"D",0,"D",.,"A",78,"D",0,"D",120,"D",480,"D",.,"A",650,"D","2","D"
"20091",1907875,29,0,"1",650,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20091",1907885,43,0,"1",585,"D",0,"D",39,"D",0,"D",0,"D",.,"A",.,"A",.,"A",585,"D","2","D"
"20091",1907895,51,0,"1",416,"D",39,"D",.,"A",52,"D",.,"A",.,"A",.,"A",.,"A",377,"D","2","D"
"20091",1907915,66,0,"1",1885,"D",325,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",1560,"D","2","D"
"20091",1907925,39,0,"1",910,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20091",1907935,55,0,"1",2600,"D",0,"D",.,"A",1950,"D",.,"A",.,"A",.,"A",.,"A",2600,"D","2","D"
"20091",1907985,46,0,"1",2600,"D",156,"D",.,"A",1625,"D",.,"A",.,"A",.,"A",.,"A",2444,"D","2","D"
"20091",1907995,60,0,"1",2080,"D",0,"D",780,"D",650,"D",.,"A",.,"A",.,"A",.,"A",2080,"D","2","D"
"20091",1908005,59,0,"1",3250,"D",1300,"D",.,"A",650,"D",.,"A",.,"A",.,"A",150,"D",1950,"D","2","D"
"20091",1908025,74,0,"1",1950,"D",325,"D",.,"A",390,"D",0,"D",.,"A",.,"A",.,"A",1625,"D","2","D"
"20091",1908035,45,0,"1",780,"F",.,"A",231,"F",65,"D",.,"A",.,"A",.,"A",.,"A",635,"F","2","D"
"20091",1908055,51,0,"1",2600,"D",520,"D",.,"A",910,"D",225,"D",.,"A",.,"A",.,"A",2080,"D","2","D"
"20091",1908065,63,0,"1",1300,"D",130,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",1170,"D","2","D"
"20091",1908075,47,0,"1",2470,"D",520,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",1950,"D","2","D"
"20091",1908085,67,0,"1",1300,"D",260,"D",260,"D",1560,"D",300,"D",.,"A",.,"A",.,"A",1040,"D","2","D"
"20091",1908095,44,0,"1",650,"D",39,"D",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",611,"D","2","D"
"20091",1908105,43,0,"1",1300,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1105,"D","2","D"
"20091",1908115,58,0,"1",1625,"D",195,"D",.,"A",390,"D",45,"D",.,"A",.,"A",.,"A",1430,"D","2","D"
"20091",1908125,58,0,"1",1560,"D",260,"D",1495,"D",650,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20091",1908145,27,0,"1",1300,"D",325,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",975,"D","2","D"
"20091",1908155,55,0,"1",1950,"D",130,"D",1040,"D",520,"D",60,"D",.,"A",.,"A",.,"A",1820,"D","2","D"
"20091",1908185,67,0,"1",4550,"D",2600,"D",.,"A",1300,"D",300,"D",.,"A",.,"A",.,"A",1950,"D","2","D"
"20091",1908195,77,0,"1",1105,"D",364,"D",.,"A",0,"D",15,"D",.,"A",.,"A",.,"A",741,"D","2","D"
"20091",1908205,56,0,"1",975,"D",325,"D",130,"D",520,"D",900,"D",650,"D",2600,"D",.,"A",650,"D","2","D"
"20091",1908215,37,0,"1",1300,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1170,"D","2","D"
"20091",1908225,36,0,"1",2600,"D",1300,"D",.,"A",0,"D",0,"D",.,"A",.,"A",.,"A",1300,"D","2","D"
"20091",1908235,74,0,"1",1625,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D"
"20091",1908255,77,0,"1",1625,"D",372,"F",.,"A",1300,"D",120,"D",.,"A",.,"A",275,"D",1556,"F","2","D"
"20091",1908265,49,0,"1",845,"D",0,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",845,"D","2","D"
"20091",1908275,88,0,"1",1625,"D",325,"D",.,"A",650,"D",0,"D",.,"A",.,"A",.,"A",1300,"D","2","D"
"20091",1908305,43,0,"1",1300,"D",130,"D",.,"A",0,"D",120,"D",.,"A",.,"A",.,"A",1170,"D","2","D"
"20091",1908315,58,0,"1",780,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D"
"20091",1908325,75,0,"1",1300,"D",325,"D",130,"D",325,"D",.,"A",.,"A",.,"A",200,"D",975,"D","2","D"
"20091",1908355,71,0,"1",1625,"D",520,"D",.,"A",325,"D",.,"A",.,"A",.,"A",60,"D",1105,"D","2","D"
"20091",1908375,76,0,"1",1300,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20091",1908405,48,0,"1",1560,"D",260,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",1300,"D","2","D"
"20091",1908415,64,0,"1",910,"D",260,"D",.,"A",195,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20091",1908455,52,0,"1",1300,"D",195,"D",.,"A",325,"D",75,"D",.,"A",.,"A",121,"D",1105,"D","2","D"
"20091",1908465,48,0,"1",520,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20091",1908475,45,0,"1",1300,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",1040,"D","2","D"
"20091",1908485,29,0,"1",975,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D"
"20091",1908515,97,0,"1",2925,"D",156,"D",.,"A",780,"D",0,"D",.,"A",.,"A",168,"D",2769,"D","2","D"
"20091",1908525,37,0,"1",650,"D",0,"D",.,"A",0,"D",45,"D",.,"A",.,"A",.,"A",650,"D","2","D"
"20091",1908535,63,0,"1",1300,"D",0,"D",.,"A",390,"D",.,"A",.,"A",.,"A",60,"D",1300,"D","2","D"
"20091",1908545,36,0,"1",2925,"D",1040,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",1885,"D","2","D"
"20091",1908565,40,0,"1",650,"D",130,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",520,"D","2","D"
"20091",1908595,34,0,"1",1950,"D",260,"D",260,"D",260,"D",.,"A",.,"A",.,"A",.,"A",1690,"D","2","D"
"20091",1908605,69,0,"1",1625,"D",0,"D",.,"A",1625,"D",.,"A",.,"A",.,"A",.,"A",1625,"D","2","D"
"20091",1908615,79,0,"1",2210,"D",0,"D",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",2210,"D","2","D"
"20091",1908655,67,0,"1",2600,"D",520,"D",.,"A",1820,"D",.,"A",.,"A",.,"A",.,"A",2080,"D","2","D"
"20091",1908675,59,0,"1",1625,"D",260,"D",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A",1365,"D","2","D"
"20091",1908685,73,0,"1",1040,"D",195,"D",.,"A",455,"D",0,"D",.,"A",.,"A",72,"D",845,"D","2","D"
"20091",1908725,77,0,"1",1950,"D",260,"D",520,"D",2600,"D",.,"A",.,"A",.,"A",.,"A",1690,"D","2","D"
"20091",1908735,49,0,"1",1950,"D",390,"D",.,"A",780,"D",.,"A",.,"A",.,"A",120,"D",1560,"D","2","D"
"20091",1908745,41,0,"1",520,"D",0,"D",.,"A",0,"D",15,"D",.,"A",.,"A",.,"A",520,"D","2","D"
"20091",1908755,58,0,"1",1300,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",150,"D",1170,"D","2","D"
"20091",1908775,61,0,"1",520,"D",65,"D",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A",455,"D","2","D"
"20091",1908785,43,0,"1",2405,"D",260,"D",.,"A",1625,"D",.,"A",.,"A",.,"A",.,"A",2145,"D","2","D"
"20091",1908795,22,0,"1",2600,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",2340,"D","2","D"
"20091",1908805,24,0,"1",780,"D",130,"D",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",650,"D","2","D"
"20091",1908815,87,0,"1",2925,"D",520,"D",.,"A",455,"D",.,"A",.,"A",.,"A",.,"A",2405,"D","2","D"
"20091",1908825,55,0,"1",351,"D",175,"F",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",650,"F","2","D"
"20091",1908845,61,0,"1",975,"D",195,"D",65,"D",650,"D",.,"A",.,"A",.,"A",.,"A",780,"D","2","D"
"20091",1908865,65,0,"1",2041,"D",260,"D",65,"D",650,"D",30,"D",.,"A",.,"A",.,"A",1781,"D","2","D"
"20091",1908875,55,0,"1",2600,"D",650,"D",.,"A",0,"D",.,"A",.,"A",.,"A",360,"D",1950,"D","2","D"
"20091",1908895,31,0,"1",728,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",728,"D","2","D"
"20091",1908905,60,0,"1",650,"D",156,"D",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",494,"D","2","D"
"20091",1908915,66,0,"1",1625,"D",287,"F",1170,"D",975,"D",0,"D",.,"A",.,"A",.,"A",1224,"F","2","D"
"20091",1908945,44,0,"1",1040,"D",156,"D",.,"A",0,"D",192,"F",.,"A",.,"A",.,"A",884,"D","2","D"
"20091",1908955,55,0,"1",1950,"D",520,"D",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A",1430,"D","2","D"
"20091",1908965,78,0,"1",975,"D",520,"D",.,"A",260,"D",0,"D",.,"A",.,"A",.,"A",455,"D","2","D"
