"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CLOTHYB","CLOTHYB_","CLOGFTB","CLOGFTB_","CLOTHQB","CLOTHQB_","CLOTHMOB","CLOT_MOB","CLOTHXB","CLOTHXB_","AGE_SEXB","AGE__EXB","CLOTHB1","CLOTHB1_","CLOTHB2","CLOTHB2_","CLOTHB3","CLOTHB3_","CLOTHB4","CLOTHB4_","CLOTHB5","CLOTHB5_","CLOTHB6","CLOTHB6_","CLOTHB7","CLOTHB7_","CLOTHB8","CLOTHB8_","CLOTHB9","CLOTHB9_"
"20091",1907625,14,3,"1","300","D","2","D",.,"B","01","D",27,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907625,14,4,"1","320","D","2","D",.,"B","01","D",11,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907625,14,5,"1","340","D","2","D",.,"B","01","D",26,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907625,15,0,"1","310","D","1","D",.,"C","12","D",120,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907625,16,0,"1","310","D","1","D",.,"C","01","D",120,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907625,17,0,"1","310","D","1","D",.,"C","02","D",120,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907635,17,0,"1","340","D","2","D",5,"D","01","D",54,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907645,16,0,"1","380","D","1","D",2,"D","02","D",25,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907655,15,0,"2","900","D","2","D",.,"C","12","D",.,"H",,"A","900","D","320","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907655,15,1,"2","200","D","2","D",.,"B","12","D",34,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907655,15,2,"2","320","D","2","D",.,"B","12","D",7,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907655,15,3,"2","340","D","2","D",.,"B","12","D",19,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907715,17,0,"1","300","D","1","D",2,"D","02","D",69,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907715,18,0,"1","310","D","1","D",150,"D","12","D",37,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907715,19,0,"1","310","D","1","D",150,"D","01","D",37,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907715,20,0,"1","310","D","1","D",150,"D","02","D",37,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907765,19,0,"1","370","D","1","D",1,"D","12","D",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907765,20,0,"1","380","D","1","D",1,"D","12","D",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907815,21,0,"2","380","D","1","D",15,"D","11","D",250,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907925,21,0,"1","310","D","1","D",3,"D","12","D",30,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907925,22,0,"2","310","D","1","D",2,"D","11","D",83,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907925,23,0,"2","330","D","1","D",3,"D","11","D",.,"H","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907925,23,1,"2","200","D","1","D",.,"B","11","D",9,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907925,23,2,"2","201","D","1","D",.,"B","11","D",5,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907925,23,3,"2","310","D","1","D",.,"B","11","D",8,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1907925,23,4,"2","340","D","1","D",.,"B","11","D",16,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908005,17,0,"1","310","D","1","D",6,"D","02","D",200,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908115,19,0,"1","380","D","1","D",2,"D","12","D",89,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908185,18,0,"1","310","D","1","D",4,"D","01","D",76,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908185,19,0,"2","310","D","1","D",2,"D","11","D",76,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908225,18,0,"1","310","D","1","D",5,"D","10","D",100,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908225,19,0,"1","310","D","1","D",5,"D","11","D",100,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908225,20,0,"1","310","D","1","D",5,"D","12","D",100,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908225,21,0,"2","310","D","1","D",10,"D","10","D",100,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908255,21,0,"1","300","D","2","D",.,"C","12","D",50,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908255,22,0,"1","380","D","1","D",1,"D","12","D",160,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908315,14,0,"1","380","D","2","D",1,"D","12","D",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908375,13,0,"1","300","D","2","D",.,"C","12","D",50,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908375,14,0,"1","380","D","1","D",1,"D","12","D",110,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908515,33,0,"1","380","D","2","D",7,"D","12","D",300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908685,19,0,"1","300","D","2","D",2,"D","11","D",4,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908685,20,0,"1","390","D","1","D",1,"D","12","D",15,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908755,15,0,"2","380","D","1","D",2,"D","12","D",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908865,22,0,"1","300","D","2","D",3,"D","01","D",51,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908905,16,0,"1","300","D","2","D",10,"D","12","D",269,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908915,19,0,"1","310","D","1","D",1,"D","10","D",30,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908915,20,0,"1","310","D","1","D",1,"D","11","D",30,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908915,21,0,"1","310","D","1","D",1,"D","12","D",30,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908915,22,0,"1","900","D","1","D",1,"D","12","D",.,"H",,"A","300","D","310","D","320","D","330","D","340","D","290","D",,"A",,"A",,"A"
"20091",1908915,22,1,"1","200","D","1","D",.,"B","12","D",29,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908915,22,2,"1","201","D","1","D",.,"B","12","D",17,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908915,22,3,"1","290","D","1","D",.,"B","12","D",46,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908915,22,4,"1","300","D","1","D",.,"B","12","D",50,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908915,22,5,"1","310","D","1","D",.,"B","12","D",29,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908915,22,6,"1","320","D","1","D",.,"B","12","D",18,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908915,22,7,"1","340","D","1","D",.,"B","12","D",11,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908965,21,0,"2","340","D","2","D",12,"D","12","D",230,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1908965,22,0,"2","340","D","2","D",1,"D","12","D",20,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909085,15,0,"1","370","D","2","D",1,"D","12","D",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909235,16,0,"2","380","D","1","D",1,"D","12","D",1761,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909375,13,0,"1","300","D","2","D",1,"D","12","D",150,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909475,15,0,"1","290","D","1","D",1,"D","12","D",16,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909475,16,0,"1","310","D","1","D",4,"D","11","D",88,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909475,17,0,"1","310","D","1","D",4,"D","12","D",88,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909475,18,0,"1","310","D","1","D",4,"D","01","D",88,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909475,19,0,"1","320","D","1","D",5,"D","12","D",18,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909475,20,0,"1","330","D","1","D",6,"D","12","D",.,"H","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909475,20,1,"1","200","D","1","D",.,"B","12","D",8,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909475,20,2,"1","201","D","1","D",.,"B","12","D",6,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909475,20,3,"1","310","D","1","D",.,"B","12","D",11,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909475,20,4,"1","320","D","1","D",.,"B","12","D",5,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909475,20,5,"1","340","D","1","D",.,"B","12","D",5,"E","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909475,21,0,"1","340","D","1","D",.,"C","12","D",30,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909475,22,0,"2","310","D","1","D",1,"D","11","D",23,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909495,16,0,"1","310","D","1","D",1,"D","11","D",15,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909495,17,0,"1","310","D","1","D",1,"D","12","D",15,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909495,18,0,"1","310","D","1","D",1,"D","01","D",15,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909495,19,0,"1","300","D","1","D",3,"D","01","D",22,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909495,20,0,"2","310","D","1","D",3,"D","11","D",23,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909515,21,0,"1","370","D","2","D",1,"D","12","D",125,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909525,14,0,"1","310","D","1","D",.,"C","12","D",150,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909525,15,0,"1","310","D","1","D",.,"C","01","D",150,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909525,16,0,"1","310","D","1","D",.,"C","11","D",150,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909525,17,0,"1","320","D","1","D",1,"D","12","D",15,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909525,18,0,"1","320","D","1","D",.,"C","01","D",50,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909525,19,0,"1","340","D","1","D",1,"D","12","D",28,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909525,20,0,"1","380","D","1","D",2,"D","01","D",2,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909545,14,0,"1","300","D","2","D",5,"D","12","D",54,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909585,18,0,"1","370","D","1","D",1,"D","02","D",48,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909645,41,0,"1","370","D","1","D",1,"D","12","D",11,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909645,42,0,"1","380","D","1","D",1,"D","12","D",53,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909675,24,0,"1","340","D","1","D",1,"D","12","D",11,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909675,25,0,"1","380","D","1","D",2,"D","12","D",163,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909735,17,0,"1","300","D","1","D",1,"D","11","D",20,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1909735,18,0,"1","300","D","1","D",1,"D","11","D",25,"D","5","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
