"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CREDITR5","CRED_TR5","CREDITX5","CRED_TX5","OWEMONEY","OWEM_NEY"
"20091",1905785,28,0,"1","130","D",10000,"D",10000,"D"
"20091",1905865,22,0,"1","130","D",12000,"D",2000,"D"
"20091",1905865,23,0,"1","130","D",1990,"D",4000,"D"
"20091",1905965,16,0,"1","130","D",1280,"D",610,"D"
"20091",1906035,36,0,"1","130","D",15000,"D",15000,"D"
"20091",1906055,29,0,"1","800","D",25000,"D",20000,"D"
"20091",1906055,30,0,"1","130","D",2500,"D",2000,"D"
"20091",1906085,42,0,"1","120","D",1200,"D",2000,"D"
"20091",1906085,43,0,"1","130","D",7000,"D",6000,"D"
"20091",1906085,44,0,"1","130","D",9000,"D",7000,"D"
"20091",1906085,45,0,"1","510","D",1500,"D",1500,"D"
"20091",1906085,46,0,"1","700","D",4000,"D",0,"D"
"20091",1906085,47,0,"1","800","D",70000,"D",70000,"D"
"20091",1906125,37,0,"1","120","D",1000,"D",400,"D"
"20091",1906125,38,0,"1","130","D",16000,"D",9000,"D"
"20091",1906125,39,0,"1","700","D",700,"D",0,"D"
"20091",1906145,19,0,"1","130","D",900,"D",.,"C"
"20091",1906155,18,0,"1","130","D",4000,"D",.,"C"
"20091",1906155,19,0,"1","130","D",18000,"D",.,"C"
"20091",1906165,24,0,"1","130","D",6000,"D",0,"D"
"20091",1906165,25,0,"1","510","D",6000,"D",3948,"D"
"20091",1906165,26,0,"1","700","D",350,"D",0,"D"
"20091",1906225,29,0,"1","130","D",2100,"D",617,"D"
"20091",1906245,27,0,"1","130","D",375,"D",0,"D"
"20091",1906245,28,0,"1","130","D",400,"D",700,"D"
"20091",1906255,15,0,"1","130","D",2000,"D",0,"D"
"20091",1906315,29,0,"1","130","D",4400,"D",4800,"D"
"20091",1906315,30,0,"1","130","D",3500,"D",2800,"D"
"20091",1906315,31,0,"1","700","D",950,"D",1300,"D"
"20091",1906315,32,0,"1","800","D",13000,"D",0,"D"
"20091",1906325,21,0,"1","130","D",2000,"D",1500,"D"
"20091",1906375,21,0,"1","700","D",700,"D",0,"D"
"20091",1906385,30,0,"1","110","D",600,"D",0,"D"
"20091",1906385,31,0,"1","120","D",400,"D",200,"D"
"20091",1906385,32,0,"1","120","D",75,"D",200,"D"
"20091",1906385,33,0,"1","120","D",600,"D",1800,"D"
"20091",1906385,34,0,"1","130","D",5000,"D",5000,"D"
"20091",1906385,35,0,"1","130","D",600,"D",0,"D"
"20091",1906485,17,0,"1","700","D",25,"D",25,"D"
"20091",1906575,38,0,"1","120","D",11,"D",50,"D"
"20091",1906575,39,0,"1","130","D",550,"D",0,"D"
"20091",1906575,40,0,"1","130","D",7800,"D",1200,"D"
"20091",1906575,41,0,"1","700","D",50,"D",0,"D"
"20091",1906575,42,0,"1","800","D",1300,"D",2400,"D"
"20091",1906585,18,0,"1","130","D",2000,"F",.,"C"
"20091",1906595,19,0,"1","120","D",98,"D",0,"D"
"20091",1906635,48,0,"1","130","D",15000,"D",20000,"D"
"20091",1906695,16,0,"1","130","D",35000,"D",20000,"D"
"20091",1906755,21,0,"1","120","D",60,"D",.,"C"
"20091",1906755,22,0,"1","130","D",300,"D",.,"C"
"20091",1906895,32,0,"1","130","D",2500,"D",500,"D"
"20091",1906895,33,0,"1","700","D",500,"D",500,"D"
"20091",1906895,34,0,"1","800","D",13000,"D",13000,"D"
"20091",1906925,28,0,"1","130","D",10000,"D",6000,"D"
"20091",1906925,29,0,"1","700","D",150,"D",0,"D"
"20091",1906925,30,0,"1","800","D",7000,"D",4700,"D"
"20091",1906945,32,0,"1","130","D",30000,"D",30000,"D"
"20091",1906985,19,0,"1","120","D",455,"D",655,"D"
"20091",1907015,24,0,"1","130","D",4400,"D",1,"D"
"20091",1907055,21,0,"1","130","D",4000,"F",.,"C"
"20091",1907075,17,0,"1","120","D",50,"D",0,"D"
"20091",1907075,18,0,"1","130","D",70,"D",0,"D"
"20091",1907125,29,0,"1","110","D",20,"D",0,"D"
"20091",1907125,30,0,"1","130","D",149,"D",.,"C"
"20091",1907125,31,0,"1","130","D",3300,"D",7000,"D"
"20091",1907125,32,0,"1","120","D",7000,"D",7000,"D"
"20091",1907175,28,0,"1","130","D",3968,"D",0,"D"
"20091",1907175,29,0,"1","130","D",250,"D",0,"D"
"20091",1907185,33,0,"1","110","D",6750,"D",.,"C"
"20091",1907185,34,0,"1","130","D",7225,"D",.,"C"
"20091",1907185,35,0,"1","130","D",12373,"D",.,"C"
"20091",1907185,36,0,"1","130","D",5639,"D",0,"D"
"20091",1907185,37,0,"1","130","D",2031,"D",.,"C"
"20091",1907255,23,0,"1","130","D",3000,"D",1500,"D"
"20091",1907315,20,0,"1","120","D",14000,"D",.,"C"
"20091",1907335,15,0,"1","110","D",1000,"D",1000,"D"
"20091",1907345,32,0,"1","120","D",2500,"D",3700,"D"
"20091",1907375,30,0,"1","130","D",3000,"D",2000,"D"
"20091",1907385,25,0,"1","120","D",350,"D",800,"D"
"20091",1907385,26,0,"1","120","D",1600,"D",2800,"D"
"20091",1907385,27,0,"1","130","D",800,"D",1300,"D"
"20091",1907385,28,0,"1","130","D",300,"D",600,"D"
"20091",1907385,29,0,"1","130","D",800,"D",1300,"D"
"20091",1907445,43,0,"1","700","D",75,"D",.,"C"
"20091",1907445,44,0,"1","700","D",50,"D",.,"C"
"20091",1907445,45,0,"1","130","D",2991,"D",.,"C"
"20091",1907445,46,0,"1","130","D",740,"D",.,"C"
"20091",1907445,47,0,"1","130","D",2200,"D",.,"C"
"20091",1907445,48,0,"1","120","D",350,"D",.,"C"
"20091",1907455,22,0,"1","700","D",150,"D",0,"D"
"20091",1907465,30,0,"1","130","D",1300,"D",0,"D"
"20091",1907465,31,0,"1","130","D",6200,"D",7500,"D"
"20091",1907465,32,0,"1","800","D",31000,"D",31000,"D"
"20091",1907475,21,0,"1","130","D",2970,"D",2900,"D"
"20091",1907585,25,0,"1","120","D",40,"D",0,"D"
"20091",1907595,19,0,"1","130","D",5000,"D",4500,"D"
"20091",1907615,25,0,"1","130","D",2200,"D",0,"D"
"20091",1907645,32,0,"1","130","D",18000,"D",.,"C"
"20091",1907645,33,0,"1","130","D",4700,"D",.,"C"
"20091",1907655,22,0,"1","130","D",7000,"D",0,"D"
"20091",1907705,18,0,"1","130","D",3000,"D",3000,"D"
"20091",1907705,19,0,"1","130","D",500,"D",0,"D"
"20091",1907825,19,0,"1","130","D",300,"D",300,"D"
"20091",1907825,20,0,"1","120","D",900,"D",1500,"D"
"20091",1907855,20,0,"1","120","D",700,"D",500,"D"
"20091",1907855,21,0,"1","130","D",9000,"D",8000,"D"
"20091",1907895,24,0,"1","700","D",140,"D",1200,"D"
"20091",1907895,25,0,"1","200","D",500,"D",1100,"D"
"20091",1908005,26,0,"1","130","D",400,"D",400,"D"
"20091",1908025,31,0,"1","130","D",3000,"D",3500,"D"
"20091",1908025,32,0,"1","700","D",350,"D",400,"D"
"20091",1908055,21,0,"1","130","D",10000,"D",10000,"D"
"20091",1908075,17,0,"1","120","D",250,"D",100,"D"
"20091",1908075,18,0,"1","130","D",900,"D",1500,"D"
