"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","NUMYUPD","NUMYUPD_","TOTYUPDX","TOTY_PDX","TOTYUPDY","TOTY_PDY"
"20091",1913135,50,2,"1",.,"A",21,"E","110","D"
"20091",1913135,50,3,"1",.,"A",38,"E","200","D"
"20091",1913135,50,4,"1",.,"A",25,"E","210","D"
"20091",1913135,50,5,"1",.,"A",50,"E","220","D"
"20091",1913225,65,0,"1",1,"D",.,"H",,"A"
"20091",1913225,65,1,"1",.,"A",23,"E","100","D"
"20091",1913225,65,2,"1",.,"A",8,"E","110","D"
"20091",1913225,65,3,"1",.,"A",15,"E","120","D"
"20091",1913225,65,4,"1",.,"A",2,"E","140","D"
"20091",1913225,65,5,"1",.,"A",178,"E","150","D"
"20091",1913225,65,6,"1",.,"A",5,"E","160","D"
"20091",1913225,65,7,"1",.,"A",9,"E","170","D"
"20091",1913225,65,8,"1",.,"A",10,"E","190","D"
"20091",1913535,92,0,"1",1,"D",.,"H",,"A"
"20091",1913535,92,1,"1",.,"A",14,"E","120","D"
"20091",1913535,92,2,"1",.,"A",2,"E","140","D"
"20091",1913535,92,3,"1",.,"A",163,"E","150","D"
"20091",1913535,92,4,"1",.,"A",4,"E","160","D"
"20091",1913535,92,5,"1",.,"A",8,"E","170","D"
"20091",1913535,92,6,"1",.,"A",9,"E","190","D"
"20091",1914395,38,0,"1",1,"D",.,"H",,"A"
"20091",1914395,38,1,"1",.,"A",68,"E","100","D"
"20091",1914395,38,2,"1",.,"A",32,"E","110","D"
"20091",1914425,62,0,"1",1,"D",.,"H",,"A"
"20091",1914425,62,1,"1",.,"A",78,"E","100","D"
"20091",1914425,62,2,"1",.,"A",22,"E","110","D"
"20091",1914905,32,0,"1",6,"D",.,"H",,"A"
"20091",1914905,32,1,"1",.,"A",202,"E","100","D"
"20091",1914905,32,2,"1",.,"A",98,"E","110","D"
"20091",1915575,63,0,"1",1,"D",.,"H",,"A"
"20091",1915575,63,1,"1",.,"A",27,"E","100","D"
"20091",1915575,63,2,"1",.,"A",7,"E","110","D"
"20091",1915575,63,3,"1",.,"A",24,"E","120","D"
"20091",1915575,63,4,"1",.,"A",78,"E","130","D"
"20091",1915575,63,5,"1",.,"A",3,"E","140","D"
"20091",1915575,63,6,"1",.,"A",123,"E","150","D"
"20091",1915575,63,7,"1",.,"A",6,"E","170","D"
"20091",1915575,63,8,"1",.,"A",12,"E","190","D"
"20091",1915805,60,0,"1",1,"D",.,"H",,"A"
"20091",1915805,60,1,"1",.,"A",16,"E","200","D"
"20091",1915805,60,2,"1",.,"A",19,"E","210","D"
"20091",1915805,60,3,"1",.,"A",15,"E","220","D"
"20091",1916815,62,0,"1",1,"D",.,"H",,"A"
"20091",1916815,62,1,"1",.,"A",218,"E","100","D"
"20091",1916815,62,2,"1",.,"A",82,"E","110","D"
"20091",1917505,69,0,"1",2,"D",.,"H",,"A"
"20091",1917505,69,1,"1",.,"A",19,"E","100","D"
"20091",1917505,69,2,"1",.,"A",9,"E","110","D"
"20091",1917505,69,3,"1",.,"A",17,"E","120","D"
"20091",1917505,69,4,"1",.,"A",2,"E","140","D"
"20091",1917505,69,5,"1",.,"A",122,"E","150","D"
"20091",1917505,69,6,"1",.,"A",15,"E","160","D"
"20091",1917505,69,7,"1",.,"A",3,"E","170","D"
"20091",1917505,69,8,"1",.,"A",13,"E","190","D"
"20091",1917585,51,0,"1",1,"D",.,"H",,"A"
"20091",1917585,51,1,"1",.,"A",62,"E","100","D"
"20091",1917585,51,2,"1",.,"A",23,"E","110","D"
"20091",1917585,51,3,"1",.,"A",34,"E","120","D"
"20091",1917585,51,4,"1",.,"A",329,"E","130","D"
"20091",1917585,51,5,"1",.,"A",5,"E","140","D"
"20091",1917585,51,6,"1",.,"A",478,"E","150","D"
"20091",1917585,51,7,"1",.,"A",13,"E","160","D"
"20091",1917585,51,8,"1",.,"A",24,"E","170","D"
"20091",1917585,51,9,"1",.,"A",32,"E","190","D"
"20091",1917645,48,0,"1",1,"D",.,"H",,"A"
"20091",1917645,48,1,"1",.,"A",55,"E","100","D"
"20091",1917645,48,2,"1",.,"A",15,"E","110","D"
"20091",1917645,48,3,"1",.,"A",42,"E","120","D"
"20091",1917645,48,4,"1",.,"A",10,"E","140","D"
"20091",1917645,48,5,"1",.,"A",248,"E","150","D"
"20091",1917645,48,6,"1",.,"A",12,"E","170","D"
"20091",1917645,48,7,"1",.,"A",25,"E","190","D"
"20091",1917645,48,8,"1",.,"A",31,"E","200","D"
"20091",1917645,48,9,"1",.,"A",21,"E","210","D"
"20091",1917645,48,10,"1",.,"A",41,"E","220","D"
"20091",1918715,99,0,"1",1,"D",.,"H",,"A"
"20091",1918715,99,1,"1",.,"A",24,"E","100","D"
"20091",1918715,99,2,"1",.,"A",8,"E","110","D"
"20091",1918715,99,3,"1",.,"A",68,"E","130","D"
"20091",1918975,104,0,"1",3,"D",.,"H",,"A"
"20091",1918975,104,1,"1",.,"A",37,"E","100","D"
"20091",1918975,104,2,"1",.,"A",18,"E","110","D"
"20091",1918975,104,3,"1",.,"A",20,"E","120","D"
"20091",1918975,104,4,"1",.,"A",197,"E","130","D"
"20091",1918975,104,5,"1",.,"A",3,"E","140","D"
"20091",1918975,104,6,"1",.,"A",287,"E","150","D"
"20091",1918975,104,7,"1",.,"A",8,"E","160","D"
"20091",1918975,104,8,"1",.,"A",14,"E","170","D"
"20091",1918975,104,9,"1",.,"A",16,"E","190","D"
"20091",1921155,67,0,"1",1,"D",.,"H",,"A"
"20091",1921155,67,1,"1",.,"A",5,"E","100","D"
"20091",1921155,67,2,"1",.,"A",1,"E","110","D"
"20091",1921155,67,3,"1",.,"A",2,"E","200","D"
"20091",1921155,67,4,"1",.,"A",2,"E","210","D"
"20091",1922455,70,0,"1",1,"D",.,"H",,"A"
"20091",1922455,70,1,"1",.,"A",65,"E","100","D"
"20091",1922455,70,2,"1",.,"A",25,"E","110","D"
"20091",1923555,79,0,"1",1,"D",.,"H",,"A"
"20091",1923555,79,1,"1",.,"A",60,"E","200","D"
"20091",1923555,79,2,"1",.,"A",41,"E","210","D"
"20091",1923555,79,3,"1",.,"A",79,"E","220","D"
"20091",1923725,47,0,"1",1,"D",.,"H",,"A"
"20091",1923725,47,1,"1",.,"A",311,"E","100","D"
"20091",1923725,47,2,"1",.,"A",39,"E","110","D"
"20091",1924225,25,0,"1",1,"D",.,"H",,"A"
"20091",1924225,25,1,"1",.,"A",58,"E","100","D"
"20091",1924225,25,2,"1",.,"A",24,"E","110","D"
"20091",1924225,25,3,"1",.,"A",47,"E","120","D"
"20091",1924225,25,4,"1",.,"A",2,"E","140","D"
"20091",1924225,25,5,"1",.,"A",330,"E","150","D"
"20091",1924225,25,6,"1",.,"A",90,"E","160","D"
"20091",1924225,25,7,"1",.,"A",29,"E","170","D"
"20091",1924225,25,8,"1",.,"A",33,"E","180","D"
"20091",1924225,25,9,"1",.,"A",22,"E","190","D"
"20091",1924225,25,10,"1",.,"A",49,"E","200","D"
"20091",1924225,25,11,"1",.,"A",53,"E","210","D"
"20091",1924225,25,12,"1",.,"A",13,"E","220","D"
"20091",1924475,83,0,"1",1,"D",.,"H",,"A"
"20091",1924475,83,1,"1",.,"A",3,"E","150","D"
"20091",1924475,83,2,"1",.,"A",2,"E","190","D"
"20091",1924755,63,0,"1",1,"D",.,"H",,"A"
"20091",1924755,63,1,"1",.,"A",17,"E","200","D"
"20091",1924755,63,2,"1",.,"A",23,"E","210","D"
"20091",1924755,63,3,"1",.,"A",20,"E","220","D"
"20091",1925395,73,0,"1",1,"D",.,"H",,"A"
"20091",1925395,73,1,"1",.,"A",109,"E","100","D"
"20091",1925395,73,2,"1",.,"A",41,"E","110","D"
"20091",1926985,46,0,"1",4,"D",.,"H",,"A"
"20091",1926985,46,1,"1",.,"A",150,"E","130","D"
"20091",1927575,44,0,"1",1,"D",.,"H",,"A"
"20091",1927575,44,1,"1",.,"A",14,"E","100","D"
"20091",1927575,44,2,"1",.,"A",4,"E","110","D"
"20091",1927855,118,0,"1",1,"D",.,"H",,"A"
"20091",1927855,118,1,"1",.,"A",54,"E","100","D"
"20091",1927855,118,2,"1",.,"A",14,"E","110","D"
"20091",1927855,118,3,"1",.,"A",146,"E","130","D"
"20091",1927855,118,4,"1",.,"A",29,"E","200","D"
"20091",1927855,118,5,"1",.,"A",19,"E","210","D"
"20091",1927855,118,6,"1",.,"A",38,"E","220","D"
"20091",1928514,76,0,"1",1,"D",.,"H",,"A"
"20091",1928514,76,1,"1",.,"A",3,"E","120","D"
"20091",1928514,76,2,"1",.,"A",2,"E","130","D"
"20091",1928514,76,3,"1",.,"A",3,"E","150","D"
"20091",1929174,49,0,"1",1,"D",.,"H",,"A"
"20091",1929174,49,1,"1",.,"A",23,"E","100","D"
"20091",1929174,49,2,"1",.,"A",8,"E","110","D"
"20091",1929174,49,3,"1",.,"A",119,"E","130","D"
"20091",1929394,49,0,"1",1,"D",.,"H",,"A"
"20091",1929394,49,1,"1",.,"A",16,"E","100","D"
"20091",1929394,49,2,"1",.,"A",7,"E","110","D"
"20091",1929394,49,3,"1",.,"A",19,"E","120","D"
"20091",1929394,49,4,"1",.,"A",104,"E","150","D"
"20091",1929394,49,5,"1",.,"A",28,"E","160","D"
"20091",1929394,49,6,"1",.,"A",9,"E","170","D"
"20091",1929394,49,7,"1",.,"A",10,"E","180","D"
"20091",1929394,49,8,"1",.,"A",7,"E","190","D"
"20091",1929924,79,0,"1",1,"D",.,"H",,"A"
"20091",1929924,79,1,"1",.,"A",5,"E","120","D"
"20091",1929924,79,2,"1",.,"A",21,"E","130","D"
"20091",1929924,79,3,"1",.,"A",37,"E","150","D"
"20091",1929924,79,4,"1",.,"A",1,"E","170","D"
"20091",1929924,79,5,"1",.,"A",3,"E","190","D"
"20091",1930274,34,0,"1",1,"D",.,"H",,"A"
"20091",1930274,34,1,"1",.,"A",214,"E","200","D"
"20091",1930274,34,2,"1",.,"A",286,"E","210","D"
"20091",1930854,30,0,"1",1,"D",.,"H",,"A"
"20091",1930854,30,1,"1",.,"A",16,"E","100","D"
"20091",1930854,30,2,"1",.,"A",9,"E","110","D"
"20091",1930854,30,3,"1",.,"A",15,"E","200","D"
"20091",1930854,30,4,"1",.,"A",16,"E","210","D"
"20091",1930854,30,5,"1",.,"A",4,"E","220","D"
"20091",1932394,113,0,"1",1,"D",.,"H",,"A"
"20091",1932394,113,1,"1",.,"A",65,"E","100","D"
"20091",1932394,113,2,"1",.,"A",23,"E","110","D"
"20091",1932394,113,3,"1",.,"A",331,"E","130","D"
"20091",1932394,113,4,"1",.,"A",56,"E","200","D"
"20091",1932394,113,5,"1",.,"A",76,"E","210","D"
"20091",1932394,113,6,"1",.,"A",59,"E","220","D"
"20091",1932464,50,0,"1",1,"D",.,"H",,"A"
"20091",1932464,50,1,"1",.,"A",14,"E","100","D"
"20091",1932464,50,2,"1",.,"A",6,"E","110","D"
"20091",1932634,90,0,"1",1,"D",.,"H",,"A"
"20091",1932634,90,1,"1",.,"A",25,"E","100","D"
"20091",1932634,90,2,"1",.,"A",12,"E","110","D"
"20091",1932634,90,3,"1",.,"A",29,"E","120","D"
"20091",1932634,90,4,"1",.,"A",79,"E","130","D"
"20091",1932634,90,5,"1",.,"A",3,"E","140","D"
"20091",1932634,90,6,"1",.,"A",166,"E","150","D"
"20091",1932634,90,7,"1",.,"A",15,"E","160","D"
"20091",1932634,90,8,"1",.,"A",4,"E","170","D"
"20091",1932634,90,9,"1",.,"A",17,"E","190","D"
"20091",1932684,77,0,"1",1,"D",.,"H",,"A"
"20091",1932684,77,1,"1",.,"A",57,"E","100","D"
"20091",1932684,77,2,"1",.,"A",6,"E","110","D"
"20091",1932684,77,3,"1",.,"A",29,"E","120","D"
"20091",1932684,77,4,"1",.,"A",2,"E","140","D"
"20091",1932684,77,5,"1",.,"A",356,"E","150","D"
"20091",1932684,77,6,"1",.,"A",10,"E","170","D"
"20091",1934074,47,0,"1",1,"D",.,"H",,"A"
"20091",1934074,47,1,"1",.,"A",38,"E","100","D"
"20091",1934074,47,2,"1",.,"A",12,"E","110","D"
"20091",1934675,42,0,"1",6,"D",.,"H",,"A"
"20091",1934675,42,1,"1",.,"A",15,"E","100","D"
"20091",1934675,42,2,"1",.,"A",5,"E","110","D"
"20091",1934724,65,0,"1",4,"D",.,"H",,"A"
"20091",1934724,65,1,"1",.,"A",5,"E","100","D"
"20091",1934724,65,2,"1",.,"A",2,"E","110","D"
"20091",1934724,65,3,"1",.,"A",3,"E","120","D"
"20091",1934724,65,4,"1",.,"A",29,"E","130","D"
"20091",1934724,65,5,"1",.,"A",43,"E","150","D"
"20091",1934724,65,6,"1",.,"A",1,"E","160","D"
"20091",1934724,65,7,"1",.,"A",2,"E","170","D"
"20091",1934724,65,8,"1",.,"A",5,"E","190","D"
"20091",1934764,52,0,"1",1,"D",.,"H",,"A"
"20091",1934764,52,1,"1",.,"A",146,"E","100","D"
"20091",1934764,52,2,"1",.,"A",54,"E","110","D"
"20091",1935035,67,0,"1",1,"D",.,"H",,"A"
"20091",1935035,67,1,"1",.,"A",7,"E","100","D"
"20091",1935035,67,2,"1",.,"A",3,"E","110","D"
"20091",1935035,67,3,"1",.,"A",9,"E","120","D"
"20091",1935035,67,4,"1",.,"A",1,"E","140","D"
"20091",1935035,67,5,"1",.,"A",46,"E","150","D"
"20091",1935035,67,6,"1",.,"A",4,"E","160","D"
"20091",1935035,67,7,"1",.,"A",1,"E","170","D"
"20091",1935035,67,8,"1",.,"A",4,"E","190","D"
"20091",1935954,69,0,"1",1,"D",.,"H",,"A"
"20091",1935954,69,1,"1",.,"A",13,"E","100","D"
"20091",1935954,69,2,"1",.,"A",6,"E","110","D"
"20091",1935954,69,3,"1",.,"A",13,"E","200","D"
"20091",1935954,69,4,"1",.,"A",16,"E","210","D"
"20091",1935954,69,5,"1",.,"A",12,"E","220","D"
"20091",1937585,40,0,"1",1,"D",.,"H",,"A"
"20091",1937585,40,1,"1",.,"A",54,"E","100","D"
"20091",1937585,40,2,"1",.,"A",19,"E","110","D"
"20091",1937585,40,3,"1",.,"A",31,"E","120","D"
"20091",1937585,40,4,"1",.,"A",1,"E","140","D"
"20091",1937585,40,5,"1",.,"A",211,"E","150","D"
"20091",1937585,40,6,"1",.,"A",30,"E","160","D"
"20091",1937585,40,7,"1",.,"A",54,"E","190","D"
"20091",1937895,34,0,"1",3,"D",.,"H",,"A"
"20091",1937895,34,1,"1",.,"A",62,"E","100","D"
"20091",1937895,34,2,"1",.,"A",28,"E","110","D"
"20091",1938424,40,0,"1",1,"D",.,"H",,"A"
"20091",1938424,40,1,"1",.,"A",147,"E","120","D"
"20091",1938424,40,2,"1",.,"A",22,"E","140","D"
"20091",1938424,40,3,"1",.,"A",971,"E","150","D"
"20091",1938424,40,4,"1",.,"A",89,"E","160","D"
"20091",1938424,40,5,"1",.,"A",26,"E","170","D"
"20091",1938424,40,6,"1",.,"A",104,"E","190","D"
"20091",1938424,40,7,"1",.,"A",114,"E","200","D"
"20091",1938424,40,8,"1",.,"A",185,"E","210","D"
"20091",1938424,40,9,"1",.,"A",142,"E","220","D"
"20091",1939084,36,0,"1",2,"D",.,"H",,"A"
"20091",1939084,36,1,"1",.,"A",41,"E","100","D"
"20091",1939084,36,2,"1",.,"A",12,"E","110","D"
"20091",1939084,36,3,"1",.,"A",36,"E","120","D"
"20091",1939084,36,4,"1",.,"A",120,"E","130","D"
"20091",1939084,36,5,"1",.,"A",4,"E","140","D"
"20091",1939084,36,6,"1",.,"A",189,"E","150","D"
"20091",1939084,36,7,"1",.,"A",9,"E","170","D"
"20091",1939084,36,8,"1",.,"A",19,"E","190","D"
"20091",1939084,36,9,"1",.,"A",23,"E","200","D"
"20091",1939084,36,10,"1",.,"A",16,"E","210","D"
"20091",1939084,36,11,"1",.,"A",31,"E","220","D"
"20091",1939974,86,0,"1",9,"D",.,"H",,"A"
"20091",1939974,86,1,"1",.,"A",181,"E","100","D"
"20091",1939974,86,2,"1",.,"A",69,"E","110","D"
"20091",1940915,24,0,"1",1,"D",.,"H",,"A"
"20091",1940915,24,1,"1",.,"A",76,"E","100","D"
"20091",1940915,24,2,"1",.,"A",24,"E","110","D"
"20091",1941164,83,0,"1",1,"D",.,"H",,"A"
"20091",1941164,83,1,"1",.,"A",13,"E","100","D"
"20091",1941164,83,2,"1",.,"A",7,"E","110","D"
"20091",1942114,42,0,"1",2,"D",.,"H",,"A"
"20091",1942114,42,1,"1",.,"A",40,"E","100","D"
"20091",1942114,42,2,"1",.,"A",11,"E","110","D"
"20091",1942114,42,3,"1",.,"A",35,"E","120","D"
"20091",1942114,42,4,"1",.,"A",4,"E","140","D"
"20091",1942114,42,5,"1",.,"A",183,"E","150","D"
"20091",1942114,42,6,"1",.,"A",9,"E","170","D"
"20091",1942114,42,7,"1",.,"A",18,"E","190","D"
"20091",1942954,98,0,"1",1,"D",.,"H",,"A"
"20091",1942954,98,1,"1",.,"A",3,"E","200","D"
"20091",1942954,98,2,"1",.,"A",1,"E","210","D"
"20091",1942954,98,3,"1",.,"A",3,"E","220","D"
"20091",1945404,32,0,"1",1,"D",.,"H",,"A"
"20091",1945404,32,1,"1",.,"A",4,"E","100","D"
"20091",1945404,32,2,"1",.,"A",1,"E","110","D"
"20091",1945414,33,0,"1",1,"D",.,"H",,"A"
"20091",1945414,33,1,"1",.,"A",7,"E","100","D"
"20091",1945414,33,2,"1",.,"A",3,"E","110","D"
"20091",1945804,53,0,"1",1,"D",.,"H",,"A"
"20091",1945804,53,1,"1",.,"A",8,"E","150","D"
"20091",1946114,48,0,"1",3,"D",.,"H",,"A"
"20091",1946114,48,1,"1",.,"A",26,"E","100","D"
"20091",1946114,48,2,"1",.,"A",8,"E","110","D"
"20091",1946114,48,3,"1",.,"A",19,"E","120","D"
"20091",1946114,48,4,"1",.,"A",7,"E","140","D"
"20091",1946114,48,5,"1",.,"A",118,"E","150","D"
"20091",1946114,48,6,"1",.,"A",1,"E","160","D"
"20091",1946114,48,7,"1",.,"A",2,"E","170","D"
"20091",1946114,48,8,"1",.,"A",19,"E","190","D"
"20091",1947024,82,0,"1",1,"D",.,"H",,"A"
"20091",1947024,82,1,"1",.,"A",23,"E","200","D"
"20091",1947024,82,2,"1",.,"A",38,"E","210","D"
"20091",1947024,82,3,"1",.,"A",30,"E","220","D"
"20091",1947194,65,0,"1",2,"D",.,"H",,"A"
"20091",1947194,65,1,"1",.,"A",302,"E","100","D"
"20091",1947194,65,2,"1",.,"A",148,"E","110","D"
"20091",1947504,54,0,"1",1,"D",.,"H",,"A"
"20091",1947504,54,1,"1",.,"A",37,"E","100","D"
"20091",1947504,54,2,"1",.,"A",14,"E","110","D"
"20091",1947504,54,3,"1",.,"A",21,"E","120","D"
"20091",1947504,54,4,"1",.,"A",3,"E","140","D"
"20091",1947504,54,5,"1",.,"A",291,"E","150","D"
"20091",1947504,54,6,"1",.,"A",8,"E","160","D"
"20091",1947504,54,7,"1",.,"A",14,"E","170","D"
"20091",1947504,54,8,"1",.,"A",20,"E","190","D"
"20091",1947724,41,0,"1",2,"D",.,"H",,"A"
"20091",1947724,41,1,"1",.,"A",58,"E","100","D"
"20091",1947724,41,2,"1",.,"A",19,"E","110","D"
"20091",1947724,41,3,"1",.,"A",59,"E","130","D"
"20091",1948024,38,0,"1",1,"D",.,"H",,"A"
"20091",1948024,38,1,"1",.,"A",3,"E","120","D"
"20091",1948024,38,2,"1",.,"A",2,"E","140","D"
"20091",1948024,38,3,"1",.,"A",44,"E","150","D"
"20091",1948024,38,4,"1",.,"A",1,"E","170","D"
"20091",1948644,34,0,"1",1,"D",.,"H",,"A"
"20091",1948644,34,1,"1",.,"A",85,"E","200","D"
"20091",1948644,34,2,"1",.,"A",115,"E","210","D"
"20091",1948945,49,0,"1",1,"D",.,"H",,"A"
"20091",1948945,49,1,"1",.,"A",107,"E","100","D"
"20091",1948945,49,2,"1",.,"A",53,"E","110","D"
"20091",1948945,49,3,"1",.,"A",102,"E","200","D"
"20091",1948945,49,4,"1",.,"A",111,"E","210","D"
"20091",1948945,49,5,"1",.,"A",27,"E","220","D"
"20091",1949724,50,0,"1",1,"D",.,"H",,"A"
"20091",1949724,50,1,"1",.,"A",26,"E","120","D"
"20091",1949724,50,2,"1",.,"A",4,"E","140","D"
"20091",1949724,50,3,"1",.,"A",327,"E","150","D"
"20091",1949724,50,4,"1",.,"A",9,"E","160","D"
"20091",1949724,50,5,"1",.,"A",16,"E","170","D"
"20091",1949724,50,6,"1",.,"A",18,"E","190","D"
"20091",1950574,64,0,"1",4,"D",.,"H",,"A"
"20091",1950574,64,1,"1",.,"A",61,"G","100","D"
"20091",1950574,64,2,"1",.,"A",22,"G","110","D"
"20091",1950574,64,3,"1",.,"A",317,"G","130","D"
"20091",1950894,108,0,"1",1,"D",.,"H",,"A"
"20091",1950894,108,1,"1",.,"A",68,"E","100","D"
"20091",1950894,108,2,"1",.,"A",25,"E","110","D"
"20091",1950894,108,3,"1",.,"A",38,"E","120","D"
"20091",1950894,108,4,"1",.,"A",6,"E","140","D"
"20091",1950894,108,5,"1",.,"A",532,"E","150","D"
"20091",1950894,108,6,"1",.,"A",15,"E","160","D"
"20091",1950894,108,7,"1",.,"A",27,"E","170","D"
"20091",1950894,108,8,"1",.,"A",29,"E","190","D"
"20091",1950894,108,9,"1",.,"A",61,"E","200","D"
"20091",1950894,108,10,"1",.,"A",84,"E","210","D"
"20091",1950894,108,11,"1",.,"A",65,"E","220","D"
"20091",1951013,56,0,"1",9,"D",.,"H",,"A"
"20091",1951013,56,1,"1",.,"A",654,"E","100","D"
"20091",1951013,56,2,"1",.,"A",246,"E","110","D"
"20091",1951073,39,0,"1",3,"D",.,"H",,"A"
"20091",1951073,39,1,"1",.,"A",8,"E","200","D"
"20091",1951073,39,2,"1",.,"A",11,"E","210","D"
"20091",1953623,30,0,"1",2,"D",.,"H",,"A"
"20091",1953623,30,1,"1",.,"A",85,"E","100","D"
"20091",1953623,30,2,"1",.,"A",26,"E","110","D"
"20091",1953623,30,3,"1",.,"A",61,"E","120","D"
"20091",1953623,30,4,"1",.,"A",260,"E","130","D"
"20091",1953623,30,5,"1",.,"A",11,"E","140","D"
"20091",1953623,30,6,"1",.,"A",379,"E","150","D"
"20091",1953623,30,7,"1",.,"A",4,"E","160","D"
"20091",1953623,30,8,"1",.,"A",8,"E","170","D"
"20091",1953623,30,9,"1",.,"A",66,"E","190","D"
"20091",1954004,29,0,"1",1,"D",.,"H",,"A"
"20091",1954004,29,1,"1",.,"A",11,"E","100","D"
"20091",1954004,29,2,"1",.,"A",1,"E","110","D"
"20091",1954004,29,3,"1",.,"A",6,"E","120","D"
"20091",1954004,29,4,"1",.,"A",77,"E","150","D"
"20091",1954004,29,5,"1",.,"A",5,"E","170","D"
"20091",1954513,91,0,"1",2,"D",.,"H",,"A"
"20091",1954513,91,1,"1",.,"A",369,"E","100","D"
"20091",1954513,91,2,"1",.,"A",180,"E","110","D"
"20091",1954513,91,3,"1",.,"A",350,"E","120","D"
"20091",1954513,91,4,"1",.,"A",2252,"U","130","D"
"20091",1954513,91,5,"1",.,"A",56,"E","140","D"
"20091",1954513,91,6,"1",.,"A",2373,"E","150","D"
"20091",1954513,91,7,"1",.,"A",217,"E","160","D"
"20091",1954513,91,8,"1",.,"A",65,"E","170","D"
"20091",1954513,91,9,"1",.,"A",256,"E","190","D"
"20091",1955063,56,0,"1",1,"D",.,"H",,"A"
"20091",1955063,56,1,"1",.,"A",21,"E","200","D"
"20091",1955063,56,2,"1",.,"A",13,"E","210","D"
