"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","MINAPPLY","MINA_PLY","GFTCMIN","GFTCMIN_","MIN_MO","MIN_MO_","MINPURX","MINPURX_","MINRENTX","MINR_NTX","MNAPPL1","MNAPPL1_","MNAPPL2","MNAPPL2_","MNAPPL3","MNAPPL3_","MNAPPL4","MNAPPL4_","MNAPPL5","MNAPPL5_","MNAPPL6","MNAPPL6_","MNAPPL7","MNAPPL7_","MNAPPL8","MNAPPL8_","MNAPPL9","MNAPPL9_","INSTLSCR","INST_SCR"
"20091",1942614,2,0,"1","260","D","1","D","12","D",99,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942614,3,0,"1","300","D","1","D","01","D",139,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942614,4,0,"1","365","D","1","D","01","D",450,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1942644,1,0,"1","320","D","1","D","12","D",70,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942644,2,0,"1","480","D","1","D","01","D",400,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942654,2,0,"1","230","D","1","D","01","D",21,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942664,1,0,"1","460","D","1","D","11","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942664,2,0,"1","460","D","1","D","12","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942664,3,0,"1","460","D","1","D","01","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942704,1,0,"1","240","D","1","D","02","D",50,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942704,2,0,"1","700","D","1","D","12","D",300,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942704,3,0,"1","640","D","1","D","12","D",90,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1942714,1,0,"1","700","D","1","D","12","D",214,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942714,2,0,"1","660","D","1","D","12","D",524,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942714,3,0,"1","470","D","1","D","12","D",13,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942714,4,0,"2","240","D","1","D","11","D",6,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942714,5,0,"2","300","D","1","D","11","D",16,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942734,1,0,"1","300","D","1","D","12","D",1400,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942734,2,0,"1","470","D","1","D","11","D",190,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942774,1,0,"1","470","D","1","D","01","D",60,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942784,1,0,"1","365","D","1","D","12","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1942814,1,0,"1","250","D","1","D","02","D",40,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942814,2,0,"1","640","D","1","D","12","D",886,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1942814,3,0,"1","330","D","1","D","12","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942814,4,0,"1","470","D","1","D","01","D",96,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942834,1,0,"2","660","D","1","D","12","D",63,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942894,1,0,"1","700","D","1","D","12","D",54,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942894,2,0,"1","300","D","3","D","12","D",349,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942894,3,0,"1","365","D","3","D","12","D",323,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1942894,4,0,"1","430","D","1","D","12","D",242,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1942904,1,0,"1","700","D","1","D","12","D",300,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942904,2,0,"1","660","D","1","D","12","D",400,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942904,3,0,"1","400","D","1","D","12","D",50,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942904,4,0,"1","430","D","1","D","11","D",60,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1942904,5,0,"2","480","D","1","D","10","D",118,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942914,1,0,"1","240","D","1","D","12","D",125,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942914,2,0,"1","660","D","1","D","12","D",200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942914,3,0,"1","230","D","1","D","12","D",21,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942944,1,0,"1","350","D","1","D","12","D",52,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942944,2,0,"1","660","D","3","D","12","D",67,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942954,1,0,"1","660","D","1","D","01","D",84,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942954,2,0,"1","640","D","3","D","12","D",254,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1942954,3,0,"1","640","D","3","D","01","D",74,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1942954,4,0,"2","440","D","1","D","12","D",42,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1942964,1,0,"1","620","D","3","D","11","D",19,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1942974,1,0,"1","640","D","1","D","02","D",69,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1942974,2,0,"1","365","D","1","D","12","D",1000,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","1","D"
"20091",1943064,1,0,"1","650","D","1","D","01","D",64,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943074,1,0,"1","230","D","1","D","12","D",18,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943074,2,0,"1","700","D","1","D","01","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943074,3,0,"2","310","D","1","D","11","D",375,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943094,1,0,"2","300","D","1","D","12","D",197,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943104,1,0,"1","650","D","1","D","12","D",54,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943104,2,0,"1","700","D","1","D","12","D",86,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943114,1,0,"1","660","D","1","D","12","D",15,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943114,2,0,"1","500","D","1","D","11","D",90,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943134,1,0,"1","700","D","1","D","12","D",269,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943134,2,0,"1","320","D","1","D","11","D",223,"F",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943134,3,0,"2","660","D","1","D","10","D",32,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943174,1,0,"1","230","D","1","D","12","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943174,2,0,"1","650","D","1","D","11","D",71,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943174,3,0,"1","650","D","1","D","12","D",51,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943174,4,0,"1","470","D","1","D","11","D",378,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943174,5,0,"1","470","D","1","D","11","D",45,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943174,6,0,"1","470","D","1","D","12","D",45,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943184,1,0,"1","650","D","1","D","11","D",40,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943184,2,0,"1","660","D","1","D","11","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943214,1,0,"1","640","D","1","D","01","D",1200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1943214,2,0,"1","640","D","1","D","01","D",323,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1943214,3,0,"1","300","D","1","D","02","D",167,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943254,1,0,"1","300","D","1","D","02","D",239,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943264,1,0,"1","230","D","1","D","01","D",25,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943264,2,0,"1","240","D","1","D","01","D",22,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943264,3,0,"2","260","D","1","D","12","D",115,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943275,1,0,"1","300","D","1","D","01","D",120,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943275,2,0,"1","365","D","1","D","11","D",1000,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","1","D"
"20091",1943324,1,0,"1","300","D","1","D","12","D",180,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943324,2,0,"2","640","D","1","D","10","D",24,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1943324,3,0,"2","440","D","1","D","10","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1943354,1,0,"1","395","D","1","D","12","D",125,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943424,1,0,"1","230","D","1","D","12","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943424,2,0,"1","320","D","1","D","12","D",50,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943424,3,0,"1","240","D","1","D","12","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943424,4,0,"1","500","D","1","D","12","D",1012,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943504,1,0,"1","240","D","1","D","12","D",48,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943504,2,0,"1","500","D","3","D","12","D",37,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943515,1,0,"1","400","D","1","D","12","D",54,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943534,1,0,"1","700","D","1","D","12","D",150,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943584,1,0,"1","395","D","1","D","12","D",260,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943614,1,0,"1","460","D","3","D","12","D",2,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943654,1,0,"1","700","D","1","D","11","D",400,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943674,2,0,"1","650","D","1","D","01","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943674,3,0,"1","430","D","1","D","02","D",36,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1943724,1,0,"1","460","D","1","D","12","D",980,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943894,1,0,"1","230","D","1","D","12","D",21,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943914,1,0,"1","700","D","1","D","12","D",21,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943914,2,0,"1","660","D","1","D","12","D",85,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943914,3,0,"1","460","D","1","D","12","D",55,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943914,4,0,"1","300","D","1","D","12","D",105,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943914,5,0,"1","400","D","3","D","12","D",425,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943934,1,0,"1","230","D","3","D","12","D",18,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943934,2,0,"1","240","D","1","D","12","D",21,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943934,3,0,"1","700","D","1","D","12","D",42,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1943945,1,0,"1","470","D","1","D","01","D",29,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944054,1,0,"1","230","D","1","D","11","D",60,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944145,1,0,"1","640","D","3","D","12","D",400,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1944164,1,0,"1","440","D","1","D","12","D",8,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1944184,1,0,"1","470","D","1","D","02","D",198,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944214,1,0,"2","700","D","1","D","12","D",371,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944224,1,0,"1","700","D","1","D","12","D",80,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944284,1,0,"1","700","D","1","D","12","D",45,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944284,2,0,"1","395","D","1","D","12","D",32,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944294,1,0,"1","230","D","1","D","10","D",28,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944294,2,0,"1","330","D","1","D","12","D",19,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944294,3,0,"1","650","D","1","D","10","D",35,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944314,1,0,"1","640","D","1","D","10","D",2000,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1944314,2,0,"1","500","D","1","D","10","D",200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944334,1,0,"1","480","D","1","D","01","D",350,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944344,2,0,"1","230","D","1","D","11","D",49,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944344,3,0,"1","700","D","1","D","12","D",10,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944344,4,0,"1","365","D","1","D","11","D",898,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1944344,5,0,"1","820","D","1","D","10","D",.,"H",.,"A","570","D","470","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944344,5,1,"1","570","D","1","D","10","D",22,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944344,5,2,"1","470","D","1","D","10","D",21,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944364,1,0,"1","650","D","1","D","12","D",107,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944364,2,0,"1","300","D","1","D","11","D",172,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944364,3,0,"1","470","D","1","D","01","D",200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944375,1,0,"1","230","D","1","D","02","D",16,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944375,2,0,"1","700","D","1","D","01","D",190,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944375,3,0,"1","660","D","1","D","01","D",32,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944375,4,0,"1","350","D","1","D","01","D",32,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944375,5,0,"1","350","D","1","D","12","D",21,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944424,1,0,"1","650","D","1","D","02","D",43,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944454,1,0,"1","365","D","1","D","12","D",2000,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1944474,1,0,"2","365","D","1","D","12","D",685,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1944494,1,0,"1","230","D","1","D","12","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944494,2,0,"1","395","D","1","D","12","D",220,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944614,1,0,"1","230","D","1","D","12","D",34,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944614,2,0,"1","650","D","1","D","12","D",60,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944664,2,0,"1","365","D","1","D","11","D",900,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1944684,1,0,"1","230","D","3","D","12","D",110,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944684,2,0,"1","660","D","1","D","12","D",54,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944714,1,0,"1","700","D","1","D","01","D",70,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944714,2,0,"1","470","D","1","D","02","D",117,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944714,3,0,"1","510","D","1","D","01","D",212,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944724,1,0,"1","660","D","1","D","12","D",128,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944724,2,0,"1","700","D","1","D","12","D",482,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944724,3,0,"1","510","D","1","D","12","D",428,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944814,1,0,"1","240","D","1","D","12","D",64,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944834,3,0,"1","230","D","1","D","12","D",75,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944874,1,0,"1","270","D","1","D","01","D",32,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944874,2,0,"2","700","D","1","D","12","D",42,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944954,1,0,"1","800","D","1","D","12","D",.,"H",.,"A","650","D","640","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1944954,1,1,"1","640","D","1","D","12","D",1680,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944954,2,0,"1","480","D","1","D","01","D",263,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944994,1,0,"1","640","D","1","D","02","D",80,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1944994,2,0,"1","650","D","1","D","02","D",54,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944994,3,0,"1","650","D","1","D","02","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944994,4,0,"1","700","D","1","D","12","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944994,5,0,"1","660","D","1","D","01","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944994,6,0,"1","300","D","1","D","02","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1944994,7,0,"1","470","D","1","D","01","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1945094,1,0,"1","270","D","1","D","12","D",397,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1945114,1,0,"2","550","D","1","D","12","D",175,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1945114,2,0,"2","540","D","1","D","12","D",156,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1945114,3,0,"2","470","D","1","D","12","D",278,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1945144,1,0,"1","270","D","1","D","01","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1945204,2,0,"1","570","D","1","D","12","D",11,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1945224,1,0,"1","700","D","1","D","12","D",300,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1945224,2,0,"1","460","D","1","D","12","D",80,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1945224,3,0,"1","540","D","1","D","12","D",50,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1945244,1,0,"1","365","D","1","D","11","D",2000,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
"20091",1945254,1,0,"1","660","D","1","D","01","D",80,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1945264,1,0,"1","700","D","1","D","12","D",65,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20091",1945264,2,0,"1","365","D","1","D","11","D",75,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D"
