"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOB","PROP0NOB","OWNYB","OWNYB_","OBSNSZB","OBSNSZB_","PROPTYPE","PROP_YPE","ACQUIRMO","ACQU_RMO","ACQUIRYR","ACQU_RYR","OWN_PURX","OWN__URX","OWNDPMTX","OWND_MTX","CLOSECST","CLOS_CST","QADPTAX","QADPTAX_","TIMESHAR","TIME_HAR","SHARWKS","SHARWKS_","SHARED1","SHARED1_","SHARPER1","SHAR_ER1","SHARED2","SHARED2_","SHARPER2","SHAR_ER2","GIFTPROP","GIFT_ROP"
"20091",1906145,33,0,"5","01","D","100","D",.,"A","3","D","09","D","2007","D",.,"A",.,"A",.,"A",4000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906155,34,0,"5","01","D","100","D",0.25,"D","3","D","01","D","2005","D",.,"A",.,"A",.,"A",3750,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906155,35,0,"5","02","D","500","D",0.25,"D","3","D","05","D","2007","D",.,"A",.,"A",.,"A",1499,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906205,31,0,"5","01","D","100","D",.,"A","3","D","01","D","1994","D",.,"A",.,"A",.,"A",13895,"T",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906235,36,0,"5","01","D","100","D",.,"A","3","D","09","D","1997","D",.,"A",.,"A",.,"A",200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906245,68,0,"5","01","D","100","D",.,"A","1","D","08","D","2005","D",.,"A",.,"A",.,"A",5700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906255,30,0,"5","01","D","100","D",.,"A","3","D","02","D","2004","D",.,"A",.,"A",.,"A",6000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906275,50,0,"5","01","D","100","D",.,"A","3","D","12","D","2003","D",.,"A",.,"A",.,"A",0,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906285,33,0,"5","01","D","100","D",.,"A","3","D","11","D","2005","D",.,"A",.,"A",.,"A",360,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906295,51,0,"5","01","D","100","D",.,"A","3","D","02","D","2001","D",.,"A",.,"A",.,"A",3300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906315,51,0,"5","01","D","100","D",.,"A","3","D","03","D","2005","D",.,"A",.,"A",.,"A",2100,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906325,34,0,"5","01","D","100","D",.,"A","3","D","01","D","2004","D",.,"A",.,"A",.,"A",1900,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906375,49,0,"5","01","D","100","D",.,"A","3","D","05","D","1977","D",.,"A",.,"A",.,"A",5000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906375,50,0,"5","02","D","300","D",.,"A","1","D","11","D","1986","D",.,"A",.,"A",.,"A",2500,"D","2","D",.,"A",,"A",.,"A","1","D",1,"D",,"A"
"20091",1906385,73,0,"5","01","D","100","D",.,"A","3","D","06","D","1996","D",.,"A",.,"A",.,"A",3000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906395,28,0,"5","01","D","100","D",.,"A","3","D",,"C","1994","D",.,"A",.,"A",.,"A",800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906425,28,0,"5","01","D","100","D",.,"A","3","D","09","D","1949","D",.,"A",.,"A",.,"A",4000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906455,45,0,"5","01","D","100","D",.,"A","3","D","03","D","2006","D",.,"A",.,"A",.,"A",3500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906475,49,0,"5","01","D","100","D",.,"A","3","D","08","D","1975","D",.,"A",.,"A",.,"A",1200,"F",,"A",.,"A",,"A",.,"A","1","D",1,"D",,"A"
"20091",1906475,50,0,"5","02","D","300","D",.,"A","3","D","08","D","1975","D",.,"A",.,"A",.,"A",1000,"F","2","D",.,"A",,"A",.,"A","1","D",1,"D",,"A"
"20091",1906485,42,0,"5","01","D","100","D",.,"A","1","D","08","D","2006","D",.,"A",.,"A",.,"A",1600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906515,38,0,"5","01","D","100","D",.,"A","3","D","06","D","2003","D",.,"A",.,"A",.,"A",7500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906515,39,0,"5","02","D","300","D",.,"A","3","D","03","D","2008","D",403000,"D",.,"C",.,"C",5000,"F","2","D",.,"A",,"A",.,"A","2","D",.,"A","2","D"
"20091",1906535,45,0,"5","01","D","100","D",.,"A","3","D",,"C","1991","D",.,"A",.,"A",.,"A",4000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906555,47,0,"5","01","D","100","D",.,"A","3","D","04","D","1958","D",.,"A",.,"A",.,"A",1500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906575,72,0,"5","01","D","100","D",.,"A","3","D","11","D","2004","D",.,"A",.,"A",.,"A",2100,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906585,29,0,"5","01","D","100","D",.,"A","3","D","02","D","2004","D",.,"A",.,"A",.,"A",4400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906595,40,0,"5","01","D","100","D",.,"A","3","D","01","D","2003","D",.,"A",.,"A",.,"A",221,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906615,47,0,"5","01","D","100","D",.,"A","3","D","11","D","1987","D",.,"A",.,"A",.,"A",4000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906625,29,0,"5","01","D","100","D",.,"A","3","D","04","D","1999","D",.,"A",.,"A",.,"A",2,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906635,82,0,"5","01","D","100","D",.,"A","3","D","11","D","1983","D",.,"A",.,"A",.,"A",1752,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906635,83,0,"5","02","D","300","D",.,"A","1","D","07","D","1994","D",.,"A",.,"A",.,"A",45,"D","1","D",1,"D","2","D",.,"A",,"A",.,"A",,"A"
"20091",1906655,30,0,"5","01","D","100","D",.,"A","2","D","05","D","1992","D",.,"A",.,"A",.,"A",3000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906695,21,0,"5","01","D","100","D",.,"A","3","D","07","D","2002","D",.,"A",.,"A",.,"A",3000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906745,47,0,"5","01","D","100","D",.,"A","3","D","08","D","1997","D",.,"A",.,"A",.,"A",2041,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906755,38,0,"5","01","D","100","D",.,"A","3","D","07","D","2000","D",.,"A",.,"A",.,"A",2300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906895,56,0,"5","01","D","100","D",.,"A","3","D","12","D","1981","D",.,"A",.,"A",.,"A",1600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906895,58,0,"5","03","D","400","D",.,"A","3","D",,"C","1985","D",.,"A",.,"A",.,"A",150,"D",,"A",.,"A",,"A",.,"A","1","D",1,"D",,"A"
"20091",1906895,59,0,"5","04","D","400","D",.,"A","3","D",,"C","1975","D",.,"A",.,"A",.,"A",50,"D",,"A",.,"A",,"A",.,"A","1","D",1,"D",,"A"
"20091",1906905,26,0,"5","01","D","100","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",250,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906925,50,0,"5","01","D","100","D",.,"A","3","D","09","D","2004","D",.,"A",.,"A",.,"A",1200,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1906945,56,0,"5","01","D","100","D",.,"A","3","D","03","D","1996","D",.,"A",.,"A",.,"A",1100,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907015,44,0,"5","01","D","100","D",.,"A","3","D","12","D","1984","D",.,"A",.,"A",.,"A",1600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907055,39,0,"5","01","D","100","D",.,"A","3","D","02","D","2007","D",.,"A",.,"A",.,"A",2500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907065,44,0,"5","01","D","100","D",.,"A","3","D","02","D","2001","D",.,"A",.,"A",.,"A",5600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907075,31,0,"5","01","D","100","D",.,"A","3","D","04","D","1997","D",.,"A",.,"A",.,"A",1000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907125,65,0,"5","01","D","100","D",.,"A","3","D","10","D","1999","D",.,"A",.,"A",.,"A",0,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907145,23,0,"5","01","D","100","D",.,"A","3","D","05","D","1999","D",.,"A",.,"A",.,"A",1050,"D",,"A",.,"A",,"A",.,"A","1","D",1,"D",,"A"
"20091",1907175,50,0,"5","01","D","100","D",.,"A","3","D","09","D","1966","D",.,"A",.,"A",.,"A",800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907185,64,0,"5","01","D","100","D",.,"A","3","D","06","D","2004","D",.,"A",.,"A",.,"A",4900,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907205,41,0,"5","01","D","100","D",.,"A","3","D","06","D","2000","D",.,"A",.,"A",.,"A",1971,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907255,52,0,"5","01","D","100","D",.,"A","3","D","08","D","2000","D",.,"A",.,"A",.,"A",1300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907305,26,0,"5","01","D","100","D",.,"A","3","D","05","D","1996","D",.,"A",.,"A",.,"A",3500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907315,37,0,"5","01","D","100","D",.,"A","3","D",,"C","1994","D",.,"A",.,"A",.,"A",530,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907325,26,0,"5","01","D","100","D",.,"A","3","D","10","D","1992","D",.,"A",.,"A",.,"A",900,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907345,64,0,"5","01","D","100","D",.,"A","3","D","07","D","2002","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907355,42,0,"5","01","D","100","D",.,"A","3","D","06","D","1997","D",.,"A",.,"A",.,"A",1300,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907365,61,0,"5","01","D","100","D",.,"A","3","D",,"C",,"C",.,"A",.,"A",.,"A",200,"D",,"A",.,"A",,"A",.,"A","1","D",.,"C",,"A"
"20091",1907385,58,0,"5","01","D","100","D",.,"A","3","D","04","D","2003","D",.,"A",.,"A",.,"A",290,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907415,39,0,"5","01","D","100","D",.,"A","3","D","11","D","1999","D",.,"A",.,"A",.,"A",7000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907415,40,0,"5","02","D","400","D",.,"A","3","D","02","D","2004","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907445,68,0,"5","01","D","100","D",.,"A","3","D","08","D","1974","D",.,"A",.,"A",.,"A",4200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907455,34,0,"5","01","D","100","D",.,"A","3","D","08","D","1974","D",.,"A",.,"A",.,"A",0,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907475,29,0,"5","01","D","100","D",.,"A","3","D","07","D","2004","D",.,"A",.,"A",.,"A",1800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907485,38,0,"5","01","D","100","D",.,"A","3","D","10","D","1990","D",.,"A",.,"A",.,"A",1159,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907495,41,0,"5","01","D","100","D",.,"A","3","D","09","D","2004","D",.,"A",.,"A",.,"A",1700,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907505,54,0,"5","01","D","100","D",.,"A","3","D",,"C","1994","D",.,"A",.,"A",.,"A",5300,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907515,30,0,"5","01","D","100","D",.,"A","3","D","02","D","2007","D",.,"A",.,"A",.,"A",273,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907515,31,0,"5","02","D","400","D",.,"A","3","D","07","D","2007","D",.,"A",.,"A",.,"A",1500,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907515,33,0,"5","04","D","400","D",.,"A","3","D","07","D","2007","D",.,"A",.,"A",.,"A",600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907545,55,0,"5","01","D","100","D",.,"A","3","D","07","D","1999","D",.,"A",.,"A",.,"A",1871,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907585,60,0,"5","01","D","100","D",.,"A","3","D","09","D","1994","D",.,"A",.,"A",.,"A",2200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907595,35,0,"5","01","D","100","D",.,"A","3","D","02","D","2000","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907605,34,0,"5","01","D","100","D",.,"A","3","D","06","D","2004","D",.,"A",.,"A",.,"A",550,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907615,40,0,"5","01","D","100","D",.,"A","3","D","03","D","2002","D",.,"A",.,"A",.,"A",2800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907625,49,0,"5","01","D","100","D",.,"A","3","D","03","D","2006","D",.,"A",.,"A",.,"A",13895,"T",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907635,44,0,"5","01","D","100","D",.,"A","3","D","04","D","1997","D",.,"A",.,"A",.,"A",9000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907645,85,0,"5","01","D","100","D",.,"A","3","D","03","D","2002","D",.,"A",.,"A",.,"A",1200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907655,39,0,"5","01","D","100","D",.,"A","3","D","11","D","2003","D",.,"A",.,"A",.,"A",4000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907665,61,0,"5","01","D","100","D",.,"A","3","D","09","D","1974","D",.,"A",.,"A",.,"A",2400,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907665,62,0,"5","02","D","300","D",.,"A","3","D","05","D","2007","D",.,"A",.,"A",.,"A",0,"D","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907685,55,0,"5","01","D","100","D",.,"A","3","D","09","D","1991","D",.,"A",.,"A",.,"A",4175,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907685,56,0,"5","02","D","400","D",.,"A","3","D",,"C","1972","D",.,"A",.,"A",.,"A",71,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907705,29,0,"5","01","D","100","D",.,"A","3","D","02","D","2005","D",.,"A",.,"A",.,"A",5750,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907725,46,0,"5","01","D","100","D",.,"A","3","D","12","D","2004","D",.,"A",.,"A",.,"A",2155,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907745,44,0,"5","01","D","100","D",.,"A","3","D","07","D","2006","D",.,"A",.,"A",.,"A",3000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907765,43,0,"5","01","D","100","D",.,"A","3","D","09","D","2004","D",.,"A",.,"A",.,"A",40,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907785,35,0,"5","01","D","100","D",.,"A","3","D","06","D","1964","D",.,"A",.,"A",.,"A",2487,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907795,65,0,"5","01","D","100","D",.,"A","3","D","05","D","1988","D",.,"A",.,"A",.,"A",5000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907795,66,0,"5","02","D","400","D",.,"A","3","D","07","D","2002","D",.,"A",.,"A",.,"A",1250,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907805,29,0,"5","01","D","100","D",.,"A","3","D","06","D","2007","D",.,"A",.,"A",.,"A",2600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907815,49,0,"5","01","D","100","D",.,"A","3","D","09","D","2006","D",.,"A",.,"A",.,"A",4000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907825,38,0,"5","01","D","100","D",.,"A","3","D","08","D","1994","D",.,"A",.,"A",.,"A",4800,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907875,21,0,"5","01","D","100","D",.,"A","1","D","03","D","2000","D",.,"A",.,"A",.,"A",450,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907885,32,0,"5","01","D","100","D",.,"A","3","D","07","D","1982","D",.,"A",.,"A",.,"A",526,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907915,43,0,"5","01","D","100","D",0.8,"D","3","D",,"C","2000","D",.,"A",.,"A",.,"A",160,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907935,38,0,"5","01","D","100","D",.,"A","1","D",,"C","1997","D",.,"A",.,"A",.,"A",4000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907985,30,0,"5","01","D","100","D",.,"A","1","D","08","D","1990","D",.,"A",.,"A",.,"A",4700,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907985,31,0,"5","02","D","300","D",.,"A","3","D","07","D","1984","D",.,"A",.,"A",.,"A",1200,"F","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907985,32,0,"5","03","D","300","D",.,"A","1","D",,"C","1990","D",.,"A",.,"A",.,"A",3700,"F","2","D",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1907995,38,0,"5","01","D","100","D",.,"A","3","D","08","D","1971","D",.,"A",.,"A",.,"A",6000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908005,41,0,"5","01","D","100","D",.,"A","3","D","10","D","2001","D",.,"A",.,"A",.,"A",1000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908025,55,0,"5","01","D","100","D",.,"A","3","D","08","D","2005","D",.,"A",.,"A",.,"A",850,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908035,32,0,"5","01","D","100","D",.,"A","3","D","09","D","2000","D",.,"A",.,"A",.,"A",99,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908055,38,0,"5","01","D","100","D",.,"A","3","D","06","D","2003","D",.,"A",.,"A",.,"A",4600,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908065,39,0,"5","01","D","100","D",.,"A","3","D","01","D","2006","D",.,"A",.,"A",.,"A",650,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908085,49,0,"5","01","D","100","D",.,"A","3","D","07","D","1980","D",.,"A",.,"A",.,"A",4900,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908085,50,0,"5","02","D","300","D",.,"A","2","D","11","D","1992","D",.,"A",.,"A",.,"A",0,"D","1","D",1,"D","2","D",.,"A",,"A",.,"A",,"A"
"20091",1908095,30,0,"5","01","D","100","D",.,"A","3","D",,"C","1979","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908115,40,0,"5","01","D","100","D",.,"A","3","D","07","D","2007","D",.,"A",.,"A",.,"A",4000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908125,41,0,"5","01","D","100","D",.,"A","3","D","07","D","2005","D",.,"A",.,"A",.,"A",9000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908155,33,0,"5","01","D","100","D",.,"A","3","D","01","D","2004","D",.,"A",.,"A",.,"A",5000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908185,54,0,"5","01","D","100","D",.,"A","3","D","07","D","2004","D",.,"A",.,"A",.,"A",8000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908195,54,0,"5","01","D","100","D",.,"A","3","D","03","D","1994","D",.,"A",.,"A",.,"A",13895,"T",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908205,38,0,"5","01","D","100","D",.,"A","3","D","07","D","2005","D",.,"A",.,"A",.,"A",530,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908235,55,0,"5","01","D","100","D",.,"A","3","D","02","D","1996","D",.,"A",.,"A",.,"A",3200,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908255,53,0,"5","01","D","100","D",.,"A","3","D","10","D","1983","D",.,"A",.,"A",.,"A",1575,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908265,35,0,"5","01","D","100","D",.,"A","3","D","07","D","2002","D",.,"A",.,"A",.,"A",2000,"F",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908275,60,0,"5","01","D","100","D",.,"A","3","D","08","D","1974","D",.,"A",.,"A",.,"A",2000,"D",,"A",.,"A",,"A",.,"A","2","D",.,"A",,"A"
"20091",1908315,40,0,"5","01","D","100","D",.,"A","3","D","06","D","2006","D",.,"A",.,"A",.,"A",3400,"D",,"A",.,"A",,"A",.,"A","1","D",1,"D",,"A"
