PURCHASED,NEWID,UCC,AGE_REF,BLS_URBN,EDUC_REF,FAM_TYPE,HRSPRWK1,FAM_SIZE,FINCBEFX
0,4859101,20510,38.0,1.0,12.0,9.0,25.0,3.0,12000.0
0,4859102,20510,38.0,1.0,12.0,9.0,25.0,3.0,12000.0
0,4891871,20510,61.0,2.0,14.0,8.0,0.0,1.0,19530.0
0,4891872,20510,61.0,2.0,14.0,8.0,0.0,1.0,19530.0
0,4793571,20510,40.0,1.0,12.0,4.0,40.0,3.0,47100.0
0,4793572,20510,40.0,1.0,12.0,4.0,40.0,3.0,47100.0
0,4990181,20510,53.0,1.0,12.0,8.0,0.0,1.0,1440.0
0,4990182,20510,53.0,1.0,12.0,8.0,0.0,1.0,1440.0
0,4859111,20510,50.0,2.0,14.0,1.0,45.0,2.0,89200.0
0,4859112,20510,50.0,2.0,14.0,1.0,45.0,2.0,89200.0
0,4728041,20510,59.0,1.0,13.0,9.0,40.0,2.0,129100.0
0,4728042,20510,59.0,1.0,13.0,9.0,40.0,2.0,129100.0
0,4990201,20510,54.0,1.0,12.0,4.0,60.0,4.0,126000.0
0,4990202,20510,54.0,1.0,12.0,4.0,60.0,4.0,126000.0
0,4891901,20510,67.0,1.0,14.0,1.0,0.0,2.0,3564.0
0,4891902,20510,67.0,1.0,14.0,1.0,0.0,2.0,3564.0
0,4793611,20510,72.0,1.0,12.0,8.0,0.0,1.0,17000.0
0,4793612,20510,72.0,1.0,12.0,8.0,0.0,1.0,17000.0
0,4891921,20510,64.0,1.0,15.0,8.0,48.0,1.0,0.0
0,4891922,20510,64.0,1.0,15.0,8.0,48.0,1.0,0.0
0,4859171,20510,21.0,2.0,12.0,9.0,40.0,2.0,1600.0
0,4891941,20510,52.0,1.0,15.0,4.0,60.0,4.0,202700.0
0,4891942,20510,52.0,1.0,15.0,4.0,60.0,4.0,202700.0
0,4859181,20510,21.0,1.0,13.0,9.0,40.0,2.0,72000.0
0,4859182,20510,21.0,1.0,13.0,9.0,40.0,2.0,72000.0
0,4891952,20510,55.0,1.0,14.0,7.0,0.0,2.0,3100.0
0,4990261,20510,39.0,1.0,12.0,3.0,45.0,4.0,43000.0
0,4990272,20510,52.0,1.0,15.0,8.0,45.0,1.0,0.0
0,4859201,20510,51.0,1.0,13.0,4.0,43.0,5.0,107030.0
0,4859202,20510,51.0,1.0,13.0,4.0,43.0,5.0,107030.0
0,4891971,20510,81.0,1.0,12.0,1.0,0.0,2.0,3564.0
0,4891972,20510,81.0,1.0,12.0,1.0,0.0,2.0,3564.0
0,4990281,20510,53.0,1.0,15.0,3.0,55.0,3.0,122000.0
0,4728142,20510,39.0,1.0,16.0,3.0,50.0,4.0,113020.0
0,4990291,20510,24.0,1.0,15.0,8.0,0.0,1.0,0.0
0,4990292,20510,24.0,1.0,15.0,8.0,0.0,1.0,0.0
0,4695381,20510,27.0,1.0,15.0,8.0,45.0,1.0,80000.0
0,4695391,20510,72.0,1.0,14.0,8.0,0.0,1.0,20284.0
0,4695392,20510,72.0,1.0,14.0,8.0,0.0,1.0,20284.0
0,4728161,20510,30.0,1.0,16.0,2.0,48.0,3.0,180000.0
0,4728162,20510,30.0,1.0,16.0,2.0,48.0,3.0,180000.0
0,4793701,20510,76.0,1.0,12.0,8.0,0.0,1.0,6077.0
0,4793702,20510,76.0,1.0,12.0,8.0,0.0,1.0,6077.0
0,4892011,20510,18.0,1.0,13.0,8.0,90.0,1.0,40000.0
0,4892012,20510,18.0,1.0,13.0,8.0,90.0,1.0,40000.0
0,4728181,20510,49.0,1.0,16.0,4.0,62.0,4.0,180000.0
0,4695421,20510,48.0,1.0,15.0,8.0,40.0,1.0,80000.0
0,4695422,20510,48.0,1.0,15.0,8.0,40.0,1.0,80000.0
0,4859262,20510,67.0,1.0,12.0,1.0,0.0,2.0,85776.0
0,4859272,20510,56.0,1.0,16.0,4.0,55.0,3.0,191000.0
0,4695451,20510,66.0,1.0,11.0,8.0,0.0,1.0,1497.0
0,4695452,20510,66.0,1.0,11.0,8.0,0.0,1.0,1497.0
0,4859301,20510,35.0,1.0,11.0,5.0,40.0,3.0,26679.0
0,4859302,20510,35.0,1.0,11.0,5.0,40.0,3.0,26679.0
0,4695481,20510,26.0,1.0,12.0,9.0,25.0,4.0,7000.0
0,4695501,20510,53.0,1.0,13.0,1.0,40.0,2.0,94005.0
0,4695502,20510,53.0,1.0,13.0,1.0,40.0,2.0,94005.0
0,4892111,20510,56.0,1.0,15.0,1.0,0.0,2.0,431973.0
0,4892112,20510,56.0,1.0,15.0,1.0,0.0,2.0,431973.0
0,4793821,20510,58.0,1.0,12.0,1.0,45.0,2.0,140000.0
0,4793822,20510,58.0,1.0,12.0,1.0,45.0,2.0,140000.0
0,4859361,20510,55.0,1.0,12.0,4.0,40.0,4.0,0.0
0,4793831,20510,78.0,1.0,11.0,8.0,0.0,1.0,23033.0
0,4793832,20510,78.0,1.0,11.0,8.0,0.0,1.0,23033.0
0,4990441,20510,78.0,1.0,12.0,8.0,0.0,1.0,11015.0
0,4990442,20510,78.0,1.0,12.0,8.0,0.0,1.0,11015.0
0,4859381,20510,66.0,1.0,15.0,4.0,55.0,3.0,375000.0
0,4695541,20510,24.0,1.0,12.0,9.0,38.0,4.0,44192.0
0,4695542,20510,24.0,1.0,12.0,9.0,38.0,4.0,44192.0
0,4892152,20510,45.0,1.0,13.0,9.0,45.0,3.0,38333.0
0,4728312,20510,68.0,1.0,12.0,4.0,0.0,3.0,25782.0
0,4892151,20510,45.0,1.0,13.0,9.0,45.0,3.0,38333.0
0,4990462,20510,34.0,1.0,12.0,9.0,45.0,3.0,0.0
0,4859391,20510,27.0,1.0,16.0,1.0,50.0,2.0,0.0
0,4892161,20510,32.0,1.0,12.0,3.0,12.0,6.0,6000.0
0,4892162,20510,32.0,1.0,12.0,3.0,12.0,6.0,6000.0
0,4695561,20510,29.0,1.0,15.0,9.0,40.0,2.0,113300.0
0,4728332,20510,44.0,1.0,12.0,8.0,40.0,1.0,2000.0
0,4990481,20510,67.0,1.0,15.0,8.0,38.0,1.0,0.0
0,4990482,20510,67.0,1.0,15.0,8.0,38.0,1.0,0.0
0,4695571,20510,37.0,1.0,12.0,8.0,30.0,1.0,12000.0
0,4695572,20510,37.0,1.0,12.0,8.0,30.0,1.0,12000.0
0,4728341,20510,35.0,1.0,11.0,4.0,0.0,6.0,700.0
0,4859411,20510,57.0,1.0,15.0,3.0,35.0,3.0,100500.0
0,4859412,20510,57.0,1.0,15.0,3.0,35.0,3.0,100500.0
0,4892181,20510,53.0,1.0,13.0,8.0,50.0,1.0,118000.0
0,4793881,20510,63.0,1.0,13.0,8.0,40.0,1.0,87000.0
0,4793882,20510,63.0,1.0,13.0,8.0,40.0,1.0,87000.0
0,4892182,20510,53.0,1.0,13.0,8.0,50.0,1.0,118000.0
0,4892192,20510,79.0,1.0,13.0,1.0,0.0,2.0,34764.0
0,4793891,20510,82.0,1.0,15.0,1.0,0.0,2.0,35964.0
0,4859431,20510,58.0,1.0,16.0,4.0,40.0,3.0,290300.0
0,4793902,20510,22.0,1.0,12.0,8.0,42.0,1.0,32580.0
0,4793911,20510,61.0,1.0,16.0,8.0,40.0,1.0,104000.0
0,4793912,20510,61.0,1.0,16.0,8.0,40.0,1.0,104000.0
0,4859451,20510,27.0,1.0,15.0,8.0,40.0,1.0,70000.0
0,4859452,20510,27.0,1.0,15.0,8.0,40.0,1.0,70000.0
0,4892221,20510,71.0,1.0,16.0,8.0,0.0,1.0,65382.0
0,4892222,20510,71.0,1.0,16.0,8.0,0.0,1.0,65382.0
0,4990531,20510,52.0,1.0,15.0,1.0,50.0,2.0,195001.0
0,4892231,20510,33.0,1.0,16.0,8.0,44.0,1.0,121040.0
0,4892232,20510,33.0,1.0,16.0,8.0,44.0,1.0,121040.0
0,4793931,20510,28.0,1.0,14.0,3.0,25.0,4.0,44600.0
0,4859481,20510,35.0,1.0,12.0,1.0,40.0,2.0,150000.0
0,4859482,20510,35.0,1.0,12.0,1.0,40.0,2.0,150000.0
0,4990562,20510,51.0,1.0,15.0,6.0,0.0,2.0,1200.0
0,4793961,20510,28.0,1.0,15.0,9.0,40.0,2.0,413492.0
0,4990571,20510,60.0,1.0,11.0,4.0,0.0,3.0,27100.0
0,4990572,20510,60.0,1.0,11.0,4.0,0.0,3.0,27100.0
0,4793971,20510,74.0,1.0,16.0,1.0,0.0,2.0,46695.0
0,4793972,20510,74.0,1.0,16.0,1.0,0.0,2.0,46695.0
0,4695671,20510,48.0,1.0,15.0,8.0,40.0,1.0,149000.0
0,4695672,20510,48.0,1.0,15.0,8.0,40.0,1.0,149000.0
0,4892281,20510,44.0,1.0,13.0,3.0,38.0,4.0,185000.0
0,4892282,20510,44.0,1.0,13.0,3.0,38.0,4.0,185000.0
0,4793981,20510,69.0,1.0,13.0,8.0,0.0,1.0,20610.0
0,4728451,20510,50.0,1.0,14.0,5.0,40.0,4.0,124800.0
0,4794001,20510,81.0,1.0,15.0,8.0,24.0,1.0,37782.0
0,4794002,20510,81.0,1.0,15.0,8.0,24.0,1.0,37782.0
0,4990622,20510,59.0,1.0,12.0,8.0,57.0,1.0,45528.0
0,4728481,20510,23.0,1.0,15.0,8.0,40.0,1.0,88000.0
0,4728482,20510,23.0,1.0,15.0,8.0,40.0,1.0,88000.0
0,4859561,20510,35.0,1.0,14.0,3.0,36.0,5.0,112500.0
0,4859562,20510,35.0,1.0,14.0,3.0,36.0,5.0,112500.0
0,4728491,20510,53.0,1.0,11.0,7.0,25.0,2.0,35000.0
0,4892331,20510,87.0,1.0,11.0,8.0,0.0,1.0,19782.0
0,4892332,20510,87.0,1.0,11.0,8.0,0.0,1.0,19782.0
0,4695731,20510,35.0,1.0,13.0,7.0,40.0,2.0,1800.0
0,4695732,20510,35.0,1.0,13.0,7.0,40.0,2.0,1800.0
0,4859571,20510,36.0,1.0,16.0,2.0,35.0,5.0,110032.0
0,4859572,20510,36.0,1.0,16.0,2.0,35.0,5.0,110032.0
0,4695741,20510,55.0,1.0,16.0,8.0,50.0,1.0,68132.0
0,4695742,20510,55.0,1.0,16.0,8.0,50.0,1.0,68132.0
0,4892351,20510,31.0,1.0,14.0,9.0,0.0,2.0,16976.0
0,4892352,20510,31.0,1.0,14.0,9.0,0.0,2.0,16976.0
0,4859591,20510,64.0,1.0,13.0,8.0,0.0,1.0,14837.0
0,4990672,20510,78.0,1.0,10.0,8.0,0.0,1.0,14982.0
0,4695761,20510,74.0,1.0,16.0,1.0,0.0,2.0,51766.0
0,4695762,20510,74.0,1.0,16.0,1.0,0.0,2.0,51766.0
0,4794071,20510,30.0,1.0,12.0,8.0,40.0,1.0,33280.0
0,4794072,20510,30.0,1.0,12.0,8.0,40.0,1.0,33280.0
0,4859621,20510,70.0,1.0,12.0,1.0,0.0,2.0,39670.0
0,4892391,20510,59.0,1.0,16.0,1.0,50.0,2.0,150000.0
0,4892401,20510,27.0,1.0,16.0,8.0,50.0,1.0,40000.0
0,4892402,20510,27.0,1.0,16.0,8.0,50.0,1.0,40000.0
0,4859641,20510,46.0,1.0,13.0,8.0,40.0,1.0,36000.0
0,4859642,20510,46.0,1.0,13.0,8.0,40.0,1.0,36000.0
0,4892411,20510,48.0,2.0,16.0,3.0,40.0,6.0,218000.0
0,4892412,20510,48.0,2.0,16.0,3.0,40.0,6.0,218000.0
0,4794111,20510,57.0,1.0,15.0,1.0,0.0,2.0,39684.0
0,4695812,20510,42.0,1.0,12.0,3.0,40.0,3.0,82000.0
0,4728581,20510,68.0,2.0,10.0,8.0,0.0,1.0,10518.0
0,4728582,20510,68.0,2.0,10.0,8.0,0.0,1.0,10518.0
0,4728591,20510,87.0,1.0,12.0,8.0,0.0,1.0,11850.0
0,4728592,20510,87.0,1.0,12.0,8.0,0.0,1.0,11850.0
0,4892432,20510,82.0,1.0,13.0,8.0,0.0,1.0,0.0
0,4892442,20510,80.0,1.0,12.0,5.0,0.0,6.0,84913.0
0,4728611,20510,29.0,1.0,15.0,9.0,40.0,2.0,150000.0
0,4728612,20510,29.0,1.0,15.0,9.0,40.0,2.0,150000.0
0,4794151,20510,62.0,1.0,13.0,4.0,4.0,3.0,79135.0
0,4794152,20510,62.0,1.0,13.0,4.0,4.0,3.0,79135.0
0,4990761,20510,87.0,1.0,16.0,8.0,0.0,1.0,24582.0
0,4728621,20510,61.0,1.0,14.0,4.0,50.0,3.0,170020.0
0,4728622,20510,61.0,1.0,14.0,4.0,50.0,3.0,170020.0
0,4695861,20510,64.0,1.0,13.0,1.0,5.0,2.0,64800.0
0,4695862,20510,64.0,1.0,13.0,1.0,5.0,2.0,64800.0
0,4728641,20510,57.0,1.0,12.0,1.0,0.0,2.0,2182.0
0,4728642,20510,57.0,1.0,12.0,1.0,0.0,2.0,2182.0
0,4892481,20510,42.0,1.0,16.0,3.0,40.0,5.0,230000.0
0,4794181,20510,40.0,2.0,12.0,8.0,0.0,1.0,789.0
0,4794182,20510,40.0,2.0,12.0,8.0,0.0,1.0,789.0
0,4990791,20510,43.0,1.0,13.0,3.0,40.0,5.0,0.0
0,4990792,20510,43.0,1.0,13.0,3.0,40.0,5.0,0.0
0,4728651,20510,65.0,2.0,13.0,8.0,40.0,1.0,36994.0
0,4728652,20510,65.0,2.0,13.0,8.0,40.0,1.0,36994.0
0,4859732,20510,36.0,1.0,12.0,8.0,28.0,1.0,3528.0
0,4990811,20510,80.0,1.0,15.0,8.0,0.0,1.0,0.0
0,4990812,20510,80.0,1.0,15.0,8.0,0.0,1.0,0.0
0,4695901,20510,66.0,1.0,14.0,8.0,0.0,1.0,17982.0
0,4695902,20510,66.0,1.0,14.0,8.0,0.0,1.0,17982.0
0,4728671,20510,44.0,1.0,12.0,9.0,40.0,5.0,86397.0
0,4728672,20510,44.0,1.0,12.0,9.0,40.0,5.0,86397.0
0,4794211,20510,44.0,1.0,16.0,3.0,40.0,4.0,188513.0
0,4990822,20510,49.0,1.0,14.0,1.0,40.0,2.0,114000.0
0,4859751,20510,56.0,1.0,10.0,5.0,40.0,5.0,103800.0
0,4859752,20510,56.0,1.0,10.0,5.0,40.0,5.0,103800.0
0,4990831,20510,87.0,1.0,16.0,1.0,49.0,2.0,83964.0
0,4990832,20510,87.0,1.0,16.0,1.0,49.0,2.0,83964.0
0,4695921,20510,73.0,1.0,14.0,4.0,0.0,3.0,39564.0
0,4695922,20510,73.0,1.0,14.0,4.0,0.0,3.0,39564.0
0,4990841,20510,87.0,1.0,11.0,8.0,0.0,1.0,13782.0
0,4695941,20510,47.0,1.0,16.0,5.0,13.0,4.0,72068.0
0,4695942,20510,47.0,1.0,16.0,5.0,13.0,4.0,72068.0
0,4728711,20510,51.0,1.0,15.0,3.0,40.0,4.0,174111.0
0,4728712,20510,51.0,1.0,15.0,3.0,40.0,4.0,174111.0
0,4892552,20510,45.0,1.0,13.0,4.0,50.0,4.0,250000.0
0,4794251,20510,87.0,1.0,15.0,9.0,0.0,2.0,47424.0
0,4794252,20510,87.0,1.0,15.0,9.0,0.0,2.0,47424.0
0,4990861,20510,20.0,1.0,14.0,9.0,40.0,3.0,48000.0
0,4990862,20510,20.0,1.0,14.0,9.0,40.0,3.0,48000.0
0,4695952,20510,34.0,1.0,16.0,2.0,55.0,3.0,285500.0
0,4695961,20510,59.0,1.0,13.0,8.0,40.0,1.0,34000.0
0,4695962,20510,59.0,1.0,13.0,8.0,40.0,1.0,34000.0
0,4728731,20510,37.0,1.0,13.0,1.0,50.0,2.0,83200.0
0,4728732,20510,37.0,1.0,13.0,1.0,50.0,2.0,83200.0
0,4695971,20510,34.0,1.0,15.0,3.0,40.0,5.0,44000.0
0,4695972,20510,34.0,1.0,15.0,3.0,40.0,5.0,44000.0
0,4728741,20510,63.0,1.0,13.0,1.0,40.0,2.0,33500.0
0,4728742,20510,63.0,1.0,13.0,1.0,40.0,2.0,33500.0
0,4859811,20510,77.0,1.0,12.0,8.0,0.0,1.0,14330.0
0,4859821,20510,40.0,1.0,12.0,8.0,40.0,1.0,3000.0
0,4859822,20510,40.0,1.0,12.0,8.0,40.0,1.0,3000.0
0,4728751,20510,63.0,1.0,14.0,1.0,0.0,2.0,34458.0
0,4728752,20510,63.0,1.0,14.0,1.0,0.0,2.0,34458.0
0,4892601,20510,32.0,1.0,14.0,3.0,28.0,4.0,5780.0
0,4892602,20510,32.0,1.0,14.0,3.0,28.0,4.0,5780.0
0,4794301,20510,79.0,1.0,16.0,8.0,4.0,1.0,24238.0
0,4794302,20510,79.0,1.0,16.0,8.0,4.0,1.0,24238.0
0,4696002,20510,25.0,1.0,15.0,8.0,40.0,1.0,45000.0
0,4892611,20510,49.0,1.0,12.0,4.0,0.0,4.0,34000.0
0,4892612,20510,49.0,1.0,12.0,4.0,0.0,4.0,34000.0
0,4794312,20510,50.0,1.0,14.0,9.0,0.0,3.0,42200.0
0,4794321,20510,61.0,1.0,13.0,3.0,60.0,3.0,114878.0
0,4794322,20510,61.0,1.0,13.0,3.0,60.0,3.0,114878.0
0,4696021,20510,62.0,1.0,12.0,8.0,55.0,1.0,0.0
0,4696022,20510,62.0,1.0,12.0,8.0,55.0,1.0,0.0
0,4892631,20510,35.0,1.0,13.0,8.0,40.0,1.0,30000.0
0,4794331,20510,65.0,1.0,12.0,8.0,40.0,1.0,62001.0
0,4794332,20510,65.0,1.0,12.0,8.0,40.0,1.0,62001.0
0,4990941,20510,35.0,1.0,15.0,9.0,0.0,2.0,2000.0
0,4990942,20510,35.0,1.0,15.0,9.0,0.0,2.0,2000.0
0,4859871,20510,50.0,1.0,14.0,9.0,40.0,4.0,38560.0
0,4859872,20510,50.0,1.0,14.0,9.0,40.0,4.0,38560.0
0,4794341,20510,87.0,1.0,16.0,8.0,0.0,1.0,15000.0
0,4859882,20510,39.0,1.0,14.0,9.0,45.0,3.0,0.0
0,4794351,20510,42.0,1.0,11.0,8.0,50.0,1.0,100000.0
0,4794352,20510,42.0,1.0,11.0,8.0,50.0,1.0,100000.0
0,4859892,20510,37.0,1.0,15.0,3.0,40.0,5.0,86000.0
0,4728821,20510,33.0,1.0,15.0,3.0,42.0,4.0,114020.0
0,4728822,20510,33.0,1.0,15.0,3.0,42.0,4.0,114020.0
0,4892661,20510,73.0,1.0,13.0,8.0,0.0,1.0,68997.0
0,4892662,20510,73.0,1.0,13.0,8.0,0.0,1.0,68997.0
0,4794361,20510,38.0,1.0,12.0,8.0,0.0,1.0,12072.0
0,4794362,20510,38.0,1.0,12.0,8.0,0.0,1.0,12072.0
0,4892671,20510,71.0,1.0,12.0,8.0,0.0,1.0,23437.0
0,4990981,20510,87.0,1.0,16.0,8.0,0.0,1.0,6500.0
0,4990982,20510,87.0,1.0,16.0,8.0,0.0,1.0,6500.0
0,4859922,20510,61.0,1.0,16.0,9.0,30.0,2.0,53983.0
0,4991001,20510,53.0,1.0,12.0,8.0,45.0,1.0,152250.0
0,4991002,20510,53.0,1.0,12.0,8.0,45.0,1.0,152250.0
0,4991011,20510,42.0,1.0,15.0,1.0,50.0,2.0,144000.0
0,4991012,20510,42.0,1.0,15.0,1.0,50.0,2.0,144000.0
0,4728871,20510,55.0,1.0,13.0,1.0,20.0,2.0,360692.0
0,4728872,20510,55.0,1.0,13.0,1.0,20.0,2.0,360692.0
0,4892711,20510,19.0,2.0,13.0,8.0,8.0,1.0,400.0
0,4892712,20510,19.0,2.0,13.0,8.0,8.0,1.0,400.0
0,4794411,20510,33.0,1.0,16.0,8.0,38.0,1.0,75001.0
0,4794412,20510,33.0,1.0,16.0,8.0,38.0,1.0,75001.0
0,4859951,20510,41.0,1.0,12.0,7.0,48.0,4.0,22000.0
0,4859952,20510,41.0,1.0,12.0,7.0,48.0,4.0,22000.0
0,4794421,20510,54.0,1.0,15.0,4.0,40.0,4.0,78300.0
0,4728892,20510,21.0,1.0,11.0,9.0,36.0,3.0,1670.0
0,4892731,20510,58.0,2.0,10.0,1.0,48.0,2.0,18600.0
0,4892732,20510,58.0,2.0,10.0,1.0,48.0,2.0,18600.0
0,4794431,20510,24.0,1.0,14.0,9.0,30.0,2.0,28000.0
0,4794432,20510,24.0,1.0,14.0,9.0,30.0,2.0,28000.0
0,4696132,20510,45.0,1.0,15.0,8.0,40.0,1.0,35300.0
0,4794451,20510,76.0,1.0,15.0,8.0,0.0,1.0,85782.0
0,4794452,20510,76.0,1.0,15.0,8.0,0.0,1.0,85782.0
0,4991061,20510,57.0,1.0,13.0,8.0,0.0,1.0,26400.0
0,4859991,20510,52.0,1.0,12.0,4.0,0.0,3.0,46700.0
0,4892761,20510,28.0,1.0,15.0,9.0,0.0,3.0,0.0
0,4892762,20510,28.0,1.0,15.0,9.0,0.0,3.0,0.0
0,4794461,20510,56.0,1.0,12.0,4.0,40.0,3.0,100000.0
0,4794462,20510,56.0,1.0,12.0,4.0,40.0,3.0,100000.0
0,4892771,20510,87.0,1.0,12.0,8.0,0.0,1.0,36582.0
0,4892772,20510,87.0,1.0,12.0,8.0,0.0,1.0,36582.0
0,4728941,20510,67.0,1.0,14.0,1.0,0.0,2.0,350581.0
0,4860012,20510,60.0,1.0,13.0,8.0,65.0,1.0,48900.0
0,4991091,20510,58.0,1.0,15.0,8.0,0.0,1.0,12000.0
0,4892791,20510,61.0,1.0,12.0,9.0,40.0,3.0,37000.0
0,4892792,20510,61.0,1.0,12.0,9.0,40.0,3.0,37000.0
0,4728961,20510,65.0,1.0,10.0,9.0,35.0,2.0,23267.0
0,4728962,20510,65.0,1.0,10.0,9.0,35.0,2.0,23267.0
0,4892801,20510,54.0,2.0,13.0,4.0,4.0,3.0,55000.0
0,4892802,20510,54.0,2.0,13.0,4.0,4.0,3.0,55000.0
0,4696201,20510,62.0,1.0,13.0,1.0,40.0,2.0,23000.0
0,4696202,20510,62.0,1.0,13.0,1.0,40.0,2.0,23000.0
0,4696211,20510,52.0,1.0,12.0,9.0,0.0,2.0,1080.0
0,4696212,20510,52.0,1.0,12.0,9.0,0.0,2.0,1080.0
0,4860052,20510,50.0,2.0,12.0,8.0,40.0,1.0,32000.0
0,4860061,20510,54.0,1.0,13.0,8.0,40.0,1.0,35000.0
0,4860062,20510,54.0,1.0,13.0,8.0,40.0,1.0,35000.0
0,4728992,20510,57.0,1.0,14.0,1.0,40.0,2.0,142364.0
0,4892831,20510,49.0,1.0,11.0,1.0,0.0,2.0,0.0
0,4892832,20510,49.0,1.0,11.0,1.0,0.0,2.0,0.0
0,4794531,20510,32.0,1.0,13.0,8.0,40.0,1.0,100100.0
0,4794532,20510,32.0,1.0,13.0,8.0,40.0,1.0,100100.0
0,4794541,20510,47.0,1.0,12.0,8.0,40.0,1.0,80000.0
0,4794542,20510,47.0,1.0,12.0,8.0,40.0,1.0,80000.0
0,4860081,20510,63.0,1.0,16.0,4.0,0.0,3.0,110636.0
0,4729021,20510,21.0,1.0,14.0,9.0,20.0,2.0,30750.0
0,4729022,20510,21.0,1.0,14.0,9.0,20.0,2.0,30750.0
0,4696261,20510,36.0,1.0,13.0,2.0,40.0,4.0,400.0
0,4696262,20510,36.0,1.0,13.0,2.0,40.0,4.0,400.0
0,4729031,20510,22.0,1.0,13.0,8.0,20.0,1.0,4050.0
0,4729032,20510,22.0,1.0,13.0,8.0,20.0,1.0,4050.0
0,4794571,20510,34.0,1.0,15.0,1.0,60.0,2.0,225000.0
0,4794572,20510,34.0,1.0,15.0,1.0,60.0,2.0,225000.0
0,4991181,20510,32.0,1.0,14.0,9.0,32.0,2.0,105000.0
0,4991182,20510,32.0,1.0,14.0,9.0,32.0,2.0,105000.0
0,4696272,20510,70.0,1.0,16.0,1.0,15.0,2.0,114181.0
0,4729041,20510,87.0,1.0,12.0,8.0,0.0,1.0,22182.0
0,4729042,20510,87.0,1.0,12.0,8.0,0.0,1.0,22182.0
0,4892881,20510,40.0,1.0,15.0,3.0,40.0,4.0,93000.0
0,4892882,20510,40.0,1.0,15.0,3.0,40.0,4.0,93000.0
0,4860121,20510,69.0,1.0,16.0,4.0,0.0,3.0,121000.0
0,4860122,20510,69.0,1.0,16.0,4.0,0.0,3.0,121000.0
0,4729051,20510,33.0,1.0,13.0,9.0,40.0,3.0,55670.0
0,4729052,20510,33.0,1.0,13.0,9.0,40.0,3.0,55670.0
0,4794591,20510,42.0,1.0,15.0,7.0,40.0,2.0,55000.0
0,4794592,20510,42.0,1.0,15.0,7.0,40.0,2.0,55000.0
0,4860141,20510,55.0,1.0,12.0,1.0,40.0,2.0,64492.0
0,4860142,20510,55.0,1.0,12.0,1.0,40.0,2.0,64492.0
0,4729081,20510,51.0,1.0,15.0,3.0,65.0,4.0,159000.0
0,4729082,20510,51.0,1.0,15.0,3.0,65.0,4.0,159000.0
0,4892921,20510,64.0,1.0,14.0,4.0,60.0,3.0,72050.0
0,4892922,20510,64.0,1.0,14.0,4.0,60.0,3.0,72050.0
0,4794621,20510,29.0,1.0,12.0,8.0,40.0,1.0,20000.0
0,4794622,20510,29.0,1.0,12.0,8.0,40.0,1.0,20000.0
0,4860161,20510,67.0,1.0,15.0,4.0,0.0,3.0,76864.0
0,4860162,20510,67.0,1.0,15.0,4.0,0.0,3.0,76864.0
0,4860171,20510,59.0,1.0,16.0,4.0,40.0,3.0,4750.0
0,4860172,20510,59.0,1.0,16.0,4.0,40.0,3.0,4750.0
0,4892941,20510,28.0,1.0,16.0,8.0,38.0,1.0,68030.0
0,4892942,20510,28.0,1.0,16.0,8.0,38.0,1.0,68030.0
0,4794641,20510,67.0,1.0,15.0,1.0,0.0,2.0,30012.0
0,4794642,20510,67.0,1.0,15.0,1.0,0.0,2.0,30012.0
0,4991251,20510,72.0,1.0,11.0,9.0,40.0,2.0,45776.0
0,4696342,20510,41.0,2.0,16.0,3.0,50.0,5.0,134020.0
0,4729111,20510,74.0,1.0,13.0,1.0,0.0,2.0,12540.0
0,4729112,20510,74.0,1.0,13.0,1.0,0.0,2.0,12540.0
0,4860182,20510,60.0,1.0,13.0,4.0,0.0,3.0,20400.0
0,4794652,20510,43.0,1.0,16.0,3.0,40.0,4.0,0.0
0,4860191,20510,79.0,1.0,13.0,8.0,0.0,1.0,154882.0
0,4860192,20510,79.0,1.0,13.0,8.0,0.0,1.0,154882.0
0,4729121,20510,74.0,1.0,16.0,1.0,20.0,2.0,0.0
0,4729122,20510,74.0,1.0,16.0,1.0,20.0,2.0,0.0
0,4892962,20510,68.0,1.0,15.0,1.0,0.0,2.0,0.0
0,4794661,20510,57.0,1.0,12.0,9.0,62.0,4.0,135500.0
0,4794662,20510,57.0,1.0,12.0,9.0,62.0,4.0,135500.0
0,4729142,20510,58.0,1.0,14.0,8.0,0.0,1.0,1300.0
0,4892982,20510,39.0,2.0,12.0,9.0,40.0,7.0,84700.0
0,4893001,20510,32.0,1.0,15.0,8.0,0.0,1.0,0.0
0,4893002,20510,32.0,1.0,15.0,8.0,0.0,1.0,0.0
0,4794701,20510,23.0,1.0,15.0,9.0,40.0,2.0,44484.0
0,4794702,20510,23.0,1.0,15.0,9.0,40.0,2.0,44484.0
0,4696401,20510,72.0,1.0,16.0,8.0,0.0,1.0,31082.0
0,4696402,20510,72.0,1.0,16.0,8.0,0.0,1.0,31082.0
0,4729171,20510,73.0,2.0,13.0,8.0,0.0,1.0,16344.0
0,4729172,20510,73.0,2.0,13.0,8.0,0.0,1.0,16344.0
0,4991321,20510,70.0,1.0,15.0,1.0,0.0,2.0,63782.0
0,4696421,20510,33.0,1.0,10.0,3.0,0.0,5.0,6510.0
0,4696422,20510,33.0,1.0,10.0,3.0,0.0,5.0,6510.0
0,4794731,20510,52.0,1.0,12.0,9.0,0.0,3.0,92654.0
0,4893041,20510,32.0,1.0,15.0,1.0,50.0,2.0,185000.0
0,4893042,20510,32.0,1.0,15.0,1.0,50.0,2.0,185000.0
